"codeSystem","codeSystemVersion","decode","id","code","uuid:ID","instanceType"
"http://www.cdisc.org","2023-12-15","In Person","Code_119","C175574","259ce8c8-8e21-41f5-81b8-2d7147dd8605","Code"
"http://www.cdisc.org","2023-12-15","Visit","Code_120","C25716","57a52dc0-44bf-4d0b-b58d-3226c1b312d9","Code"
"http://www.cdisc.org","2023-12-15","Clinic","Code_121","C51282","91330c6e-c49e-487c-978d-7e2ab45c600a","Code"
"http://www.cdisc.org","2023-12-15","In Person","Code_122","C175574","dcf7dfa1-e461-4164-9672-8abdbed36d57","Code"
"SNOMED","January 31, 2018","CT of head without contrast","Code_80","383371000119108","f31fe00f-80f1-4ba1-8fe4-2ccfa15f32e2","Code"
"SPONSOR","12","Subject Supine","Code_81","123","eee9f3a8-789b-4527-a36b-f37de8eccf3f","Code"
"SPONSOR","12","Subject Standing","Code_82","124","20be0394-eb80-41a5-a84b-a98c8a431854","Code"
"http://www.cdisc.org","2023-12-15","Male","Code_429","C20197","0002d4b8-eff3-4a35-84fb-a0f106350a45","Code"
"http://www.cdisc.org","2023-12-15","Female","Code_430","C16576","42d70f70-d22f-4d10-b0ba-68de641c5204","Code"
"http://www.cdisc.org","2023-12-15","Sex","Code_431","C28421","8551b42f-83d2-4583-8679-066c49ab5448","Code"
"http://www.cdisc.org","2023-12-15","Sex","Code_432","C28421","eb4dbbd1-c08f-44b5-b467-7527df293d7b","Code"
"http://www.cdisc.org","2023-12-15","Race","Code_433","C17049","f725bb3d-02af-41c0-bc4b-7acd5812436e","Code"
"http://www.cdisc.org","2023-12-15","Race","Code_434","C17049","c631f67f-e02b-49bc-8947-42a2096074d7","Code"
"http://www.cdisc.org","2023-12-15","TEMP","Code_435","C174446","59dfe3cc-789e-4c5d-8b38-a94dd5224a49","Code"
"http://www.cdisc.org","2023-12-15","Clinical Test Result","Code_436","C77140","5e49c6d9-0bd8-4bdf-ba2c-44e0e78ca67c","Code"
"http://www.cdisc.org","2023-12-15","Degree Celsius","Code_437","C42559","c6e768cf-fda7-44e1-93a7-681f7add0d4b","Code"
"http://www.cdisc.org","2023-12-15","Degree Fahrenheit","Code_438","C44277","eb9bd076-36ac-4f1c-8e00-fc917106e40b","Code"
"http://www.cdisc.org","2023-12-15","Kelvin","Code_439","C42537","ec803362-d982-477e-98ea-20762fe707c2","Code"
"http://www.cdisc.org","2023-12-15","Unit of Temperature","Code_440","C44276","763c3e41-c869-43bf-869d-7cdee4a8719a","Code"
"http://www.cdisc.org","2023-12-15","Axilla","Code_441","C12674","bcbee582-4297-42e4-90f1-ebbd173a4d65","Code"
"http://www.cdisc.org","2023-12-15","Ear","Code_442","C12394","b58cafc6-8a97-4f46-bb89-ab9da0cd021e","Code"
"http://www.cdisc.org","2023-12-15","Forehead","Code_443","C89803","43f9fe20-4957-4e5b-be6c-786c34b88519","Code"
"http://www.cdisc.org","2023-12-15","Oral Cavity","Code_444","C12421","fd6e62c1-614e-4ca1-a14e-85582030d6b6","Code"
"http://www.cdisc.org","2023-12-15","Rectum","Code_445","C12390","3e13f18a-a1ba-4690-98d8-329bd9ef44ab","Code"
"http://www.cdisc.org","2023-12-15","Anatomic Site","Code_446","C13717","f7a04d12-c644-4162-8782-11e33617ac93","Code"
"http://www.cdisc.org","2023-12-15","TEMP","Code_447","C174446","669ab153-889a-4c97-bc00-3cf56930c925","Code"
"http://www.cdisc.org","2023-12-15","WEIGHT","Code_448","C25208","a34dbcb4-ccbf-4d4e-8423-a597371409cb","Code"
"http://www.cdisc.org","2023-12-15","Clinical Test Result","Code_449","C77140","29bbc29f-0335-418e-9ce0-dcbefa49e5c3","Code"
"http://www.cdisc.org","2023-12-15","Pound","Code_450","C48531","3c63a4bb-b0ac-4c82-ae84-6e1c2a43c8d9","Code"
"http://www.cdisc.org","2023-12-15","Gram","Code_451","C48155","a5e208dc-48a5-4ed8-9f1a-c94c7db12a05","Code"
"http://www.cdisc.org","2023-12-15","Kilogram","Code_452","C28252","4bf02734-1157-48aa-91a9-efaa31b7e97c","Code"
"http://www.cdisc.org","2023-12-15","Unit of Weight","Code_453","C48208","8a085bcf-b79f-4748-b33a-8eb03ba2e3e3","Code"
"http://www.cdisc.org","2023-12-15","WEIGHT","Code_454","C25208","7a716d08-c312-4505-964e-e88c8ab1bf87","Code"
"http://www.cdisc.org","2023-12-15","HEIGHT","Code_455","C25347","9433cd51-f406-43dd-a8af-3b520bd95062","Code"
"http://www.cdisc.org","2023-12-15","Clinical Test Result","Code_456","C77140","e47e2d8e-c693-4450-b36c-a7f903b38db6","Code"
"http://www.cdisc.org","2023-12-15","Centimeter","Code_457","C49668","a52cab9b-5221-4a48-98d2-05aa3932f909","Code"
"http://www.cdisc.org","2023-12-15","Inch","Code_458","C48500","0201bd24-02f1-4c21-8523-969b7cb8f095","Code"
"http://www.cdisc.org","2023-12-15","Meter","Code_459","C41139","605e69d1-9a1a-4da5-ab09-cd9640f86434","Code"
"http://www.cdisc.org","2023-12-15","Unit of Height","Code_460","C168688","45dad558-26d8-4e9a-b71a-b075aeee77ce","Code"
"http://www.cdisc.org","2023-12-15","HEIGHT","Code_461","C25347","40f52902-e050-47dd-b64a-7124ee180214","Code"
"http://www.cdisc.org","2023-12-15","ALT","Code_462","C64433","5f703b5e-f68a-4090-bde0-e422b9c944c7","Code"
"http://www.cdisc.org","2023-12-15","Laboratory Test Result","Code_463","C36292","e332db46-2c98-42ff-a33a-19de5e6110bc","Code"
"http://www.cdisc.org","2023-12-15","Unit per Liter","Code_464","C67456","7c470ca6-06b4-4716-a282-3d54051fea2b","Code"
"http://www.cdisc.org","2023-12-15","Microkatal per Liter","Code_465","C67397","65f0eb67-82b9-4a32-9f83-94a452e0b289","Code"
"http://www.cdisc.org","2023-12-15","International Unit per Liter","Code_466","C67376","c8cce234-4489-4e34-b228-e61a4ec58a1f","Code"
"http://www.cdisc.org","2023-12-15","Nanokatal per Liter","Code_467","C70510","fe4fa080-ff6d-48ff-a150-d1e16ea8d73e","Code"
"http://www.cdisc.org","2023-12-15","Unit of Catalytic Activity Concentration","Code_468","C67365","b08e782d-ff0e-440f-b53d-986a686ab7d8","Code"
"http://www.cdisc.org","2023-12-15","Biospecimen Type","Code_469","C70713","ad856169-b2fd-4fd0-a234-10c70d3df9f2","Code"
"http://www.cdisc.org","2023-12-15","No","Code_470","C49487","b3293413-e450-496d-a9b4-94146f153c03","Code"
"http://www.cdisc.org","2023-12-15","Yes","Code_471","C49488","f164fa3e-7bae-4453-9041-45dac474a722","Code"
"http://www.cdisc.org","2023-12-15","Laboratory Test Fasting Status","Code_472","C83309","9cb858ae-304e-49ee-b1ad-602f20b5af24","Code"
"http://www.cdisc.org","2023-12-15","ALT","Code_473","C64433","54a379b8-e829-4d95-bc37-baeebcaa4413","Code"
"http://www.cdisc.org","2023-12-15","ALB","Code_474","C64431","54d7f6b7-2e9a-4fc7-b39e-9c74e4d21bee","Code"
"http://www.cdisc.org","2023-12-15","Laboratory Test Result","Code_475","C36292","e337ab0a-9bb0-4fab-8633-57fe8b0248e1","Code"
"http://www.cdisc.org","2023-12-15","Biospecimen Type","Code_476","C70713","58b25f35-5a18-43f2-990e-8dbda8b3d0ac","Code"
"http://www.cdisc.org","2023-12-15","No","Code_477","C49487","402a3396-ab4b-4b36-8afd-83e01111936a","Code"
"http://www.cdisc.org","2023-12-15","Yes","Code_478","C49488","755ef496-d7a1-4c5e-b891-5fed23dfce66","Code"
"http://www.cdisc.org","2023-12-15","Laboratory Test Fasting Status","Code_479","C83309","ef703c17-7ef8-46f4-b204-a7a8440d2373","Code"
"http://www.cdisc.org","2023-12-15","ALB","Code_480","C64431","4283fa90-3606-415a-ae11-cb1de8c89b17","Code"
"http://www.cdisc.org","2023-12-15","ALP","Code_481","C64432","0eeddb18-4d8e-4eaa-afe4-105816f779e1","Code"
"http://www.cdisc.org","2023-12-15","Laboratory Test Result","Code_482","C36292","e5988092-10bb-4c20-93c7-07089854ac5e","Code"
"http://www.cdisc.org","2023-12-15","Unit per Liter","Code_483","C67456","cdc2698a-0860-49ba-b382-9dd934ff8ceb","Code"
"http://www.cdisc.org","2023-12-15","Microkatal per Liter","Code_484","C67397","a2a3139c-e544-4ce1-9a8b-f9a70b72af7e","Code"
"http://www.cdisc.org","2023-12-15","International Unit per Liter","Code_485","C67376","b5e8ffb2-7640-4d7d-a124-52baeaa9d21a","Code"
"http://www.cdisc.org","2023-12-15","Unit of Catalytic Activity Concentration","Code_486","C67365","876637f6-02b0-40b5-a2d5-2cd63177eab2","Code"
"http://www.cdisc.org","2023-12-15","Biospecimen Type","Code_487","C70713","5519a71f-071b-4ca0-800a-2f8a795dc73c","Code"
"http://www.cdisc.org","2023-12-15","No","Code_488","C49487","0c3dc79c-7a21-4c61-ad06-9ae17dc4219f","Code"
"http://www.cdisc.org","2023-12-15","Yes","Code_489","C49488","4f98df39-8e75-439f-9113-2f968b373fd7","Code"
"http://www.cdisc.org","2023-12-15","Laboratory Test Fasting Status","Code_490","C83309","6a0505de-ece3-4e85-8444-66ff6ccea13f","Code"
"http://www.cdisc.org","2023-12-15","ALP","Code_491","C64432","4714dc9d-564f-4165-8463-c3916b85b4d7","Code"
"http://www.cdisc.org","2023-12-15","AST","Code_492","C64467","6bf7c5f5-0e0f-48a7-b773-636c4a7104e3","Code"
"http://www.cdisc.org","2023-12-15","Laboratory Test Result","Code_493","C36292","f1a2deb4-e0ca-43ce-9818-efb0c152de40","Code"
"http://www.cdisc.org","2023-12-15","Unit per Liter","Code_494","C67456","01be0434-3f89-42e9-9c55-4aa08f5e5a9a","Code"
"http://www.cdisc.org","2023-12-15","Microkatal per Liter","Code_495","C67397","a1f1d8a6-935f-4b03-82c8-86681058062f","Code"
"http://www.cdisc.org","2023-12-15","International Unit per Liter","Code_496","C67376","e42495b7-f775-4646-a1b8-e0a098bf254c","Code"
"http://www.cdisc.org","2023-12-15","Unit of Catalytic Activity Concentration","Code_497","C67365","78b24275-bd71-4d87-b60d-de9a90b76e63","Code"
"http://www.cdisc.org","2023-12-15","Biospecimen Type","Code_498","C70713","a0e3ca1f-6d76-4bf3-acaf-e3dee0646465","Code"
"http://www.cdisc.org","2023-12-15","No","Code_499","C49487","dbcf47c7-df02-4fba-a7af-22c040fcea78","Code"
"http://www.cdisc.org","2023-12-15","Yes","Code_500","C49488","6cb70c46-544a-4582-961c-aa9aeebef582","Code"
"http://www.cdisc.org","2023-12-15","Laboratory Test Fasting Status","Code_501","C83309","a74b7bbd-b6c4-418c-a182-1c3717bf27c0","Code"
"http://www.cdisc.org","2023-12-15","AST","Code_502","C64467","5d27bb98-b547-445b-9ef7-00c545dfdee4","Code"
"http://www.cdisc.org","2023-12-15","CREAT","Code_503","C64547","31019b89-cd2a-4bac-87be-ef85bf6875b7","Code"
"http://www.cdisc.org","2023-12-15","Laboratory Test Result","Code_504","C36292","cbf37068-b9b0-47ca-b22e-312e1e4f23a3","Code"
"http://www.cdisc.org","2023-12-15","Milligram per Deciliter","Code_505","C67015","bc9e4fab-3b23-4297-ac01-bd77bc5acd6f","Code"
"http://www.cdisc.org","2023-12-15","Microgram per Milliliter","Code_506","C64572","cde8a165-8de3-45b0-9514-485afe1d69ff","Code"
"http://www.cdisc.org","2023-12-15","Millimole per Liter","Code_507","C64387","d73d1be6-d3da-46a7-9401-c78e396de290","Code"
"http://www.cdisc.org","2023-12-15","Micromole per Liter","Code_508","C48508","a19d7407-e62a-4d85-8b7a-63683b9a7c37","Code"
"http://www.cdisc.org","2023-12-15","Unit of Concentration","Code_509","C48207","5f0d2295-e5b0-4259-be8c-69b28b314394","Code"
"http://www.cdisc.org","2023-12-15","Biospecimen Type","Code_510","C70713","955843d5-84ee-4da6-853e-212bf9ffb89f","Code"
"http://www.cdisc.org","2023-12-15","No","Code_511","C49487","977407ec-a2c3-46ea-a130-03eceb997800","Code"
"http://www.cdisc.org","2023-12-15","Yes","Code_512","C49488","62be9e5f-5d29-4f61-b26f-ea843bf3f563","Code"
"http://www.cdisc.org","2023-12-15","Laboratory Test Fasting Status","Code_513","C83309","7631fe46-37f7-4100-93eb-565fc15e8a3e","Code"
"http://www.cdisc.org","2023-12-15","CREAT","Code_514","C64547","b9b45314-9278-4426-b579-ab93ba637519","Code"
"http://www.cdisc.org","2023-12-15","K","Code_515","C64853","cce5510f-ff56-4217-a754-5a4627c99909","Code"
"http://www.cdisc.org","2023-12-15","Laboratory Test Result","Code_516","C36292","ecaf0ae6-4359-406f-8db0-05d78c0b9501","Code"
"http://www.cdisc.org","2023-12-15","Milliequivalent per Liter","Code_517","C67474","651ae1eb-fb97-46ed-a077-1bad869f9c83","Code"
"http://www.cdisc.org","2023-12-15","Milliequivalent per Deciliter","Code_518","C67473","211b58f6-0438-401c-bcd4-2f36ea1a6073","Code"
"http://www.cdisc.org","2023-12-15","Millimole per Liter","Code_519","C64387","83c05f45-c4ad-4da1-931a-c4775709504c","Code"
"http://www.cdisc.org","2023-12-15","Molarity Unit","Code_520","C64567","30caf250-e9ce-420c-b51b-98090599dd5a","Code"
"http://www.cdisc.org","2023-12-15","Biospecimen Type","Code_521","C70713","f98ac02f-f766-483d-b181-cb8f224600c0","Code"
"http://www.cdisc.org","2023-12-15","No","Code_522","C49487","6e5add16-e6d5-4a87-91d0-d5dcec640979","Code"
"http://www.cdisc.org","2023-12-15","Yes","Code_523","C49488","94c48979-5c4a-4436-8a64-4346a857a22b","Code"
"http://www.cdisc.org","2023-12-15","Laboratory Test Fasting Status","Code_524","C83309","5ade3fdf-feac-4d15-8c3e-074768b18b25","Code"
"http://www.cdisc.org","2023-12-15","K","Code_525","C64853","5d0872e7-0344-40d0-b25b-0c739bd78f02","Code"
"http://www.cdisc.org","2023-12-15","SODIUM","Code_526","C64809","e7dbfafe-542d-40e7-9609-78dced63a95a","Code"
"http://www.cdisc.org","2023-12-15","Laboratory Test Result","Code_527","C36292","75c73d6e-18dc-40ea-8f3c-8626886234ec","Code"
"http://www.cdisc.org","2023-12-15","Milliequivalent per Liter","Code_528","C67474","a9e46020-4107-453d-890b-be1680c30308","Code"
"http://www.cdisc.org","2023-12-15","Milliequivalent per Deciliter","Code_529","C67473","0e6f597b-9f18-4569-aa5d-7cb69db1c5b2","Code"
"http://www.cdisc.org","2023-12-15","Millimole per Liter","Code_530","C64387","d0793c91-88fc-43b7-88f6-f5e0b56eb723","Code"
"http://www.cdisc.org","2023-12-15","Molarity Unit","Code_531","C64567","9b40c62f-4f28-4d17-9f8d-e1ba1ef8b3c3","Code"
"http://www.cdisc.org","2023-12-15","Biospecimen Type","Code_532","C70713","3ae9edb8-2d88-455b-a736-e91a5aeec5da","Code"
"http://www.cdisc.org","2023-12-15","No","Code_533","C49487","faddc083-c4a3-4951-91bf-061dfdcf4074","Code"
"http://www.cdisc.org","2023-12-15","Yes","Code_534","C49488","fcfb7263-d112-44f6-a7f2-bf0eacb2efbf","Code"
"http://www.cdisc.org","2023-12-15","Laboratory Test Fasting Status","Code_535","C83309","589676d0-459f-480e-8bee-78759378f31f","Code"
"http://www.cdisc.org","2023-12-15","SODIUM","Code_536","C64809","7be9c842-a693-494c-815c-d73fd1a7371d","Code"
"http://www.cdisc.org","2023-12-15","HBA1C","Code_537","C64849","c572f606-e127-45d8-bdb4-93653f01cdb2","Code"
"http://www.cdisc.org","2023-12-15","Laboratory Test Result","Code_538","C36292","84f59d66-20c4-494d-8c3c-e7e15551ddf2","Code"
"http://www.cdisc.org","2023-12-15","Gram per Deciliter","Code_539","C64783","e9a1ba3b-832d-4aef-a31b-0e9635c133a9","Code"
"http://www.cdisc.org","2023-12-15","LBORRESU","Code_540","No Concept Code","8c534fff-a0ba-4e71-95ed-82933bcca9f4","Code"
"http://www.cdisc.org","2023-12-15","Biospecimen Type","Code_541","C70713","06cbf2ad-c8de-423e-b43b-9ae990757860","Code"
"http://www.cdisc.org","2023-12-15","No","Code_542","C49487","26d8540d-920b-4a73-80f5-89d28f747c93","Code"
"http://www.cdisc.org","2023-12-15","Yes","Code_543","C49488","dabe9907-aeeb-43b3-879f-1fa70c3d498d","Code"
"http://www.cdisc.org","2023-12-15","Laboratory Test Fasting Status","Code_544","C83309","4981d816-94fd-4e0e-99e5-a2276fd0de29","Code"
"http://www.cdisc.org","2023-12-15","HBA1C","Code_545","C64849","5a3dc624-cb3f-414e-9419-fa99b49ace59","Code"
"http://www.cdisc.org","2023-12-15","Adverse Event Verbatim Description","Code_145","C78541","b13d28d6-79e8-4d55-811e-e502a1111f52","Code"
"http://www.cdisc.org","2023-12-15","Adverse Event Dictionary Derived Term","Code_146","C83344","04721993-18d7-41f8-aaee-eed7b1312908","Code"
"http://www.cdisc.org","2023-12-15","No","Code_147","C49487","0b88dbcd-ad82-44ed-ac6c-456a84a5d7a4","Code"
"http://www.cdisc.org","2023-12-15","Yes","Code_148","C49488","8e518f41-fefa-4419-a55e-b82e181b32cb","Code"
"http://www.cdisc.org","2023-12-15","Adverse Event Pre-specified","Code_149","C87840","e4a59c07-f74e-4720-a98b-c1ba3f129ac9","Code"
"http://www.cdisc.org","2023-12-15","Adverse Event Location","Code_150","C83205","0a8d56d4-83a7-4827-b905-8483a374dc71","Code"
"http://www.cdisc.org","2023-12-15","Severity of Adverse Event","Code_151","C53253","100f615e-024e-4bbe-89ff-1406b5a58beb","Code"
"http://www.cdisc.org","2023-12-15","No","Code_152","C49487","25208461-a2f0-45fa-958e-7bf8bda0885c","Code"
"http://www.cdisc.org","2023-12-15","Yes","Code_153","C49488","3dcee46c-9bba-41b5-a349-6ad8678dff1f","Code"
"http://www.cdisc.org","2023-12-15","Seriousness of Adverse Event","Code_154","C53252","c8830f57-3a36-4d27-b39a-da784e9bcd1a","Code"
"http://www.cdisc.org","2023-12-15","Adverse Event Action Taken with Study Treatment","Code_155","C83013","b6306ab9-75cb-4c77-b073-1ed6e48683d3","Code"
"http://www.cdisc.org","2023-12-15","Other Actions taken in Response to Adverse Event","Code_156","C83109","dc6678d7-f011-4240-88e7-1a2c15255583","Code"
"http://www.cdisc.org","2023-12-15","Adverse Event Attribution to Product or Procedure","Code_157","C41358","381b5d3b-ff15-44d9-942e-96fafa220cee","Code"
"http://www.cdisc.org","2023-12-15","Adverse Event Relationship to Non Study Treatment","Code_158","C83210","7f5afeef-f217-4375-a5a2-1afaf3da6cad","Code"
"http://www.cdisc.org","2023-12-15","Adverse Event Pattern","Code_159","C83208","6c9aa649-e5ad-4571-954f-a0b9787fa22f","Code"
"http://www.cdisc.org","2023-12-15","Adverse Event Outcome","Code_160","C49489","16cbb331-21db-495d-88ce-2ae8f5e7d149","Code"
"http://www.cdisc.org","2023-12-15","No","Code_161","C49487","8d167692-0ba1-46c5-9c7b-709ab7141590","Code"
"http://www.cdisc.org","2023-12-15","Yes","Code_162","C49488","4e9d3a22-dc26-4bca-a96c-8f38e5dc3b76","Code"
"http://www.cdisc.org","2023-12-15","Adverse Event Involves Cancer","Code_163","C83211","ad80c1e0-5d21-4fbb-8e71-aa0c5a1703b4","Code"
"http://www.cdisc.org","2023-12-15","No","Code_164","C49487","64d940a5-5142-4909-9aa2-bf005c6a4f96","Code"
"http://www.cdisc.org","2023-12-15","Yes","Code_165","C49488","5f977f2a-8991-4630-9f5e-35dbc4e022af","Code"
"http://www.cdisc.org","2023-12-15","Adverse Event Seriousness Due to Congenital Anomaly","Code_166","C83117","ef50c6e2-37f8-4ac1-8326-493407be4afc","Code"
"http://www.cdisc.org","2023-12-15","No","Code_167","C49487","a03f0a2e-d0bf-41c0-ad51-cb6c8fe1346b","Code"
"http://www.cdisc.org","2023-12-15","Yes","Code_168","C49488","afe62333-e87d-4514-be00-eaeb950396a3","Code"
"http://www.cdisc.org","2023-12-15","Disabling Adverse Event","Code_169","C113380","61ab9208-34e0-4944-8cdb-c55fa3c993a9","Code"
"http://www.cdisc.org","2023-12-15","No","Code_170","C49487","1683bf85-fd40-49b6-a175-2341c1c6ad81","Code"
"http://www.cdisc.org","2023-12-15","Yes","Code_171","C49488","2dde218c-7560-48b1-853c-836036133172","Code"
"http://www.cdisc.org","2023-12-15","Death Related to Adverse Event","Code_172","C48275","c1b61cfc-cd87-4e76-ade0-9af00692f2f7","Code"
