"uuid:ID","synonyms","reference","id","label","name","instanceType"
"ac1852a6-e08f-462f-9ccd-08284502f858","['Hemoglobin A1C', 'HBA1C', 'Glycosylated Hemoglobin A1C', 'Glycosylated Hemoglobin Measurement']","/mdr/specializations/sdtm/packages/2023-10-03/datasetspecializations/HBA1CBLD","BiomedicalConcept_32","Hemoglobin A1C Concentration in Blood","Hemoglobin A1C Concentration in Blood","BiomedicalConcept"
"b122c583-9a16-42c7-983c-e2e5856d71fc","['Adverse Event', 'Solicited Adverse Event']","/mdr/specializations/sdtm/packages/2023-10-03/datasetspecializations/AEPRESP","BiomedicalConcept_1","Adverse Event Prespecified","Adverse Event Prespecified","BiomedicalConcept"
"a16d99b5-1d2a-4128-9ee7-d1ed093b4806","['SYSBP', 'Systolic Blood Pressure']","/mdr/specializations/sdtm/packages/2023-12-12/datasetspecializations/SYSBP","BiomedicalConcept_2","Systolic Blood Pressure","Systolic Blood Pressure","BiomedicalConcept"
"66f7ae0d-a699-403b-a76a-18db524449c3","['DIABP', 'Diastolic Blood Pressure']","/mdr/specializations/sdtm/packages/2023-12-12/datasetspecializations/DIABP","BiomedicalConcept_3","Diastolic Blood Pressure","Diastolic Blood Pressure","BiomedicalConcept"
"554dffa2-919b-4679-894b-2e64cfc7e1e0","['Temperature', 'Body Temperature']","/mdr/specializations/sdtm/packages/2023-12-12/datasetspecializations/TEMP","BiomedicalConcept_4","Temperature","Temperature","BiomedicalConcept"
"0f0470ac-c11c-4127-9af3-a7a532d00e71","['Weight', 'Body Weight']","/mdr/specializations/sdtm/packages/2023-12-12/datasetspecializations/WEIGHT","BiomedicalConcept_5","Weight","Weight","BiomedicalConcept"
"29b85590-d4c3-4880-aa49-63aae48dce59","['Height', 'Body Height']","/mdr/specializations/sdtm/packages/2023-12-12/datasetspecializations/HEIGHT","BiomedicalConcept_6","Height","Height","BiomedicalConcept"
"e802e838-33fd-4f1d-b4e8-23697e7f131b","['ALT', 'SGPT', 'Alanine Aminotransferase Measurement']","/mdr/specializations/sdtm/packages/2023-07-06/datasetspecializations/ALTSERPL","BiomedicalConcept_7","Alanine Aminotransferase Concentration in Serum/Plasma","Alanine Aminotransferase Concentration in Serum/Plasma","BiomedicalConcept"
"dd9f5655-ade9-4d51-badd-2a4f1921911a","['Albumin', 'Albumin Measurement']","/mdr/specializations/sdtm/packages/2023-12-12/datasetspecializations/ALBURINPRES","BiomedicalConcept_8","Albumin Presence in Urine","Albumin Presence in Urine","BiomedicalConcept"
"497cc0a3-75f1-400a-8f71-54165af65f03","['Alkaline Phosphatase', 'Alkaline Phosphatase Measurement']","/mdr/specializations/sdtm/packages/2023-07-06/datasetspecializations/ALPSERPL","BiomedicalConcept_9","Alkaline Phosphatase Concentration in Serum/Plasma","Alkaline Phosphatase Concentration in Serum/Plasma","BiomedicalConcept"
"625bff73-724f-4ccc-83e1-c5a0e33347bf","['AST', 'SGOT', 'Aspartate Aminotransferase Measurement']","/mdr/specializations/sdtm/packages/2023-07-06/datasetspecializations/ASTSERPL","BiomedicalConcept_10","Aspartate Aminotransferase in Serum/Plasma","Aspartate Aminotransferase in Serum/Plasma","BiomedicalConcept"
"17a6cb16-bf2e-4c51-81c2-45b6512906f2","['Creatinine', 'Creatinine Measurement']","/mdr/specializations/sdtm/packages/2023-10-03/datasetspecializations/CREATURIN","BiomedicalConcept_11","Creatinine Concentration in Urine","Creatinine Concentration in Urine","BiomedicalConcept"
"3e0bf0e4-e84a-47dd-89af-647e790067f1","['Potassium', 'K', 'Potassium Measurement']","/mdr/specializations/sdtm/packages/2023-07-06/datasetspecializations/KURIN","BiomedicalConcept_12","Potassium Concentration in Urine","Potassium Concentration in Urine","BiomedicalConcept"
"5fa304f6-7e74-4383-8307-d8bc75c46d9d","['Sodium', 'NA', 'Sodium Measurement']","/mdr/specializations/sdtm/packages/2023-12-12/datasetspecializations/SODIUMURIN","BiomedicalConcept_13","Sodium Concentration in Urine","Sodium Concentration in Urine","BiomedicalConcept"
"2687e2f0-96b2-4b0a-8224-8e863d6d0e30","['SYSBP', 'Systolic Blood Pressure']","/mdr/specializations/sdtm/packages/2023-12-12/datasetspecializations/SYSBP","BiomedicalConcept_14","Systolic Blood Pressure","Systolic Blood Pressure","BiomedicalConcept"
"47942320-6fcb-4423-845b-092b725a7bae","['DIABP', 'Diastolic Blood Pressure']","/mdr/specializations/sdtm/packages/2023-12-12/datasetspecializations/DIABP","BiomedicalConcept_15","Diastolic Blood Pressure","Diastolic Blood Pressure","BiomedicalConcept"
"004a9c06-130d-4de1-8729-acc85e431f9f","['Heart Rate']","/mdr/specializations/sdtm/packages/2023-12-12/datasetspecializations/HR","BiomedicalConcept_16","Heart Rate","Heart Rate","BiomedicalConcept"
"6e9beef1-26b3-4593-a074-9c66eaa0474d","['SYSBP', 'Systolic Blood Pressure']","/mdr/specializations/sdtm/packages/2023-12-12/datasetspecializations/SYSBP","BiomedicalConcept_17","Systolic Blood Pressure","Systolic Blood Pressure","BiomedicalConcept"
"da7b375c-9f2c-4641-9e75-1af7aa41a7ac","['DIABP', 'Diastolic Blood Pressure']","/mdr/specializations/sdtm/packages/2023-12-12/datasetspecializations/DIABP","BiomedicalConcept_18","Diastolic Blood Pressure","Diastolic Blood Pressure","BiomedicalConcept"
"809d0439-db6a-4496-8c08-27d6e7004d21","['Heart Rate']","/mdr/specializations/sdtm/packages/2023-12-12/datasetspecializations/HR","BiomedicalConcept_19","Heart Rate","Heart Rate","BiomedicalConcept"
