"isRequired","id","label","isEnabled","datatype","name","instanceType","uuid:ID"
"True","BiomedicalConceptProperty_83","LBORRESU","True","","LBORRESU","BiomedicalConceptProperty","3daf9985-b072-4e29-9cbd-6867cc633353"
"True","BiomedicalConceptProperty_84","LBSPEC","True","","LBSPEC","BiomedicalConceptProperty","652a4bd5-e76b-4be8-9c9b-9dbcc2d986c6"
"True","BiomedicalConceptProperty_85","LBFAST","True","","LBFAST","BiomedicalConceptProperty","7a8b986b-c524-465c-ae68-12b6e334bc94"
"True","BiomedicalConceptProperty_86","LBTESTCD","True","","LBTESTCD","BiomedicalConceptProperty","da5d095a-31ce-4b89-89e4-1d08a2738a45"
"True","BiomedicalConceptProperty_87","LBORRES","True","float","LBORRES","BiomedicalConceptProperty","18ca7f8e-0434-425d-864a-a2b6289c1c68"
"True","BiomedicalConceptProperty_88","LBORRESU","True","","LBORRESU","BiomedicalConceptProperty","48985b20-5b57-4cd8-b0cd-523b6b7c7739"
"True","BiomedicalConceptProperty_89","LBSPEC","True","","LBSPEC","BiomedicalConceptProperty","a64a9a31-69ae-407d-9bee-8d4f5d396cfc"
"True","BiomedicalConceptProperty_90","LBFAST","True","","LBFAST","BiomedicalConceptProperty","92279b9d-0097-428a-a8d3-081184d97b99"
"True","BiomedicalConceptProperty_91","LBTESTCD","True","","LBTESTCD","BiomedicalConceptProperty","f4805fbd-3470-44e1-9d54-1c3d21c071c9"
"True","BiomedicalConceptProperty_92","LBORRES","True","float","LBORRES","BiomedicalConceptProperty","32b4e3bf-ccd2-4f28-aa41-44a78f95c28a"
"True","BiomedicalConceptProperty_93","LBORRESU","True","","LBORRESU","BiomedicalConceptProperty","a2333f74-9bd9-4000-96c5-d1937049b7ac"
"True","BiomedicalConceptProperty_94","LBSPEC","True","","LBSPEC","BiomedicalConceptProperty","7891da61-6767-4fd0-a5fd-f46a24f59268"
"True","BiomedicalConceptProperty_95","LBFAST","True","","LBFAST","BiomedicalConceptProperty","a8d57a89-c020-45e1-bebe-ca9e3bee08bd"
"True","BiomedicalConceptProperty_96","LBTESTCD","True","","LBTESTCD","BiomedicalConceptProperty","3e417270-728e-4839-b1f2-0a26e5c2a946"
"True","BiomedicalConceptProperty_97","LBORRES","True","float","LBORRES","BiomedicalConceptProperty","53f32f41-76f3-4a7a-b443-c0cbacba1d7f"
"True","BiomedicalConceptProperty_98","LBORRESU","True","","LBORRESU","BiomedicalConceptProperty","246705cc-d941-4a3d-a6ad-6629e94bc3de"
"True","BiomedicalConceptProperty_99","LBSPEC","True","","LBSPEC","BiomedicalConceptProperty","0d504969-d405-4b19-849e-84dce5afbb92"
"True","BiomedicalConceptProperty_100","LBFAST","True","","LBFAST","BiomedicalConceptProperty","5cc638dd-8b5c-45b7-8395-fdf621c60a0a"
"True","BiomedicalConceptProperty_101","LBTESTCD","True","","LBTESTCD","BiomedicalConceptProperty","e322a69b-2e41-4550-b2c4-0aa032af5918"
"True","BiomedicalConceptProperty_102","LBORRES","True","float","LBORRES","BiomedicalConceptProperty","ec1efb84-70e6-4479-abe1-87c6f2f72f9b"
"True","BiomedicalConceptProperty_103","LBORRESU","True","","LBORRESU","BiomedicalConceptProperty","da3bd3e0-5071-4f9e-bcbf-53574ff037b3"
"True","BiomedicalConceptProperty_104","LBSPEC","True","","LBSPEC","BiomedicalConceptProperty","c096134b-2e48-48e5-9934-fabcac71439c"
"True","BiomedicalConceptProperty_105","LBFAST","True","","LBFAST","BiomedicalConceptProperty","43dfc6ac-2aaa-4b7c-93ee-01f68790e96e"
"True","BiomedicalConceptProperty_106","LBTESTCD","True","","LBTESTCD","BiomedicalConceptProperty","91e436f9-8ad8-46a3-8634-6842133b602e"
"True","BiomedicalConceptProperty_107","LBORRES","True","float","LBORRES","BiomedicalConceptProperty","e525cba3-5125-420c-b066-0848fdd9bd51"
"True","BiomedicalConceptProperty_108","LBORRESU","True","","LBORRESU","BiomedicalConceptProperty","07382670-d2ad-41de-8698-8cd187fef52e"
"True","BiomedicalConceptProperty_109","LBSPEC","True","","LBSPEC","BiomedicalConceptProperty","2956e83d-80de-4ef8-9d93-943a0c05e5bd"
"True","BiomedicalConceptProperty_110","LBFAST","True","","LBFAST","BiomedicalConceptProperty","710d2cb1-f6e9-42fe-9375-78d155047ef6"
"True","BiomedicalConceptProperty_111","LBTESTCD","True","","LBTESTCD","BiomedicalConceptProperty","34c2462c-11dd-46e1-8748-8722a1e50950"
"True","BiomedicalConceptProperty_112","LBORRES","True","float","LBORRES","BiomedicalConceptProperty","5682c4a4-065a-4821-ac71-3da7786e5421"
"True","BiomedicalConceptProperty_113","LBORRESU","True","","LBORRESU","BiomedicalConceptProperty","bd500846-9e22-4a91-9f82-806025eb5c14"
"True","BiomedicalConceptProperty_114","LBSPEC","True","","LBSPEC","BiomedicalConceptProperty","6c05c02a-66a8-464d-a65b-5ea2571706ec"
"True","BiomedicalConceptProperty_115","LBFAST","True","","LBFAST","BiomedicalConceptProperty","677d2f2d-21c2-4229-8c56-a4f602d9ced1"
"True","BiomedicalConceptProperty_116","LBTESTCD","True","","LBTESTCD","BiomedicalConceptProperty","890e2d81-bb40-4595-84f9-e0ac7e8edded"
"True","BiomedicalConceptProperty_117","LBORRES","True","float","LBORRES","BiomedicalConceptProperty","48123c7c-2446-4c80-8374-7117496b94ac"
"True","BiomedicalConceptProperty_118","LBORRESU","True","","LBORRESU","BiomedicalConceptProperty","2096040f-67c2-4aca-80cc-3d0718bd21ab"
"True","BiomedicalConceptProperty_119","LBSPEC","True","","LBSPEC","BiomedicalConceptProperty","4bbf5198-f157-40cb-b2cb-32897e4c0fd0"
"True","BiomedicalConceptProperty_120","LBFAST","True","","LBFAST","BiomedicalConceptProperty","bff912d6-a03a-45cb-8c8f-ae1eb552e7cc"
"True","BiomedicalConceptProperty_121","LBTESTCD","True","","LBTESTCD","BiomedicalConceptProperty","2bd0cd57-6ef9-4d78-8c49-1787d22ec8e6"
"True","BiomedicalConceptProperty_122","LBORRES","True","text","LBORRES","BiomedicalConceptProperty","15802723-f9d2-42fb-bd20-93ad2e9e4858"
"True","BiomedicalConceptProperty_123","LBSPEC","True","","LBSPEC","BiomedicalConceptProperty","67861ed1-9e9b-4d86-b4d5-7915b66b9628"
"True","BiomedicalConceptProperty_124","LBFAST","True","","LBFAST","BiomedicalConceptProperty","f19d65a7-6072-4a3d-bef1-35f9ab803dd4"
"True","BiomedicalConceptProperty_125","LBTESTCD","True","","LBTESTCD","BiomedicalConceptProperty","5ba9f47f-6114-4415-b867-4c7fb848e5ff"
"True","BiomedicalConceptProperty_126","LBORRES","True","float","LBORRES","BiomedicalConceptProperty","9c8bd9e8-54bd-41cc-8b2c-42b0963c5f58"
"True","BiomedicalConceptProperty_127","LBORRESU","True","","LBORRESU","BiomedicalConceptProperty","84a132cc-3d8f-48df-964d-1e4a55a9f517"
"True","BiomedicalConceptProperty_128","LBSPEC","True","","LBSPEC","BiomedicalConceptProperty","2e6b7b8d-d849-4e1e-9fbd-52de9fb550bb"
"True","BiomedicalConceptProperty_129","LBFAST","True","","LBFAST","BiomedicalConceptProperty","079a14e4-2d3b-4106-9081-7400c32a78cd"
"True","BiomedicalConceptProperty_130","LBTESTCD","True","","LBTESTCD","BiomedicalConceptProperty","3ce8ffba-9443-4299-a176-ee5916a0d033"
"True","BiomedicalConceptProperty_131","LBORRES","True","float","LBORRES","BiomedicalConceptProperty","4929d50b-cced-4636-965a-b3e04e57c9c2"
"True","BiomedicalConceptProperty_132","LBSPEC","True","","LBSPEC","BiomedicalConceptProperty","c10b80d3-7dde-424a-a917-1f50f49737a1"
"True","BiomedicalConceptProperty_133","LBFAST","True","","LBFAST","BiomedicalConceptProperty","23116149-9a43-420f-8d71-6963b7fb5759"
"True","BiomedicalConceptProperty_134","LBTESTCD","True","","LBTESTCD","BiomedicalConceptProperty","764332fe-cfe5-4f64-8bb9-08d564938699"
"True","BiomedicalConceptProperty_135","LBORRES","True","float","LBORRES","BiomedicalConceptProperty","8a004213-4d92-40ff-aee1-3a5610f0300c"
"True","BiomedicalConceptProperty_136","LBSPEC","True","","LBSPEC","BiomedicalConceptProperty","5e4cb156-5e43-48ae-af66-7b1bc7f3ddad"
"True","BiomedicalConceptProperty_137","LBFAST","True","","LBFAST","BiomedicalConceptProperty","3a57981b-40fe-4e45-8689-51bb82f33d92"
"True","BiomedicalConceptProperty_138","LBTESTCD","True","","LBTESTCD","BiomedicalConceptProperty","1f51de34-86a3-42f4-922b-9d7a52295056"
"True","BiomedicalConceptProperty_139","LBORRES","True","text","LBORRES","BiomedicalConceptProperty","ecf5981f-7b29-412e-85ff-c0c12ffdfebe"
"True","BiomedicalConceptProperty_140","LBSPEC","True","","LBSPEC","BiomedicalConceptProperty","24f66dad-8718-4908-bb11-1ef066c05c50"
"True","BiomedicalConceptProperty_141","LBFAST","True","","LBFAST","BiomedicalConceptProperty","4e1a3df9-c029-4603-ab7a-096a82a0a7a0"
"True","BiomedicalConceptProperty_142","LBTESTCD","True","","LBTESTCD","BiomedicalConceptProperty","6f9a046b-8c12-42c4-b445-8f71c33b1a31"
"True","BiomedicalConceptProperty_143","LBORRES","True","text","LBORRES","BiomedicalConceptProperty","61c3eeac-6ba4-4585-9049-ec858b98244b"
"True","BiomedicalConceptProperty_144","LBSPEC","True","","LBSPEC","BiomedicalConceptProperty","91890f7d-0eae-4e5f-af98-f7b0981ce8b0"
"True","BiomedicalConceptProperty_145","LBFAST","True","","LBFAST","BiomedicalConceptProperty","8ff2a9dd-22e8-4efd-855c-d1ac9ba79477"
"True","BiomedicalConceptProperty_146","LBTESTCD","True","","LBTESTCD","BiomedicalConceptProperty","71511f1c-6448-41e2-a210-b9d778704f71"
"True","BiomedicalConceptProperty_147","LBORRES","True","text","LBORRES","BiomedicalConceptProperty","0c2ad6e4-a4cf-4c8c-8a56-2e1bc776234c"
"True","BiomedicalConceptProperty_148","LBSPEC","True","","LBSPEC","BiomedicalConceptProperty","5461fa7a-6ee1-4554-9f9b-37c09ca42208"
"True","BiomedicalConceptProperty_149","LBFAST","True","","LBFAST","BiomedicalConceptProperty","4f8c5108-b2db-44b7-bf41-d4fa2f9ff4f0"
"True","BiomedicalConceptProperty_150","LBTESTCD","True","","LBTESTCD","BiomedicalConceptProperty","c01ca572-aff4-4c6f-b011-a1762f8afafb"
"True","BiomedicalConceptProperty_151","LBORRES","True","text","LBORRES","BiomedicalConceptProperty","68d9b339-9ad0-4938-b6a7-750ae1fe89a9"
"True","BiomedicalConceptProperty_152","LBSPEC","True","","LBSPEC","BiomedicalConceptProperty","8d0cb45f-ec08-496c-9010-a5b73707aaa3"
"True","BiomedicalConceptProperty_153","LBFAST","True","","LBFAST","BiomedicalConceptProperty","2e52c1a4-8d03-439d-819e-97b866d612a1"
"True","BiomedicalConceptProperty_154","LBTESTCD","True","","LBTESTCD","BiomedicalConceptProperty","ce34954e-3cb2-4786-9a9f-b5f08e3e2707"
"True","BiomedicalConceptProperty_155","LBORRES","True","float","LBORRES","BiomedicalConceptProperty","40553c85-3864-48ab-8e8d-9f6f459a0f7c"
"True","BiomedicalConceptProperty_156","LBORRESU","True","","LBORRESU","BiomedicalConceptProperty","00e8d017-c340-48b5-b75a-38666a737d2d"
"True","BiomedicalConceptProperty_157","LBSPEC","True","","LBSPEC","BiomedicalConceptProperty","4dfa05b4-818b-4986-91c6-4e66ec1e7692"
"True","BiomedicalConceptProperty_158","LBFAST","True","","LBFAST","BiomedicalConceptProperty","d038c5fe-30ef-4699-a4c2-7095fcd27c00"
"True","BiomedicalConceptProperty_159","LBTESTCD","True","","LBTESTCD","BiomedicalConceptProperty","3f57ded1-c0a4-4ec8-9d86-a4f740ecac8f"
"True","BiomedicalConceptProperty_160","LBORRES","True","text","LBORRES","BiomedicalConceptProperty","1738c54c-1a66-4f15-ba93-a83e330c1533"
"True","BiomedicalConceptProperty_161","LBSPEC","True","","LBSPEC","BiomedicalConceptProperty","921e9926-0d76-4ea3-a89c-ede48983ebce"
"True","BiomedicalConceptProperty_162","LBFAST","True","","LBFAST","BiomedicalConceptProperty","c1c0eecb-d6ee-4602-b9bb-ad81c09066cc"
"True","BiomedicalConceptProperty_163","LBTESTCD","True","","LBTESTCD","BiomedicalConceptProperty","bf77d188-69df-4cc5-87b3-48a9fb8b8c97"
"True","BiomedicalConceptProperty_164","LBORRES","True","float","LBORRES","BiomedicalConceptProperty","4afa7c0b-5cf8-4201-b003-489fc33daac8"
"True","BiomedicalConceptProperty_165","LBORRESU","True","","LBORRESU","BiomedicalConceptProperty","709ba0ce-63d6-4061-bb2e-3463d6d6fa57"
"True","BiomedicalConceptProperty_166","LBSPEC","True","","LBSPEC","BiomedicalConceptProperty","7a8abcf5-7edb-439a-b345-cfae70c819d0"
"True","BiomedicalConceptProperty_167","LBFAST","True","","LBFAST","BiomedicalConceptProperty","d223ad53-7b18-49c3-8415-38d6bec396bd"
"True","BiomedicalConceptProperty_1","VSTESTCD","True","","VSTESTCD","BiomedicalConceptProperty","00d37553-fc64-4053-8d2e-62c4fb4deba6"
"True","BiomedicalConceptProperty_2","VSORRES","True","float","VSORRES","BiomedicalConceptProperty","6354d839-dc22-4e4c-93d0-bbf689dbacb9"
"True","BiomedicalConceptProperty_3","VSORRESU","True","","VSORRESU","BiomedicalConceptProperty","5dcaf15c-1120-4812-8b61-c90b7d93a467"
