"uuid:ID","sectionNumber","id","sectionTitle","text","name","instanceType"
"92250b58-85a2-4316-a461-022922f788c3","4.2.1","NarrativeContent_16","Rationale for Comparator","<div><p>The parallel dosing regimen maximizes the ability to make direct comparisons between the treatment groups. The use of placebo allows for a blinded, thus minimally biased, study. The placebo treatment group is a comparator group for efficacy and safety assessment.</p><p>Two interim analyses are planned for this study. The first interim analysis will occur when 50% of the patients have completed Visit 8 (8 weeks). If required, the second interim analysis will occur when 50% of the patients have completed Visit 12 (24 weeks).</p></div>","SECTION 4.2.1","NarrativeContent"
"c41c09e8-2b4d-4b41-bbbc-278a332f9161","4.2.2","NarrativeContent_17","Rationale for Adaptive or Novel Trial Design","<div></div>","SECTION 4.2.2","NarrativeContent"
"2b1e894b-edde-4023-be16-f1499e99fea5","4.2.3","NarrativeContent_18","Other Trial Design Considerations","<div></div>","SECTION 4.2.3","NarrativeContent"
"1f627ccc-38d3-45d2-8dd5-b8ce3c8fae17","4.3","NarrativeContent_19","Access to Trial Intervention After End of Trial","<div></div>","SECTION 4.3","NarrativeContent"
"f32652c6-0aa5-4a40-aaa5-011f29d5d9c1","4.4","NarrativeContent_20","Start of Trial and End of Trial","<div></div>","SECTION 4.4","NarrativeContent"
"f8bc54e9-feae-4709-a9fd-3d9a6b07b6ec","5","NarrativeContent_21","TRIAL POPULATION","<div></div>","SECTION 5","NarrativeContent"
"e1e6c361-15b4-4267-b557-9828a8cb5c85","5.1","NarrativeContent_22","Selection of Trial Population","<div><p>For Lilly studies, the following definitions are used:</p>
<div>
  <div><strong>Screen</strong></div>
  <div>
    <p>Screening is the act of determining if an individual meets minimum requirements to become part of a pool of potential candidates for participation in a clinical study.</p>
    <p>In this study, <strong>screening</strong> will include asking the candidate preliminary questions (such as age and general health status) and conducting invasive or diagnostic procedures and/or tests (for example, diagnostic psychological tests, x-rays, blood draws). Patients will sign the consent at their screening visit, thereby consenting to undergo the screening procedures and to participate in the study if they qualify.</p>
  </div>  
</div>
<div>
  <div>To <strong>enter</strong></div>
  <div>
    <p>Patients <strong>entered</strong> into the study are those from whom informed consent for the study has been obtained. Adverse events will be reported for each patient who has <strong>entered</strong> the study, even if the patient is never assigned to a treatment group (<strong>enrolled</strong>).</p></div>
  </div>  
</div>
<div>
  <div>To <strong>enroll</strong></div>
  <div>
    <p>Patients who are enrolled in the study are those who have been assigned to a treatment group. Patients who are entered into the study but fail to meet criteria specified in the protocol for treatment assignment will not be enrolled in the study.</p></div>
  </div>  
</div>
<p>At Visit 1, patients who meet the enrollment criteria of Mini-Mental State Examination (MMSE) score of 10 to 23 (Attachment LZZT.6), Hachinski Ischemia Score ≤4 (Attachment LZZT.8), a physical exam, safety labs, ECG, and urinalysis, will proceed to Visit 2 and Visit 3. At Visit 3, patients whose CNS imaging and other pending labs from Visit 1 satisfy the inclusion criteria (Section 3.4.2.1) will be enrolled in the study. Approximately 300 patients with a diagnosis of probable mild to moderate AD will be enrolled in the study.</p></div>","SECTION 5.1","NarrativeContent"
"0ad69fbd-1714-4fc4-8e10-2f353ecc0e22","5.2","NarrativeContent_23","Rationale for Trial Population","<div></div>","SECTION 5.2","NarrativeContent"
"c3c37a77-3660-4812-9bfd-75c53e39a9bd","5.3","NarrativeContent_24","Inclusion Criteria","<div><usdm:section name=""M11-inclusion""></div>","SECTION 5.3","NarrativeContent"
"40a95c76-b00b-4cf2-b110-3905b35544cd","5.4","NarrativeContent_25","Exclusion Criteria","<div><usdm:section name=""M11-exclusion""></div>","SECTION 5.4","NarrativeContent"
"e493ed7a-9e72-449c-a848-dd124b9665dc","5.5","NarrativeContent_26","Lifestyle Considerations","<div></div>","SECTION 5.5","NarrativeContent"
"95ae6082-5c82-4cf9-8d40-fafcc4ab62cd","5.5.1","NarrativeContent_27","Meals and Dietary Restrictions","<div></div>","SECTION 5.5.1","NarrativeContent"
"9e3debda-cdd8-48ae-89fb-ea69100b8cdc","5.5.2","NarrativeContent_28","Caffeine, Alcohol, Tobacco, and Other Habits","<div><p>Not applicable</p></div>","SECTION 5.5.2","NarrativeContent"
"5b4764f0-393b-47c9-bc26-9895f44a0409","5.5.3","NarrativeContent_29","Physical Activity","<div></div>","SECTION 5.5.3","NarrativeContent"
"ae788a10-2812-4dda-a9b8-482aa0ca813d","5.5.4","NarrativeContent_30","Other Activity","<div></div>","SECTION 5.5.4","NarrativeContent"
"afad7a72-7a53-47e6-84c3-0a75eb632974","5.6","NarrativeContent_31","Screen Failures","<div></div>","SECTION 5.6","NarrativeContent"
"19868b00-80fd-4042-a377-5923c2d41448","6","NarrativeContent_32","TRIAL INTERVENTION AND CONCOMITANT THERAPY","<div></div>","SECTION 6","NarrativeContent"
"4c6161c3-0624-4733-92a4-98f93d6280bd","6.1","NarrativeContent_33","Description of Trial Intervention","<div></div>","SECTION 6.1","NarrativeContent"
"4970757e-402e-4855-99e1-9a14878f2b0a","6.2","NarrativeContent_34","Rationale for Trial Intervention","<div></div>","SECTION 6.2","NarrativeContent"
"519f6a89-dd19-44a4-a648-a1a4eac26d39","6.3","NarrativeContent_35","Dosing and Administration","<div></div>","SECTION 6.3","NarrativeContent"
"569bdd15-dbfc-4a70-a3c3-4c251216cb28","6.3.1","NarrativeContent_36","Trial Intervention Dose Modification","<div></div>","SECTION 6.3.1","NarrativeContent"
"793af42b-c83a-4c15-a940-c7a7f1cccdb3","6.4","NarrativeContent_37","Treatment of Overdose","<div></div>","SECTION 6.4","NarrativeContent"
"f3a5b85f-43bb-4c0c-bb89-3b63ac4fd6be","6.5","NarrativeContent_38","Preparation, Handling, Storage and Accountability","<div></div>","SECTION 6.5","NarrativeContent"
"e0dc342d-765c-4063-b947-0cb275268401","6.5.1","NarrativeContent_39","Preparation of Trial Intervention","<div></div>","SECTION 6.5.1","NarrativeContent"
"96288d9d-aefa-4646-b9b5-a3a7a810f0fb","6.5.2","NarrativeContent_40","Handling and Storage of Trial Intervention","<div></div>","SECTION 6.5.2","NarrativeContent"
"217b6c18-0d6f-4bf3-9fd2-f620066062aa","6.5.3","NarrativeContent_41","Accountability of Trial Intervention","<div></div>","SECTION 6.5.3","NarrativeContent"
"522d4811-cf8c-42a0-8d37-a00391c0253e","6.6","NarrativeContent_42","Participant Assignment, Randomisation and Blinding","<div></div>","SECTION 6.6","NarrativeContent"
"47ac270e-4d0a-4179-a134-178b3c102f6d","6.6.1","NarrativeContent_43","Participant Assignment","<div></div>","SECTION 6.6.1","NarrativeContent"
"e570eb88-8c24-4947-836e-598a875d5776","6.6.2","NarrativeContent_44","Randomisation","<div></div>","SECTION 6.6.2","NarrativeContent"
"086eea4e-0adf-4e91-adbd-d24d5a54f84f","6.6.3","NarrativeContent_45","Blinding and Unblinding","<div><p>The study will be double-blind. To further preserve the blinding of the study, only a minimum number of Lilly and CRO personnel will see the randomization table and codes before the study is complete.</p>
<p>Emergency codes generated by a computer drug-labeling system will be available to the investigator. These codes, which reveal the patients treatment group, may be opened during the study only if the choice of follow-up treatment depends on the patient’s therapy assignment.</p>
<p>The investigator should make every effort to contact the clinical research physician prior to unblinding a patient’s therapy assignment. If a patient’s therapy assignment is unblinded, Lilly must be notified immediately by telephone. After the study, the investigator must return all sealed and any opened codes.</p></div>","SECTION 6.6.3","NarrativeContent"
"2cf97f08-aed0-48f9-8d62-b6d42b15a9fc","6.7","NarrativeContent_46","Trial Intervention Compliance","<div></div>","SECTION 6.7","NarrativeContent"
"1ee6e52e-d216-4382-9806-29ad343c30fc","6.8","NarrativeContent_47","Concomitant Therapy","<div></div>","SECTION 6.8","NarrativeContent"
"33dd8526-8714-43ac-9ba1-7d37b0baed21","6.8.1","NarrativeContent_48","Prohibited Concomitant Therapy","<div></div>","SECTION 6.8.1","NarrativeContent"
"c3fcba54-a2b3-47cb-95f2-135d859fac70","6.8.2","NarrativeContent_49","Permitted Concomitant Therapy","<div></div>","SECTION 6.8.2","NarrativeContent"
"77714927-7c6d-4bd8-99df-3346698d349c","6.8.3","NarrativeContent_50","Rescue Therapy","<div></div>","SECTION 6.8.3","NarrativeContent"
"4332f5c2-6473-4208-a508-ef70f106b402","6.8.4","NarrativeContent_51","Other Therapy","<div></div>","SECTION 6.8.4","NarrativeContent"
"c2f295c5-b1ff-438b-9305-f28290f0c707","7","NarrativeContent_52","DISCONTINUATION OF TRIAL INTERVENTION AND PARTICIPANT WITHDRAWAL FROM TRIAL","<div></div>","SECTION 7","NarrativeContent"
"453b3453-cad8-4b7c-bbb6-7823ad35fb3d","7.1","NarrativeContent_53","Discontinuation of Trial Intervention","<div></div>","SECTION 7.1","NarrativeContent"
"6baa8169-5f6f-4263-a6bd-ab95aefa2e29","7.1.1","NarrativeContent_54","Criteria for Permanent Discontinuation of Trial Intervention","<div></div>","SECTION 7.1.1","NarrativeContent"
"3200c670-99cd-4ed6-b50e-459c049b7520","7.1.2","NarrativeContent_55","Temporary Discontinuation or Interruption of Trial Intervention","<div></div>","SECTION 7.1.2","NarrativeContent"
"d0d83390-7085-4498-ab94-258cdf76a4e1","7.1.3","NarrativeContent_56","Rechallenge","<div></div>","SECTION 7.1.3","NarrativeContent"
"5a573a2e-7eaf-4f14-9762-2a394fa100c5","7.2","NarrativeContent_57","Participant Withdrawal from the Trial","<div></div>","SECTION 7.2","NarrativeContent"
"aa83867b-ace9-47af-885e-af479fc08b13","7.3","NarrativeContent_58","Lost to Follow-Up","<div></div>","SECTION 7.3","NarrativeContent"
"363201c2-fdf4-44d4-9dd1-1c66b5d8404b","7.4","NarrativeContent_59","Trial Stopping Rules","<div></div>","SECTION 7.4","NarrativeContent"
"7cfc1326-3fc6-477d-bc11-a4ed34159ede","8","NarrativeContent_60","TRIAL ASSESSMENTS AND PROCEDURES","<div></div>","SECTION 8","NarrativeContent"
"bc8cb69d-9be0-4dc3-82a9-cf091944564c","8.1","NarrativeContent_61","Screening/Baseline Assessments and Procedures","<div></div>","SECTION 8.1","NarrativeContent"
"7032d5f3-ed2a-4b8e-8fcc-492e7b6e8575","8.2","NarrativeContent_62","Efficacy Assessments and Procedures","<div></div>","SECTION 8.2","NarrativeContent"
"ffac57d4-e959-4586-a340-f28bf4db2a94","8.3","NarrativeContent_63","Safety Assessments and Procedures","<div></div>","SECTION 8.3","NarrativeContent"
"f05159b2-77f6-49ea-af05-7741910bcc2d","8.3.1","NarrativeContent_64","Physical Examination","<div></div>","SECTION 8.3.1","NarrativeContent"
"2b262fe3-a9f6-4ec5-a3eb-3fdbd3aa114b","8.3.2","NarrativeContent_65","Vital Signs","<div></div>","SECTION 8.3.2","NarrativeContent"
"9f28075a-5118-4d6d-aaca-023b05b6dc8f","8.3.3","NarrativeContent_66","Electrocardiograms","<div></div>","SECTION 8.3.3","NarrativeContent"
"408ad499-7487-4c9c-a48a-db33caf0aff8","8.3.4","NarrativeContent_67","Clinical Laboratory Assessments","<div></div>","SECTION 8.3.4","NarrativeContent"
"9c0b59a6-f7ce-46e1-9cd5-c3820662ec37","8.3.5","NarrativeContent_68","Suicidal Ideation and Behaviour Risk Monitoring","<div></div>","SECTION 8.3.5","NarrativeContent"
"9a1f2046-4bc9-456b-84c1-fb5bc5f7700b","8.4","NarrativeContent_69","Adverse Events and Serious Adverse Events","<div></div>","SECTION 8.4","NarrativeContent"
"9f82862b-f74f-4a63-afa5-5a2a31c17ea5","8.4.1","NarrativeContent_70","Definitions of AE and SAE","<div></div>","SECTION 8.4.1","NarrativeContent"
"00784e5e-e978-4cde-a032-33edb1133ac6","8.4.2","NarrativeContent_71","Time Period and Frequency for Collecting AE and SAE Information","<div></div>","SECTION 8.4.2","NarrativeContent"
"58b74894-7b0a-4b27-8c9d-1550d3c163e6","8.4.3","NarrativeContent_72","Identifying AEs and SAEs","<div></div>","SECTION 8.4.3","NarrativeContent"
"a8874ea4-2e1d-4256-9252-541fb2412618","8.4.4","NarrativeContent_73","Recording of AEs and SAEs","<div></div>","SECTION 8.4.4","NarrativeContent"
"3bb2aa3e-2b0d-41f0-bf9f-1e3fda32b9c9","8.4.5","NarrativeContent_74","Follow-up of AEs and SAEs","<div></div>","SECTION 8.4.5","NarrativeContent"
"f3c26405-e782-4a3d-b56d-4f79629caba6","8.4.6","NarrativeContent_75","Reporting of SAEs","<div></div>","SECTION 8.4.6","NarrativeContent"
"f4052c28-b95a-4563-acd3-7055a20751de","8.4.7","NarrativeContent_76","Regulatory Reporting Requirements for SAEs","<div></div>","SECTION 8.4.7","NarrativeContent"
"a12893aa-777d-49a0-a036-62036e18a5c4","8.4.8","NarrativeContent_77","Serious and Unexpected Adverse Reaction Reporting","<div></div>","SECTION 8.4.8","NarrativeContent"
"1863daaf-3ec5-4b25-a8f8-d707d60c439b","8.4.9","NarrativeContent_78","Adverse Events of Special Interest","<div></div>","SECTION 8.4.9","NarrativeContent"
"1b62e7cc-ca8d-4411-8c6e-ebabba44d900","8.4.10","NarrativeContent_79","Disease-related Events or Outcomes Not Qualifying as AEs or SAEs","<div></div>","SECTION 8.4.10","NarrativeContent"
"c6ed71f2-79fc-461a-a4da-211df9f5fe94","8.5","NarrativeContent_80","Pregnancy and Postpartum Information","<div></div>","SECTION 8.5","NarrativeContent"
"dbd50db5-059c-42b3-a07a-6a617e14f9f3","8.5.1","NarrativeContent_81","Participants Who Become Pregnant During the Trial","<div></div>","SECTION 8.5.1","NarrativeContent"
"b39324cc-efa4-4958-87c4-438142323bc5","8.5.2","NarrativeContent_82","Participants Whose Partners Become Pregnant","<div></div>","SECTION 8.5.2","NarrativeContent"
"873b71fc-9286-48f5-bbaf-b0cca2dc8794","8.6","NarrativeContent_83","Medical Device Product Complaints for Drug/Device Combination Products","<div></div>","SECTION 8.6","NarrativeContent"
"737b3447-e138-4f80-931c-56affa69564c","8.6.1","NarrativeContent_84","Definition of Medical Device Product Complaints","<div></div>","SECTION 8.6.1","NarrativeContent"
"1f8c1081-9280-4e51-a4f5-140364291f38","8.6.2","NarrativeContent_85","Recording of Medical Device Product Complaints","<div></div>","SECTION 8.6.2","NarrativeContent"
"6cc67165-7dc8-4d2d-943c-d2dc188a6960","8.6.3","NarrativeContent_86","Time Period and Frequency for Collecting Medical Device Product Complaints .","<div></div>","SECTION 8.6.3","NarrativeContent"
"822703a6-7c7d-4f66-95cc-d4732a5ca3f4","8.6.4","NarrativeContent_87","Follow-Up of Medical Device Product Complaints","<div></div>","SECTION 8.6.4","NarrativeContent"
"46c215f0-85fb-440a-af19-b8057448c971","8.6.5","NarrativeContent_88","Regulatory Reporting Requirements for Medical Device Product Complaints","<div></div>","SECTION 8.6.5","NarrativeContent"
"6e5772da-d55d-4aca-95da-205d655b250b","8.7","NarrativeContent_89","Pharmacokinetics","<div></div>","SECTION 8.7","NarrativeContent"
"b0e7f362-6fe6-471e-b6ef-19b3dc74b7b7","8.8","NarrativeContent_90","Genetics","<div></div>","SECTION 8.8","NarrativeContent"
"eb56338e-6c93-4f30-afda-9e2cbc8cee41","8.9","NarrativeContent_91","Biomarkers","<div></div>","SECTION 8.9","NarrativeContent"
"7534c655-acca-4224-ad05-34e672be1f20","8.1","NarrativeContent_92","Immunogenicity Assessments","<div></div>","SECTION 8.1","NarrativeContent"
"46dd75fa-d9ad-4b5f-b0bb-f4aa09f8554e","8.1.1","NarrativeContent_93","Medical Resource Utilisation and Health Economics","<div></div>","SECTION 8.1.1","NarrativeContent"
"1b001b54-579d-4240-9799-0177e7cb8836","9","NarrativeContent_94","STATISTICAL CONSIDERATIONS","<div></div>","SECTION 9","NarrativeContent"
"17e17c02-1c22-4d59-aab8-8a2f34fbd070","9.1","NarrativeContent_95","Analysis Sets","<div></div>","SECTION 9.1","NarrativeContent"
"cacbdd51-d3b7-43ca-9539-96d217461347","9.2","NarrativeContent_96","Analyses Supporting Primary Objective(s)","<div></div>","SECTION 9.2","NarrativeContent"
"208b0fc5-7e8f-479d-a488-d1cb388caf09","9.2.1","NarrativeContent_97","Statistical Model, Hypothesis, and Method of Analysis","<div></div>","SECTION 9.2.1","NarrativeContent"
"ab8cb1a0-5a12-4231-a08e-cd628dfe6b4d","9.2.2","NarrativeContent_98","Handling of Intercurrent Events of Primary Estimand(s)","<div></div>","SECTION 9.2.2","NarrativeContent"
"3ba35474-ba45-4b0a-ba70-b793178cdf84","9.2.3","NarrativeContent_99","Handling of Missing Data","<div></div>","SECTION 9.2.3","NarrativeContent"
"78041956-0e5c-4b42-a505-62879305e8f2","9.2.4","NarrativeContent_100","Sensitivity Analysis","<div></div>","SECTION 9.2.4","NarrativeContent"
"7151b548-013d-4163-aebc-3859dc3e399f","9.2.5","NarrativeContent_101","Supplementary Analysis","<div></div>","SECTION 9.2.5","NarrativeContent"
"91a55d22-f049-486f-9682-11d43c153010","9.3","NarrativeContent_102","Analysis Supporting Secondary Objective(s)","<div></div>","SECTION 9.3","NarrativeContent"
"bc9e1732-6478-47c8-8cd5-80ad50c6194e","9.4","NarrativeContent_103","Analysis of Exploratory Objective(s)","<div></div>","SECTION 9.4","NarrativeContent"
"ce1d2a24-b825-4924-9339-6777dc777eaf","9.5","NarrativeContent_104","Safety Analyses","<div></div>","SECTION 9.5","NarrativeContent"
"a432085f-61df-4290-94ff-98d65e8ed9fe","9.6","NarrativeContent_105","Other Analyses","<div></div>","SECTION 9.6","NarrativeContent"
"19fae93a-c85a-47a2-b241-9838758e8d5b","9.7","NarrativeContent_106","Interim Analyses","<div></div>","SECTION 9.7","NarrativeContent"
"a5cd1b71-118e-4667-9ce9-c1e2a5b52a62","9.8","NarrativeContent_107","Sample Size Determination","<div></div>","SECTION 9.8","NarrativeContent"
"61ab336d-eee2-4696-8b50-473eb7c5e0c6","9.9","NarrativeContent_108","Protocol Deviations","<div></div>","SECTION 9.9","NarrativeContent"
"291e693b-2c17-434b-a8af-6f7f021d1fa3","10","NarrativeContent_109","GENERAL CONSIDERATIONS: REGULATORY, ETHICAL, AND TRIAL OVERSIGHT","<div></div>","SECTION 10","NarrativeContent"
"86641a35-e807-46e2-ba17-5cef9fd1834b","10.1","NarrativeContent_110","Regulatory and Ethical Considerations","<div></div>","SECTION 10.1","NarrativeContent"
"d90c1bab-56a7-46c8-aa6f-2ee2e047b264","10.2","NarrativeContent_111","Committees","<div></div>","SECTION 10.2","NarrativeContent"
"7279d93b-6abb-4e4a-ac9c-706d2cad6646","10.3","NarrativeContent_112","Informed Consent Process","<div></div>","SECTION 10.3","NarrativeContent"
"0798ea80-be50-4dc0-96c0-6f04b9cc900f","10.4","NarrativeContent_113","Data Protection","<div></div>","SECTION 10.4","NarrativeContent"
"c400c9cc-22e2-4907-ac92-54a5f338c879","10.5","NarrativeContent_114","Early Site Closure or Trial Termination","<div></div>","SECTION 10.5","NarrativeContent"
"1fae372c-627b-4728-ab30-ccf48d7c705f","11","NarrativeContent_115","GENERAL CONSIDERATIONS: RISK MANAGEMENT AND QUALITY ASSURANCE","<div></div>","SECTION 11","NarrativeContent"
"d2ac4337-9d88-43ce-b9d5-b84d13e82820","11.1","NarrativeContent_116","Quality Tolerance Limits","<div></div>","SECTION 11.1","NarrativeContent"
"a26d678c-2f81-4e68-a7c1-efa756436d38","11.2","NarrativeContent_117","Data Quality Assurance","<div></div>","SECTION 11.2","NarrativeContent"
"32950cf9-e564-4f07-8929-029a45fe64df","11.3","NarrativeContent_118","Source Data","<div></div>","SECTION 11.3","NarrativeContent"
"cfcc6268-f190-468d-a678-1f406ef3418c","12","NarrativeContent_119","APPENDIX: ADVERSE EVENTS AND SERIOUS ADVERSE EVENTS - DEFINITIONS, SEVERITY, AND CAUSALITY","<div></div>","SECTION 12","NarrativeContent"
"74d24acb-1eb2-4fb4-bb57-a8fe38e1cf23","12.1","NarrativeContent_120","Further Details and Clarifications on the AE Definition","<div></div>","SECTION 12.1","NarrativeContent"
"33aeeb21-4781-4904-9315-7f45628c67dc","12.2","NarrativeContent_121","Further Details and Clarifications on the SAE Definition","<div></div>","SECTION 12.2","NarrativeContent"
"3ec8e3da-b6b4-48a9-b7c1-b071ea76b2f1","12.3","NarrativeContent_122","Severity","<div></div>","SECTION 12.3","NarrativeContent"
"1eb78ba4-ae37-471a-93a1-1cb09870ffea","12.4","NarrativeContent_123","Causality","<div></div>","SECTION 12.4","NarrativeContent"
"426aa4f4-0993-4fca-b51a-448ae6e34d9e","13","NarrativeContent_124","APPENDIX: DEFINITIONS AND SUPPORTING OPERATIONAL DETAILS","<div></div>","SECTION 13","NarrativeContent"
"19fae4f4-113a-46a0-a041-a9e26605d053","13.1","NarrativeContent_125","Contraception and Pregnancy Testing","<div></div>","SECTION 13.1","NarrativeContent"
"0899e2db-ec71-44bc-bcbc-0b20b4a224fe","13.1.1","NarrativeContent_126","Definitions Related to Childbearing Potential","<div></div>","SECTION 13.1.1","NarrativeContent"
"11f497e4-8d8b-4a70-bc31-4ea7e36a051c","13.1.2","NarrativeContent_127","Contraception","<div></div>","SECTION 13.1.2","NarrativeContent"
"3dc524f9-1c3c-4f33-8b0e-85fdf7fedc19","13.1.3","NarrativeContent_128","Pregnancy Testing","<div></div>","SECTION 13.1.3","NarrativeContent"
"59353006-f7a4-4bff-8d41-950ad650eee7","13.2","NarrativeContent_129","Clinical Laboratory Tests","<div></div>","SECTION 13.2","NarrativeContent"
"0ba7014c-5c0f-4dc0-a3c4-c390ebd5aa1c","13.3","NarrativeContent_130","Country/Region-Specific Differences","<div></div>","SECTION 13.3","NarrativeContent"
"7aa9c8f1-c15b-43dc-a3bb-501de52e3285","13.4","NarrativeContent_131","Prior Protocol Amendments","<div></div>","SECTION 13.4","NarrativeContent"
"2d0641df-01cf-432d-a214-9299f4cbc56d","14","NarrativeContent_132","APPENDIX: GLOSSARY OF TERMS","<div></div>","SECTION 14","NarrativeContent"
"607d238c-1334-430f-8a71-8b330024e4f6","15","NarrativeContent_133","APPENDIX: REFERENCES","<div></div>","SECTION 15","NarrativeContent"
