"uuid:ID","id","codeSystem","codeSystemVersion","code","decode","instanceType"
"f89e2901-368d-431f-8dcf-62232f07e612","Code_139","http://www.cdisc.org","2023-09-29","C49663","Pharmacokinetic Study","Code"
"1b11257b-087b-40ee-8732-3223471d9e94","Code_133","SPONSOR","12","MILD_MOD_ALZ","Mild to Moderate Alzheimer's Disease","Code"
"30985071-6407-416f-9e94-348a0219b617","Code_134","SNOMED","January 31, 2018","26929004","Alzheimer's disease","Code"
"57701fbd-8702-4212-9213-63e3a8ff0119","Code_142","http://www.cdisc.org","2023-09-29","C99907x1","EXTENSION","Code"
"757e5df4-4b2f-46f0-843d-fc46a9040f02","Code_143","http://www.cdisc.org","2023-09-29","C98704","ADAPTIVE","Code"
"739adc31-fe20-4bea-931c-68720606cefb","Code_140","http://www.cdisc.org","2023-09-29","C82639","Parallel Study","Code"
"08c3e457-69d7-4964-9d96-ac30f0eb2a47","Code_82","http://www.cdisc.org","2023-09-29","C25716","Visit","Code"
"bce1b808-b889-460a-9a95-5e1716ec5fd0","Code_83","http://www.cdisc.org","2023-09-29","C51282","Clinic","Code"
"a0d56d83-6183-4b87-bdbb-a796ed9da762","Code_84","http://www.cdisc.org","2023-09-29","C175574","In Person","Code"
"29be89fe-a605-406f-8b98-59a84015c490","Code_85","http://www.cdisc.org","2023-09-29","C25716","Visit","Code"
"a5ea025e-f4b3-4d9a-9753-669ef379c4e9","Code_86","http://www.cdisc.org","2023-09-29","C51282","Clinic","Code"
"017c5859-0910-47ff-8f58-0a95531f6824","Code_87","http://www.cdisc.org","2023-09-29","C175574","In Person","Code"
"be17ce46-a536-44b4-98f1-b0c0db3830d2","Code_88","http://www.cdisc.org","2023-09-29","C25716","Visit","Code"
"71e29034-b615-419e-b978-752b34c8222a","Code_89","http://www.cdisc.org","2023-09-29","C51282","Clinic","Code"
"bef40c15-36b1-4bed-996d-55c577b0eb48","Code_90","http://www.cdisc.org","2023-09-29","C175574","In Person","Code"
"0405cf12-a8ec-4b79-bccf-cb5d9239d70a","Code_91","http://www.cdisc.org","2023-09-29","C25716","Visit","Code"
"7e352ca0-9f48-421c-936d-f0d1eac601f1","Code_92","http://www.cdisc.org","2023-09-29","C51282","Clinic","Code"
"cbad1f7d-282a-484e-bf30-33fc0d680541","Code_93","http://www.cdisc.org","2023-09-29","C175574","In Person","Code"
"871fccce-eef6-4c1a-96b7-85a3dffe1f35","Code_94","http://www.cdisc.org","2023-09-29","C25716","Visit","Code"
"110b36c1-48b7-43df-a6b3-2f1748456809","Code_95","http://www.cdisc.org","2023-09-29","C51282","Clinic","Code"
"ff2ff6c6-3fc8-4260-aa4b-d32bf5831a8b","Code_96","http://www.cdisc.org","2023-09-29","C175574","In Person","Code"
"6e26c39a-40f5-4d7d-93dc-0189ebc08652","Code_97","http://www.cdisc.org","2023-09-29","C25716","Visit","Code"
"9695f066-e0d5-48c0-842c-713eda3b9f66","Code_98","http://www.cdisc.org","2023-09-29","C51282","Clinic","Code"
"316972bd-aa86-4242-bca6-9a375aad13c0","Code_99","http://www.cdisc.org","2023-09-29","C175574","In Person","Code"
"a62029c0-9fdc-4409-94fd-66f694347fa2","Code_100","http://www.cdisc.org","2023-09-29","C25716","Visit","Code"
"93b21381-6759-4124-a160-a4eee83c3098","Code_101","http://www.cdisc.org","2023-09-29","C51282","Clinic","Code"
"a9847004-52e7-446d-8324-fd171f77bc9e","Code_102","http://www.cdisc.org","2023-09-29","C175574","In Person","Code"
"336f5350-a4b8-41b8-8ee5-f7805e979fe1","Code_103","http://www.cdisc.org","2023-09-29","C171537","Telephone Call","Code"
"fea8edeb-0395-48fd-9a78-86d21b6e6fd7","Code_104","http://www.cdisc.org","2023-09-29","C25716","Visit","Code"
"1e63311b-b51f-464f-8bc1-a1ee8584e049","Code_105","http://www.cdisc.org","2023-09-29","C51282","Clinic","Code"
"566c32f1-7e2d-4528-8603-509ecceea399","Code_106","http://www.cdisc.org","2023-09-29","C175574","In Person","Code"
"7ecdcd3d-bbf7-4f0d-b669-0322f4ee4994","Code_107","http://www.cdisc.org","2023-09-29","C171537","Telephone Call","Code"
"e4a6d38b-e3db-4401-92f9-828493672037","Code_108","http://www.cdisc.org","2023-09-29","C25716","Visit","Code"
"9bc9b970-2633-4f89-8cda-78693322e746","Code_109","http://www.cdisc.org","2023-09-29","C51282","Clinic","Code"
"34187a81-62c9-43a1-89a2-2f56d2d9c0a2","Code_110","http://www.cdisc.org","2023-09-29","C175574","In Person","Code"
"b5633636-2d97-44de-9e7c-0b428a684d11","Code_111","http://www.cdisc.org","2023-09-29","C171537","Telephone Call","Code"
"27759875-a216-4ed2-94fd-81cbac2098f9","Code_112","http://www.cdisc.org","2023-09-29","C25716","Visit","Code"
"f548d422-1780-4021-ba6a-78e20a4a1afa","Code_113","http://www.cdisc.org","2023-09-29","C51282","Clinic","Code"
"25675040-8eac-48ae-90fd-65d26d972846","Code_114","http://www.cdisc.org","2023-09-29","C175574","In Person","Code"
"d83edb4f-38ed-4210-b2bc-6a0e612a6c1e","Code_115","http://www.cdisc.org","2023-09-29","C171537","Telephone Call","Code"
"b9180b6d-17e4-4931-9038-a86d55d9451d","Code_116","http://www.cdisc.org","2023-09-29","C25716","Visit","Code"
"9d2dbf8c-58a8-44ee-a659-c31056e34833","Code_117","http://www.cdisc.org","2023-09-29","C51282","Clinic","Code"
"a064a497-f891-40f8-8107-21b81c8c9178","Code_118","http://www.cdisc.org","2023-09-29","C175574","In Person","Code"
"8a861ae6-7b99-4d46-b38f-48877d2cf1bc","Code_119","http://www.cdisc.org","2023-09-29","C25716","Visit","Code"
"f2f7e593-0ec0-4b8d-88a3-5e80576ad6aa","Code_120","http://www.cdisc.org","2023-09-29","C51282","Clinic","Code"
"8bac3c48-c303-4807-92f7-aa62750a0a2e","Code_121","http://www.cdisc.org","2023-09-29","C175574","In Person","Code"
"52e1caff-40fe-4d0f-a4bb-7dab1f196813","Code_79","SNOMED","January 31, 2018","383371000119108","CT of head without contrast","Code"
"e4bfd03e-8ba1-473a-9de9-c40959a3eff2","Code_80","SPONSOR","12","123","Subject Supine","Code"
"4f13dc94-bd47-468a-855d-87766f0b799e","Code_81","SPONSOR","12","124","Subject Standing","Code"
"efb145be-82d5-489e-a93e-1c133d5db11d","Code_278","NCI Thesaurus","","C173522","Vital Signs Result","Code"
"67d1468e-bf97-4967-bd5d-135e5103c230","Code_279","http://www.cdisc.org","2023-09-29","C42537","Kelvin","Code"
"ac4259bb-d760-4dbd-a8ff-feab3ac88975","Code_280","NCI Thesaurus","","C44276","Unit of Temperature","Code"
"2f86fb46-0b91-453d-b6dc-d18ef9fed266","Code_281","NCI Thesaurus","","C83088","Vital Signs Location","Code"
"0ccddc0b-2238-4493-be13-cd8781f69bf6","Code_277","NCI Thesaurus","","C174446","Body Temperature","Code"
"cf66584e-65e1-4c61-8be5-66da10dfd77e","Code_283","NCI Thesaurus","","C173522","Vital Signs Result","Code"
"f6cbf3ea-b967-4949-a408-ad8be2957965","Code_284","http://www.cdisc.org","2023-09-29","C28252","Kilogram","Code"
"3c47b0fb-27e2-47f7-b3be-bc126666b878","Code_285","http://www.cdisc.org","2023-09-29","C48155","Gram","Code"
"7a3fe302-b8b7-4309-8591-0aaa20e49a5f","Code_286","http://www.cdisc.org","2023-09-29","C48531","Pound","Code"
"d4b76a34-194a-41dc-84cb-7559695db337","Code_287","NCI Thesaurus","","C48208","Unit of Weight","Code"
"12c82335-59c0-444c-888f-d62b35aaa65f","Code_282","NCI Thesaurus","","C81328","Body Weight","Code"
"b257e658-bc43-40d5-ab7f-45aacd494f66","Code_289","NCI Thesaurus","","C173522","Vital Signs Result","Code"
"f8cb53e2-6f24-4de3-8789-46336a6f064e","Code_290","http://www.cdisc.org","2023-09-29","C49668","Centimeter","Code"
"09de0e1d-b791-4680-b1bc-3920cd771e6d","Code_291","http://www.cdisc.org","2023-09-29","C48500","Inch","Code"
"c1d3aefb-ff7e-4e7c-98b9-7209651f466c","Code_292","http://www.cdisc.org","2023-09-29","C28251","Millimeter","Code"
"c66462e2-be69-4bf0-a96b-ce1917e8008f","Code_293","http://www.cdisc.org","2023-09-29","C41139","Meter","Code"
"759c03e6-ae8d-455b-a495-0e0a28612d5e","Code_294","NCI Thesaurus","","C168688","Unit of Height","Code"
"ea37c203-d1f1-487c-8ebf-b992302ac920","Code_288","NCI Thesaurus","","C164634","Body Height","Code"
"c7c70cb3-467b-4dda-ad2c-f9f2f0511a40","Code_296","NCI Thesaurus","","C36292","Laboratory Test Result","Code"
"ec3b0186-7f87-4f46-b565-3b70165f3870","Code_297","NCI Thesaurus","","C83309","Laboratory Test Fasting Status","Code"
"07496a3c-c1a1-42b0-bdf7-90c964cf6b9f","Code_298","NCI Thesaurus","","C67365","Unit of Catalytic Activity Concentration","Code"
"ef775600-c4ca-4c41-aa64-64229725928f","Code_299","NCI Thesaurus","","C70713","Biospecimen Type","Code"
"7f88d501-0ef8-4ec8-9e29-62fda2f3c7c0","Code_295","NCI Thesaurus","","C64433","Alanine Aminotransferase Measurement","Code"
"669c1869-f22b-41e5-b894-99485e5a8af0","Code_301","NCI Thesaurus","","C36292","Laboratory Test Result","Code"
"6a8a320d-0851-44ca-900d-1c47a03fde45","Code_302","NCI Thesaurus","","C83309","Laboratory Test Fasting Status","Code"
"84f2f7f0-7dbb-4471-9a2f-1688313d3236","Code_303","NCI Thesaurus","","C48207","Unit of Concentration","Code"
"1ad68d7f-b828-478a-87fd-fed25986d7e2","Code_304","NCI Thesaurus","","C70713","Biospecimen Type","Code"
"9108dbba-cb54-4090-8021-ff9eae0a9db6","Code_300","NCI Thesaurus","","C64431","Albumin Measurement","Code"
"7e7b8f7f-aaba-48f9-93c5-5d1990875083","Code_306","NCI Thesaurus","","C36292","Laboratory Test Result","Code"
"ecf76114-87c7-4a41-8913-523527b3abb6","Code_307","NCI Thesaurus","","C83309","Laboratory Test Fasting Status","Code"
"bd025a20-f5ea-4753-a1c8-8de0b5404172","Code_308","NCI Thesaurus","","C67365","Unit of Catalytic Activity Concentration","Code"
"d0133a8f-83e2-4e88-baa9-57bc10a381aa","Code_309","NCI Thesaurus","","C70713","Biospecimen Type","Code"
"55da34c6-b566-442b-b15f-6a8af0920e87","Code_305","NCI Thesaurus","","C64432","Alkaline Phosphatase Measurement","Code"
"2860ae16-22f3-4e22-990e-97ba39d43e1e","Code_311","NCI Thesaurus","","C36292","Laboratory Test Result","Code"
"b52a5087-80b7-4f8e-b783-b20a1ccfebc4","Code_312","NCI Thesaurus","","C83309","Laboratory Test Fasting Status","Code"
"0c1d0bcf-78a9-441a-8ed8-4d78bbbaef35","Code_313","NCI Thesaurus","","C67365","Unit of Catalytic Activity Concentration","Code"
"8de5dff2-5764-4818-bcb1-4bdc4afeac3f","Code_314","NCI Thesaurus","","C70713","Biospecimen Type","Code"
"6189e244-3668-4afe-9c9b-7910f0d4b931","Code_310","NCI Thesaurus","","C64467","Aspartate Aminotransferase Measurement","Code"
"605bc582-12ef-4d9f-9be7-2cb7dde2dfa1","Code_316","NCI Thesaurus","","C36292","Laboratory Test Result","Code"
"9dc7ab2c-4367-410b-9bc6-f628f9b7dc4b","Code_317","NCI Thesaurus","","C83309","Laboratory Test Fasting Status","Code"
"1e9d6d48-fc69-4f47-859c-383ef8c805a9","Code_318","NCI Thesaurus","","C48207","Unit of Concentration","Code"
"bdf5f0fe-838a-44b0-9855-d39eb9111fa2","Code_319","NCI Thesaurus","","C70713","Biospecimen Type","Code"
"d0b129e8-917a-4a8f-9267-b463c1a75830","Code_315","NCI Thesaurus","","C64547","Creatinine Measurement","Code"
"4b811cf0-01e9-4af6-819f-ce4fe5f55fa2","Code_321","NCI Thesaurus","","C36292","Laboratory Test Result","Code"
"cf1bfcb3-085f-4155-8f19-fa2742b6968a","Code_322","NCI Thesaurus","","C83309","Laboratory Test Fasting Status","Code"
"89f8cd00-c0f4-4f71-a2d4-3d380810e490","Code_323","NCI Thesaurus","","C64567","Molarity Unit","Code"
"cd36f7d6-0758-4271-9a84-7a77abc80a2d","Code_324","NCI Thesaurus","","C70713","Biospecimen Type","Code"
"d43f755f-f3d6-4fc8-9e93-b95705008fdd","Code_320","NCI Thesaurus","","C64853","Potassium Measurement","Code"
"1577426b-9f41-42c4-bbda-cf550b692a32","Code_326","NCI Thesaurus","","C36292","Laboratory Test Result","Code"
"2f20dde0-01c3-4cb3-8698-32c760949ba1","Code_327","NCI Thesaurus","","C83309","Laboratory Test Fasting Status","Code"
"7db1902c-cb71-4768-846a-968008eb36d7","Code_328","NCI Thesaurus","","C64567","Molarity Unit","Code"
"f9158a2b-8912-45b6-aff6-d463b72ae20d","Code_329","NCI Thesaurus","","C70713","Biospecimen Type","Code"
"4cb14229-64d7-4bf5-a2c9-697b8ab66d3a","Code_325","NCI Thesaurus","","C64809","Sodium Measurement","Code"
"31ca8b24-a34d-4c6b-9b2d-13ffedaa2587","Code_145","NCI Thesaurus","","C78541","Adverse Event Verbatim Description","Code"
"df80e6fb-b0cf-4342-b456-5bfb1ea47711","Code_146","NCI Thesaurus","","C83344","Adverse Event Dictionary Derived Term","Code"
"5a9e7b65-a0ce-45da-8cb1-c7614c8d2fdd","Code_147","NCI Thesaurus","","C83198","Adverse Event Category","Code"
"d3c347d5-1783-457b-b2f1-21c411acf8b9","Code_148","NCI Thesaurus","","C83212","Adverse Event Subcategory","Code"
"3568f32b-8eea-4b3e-99f8-4e59ded4857f","Code_149","NCI Thesaurus","","C87840","Adverse Event Pre-specified","Code"
"a0384b3e-9fb2-4fe2-b879-ccc2650492b0","Code_150","NCI Thesaurus","","C53253","Severity of Adverse Event","Code"
"65ce7d08-ec6d-4288-902e-959e9ebbb0e1","Code_151","NCI Thesaurus","","C78605","Adverse Event Toxicity Grade","Code"
"dbab33bb-628d-484b-9909-c9a18c2e98c4","Code_152","NCI Thesaurus","","C53252","Seriousness of Adverse Event","Code"
"75cdb03f-7904-490b-8736-a25931645366","Code_153","NCI Thesaurus","","C83013","Adverse Event Action Taken with Study Treatment","Code"
"47a77fab-dfeb-4009-bdd3-4aa8fd588193","Code_154","NCI Thesaurus","","C41358","Adverse Event Attribution to Product or Procedure","Code"
"e6e4a740-af2a-48c2-8e00-9add0b008df2","Code_155","http://www.cdisc.org","2023-09-29","C71325","Intermittent","Code"
"093eb51b-fa1a-41b9-a557-318ef817e9aa","Code_156","NCI Thesaurus","","C83208","Adverse Event Pattern","Code"
"561172cf-05a7-4184-a955-d0bf7f63b03e","Code_157","NCI Thesaurus","","C49489","Adverse Event Outcome","Code"
"8295f896-58e2-4ff6-a62f-3d9f44baf17c","Code_158","NCI Thesaurus","","C83215","Adverse Event Start Date Time","Code"
"a55e6844-fca1-40b2-a75f-c208d6f04970","Code_159","NCI Thesaurus","","C83201","Adverse Event End Date Time","Code"
"b3600303-16bc-45dc-a12c-fdfe0d146304","Code_144","NCI Thesaurus","","C41331","Adverse Event","Code"
"01639cad-535f-4955-9591-8008e5599e6f","Code_161","NCI Thesaurus","","C173522","Vital Signs Result","Code"
"19b52ec0-5337-45e4-9c02-de7d81745296","Code_162","http://www.cdisc.org","2023-09-29","C42547","Pascal","Code"
"3f5db7f5-e45c-4761-9372-b0d4ac6d4a9c","Code_163","NCI Thesaurus","","C49669","Unit of Pressure","Code"
"8e832421-fc88-4132-9a24-f03c35d071b1","Code_164","NCI Thesaurus","","C83088","Vital Signs Location","Code"
"f74e50cf-4513-4b37-8ad0-f56af1018333","Code_165","NCI Thesaurus","","C123975","Vital Signs Laterality","Code"
"ade7631d-7c54-4e62-ad0d-7c92af07b9dd","Code_166","NCI Thesaurus","","C82535","Test Method","Code"
"f633e447-04e5-4492-98c1-c85deb6ee536","Code_167","NCI Thesaurus","","C83114","Vital Signs Position","Code"
"4f2b55db-616c-4d77-b294-762304e94d34","Code_160","NCI Thesaurus","","C25298","Systolic Blood Pressure","Code"
"e2c0449d-ad7b-4c68-949e-126a152b3725","Code_169","NCI Thesaurus","","C173522","Vital Signs Result","Code"
"bc29824f-d507-41c5-85d4-94c503341957","Code_170","http://www.cdisc.org","2023-09-29","C42547","Pascal","Code"
"9e08436f-7b6d-4b14-a576-0e9259855e67","Code_171","NCI Thesaurus","","C49669","Unit of Pressure","Code"
"69f21ef9-92ed-4fba-97e7-e76cda95da3a","Code_172","NCI Thesaurus","","C83088","Vital Signs Location","Code"
"f7e188fa-1ab4-4cef-9004-598d20c11cd5","Code_173","NCI Thesaurus","","C123975","Vital Signs Laterality","Code"
"e7610fe0-9b05-4c61-aab6-58de3d1e767e","Code_174","NCI Thesaurus","","C82535","Test Method","Code"
"4d9b94dc-dece-4d2b-bea3-ebb172c6741c","Code_175","NCI Thesaurus","","C83114","Vital Signs Position","Code"
"d36e9f2c-9cd4-4fb4-b2be-0c647c547e0e","Code_168","NCI Thesaurus","","C25299","Diastolic Blood Pressure","Code"
"925503f1-dcf0-4ccd-935b-4965272d4a29","Code_177","NCI Thesaurus","","C173522","Vital Signs Result","Code"
"8e960f36-5b7f-4686-9f2a-78872c1d6955","Code_178","http://www.cdisc.org","2023-09-29","C42537","Kelvin","Code"
"279bcb71-0468-4a8d-bea7-dd3d40142a7f","Code_179","NCI Thesaurus","","C44276","Unit of Temperature","Code"
"de1dfa56-a513-42be-924d-b3b5a94a4675","Code_180","NCI Thesaurus","","C83088","Vital Signs Location","Code"
"d70426bc-b7ae-4fe9-83c8-b95c6d27cfb2","Code_176","NCI Thesaurus","","C174446","Body Temperature","Code"
"6eb3cc1c-45e9-4b2e-bb2f-a6a20272beda","Code_182","NCI Thesaurus","","C173522","Vital Signs Result","Code"
"a4747b69-cffa-4a7c-bf05-eb9db7b5eee5","Code_183","http://www.cdisc.org","2023-09-29","C28252","Kilogram","Code"
"27b153ca-d993-4d05-bdc8-69ce3d49af00","Code_184","http://www.cdisc.org","2023-09-29","C48155","Gram","Code"
"6af213e5-7b2e-4e66-a32b-7eb1577697fe","Code_185","http://www.cdisc.org","2023-09-29","C48531","Pound","Code"
"9089622d-4611-470a-9d18-021c20fe8520","Code_186","NCI Thesaurus","","C48208","Unit of Weight","Code"
"ab0af8d2-1f1d-44f0-9004-086e3862a967","Code_181","NCI Thesaurus","","C81328","Body Weight","Code"
"009b35fe-4db5-4c07-b350-0796e16b387d","Code_188","NCI Thesaurus","","C173522","Vital Signs Result","Code"
"2956b0e0-ea78-4d4e-a701-4e4ac499d995","Code_189","http://www.cdisc.org","2023-09-29","C49668","Centimeter","Code"
"0ce22a6a-b40e-4481-9991-7bfad0d96b12","Code_190","http://www.cdisc.org","2023-09-29","C48500","Inch","Code"
"9658e109-3164-457f-8ca4-302ff19456dc","Code_191","http://www.cdisc.org","2023-09-29","C28251","Millimeter","Code"
"15e399a7-7d21-4654-ae9d-59455c82e3dc","Code_192","http://www.cdisc.org","2023-09-29","C41139","Meter","Code"
"2c5be4f5-5baa-4a35-a62d-d540295ec503","Code_193","NCI Thesaurus","","C168688","Unit of Height","Code"
"9cd30d3a-d3c9-4823-b562-79af6c2d5d11","Code_187","NCI Thesaurus","","C164634","Body Height","Code"
"9192e2d6-c43c-4c1b-adf3-3f65908d5df2","Code_195","NCI Thesaurus","","C36292","Laboratory Test Result","Code"
"53fc152c-465e-4bea-8bab-00e8e7bab856","Code_196","NCI Thesaurus","","C83309","Laboratory Test Fasting Status","Code"
"da629007-b5bb-49cd-8f9a-49c7df21235c","Code_197","NCI Thesaurus","","C67365","Unit of Catalytic Activity Concentration","Code"
"96396cf8-6fa0-4ad1-ac57-5778844acfe6","Code_198","NCI Thesaurus","","C70713","Biospecimen Type","Code"
"b881daf7-5585-4354-9f26-8ea5f4e8ab56","Code_194","NCI Thesaurus","","C64433","Alanine Aminotransferase Measurement","Code"
"1684af5b-30f4-4450-9426-e8e07969594a","Code_200","NCI Thesaurus","","C36292","Laboratory Test Result","Code"
"da80132e-26ee-4c0c-b51e-648233843331","Code_201","NCI Thesaurus","","C83309","Laboratory Test Fasting Status","Code"
"caf58d5e-72fd-412d-ad60-20dbfb041980","Code_202","NCI Thesaurus","","C48207","Unit of Concentration","Code"
"a93bc2c3-4c94-49cf-ade0-e25d1ed3e8b3","Code_203","NCI Thesaurus","","C70713","Biospecimen Type","Code"
"ce8a5096-564b-447c-9b51-955b8623a3f5","Code_199","NCI Thesaurus","","C64431","Albumin Measurement","Code"
"543c62dc-b7b0-4025-8022-841d1e79d0c5","Code_205","NCI Thesaurus","","C36292","Laboratory Test Result","Code"
"8afece1b-cb86-4f74-982f-db04cd9b341d","Code_206","NCI Thesaurus","","C83309","Laboratory Test Fasting Status","Code"
"e7d9a930-6230-458d-9da4-8b5793450e7a","Code_207","NCI Thesaurus","","C67365","Unit of Catalytic Activity Concentration","Code"
"49831906-42e3-4296-9b5d-3c83d41c3db3","Code_208","NCI Thesaurus","","C70713","Biospecimen Type","Code"
"c273a0ee-c471-45ff-b0eb-c35953c93d15","Code_204","NCI Thesaurus","","C64432","Alkaline Phosphatase Measurement","Code"
"c33370db-dadd-4b5f-8c98-e898da7baeb7","Code_210","NCI Thesaurus","","C36292","Laboratory Test Result","Code"
"cf5a2b56-2865-4a02-94ca-56906bee9180","Code_211","NCI Thesaurus","","C83309","Laboratory Test Fasting Status","Code"
"7fab5e78-dada-4693-9032-d22b94165824","Code_212","NCI Thesaurus","","C67365","Unit of Catalytic Activity Concentration","Code"
"378ca8b4-56ea-4023-8d76-c0538fa843ef","Code_213","NCI Thesaurus","","C70713","Biospecimen Type","Code"
"174ea02e-125c-4a60-a99f-7731181e6bc7","Code_209","NCI Thesaurus","","C64467","Aspartate Aminotransferase Measurement","Code"
"6970f6c0-a2fa-491d-9d51-07575a439dcb","Code_215","NCI Thesaurus","","C36292","Laboratory Test Result","Code"
"bffb71db-fcca-4476-8c25-5ec41001406a","Code_216","NCI Thesaurus","","C83309","Laboratory Test Fasting Status","Code"
"bb90a294-be6c-44ca-9a17-4de006ad2904","Code_217","NCI Thesaurus","","C48207","Unit of Concentration","Code"
"3a92d32e-344d-4355-9863-e26a92f793f0","Code_218","NCI Thesaurus","","C70713","Biospecimen Type","Code"
"56d021d4-d0e0-4944-8f5f-51d54124ec1b","Code_214","NCI Thesaurus","","C64547","Creatinine Measurement","Code"
"874a4b3b-a0f2-48c5-bb99-aaad54a1450e","Code_220","NCI Thesaurus","","C36292","Laboratory Test Result","Code"
"8ac355b8-148f-47c9-9025-445c1354d762","Code_221","NCI Thesaurus","","C83309","Laboratory Test Fasting Status","Code"
"0f3537e3-9191-4b79-af4a-56f0f6e2782f","Code_222","NCI Thesaurus","","C64567","Molarity Unit","Code"
"842363d3-fa37-44fa-855a-277ee36efeae","Code_223","NCI Thesaurus","","C70713","Biospecimen Type","Code"
"3eca3819-34b9-4536-990c-8eca08f9d6ce","Code_219","NCI Thesaurus","","C64853","Potassium Measurement","Code"
"0124eb99-0f9d-4d37-a8bc-9d572df2795a","Code_225","NCI Thesaurus","","C36292","Laboratory Test Result","Code"
"62a9f311-9801-436a-ae6b-a323a9230e53","Code_226","NCI Thesaurus","","C83309","Laboratory Test Fasting Status","Code"
"dd450ff1-6ac3-41b8-9b4d-17860ba18c71","Code_227","NCI Thesaurus","","C64567","Molarity Unit","Code"
"86418b31-fbcb-49f9-a927-8f3a8ccd16b4","Code_228","NCI Thesaurus","","C70713","Biospecimen Type","Code"
"6af85bd9-b343-4263-8203-863b67de8950","Code_224","NCI Thesaurus","","C64809","Sodium Measurement","Code"
"a1886109-5d83-444e-9e84-369e3008bc51","Code_230","NCI Thesaurus","","C173522","Vital Signs Result","Code"
"092a11c9-da98-4245-a947-fa80e9a116fc","Code_231","http://www.cdisc.org","2023-09-29","C42547","Pascal","Code"
"0f0ee0ea-6e83-465f-91b8-0b8d0f12b1c2","Code_232","NCI Thesaurus","","C49669","Unit of Pressure","Code"
"a07a02bd-39b8-4951-a8e8-536e6efc5d78","Code_233","NCI Thesaurus","","C83088","Vital Signs Location","Code"
"fc3b980f-0449-4e62-a622-c951f1b14183","Code_234","NCI Thesaurus","","C123975","Vital Signs Laterality","Code"
"af6618d6-28bc-4d53-b70d-22d22586ea6f","Code_235","NCI Thesaurus","","C82535","Test Method","Code"
"72d04eee-02fb-4171-84bc-9d51c092dbc2","Code_236","NCI Thesaurus","","C83114","Vital Signs Position","Code"
"266be3aa-e823-4a61-9b5f-ca89cf09fffd","Code_229","NCI Thesaurus","","C25298","Systolic Blood Pressure","Code"
"36be89b2-60fb-4fc9-b7d3-f74ca1a17ba4","Code_238","NCI Thesaurus","","C173522","Vital Signs Result","Code"
"2528a299-184a-45b4-a0a3-22b310a350e8","Code_239","http://www.cdisc.org","2023-09-29","C42547","Pascal","Code"
"f7d23ab0-0d5b-4ea8-af20-3cffeb42f0a3","Code_240","NCI Thesaurus","","C49669","Unit of Pressure","Code"
"856e6523-2190-4229-a4f1-11ff7802428f","Code_241","NCI Thesaurus","","C83088","Vital Signs Location","Code"
"c2b70285-f16b-4b02-95e2-95bd10806114","Code_242","NCI Thesaurus","","C123975","Vital Signs Laterality","Code"
"58ade24b-a890-4980-8a11-f6c85e223b58","Code_243","NCI Thesaurus","","C82535","Test Method","Code"
"f026624e-3b82-4313-a508-0576f1ad9bab","Code_244","NCI Thesaurus","","C83114","Vital Signs Position","Code"
"2d4da028-f82e-42a1-96d4-361695cf86bb","Code_237","NCI Thesaurus","","C25299","Diastolic Blood Pressure","Code"
"d5aa6327-b953-4087-8910-20ab7f07f0ce","Code_246","NCI Thesaurus","","C173522","Vital Signs Result","Code"
"eaa337e3-983a-4d03-aae5-0ceb4b180257","Code_247","http://www.cdisc.org","2023-09-29","C49673","Beats per Minute","Code"
