"instanceType","uuid:ID","id","datatype","isRequired","isEnabled","name","label"
"BiomedicalConceptProperty","3ebdc1d5-b07e-4b23-bb60-41cfb0d1cb02","BiomedicalConceptProperty_120","string","True","True","Biospecimen Type","Biospecimen Type"
"BiomedicalConceptProperty","0ce80d74-3153-4965-97be-6aac7b9f9e93","BiomedicalConceptProperty_121","string","True","True","Laboratory Test Result","Laboratory Test Result"
"BiomedicalConceptProperty","dd27ec6c-e101-4e35-a231-299c0964e522","BiomedicalConceptProperty_122","boolean","True","True","Laboratory Test Fasting Status","Laboratory Test Fasting Status"
"BiomedicalConceptProperty","db716a52-3ee0-417f-8687-b6dfddc3bde0","BiomedicalConceptProperty_123","string","True","True","Unit of Concentration","Unit of Concentration"
"BiomedicalConceptProperty","683f45c9-0f2a-401e-840b-fb086a3f026c","BiomedicalConceptProperty_124","string","True","True","Biospecimen Type","Biospecimen Type"
"BiomedicalConceptProperty","ba369eb4-3a23-44e3-a1d1-9c8f2b90ad84","BiomedicalConceptProperty_125","decimal","True","True","Laboratory Test Result","Laboratory Test Result"
"BiomedicalConceptProperty","d931ad80-ad77-4d87-a364-312dc31b692a","BiomedicalConceptProperty_126","boolean","True","True","Laboratory Test Fasting Status","Laboratory Test Fasting Status"
"BiomedicalConceptProperty","4b20c02b-b3e8-4676-8221-2461723c41ea","BiomedicalConceptProperty_127","string","True","True","Molarity Unit","Molarity Unit"
"BiomedicalConceptProperty","0f0cc745-70c5-470d-b386-9036162af3d1","BiomedicalConceptProperty_128","string","True","True","Biospecimen Type","Biospecimen Type"
"BiomedicalConceptProperty","715f5194-89df-4c84-90a0-a9fcfe495760","BiomedicalConceptProperty_129","decimal","True","True","Laboratory Test Result","Laboratory Test Result"
"BiomedicalConceptProperty","5312ae12-c29f-4789-8285-5773cede0c04","BiomedicalConceptProperty_130","boolean","True","True","Laboratory Test Fasting Status","Laboratory Test Fasting Status"
"BiomedicalConceptProperty","d43976b1-a9b1-4f3d-8d74-7693d306ff44","BiomedicalConceptProperty_131","string","True","True","Molarity Unit","Molarity Unit"
"BiomedicalConceptProperty","16d7ba15-3880-41f4-bb16-d6e50d65bf2c","BiomedicalConceptProperty_132","string","True","True","Biospecimen Type","Biospecimen Type"
"BiomedicalConceptProperty","b624e834-c70f-4033-b36d-14b95d21a229","BiomedicalConceptProperty_1","string","True","True","Adverse Event Verbatim Description","Adverse Event Verbatim Description"
"BiomedicalConceptProperty","8be23ca3-d720-42e9-843e-b619bb2f3e34","BiomedicalConceptProperty_2","string","True","True","Adverse Event Dictionary Derived Term","Adverse Event Dictionary Derived Term"
"BiomedicalConceptProperty","7be442fb-676c-4b96-b954-45b58bf930a9","BiomedicalConceptProperty_3","string","True","True","Adverse Event Category","Adverse Event Category"
"BiomedicalConceptProperty","614187f1-c510-4a65-b1f7-a819f909f40f","BiomedicalConceptProperty_4","string","True","True","Adverse Event Subcategory","Adverse Event Subcategory"
"BiomedicalConceptProperty","87624eeb-84cb-4962-ab29-27835e4e43b4","BiomedicalConceptProperty_5","boolean","True","True","Adverse Event Pre-specified","Adverse Event Pre-specified"
"BiomedicalConceptProperty","2717f04f-7491-423a-a98f-3dbe82bba02a","BiomedicalConceptProperty_6","string","True","True","Severity of Adverse Event","Severity of Adverse Event"
"BiomedicalConceptProperty","a5007bc5-a046-4b26-812d-d0b3120fed22","BiomedicalConceptProperty_7","string","True","True","Adverse Event Toxicity Grade","Adverse Event Toxicity Grade"
"BiomedicalConceptProperty","24522ab6-d001-4380-9d1c-6c591feaa6bb","BiomedicalConceptProperty_8","boolean","True","True","Seriousness of Adverse Event","Seriousness of Adverse Event"
"BiomedicalConceptProperty","bc3354f7-fd9b-4235-a3ef-a27eafdffe40","BiomedicalConceptProperty_9","string","True","True","Adverse Event Action Taken with Study Treatment","Adverse Event Action Taken with Study Treatment"
"BiomedicalConceptProperty","34212cc1-3d3e-4032-ba32-862a87ff80b0","BiomedicalConceptProperty_10","string","True","True","Adverse Event Attribution to Product or Procedure","Adverse Event Attribution to Product or Procedure"
"BiomedicalConceptProperty","905db08f-d0c9-4d6c-b0d0-a108e47881f3","BiomedicalConceptProperty_11","string","True","True","Adverse Event Pattern","Adverse Event Pattern"
"BiomedicalConceptProperty","4dc77909-7a7c-4f2f-86bf-0089562063cd","BiomedicalConceptProperty_12","string","True","True","Adverse Event Outcome","Adverse Event Outcome"
"BiomedicalConceptProperty","dbe22a10-11e3-47a9-859b-4417d687d933","BiomedicalConceptProperty_13","datetime","True","True","Adverse Event Start Date Time","Adverse Event Start Date Time"
"BiomedicalConceptProperty","12997d20-ace8-4cf9-9935-a013f26b552b","BiomedicalConceptProperty_14","datetime","True","True","Adverse Event End Date Time","Adverse Event End Date Time"
"BiomedicalConceptProperty","09189eb2-df5e-4060-8531-373946b31083","BiomedicalConceptProperty_15","decimal","True","True","Vital Signs Result","Vital Signs Result"
"BiomedicalConceptProperty","81fc2df1-d739-4d07-a613-cc9e51aa6c3f","BiomedicalConceptProperty_16","string","True","True","Unit of Pressure","Unit of Pressure"
"BiomedicalConceptProperty","c90e5c6f-b40a-4dad-911e-6218d58cb81c","BiomedicalConceptProperty_17","string","True","True","Vital Signs Location","Vital Signs Location"
"BiomedicalConceptProperty","d17d993d-6020-4d1c-b4ec-042083d5abcf","BiomedicalConceptProperty_18","string","True","True","Vital Signs Laterality","Vital Signs Laterality"
"BiomedicalConceptProperty","661e3157-1f9a-45c1-8a6d-400811a75f0f","BiomedicalConceptProperty_19","string","True","True","Test Method","Test Method"
"BiomedicalConceptProperty","8748c68f-6546-490e-ab53-bab5ceb57325","BiomedicalConceptProperty_20","string","True","True","Vital Signs Position","Vital Signs Position"
"BiomedicalConceptProperty","28520100-9018-4cd5-a1a8-d6f4f06e9e62","BiomedicalConceptProperty_21","decimal","True","True","Vital Signs Result","Vital Signs Result"
"BiomedicalConceptProperty","88be7955-48d4-44d2-b4fd-aa65fd5f9a27","BiomedicalConceptProperty_22","string","True","True","Unit of Pressure","Unit of Pressure"
"BiomedicalConceptProperty","f744e954-abe4-4b0c-af69-056e793942cf","BiomedicalConceptProperty_23","string","True","True","Vital Signs Location","Vital Signs Location"
"BiomedicalConceptProperty","9d9c2862-6f69-4a86-99b7-4665d91f8fcc","BiomedicalConceptProperty_24","string","True","True","Vital Signs Laterality","Vital Signs Laterality"
"BiomedicalConceptProperty","8e5fd352-64ad-4c2b-86a1-d7ca605f1e09","BiomedicalConceptProperty_25","string","True","True","Test Method","Test Method"
"BiomedicalConceptProperty","91fdd970-c136-4b13-81e5-7997fc8df401","BiomedicalConceptProperty_26","string","True","True","Vital Signs Position","Vital Signs Position"
"BiomedicalConceptProperty","c2432529-b854-413b-b8b2-e19f1aedaa0e","BiomedicalConceptProperty_27","decimal","True","True","Vital Signs Result","Vital Signs Result"
"BiomedicalConceptProperty","9f36cc16-9585-4554-a29a-24ab5c0a1024","BiomedicalConceptProperty_28","string","True","True","Unit of Temperature","Unit of Temperature"
"BiomedicalConceptProperty","cbd9a4c0-ff53-40f3-951d-ddf2d712a9a6","BiomedicalConceptProperty_29","string","True","True","Vital Signs Location","Vital Signs Location"
"BiomedicalConceptProperty","70172482-cdb5-49da-ab4c-06fff06cc12d","BiomedicalConceptProperty_30","decimal","True","True","Vital Signs Result","Vital Signs Result"
"BiomedicalConceptProperty","60173367-4485-4aae-8a02-58d6e64e78c7","BiomedicalConceptProperty_31","string","True","True","Unit of Weight","Unit of Weight"
"BiomedicalConceptProperty","70a5cafe-69e4-4b4c-ac76-b012e03d55f9","BiomedicalConceptProperty_32","decimal","True","True","Vital Signs Result","Vital Signs Result"
"BiomedicalConceptProperty","1fbfa2b0-a342-4558-8c17-8e3c25cd2b96","BiomedicalConceptProperty_33","string","True","True","Unit of Height","Unit of Height"
"BiomedicalConceptProperty","7b6e3a1a-cbd1-44e4-91f4-18b4f82cd2ad","BiomedicalConceptProperty_34","decimal","True","True","Laboratory Test Result","Laboratory Test Result"
"BiomedicalConceptProperty","2dbcfa99-774e-488e-bc67-9b0a0b56344a","BiomedicalConceptProperty_35","boolean","True","True","Laboratory Test Fasting Status","Laboratory Test Fasting Status"
"BiomedicalConceptProperty","2a8559af-673f-40e2-b504-ce67b5485530","BiomedicalConceptProperty_36","string","True","True","Unit of Catalytic Activity Concentration","Unit of Catalytic Activity Concentration"
"BiomedicalConceptProperty","ecb45f07-7829-413e-8f37-44382bfbbeeb","BiomedicalConceptProperty_37","string","True","True","Biospecimen Type","Biospecimen Type"
"BiomedicalConceptProperty","10525c76-b099-4885-bce6-0c919a330742","BiomedicalConceptProperty_38","string","True","True","Laboratory Test Result","Laboratory Test Result"
"BiomedicalConceptProperty","821767fb-955d-419e-b1e0-a78e6c8977d3","BiomedicalConceptProperty_39","boolean","True","True","Laboratory Test Fasting Status","Laboratory Test Fasting Status"
"BiomedicalConceptProperty","64a8f8ca-81e4-4e73-9e46-247332cae9fd","BiomedicalConceptProperty_40","string","True","True","Unit of Concentration","Unit of Concentration"
"BiomedicalConceptProperty","19c3546f-83b0-494a-96c3-a12e86a515f3","BiomedicalConceptProperty_41","string","True","True","Biospecimen Type","Biospecimen Type"
"BiomedicalConceptProperty","eb09e269-418c-487b-9c47-100ff65394c7","BiomedicalConceptProperty_42","decimal","True","True","Laboratory Test Result","Laboratory Test Result"
"BiomedicalConceptProperty","5bad94e3-e0d5-42d6-8580-e697d217bfc5","BiomedicalConceptProperty_43","boolean","True","True","Laboratory Test Fasting Status","Laboratory Test Fasting Status"
"BiomedicalConceptProperty","b0a1f683-02a4-477c-9ce9-6b69d0e7ae67","BiomedicalConceptProperty_44","string","True","True","Unit of Catalytic Activity Concentration","Unit of Catalytic Activity Concentration"
"BiomedicalConceptProperty","05b46354-1dc1-433a-a8bd-cf6a40be0476","BiomedicalConceptProperty_45","string","True","True","Biospecimen Type","Biospecimen Type"
"BiomedicalConceptProperty","498e89bd-6b12-4615-8f00-7462957f368d","BiomedicalConceptProperty_46","decimal","True","True","Laboratory Test Result","Laboratory Test Result"
"BiomedicalConceptProperty","9686962c-b14f-4960-ab55-95e360621fa5","BiomedicalConceptProperty_47","boolean","True","True","Laboratory Test Fasting Status","Laboratory Test Fasting Status"
"BiomedicalConceptProperty","4feb14d8-1b84-4fa0-9c46-fcd2ffde90c3","BiomedicalConceptProperty_48","string","True","True","Unit of Catalytic Activity Concentration","Unit of Catalytic Activity Concentration"
"BiomedicalConceptProperty","4bb3cc2e-bd03-4d47-a631-e707914b6cda","BiomedicalConceptProperty_49","string","True","True","Biospecimen Type","Biospecimen Type"
"BiomedicalConceptProperty","dcebd033-29a8-4d19-94d2-fb24f31d6274","BiomedicalConceptProperty_50","string","True","True","Laboratory Test Result","Laboratory Test Result"
"BiomedicalConceptProperty","eb13a5fe-e55e-4ffa-9805-085dce8eb5d1","BiomedicalConceptProperty_51","boolean","True","True","Laboratory Test Fasting Status","Laboratory Test Fasting Status"
"BiomedicalConceptProperty","924efc92-63f0-4d3c-b8d1-179aeb4d8fd6","BiomedicalConceptProperty_52","string","True","True","Unit of Concentration","Unit of Concentration"
"BiomedicalConceptProperty","cdd386a3-5789-458e-87c3-386a7a59a6fb","BiomedicalConceptProperty_53","string","True","True","Biospecimen Type","Biospecimen Type"
"BiomedicalConceptProperty","000e1ee4-45b8-46f9-bbf3-4f9321579935","BiomedicalConceptProperty_54","decimal","True","True","Laboratory Test Result","Laboratory Test Result"
"BiomedicalConceptProperty","36eedba8-3339-4ea4-bdd8-ef7787b320e9","BiomedicalConceptProperty_55","boolean","True","True","Laboratory Test Fasting Status","Laboratory Test Fasting Status"
"BiomedicalConceptProperty","7961d4d1-a4db-44e5-a7a8-0da7654c40f1","BiomedicalConceptProperty_56","string","True","True","Molarity Unit","Molarity Unit"
"BiomedicalConceptProperty","84bae6af-dbc8-47d8-b81a-e0408c5f6abc","BiomedicalConceptProperty_57","string","True","True","Biospecimen Type","Biospecimen Type"
"BiomedicalConceptProperty","17f448ff-7f58-41f1-8327-799013fa2567","BiomedicalConceptProperty_58","decimal","True","True","Laboratory Test Result","Laboratory Test Result"
"BiomedicalConceptProperty","32fdfa1a-94fb-436f-990c-e7a4640100e9","BiomedicalConceptProperty_59","boolean","True","True","Laboratory Test Fasting Status","Laboratory Test Fasting Status"
"BiomedicalConceptProperty","1eca9db3-0252-42b3-9834-10d8f9509cc4","BiomedicalConceptProperty_60","string","True","True","Molarity Unit","Molarity Unit"
"BiomedicalConceptProperty","ae9a85a8-2bc3-4fa9-b12a-ed1e587f23ac","BiomedicalConceptProperty_61","string","True","True","Biospecimen Type","Biospecimen Type"
"BiomedicalConceptProperty","a40cd54f-6d4b-4c74-86e6-7336cedfda81","BiomedicalConceptProperty_62","decimal","True","True","Vital Signs Result","Vital Signs Result"
"BiomedicalConceptProperty","3ed93b7b-7675-4b32-8a0b-d53a235d98e0","BiomedicalConceptProperty_63","string","True","True","Unit of Pressure","Unit of Pressure"
"BiomedicalConceptProperty","2f62aca5-9bd9-4ca8-9723-fb0bd0e89780","BiomedicalConceptProperty_64","string","True","True","Vital Signs Location","Vital Signs Location"
"BiomedicalConceptProperty","69131b8a-e145-4027-9fd7-f807ef941964","BiomedicalConceptProperty_65","string","True","True","Vital Signs Laterality","Vital Signs Laterality"
"BiomedicalConceptProperty","4bb23188-cdd1-4bf4-8f73-08e1fac2a7ea","BiomedicalConceptProperty_66","string","True","True","Test Method","Test Method"
"BiomedicalConceptProperty","2a682771-30ca-40b3-8080-a4621bf13447","BiomedicalConceptProperty_67","string","True","True","Vital Signs Position","Vital Signs Position"
"BiomedicalConceptProperty","32b075d4-f568-4a99-86c8-7d613ebe107b","BiomedicalConceptProperty_68","decimal","True","True","Vital Signs Result","Vital Signs Result"
"BiomedicalConceptProperty","87fc6652-763c-4ca2-8d35-33fd65b11140","BiomedicalConceptProperty_69","string","True","True","Unit of Pressure","Unit of Pressure"
"BiomedicalConceptProperty","4d2e9192-1f7a-40b5-86fb-e23c0c3c3976","BiomedicalConceptProperty_70","string","True","True","Vital Signs Location","Vital Signs Location"
"BiomedicalConceptProperty","5115ec63-c7b0-4f4b-860c-135fa0f5e121","BiomedicalConceptProperty_71","string","True","True","Vital Signs Laterality","Vital Signs Laterality"
"BiomedicalConceptProperty","b0bed471-1ab2-4ce3-ae52-7ea7e63f7523","BiomedicalConceptProperty_72","string","True","True","Test Method","Test Method"
"BiomedicalConceptProperty","f05b7008-a347-47a6-9a61-2921a58a2255","BiomedicalConceptProperty_73","string","True","True","Vital Signs Position","Vital Signs Position"
"BiomedicalConceptProperty","37565775-da25-4765-a6ee-bd7844d7c9d0","BiomedicalConceptProperty_74","integer","True","True","Vital Signs Result","Vital Signs Result"
"BiomedicalConceptProperty","5aecf6d8-3e31-4ca5-a46c-e6c7ed16997b","BiomedicalConceptProperty_75","string","True","True","Count per Minute","Count per Minute"
"BiomedicalConceptProperty","23895499-900f-4150-a46d-27fb6f120ac8","BiomedicalConceptProperty_76","string","True","True","Vital Signs Location","Vital Signs Location"
"BiomedicalConceptProperty","42f4fcda-ab31-4950-af91-e9e09e447f78","BiomedicalConceptProperty_77","string","True","True","Vital Signs Laterality","Vital Signs Laterality"
"BiomedicalConceptProperty","6a126d6b-2a59-44ae-b62d-452ef83f88cb","BiomedicalConceptProperty_78","string","True","True","Test Method","Test Method"
"BiomedicalConceptProperty","e00487f6-ed07-4b56-b7cd-9a05e57a0acb","BiomedicalConceptProperty_79","string","True","True","Vital Signs Position","Vital Signs Position"
"BiomedicalConceptProperty","b49a9f3e-93b0-4803-81e9-c6fe65723c55","BiomedicalConceptProperty_80","decimal","True","True","Vital Signs Result","Vital Signs Result"
"BiomedicalConceptProperty","c76b39f0-64e0-459c-9050-a5011644b48a","BiomedicalConceptProperty_81","string","True","True","Unit of Pressure","Unit of Pressure"
"BiomedicalConceptProperty","d7c81d2d-5476-4220-a2d7-d52c2d073882","BiomedicalConceptProperty_82","string","True","True","Vital Signs Location","Vital Signs Location"
"BiomedicalConceptProperty","c0c718d4-48b3-4f8b-afe1-b12fbe1c0b99","BiomedicalConceptProperty_83","string","True","True","Vital Signs Laterality","Vital Signs Laterality"
"BiomedicalConceptProperty","22f1bdd8-77c7-4d0a-a5b0-968322dbaa99","BiomedicalConceptProperty_84","string","True","True","Test Method","Test Method"
"BiomedicalConceptProperty","8175e68a-5549-4cca-8f82-fe3d68c4a0da","BiomedicalConceptProperty_85","string","True","True","Vital Signs Position","Vital Signs Position"
"BiomedicalConceptProperty","b107f369-86e5-4bc0-91e9-0c12b120fc7b","BiomedicalConceptProperty_86","decimal","True","True","Vital Signs Result","Vital Signs Result"
"BiomedicalConceptProperty","470ccf07-84f3-4ba8-a1b5-7579e2c61879","BiomedicalConceptProperty_87","string","True","True","Unit of Pressure","Unit of Pressure"
"BiomedicalConceptProperty","83496393-9c79-4887-9f37-7e21a15610aa","BiomedicalConceptProperty_88","string","True","True","Vital Signs Location","Vital Signs Location"
"BiomedicalConceptProperty","e673c3cb-44f3-4847-8f4a-a72dc039d8a0","BiomedicalConceptProperty_89","string","True","True","Vital Signs Laterality","Vital Signs Laterality"
"BiomedicalConceptProperty","9c75f79e-9cf0-4ce9-ad60-70c03a2f0269","BiomedicalConceptProperty_90","string","True","True","Test Method","Test Method"
"BiomedicalConceptProperty","59330c17-3a54-4290-ae78-a3145c64ecaf","BiomedicalConceptProperty_91","string","True","True","Vital Signs Position","Vital Signs Position"
"BiomedicalConceptProperty","c120b215-7ee6-4ccb-b092-db7ae477e98e","BiomedicalConceptProperty_92","integer","True","True","Vital Signs Result","Vital Signs Result"
"BiomedicalConceptProperty","ffa50596-8428-4b78-970e-f762e82cc552","BiomedicalConceptProperty_93","string","True","True","Count per Minute","Count per Minute"
"BiomedicalConceptProperty","f65b418e-5a56-4cfe-8359-523dd0fe0f85","BiomedicalConceptProperty_94","string","True","True","Vital Signs Location","Vital Signs Location"
"BiomedicalConceptProperty","5025e4e8-25f8-4890-9949-4c4f598fc35f","BiomedicalConceptProperty_95","string","True","True","Vital Signs Laterality","Vital Signs Laterality"
"BiomedicalConceptProperty","56a8d14d-c6c3-416d-9747-5f7407358c66","BiomedicalConceptProperty_96","string","True","True","Test Method","Test Method"
"BiomedicalConceptProperty","acf43491-de1d-457e-a549-2a59ea5785e0","BiomedicalConceptProperty_97","string","True","True","Vital Signs Position","Vital Signs Position"
