"instanceType","codeSystem","uuid:ID","codeSystemVersion","code","decode","id"
"Code","http://www.cdisc.org","884a881b-83b1-4d5e-8c87-1ae16750f4ac","2023-12-15","C51282","Clinic","Code_90"
"Code","http://www.cdisc.org","bab8c625-eb4f-42e8-8990-0d64ef6bf645","2023-12-15","C175574","In Person","Code_91"
"Code","http://www.cdisc.org","1a1b94fd-a5eb-419f-83a8-9e562bbd1b4c","2023-12-15","C25716","Visit","Code_92"
"Code","http://www.cdisc.org","95d2ed0d-4e92-438d-8919-15e3cbe2c072","2023-12-15","C51282","Clinic","Code_93"
"Code","http://www.cdisc.org","362176b6-d4c7-4d64-9afa-603b6f7cae26","2023-12-15","C175574","In Person","Code_94"
"Code","http://www.cdisc.org","fdf9fee8-fcbb-4c6d-bc48-bc132585da16","2023-12-15","C25716","Visit","Code_95"
"Code","http://www.cdisc.org","cc58480f-1023-4d25-b855-0782f1bf9552","2023-12-15","C51282","Clinic","Code_96"
"Code","http://www.cdisc.org","4dcae60b-1f0a-423a-86cc-66512c588385","2023-12-15","C175574","In Person","Code_97"
"Code","http://www.cdisc.org","1fb241b4-6a02-4ff5-9c9b-da16120a2fb9","2023-12-15","C25716","Visit","Code_98"
"Code","http://www.cdisc.org","e6b21b20-0392-431b-8f4f-88bb6b4851e4","2023-12-15","C51282","Clinic","Code_99"
"Code","http://www.cdisc.org","e7ed1ba2-96f8-4aa8-b963-67ee17ed0857","2023-12-15","C175574","In Person","Code_100"
"Code","http://www.cdisc.org","3d5ef9bb-77ad-45e2-b46d-a5ce57948d8f","2023-12-15","C25716","Visit","Code_101"
"Code","http://www.cdisc.org","b9cc30e0-f060-4b10-b647-6fe9c9a2ab65","2023-12-15","C51282","Clinic","Code_102"
"Code","http://www.cdisc.org","7fd3423a-1519-4544-bf8c-d6d08d7ff07d","2023-12-15","C175574","In Person","Code_103"
"Code","http://www.cdisc.org","326c9066-8af6-4550-9316-5d5ee9437879","2023-12-15","C171537","Telephone Call","Code_104"
"Code","http://www.cdisc.org","0d183316-7c1d-4881-9465-69f039064565","2023-12-15","C25716","Visit","Code_105"
"Code","http://www.cdisc.org","4549d7d6-5fb0-4a27-bb05-0790c975f442","2023-12-15","C51282","Clinic","Code_106"
"Code","http://www.cdisc.org","ce723b77-8f87-4b49-a6d0-c12c47844874","2023-12-15","C175574","In Person","Code_107"
"Code","http://www.cdisc.org","7e3a7580-a6d8-41f3-a825-0db4d6cf7a4d","2023-12-15","C171537","Telephone Call","Code_108"
"Code","http://www.cdisc.org","d8486a4f-7285-4fad-aed2-2417307e1fbe","2023-12-15","C25716","Visit","Code_109"
"Code","http://www.cdisc.org","a7ee2fbc-b511-450a-8c48-fd9e28157c0a","2023-12-15","C51282","Clinic","Code_110"
"Code","http://www.cdisc.org","2b89c756-2e46-4034-a453-cd51f1d26ed6","2023-12-15","C175574","In Person","Code_111"
"Code","http://www.cdisc.org","e45f1aae-4e81-4f32-9550-d56fd4c56fa8","2023-12-15","C171537","Telephone Call","Code_112"
"Code","http://www.cdisc.org","7641417b-73e1-421e-8d81-fd337cdef2ea","2023-12-15","C25716","Visit","Code_113"
"Code","http://www.cdisc.org","7a866347-9957-4b54-a9bb-b72c724fab7f","2023-12-15","C51282","Clinic","Code_114"
"Code","http://www.cdisc.org","43ab751c-00e2-4bcb-96d3-82eee9bc772f","2023-12-15","C175574","In Person","Code_115"
"Code","http://www.cdisc.org","5594a7a9-f124-4ac4-ab02-9d9260c084b9","2023-12-15","C171537","Telephone Call","Code_116"
"Code","http://www.cdisc.org","6d069296-dbd1-42cd-b71e-cf4ffb7c7c6b","2023-12-15","C25716","Visit","Code_117"
"Code","http://www.cdisc.org","44259484-1419-4d60-8df0-3eb7eb006765","2023-12-15","C51282","Clinic","Code_118"
"Code","http://www.cdisc.org","de0982bc-6163-41ed-a304-959879387390","2023-12-15","C175574","In Person","Code_119"
"Code","http://www.cdisc.org","0d32f2ae-d36f-405a-a6d4-e77d29530f53","2023-12-15","C25716","Visit","Code_120"
"Code","http://www.cdisc.org","983a453d-ac14-4d47-a4ed-28a1dd5e70ed","2023-12-15","C51282","Clinic","Code_121"
"Code","http://www.cdisc.org","f2b5ed4d-1e42-4993-a02a-ce44ecdce964","2023-12-15","C175574","In Person","Code_122"
"Code","SNOMED","5643ec5f-3e51-41de-82d1-f0f203c87f18","January 31, 2018","383371000119108","CT of head without contrast","Code_80"
"Code","SPONSOR","ad590725-d5fd-4da7-bf3d-36a548c0141e","12","123","Subject Supine","Code_81"
"Code","SPONSOR","9b701fb5-814e-470d-b3d6-25d8244e8747","12","124","Subject Standing","Code_82"
"Code","http://www.cdisc.org","7f4ab5c5-8143-4c47-80f8-c1f64645df1b","2023-12-15","C82977","Dictionary-derived Term","Code_429"
"Code","http://www.cdisc.org","5f76ef66-8210-4568-8baa-0b2c62a9e63a","2023-12-15","C82571","Reported Event Term","Code_430"
"Code","http://www.cdisc.org","9d6f0c97-800d-4b4a-ad35-dd127b9fd82d","2023-12-15","C82517","Observation Start Date Time","Code_431"
"Code","http://www.cdisc.org","277f511a-e299-4194-8ca3-21495ba77477","2023-12-15","C16735","Informed Consent","Code_432"
"Code","http://www.cdisc.org","a51b9707-489e-49c8-a100-b0cf8f19a076","2023-12-15","C20197","Male","Code_433"
"Code","http://www.cdisc.org","23b49007-9e49-4bcc-9b1c-4a31b0e3c264","2023-12-15","C16576","Female","Code_434"
"Code","http://www.cdisc.org","ed1f1db2-2ffd-458b-84e3-beb25f6f9f8a","2023-12-15","C28421","Sex","Code_435"
"Code","http://www.cdisc.org","4ccb3e8b-8d47-4b5c-abad-915258187589","2023-12-15","C28421","Sex","Code_436"
"Code","http://www.cdisc.org","046174e3-2154-4c13-8efb-bc2afaf3a15d","2023-12-15","C17049","Race","Code_437"
"Code","http://www.cdisc.org","7b12e6af-1610-4b9d-a120-954d56cd0b19","2023-12-15","C17049","Race","Code_438"
"Code","http://www.cdisc.org","3bc1a298-2749-446c-9006-7388a223dc36","2023-12-15","C174446","TEMP","Code_439"
"Code","http://www.cdisc.org","dd1aab7d-50dc-4540-8d45-e56d871c1022","2023-12-15","C77140","Clinical Test Result","Code_440"
"Code","http://www.cdisc.org","1933e315-c979-4fe0-8946-ab20d6e601e3","2023-12-15","C42559","Degree Celsius","Code_441"
"Code","http://www.cdisc.org","c6af2360-81f7-45c5-a214-7b5aa95d8bb5","2023-12-15","C44277","Degree Fahrenheit","Code_442"
"Code","http://www.cdisc.org","ff20ed7f-5a9f-40c1-885d-fd0887124c1f","2023-12-15","C42537","Kelvin","Code_443"
"Code","http://www.cdisc.org","f51b850a-80e7-4b71-b0da-8fa65f85efe5","2023-12-15","C44276","Unit of Temperature","Code_444"
"Code","http://www.cdisc.org","52cd2404-13ca-4226-9a0d-46e3800f2957","2023-12-15","C12674","Axilla","Code_445"
"Code","http://www.cdisc.org","e3f01c46-8091-4efd-add3-fb2e0450f489","2023-12-15","C12394","Ear","Code_446"
"Code","http://www.cdisc.org","70a84da1-2a29-414f-a002-974eadd58197","2023-12-15","C89803","Forehead","Code_447"
"Code","http://www.cdisc.org","4abf57fd-3df1-4516-83c8-7966145295a2","2023-12-15","C12421","Oral Cavity","Code_448"
"Code","http://www.cdisc.org","8fd3a154-be70-40d0-abd0-0442a21c7a93","2023-12-15","C12390","Rectum","Code_449"
"Code","http://www.cdisc.org","1f105c3c-8c82-454d-a35e-87b326d4490a","2023-12-15","C13717","Anatomic Site","Code_450"
"Code","http://www.cdisc.org","ddcbdd77-d1b3-466a-8044-eb782a29d5eb","2023-12-15","C174446","TEMP","Code_451"
"Code","http://www.cdisc.org","b2862fa9-77ea-4576-87b4-8daf5fb4c935","2023-12-15","C25208","WEIGHT","Code_452"
"Code","http://www.cdisc.org","3634c8d7-b797-4f8b-bbbd-18ff24d8b91a","2023-12-15","C77140","Clinical Test Result","Code_453"
"Code","http://www.cdisc.org","f2ecb91e-9d20-4e40-8ec6-b307bb9949d5","2023-12-15","C48531","Pound","Code_454"
"Code","http://www.cdisc.org","085b9eb4-bd6a-4eea-83d6-34f93f11df5c","2023-12-15","C48155","Gram","Code_455"
"Code","http://www.cdisc.org","98784d16-5df4-4e22-aa67-2ac44bc40c23","2023-12-15","C28252","Kilogram","Code_456"
"Code","http://www.cdisc.org","07c3153f-be3b-4f33-bcf4-a27ce3e774d0","2023-12-15","C48208","Unit of Weight","Code_457"
"Code","http://www.cdisc.org","754b4e61-7ae8-4a3d-b7b1-c837898ec02b","2023-12-15","C25208","WEIGHT","Code_458"
"Code","http://www.cdisc.org","d9cf85c2-01fb-4a0f-bc2c-59b6d7889351","2023-12-15","C25347","HEIGHT","Code_459"
"Code","http://www.cdisc.org","bf77f08c-d0b8-4914-b578-f8f4ae51edc1","2023-12-15","C77140","Clinical Test Result","Code_460"
"Code","http://www.cdisc.org","5b826a43-5373-41bd-b8fd-e78821d0da24","2023-12-15","C49668","Centimeter","Code_461"
"Code","http://www.cdisc.org","8e808ff7-00f3-4785-a4eb-ee7dce210a93","2023-12-15","C48500","Inch","Code_462"
"Code","http://www.cdisc.org","29bd3505-9cf3-4dc2-a957-0907ec73eaa9","2023-12-15","C41139","Meter","Code_463"
"Code","http://www.cdisc.org","76319c20-dd21-4d84-a105-c85720698f47","2023-12-15","C168688","Unit of Height","Code_464"
"Code","http://www.cdisc.org","5f65bd2c-1de7-4c99-9184-c0315ee5e8c3","2023-12-15","C25347","HEIGHT","Code_465"
"Code","http://www.cdisc.org","fd130802-e777-4599-abe6-73554d5d8145","2023-12-15","C64433","ALT","Code_466"
"Code","http://www.cdisc.org","c9b3b384-d0ad-40ee-8c62-69a365bbff7e","2023-12-15","C36292","Laboratory Test Result","Code_467"
"Code","http://www.cdisc.org","f403ffcb-865c-4769-b32b-873d5df48720","2023-12-15","C67456","Unit per Liter","Code_468"
"Code","http://www.cdisc.org","a995b59b-6155-4677-a20a-908bf1bdbbb4","2023-12-15","C67397","Microkatal per Liter","Code_469"
"Code","http://www.cdisc.org","a450a149-21cf-4c0c-b3b5-6b9d82db3d88","2023-12-15","C67376","International Unit per Liter","Code_470"
"Code","http://www.cdisc.org","e02b4b88-42c4-44e6-a663-f4d3742925f8","2023-12-15","C70510","Nanokatal per Liter","Code_471"
"Code","http://www.cdisc.org","e90b2c78-1329-445b-aa34-eb92311b218b","2023-12-15","C67365","Unit of Catalytic Activity Concentration","Code_472"
"Code","http://www.cdisc.org","e01078f0-6318-435a-b39b-e5168f701e0d","2023-12-15","C70713","Biospecimen Type","Code_473"
"Code","http://www.cdisc.org","e6e3f61e-d7cc-4d67-92f0-68fccfebf2ff","2023-12-15","C49487","No","Code_474"
"Code","http://www.cdisc.org","b2b7e99a-c69f-4e0b-98e5-2a710b976963","2023-12-15","C49488","Yes","Code_475"
"Code","http://www.cdisc.org","08c23554-9c25-46eb-aa83-def1931e320a","2023-12-15","C83309","Laboratory Test Fasting Status","Code_476"
"Code","http://www.cdisc.org","8aee7a99-8a1c-49fc-a09d-e56364f42c2b","2023-12-15","C64433","ALT","Code_477"
"Code","http://www.cdisc.org","b61a5551-aa0a-4a87-9be6-6c8a59f2d664","2023-12-15","C64431","ALB","Code_478"
"Code","http://www.cdisc.org","bac7a528-0138-40da-8aba-7de5234d1f9f","2023-12-15","C36292","Laboratory Test Result","Code_479"
"Code","http://www.cdisc.org","9831c409-ff63-415b-8f16-2f1182004dc6","2023-12-15","C70713","Biospecimen Type","Code_480"
"Code","http://www.cdisc.org","f2d1c144-9ba8-4808-b7b3-5db77b9f419c","2023-12-15","C49487","No","Code_481"
"Code","http://www.cdisc.org","33e1141b-7917-4f28-9a35-10382d1aab65","2023-12-15","C49488","Yes","Code_482"
"Code","http://www.cdisc.org","0f692cca-71ab-400f-a0cf-0d3caca0395b","2023-12-15","C83309","Laboratory Test Fasting Status","Code_483"
"Code","http://www.cdisc.org","5fb323c4-b3b2-4f51-a4bc-43f701761c35","2023-12-15","C64431","ALB","Code_484"
"Code","http://www.cdisc.org","3f442c5c-2fec-4089-ada5-75b9182455cc","2023-12-15","C64432","ALP","Code_485"
"Code","http://www.cdisc.org","4b01690f-6c22-45c2-9614-174f97c59601","2023-12-15","C36292","Laboratory Test Result","Code_486"
"Code","http://www.cdisc.org","6ef778d0-f7da-4a18-b0a3-8826c9739143","2023-12-15","C67456","Unit per Liter","Code_487"
"Code","http://www.cdisc.org","202cdd9a-1f9a-4a92-94f9-3d014361ecc8","2023-12-15","C67397","Microkatal per Liter","Code_488"
"Code","http://www.cdisc.org","5c487ca0-eb42-4bbf-bd40-041a818b0dc3","2023-12-15","C67376","International Unit per Liter","Code_489"
"Code","http://www.cdisc.org","5f393239-9387-4054-beb5-ca99c7ff8bc3","2023-12-15","C67365","Unit of Catalytic Activity Concentration","Code_490"
"Code","http://www.cdisc.org","37282c38-c6a4-47f3-9c68-2472a1f00247","2023-12-15","C70713","Biospecimen Type","Code_491"
"Code","http://www.cdisc.org","e8b01bdf-74ad-4fc4-9ce1-529ec2c5c458","2023-12-15","C49487","No","Code_492"
"Code","http://www.cdisc.org","1a204260-20b4-4022-bd3b-f5d82af8929a","2023-12-15","C49488","Yes","Code_493"
"Code","http://www.cdisc.org","c35397d2-80c2-46a0-b493-9a789a822473","2023-12-15","C83309","Laboratory Test Fasting Status","Code_494"
"Code","http://www.cdisc.org","8f7fbe10-7eba-4b97-91e3-412fa5af899c","2023-12-15","C64432","ALP","Code_495"
"Code","http://www.cdisc.org","9da788e9-4ff5-41fe-977f-52c36b11c29f","2023-12-15","C64467","AST","Code_496"
"Code","http://www.cdisc.org","206e22b7-9138-4c19-b8e2-083881db6e7c","2023-12-15","C36292","Laboratory Test Result","Code_497"
"Code","http://www.cdisc.org","830c19d0-311b-475b-8274-61732f89704c","2023-12-15","C67456","Unit per Liter","Code_498"
"Code","http://www.cdisc.org","4d2dcbab-b5f0-499d-ae42-3a83fb4d781b","2023-12-15","C67397","Microkatal per Liter","Code_499"
"Code","http://www.cdisc.org","92bd228d-a2ae-4e67-87ab-60ae4ff70543","2023-12-15","C67376","International Unit per Liter","Code_500"
"Code","http://www.cdisc.org","05bea9cf-e617-4f7f-8e4a-a55e31325afc","2023-12-15","C67365","Unit of Catalytic Activity Concentration","Code_501"
"Code","http://www.cdisc.org","d9451593-0e76-4da6-9c62-32e9d6ba9d3a","2023-12-15","C70713","Biospecimen Type","Code_502"
"Code","http://www.cdisc.org","3f58c9c6-bc97-48ee-9e24-4cc09fde33ff","2023-12-15","C49487","No","Code_503"
"Code","http://www.cdisc.org","79ff9ff7-2490-4cee-8ab3-a67f2c303427","2023-12-15","C49488","Yes","Code_504"
"Code","http://www.cdisc.org","aa43b2d4-8ca9-4e47-82a5-2c340a850c4e","2023-12-15","C83309","Laboratory Test Fasting Status","Code_505"
"Code","http://www.cdisc.org","d045a163-727f-472e-9968-a183b02e7846","2023-12-15","C64467","AST","Code_506"
"Code","http://www.cdisc.org","969b0993-faf9-4474-8bb5-010187ddf7e0","2023-12-15","C64547","CREAT","Code_507"
"Code","http://www.cdisc.org","a6642347-6901-4be9-bf17-597b9f349d6f","2023-12-15","C36292","Laboratory Test Result","Code_508"
"Code","http://www.cdisc.org","db4adf25-cc10-43fe-b59d-f63aaf459c64","2023-12-15","C67015","Milligram per Deciliter","Code_509"
"Code","http://www.cdisc.org","d9e8d41a-99e1-4116-99af-8597531301ec","2023-12-15","C64572","Microgram per Milliliter","Code_510"
"Code","http://www.cdisc.org","15e283de-e4c4-45ca-9f09-dbf0e954dfec","2023-12-15","C64387","Millimole per Liter","Code_511"
"Code","http://www.cdisc.org","389669c6-e99e-4363-8f9e-53f2de7dc276","2023-12-15","C48508","Micromole per Liter","Code_512"
"Code","http://www.cdisc.org","09896968-b7b6-48dc-afba-1b6343802875","2023-12-15","C48207","Unit of Concentration","Code_513"
"Code","http://www.cdisc.org","9e3e3aee-b9bb-4fee-80ac-09aa7fa9ca8a","2023-12-15","C70713","Biospecimen Type","Code_514"
"Code","http://www.cdisc.org","f995bf1c-1239-4743-bffa-df083c0394b7","2023-12-15","C49487","No","Code_515"
"Code","http://www.cdisc.org","bc911102-6bed-4c13-9bf3-af6aba79aa6b","2023-12-15","C49488","Yes","Code_516"
"Code","http://www.cdisc.org","c7f638d9-90fd-4e53-a29d-f4e379840807","2023-12-15","C83309","Laboratory Test Fasting Status","Code_517"
"Code","http://www.cdisc.org","f3358cf1-fd62-4bf2-adf0-ba5dd0ec7b81","2023-12-15","C64547","CREAT","Code_518"
"Code","http://www.cdisc.org","5b216dc7-b190-4d37-90aa-e6e3572a1076","2023-12-15","C64853","K","Code_519"
"Code","http://www.cdisc.org","f9f8a544-fa72-4ec9-b3de-fa8d767506ca","2023-12-15","C36292","Laboratory Test Result","Code_520"
"Code","http://www.cdisc.org","4f1a97eb-2de4-4253-a0a0-ab5d887c6794","2023-12-15","C67474","Milliequivalent per Liter","Code_521"
"Code","http://www.cdisc.org","bea53ed7-4f0c-4b40-9c24-ce5d22ea10af","2023-12-15","C67473","Milliequivalent per Deciliter","Code_522"
"Code","http://www.cdisc.org","828edca1-7d5a-4402-84bc-8a633c34a87a","2023-12-15","C64387","Millimole per Liter","Code_523"
"Code","http://www.cdisc.org","75340d6f-9fa4-4dd8-b900-a68a2e9765e7","2023-12-15","C64567","Molarity Unit","Code_524"
"Code","http://www.cdisc.org","a0edfebb-84e8-422d-9144-39cb2ba04153","2023-12-15","C70713","Biospecimen Type","Code_525"
"Code","http://www.cdisc.org","af24a867-9a87-41f6-b615-b4d2412cca1c","2023-12-15","C49487","No","Code_526"
"Code","http://www.cdisc.org","3b02ebea-5035-4728-acd0-82cb98f35e03","2023-12-15","C49488","Yes","Code_527"
"Code","http://www.cdisc.org","2a82fcfd-666d-4d58-86b6-d0b8a9e97468","2023-12-15","C83309","Laboratory Test Fasting Status","Code_528"
"Code","http://www.cdisc.org","cf406c55-05b8-4f8f-b7ec-67befa174f2a","2023-12-15","C64853","K","Code_529"
"Code","http://www.cdisc.org","db01a180-a9e6-4d95-8b34-750b4110c432","2023-12-15","C64809","SODIUM","Code_530"
"Code","http://www.cdisc.org","d49242be-e0fc-4552-8331-409df409a2a9","2023-12-15","C36292","Laboratory Test Result","Code_531"
"Code","http://www.cdisc.org","a48ec0c7-85bc-48a7-93a9-7dd1571644c8","2023-12-15","C67474","Milliequivalent per Liter","Code_532"
"Code","http://www.cdisc.org","4c987da2-0704-4b88-b18f-804bd90136d9","2023-12-15","C67473","Milliequivalent per Deciliter","Code_533"
"Code","http://www.cdisc.org","f8f6ea3f-b26d-47e6-b801-d234589bfa95","2023-12-15","C64387","Millimole per Liter","Code_534"
"Code","http://www.cdisc.org","1cad3f3a-c94b-47d8-8640-cda1e4519451","2023-12-15","C64567","Molarity Unit","Code_535"
"Code","http://www.cdisc.org","1622e58f-d8c4-4545-a84c-b3ffb51c67d7","2023-12-15","C70713","Biospecimen Type","Code_536"
"Code","http://www.cdisc.org","f7f40761-6813-43d6-a74c-7016bdb43aec","2023-12-15","C49487","No","Code_537"
"Code","http://www.cdisc.org","1868d817-4d8b-462d-95e8-1c6f6f11a3da","2023-12-15","C49488","Yes","Code_538"
"Code","http://www.cdisc.org","6507d0b5-783b-433b-b7ac-43c01cf84f42","2023-12-15","C83309","Laboratory Test Fasting Status","Code_539"
"Code","http://www.cdisc.org","02828c1c-38a3-47f5-a22f-70840e6df636","2023-12-15","C64809","SODIUM","Code_540"
"Code","http://www.cdisc.org","48000772-45e7-47fa-af6b-63a4dc4474d5","2023-12-15","C64849","HBA1C","Code_541"
"Code","http://www.cdisc.org","232d09d9-e94b-493f-aca1-71af934b4e46","2023-12-15","C36292","Laboratory Test Result","Code_542"
"Code","http://www.cdisc.org","7ab9ca5f-519e-459f-9e1d-cc9852e824b2","2023-12-15","C64783","Gram per Deciliter","Code_543"
"Code","http://www.cdisc.org","1b8b6f43-c8c5-4cac-a3be-19ba478f6acf","2023-12-15","No Concept Code","LBORRESU","Code_544"
"Code","http://www.cdisc.org","f1061c35-62a6-490c-b862-df7de95efb96","2023-12-15","C70713","Biospecimen Type","Code_545"
"Code","http://www.cdisc.org","16dbdce3-cc94-4184-9cb6-eb06875a586f","2023-12-15","C49487","No","Code_546"
"Code","http://www.cdisc.org","e9e0593f-cf8a-4322-ab9e-57d939c95740","2023-12-15","C49488","Yes","Code_547"
"Code","http://www.cdisc.org","eddea300-70d1-4cec-8379-cccf96766a9f","2023-12-15","C83309","Laboratory Test Fasting Status","Code_548"
"Code","http://www.cdisc.org","8a3edc0f-0bdf-46e5-9955-1a8e648e7b3d","2023-12-15","C64849","HBA1C","Code_549"
"Code","http://www.cdisc.org","6a7ba566-bee5-4c26-9340-3a92cce36b08","2023-12-15","C78541","Adverse Event Verbatim Description","Code_145"
"Code","http://www.cdisc.org","49f6918e-b205-4a6a-92c0-49f611a0397b","2023-12-15","C83344","Adverse Event Dictionary Derived Term","Code_146"
"Code","http://www.cdisc.org","28de98a1-21ea-40ff-8592-ab29a08097f6","2023-12-15","C49487","No","Code_147"
"Code","http://www.cdisc.org","8110fdc7-920e-49b1-b2f2-4a6b48c5ba84","2023-12-15","C49488","Yes","Code_148"
"Code","http://www.cdisc.org","83f3f5f5-858b-478b-bb43-1245188f3134","2023-12-15","C87840","Adverse Event Pre-specified","Code_149"
"Code","http://www.cdisc.org","2a10d195-e095-4f76-915f-fad33fa98d72","2023-12-15","C83205","Adverse Event Location","Code_150"
"Code","http://www.cdisc.org","2f8c730b-cd63-4870-83f7-bd0769d79dcc","2023-12-15","C53253","Severity of Adverse Event","Code_151"
"Code","http://www.cdisc.org","8841ea79-a592-43e9-94df-c08442c716fc","2023-12-15","C49487","No","Code_152"
"Code","http://www.cdisc.org","e123742c-1a75-40e8-be55-43f9a99f6026","2023-12-15","C49488","Yes","Code_153"
"Code","http://www.cdisc.org","662eef0e-9b82-438d-91a8-7597d50b5a5b","2023-12-15","C53252","Seriousness of Adverse Event","Code_154"
"Code","http://www.cdisc.org","6a8207d8-97b4-44ce-9278-63f5138ffd52","2023-12-15","C83013","Adverse Event Action Taken with Study Treatment","Code_155"
"Code","http://www.cdisc.org","de38dd30-01e8-4cf0-87a9-14062fd41cfa","2023-12-15","C83109","Other Actions taken in Response to Adverse Event","Code_156"
"Code","http://www.cdisc.org","74e3375a-1e87-4696-86e4-b8e45cc82915","2023-12-15","C41358","Adverse Event Attribution to Product or Procedure","Code_157"
"Code","http://www.cdisc.org","e4bd82bb-2a56-46f5-be63-e481f74967ac","2023-12-15","C83210","Adverse Event Relationship to Non Study Treatment","Code_158"
"Code","http://www.cdisc.org","75d93f5f-b732-42f0-8fc9-5bc66cdca883","2023-12-15","C83208","Adverse Event Pattern","Code_159"
"Code","http://www.cdisc.org","cf9544eb-04ed-48d8-a2fd-dbdfbdc8dba6","2023-12-15","C49489","Adverse Event Outcome","Code_160"
"Code","http://www.cdisc.org","27924a41-144d-477b-b76d-ac68faf5a852","2023-12-15","C49487","No","Code_161"
"Code","http://www.cdisc.org","21465bda-44a5-43f7-9daa-abac6a0be06e","2023-12-15","C49488","Yes","Code_162"
"Code","http://www.cdisc.org","62006b24-f7af-46af-ac90-babf89e1a71e","2023-12-15","C83211","Adverse Event Involves Cancer","Code_163"
"Code","http://www.cdisc.org","cbdb2f46-6fd3-4f14-bb89-f2df218f4e1a","2023-12-15","C49487","No","Code_164"
"Code","http://www.cdisc.org","aa860819-3e76-4634-a534-0d337bb25275","2023-12-15","C49488","Yes","Code_165"
"Code","http://www.cdisc.org","d0bb94d5-a65d-4826-b304-6632db4e23ac","2023-12-15","C83117","Adverse Event Seriousness Due to Congenital Anomaly","Code_166"
"Code","http://www.cdisc.org","9585253d-f0d0-4f9f-b800-67989a42c07d","2023-12-15","C49487","No","Code_167"
