"id","codeSystemVersion","decode","code","uuid:ID","codeSystem","instanceType"
"Code_108","2023-12-15","Telephone Call","C171537","97d49a7e-b030-4fe8-a529-52bbbe60e641","http://www.cdisc.org","Code"
"Code_109","2023-12-15","Visit","C25716","b535f760-227b-43b4-9143-a132bcbf159e","http://www.cdisc.org","Code"
"Code_110","2023-12-15","Clinic","C51282","3518f0f7-9d39-4da0-b1fa-26a1dc915b5b","http://www.cdisc.org","Code"
"Code_111","2023-12-15","In Person","C175574","96c1ab83-44c3-4799-be28-275a79105656","http://www.cdisc.org","Code"
"Code_112","2023-12-15","Telephone Call","C171537","b39392fa-9760-4770-b60f-834fd3177325","http://www.cdisc.org","Code"
"Code_113","2023-12-15","Visit","C25716","730965fe-6dd4-498e-a70d-660592a6cb7e","http://www.cdisc.org","Code"
"Code_114","2023-12-15","Clinic","C51282","a682fad3-f813-4366-b733-055a92954128","http://www.cdisc.org","Code"
"Code_115","2023-12-15","In Person","C175574","448c2c8b-441e-4b92-9c3d-ddf0e110e35d","http://www.cdisc.org","Code"
"Code_116","2023-12-15","Telephone Call","C171537","fdd8223e-b244-4694-adca-bf6688d920e1","http://www.cdisc.org","Code"
"Code_117","2023-12-15","Visit","C25716","1ff43979-0278-4a53-aaab-6c7b23bc65ca","http://www.cdisc.org","Code"
"Code_118","2023-12-15","Clinic","C51282","024b163e-fdf4-4e82-ae92-c6afe9897667","http://www.cdisc.org","Code"
"Code_119","2023-12-15","In Person","C175574","34d4fc51-27f4-4eae-889b-c51768dbee3e","http://www.cdisc.org","Code"
"Code_120","2023-12-15","Visit","C25716","f848d9b3-985d-4fa0-baa4-0cffbc1c65e8","http://www.cdisc.org","Code"
"Code_121","2023-12-15","Clinic","C51282","a53cf567-5812-4f47-953f-34dd160e9097","http://www.cdisc.org","Code"
"Code_122","2023-12-15","In Person","C175574","586670bd-fb34-4656-8a00-f294a9ef58ac","http://www.cdisc.org","Code"
"Code_80","January 31, 2018","CT of head without contrast","383371000119108","7d90ffc3-5c65-4dd7-9494-9879ea66be94","SNOMED","Code"
"Code_81","12","Subject Supine","123","fa40bcb5-2111-4880-b8c5-6c9f6b603f2a","SPONSOR","Code"
"Code_82","12","Subject Standing","124","9759c16a-1b84-4cff-97c0-1a709b0004ae","SPONSOR","Code"
"Code_429","2023-12-15","Dictionary-derived Term","C82977","cb9e8098-2b18-416d-a2b2-203076c701c2","http://www.cdisc.org","Code"
"Code_430","2023-12-15","Reported Event Term","C82571","cc5246d3-8012-4fbc-b33a-fdf00e509c38","http://www.cdisc.org","Code"
"Code_431","2023-12-15","Observation Start Date Time","C82517","dc1e840b-0d6e-49fd-aebe-e475cb119ce2","http://www.cdisc.org","Code"
"Code_432","2023-12-15","Informed Consent","C16735","8257a7bb-d50d-4de6-ab61-6a5d2c70087c","http://www.cdisc.org","Code"
"Code_433","2023-12-15","Male","C20197","e99ecf0d-3411-46b9-b232-1e496f9b387e","http://www.cdisc.org","Code"
"Code_434","2023-12-15","Female","C16576","1a11fe55-b19c-47a2-8a06-c9518f745d30","http://www.cdisc.org","Code"
"Code_435","2023-12-15","Sex","C28421","e548b07d-03eb-411b-97d7-d7e087542a58","http://www.cdisc.org","Code"
"Code_436","2023-12-15","Sex","C28421","8d90dc4c-0211-40cb-abf2-be4296370cf6","http://www.cdisc.org","Code"
"Code_437","2023-12-15","Race","C17049","66bd3ed1-7feb-4579-9f6e-ec183ea9876c","http://www.cdisc.org","Code"
"Code_438","2023-12-15","Race","C17049","eff37ea5-7bbf-453d-ab76-aa81ce82504c","http://www.cdisc.org","Code"
"Code_439","2023-12-15","TEMP","C174446","b189a8d8-0cc1-4a7c-b673-ed46a960e2c3","http://www.cdisc.org","Code"
"Code_440","2023-12-15","Clinical Test Result","C77140","a8c31a23-441f-46d2-96ab-42086a9e3ded","http://www.cdisc.org","Code"
"Code_441","2023-12-15","Degree Celsius","C42559","9922f91c-79d5-40b9-b9cc-7b732929fdb7","http://www.cdisc.org","Code"
"Code_442","2023-12-15","Degree Fahrenheit","C44277","ab8ed652-1295-4f33-96da-dffb95fa3546","http://www.cdisc.org","Code"
"Code_443","2023-12-15","Kelvin","C42537","fb94d229-c5c7-46e6-8401-b21464f3eedf","http://www.cdisc.org","Code"
"Code_444","2023-12-15","Unit of Temperature","C44276","d5072ba4-c035-4282-ba24-2754751e316b","http://www.cdisc.org","Code"
"Code_445","2023-12-15","Axilla","C12674","2692e168-d5c2-4f47-bb66-e30ba74746f1","http://www.cdisc.org","Code"
"Code_446","2023-12-15","Ear","C12394","f85e0257-2af4-451c-b092-7c94ea83941a","http://www.cdisc.org","Code"
"Code_447","2023-12-15","Forehead","C89803","12abe2a3-9057-49b2-9983-bf72d9b896e7","http://www.cdisc.org","Code"
"Code_448","2023-12-15","Oral Cavity","C12421","05ac8a0a-fbb4-47af-9d32-c28de8c01018","http://www.cdisc.org","Code"
"Code_449","2023-12-15","Rectum","C12390","0977615e-61ec-493c-85e3-9c4fa287838a","http://www.cdisc.org","Code"
"Code_450","2023-12-15","Anatomic Site","C13717","22a17e0c-3fc6-4cac-8fa5-ff083a98f6ff","http://www.cdisc.org","Code"
"Code_451","2023-12-15","TEMP","C174446","ca2503cc-19fb-46db-a947-697bb0985b71","http://www.cdisc.org","Code"
"Code_452","2023-12-15","WEIGHT","C25208","720d4da5-1d72-4946-b298-b6641112b423","http://www.cdisc.org","Code"
"Code_453","2023-12-15","Clinical Test Result","C77140","849e73ab-79e4-4e16-8211-96418d8dd4cb","http://www.cdisc.org","Code"
"Code_454","2023-12-15","Pound","C48531","cdeb63e0-2388-4fe5-8533-cc0b4f2cfa35","http://www.cdisc.org","Code"
"Code_455","2023-12-15","Gram","C48155","9c8efd81-d175-4065-a5d3-0519afd9ecb8","http://www.cdisc.org","Code"
"Code_456","2023-12-15","Kilogram","C28252","c17e3909-983e-4629-8461-d5c72ef86cbe","http://www.cdisc.org","Code"
"Code_457","2023-12-15","Unit of Weight","C48208","94b54cf1-f037-4b62-bac9-891cc05f72f7","http://www.cdisc.org","Code"
"Code_458","2023-12-15","WEIGHT","C25208","0064ad55-fed4-46a7-be08-2b4983d89fdc","http://www.cdisc.org","Code"
"Code_459","2023-12-15","HEIGHT","C25347","d732dfbb-b978-4b03-be29-860e0c93797d","http://www.cdisc.org","Code"
"Code_460","2023-12-15","Clinical Test Result","C77140","d1e53cf0-6190-422e-848d-29bfec6af2ac","http://www.cdisc.org","Code"
"Code_461","2023-12-15","Centimeter","C49668","c791a929-2107-4660-93f5-207d64789258","http://www.cdisc.org","Code"
"Code_462","2023-12-15","Inch","C48500","d5003c47-d154-4474-bcee-1fdf04e400c8","http://www.cdisc.org","Code"
"Code_463","2023-12-15","Meter","C41139","09fb6764-1e1a-4503-a86d-9109ef623ffa","http://www.cdisc.org","Code"
"Code_464","2023-12-15","Unit of Height","C168688","11c155d4-dca8-4bc8-b809-354c80f597bf","http://www.cdisc.org","Code"
"Code_465","2023-12-15","HEIGHT","C25347","f8ca4201-d539-4e54-a3bc-7e9ca89d9e87","http://www.cdisc.org","Code"
"Code_466","2023-12-15","ALT","C64433","4aeed72b-26d8-46b6-9d82-159ad27d269b","http://www.cdisc.org","Code"
"Code_467","2023-12-15","Laboratory Test Result","C36292","c2672cb9-4560-4423-b912-f87d5b881bb7","http://www.cdisc.org","Code"
"Code_468","2023-12-15","Unit per Liter","C67456","a3a7f740-7b1a-41bc-9e52-a3c84131e0e1","http://www.cdisc.org","Code"
"Code_469","2023-12-15","Microkatal per Liter","C67397","c4ba6374-4b09-42bb-af08-c674d10af1e4","http://www.cdisc.org","Code"
"Code_470","2023-12-15","International Unit per Liter","C67376","4daa915f-6f21-40bd-b48b-a7954b869f7a","http://www.cdisc.org","Code"
"Code_471","2023-12-15","Nanokatal per Liter","C70510","b43a2404-6d1f-4b55-9349-4e3affce3695","http://www.cdisc.org","Code"
"Code_472","2023-12-15","Unit of Catalytic Activity Concentration","C67365","b05e4151-fed1-4367-af71-179eff122697","http://www.cdisc.org","Code"
"Code_473","2023-12-15","Biospecimen Type","C70713","c174c08a-524f-4740-93bb-92dfa0933b47","http://www.cdisc.org","Code"
"Code_474","2023-12-15","No","C49487","8b1c3f46-b832-432b-891f-1bd2efbd8271","http://www.cdisc.org","Code"
"Code_475","2023-12-15","Yes","C49488","4752a85e-c8af-4c81-aee1-64a7cecd072a","http://www.cdisc.org","Code"
"Code_476","2023-12-15","Laboratory Test Fasting Status","C83309","373a963c-a9f3-4080-ba09-56454ce7ae1d","http://www.cdisc.org","Code"
"Code_477","2023-12-15","ALT","C64433","91e734a8-fdd9-41e7-b3ed-9a410a6942d5","http://www.cdisc.org","Code"
"Code_478","2023-12-15","ALB","C64431","7b39afc0-59c3-4df5-9641-8819894b12d6","http://www.cdisc.org","Code"
"Code_479","2023-12-15","Laboratory Test Result","C36292","7445b7a2-13db-417d-9bf5-b5c5eaa59de6","http://www.cdisc.org","Code"
"Code_480","2023-12-15","Biospecimen Type","C70713","8852005e-ff4c-45d3-a4df-f8f24cdec1e3","http://www.cdisc.org","Code"
"Code_481","2023-12-15","No","C49487","08f040ef-1363-4402-a644-200c558a8496","http://www.cdisc.org","Code"
"Code_482","2023-12-15","Yes","C49488","44969792-c2fb-4763-bfb9-8eb75eca5c4c","http://www.cdisc.org","Code"
"Code_483","2023-12-15","Laboratory Test Fasting Status","C83309","04ef2611-76f4-4884-8bbc-858d3f8bd56e","http://www.cdisc.org","Code"
"Code_484","2023-12-15","ALB","C64431","488ca731-f132-473e-be79-e01bac3e54f7","http://www.cdisc.org","Code"
"Code_485","2023-12-15","ALP","C64432","e93e434a-a390-475e-be2c-9fbcc6752f7b","http://www.cdisc.org","Code"
"Code_486","2023-12-15","Laboratory Test Result","C36292","01587fa4-61bc-4157-bd5d-28aec2b45bdc","http://www.cdisc.org","Code"
"Code_487","2023-12-15","Unit per Liter","C67456","55164081-f4ee-4d6d-adea-41ed790d4449","http://www.cdisc.org","Code"
"Code_488","2023-12-15","Microkatal per Liter","C67397","ba4f4d7b-6670-494c-8c69-007de946e9a6","http://www.cdisc.org","Code"
"Code_489","2023-12-15","International Unit per Liter","C67376","cae64dea-0daf-4f3e-8c14-55927169bcb4","http://www.cdisc.org","Code"
"Code_490","2023-12-15","Unit of Catalytic Activity Concentration","C67365","5243ee9c-52a5-44be-9b2f-fc9835bff38a","http://www.cdisc.org","Code"
"Code_491","2023-12-15","Biospecimen Type","C70713","d374324e-d144-46ad-81e1-b2ef1f6fc956","http://www.cdisc.org","Code"
"Code_492","2023-12-15","No","C49487","12c50f73-4149-48f9-a70c-9de864386c8a","http://www.cdisc.org","Code"
"Code_493","2023-12-15","Yes","C49488","ac139082-2932-40fe-9209-3b3b7e6ac6d4","http://www.cdisc.org","Code"
"Code_494","2023-12-15","Laboratory Test Fasting Status","C83309","3c9070bd-def6-4084-8fcd-528e91699c3d","http://www.cdisc.org","Code"
"Code_495","2023-12-15","ALP","C64432","fdf4f703-f158-4e0b-b4c1-c05dae2c1962","http://www.cdisc.org","Code"
"Code_496","2023-12-15","AST","C64467","b5b90511-58ee-46e7-be54-9a617f463fe1","http://www.cdisc.org","Code"
"Code_497","2023-12-15","Laboratory Test Result","C36292","7205a759-d8e1-4f08-9838-b702ee5a21f3","http://www.cdisc.org","Code"
"Code_498","2023-12-15","Unit per Liter","C67456","b3ced2cf-5f6f-4b6e-a05a-f8a047156e36","http://www.cdisc.org","Code"
"Code_499","2023-12-15","Microkatal per Liter","C67397","129824cb-7ba6-49a9-bdfc-4dc7ec6e5117","http://www.cdisc.org","Code"
"Code_500","2023-12-15","International Unit per Liter","C67376","7c2e0511-7c0a-47e2-9a6f-dc52ff483f62","http://www.cdisc.org","Code"
"Code_501","2023-12-15","Unit of Catalytic Activity Concentration","C67365","db95f746-c6f3-465c-b77e-0470751b0ffa","http://www.cdisc.org","Code"
"Code_502","2023-12-15","Biospecimen Type","C70713","b7e2078e-c42e-4d53-877d-1c2f9943d3f8","http://www.cdisc.org","Code"
"Code_503","2023-12-15","No","C49487","07c18798-96f2-4956-9f24-950b16aee6dc","http://www.cdisc.org","Code"
"Code_504","2023-12-15","Yes","C49488","899a41b2-58b3-4d31-a006-c56904f4ab17","http://www.cdisc.org","Code"
"Code_505","2023-12-15","Laboratory Test Fasting Status","C83309","4ba82cb8-e830-47c8-a345-75572df85213","http://www.cdisc.org","Code"
"Code_506","2023-12-15","AST","C64467","e0dc9c09-ff9f-4797-bc23-0eecda1be718","http://www.cdisc.org","Code"
"Code_507","2023-12-15","CREAT","C64547","2c9b0f34-618e-45cd-a530-07e3ed307256","http://www.cdisc.org","Code"
"Code_508","2023-12-15","Laboratory Test Result","C36292","eebe6295-f05f-43e3-8861-76886b706835","http://www.cdisc.org","Code"
"Code_509","2023-12-15","Milligram per Deciliter","C67015","d7f725a4-3d01-4776-8bbc-316ea190e124","http://www.cdisc.org","Code"
"Code_510","2023-12-15","Microgram per Milliliter","C64572","0ffed54a-ff7d-4cb3-8a27-9dd527c2f772","http://www.cdisc.org","Code"
"Code_511","2023-12-15","Millimole per Liter","C64387","3d058122-0c9f-483f-81bb-cd7e0ce83de3","http://www.cdisc.org","Code"
"Code_512","2023-12-15","Micromole per Liter","C48508","a10f7ba6-62d7-4bb5-aac9-9e2be32a5231","http://www.cdisc.org","Code"
"Code_513","2023-12-15","Unit of Concentration","C48207","f0432db9-cd47-490d-ad2f-3893f6e9907d","http://www.cdisc.org","Code"
"Code_514","2023-12-15","Biospecimen Type","C70713","eaea5c0d-3e7b-46f1-92cf-960b6ec6f19b","http://www.cdisc.org","Code"
"Code_515","2023-12-15","No","C49487","6bc696fc-d128-4610-8c59-dde830100ff6","http://www.cdisc.org","Code"
"Code_516","2023-12-15","Yes","C49488","04f05516-8f1e-45a1-a4b5-7f466adad6af","http://www.cdisc.org","Code"
"Code_517","2023-12-15","Laboratory Test Fasting Status","C83309","56599514-7e3f-414e-b159-6298b7b4dd5d","http://www.cdisc.org","Code"
"Code_518","2023-12-15","CREAT","C64547","e463517a-14db-430f-aab7-b5ca79180e43","http://www.cdisc.org","Code"
"Code_519","2023-12-15","K","C64853","893000ec-256f-4840-b1ed-a73143089652","http://www.cdisc.org","Code"
"Code_520","2023-12-15","Laboratory Test Result","C36292","ae57b5e4-0d41-4c46-8a44-712d2290c3ad","http://www.cdisc.org","Code"
"Code_521","2023-12-15","Milliequivalent per Liter","C67474","72ec4d99-5304-4f21-8aed-d42acbb6e8e6","http://www.cdisc.org","Code"
"Code_522","2023-12-15","Milliequivalent per Deciliter","C67473","78bede6e-ae48-443f-8f4b-07087663537d","http://www.cdisc.org","Code"
"Code_523","2023-12-15","Millimole per Liter","C64387","0913fd02-0afd-4958-ba6e-143b80f5ec09","http://www.cdisc.org","Code"
"Code_524","2023-12-15","Molarity Unit","C64567","ada3421c-e083-443a-8a62-b199fe56d665","http://www.cdisc.org","Code"
"Code_525","2023-12-15","Biospecimen Type","C70713","9078381f-9ef9-44b4-9fcb-21f0a7f7a2cc","http://www.cdisc.org","Code"
"Code_526","2023-12-15","No","C49487","ef487624-d724-4894-8412-89aafbae6483","http://www.cdisc.org","Code"
"Code_527","2023-12-15","Yes","C49488","9f61190d-f947-43cc-8c7e-f7fd3be8a0bd","http://www.cdisc.org","Code"
"Code_528","2023-12-15","Laboratory Test Fasting Status","C83309","8eac9dc0-7a62-4ed9-a91f-8fbe83315d30","http://www.cdisc.org","Code"
"Code_529","2023-12-15","K","C64853","695fdf84-62d4-4547-b05e-0463c4ad4179","http://www.cdisc.org","Code"
"Code_530","2023-12-15","SODIUM","C64809","c3131d56-b552-481b-b135-464302cb7de9","http://www.cdisc.org","Code"
"Code_531","2023-12-15","Laboratory Test Result","C36292","8c902678-980e-416e-8881-e74d1650a3a9","http://www.cdisc.org","Code"
"Code_532","2023-12-15","Milliequivalent per Liter","C67474","2d9e7e87-ed32-4840-a316-2276348bf0af","http://www.cdisc.org","Code"
"Code_533","2023-12-15","Milliequivalent per Deciliter","C67473","476c9f5e-9a7b-4058-9648-5b2bdd557f3c","http://www.cdisc.org","Code"
"Code_534","2023-12-15","Millimole per Liter","C64387","96dc00fa-789c-449f-8224-953c9e0d71a2","http://www.cdisc.org","Code"
"Code_535","2023-12-15","Molarity Unit","C64567","881e208d-806e-4db0-8491-4756a480692a","http://www.cdisc.org","Code"
"Code_536","2023-12-15","Biospecimen Type","C70713","997c12cd-a019-4c2b-a2e0-54bae3f5bbb3","http://www.cdisc.org","Code"
"Code_537","2023-12-15","No","C49487","425f6a1b-b1d5-4e0b-835d-797ab203e45b","http://www.cdisc.org","Code"
"Code_538","2023-12-15","Yes","C49488","393e07c6-045d-42af-a278-7139926a8866","http://www.cdisc.org","Code"
"Code_539","2023-12-15","Laboratory Test Fasting Status","C83309","b4f5f3d8-01cd-45ff-ab8e-cb1afde114c9","http://www.cdisc.org","Code"
"Code_540","2023-12-15","SODIUM","C64809","a3d4601d-20b9-4502-a148-2437ad516914","http://www.cdisc.org","Code"
"Code_541","2023-12-15","HBA1C","C64849","9f63c874-dd81-474f-95ad-147c09682eef","http://www.cdisc.org","Code"
"Code_542","2023-12-15","Laboratory Test Result","C36292","804f7525-1a5b-45aa-b4ba-51d9ddbbc018","http://www.cdisc.org","Code"
"Code_543","2023-12-15","Gram per Deciliter","C64783","5cbf6f5b-8332-42f5-96d1-d86057f9b0a7","http://www.cdisc.org","Code"
"Code_544","2023-12-15","LBORRESU","No Concept Code","7f7a66c0-bffb-4839-ab7f-7350e09d7d1d","http://www.cdisc.org","Code"
"Code_545","2023-12-15","Biospecimen Type","C70713","869e713b-0234-427d-8789-7b58517371c5","http://www.cdisc.org","Code"
"Code_546","2023-12-15","No","C49487","066ae6d4-6239-4897-a1ab-fc1795a8edf0","http://www.cdisc.org","Code"
"Code_547","2023-12-15","Yes","C49488","8a62d3ac-529e-4573-bf7f-d28658dda26a","http://www.cdisc.org","Code"
"Code_548","2023-12-15","Laboratory Test Fasting Status","C83309","68dd88b6-fc6b-4ac4-9283-9e1dbbe834bc","http://www.cdisc.org","Code"
"Code_549","2023-12-15","HBA1C","C64849","99458f90-e8a7-4651-a5de-5e53a664066e","http://www.cdisc.org","Code"
"Code_145","2023-12-15","Adverse Event Verbatim Description","C78541","6b38a130-9109-4908-bbeb-fe0e780e4476","http://www.cdisc.org","Code"
"Code_146","2023-12-15","Adverse Event Dictionary Derived Term","C83344","5ca2a248-26c8-4eb5-97c4-267c37e8b12a","http://www.cdisc.org","Code"
"Code_147","2023-12-15","No","C49487","d0c5132f-faaf-4d52-9d39-86aece02ae52","http://www.cdisc.org","Code"
"Code_148","2023-12-15","Yes","C49488","20829132-185e-40f5-8eef-003eed471b0f","http://www.cdisc.org","Code"
"Code_149","2023-12-15","Adverse Event Pre-specified","C87840","0b6d6800-579a-4294-b185-8a2f7d634f87","http://www.cdisc.org","Code"
"Code_150","2023-12-15","Adverse Event Location","C83205","352020a1-d279-4c6a-8f01-3b669eb102c3","http://www.cdisc.org","Code"
"Code_151","2023-12-15","Severity of Adverse Event","C53253","d4d3cb34-f68f-4511-b5f1-248f47de5d2e","http://www.cdisc.org","Code"
"Code_152","2023-12-15","No","C49487","3022508b-421e-4a81-9a2b-3fe6c53cae16","http://www.cdisc.org","Code"
"Code_153","2023-12-15","Yes","C49488","7f7c0155-a0d8-4f1f-90f4-5853d667900e","http://www.cdisc.org","Code"
"Code_154","2023-12-15","Seriousness of Adverse Event","C53252","25020f8b-c138-4c80-aa19-6ce6be685fae","http://www.cdisc.org","Code"
"Code_155","2023-12-15","Adverse Event Action Taken with Study Treatment","C83013","592b2840-0ee2-4e98-9df6-1a62f6db6fb7","http://www.cdisc.org","Code"
"Code_156","2023-12-15","Other Actions taken in Response to Adverse Event","C83109","76583b77-0cb1-4af2-999c-935551d7c051","http://www.cdisc.org","Code"
"Code_157","2023-12-15","Adverse Event Attribution to Product or Procedure","C41358","9f37658f-1eb8-4d13-b32f-cfaeebaa2e2f","http://www.cdisc.org","Code"
"Code_158","2023-12-15","Adverse Event Relationship to Non Study Treatment","C83210","4ad29053-ead9-4356-b3ed-3e0c01882c3b","http://www.cdisc.org","Code"
"Code_159","2023-12-15","Adverse Event Pattern","C83208","54f2eebb-1ef6-450f-9ae7-c54a35cb3164","http://www.cdisc.org","Code"
"Code_160","2023-12-15","Adverse Event Outcome","C49489","02c72e6e-340f-4164-929f-34293149453e","http://www.cdisc.org","Code"
"Code_161","2023-12-15","No","C49487","388d1753-0fc4-4495-b4b8-37631fb040f0","http://www.cdisc.org","Code"
"Code_162","2023-12-15","Yes","C49488","14e0dc37-06a7-48d6-803b-caf1cb94ab25","http://www.cdisc.org","Code"
"Code_163","2023-12-15","Adverse Event Involves Cancer","C83211","1200a76f-b886-4f38-b717-532fece8d033","http://www.cdisc.org","Code"
"Code_164","2023-12-15","No","C49487","d057c8b5-97f9-4219-8055-818de683463c","http://www.cdisc.org","Code"
"Code_165","2023-12-15","Yes","C49488","45dcf29d-ef13-4452-b091-b1b856a3d9f8","http://www.cdisc.org","Code"
"Code_166","2023-12-15","Adverse Event Seriousness Due to Congenital Anomaly","C83117","40c3aeff-0d46-49f5-9d2a-123d40f5d21f","http://www.cdisc.org","Code"
"Code_167","2023-12-15","No","C49487","84769ae6-43d5-423d-b7c3-87fbe7af664a","http://www.cdisc.org","Code"
"Code_168","2023-12-15","Yes","C49488","e23924be-dd0b-40e4-9bf9-45492a0a6777","http://www.cdisc.org","Code"
"Code_169","2023-12-15","Disabling Adverse Event","C113380","90385b02-9768-4f84-9eab-0a13691e07fd","http://www.cdisc.org","Code"
