"reference","label","uuid:ID","name","synonyms","id","instanceType"
"/mdr/bc/packages/2023-10-03/biomedicalconcepts/C64431","Albumin Measurement","1148c1b9-74e8-4444-8980-c74124a7f8c3","Albumin Measurement","['Albumin']","BiomedicalConcept_8","BiomedicalConcept"
"/mdr/bc/packages/2023-02-13/biomedicalconcepts/C64432","Alkaline Phosphatase Measurement","dd0c633a-3597-4938-b4e2-3186ce64b1c9","Alkaline Phosphatase Measurement","['Alkaline Phosphatase']","BiomedicalConcept_9","BiomedicalConcept"
"/mdr/bc/packages/2023-02-13/biomedicalconcepts/C64467","Aspartate Aminotransferase Measurement","0f589ff1-2cb7-4aac-a38d-df4fe3205b0a","Aspartate Aminotransferase Measurement","['AST', 'SGOT']","BiomedicalConcept_10","BiomedicalConcept"
"/mdr/bc/packages/2023-10-03/biomedicalconcepts/C64547","Creatinine Measurement","77feafd4-f884-4e0e-b95e-2eab4456449e","Creatinine Measurement","['Creatinine']","BiomedicalConcept_11","BiomedicalConcept"
"/mdr/bc/packages/2023-02-13/biomedicalconcepts/C64853","Potassium Measurement","c9fdd276-d006-4109-8f35-5fcec7defb60","Potassium Measurement","['Potassium', 'K']","BiomedicalConcept_12","BiomedicalConcept"
"/mdr/bc/packages/2023-02-13/biomedicalconcepts/C64809","Sodium Measurement","d3b64abc-e69d-4ed6-b5ac-b4e2cad3d33b","Sodium Measurement","['Sodium', 'NA']","BiomedicalConcept_13","BiomedicalConcept"
"/mdr/bc/packages/2023-12-12/biomedicalconcepts/C25298","Systolic Blood Pressure","d07817d6-ace6-459e-88bd-03ee07278a83","Systolic Blood Pressure","['SYSBP']","BiomedicalConcept_14","BiomedicalConcept"
"/mdr/bc/packages/2023-12-12/biomedicalconcepts/C25299","Diastolic Blood Pressure","91bce159-f777-4d3a-a737-6176da5c415d","Diastolic Blood Pressure","['DIABP']","BiomedicalConcept_15","BiomedicalConcept"
"/mdr/bc/packages/2023-12-12/biomedicalconcepts/C49677","Heart Rate","541b3b7c-9249-40fd-944f-4cc45b36b4b9","Heart Rate","","BiomedicalConcept_16","BiomedicalConcept"
"/mdr/bc/packages/2023-12-12/biomedicalconcepts/C25298","Systolic Blood Pressure","e2233bfa-7233-43c0-bead-4c4514bf1ea2","Systolic Blood Pressure","['SYSBP']","BiomedicalConcept_17","BiomedicalConcept"
"/mdr/bc/packages/2023-12-12/biomedicalconcepts/C25299","Diastolic Blood Pressure","94785324-e031-4481-9fda-429aa0db9817","Diastolic Blood Pressure","['DIABP']","BiomedicalConcept_18","BiomedicalConcept"
"/mdr/bc/packages/2023-12-12/biomedicalconcepts/C49677","Heart Rate","76934566-a62e-4e32-8084-147dfe8e000a","Heart Rate","","BiomedicalConcept_19","BiomedicalConcept"
