"instanceType","isEnabled","id","name","label","isRequired","uuid:ID","datatype"
"BiomedicalConceptProperty","True","BiomedicalConceptProperty_102","Laboratory Test Result","Laboratory Test Result","True","573f62d4-ca51-4ee5-9e24-f862ccc20a4f","string"
"BiomedicalConceptProperty","True","BiomedicalConceptProperty_103","Laboratory Test Fasting Status","Laboratory Test Fasting Status","True","b1b72ba1-403a-457a-9af7-3a7b40cad0cc","boolean"
"BiomedicalConceptProperty","True","BiomedicalConceptProperty_104","Unit of Concentration","Unit of Concentration","True","58a90b48-dfcb-428a-8026-39949a732f8e","string"
"BiomedicalConceptProperty","True","BiomedicalConceptProperty_105","Biospecimen Type","Biospecimen Type","True","32cd4c64-1ddf-4ea6-bb3f-9d7033ec8f02","string"
"BiomedicalConceptProperty","True","BiomedicalConceptProperty_106","Laboratory Test Result","Laboratory Test Result","True","014a4adf-689d-401c-b09e-87ba2270eed0","decimal"
"BiomedicalConceptProperty","True","BiomedicalConceptProperty_107","Laboratory Test Fasting Status","Laboratory Test Fasting Status","True","d589d73c-0c25-4ad1-9656-2a3ebe8f2281","boolean"
"BiomedicalConceptProperty","True","BiomedicalConceptProperty_108","Unit of Catalytic Activity Concentration","Unit of Catalytic Activity Concentration","True","2c81cb77-93a3-4b96-9f35-3a2dd191edab","string"
"BiomedicalConceptProperty","True","BiomedicalConceptProperty_109","Biospecimen Type","Biospecimen Type","True","eac59561-d414-412e-b6c8-d32725a358e8","string"
"BiomedicalConceptProperty","True","BiomedicalConceptProperty_110","Laboratory Test Result","Laboratory Test Result","True","e5312acc-8f37-4306-8ee0-0ed3ef02cb92","decimal"
"BiomedicalConceptProperty","True","BiomedicalConceptProperty_111","Laboratory Test Fasting Status","Laboratory Test Fasting Status","True","109a976c-3c7e-4335-8b48-f80d6955b10f","boolean"
"BiomedicalConceptProperty","True","BiomedicalConceptProperty_112","Unit of Catalytic Activity Concentration","Unit of Catalytic Activity Concentration","True","79b7816d-6edd-46fd-bbb3-9ffe18bf804d","string"
"BiomedicalConceptProperty","True","BiomedicalConceptProperty_113","Biospecimen Type","Biospecimen Type","True","5a9f9632-4c11-4052-9772-35028018958e","string"
"BiomedicalConceptProperty","True","BiomedicalConceptProperty_114","Laboratory Test Result","Laboratory Test Result","True","34876345-e7e9-4ed7-904b-8cfd44c7c0e3","string"
"BiomedicalConceptProperty","True","BiomedicalConceptProperty_115","Laboratory Test Fasting Status","Laboratory Test Fasting Status","True","8fdb1a75-5255-41d2-9ecf-72f5e5fedb2b","boolean"
"BiomedicalConceptProperty","True","BiomedicalConceptProperty_116","Unit of Concentration","Unit of Concentration","True","a4ef655d-f21f-428d-a59d-7e280a2a18e8","string"
"BiomedicalConceptProperty","True","BiomedicalConceptProperty_117","Biospecimen Type","Biospecimen Type","True","36e1b1bf-0971-4600-b66d-f83758ce53a9","string"
"BiomedicalConceptProperty","True","BiomedicalConceptProperty_118","Laboratory Test Result","Laboratory Test Result","True","237037b8-46f6-4069-b5ca-b74103fa4c13","decimal"
"BiomedicalConceptProperty","True","BiomedicalConceptProperty_119","Laboratory Test Fasting Status","Laboratory Test Fasting Status","True","9bd208bb-c5da-4f2a-89dc-016e6d9dd54f","boolean"
"BiomedicalConceptProperty","True","BiomedicalConceptProperty_120","Molarity Unit","Molarity Unit","True","e053f69a-9c02-4fba-8727-67c787683b0d","string"
"BiomedicalConceptProperty","True","BiomedicalConceptProperty_121","Biospecimen Type","Biospecimen Type","True","2c0c3c2b-033c-4e48-a477-36436af89037","string"
"BiomedicalConceptProperty","True","BiomedicalConceptProperty_122","Laboratory Test Result","Laboratory Test Result","True","6950a9ef-6de3-449c-9b3b-3a8c7be226b0","decimal"
"BiomedicalConceptProperty","True","BiomedicalConceptProperty_123","Laboratory Test Fasting Status","Laboratory Test Fasting Status","True","9c3af02f-3706-431d-a1aa-39e919ca5974","boolean"
"BiomedicalConceptProperty","True","BiomedicalConceptProperty_124","Molarity Unit","Molarity Unit","True","14337ad9-6b70-4ba6-b186-683d61a3c21a","string"
"BiomedicalConceptProperty","True","BiomedicalConceptProperty_125","Biospecimen Type","Biospecimen Type","True","5f979b56-1149-436a-a837-473d762c67fb","string"
"BiomedicalConceptProperty","True","BiomedicalConceptProperty_1","Reported Event Term","Reported Event Term","True","a00c0ea0-7753-4c53-9b5d-e589a7064b1a","string"
"BiomedicalConceptProperty","True","BiomedicalConceptProperty_2","Dictionary-derived Term","Dictionary-derived Term","True","0d157161-2080-4b71-940f-dcc5735be03a","string"
"BiomedicalConceptProperty","True","BiomedicalConceptProperty_3","Category","Category","True","5d11f7d9-b5c5-41c2-ab6c-b0f008745043","string"
"BiomedicalConceptProperty","True","BiomedicalConceptProperty_4","Subcategory","Subcategory","True","9f81ed90-a10d-4ac3-813a-dd632010e968","string"
"BiomedicalConceptProperty","True","BiomedicalConceptProperty_5","Observation Start Date Time","Observation Start Date Time","True","b2d131d7-065e-421d-9fa0-d5ab67240906","datetime"
"BiomedicalConceptProperty","True","BiomedicalConceptProperty_6","Clinical Test Result","Clinical Test Result","True","ba0e97e3-0808-445f-9685-c330361e5add","decimal"
"BiomedicalConceptProperty","True","BiomedicalConceptProperty_7","Unit of Pressure","Unit of Pressure","True","15441549-f638-4443-a5b5-8c70b4dd97ab","string"
"BiomedicalConceptProperty","True","BiomedicalConceptProperty_8","Anatomic Site","Anatomic Site","True","6126615d-2162-4e6c-9653-7313b77bd534","string"
"BiomedicalConceptProperty","True","BiomedicalConceptProperty_9","Laterality","Laterality","True","2b939f62-e10d-4d18-846c-ade3d978de95","string"
"BiomedicalConceptProperty","True","BiomedicalConceptProperty_10","Test Method","Test Method","True","8c7da641-6665-4ab1-a61c-99f2cf02f776","string"
"BiomedicalConceptProperty","True","BiomedicalConceptProperty_11","Body Position","Body Position","True","42c29bb6-e798-4eb4-8a73-db7255bd8cf6","string"
"BiomedicalConceptProperty","True","BiomedicalConceptProperty_12","Clinical Test Result","Clinical Test Result","True","49dc4acd-489e-4205-a2b7-97534301cb2f","decimal"
"BiomedicalConceptProperty","True","BiomedicalConceptProperty_13","Unit of Pressure","Unit of Pressure","True","5a1ed1ee-efd3-4425-bd3d-d7708ef96977","string"
"BiomedicalConceptProperty","True","BiomedicalConceptProperty_14","Anatomic Site","Anatomic Site","True","2127837a-b07d-46ca-8666-09be8386a70f","string"
"BiomedicalConceptProperty","True","BiomedicalConceptProperty_15","Laterality","Laterality","True","3a618987-00b0-47f8-a8df-10c506fdeb40","string"
"BiomedicalConceptProperty","True","BiomedicalConceptProperty_16","Test Method","Test Method","True","1ac70312-d926-4487-8282-4ac7f62a7f16","string"
"BiomedicalConceptProperty","True","BiomedicalConceptProperty_17","Body Position","Body Position","True","6a7c328f-f754-408a-9bcb-6da09332ae87","string"
"BiomedicalConceptProperty","True","BiomedicalConceptProperty_18","Clinical Test Result","Clinical Test Result","True","36710e5a-0cbd-4b1b-ad5a-023a8d4076fc","decimal"
"BiomedicalConceptProperty","True","BiomedicalConceptProperty_19","Unit of Temperature","Unit of Temperature","True","f9638132-71d3-4c5a-bb78-9a0a6f56aafd","string"
"BiomedicalConceptProperty","True","BiomedicalConceptProperty_20","Anatomic Site","Anatomic Site","True","2097c725-2b01-4b7e-9966-810a8c7e7b2e","string"
"BiomedicalConceptProperty","True","BiomedicalConceptProperty_21","Clinical Test Result","Clinical Test Result","True","74265a17-fde9-4be2-b493-a3166636a057","decimal"
"BiomedicalConceptProperty","True","BiomedicalConceptProperty_22","Unit of Weight","Unit of Weight","True","4cc65315-3477-435d-82bf-6c33b1b837d5","string"
"BiomedicalConceptProperty","True","BiomedicalConceptProperty_23","Clinical Test Result","Clinical Test Result","True","8cf6214f-98cc-4bb4-ad8b-21a4d8e24000","decimal"
"BiomedicalConceptProperty","True","BiomedicalConceptProperty_24","Unit of Height","Unit of Height","True","0cf04f23-bd02-428d-a1ed-bb3fc06347c4","string"
"BiomedicalConceptProperty","True","BiomedicalConceptProperty_25","Laboratory Test Result","Laboratory Test Result","True","e067f732-c09d-416a-b78e-716a696e0eb6","decimal"
"BiomedicalConceptProperty","True","BiomedicalConceptProperty_26","Laboratory Test Fasting Status","Laboratory Test Fasting Status","True","da642bcc-9672-4c8f-af32-524ac1ccb249","boolean"
"BiomedicalConceptProperty","True","BiomedicalConceptProperty_27","Unit of Catalytic Activity Concentration","Unit of Catalytic Activity Concentration","True","c1300e51-a9ae-4617-97a6-0e4ddb3e735c","string"
"BiomedicalConceptProperty","True","BiomedicalConceptProperty_28","Biospecimen Type","Biospecimen Type","True","d56a0450-daf6-458e-8a0e-c6f9f3a6beb3","string"
"BiomedicalConceptProperty","True","BiomedicalConceptProperty_29","Laboratory Test Result","Laboratory Test Result","True","8805acd4-2c07-48a8-9a19-e60b40f771f4","string"
"BiomedicalConceptProperty","True","BiomedicalConceptProperty_30","Laboratory Test Fasting Status","Laboratory Test Fasting Status","True","cfbec517-0efd-4dc9-8c05-603a5764f6d2","boolean"
"BiomedicalConceptProperty","True","BiomedicalConceptProperty_31","Unit of Concentration","Unit of Concentration","True","20f56f52-48a4-4a99-a7e5-51bdc37a6cca","string"
"BiomedicalConceptProperty","True","BiomedicalConceptProperty_32","Biospecimen Type","Biospecimen Type","True","06ef8a48-22d9-4dd6-9875-24031d1bff3a","string"
"BiomedicalConceptProperty","True","BiomedicalConceptProperty_33","Laboratory Test Result","Laboratory Test Result","True","ec2c3d95-97a4-407c-8859-de380ec71600","decimal"
"BiomedicalConceptProperty","True","BiomedicalConceptProperty_34","Laboratory Test Fasting Status","Laboratory Test Fasting Status","True","de9a1d02-d4dc-4cb8-95bb-d2b1a6bbb3ed","boolean"
"BiomedicalConceptProperty","True","BiomedicalConceptProperty_35","Unit of Catalytic Activity Concentration","Unit of Catalytic Activity Concentration","True","f6faef77-0e44-4c05-98b1-1d68bf5bca4d","string"
"BiomedicalConceptProperty","True","BiomedicalConceptProperty_36","Biospecimen Type","Biospecimen Type","True","fd5d51c8-3f9c-425a-8a8d-2dde948c403f","string"
"BiomedicalConceptProperty","True","BiomedicalConceptProperty_37","Laboratory Test Result","Laboratory Test Result","True","264c3a88-65f7-4080-a5c1-dc65d6bba3c6","decimal"
"BiomedicalConceptProperty","True","BiomedicalConceptProperty_38","Laboratory Test Fasting Status","Laboratory Test Fasting Status","True","74de10b8-b499-4512-978e-72a52f601430","boolean"
"BiomedicalConceptProperty","True","BiomedicalConceptProperty_39","Unit of Catalytic Activity Concentration","Unit of Catalytic Activity Concentration","True","d1c2e680-ecaa-457a-a036-391b4e0462b6","string"
"BiomedicalConceptProperty","True","BiomedicalConceptProperty_40","Biospecimen Type","Biospecimen Type","True","7d228f8c-5d2d-4418-a568-b197d0a5e3e4","string"
"BiomedicalConceptProperty","True","BiomedicalConceptProperty_41","Laboratory Test Result","Laboratory Test Result","True","cf291e7f-57a8-48c2-9b59-2580abd61063","string"
"BiomedicalConceptProperty","True","BiomedicalConceptProperty_42","Laboratory Test Fasting Status","Laboratory Test Fasting Status","True","068d70ad-384d-48a5-8b65-225c9deb5b46","boolean"
"BiomedicalConceptProperty","True","BiomedicalConceptProperty_43","Unit of Concentration","Unit of Concentration","True","4afaede6-da7b-4fbe-9133-02ae47d710bc","string"
"BiomedicalConceptProperty","True","BiomedicalConceptProperty_44","Biospecimen Type","Biospecimen Type","True","5ace4406-0f14-4310-b528-24af39ab9dfd","string"
"BiomedicalConceptProperty","True","BiomedicalConceptProperty_45","Laboratory Test Result","Laboratory Test Result","True","08e67b50-0bf4-4fc6-ad87-68bdea8b87a1","decimal"
"BiomedicalConceptProperty","True","BiomedicalConceptProperty_46","Laboratory Test Fasting Status","Laboratory Test Fasting Status","True","5d46907d-df67-4e74-b766-d913931c6bf9","boolean"
"BiomedicalConceptProperty","True","BiomedicalConceptProperty_47","Molarity Unit","Molarity Unit","True","5b3c0b75-1f73-4792-a457-90e269502ea8","string"
"BiomedicalConceptProperty","True","BiomedicalConceptProperty_48","Biospecimen Type","Biospecimen Type","True","399f4a5b-9cc5-47da-99d2-b1cc1f6fe282","string"
"BiomedicalConceptProperty","True","BiomedicalConceptProperty_49","Laboratory Test Result","Laboratory Test Result","True","f2f68f67-48fb-4f5d-9633-5da492e6f1e8","decimal"
"BiomedicalConceptProperty","True","BiomedicalConceptProperty_50","Laboratory Test Fasting Status","Laboratory Test Fasting Status","True","aa5980bf-4ea6-4ce3-8bc3-e8a8d6265a83","boolean"
"BiomedicalConceptProperty","True","BiomedicalConceptProperty_51","Molarity Unit","Molarity Unit","True","3d663e32-3b3b-466c-bb20-53bbbd8a4b51","string"
"BiomedicalConceptProperty","True","BiomedicalConceptProperty_52","Biospecimen Type","Biospecimen Type","True","7111c837-fe64-4707-b6ef-49d9393da0fd","string"
"BiomedicalConceptProperty","True","BiomedicalConceptProperty_53","Clinical Test Result","Clinical Test Result","True","070a0de5-9e0d-409c-b855-a0deda175ec3","decimal"
"BiomedicalConceptProperty","True","BiomedicalConceptProperty_54","Unit of Pressure","Unit of Pressure","True","7288cb61-cdcb-4c41-a017-d0f2611da8a0","string"
"BiomedicalConceptProperty","True","BiomedicalConceptProperty_55","Anatomic Site","Anatomic Site","True","7902dd8a-dc20-421c-be83-84a6467e7031","string"
"BiomedicalConceptProperty","True","BiomedicalConceptProperty_56","Laterality","Laterality","True","3fdaf748-1d96-4216-958b-e81091b1a258","string"
"BiomedicalConceptProperty","True","BiomedicalConceptProperty_57","Test Method","Test Method","True","93cfc12b-7406-4873-99f1-dbd6e89e0b7b","string"
"BiomedicalConceptProperty","True","BiomedicalConceptProperty_58","Body Position","Body Position","True","b0bdcfee-1f8c-429b-a27b-65ace4851f86","string"
"BiomedicalConceptProperty","True","BiomedicalConceptProperty_59","Clinical Test Result","Clinical Test Result","True","34abd7dc-34d2-41c9-87fa-d67f24fe3e9e","decimal"
"BiomedicalConceptProperty","True","BiomedicalConceptProperty_60","Unit of Pressure","Unit of Pressure","True","dcf1b3f7-76e9-4be6-a6b5-158e4eb9ced4","string"
"BiomedicalConceptProperty","True","BiomedicalConceptProperty_61","Anatomic Site","Anatomic Site","True","5d6af854-206d-4e3f-8cd7-b4518de6efe5","string"
"BiomedicalConceptProperty","True","BiomedicalConceptProperty_62","Laterality","Laterality","True","07c8e0ff-78a3-4659-b805-984889a53ba1","string"
"BiomedicalConceptProperty","True","BiomedicalConceptProperty_63","Test Method","Test Method","True","1e452d05-7a27-4119-b2f9-6431118cd990","string"
"BiomedicalConceptProperty","True","BiomedicalConceptProperty_64","Body Position","Body Position","True","7fa5c3f1-e3bf-46f5-90d7-9e31df693667","string"
"BiomedicalConceptProperty","True","BiomedicalConceptProperty_65","Clinical Test Result","Clinical Test Result","True","831c97f6-0a14-4432-8e0a-a2fe3ddd408b","integer"
"BiomedicalConceptProperty","True","BiomedicalConceptProperty_66","Count per Minute","Count per Minute","True","daabfd98-965b-4873-98fb-c2d323692757","string"
"BiomedicalConceptProperty","True","BiomedicalConceptProperty_67","Anatomic Site","Anatomic Site","True","d0d857c9-5991-406a-9eeb-396c347bed20","string"
"BiomedicalConceptProperty","True","BiomedicalConceptProperty_68","Laterality","Laterality","True","0b83e9d8-cdaf-4f75-ab9b-c988af57fec6","string"
"BiomedicalConceptProperty","True","BiomedicalConceptProperty_69","Test Method","Test Method","True","1a2067db-6a44-44e1-b5ca-c794d80ec966","string"
"BiomedicalConceptProperty","True","BiomedicalConceptProperty_70","Body Position","Body Position","True","51188c8c-46e4-4ea8-8066-42e5c07309e1","string"
"BiomedicalConceptProperty","True","BiomedicalConceptProperty_71","Clinical Test Result","Clinical Test Result","True","fc9ba960-e0bd-4369-8d29-2f8685fbe4b2","decimal"
"BiomedicalConceptProperty","True","BiomedicalConceptProperty_72","Unit of Pressure","Unit of Pressure","True","2e21bf56-7c6b-4866-84e4-a022d85b9419","string"
"BiomedicalConceptProperty","True","BiomedicalConceptProperty_73","Anatomic Site","Anatomic Site","True","f46268ca-282e-47d6-8fa5-e3b931a93963","string"
"BiomedicalConceptProperty","True","BiomedicalConceptProperty_74","Laterality","Laterality","True","7feb8ef5-cfea-4eb7-aca1-e969f408aecd","string"
"BiomedicalConceptProperty","True","BiomedicalConceptProperty_75","Test Method","Test Method","True","7e66f78c-6a8f-4325-b638-a83bf2707932","string"
"BiomedicalConceptProperty","True","BiomedicalConceptProperty_76","Body Position","Body Position","True","f2beb256-fdf0-454c-af45-dd7fe231f83f","string"
"BiomedicalConceptProperty","True","BiomedicalConceptProperty_77","Clinical Test Result","Clinical Test Result","True","8ce5a7ff-31cd-40d7-b0aa-1b8148aba1cc","decimal"
"BiomedicalConceptProperty","True","BiomedicalConceptProperty_78","Unit of Pressure","Unit of Pressure","True","11d5693d-3c0f-43c8-a82e-c4b0aeef77d5","string"
"BiomedicalConceptProperty","True","BiomedicalConceptProperty_79","Anatomic Site","Anatomic Site","True","1d4d0c2d-0c8c-4070-9d2a-469e08e02ac6","string"
"BiomedicalConceptProperty","True","BiomedicalConceptProperty_80","Laterality","Laterality","True","cc40d79a-b399-4ad4-986b-8c1ea8d0a47d","string"
"BiomedicalConceptProperty","True","BiomedicalConceptProperty_81","Test Method","Test Method","True","64111667-8e15-4dcd-897d-8f0162245c54","string"
"BiomedicalConceptProperty","True","BiomedicalConceptProperty_82","Body Position","Body Position","True","a8e97f5e-09c1-4d9a-a6ec-bd900e8e3c1c","string"
"BiomedicalConceptProperty","True","BiomedicalConceptProperty_83","Clinical Test Result","Clinical Test Result","True","f918e541-d961-4c53-94e8-0386ca6dbf47","integer"
"BiomedicalConceptProperty","True","BiomedicalConceptProperty_84","Count per Minute","Count per Minute","True","3ee6e2b6-7654-408d-9976-05bd620bdce1","string"
"BiomedicalConceptProperty","True","BiomedicalConceptProperty_85","Anatomic Site","Anatomic Site","True","b4a326a9-8511-4958-b8ce-732629e1d73b","string"
"BiomedicalConceptProperty","True","BiomedicalConceptProperty_86","Laterality","Laterality","True","7990e430-c8d2-4474-92ed-ebf45b0d9a09","string"
"BiomedicalConceptProperty","True","BiomedicalConceptProperty_87","Test Method","Test Method","True","03384fab-19aa-419a-91af-78a825fb283f","string"
"BiomedicalConceptProperty","True","BiomedicalConceptProperty_88","Body Position","Body Position","True","3c7a9d87-a12b-43b9-ae9c-1aece72744fa","string"
