"uuid:ID","code","decode","codeSystemVersion","instanceType","codeSystem","id"
"886b9fa9-ad7b-49cb-ad59-feb64f2708ef","C49667","Safety Study","2023-12-15","Code","http://www.cdisc.org","Code_139"
"69df5d06-4d3f-4fde-9a8f-46c20bb65069","C49663","Pharmacokinetic Study","2023-12-15","Code","http://www.cdisc.org","Code_140"
"96db0b57-1a8d-46d1-8c95-5e8e5021f76d","MILD_MOD_ALZ","Mild to Moderate Alzheimer's Disease","12","Code","SPONSOR","Code_134"
"9fea5da9-2170-4ab1-a779-ed0508063858","26929004","Alzheimer's disease","January 31, 2018","Code","SNOMED","Code_135"
"8e5d123c-c9c6-4ff0-bf5c-efc8d5fdeac2","C99907x1","EXTENSION","2023-12-15","Code","http://www.cdisc.org","Code_143"
"48b8d4ee-903d-436e-8c4e-6af228cc16c5","C98704","ADAPTIVE","2023-12-15","Code","http://www.cdisc.org","Code_144"
"424a6b7a-2eb7-4bb8-b4a0-166c82cf1a58","C82639","Parallel Study","2023-12-15","Code","http://www.cdisc.org","Code_141"
"48e3187a-9cf5-4a2c-8d95-d70c3a9cd1f4","C25716","Visit","2023-12-15","Code","http://www.cdisc.org","Code_83"
"a99944e5-4014-4c2d-a7cf-a326337b71ac","C51282","Clinic","2023-12-15","Code","http://www.cdisc.org","Code_84"
"99711dcd-94dc-4d76-a333-dcb3632c0774","C175574","In Person","2023-12-15","Code","http://www.cdisc.org","Code_85"
"b653bc9a-3445-4537-8ace-f7f8de78c594","C25716","Visit","2023-12-15","Code","http://www.cdisc.org","Code_86"
"cf77edbb-eca6-432a-8c70-14c3de303204","C51282","Clinic","2023-12-15","Code","http://www.cdisc.org","Code_87"
"f0ecd143-ec37-4cf3-bd66-a065542a7c77","C175574","In Person","2023-12-15","Code","http://www.cdisc.org","Code_88"
"0859bac0-fcf2-4268-955b-95c6890c7943","C25716","Visit","2023-12-15","Code","http://www.cdisc.org","Code_89"
"dc25e706-e2cc-4d93-bef5-515258cfa71e","C51282","Clinic","2023-12-15","Code","http://www.cdisc.org","Code_90"
"1aad48ac-813a-4472-a113-3a90f882d2f4","C175574","In Person","2023-12-15","Code","http://www.cdisc.org","Code_91"
"08539d72-cf4f-4926-9aae-6242030d0fef","C25716","Visit","2023-12-15","Code","http://www.cdisc.org","Code_92"
"70f75df5-a438-4792-a6a1-c20806a2ea6f","C51282","Clinic","2023-12-15","Code","http://www.cdisc.org","Code_93"
"29abe3f7-8403-4911-be5b-5fc90c58604c","C175574","In Person","2023-12-15","Code","http://www.cdisc.org","Code_94"
"632a6b9c-bc06-4f62-96ce-72815f4da7f0","C25716","Visit","2023-12-15","Code","http://www.cdisc.org","Code_95"
"ff61bcb5-388c-435b-842e-894313fedf22","C51282","Clinic","2023-12-15","Code","http://www.cdisc.org","Code_96"
"4c3841a9-3412-4f01-8c98-ac94cfc158bd","C175574","In Person","2023-12-15","Code","http://www.cdisc.org","Code_97"
"7d12ccf7-236f-4737-8fd0-1043d5460039","C25716","Visit","2023-12-15","Code","http://www.cdisc.org","Code_98"
"7a493fe6-7c05-418b-847b-8b9b4caa2a0c","C51282","Clinic","2023-12-15","Code","http://www.cdisc.org","Code_99"
"e1b33ef9-cea1-4e71-9e35-caa314f65532","C175574","In Person","2023-12-15","Code","http://www.cdisc.org","Code_100"
"415b43ac-8dbc-4709-adbc-5bc87b98fb05","C25716","Visit","2023-12-15","Code","http://www.cdisc.org","Code_101"
"f6cbd217-e7e2-4c9d-a2ec-03bc66fd2a20","C51282","Clinic","2023-12-15","Code","http://www.cdisc.org","Code_102"
"1c736745-90a5-4129-95e9-c1f11f63aaf0","C175574","In Person","2023-12-15","Code","http://www.cdisc.org","Code_103"
"67dbac53-bbbb-494b-a72c-b1ef7a27ad89","C171537","Telephone Call","2023-12-15","Code","http://www.cdisc.org","Code_104"
"2a08fab7-6843-4b2b-ac51-a502b17a2e54","C25716","Visit","2023-12-15","Code","http://www.cdisc.org","Code_105"
"8828bcad-3f14-4617-b824-8d5d7f614aa4","C51282","Clinic","2023-12-15","Code","http://www.cdisc.org","Code_106"
"98463e30-493c-4928-8096-31f394a53328","C175574","In Person","2023-12-15","Code","http://www.cdisc.org","Code_107"
"cc0ad4be-86e1-4fd0-b2be-f303230fe533","C171537","Telephone Call","2023-12-15","Code","http://www.cdisc.org","Code_108"
"95d8205a-645b-4e52-bf07-fedd63d9f144","C25716","Visit","2023-12-15","Code","http://www.cdisc.org","Code_109"
"efee98b5-0a11-4972-aa2e-e2615aa170f5","C51282","Clinic","2023-12-15","Code","http://www.cdisc.org","Code_110"
"22bc81b3-ae4f-4e69-9b55-a62adb7df440","C175574","In Person","2023-12-15","Code","http://www.cdisc.org","Code_111"
"2d4d580f-b86f-4d9e-ab4f-4cca0ae56236","C171537","Telephone Call","2023-12-15","Code","http://www.cdisc.org","Code_112"
"f99b0d32-c6dd-46ec-bed9-d02b9fc36032","C25716","Visit","2023-12-15","Code","http://www.cdisc.org","Code_113"
"7934e2ed-03b9-4dc4-a79f-7f217af8da0f","C51282","Clinic","2023-12-15","Code","http://www.cdisc.org","Code_114"
"04468c17-e697-4b77-aa7b-fae1fc58c613","C175574","In Person","2023-12-15","Code","http://www.cdisc.org","Code_115"
"2b97b9db-fefc-4f1b-9c60-6c650d65ff6d","C171537","Telephone Call","2023-12-15","Code","http://www.cdisc.org","Code_116"
"301a4d35-8f33-49cc-9474-326e1535f83b","C25716","Visit","2023-12-15","Code","http://www.cdisc.org","Code_117"
"7bcec5ee-24e6-4700-9996-cba056beaa49","C51282","Clinic","2023-12-15","Code","http://www.cdisc.org","Code_118"
"3e71ba16-da74-4a32-a6b0-0833150501d9","C175574","In Person","2023-12-15","Code","http://www.cdisc.org","Code_119"
"4e0933ee-2eac-4424-af4c-897ea6f2f1a8","C25716","Visit","2023-12-15","Code","http://www.cdisc.org","Code_120"
"a73bf61b-5a9e-481a-ab95-fc24e1ceb1c3","C51282","Clinic","2023-12-15","Code","http://www.cdisc.org","Code_121"
"144594e9-7730-4f00-b5f3-5da39750e2a9","C175574","In Person","2023-12-15","Code","http://www.cdisc.org","Code_122"
"edf19766-15f9-4d37-839c-e9b9200b4f35","383371000119108","CT of head without contrast","January 31, 2018","Code","SNOMED","Code_80"
"8ee1887d-388d-46a6-8065-0d8c5e16d3b5","123","Subject Supine","12","Code","SPONSOR","Code_81"
"b55c9022-5075-4fe0-85d1-a562c6ba19f1","124","Subject Standing","12","Code","SPONSOR","Code_82"
"6e471cfc-c9cc-4689-b9f3-ca28468747df","C82977","Dictionary-derived Term","2023-12-15","Code","http://www.cdisc.org","Code_429"
"7c42ac89-f225-43ee-ac59-fa1187849508","C82571","Reported Event Term","2023-12-15","Code","http://www.cdisc.org","Code_430"
"14df1d2f-ea66-4ce9-a9e3-a7c9b40aec99","C82517","Observation Start Date Time","2023-12-15","Code","http://www.cdisc.org","Code_431"
"9e0969da-c20e-4fef-863f-b050822ed460","C16735","Informed Consent","2023-12-15","Code","http://www.cdisc.org","Code_432"
"6e3961fc-e866-430c-ad63-934bdeaff8a6","C20197","Male","2023-12-15","Code","http://www.cdisc.org","Code_433"
"baa6e506-6f62-4bf6-a9ee-bd982b620df8","C16576","Female","2023-12-15","Code","http://www.cdisc.org","Code_434"
"ebb2147b-fe85-480e-890b-af727fd42011","C28421","Sex","2023-12-15","Code","http://www.cdisc.org","Code_435"
"31c5eb47-2e9a-4ec3-a719-1f5281cfd8b6","C28421","Sex","2023-12-15","Code","http://www.cdisc.org","Code_436"
"3c9e2ac1-d489-4918-99dc-d099dbd7ef47","C17049","Race","2023-12-15","Code","http://www.cdisc.org","Code_437"
"dd279f98-9135-41d5-a991-7218cc41d50b","C17049","Race","2023-12-15","Code","http://www.cdisc.org","Code_438"
"5389aecc-89da-4a42-9fb1-72579dcb8a80","C174446","TEMP","2023-12-15","Code","http://www.cdisc.org","Code_439"
"40418e6b-83df-45e0-8614-e3f6904f8b6f","C77140","Clinical Test Result","2023-12-15","Code","http://www.cdisc.org","Code_440"
"b65dcc25-93a2-495e-8588-71191cbe456b","C42559","Degree Celsius","2023-12-15","Code","http://www.cdisc.org","Code_441"
"082d5ba6-45ce-42f4-93fd-b91f0e8c69b6","C44277","Degree Fahrenheit","2023-12-15","Code","http://www.cdisc.org","Code_442"
"8aa66996-1802-461c-b95d-a0f5202023f5","C42537","Kelvin","2023-12-15","Code","http://www.cdisc.org","Code_443"
"93c09053-8807-4119-af88-e892b2b6332a","C44276","Unit of Temperature","2023-12-15","Code","http://www.cdisc.org","Code_444"
"62c0fe4f-9dc9-42a4-8f30-11ac72ca876f","C12674","Axilla","2023-12-15","Code","http://www.cdisc.org","Code_445"
"fb15a58e-a495-4694-b8fc-8d14e938e855","C12394","Ear","2023-12-15","Code","http://www.cdisc.org","Code_446"
"bb57bfec-43a6-4c89-be77-8d9585b6ae6d","C89803","Forehead","2023-12-15","Code","http://www.cdisc.org","Code_447"
"260f7dc7-f001-4c0e-8476-e5a6ed8e3508","C12421","Oral Cavity","2023-12-15","Code","http://www.cdisc.org","Code_448"
"7b6343d0-b8df-4485-bc85-8124daaacc10","C12390","Rectum","2023-12-15","Code","http://www.cdisc.org","Code_449"
"a0d0f2d8-b7bf-41b2-a6a4-089710ac23e4","C13717","Anatomic Site","2023-12-15","Code","http://www.cdisc.org","Code_450"
"142313e6-10e4-4fb3-b7fa-2f944e0c9cbe","C174446","TEMP","2023-12-15","Code","http://www.cdisc.org","Code_451"
"72935014-29c0-43ec-8392-3262bdd3425c","C25208","WEIGHT","2023-12-15","Code","http://www.cdisc.org","Code_452"
"daa3c1a4-b43c-4d80-b0bd-ec2a0e0b8ec4","C77140","Clinical Test Result","2023-12-15","Code","http://www.cdisc.org","Code_453"
"a8979f65-b624-47a7-952d-859da5b91443","C48531","Pound","2023-12-15","Code","http://www.cdisc.org","Code_454"
"e3e3f33e-bb1f-4fc4-95bc-8f66689d28e1","C48155","Gram","2023-12-15","Code","http://www.cdisc.org","Code_455"
"d71158b6-8935-443e-96e4-ff7608f1532c","C28252","Kilogram","2023-12-15","Code","http://www.cdisc.org","Code_456"
"4164b640-e718-44ab-b5f6-29196ea30dfa","C48208","Unit of Weight","2023-12-15","Code","http://www.cdisc.org","Code_457"
"83aeda3d-5f7c-43e4-9c33-da9afa66791e","C25208","WEIGHT","2023-12-15","Code","http://www.cdisc.org","Code_458"
"ada81d13-e398-49ae-b41d-fbf1e0335c71","C25347","HEIGHT","2023-12-15","Code","http://www.cdisc.org","Code_459"
"ccde75a6-b7b2-42b8-b798-23e770988ae4","C77140","Clinical Test Result","2023-12-15","Code","http://www.cdisc.org","Code_460"
"7f5d961f-7e9f-4457-aca9-aad096726940","C49668","Centimeter","2023-12-15","Code","http://www.cdisc.org","Code_461"
"b24ef6bd-9c10-43ee-b377-0e74b326c13b","C48500","Inch","2023-12-15","Code","http://www.cdisc.org","Code_462"
"92056bcb-1d14-4371-9e49-b8f7770e7cbf","C41139","Meter","2023-12-15","Code","http://www.cdisc.org","Code_463"
"345b3089-de0f-4417-a4bb-e266f1e30357","C168688","Unit of Height","2023-12-15","Code","http://www.cdisc.org","Code_464"
"f1339818-46bc-40df-83f8-b738b356fe8f","C25347","HEIGHT","2023-12-15","Code","http://www.cdisc.org","Code_465"
"0ec125d8-38cf-43d4-a61e-01a972f5665f","C64433","ALT","2023-12-15","Code","http://www.cdisc.org","Code_466"
"51678eea-a821-4610-8ef4-7796198bdea4","C36292","Laboratory Test Result","2023-12-15","Code","http://www.cdisc.org","Code_467"
"d252cd3f-5e88-4f21-b0d5-ae1259288490","C67456","Unit per Liter","2023-12-15","Code","http://www.cdisc.org","Code_468"
"432e4844-334a-4b7f-a44a-be465ef613cb","C67397","Microkatal per Liter","2023-12-15","Code","http://www.cdisc.org","Code_469"
"3eca2d77-c1e0-41b9-acc7-e8882ec61e6a","C67376","International Unit per Liter","2023-12-15","Code","http://www.cdisc.org","Code_470"
"60ddd041-7bcd-4534-9315-07ef3c11ebc1","C70510","Nanokatal per Liter","2023-12-15","Code","http://www.cdisc.org","Code_471"
"00323cbf-50ab-4223-b565-ffe5b8a9776f","C67365","Unit of Catalytic Activity Concentration","2023-12-15","Code","http://www.cdisc.org","Code_472"
"dded694a-3ecb-40e6-b94a-11cb5459a50d","C70713","Biospecimen Type","2023-12-15","Code","http://www.cdisc.org","Code_473"
"10796b6e-d8ee-43ec-b395-1615199662ae","C49487","No","2023-12-15","Code","http://www.cdisc.org","Code_474"
"0e1f8e44-7e34-4d84-af69-e3d5473d0994","C49488","Yes","2023-12-15","Code","http://www.cdisc.org","Code_475"
"4e3d56a9-b9e1-4a37-937e-c4dbc93230c9","C83309","Laboratory Test Fasting Status","2023-12-15","Code","http://www.cdisc.org","Code_476"
"82f4baba-ff92-49d8-bcee-b68acf152ee1","C64433","ALT","2023-12-15","Code","http://www.cdisc.org","Code_477"
"ea3caef9-e070-4a1a-a0e6-6c5da09eef91","C64431","ALB","2023-12-15","Code","http://www.cdisc.org","Code_478"
"87f73a2c-d21b-40ce-a1bb-bcce0e5976b9","C36292","Laboratory Test Result","2023-12-15","Code","http://www.cdisc.org","Code_479"
"5590d97c-8a61-4bab-b4a5-958a746a370d","C70713","Biospecimen Type","2023-12-15","Code","http://www.cdisc.org","Code_480"
"486e9548-198e-46bf-849d-bd25dc479906","C49487","No","2023-12-15","Code","http://www.cdisc.org","Code_481"
"a790d8a7-4ff8-485f-818f-235079cb1b74","C49488","Yes","2023-12-15","Code","http://www.cdisc.org","Code_482"
"039a0af4-863b-49f9-b863-ce1279df0a76","C83309","Laboratory Test Fasting Status","2023-12-15","Code","http://www.cdisc.org","Code_483"
"0fc8a211-7241-4dfa-be23-e5ee9ef2bb78","C64431","ALB","2023-12-15","Code","http://www.cdisc.org","Code_484"
"bc511b22-6092-4d4f-8a4d-2ce8dcae80e4","C64432","ALP","2023-12-15","Code","http://www.cdisc.org","Code_485"
"8272febf-ce33-4106-98e7-40bcd1e0f1f9","C36292","Laboratory Test Result","2023-12-15","Code","http://www.cdisc.org","Code_486"
"3649d026-5fde-4c73-a5a1-ec21c49f05c8","C67456","Unit per Liter","2023-12-15","Code","http://www.cdisc.org","Code_487"
"22b00070-98e1-4b27-906e-eec9e93e63b7","C67397","Microkatal per Liter","2023-12-15","Code","http://www.cdisc.org","Code_488"
"6e496c03-5190-4c1d-a981-d71809828ecc","C67376","International Unit per Liter","2023-12-15","Code","http://www.cdisc.org","Code_489"
"bd7c8b34-3933-48e3-a71e-c7ed565c16c3","C67365","Unit of Catalytic Activity Concentration","2023-12-15","Code","http://www.cdisc.org","Code_490"
"ca063f6c-9dea-48ed-b9ad-646615052a58","C70713","Biospecimen Type","2023-12-15","Code","http://www.cdisc.org","Code_491"
"af6e0541-9a6d-4606-b9e7-4a7d6a3617dc","C49487","No","2023-12-15","Code","http://www.cdisc.org","Code_492"
"588171a3-f926-44fe-9c78-f6a566a0f813","C49488","Yes","2023-12-15","Code","http://www.cdisc.org","Code_493"
"691392b4-aecf-4369-ab69-859274510b51","C83309","Laboratory Test Fasting Status","2023-12-15","Code","http://www.cdisc.org","Code_494"
"61b6047f-411d-4f3c-8f3a-f083ad75d3d1","C64432","ALP","2023-12-15","Code","http://www.cdisc.org","Code_495"
"20949dd8-2abc-4cd1-878a-c6c2ad63053e","C64467","AST","2023-12-15","Code","http://www.cdisc.org","Code_496"
"926800d6-a260-47b2-9b7f-494992357e0b","C36292","Laboratory Test Result","2023-12-15","Code","http://www.cdisc.org","Code_497"
"a0a3e527-3ebb-480b-bb97-fd6be04439c2","C67456","Unit per Liter","2023-12-15","Code","http://www.cdisc.org","Code_498"
"cc06505b-236b-462e-a4fe-6e6aef17ea1f","C67397","Microkatal per Liter","2023-12-15","Code","http://www.cdisc.org","Code_499"
"9a748088-36e4-4971-a7a2-7949bc5890d6","C67376","International Unit per Liter","2023-12-15","Code","http://www.cdisc.org","Code_500"
"db132728-7a60-4f6a-86bc-f51950e5a9e9","C67365","Unit of Catalytic Activity Concentration","2023-12-15","Code","http://www.cdisc.org","Code_501"
"cc4271dd-d0d0-4589-b63c-776eaa350233","C70713","Biospecimen Type","2023-12-15","Code","http://www.cdisc.org","Code_502"
"326749b9-b3bf-4bca-9018-f3c7ae046b2b","C49487","No","2023-12-15","Code","http://www.cdisc.org","Code_503"
"2585a110-cc36-43f7-bbe5-beb1a9479f0d","C49488","Yes","2023-12-15","Code","http://www.cdisc.org","Code_504"
"cb82add5-d99a-4e8c-86c3-86b79fb03444","C83309","Laboratory Test Fasting Status","2023-12-15","Code","http://www.cdisc.org","Code_505"
"3fe30f64-9279-457f-8109-e28384a64058","C64467","AST","2023-12-15","Code","http://www.cdisc.org","Code_506"
"1022003a-a0c0-42d7-8974-56412e708c65","C64547","CREAT","2023-12-15","Code","http://www.cdisc.org","Code_507"
"ecae0977-ec73-4f0b-ab5a-25635d0d5102","C36292","Laboratory Test Result","2023-12-15","Code","http://www.cdisc.org","Code_508"
"4204c922-fabd-4718-b514-f657a1037aeb","C67015","Milligram per Deciliter","2023-12-15","Code","http://www.cdisc.org","Code_509"
"4c3322ca-8c06-4d36-97bb-5c1c395b3fa1","C64572","Microgram per Milliliter","2023-12-15","Code","http://www.cdisc.org","Code_510"
"7b936fc8-f9c3-49b2-811f-a03b6f9d599b","C64387","Millimole per Liter","2023-12-15","Code","http://www.cdisc.org","Code_511"
"81e7d147-78e1-4f75-b905-4babd02b170f","C48508","Micromole per Liter","2023-12-15","Code","http://www.cdisc.org","Code_512"
"4172c41e-ec08-471a-861a-06d77747ecb2","C48207","Unit of Concentration","2023-12-15","Code","http://www.cdisc.org","Code_513"
"ea3d18ee-32f9-4e87-b695-a2621b551f63","C70713","Biospecimen Type","2023-12-15","Code","http://www.cdisc.org","Code_514"
"b3e66c46-6f26-41e3-bc81-26acc04c6336","C49487","No","2023-12-15","Code","http://www.cdisc.org","Code_515"
"a8ea4153-e91d-4ed0-84ee-374190b1e732","C49488","Yes","2023-12-15","Code","http://www.cdisc.org","Code_516"
"40981e26-8cdd-4624-9ca9-9c7f51ff34b5","C83309","Laboratory Test Fasting Status","2023-12-15","Code","http://www.cdisc.org","Code_517"
"82411900-c8be-4bc3-9949-f91f31668af3","C64547","CREAT","2023-12-15","Code","http://www.cdisc.org","Code_518"
"5a1b086a-2f6b-466e-81eb-9dfb48637ebc","C64853","K","2023-12-15","Code","http://www.cdisc.org","Code_519"
"51925995-9dcb-4082-af2a-03d110d14e92","C36292","Laboratory Test Result","2023-12-15","Code","http://www.cdisc.org","Code_520"
"4a3e9c71-2252-462e-a603-d3ce6b123ba9","C67474","Milliequivalent per Liter","2023-12-15","Code","http://www.cdisc.org","Code_521"
"9c17b286-1b78-4c4c-87b4-b170114cf85d","C67473","Milliequivalent per Deciliter","2023-12-15","Code","http://www.cdisc.org","Code_522"
"828bbe28-6736-422d-97fc-461bb7ab0ed0","C64387","Millimole per Liter","2023-12-15","Code","http://www.cdisc.org","Code_523"
"8eaf2cc9-0d5e-45f3-9100-800b15a656fc","C64567","Molarity Unit","2023-12-15","Code","http://www.cdisc.org","Code_524"
"7be03687-05b8-4506-9089-9f8e63c2d149","C70713","Biospecimen Type","2023-12-15","Code","http://www.cdisc.org","Code_525"
"242a8fac-5aa9-4af4-9d14-4afb5e6e3b24","C49487","No","2023-12-15","Code","http://www.cdisc.org","Code_526"
"ef9fdba9-5d7f-4d39-ae1d-a0778de29b91","C49488","Yes","2023-12-15","Code","http://www.cdisc.org","Code_527"
"3d031892-fdbd-4c27-808a-ce3e7becc1cf","C83309","Laboratory Test Fasting Status","2023-12-15","Code","http://www.cdisc.org","Code_528"
"7a8cc478-2036-410d-b780-17aa6311cac8","C64853","K","2023-12-15","Code","http://www.cdisc.org","Code_529"
"e44d4e94-18ff-4872-8d2d-275db75293b5","C64809","SODIUM","2023-12-15","Code","http://www.cdisc.org","Code_530"
"72f2e8d0-8955-4084-80ba-5f141af7cb44","C36292","Laboratory Test Result","2023-12-15","Code","http://www.cdisc.org","Code_531"
"86d06fa7-3d61-4fce-93ea-93c09dfa37bd","C67474","Milliequivalent per Liter","2023-12-15","Code","http://www.cdisc.org","Code_532"
"13b55a39-34af-42f4-94e4-8b1e91e43011","C67473","Milliequivalent per Deciliter","2023-12-15","Code","http://www.cdisc.org","Code_533"
"2f63952e-beb1-4fc9-bd93-30f88ad9ab55","C64387","Millimole per Liter","2023-12-15","Code","http://www.cdisc.org","Code_534"
"38b3e653-9978-40d7-b2af-656331ac5a86","C64567","Molarity Unit","2023-12-15","Code","http://www.cdisc.org","Code_535"
"68f39612-60dc-43c6-9ded-92b6891b7ec7","C70713","Biospecimen Type","2023-12-15","Code","http://www.cdisc.org","Code_536"
"7005f5c0-5e3c-48c9-b136-fb679e89d33f","C49487","No","2023-12-15","Code","http://www.cdisc.org","Code_537"
"b7ee95cb-dc38-4cd8-9965-dbd58f3d8f4b","C49488","Yes","2023-12-15","Code","http://www.cdisc.org","Code_538"
"82793ea3-a7cc-4c06-a03e-29234e3a605c","C83309","Laboratory Test Fasting Status","2023-12-15","Code","http://www.cdisc.org","Code_539"
"6116705c-6155-494b-a239-3ab271e734cf","C64809","SODIUM","2023-12-15","Code","http://www.cdisc.org","Code_540"
"d1ac3b57-2ef0-4608-976c-ea67666c9ef2","C64849","HBA1C","2023-12-15","Code","http://www.cdisc.org","Code_541"
"6efa645c-e313-44d5-bf5c-5cff4d24e9dd","C36292","Laboratory Test Result","2023-12-15","Code","http://www.cdisc.org","Code_542"
"c98a23d6-dc9c-4f61-8df9-25a8a00982ea","C64783","Gram per Deciliter","2023-12-15","Code","http://www.cdisc.org","Code_543"
"e9767e54-2f7d-4785-b0e1-f5a3bae58a81","No Concept Code","LBORRESU","2023-12-15","Code","http://www.cdisc.org","Code_544"
"0c00dcc3-1072-4464-8c2b-09d55a615bf9","C70713","Biospecimen Type","2023-12-15","Code","http://www.cdisc.org","Code_545"
"3ab0b9e7-4875-4f34-aa14-30a1f72ea6de","C49487","No","2023-12-15","Code","http://www.cdisc.org","Code_546"
"9fc86bab-2798-445d-9ef0-5b8e3531c4f1","C49488","Yes","2023-12-15","Code","http://www.cdisc.org","Code_547"
"2e01a37f-baaf-4970-9091-413b7dd534ca","C83309","Laboratory Test Fasting Status","2023-12-15","Code","http://www.cdisc.org","Code_548"
"c01903e5-56b1-460c-b251-e498ddce8c11","C64849","HBA1C","2023-12-15","Code","http://www.cdisc.org","Code_549"
"49fd1989-3ff5-4a6c-ba65-d7e8e52a178d","C78541","Adverse Event Verbatim Description","2023-12-15","Code","http://www.cdisc.org","Code_145"
"349dbd4c-5621-41a2-93d1-9bfb7c9c9d6b","C83344","Adverse Event Dictionary Derived Term","2023-12-15","Code","http://www.cdisc.org","Code_146"
"ae38d43c-9187-4521-a77b-51b6132f477d","C49487","No","2023-12-15","Code","http://www.cdisc.org","Code_147"
"1f37630e-ea35-4b8d-a084-72ef3e3517fe","C49488","Yes","2023-12-15","Code","http://www.cdisc.org","Code_148"
"185a3bf1-e49d-491c-a8ea-6e4a0225b3ef","C87840","Adverse Event Pre-specified","2023-12-15","Code","http://www.cdisc.org","Code_149"
"14c24084-6480-4576-9786-32f928974f67","C83205","Adverse Event Location","2023-12-15","Code","http://www.cdisc.org","Code_150"
"4aa1010f-43c3-4588-9643-a01c0067858a","C53253","Severity of Adverse Event","2023-12-15","Code","http://www.cdisc.org","Code_151"
"4d51d3d1-41a5-459a-9855-cbd5487c024e","C49487","No","2023-12-15","Code","http://www.cdisc.org","Code_152"
"ff11fd9a-4952-4bbe-a99b-06c271a3ecf3","C49488","Yes","2023-12-15","Code","http://www.cdisc.org","Code_153"
"770eac4a-dfcc-4572-b077-9c0a8935511d","C53252","Seriousness of Adverse Event","2023-12-15","Code","http://www.cdisc.org","Code_154"
"438b50e8-9d23-47ea-b02d-fbb0dd0bcf88","C83013","Adverse Event Action Taken with Study Treatment","2023-12-15","Code","http://www.cdisc.org","Code_155"
"48e2dab6-f0ab-467c-9588-0724516b7f0b","C83109","Other Actions taken in Response to Adverse Event","2023-12-15","Code","http://www.cdisc.org","Code_156"
"8ee8c5c9-4ca9-4277-80ee-5d8d16689527","C41358","Adverse Event Attribution to Product or Procedure","2023-12-15","Code","http://www.cdisc.org","Code_157"
"8903c24f-6be5-4f54-bd94-a6d8b67f1370","C83210","Adverse Event Relationship to Non Study Treatment","2023-12-15","Code","http://www.cdisc.org","Code_158"
"ad4125f9-3ea9-432a-9aa9-3021e0db02f6","C83208","Adverse Event Pattern","2023-12-15","Code","http://www.cdisc.org","Code_159"
"93426fbf-199f-4dd8-a594-761b47a525e2","C49489","Adverse Event Outcome","2023-12-15","Code","http://www.cdisc.org","Code_160"
"45878519-6aa5-43ca-bfcc-ef3ced918539","C49487","No","2023-12-15","Code","http://www.cdisc.org","Code_161"
"4ec77953-830c-4ade-871f-daf3143361da","C49488","Yes","2023-12-15","Code","http://www.cdisc.org","Code_162"
"dc632510-20ad-4d78-a0a3-87b24ec62089","C83211","Adverse Event Involves Cancer","2023-12-15","Code","http://www.cdisc.org","Code_163"
"a9e7b909-d8d1-4828-bd0c-f32f951c5abb","C49487","No","2023-12-15","Code","http://www.cdisc.org","Code_164"
"717ed44d-18fe-447e-b9fc-75907713d4de","C49488","Yes","2023-12-15","Code","http://www.cdisc.org","Code_165"
"f0a3f276-d15e-425e-b832-6ca8586460f5","C83117","Adverse Event Seriousness Due to Congenital Anomaly","2023-12-15","Code","http://www.cdisc.org","Code_166"
"9bf51d26-2874-4150-851b-c7c0a8441187","C49487","No","2023-12-15","Code","http://www.cdisc.org","Code_167"
