"id","codeSystemVersion","decode","code","uuid:ID","codeSystem","instanceType"
"Code_437","2023-12-15","Race","C17049","130f57ec-6bdf-4676-bcd7-03e52aba29bd","http://www.cdisc.org","Code"
"Code_438","2023-12-15","Race","C17049","61b19f2d-3f0b-4b69-ae66-cb05ccb4984a","http://www.cdisc.org","Code"
"Code_439","2023-12-15","TEMP","C174446","893540b4-0f45-406d-a79d-0a2ab91e010c","http://www.cdisc.org","Code"
"Code_440","2023-12-15","Clinical Test Result","C77140","b6e428cd-cfb3-4ff9-b235-b4bfc2a307bb","http://www.cdisc.org","Code"
"Code_441","2023-12-15","Degree Celsius","C42559","12c5553c-9821-4fa7-af44-2cfb609d2b92","http://www.cdisc.org","Code"
"Code_442","2023-12-15","Degree Fahrenheit","C44277","251e8b21-f1a2-4887-a4a3-329053f42271","http://www.cdisc.org","Code"
"Code_443","2023-12-15","Kelvin","C42537","564e9ec7-e7f6-43e4-aa0e-eba2395c213d","http://www.cdisc.org","Code"
"Code_444","2023-12-15","Unit of Temperature","C44276","52556b8e-c0ac-403a-b7e9-c5f5c6603f3c","http://www.cdisc.org","Code"
"Code_445","2023-12-15","Axilla","C12674","bcee7709-a568-490f-88de-6362499cfd79","http://www.cdisc.org","Code"
"Code_446","2023-12-15","Ear","C12394","b99f59e9-084e-4374-8772-c975914de7e3","http://www.cdisc.org","Code"
"Code_447","2023-12-15","Forehead","C89803","8ff037b8-9502-426c-b47a-d5a8f06b8ee2","http://www.cdisc.org","Code"
"Code_448","2023-12-15","Oral Cavity","C12421","39daa917-bf19-4c92-89b3-06ec9a53d995","http://www.cdisc.org","Code"
"Code_449","2023-12-15","Rectum","C12390","3bd3f74c-9a81-4c9d-8a62-dae6a57790af","http://www.cdisc.org","Code"
"Code_450","2023-12-15","Anatomic Site","C13717","07b8e1be-05db-4dd0-b79d-6f1269e10fa3","http://www.cdisc.org","Code"
"Code_451","2023-12-15","TEMP","C174446","0441bf91-c2b5-4418-b1cb-c070a9e1b2a4","http://www.cdisc.org","Code"
"Code_452","2023-12-15","WEIGHT","C25208","aac4491e-c057-485c-914a-ccfa42a8bec7","http://www.cdisc.org","Code"
"Code_453","2023-12-15","Clinical Test Result","C77140","bd786f5c-31e4-4462-80a1-f2fe6084ad83","http://www.cdisc.org","Code"
"Code_454","2023-12-15","Pound","C48531","1b3b1279-7694-4c4f-95fe-c94ccc4daa45","http://www.cdisc.org","Code"
"Code_455","2023-12-15","Gram","C48155","bf82e1b7-f5f0-445d-a189-ca3e9877bd7a","http://www.cdisc.org","Code"
"Code_456","2023-12-15","Kilogram","C28252","7fd9109b-59b6-4de4-a88a-d8d76d798d9c","http://www.cdisc.org","Code"
"Code_457","2023-12-15","Unit of Weight","C48208","ad00fb5e-5852-4b0f-a998-d1d3eb5c4a52","http://www.cdisc.org","Code"
"Code_458","2023-12-15","WEIGHT","C25208","8196c1e4-00d7-4c90-aa57-0948dffde08b","http://www.cdisc.org","Code"
"Code_459","2023-12-15","HEIGHT","C25347","3ecbdc28-f13f-4f6d-ab9f-0715c124c3f7","http://www.cdisc.org","Code"
"Code_460","2023-12-15","Clinical Test Result","C77140","77599253-fbae-41ba-8362-4ce76f9cdf52","http://www.cdisc.org","Code"
"Code_461","2023-12-15","Centimeter","C49668","d9870f11-d116-4b3c-93d9-85eb1c29d819","http://www.cdisc.org","Code"
"Code_462","2023-12-15","Inch","C48500","b6920f59-3e9c-4562-a3fe-d908d154db34","http://www.cdisc.org","Code"
"Code_463","2023-12-15","Meter","C41139","42ee35ed-8289-4725-bf98-08713063c247","http://www.cdisc.org","Code"
"Code_464","2023-12-15","Unit of Height","C168688","d2e0d577-6c25-4779-a417-5abf40b99c01","http://www.cdisc.org","Code"
"Code_465","2023-12-15","HEIGHT","C25347","c1589cba-116c-4516-9053-767247714b0f","http://www.cdisc.org","Code"
"Code_466","2023-12-15","ALT","C64433","9fad7643-ddc7-46bd-97d7-ffd67cbf923d","http://www.cdisc.org","Code"
"Code_467","2023-12-15","Laboratory Test Result","C36292","c0cc72ff-9ee3-4884-a32a-f0d97b27467a","http://www.cdisc.org","Code"
"Code_468","2023-12-15","Unit per Liter","C67456","971d704f-27cd-42e4-937d-e3ce34fed822","http://www.cdisc.org","Code"
"Code_469","2023-12-15","Microkatal per Liter","C67397","81179656-e29b-4ec5-ac1a-0344559ea11f","http://www.cdisc.org","Code"
"Code_470","2023-12-15","International Unit per Liter","C67376","e7734a52-51de-4b07-ae45-c62ffeea3761","http://www.cdisc.org","Code"
"Code_471","2023-12-15","Nanokatal per Liter","C70510","b996ab7e-18fe-44d3-affe-8fa28c98af8e","http://www.cdisc.org","Code"
"Code_472","2023-12-15","Unit of Catalytic Activity Concentration","C67365","169cf7b1-a08f-4f00-900a-34b07f5b8d97","http://www.cdisc.org","Code"
"Code_473","2023-12-15","Biospecimen Type","C70713","85eb3be6-650b-4bba-8f62-d49aa03cf3a5","http://www.cdisc.org","Code"
"Code_474","2023-12-15","No","C49487","4f10c02b-f0a3-4cae-a680-319b7fb76981","http://www.cdisc.org","Code"
"Code_475","2023-12-15","Yes","C49488","f959873c-addd-4c1f-860d-7e6fd476bbe4","http://www.cdisc.org","Code"
"Code_476","2023-12-15","Laboratory Test Fasting Status","C83309","4ee7ab4d-23ea-41c6-a873-e8805bf004d3","http://www.cdisc.org","Code"
"Code_477","2023-12-15","ALT","C64433","9e08f662-e2ac-4f9d-bc53-68fa99d52be3","http://www.cdisc.org","Code"
"Code_478","2023-12-15","ALB","C64431","280f3215-2dbd-44f8-8607-7edd507e0bce","http://www.cdisc.org","Code"
"Code_479","2023-12-15","Laboratory Test Result","C36292","f4261a2f-b1f7-4c73-be9a-189013166d6b","http://www.cdisc.org","Code"
"Code_480","2023-12-15","Biospecimen Type","C70713","e8821fa3-21a6-4499-a95b-4644d223f369","http://www.cdisc.org","Code"
"Code_481","2023-12-15","No","C49487","604bc166-b8a8-4ec8-8e29-97087e5ab0b4","http://www.cdisc.org","Code"
"Code_482","2023-12-15","Yes","C49488","9091b5c5-e100-4a9c-bd20-389762677775","http://www.cdisc.org","Code"
"Code_483","2023-12-15","Laboratory Test Fasting Status","C83309","9fae9a70-a28c-4346-a72d-083cc8a5ea7a","http://www.cdisc.org","Code"
"Code_484","2023-12-15","ALB","C64431","a863c62e-681f-4980-91d8-bdba4d669665","http://www.cdisc.org","Code"
"Code_485","2023-12-15","ALP","C64432","4f5ec344-0df5-4402-ae3e-dcc2a4d53189","http://www.cdisc.org","Code"
"Code_486","2023-12-15","Laboratory Test Result","C36292","6c908af1-1b2b-4fbd-9f56-baca2ec555ad","http://www.cdisc.org","Code"
"Code_487","2023-12-15","Unit per Liter","C67456","1d3ec81c-291b-4d2c-bd74-ccd6f9bfd587","http://www.cdisc.org","Code"
"Code_488","2023-12-15","Microkatal per Liter","C67397","5f04f636-1be5-42b8-9f20-139c5cf44574","http://www.cdisc.org","Code"
"Code_489","2023-12-15","International Unit per Liter","C67376","41890197-a439-465c-a812-08be88fb6c6a","http://www.cdisc.org","Code"
"Code_490","2023-12-15","Unit of Catalytic Activity Concentration","C67365","0492cbc3-3fec-4ad4-9c44-28e385934999","http://www.cdisc.org","Code"
"Code_491","2023-12-15","Biospecimen Type","C70713","1d44f12d-26dc-4009-988e-37e90c3ca49b","http://www.cdisc.org","Code"
"Code_492","2023-12-15","No","C49487","e615ebcd-6892-40f4-a32b-71bc253f4650","http://www.cdisc.org","Code"
"Code_493","2023-12-15","Yes","C49488","8451df35-cdc6-4d81-98f7-7d76eed7bb76","http://www.cdisc.org","Code"
"Code_494","2023-12-15","Laboratory Test Fasting Status","C83309","73a4a0e3-93dd-4f04-8f15-8edcafeef3d9","http://www.cdisc.org","Code"
"Code_495","2023-12-15","ALP","C64432","86cba65a-67a4-49c5-a2cb-e042871dbe3b","http://www.cdisc.org","Code"
"Code_496","2023-12-15","AST","C64467","d3d7f82e-9095-4c61-9bb5-9eff311bd709","http://www.cdisc.org","Code"
"Code_497","2023-12-15","Laboratory Test Result","C36292","e1cc09cb-9819-4c5b-9923-5c1a4a34b35b","http://www.cdisc.org","Code"
"Code_498","2023-12-15","Unit per Liter","C67456","91f735d6-9692-4a68-a789-3eed7f8442be","http://www.cdisc.org","Code"
"Code_499","2023-12-15","Microkatal per Liter","C67397","0762d8d1-fb85-409a-8fc9-a5f52eba84cf","http://www.cdisc.org","Code"
"Code_500","2023-12-15","International Unit per Liter","C67376","008d0618-e825-4ded-adae-6f8317372ceb","http://www.cdisc.org","Code"
"Code_501","2023-12-15","Unit of Catalytic Activity Concentration","C67365","7e8e8d75-90ed-4a2a-b809-874fdf664e91","http://www.cdisc.org","Code"
"Code_502","2023-12-15","Biospecimen Type","C70713","bec0b55c-c871-4b6c-b592-139ce47a1ec4","http://www.cdisc.org","Code"
"Code_503","2023-12-15","No","C49487","ab4aecf6-60df-4e1c-a2a6-73bd724da1eb","http://www.cdisc.org","Code"
"Code_504","2023-12-15","Yes","C49488","13515ce9-a0b0-4031-accf-6011119dc82a","http://www.cdisc.org","Code"
"Code_505","2023-12-15","Laboratory Test Fasting Status","C83309","03bfceb6-3dbd-4e43-9e77-f52705759af0","http://www.cdisc.org","Code"
"Code_506","2023-12-15","AST","C64467","21837f9d-a0d5-484a-b029-03c57ecb3a34","http://www.cdisc.org","Code"
"Code_507","2023-12-15","CREAT","C64547","de3da592-9ca4-44f6-9fa8-69ae84566afa","http://www.cdisc.org","Code"
"Code_508","2023-12-15","Laboratory Test Result","C36292","7f0984df-323a-4570-81a2-2821bc2f2b44","http://www.cdisc.org","Code"
"Code_509","2023-12-15","Milligram per Deciliter","C67015","f1f85e4f-0b04-4c66-9cc9-0543bb0bb3ca","http://www.cdisc.org","Code"
"Code_510","2023-12-15","Microgram per Milliliter","C64572","d4f97975-6f83-415a-854b-cf97d73e0f11","http://www.cdisc.org","Code"
"Code_511","2023-12-15","Millimole per Liter","C64387","4bdb972e-7267-49e6-b038-970aea094db3","http://www.cdisc.org","Code"
"Code_512","2023-12-15","Micromole per Liter","C48508","34d19407-d723-4065-9fd9-daa1b844dbd6","http://www.cdisc.org","Code"
"Code_513","2023-12-15","Unit of Concentration","C48207","59d75eb1-cb98-4b4b-a1fc-ebba9d063ca1","http://www.cdisc.org","Code"
"Code_514","2023-12-15","Biospecimen Type","C70713","06e853a4-23c7-4317-9e57-d2edcf6678a4","http://www.cdisc.org","Code"
"Code_515","2023-12-15","No","C49487","c1600779-42ea-40e9-ae4b-afd3f0458016","http://www.cdisc.org","Code"
"Code_516","2023-12-15","Yes","C49488","c998166e-9ba7-436d-97c7-b54ec4b76fe2","http://www.cdisc.org","Code"
"Code_517","2023-12-15","Laboratory Test Fasting Status","C83309","1b12f11e-6ae8-4310-9771-825c0c4b5398","http://www.cdisc.org","Code"
"Code_518","2023-12-15","CREAT","C64547","a516dd86-b72e-4bc8-9c1b-327cd1f51082","http://www.cdisc.org","Code"
"Code_519","2023-12-15","K","C64853","4a54bac8-8904-4aaf-af90-d3fc32d38e1e","http://www.cdisc.org","Code"
"Code_520","2023-12-15","Laboratory Test Result","C36292","575b810f-c054-4fbe-847f-a933cc92651b","http://www.cdisc.org","Code"
"Code_521","2023-12-15","Milliequivalent per Liter","C67474","fa5a9397-0c1e-44e7-b27f-0d7ebcd7813d","http://www.cdisc.org","Code"
"Code_522","2023-12-15","Milliequivalent per Deciliter","C67473","10db3a3d-e679-4134-81ff-56c5b5c00dff","http://www.cdisc.org","Code"
"Code_523","2023-12-15","Millimole per Liter","C64387","a7e14ce1-3e69-48ef-86ce-bb5b06dda23f","http://www.cdisc.org","Code"
"Code_524","2023-12-15","Molarity Unit","C64567","c62f992f-2867-40f2-9d84-5ec50d137432","http://www.cdisc.org","Code"
"Code_525","2023-12-15","Biospecimen Type","C70713","7fffcbcc-e55f-4672-9609-6bf1d32ff4bf","http://www.cdisc.org","Code"
"Code_526","2023-12-15","No","C49487","594e0c93-f14a-45f2-8ea0-0386e3fe93cd","http://www.cdisc.org","Code"
"Code_527","2023-12-15","Yes","C49488","c056860f-6829-47de-959e-4422a783e1b3","http://www.cdisc.org","Code"
"Code_528","2023-12-15","Laboratory Test Fasting Status","C83309","9b30c80d-babd-4aca-a296-8a7b20d07583","http://www.cdisc.org","Code"
"Code_529","2023-12-15","K","C64853","2f428a89-2f9b-4646-a59b-4c05c789e41b","http://www.cdisc.org","Code"
"Code_530","2023-12-15","SODIUM","C64809","a5f8966f-0b04-4359-8eb7-a73cbb3533fa","http://www.cdisc.org","Code"
"Code_531","2023-12-15","Laboratory Test Result","C36292","8b2a0d06-5c4b-42f3-a548-9f6fd35eecda","http://www.cdisc.org","Code"
"Code_532","2023-12-15","Milliequivalent per Liter","C67474","a25c10cf-d71f-44d8-a7d8-d0f213190c39","http://www.cdisc.org","Code"
"Code_533","2023-12-15","Milliequivalent per Deciliter","C67473","996d266c-98e1-4628-9bf3-a2964ad2d30d","http://www.cdisc.org","Code"
"Code_534","2023-12-15","Millimole per Liter","C64387","77642333-4372-4b2c-a601-a6bfeff9068d","http://www.cdisc.org","Code"
"Code_535","2023-12-15","Molarity Unit","C64567","c6d21b87-9de8-4bbf-867e-def37aa31fa0","http://www.cdisc.org","Code"
"Code_536","2023-12-15","Biospecimen Type","C70713","d5b98249-c455-4654-b432-43cd48695eab","http://www.cdisc.org","Code"
"Code_537","2023-12-15","No","C49487","f7ccb9d7-087f-48d7-9c04-d37995fb13a8","http://www.cdisc.org","Code"
"Code_538","2023-12-15","Yes","C49488","2e1a917d-610c-40fc-b297-78b5cc748f76","http://www.cdisc.org","Code"
"Code_539","2023-12-15","Laboratory Test Fasting Status","C83309","3d04f1c0-6142-4261-94b1-e91e82aa2665","http://www.cdisc.org","Code"
"Code_540","2023-12-15","SODIUM","C64809","b5878b59-28ad-471b-955d-1890628c2b11","http://www.cdisc.org","Code"
"Code_541","2023-12-15","HBA1C","C64849","75b60392-35d8-4f34-9e05-a8ef622c2374","http://www.cdisc.org","Code"
"Code_542","2023-12-15","Laboratory Test Result","C36292","a80f6ad7-1e19-48cd-a016-50d6ebc4a285","http://www.cdisc.org","Code"
"Code_543","2023-12-15","Gram per Deciliter","C64783","2b357f4a-6465-4ece-80f4-646285e606e1","http://www.cdisc.org","Code"
"Code_544","2023-12-15","LBORRESU","No Concept Code","fbfbbad9-4bd7-4c75-b28d-a626376a5073","http://www.cdisc.org","Code"
"Code_545","2023-12-15","Biospecimen Type","C70713","bece8256-1fd0-4567-847d-888d69224eb5","http://www.cdisc.org","Code"
"Code_546","2023-12-15","No","C49487","81c66727-b7be-410a-bdf3-57a16fefdbb3","http://www.cdisc.org","Code"
"Code_547","2023-12-15","Yes","C49488","4ca3134b-0561-4fd7-91ca-ab22755a702b","http://www.cdisc.org","Code"
"Code_548","2023-12-15","Laboratory Test Fasting Status","C83309","38701fa5-e85e-462f-8a2e-0ecbf1c9d300","http://www.cdisc.org","Code"
"Code_549","2023-12-15","HBA1C","C64849","2b2c349b-e800-4384-b13f-0dc631b54968","http://www.cdisc.org","Code"
"Code_145","2023-12-15","Adverse Event Verbatim Description","C78541","d232409a-6982-4939-85c8-844d821ea1bd","http://www.cdisc.org","Code"
"Code_146","2023-12-15","Adverse Event Dictionary Derived Term","C83344","81015b6a-d6a3-493c-87ba-eecd784bcb4b","http://www.cdisc.org","Code"
"Code_147","2023-12-15","No","C49487","84da1d9d-0583-4f1b-b5bd-385452a840aa","http://www.cdisc.org","Code"
"Code_148","2023-12-15","Yes","C49488","5a8656a3-d208-4007-bdf5-d9960129599c","http://www.cdisc.org","Code"
"Code_149","2023-12-15","Adverse Event Pre-specified","C87840","9df4caa1-0f0f-4de3-998e-711441b8980a","http://www.cdisc.org","Code"
"Code_150","2023-12-15","Adverse Event Location","C83205","f9555223-5a69-4c7e-91a1-717230ab1b80","http://www.cdisc.org","Code"
"Code_151","2023-12-15","Severity of Adverse Event","C53253","3775bf25-1acd-4011-8c7d-d5c82dae789c","http://www.cdisc.org","Code"
"Code_152","2023-12-15","No","C49487","145d1aba-f71e-4c3b-b6d0-1288f8483894","http://www.cdisc.org","Code"
"Code_153","2023-12-15","Yes","C49488","349c52e5-3bfb-46c7-bf2b-00fb3d6f872f","http://www.cdisc.org","Code"
"Code_154","2023-12-15","Seriousness of Adverse Event","C53252","fd2454bf-7635-4542-a981-dcc3e680ea0d","http://www.cdisc.org","Code"
"Code_155","2023-12-15","Adverse Event Action Taken with Study Treatment","C83013","6713abc9-1364-48c9-8eb2-8db807c78214","http://www.cdisc.org","Code"
"Code_156","2023-12-15","Other Actions taken in Response to Adverse Event","C83109","db3c51d6-6fdd-4be5-a492-c027a09b1823","http://www.cdisc.org","Code"
"Code_157","2023-12-15","Adverse Event Attribution to Product or Procedure","C41358","c8e1205b-9224-4175-9a53-992901f423e3","http://www.cdisc.org","Code"
"Code_158","2023-12-15","Adverse Event Relationship to Non Study Treatment","C83210","e4e64801-bdc2-497d-a448-e2b553c55892","http://www.cdisc.org","Code"
"Code_159","2023-12-15","Adverse Event Pattern","C83208","8535330c-2831-4feb-94cd-aef3578990fd","http://www.cdisc.org","Code"
"Code_160","2023-12-15","Adverse Event Outcome","C49489","e499e415-5d0c-4792-83de-d91dd68ef702","http://www.cdisc.org","Code"
"Code_161","2023-12-15","No","C49487","6532cfac-7399-4752-a649-92f791eed538","http://www.cdisc.org","Code"
"Code_162","2023-12-15","Yes","C49488","b0871b8d-e4b9-4c62-9bb1-0311a20f50ab","http://www.cdisc.org","Code"
"Code_163","2023-12-15","Adverse Event Involves Cancer","C83211","2d880c06-c65e-488b-8962-0fb892de941e","http://www.cdisc.org","Code"
"Code_164","2023-12-15","No","C49487","de5b660e-31d8-46e1-a02f-97d1f6158686","http://www.cdisc.org","Code"
"Code_165","2023-12-15","Yes","C49488","2de5c7ee-ec02-4bb2-a2a5-77abcd822188","http://www.cdisc.org","Code"
"Code_166","2023-12-15","Adverse Event Seriousness Due to Congenital Anomaly","C83117","48c54909-6c84-40ae-9ed9-d80b04ff64fe","http://www.cdisc.org","Code"
"Code_167","2023-12-15","No","C49487","bf457a83-5ddb-4136-904a-39082b07c9d5","http://www.cdisc.org","Code"
"Code_168","2023-12-15","Yes","C49488","634e80f4-351f-42a0-ad7e-e45bb722410c","http://www.cdisc.org","Code"
