"isRequired","uuid:ID","label","datatype","instanceType","isEnabled","id","name"
"True","33823fc3-9d53-4319-80f3-6ce1c720d9ee","LBSPEC","","BiomedicalConceptProperty","True","BiomedicalConceptProperty_134","LBSPEC"
"True","110dccad-4900-4bd6-8a18-5daa4de65aa5","LBFAST","","BiomedicalConceptProperty","True","BiomedicalConceptProperty_135","LBFAST"
"True","b5254ae5-cbd0-48bc-81a6-eed4f4eebeab","LBTESTCD","","BiomedicalConceptProperty","True","BiomedicalConceptProperty_136","LBTESTCD"
"True","ba6a1e65-6feb-4bb1-ba4a-e3265d4cf5f7","LBORRES","text","BiomedicalConceptProperty","True","BiomedicalConceptProperty_137","LBORRES"
"True","6c97f9f2-476a-4608-82fa-db8107479443","LBSPEC","","BiomedicalConceptProperty","True","BiomedicalConceptProperty_138","LBSPEC"
"True","7e7b3a69-091c-4eac-bad1-06f55f33500c","LBFAST","","BiomedicalConceptProperty","True","BiomedicalConceptProperty_139","LBFAST"
"True","df77f520-2ba4-47cd-b683-b237e52711f9","LBTESTCD","","BiomedicalConceptProperty","True","BiomedicalConceptProperty_140","LBTESTCD"
"True","a0ef4dde-b301-4d67-9675-41dff167938b","LBORRES","float","BiomedicalConceptProperty","True","BiomedicalConceptProperty_141","LBORRES"
"True","97e93faf-cf34-48fa-9208-25641b87e539","LBORRESU","","BiomedicalConceptProperty","True","BiomedicalConceptProperty_142","LBORRESU"
"True","602c0f52-1ae8-403a-9917-9c81a1230d58","LBSPEC","","BiomedicalConceptProperty","True","BiomedicalConceptProperty_143","LBSPEC"
"True","507beefa-2e7b-428a-bdf9-896772bbff1d","LBFAST","","BiomedicalConceptProperty","True","BiomedicalConceptProperty_144","LBFAST"
"True","522a5ba2-4ac2-4329-a02d-852ec9608d1e","LBTESTCD","","BiomedicalConceptProperty","True","BiomedicalConceptProperty_145","LBTESTCD"
"True","495ece79-1d58-46b4-bfe0-5a4718509913","LBORRES","float","BiomedicalConceptProperty","True","BiomedicalConceptProperty_146","LBORRES"
"True","e0b4576b-84fb-421a-b276-400e43ea8efd","LBORRESU","","BiomedicalConceptProperty","True","BiomedicalConceptProperty_147","LBORRESU"
"True","f87031fb-0c3c-4a77-8410-12e9b1d9043f","LBSPEC","","BiomedicalConceptProperty","True","BiomedicalConceptProperty_148","LBSPEC"
"True","34228e0f-4b86-4060-93dd-4b6530323f09","LBFAST","","BiomedicalConceptProperty","True","BiomedicalConceptProperty_149","LBFAST"
"True","981ab5c5-8286-4dc5-84ea-a5ec1fdf55a3","LBTESTCD","","BiomedicalConceptProperty","True","BiomedicalConceptProperty_150","LBTESTCD"
"True","8b848dc2-b256-46d7-b9f9-02a1ff4b725e","LBORRES","float","BiomedicalConceptProperty","True","BiomedicalConceptProperty_151","LBORRES"
"True","bc129400-b2ff-474d-a574-145a68e2ee2a","LBORRESU","","BiomedicalConceptProperty","True","BiomedicalConceptProperty_152","LBORRESU"
"True","5767569b-9816-4b19-a43a-29507afc278d","LBSPEC","","BiomedicalConceptProperty","True","BiomedicalConceptProperty_153","LBSPEC"
"True","060b375e-bbcd-4072-9d72-36eb5b0cd8c2","LBFAST","","BiomedicalConceptProperty","True","BiomedicalConceptProperty_154","LBFAST"
"True","a92f299e-e71b-4c62-8287-f24068a80b63","LBTESTCD","","BiomedicalConceptProperty","True","BiomedicalConceptProperty_155","LBTESTCD"
"True","d89e6315-e3da-4613-a04e-5a1dedc49ee1","LBORRES","float","BiomedicalConceptProperty","True","BiomedicalConceptProperty_156","LBORRES"
"True","0cfa4d59-a0a4-4584-bf4c-a4753789781d","LBORRESU","","BiomedicalConceptProperty","True","BiomedicalConceptProperty_157","LBORRESU"
"True","f55a143a-0887-4098-a598-1bbf1043a68a","LBSPEC","","BiomedicalConceptProperty","True","BiomedicalConceptProperty_158","LBSPEC"
"True","38ae2d07-eb5e-42f9-a58d-560f1c95a140","LBFAST","","BiomedicalConceptProperty","True","BiomedicalConceptProperty_159","LBFAST"
"True","626f2edb-c738-4051-8ac4-cade5c3525ee","LBTESTCD","","BiomedicalConceptProperty","True","BiomedicalConceptProperty_160","LBTESTCD"
"True","14fe25dc-9b63-439b-8c31-badb9ae6d794","LBORRES","float","BiomedicalConceptProperty","True","BiomedicalConceptProperty_161","LBORRES"
"True","af01cff4-ddfd-4aa7-ab1f-1e6a83a444e0","LBORRESU","","BiomedicalConceptProperty","True","BiomedicalConceptProperty_162","LBORRESU"
"True","0c85eca2-5d54-4964-86db-29c4d7d7ebc9","LBSPEC","","BiomedicalConceptProperty","True","BiomedicalConceptProperty_163","LBSPEC"
"True","24320970-07c2-4c8a-b11f-7eb656117402","LBFAST","","BiomedicalConceptProperty","True","BiomedicalConceptProperty_164","LBFAST"
"True","30f56828-08c9-49df-a1f9-5f5065f7b0bb","LBTESTCD","","BiomedicalConceptProperty","True","BiomedicalConceptProperty_165","LBTESTCD"
"True","b3b43ed9-0dcb-4e9c-89b3-7a7109fd1853","LBORRES","float","BiomedicalConceptProperty","True","BiomedicalConceptProperty_166","LBORRES"
"True","2066d497-df66-4d35-8977-8171e73f71b5","LBORRESU","","BiomedicalConceptProperty","True","BiomedicalConceptProperty_167","LBORRESU"
"True","b08fc639-66f3-4fcf-b6f2-730be42d91f8","LBSPEC","","BiomedicalConceptProperty","True","BiomedicalConceptProperty_168","LBSPEC"
"True","56a054d3-51d5-4840-a09f-ad9f0f2e7dd6","LBFAST","","BiomedicalConceptProperty","True","BiomedicalConceptProperty_169","LBFAST"
"True","31bee055-a184-4ec5-ae67-e3e8534d132e","AETERM","text","BiomedicalConceptProperty","True","BiomedicalConceptProperty_1","AETERM"
"True","8a4bd23a-8120-4b16-a9f8-c4216bf80a50","AEDECOD","text","BiomedicalConceptProperty","True","BiomedicalConceptProperty_2","AEDECOD"
"True","c3aaeab5-edc9-4fa7-88a2-eb24b49f351e","AEPRESP","text","BiomedicalConceptProperty","True","BiomedicalConceptProperty_3","AEPRESP"
"True","c265dba7-d07f-4053-8850-0621f20ebcb0","AELOC","text","BiomedicalConceptProperty","True","BiomedicalConceptProperty_4","AELOC"
"True","aab74f8b-f5e1-4fac-9400-87f0efb02bf4","AESEV","text","BiomedicalConceptProperty","True","BiomedicalConceptProperty_5","AESEV"
"True","f4650339-e94d-4d3f-a00a-e460130b0e32","AESER","text","BiomedicalConceptProperty","True","BiomedicalConceptProperty_6","AESER"
"True","15c87279-b366-4fa1-b350-c6964423c687","AEACN","text","BiomedicalConceptProperty","True","BiomedicalConceptProperty_7","AEACN"
"True","d53a5a98-ee9c-4829-b535-1150e9e2652b","AEACNOTH","text","BiomedicalConceptProperty","True","BiomedicalConceptProperty_8","AEACNOTH"
"True","9e667f43-3f6f-4cfe-bb64-260500a167b9","AEREL","text","BiomedicalConceptProperty","True","BiomedicalConceptProperty_9","AEREL"
"True","d1b42564-b489-4e13-b677-be3414996a3f","AERELNST","text","BiomedicalConceptProperty","True","BiomedicalConceptProperty_10","AERELNST"
"True","07cc7cfb-aa53-4ff8-bc22-fba8bc8fe767","AEPATT","text","BiomedicalConceptProperty","True","BiomedicalConceptProperty_11","AEPATT"
"True","c7aefa31-e96b-45d3-b59a-d326efdff65d","AEOUT","text","BiomedicalConceptProperty","True","BiomedicalConceptProperty_12","AEOUT"
"True","f2e74355-60ec-4502-9e5b-a0226aab3dfc","AESCAN","text","BiomedicalConceptProperty","True","BiomedicalConceptProperty_13","AESCAN"
"True","276c78db-7f11-4a93-b2e1-b17a436ef025","AESCONG","text","BiomedicalConceptProperty","True","BiomedicalConceptProperty_14","AESCONG"
"True","d2b45dae-453a-4321-9ae0-2e95c769a0d8","AESDISAB","text","BiomedicalConceptProperty","True","BiomedicalConceptProperty_15","AESDISAB"
"True","5d15188e-0ecc-49a9-b801-690ddfa6325e","AESDTH","text","BiomedicalConceptProperty","True","BiomedicalConceptProperty_16","AESDTH"
"True","aeb31dd8-ee7e-4957-8fd4-85a84c47a830","AESHOSP","text","BiomedicalConceptProperty","True","BiomedicalConceptProperty_17","AESHOSP"
"True","38271860-0231-416a-9724-aa614f1d8337","AESLIFE","text","BiomedicalConceptProperty","True","BiomedicalConceptProperty_18","AESLIFE"
"True","4578c71a-f156-4fc4-a93e-3aa6aaa27a6c","AESOD","text","BiomedicalConceptProperty","True","BiomedicalConceptProperty_19","AESOD"
"True","18f7d006-66f6-41ce-b0c6-e46e674a2d54","AESMIE","text","BiomedicalConceptProperty","True","BiomedicalConceptProperty_20","AESMIE"
"True","3198e733-6274-4de3-9d5c-94abe51e9407","AECONTRT","text","BiomedicalConceptProperty","True","BiomedicalConceptProperty_21","AECONTRT"
"True","70c91b21-88fa-44ae-9e42-c98a72420e11","AESTDTC","datetime","BiomedicalConceptProperty","True","BiomedicalConceptProperty_22","AESTDTC"
"True","41cee02c-67db-4ffe-9b89-593f30ff8416","AEENDTC","datetime","BiomedicalConceptProperty","True","BiomedicalConceptProperty_23","AEENDTC"
"True","1f10800d-71de-42f0-af9a-0b199f831958","VSTESTCD","","BiomedicalConceptProperty","True","BiomedicalConceptProperty_24","VSTESTCD"
"True","bb9d30e7-cdb6-4bca-a7dd-b8b621b244c2","VSORRES","integer","BiomedicalConceptProperty","True","BiomedicalConceptProperty_25","VSORRES"
"True","cd742a61-3b2f-4595-9e57-35d5e554c425","VSORRESU","","BiomedicalConceptProperty","True","BiomedicalConceptProperty_26","VSORRESU"
"True","2e066880-2f69-432b-b4fa-6419f42f8faa","VSPOS","","BiomedicalConceptProperty","True","BiomedicalConceptProperty_27","VSPOS"
"True","11e0e306-a9da-4e0c-98f4-cee26d576162","VSLOC","","BiomedicalConceptProperty","True","BiomedicalConceptProperty_28","VSLOC"
"True","6d5b02a1-71bd-4683-add6-7f3511ce7538","VSLAT","","BiomedicalConceptProperty","True","BiomedicalConceptProperty_29","VSLAT"
"True","e6bcf717-7077-4e19-9196-bb276a31089d","VSTESTCD","","BiomedicalConceptProperty","True","BiomedicalConceptProperty_30","VSTESTCD"
"True","030eda24-979f-4b5b-8f63-062d8b79a113","VSORRES","integer","BiomedicalConceptProperty","True","BiomedicalConceptProperty_31","VSORRES"
"True","279bb2fd-267a-4dd4-9f3a-7483c26a80c4","VSORRESU","","BiomedicalConceptProperty","True","BiomedicalConceptProperty_32","VSORRESU"
"True","f4b460d2-f269-4c9f-b5e4-03de9d1e6be3","VSPOS","","BiomedicalConceptProperty","True","BiomedicalConceptProperty_33","VSPOS"
"True","06c19afe-113d-4f5a-99c0-9e9a50ba8a92","VSLOC","","BiomedicalConceptProperty","True","BiomedicalConceptProperty_34","VSLOC"
"True","3f17fe52-7de0-42fb-af8d-7ccf96707c99","VSLAT","","BiomedicalConceptProperty","True","BiomedicalConceptProperty_35","VSLAT"
"True","8104e0e8-d744-4781-85cc-626461367fa2","VSTESTCD","","BiomedicalConceptProperty","True","BiomedicalConceptProperty_36","VSTESTCD"
"True","d37db829-58b8-4d41-ac13-49cb9aa9a6f9","VSORRES","float","BiomedicalConceptProperty","True","BiomedicalConceptProperty_37","VSORRES"
"True","147abf94-d534-4c79-a8a9-cf11745d488b","VSORRESU","","BiomedicalConceptProperty","True","BiomedicalConceptProperty_38","VSORRESU"
"True","80f80790-ed98-4294-ade2-c5a9ef268298","VSLOC","","BiomedicalConceptProperty","True","BiomedicalConceptProperty_39","VSLOC"
"True","507a187d-f8d5-40c9-8bfc-c3797342fe32","VSTESTCD","","BiomedicalConceptProperty","True","BiomedicalConceptProperty_40","VSTESTCD"
"True","774e75a2-ca74-422a-9f80-9922543122a1","VSORRES","float","BiomedicalConceptProperty","True","BiomedicalConceptProperty_41","VSORRES"
"True","a7211d4f-f7bd-46e7-b1a1-b7e850112057","VSORRESU","","BiomedicalConceptProperty","True","BiomedicalConceptProperty_42","VSORRESU"
"True","11906ff8-5856-4a56-a7c2-963241bcf23b","VSTESTCD","","BiomedicalConceptProperty","True","BiomedicalConceptProperty_43","VSTESTCD"
"True","a012d1f1-b6a0-4890-9869-36cc2fce41bd","VSORRES","float","BiomedicalConceptProperty","True","BiomedicalConceptProperty_44","VSORRES"
"True","543231d2-450b-4f4d-8d7d-eddcd92ccf59","VSORRESU","","BiomedicalConceptProperty","True","BiomedicalConceptProperty_45","VSORRESU"
"True","f3316311-60b5-4178-9a90-45154e91e757","LBTESTCD","","BiomedicalConceptProperty","True","BiomedicalConceptProperty_46","LBTESTCD"
"True","67563717-52e0-4710-b333-1097bff4ef5f","LBORRES","float","BiomedicalConceptProperty","True","BiomedicalConceptProperty_47","LBORRES"
"True","332a1f27-21c7-4e45-9f5d-0ab5550db2b8","LBORRESU","","BiomedicalConceptProperty","True","BiomedicalConceptProperty_48","LBORRESU"
"True","4462cc46-a6b2-4550-8ec3-2d2a6892c4ab","LBSPEC","","BiomedicalConceptProperty","True","BiomedicalConceptProperty_49","LBSPEC"
"True","b7c57686-a76e-48c8-b4ad-b75d35aff050","LBFAST","","BiomedicalConceptProperty","True","BiomedicalConceptProperty_50","LBFAST"
"True","745de1bc-469d-45a5-b20f-4cda308b1e0f","LBTESTCD","","BiomedicalConceptProperty","True","BiomedicalConceptProperty_51","LBTESTCD"
"True","78e202e9-2a51-4a09-b7be-ead3c8f04be8","LBORRES","text","BiomedicalConceptProperty","True","BiomedicalConceptProperty_52","LBORRES"
"True","edadcb32-d3c7-4962-98df-e0525a5cb5ad","LBSPEC","","BiomedicalConceptProperty","True","BiomedicalConceptProperty_53","LBSPEC"
"True","17b2448e-2b52-4a56-9b25-2ecd2a92262d","LBFAST","","BiomedicalConceptProperty","True","BiomedicalConceptProperty_54","LBFAST"
"True","14179f52-632d-48ec-be59-66ab1b754bfc","LBTESTCD","","BiomedicalConceptProperty","True","BiomedicalConceptProperty_55","LBTESTCD"
"True","796a5975-8322-4dbe-aa2c-3f7db0d7743a","LBORRES","float","BiomedicalConceptProperty","True","BiomedicalConceptProperty_56","LBORRES"
"True","eb43d602-db1b-4e0f-b70b-18b86eef658c","LBORRESU","","BiomedicalConceptProperty","True","BiomedicalConceptProperty_57","LBORRESU"
"True","bb21d87c-bedb-461e-acaf-052ec0ce2184","LBSPEC","","BiomedicalConceptProperty","True","BiomedicalConceptProperty_58","LBSPEC"
"True","8ba5a723-4d06-4d16-b5c1-70e4c3c3d741","LBFAST","","BiomedicalConceptProperty","True","BiomedicalConceptProperty_59","LBFAST"
"True","d2dd4666-0e99-4e3b-b1fd-48adf53151a9","LBTESTCD","","BiomedicalConceptProperty","True","BiomedicalConceptProperty_60","LBTESTCD"
"True","e0834e83-f3b2-437c-9718-1a6581c2c6d1","LBORRES","float","BiomedicalConceptProperty","True","BiomedicalConceptProperty_61","LBORRES"
"True","2fa5440d-8758-4527-bb82-754f95c7ab92","LBORRESU","","BiomedicalConceptProperty","True","BiomedicalConceptProperty_62","LBORRESU"
"True","702fccf2-5154-4cfd-8f95-d524ed6ba288","LBSPEC","","BiomedicalConceptProperty","True","BiomedicalConceptProperty_63","LBSPEC"
"True","85966928-f2eb-4239-84f8-36609c74b1f4","LBFAST","","BiomedicalConceptProperty","True","BiomedicalConceptProperty_64","LBFAST"
"True","f0e4f1d6-b496-4fa2-82d1-b2b7f081785e","LBTESTCD","","BiomedicalConceptProperty","True","BiomedicalConceptProperty_65","LBTESTCD"
"True","17ed41b1-a1c8-4b18-8a53-cf9d7513166b","LBORRES","float","BiomedicalConceptProperty","True","BiomedicalConceptProperty_66","LBORRES"
"True","c953e8bb-a897-44b5-85f0-407c51fa5d36","LBORRESU","","BiomedicalConceptProperty","True","BiomedicalConceptProperty_67","LBORRESU"
"True","a864d360-2567-4d4e-8b4f-b7e0d95130e2","LBSPEC","","BiomedicalConceptProperty","True","BiomedicalConceptProperty_68","LBSPEC"
"True","ab2741a2-d515-47af-b7d0-80a94f6def16","LBFAST","","BiomedicalConceptProperty","True","BiomedicalConceptProperty_69","LBFAST"
"True","218197b3-44bf-49ff-8b7c-1e5ad1d23143","LBTESTCD","","BiomedicalConceptProperty","True","BiomedicalConceptProperty_70","LBTESTCD"
"True","9c219ab2-f80a-448c-9e7b-8efd39cb7fc0","LBORRES","float","BiomedicalConceptProperty","True","BiomedicalConceptProperty_71","LBORRES"
"True","23da5210-7487-4dbe-9ad2-4df02f470e84","LBORRESU","","BiomedicalConceptProperty","True","BiomedicalConceptProperty_72","LBORRESU"
"True","93b42e7b-70a5-4a4e-b09e-178aafc43182","LBSPEC","","BiomedicalConceptProperty","True","BiomedicalConceptProperty_73","LBSPEC"
"True","034b23c3-b7d4-41af-9696-d01411aa1145","LBFAST","","BiomedicalConceptProperty","True","BiomedicalConceptProperty_74","LBFAST"
"True","0e841dc6-7596-4c24-be3d-0bee8f4b75cc","LBTESTCD","","BiomedicalConceptProperty","True","BiomedicalConceptProperty_75","LBTESTCD"
"True","8e11ea48-4bb1-41f5-8dc5-4efe07527546","LBORRES","float","BiomedicalConceptProperty","True","BiomedicalConceptProperty_76","LBORRES"
"True","0fd802b5-4a0d-4f4a-aeb8-f1c2807e409d","LBORRESU","","BiomedicalConceptProperty","True","BiomedicalConceptProperty_77","LBORRESU"
"True","3440b354-1ddd-48fd-9943-d4261dfd86a3","LBSPEC","","BiomedicalConceptProperty","True","BiomedicalConceptProperty_78","LBSPEC"
"True","ed53d011-458f-40dc-9038-ef3f77a8cec9","LBFAST","","BiomedicalConceptProperty","True","BiomedicalConceptProperty_79","LBFAST"
"True","5422fac6-5e89-47c6-bd20-2ab477fea1b1","VSTESTCD","","BiomedicalConceptProperty","True","BiomedicalConceptProperty_80","VSTESTCD"
"True","4012c0e0-5e0a-4abb-8c90-2a0d45bbed2f","VSORRES","integer","BiomedicalConceptProperty","True","BiomedicalConceptProperty_81","VSORRES"
"True","215dcec2-3e1c-4181-ac75-207b7e270cfb","VSORRESU","","BiomedicalConceptProperty","True","BiomedicalConceptProperty_82","VSORRESU"
"True","2bda462d-8f25-48f4-bd57-32701deaa87a","VSPOS","","BiomedicalConceptProperty","True","BiomedicalConceptProperty_83","VSPOS"
"True","c6a1d014-b45b-4639-9512-e09ad0723193","VSLOC","","BiomedicalConceptProperty","True","BiomedicalConceptProperty_84","VSLOC"
"True","acbe5844-3318-440c-9be0-5b375b6fcf73","VSLAT","","BiomedicalConceptProperty","True","BiomedicalConceptProperty_85","VSLAT"
"True","9d75456b-3675-4e93-ac64-6f35d3b04534","VSTESTCD","","BiomedicalConceptProperty","True","BiomedicalConceptProperty_86","VSTESTCD"
"True","081a2680-7ca1-43bb-b03b-5392b1b330a3","VSORRES","integer","BiomedicalConceptProperty","True","BiomedicalConceptProperty_87","VSORRES"
"True","bfb3a44c-5797-4296-b743-8e679fc93d32","VSORRESU","","BiomedicalConceptProperty","True","BiomedicalConceptProperty_88","VSORRESU"
"True","68bcf0e3-63cb-4663-b855-be953468ced9","VSPOS","","BiomedicalConceptProperty","True","BiomedicalConceptProperty_89","VSPOS"
"True","c39e42b4-6324-4a6b-8e15-c8ca8e85db67","VSLOC","","BiomedicalConceptProperty","True","BiomedicalConceptProperty_90","VSLOC"
"True","e5b22253-f177-413e-815e-079caa7d727c","VSLAT","","BiomedicalConceptProperty","True","BiomedicalConceptProperty_91","VSLAT"
"True","ef4dc484-4627-4420-9f1e-d500fbcb4ef0","VSTESTCD","","BiomedicalConceptProperty","True","BiomedicalConceptProperty_92","VSTESTCD"
"True","734ec2d8-cc23-4567-b5f4-167cbc0cf5ff","VSORRES","integer","BiomedicalConceptProperty","True","BiomedicalConceptProperty_93","VSORRES"
"True","7cc791d0-7ddb-4afa-9bc7-9b9700980958","VSORRESU","","BiomedicalConceptProperty","True","BiomedicalConceptProperty_94","VSORRESU"
"True","32188d77-0779-4a5e-9986-d7244ca63958","VSPOS","","BiomedicalConceptProperty","True","BiomedicalConceptProperty_95","VSPOS"
"True","282d2f0b-8990-42a9-8347-9e9b89d5f59b","VSLOC","","BiomedicalConceptProperty","True","BiomedicalConceptProperty_96","VSLOC"
"True","12bea10d-3aa0-4d62-9a89-778f8f6b53b9","VSLAT","","BiomedicalConceptProperty","True","BiomedicalConceptProperty_97","VSLAT"
"True","9998bdc1-a3e2-4400-b5b9-924990f17d06","VSTESTCD","","BiomedicalConceptProperty","True","BiomedicalConceptProperty_98","VSTESTCD"
"True","c87fc3a8-7f86-4817-b030-92a403bf5a45","VSORRES","integer","BiomedicalConceptProperty","True","BiomedicalConceptProperty_99","VSORRES"
"True","aa9b20cc-3ff9-4746-816a-7ba7539d947e","VSORRESU","","BiomedicalConceptProperty","True","BiomedicalConceptProperty_100","VSORRESU"
"True","4a7bf756-055d-48e1-be4f-25ef1cadcc43","VSPOS","","BiomedicalConceptProperty","True","BiomedicalConceptProperty_101","VSPOS"
"True","01df23d2-7465-4f04-a9cb-36d5c5a5460d","VSLOC","","BiomedicalConceptProperty","True","BiomedicalConceptProperty_102","VSLOC"
"True","9312cf45-0d8b-47eb-98c0-ee2e57e1d10b","VSLAT","","BiomedicalConceptProperty","True","BiomedicalConceptProperty_103","VSLAT"
"True","3553f4d5-cec1-4b27-934a-540550c38025","VSTESTCD","","BiomedicalConceptProperty","True","BiomedicalConceptProperty_104","VSTESTCD"
"True","3a58194e-5200-403d-976b-2462310455db","VSORRES","integer","BiomedicalConceptProperty","True","BiomedicalConceptProperty_105","VSORRES"
"True","65f6bd82-a96e-42f9-8a2d-fbf14759110c","VSORRESU","","BiomedicalConceptProperty","True","BiomedicalConceptProperty_106","VSORRESU"
"True","819cfaf2-c5d3-4cc2-aaeb-7d18f3732409","VSPOS","","BiomedicalConceptProperty","True","BiomedicalConceptProperty_107","VSPOS"
"True","0e7ee80f-2ea4-418c-9b80-5a331b567830","VSLOC","","BiomedicalConceptProperty","True","BiomedicalConceptProperty_108","VSLOC"
"True","3018a6d2-c1e9-47a7-9167-2d13df07fe45","VSLAT","","BiomedicalConceptProperty","True","BiomedicalConceptProperty_109","VSLAT"
"True","5315b1ec-921e-4bf1-ab85-f7451ae47ca8","VSTESTCD","","BiomedicalConceptProperty","True","BiomedicalConceptProperty_110","VSTESTCD"
"True","49663f1c-88cc-4c70-a852-4da7a8a7ce66","VSORRES","integer","BiomedicalConceptProperty","True","BiomedicalConceptProperty_111","VSORRES"
"True","f76aff1b-7222-41b5-b2d1-93193a664580","VSORRESU","","BiomedicalConceptProperty","True","BiomedicalConceptProperty_112","VSORRESU"
"True","677f30db-c4b0-4dfd-9bec-9f80649b8aed","VSPOS","","BiomedicalConceptProperty","True","BiomedicalConceptProperty_113","VSPOS"
"True","f5c361b7-7544-4f78-9550-683df38464d7","VSLOC","","BiomedicalConceptProperty","True","BiomedicalConceptProperty_114","VSLOC"
"True","5ce52e55-cc71-4d4f-b743-d6e86d9c7179","VSLAT","","BiomedicalConceptProperty","True","BiomedicalConceptProperty_115","VSLAT"
