"uuid:ID","codeSystemVersion","instanceType","code","decode","id","codeSystem"
"71e2785d-0349-4979-94cd-e74123cc059a","2023-12-15","Code","C25716","Visit","Code_83","http://www.cdisc.org"
"c304722d-43f0-4e8c-bb6b-9ba033d2fa22","2023-12-15","Code","C51282","Clinic","Code_84","http://www.cdisc.org"
"d189436c-0626-4885-af85-059ff7e46969","2023-12-15","Code","C175574","In Person","Code_85","http://www.cdisc.org"
"a8fb97e9-a16c-44b5-ac70-50276b8cae1b","2023-12-15","Code","C25716","Visit","Code_86","http://www.cdisc.org"
"94a88e00-7af1-4047-ae7c-0c273ec1aff9","2023-12-15","Code","C51282","Clinic","Code_87","http://www.cdisc.org"
"020414d8-ce63-4c80-9d07-4efbff5634d0","2023-12-15","Code","C175574","In Person","Code_88","http://www.cdisc.org"
"b53b995f-4b5f-4274-9250-efa561a77ac6","2023-12-15","Code","C25716","Visit","Code_89","http://www.cdisc.org"
"e7fcdc3b-5d5f-42c8-b006-634d18500bde","2023-12-15","Code","C51282","Clinic","Code_90","http://www.cdisc.org"
"2564b861-4819-4325-85d5-e24281836291","2023-12-15","Code","C175574","In Person","Code_91","http://www.cdisc.org"
"057e6879-e34c-4db0-86a9-ca3aba13aa69","2023-12-15","Code","C25716","Visit","Code_92","http://www.cdisc.org"
"d9b2bcf5-e9a7-4d2f-ad8e-f032d26c5e78","2023-12-15","Code","C51282","Clinic","Code_93","http://www.cdisc.org"
"15178155-62aa-4aa3-a975-6bef53511e1b","2023-12-15","Code","C175574","In Person","Code_94","http://www.cdisc.org"
"4b22ea6d-7c6c-4d8d-9289-65ccf6c1580a","2023-12-15","Code","C25716","Visit","Code_95","http://www.cdisc.org"
"78c95fb6-03c4-4602-9901-c0951e7db3dd","2023-12-15","Code","C51282","Clinic","Code_96","http://www.cdisc.org"
"99dc2467-fa9c-4090-b281-09b0cabea816","2023-12-15","Code","C175574","In Person","Code_97","http://www.cdisc.org"
"8bbbcb66-ee94-4a7e-b5f6-55f6e2b0a522","2023-12-15","Code","C25716","Visit","Code_98","http://www.cdisc.org"
"4be9fd12-a952-440c-b47c-2b9ab4748d7c","2023-12-15","Code","C51282","Clinic","Code_99","http://www.cdisc.org"
"f812a5bc-9abd-49ce-8c37-b6a5777039d4","2023-12-15","Code","C175574","In Person","Code_100","http://www.cdisc.org"
"03c27350-6167-47a2-b126-02d3a049bab3","2023-12-15","Code","C25716","Visit","Code_101","http://www.cdisc.org"
"4bc5012a-fd42-4d82-80a9-90c6c731b6b1","2023-12-15","Code","C51282","Clinic","Code_102","http://www.cdisc.org"
"1b1a3dfa-44e8-4936-ab17-8dda4d19d58c","2023-12-15","Code","C175574","In Person","Code_103","http://www.cdisc.org"
"25f5a652-a763-45ef-92ef-40ececaf2ab3","2023-12-15","Code","C171537","Telephone Call","Code_104","http://www.cdisc.org"
"1c071176-f53a-4c0f-b059-adf647a15a4d","2023-12-15","Code","C25716","Visit","Code_105","http://www.cdisc.org"
"08c7660a-44ce-4a75-96f9-f569ff48013b","2023-12-15","Code","C51282","Clinic","Code_106","http://www.cdisc.org"
"0e0ca6e3-6464-41dc-bdd1-8f1433fa43c0","2023-12-15","Code","C175574","In Person","Code_107","http://www.cdisc.org"
"d663c603-ff0b-4ca1-958e-24bdfd2b9b3a","2023-12-15","Code","C171537","Telephone Call","Code_108","http://www.cdisc.org"
"1eebf9f1-c50f-4565-b1ed-789b59a8bc66","2023-12-15","Code","C25716","Visit","Code_109","http://www.cdisc.org"
"5c90f292-5cd4-461b-be53-237b78664a83","2023-12-15","Code","C51282","Clinic","Code_110","http://www.cdisc.org"
"e835414a-ffde-4e43-9182-62c39222a97b","2023-12-15","Code","C175574","In Person","Code_111","http://www.cdisc.org"
"a3f7df6f-34be-4796-9b03-dd6b20b9a3f7","2023-12-15","Code","C171537","Telephone Call","Code_112","http://www.cdisc.org"
"0a517df3-b764-4059-82e1-95e16c5cb25b","2023-12-15","Code","C25716","Visit","Code_113","http://www.cdisc.org"
"842e35ee-bf65-43f1-a018-01363303b8aa","2023-12-15","Code","C51282","Clinic","Code_114","http://www.cdisc.org"
"491e8b07-ce66-4247-bd45-3893e0530468","2023-12-15","Code","C175574","In Person","Code_115","http://www.cdisc.org"
"7305909f-ae64-4446-9c64-7926e2530f63","2023-12-15","Code","C171537","Telephone Call","Code_116","http://www.cdisc.org"
"70f0905d-371e-43ae-98d6-cd7a7e9acecc","2023-12-15","Code","C25716","Visit","Code_117","http://www.cdisc.org"
"9d91bede-c05b-4a17-b799-93e589388685","2023-12-15","Code","C51282","Clinic","Code_118","http://www.cdisc.org"
"fed04141-2606-43dc-b8f1-870c9d4160f3","2023-12-15","Code","C175574","In Person","Code_119","http://www.cdisc.org"
"07a5f143-23f4-4b9f-9473-4efbb0543b12","2023-12-15","Code","C25716","Visit","Code_120","http://www.cdisc.org"
"df51facf-073b-4c6d-949c-8b6da9df80d9","2023-12-15","Code","C51282","Clinic","Code_121","http://www.cdisc.org"
"558e3198-1503-42af-84eb-88771628427c","2023-12-15","Code","C175574","In Person","Code_122","http://www.cdisc.org"
"bab12efa-1285-42ab-9255-f9c779873eb9","January 31, 2018","Code","383371000119108","CT of head without contrast","Code_80","SNOMED"
"3497254d-b51b-47c6-9f98-bcbb36c00364","12","Code","123","Subject Supine","Code_81","SPONSOR"
"baf4bddf-946e-4f21-900d-ce828c54675d","12","Code","124","Subject Standing","Code_82","SPONSOR"
"996f0554-34ac-4af2-9ad0-9559be036099","2023-12-15","Code","C82977","Dictionary-derived Term","Code_429","http://www.cdisc.org"
"5dc15a24-27e5-4f60-94ad-320a9a280ac7","2023-12-15","Code","C82571","Reported Event Term","Code_430","http://www.cdisc.org"
"41162829-0c7d-4ecf-8474-97a171ae064e","2023-12-15","Code","C82517","Observation Start Date Time","Code_431","http://www.cdisc.org"
"835514e8-32f1-4ff4-9ab7-d55b4fac09e1","2023-12-15","Code","C16735","Informed Consent","Code_432","http://www.cdisc.org"
"6344d3cc-5f6b-4b92-981c-0d67e19b105d","2023-12-15","Code","C20197","Male","Code_433","http://www.cdisc.org"
"eb1b92e0-6a1e-4393-adb3-fceb385c21dd","2023-12-15","Code","C16576","Female","Code_434","http://www.cdisc.org"
"e1c979e3-08af-4562-b2c5-245e90a18f89","2023-12-15","Code","C28421","Sex","Code_435","http://www.cdisc.org"
"7807c3dc-90f6-440a-be9e-0fc21d298b85","2023-12-15","Code","C28421","Sex","Code_436","http://www.cdisc.org"
"e404eb7d-7615-4998-8093-4a850934d20d","2023-12-15","Code","C17049","Race","Code_437","http://www.cdisc.org"
"9dcaf17a-0ab0-44e1-a91c-3df08ccc23bf","2023-12-15","Code","C17049","Race","Code_438","http://www.cdisc.org"
"ebc28068-0a23-494d-9b1f-b10aabf175bc","2023-12-15","Code","C174446","TEMP","Code_439","http://www.cdisc.org"
"8a9ae053-1a79-4d3c-a0d5-9d9602cbae8a","2023-12-15","Code","C77140","Clinical Test Result","Code_440","http://www.cdisc.org"
"78231084-0c42-4146-b937-b2ec8e17ae5f","2023-12-15","Code","C42559","Degree Celsius","Code_441","http://www.cdisc.org"
"c3950e69-c1db-4d70-9f66-2c67f83a662a","2023-12-15","Code","C44277","Degree Fahrenheit","Code_442","http://www.cdisc.org"
"4d52ae8d-707c-44af-af30-46e196ef0d6a","2023-12-15","Code","C42537","Kelvin","Code_443","http://www.cdisc.org"
"ce25ee70-5016-4430-8c90-789be9e3d0a0","2023-12-15","Code","C44276","Unit of Temperature","Code_444","http://www.cdisc.org"
"26936239-dc80-43f0-8cd9-cc7da8526a3c","2023-12-15","Code","C12674","Axilla","Code_445","http://www.cdisc.org"
"6d6d7f54-0595-41d3-a57b-0724c8ccf95a","2023-12-15","Code","C12394","Ear","Code_446","http://www.cdisc.org"
"3997a0af-d1a2-4622-ab4b-e3d26d5c05da","2023-12-15","Code","C89803","Forehead","Code_447","http://www.cdisc.org"
"4b81fef3-8f25-4adc-8c3f-f8be84ca2ebc","2023-12-15","Code","C12421","Oral Cavity","Code_448","http://www.cdisc.org"
"8648af44-566f-4df6-a0de-f880e5db6b17","2023-12-15","Code","C12390","Rectum","Code_449","http://www.cdisc.org"
"e4e24eba-bb10-491d-bb4c-9bba605130e8","2023-12-15","Code","C13717","Anatomic Site","Code_450","http://www.cdisc.org"
"abf4cf81-4c0c-48ac-a44a-cbbdbeb59654","2023-12-15","Code","C174446","TEMP","Code_451","http://www.cdisc.org"
"fc34ac82-f1c1-407e-ba15-c6178312d840","2023-12-15","Code","C25208","WEIGHT","Code_452","http://www.cdisc.org"
"8f9f2c6f-26fb-4825-a85f-666697b3e4a2","2023-12-15","Code","C77140","Clinical Test Result","Code_453","http://www.cdisc.org"
"e875c678-5e72-41be-a613-0c70dfd68bcd","2023-12-15","Code","C48531","Pound","Code_454","http://www.cdisc.org"
"bd17be45-072b-401a-bd85-6d21247715a7","2023-12-15","Code","C48155","Gram","Code_455","http://www.cdisc.org"
"7e0f312e-85b6-4c88-8b09-3b1302384ca9","2023-12-15","Code","C28252","Kilogram","Code_456","http://www.cdisc.org"
"25db317a-11a4-4d49-943e-223e73bad811","2023-12-15","Code","C48208","Unit of Weight","Code_457","http://www.cdisc.org"
"03d89fc4-0b10-4844-8bfc-1a34568291e9","2023-12-15","Code","C25208","WEIGHT","Code_458","http://www.cdisc.org"
"883cf3b4-3572-4f11-b78e-bd75f12e2b96","2023-12-15","Code","C25347","HEIGHT","Code_459","http://www.cdisc.org"
"15532683-1a24-496c-ba78-e6ddc983c668","2023-12-15","Code","C77140","Clinical Test Result","Code_460","http://www.cdisc.org"
"f1d6f6a3-7614-46e2-a753-cf3087de598c","2023-12-15","Code","C49668","Centimeter","Code_461","http://www.cdisc.org"
"c735d425-ca53-4e47-830d-2af3cc7b1431","2023-12-15","Code","C48500","Inch","Code_462","http://www.cdisc.org"
"7b93859b-53b7-4810-b1b1-954758b52207","2023-12-15","Code","C41139","Meter","Code_463","http://www.cdisc.org"
"4ea1fd1d-5d87-4bb7-8865-198f2d36be29","2023-12-15","Code","C168688","Unit of Height","Code_464","http://www.cdisc.org"
"f85368d5-426c-4b8f-a441-6c09f0c468bd","2023-12-15","Code","C25347","HEIGHT","Code_465","http://www.cdisc.org"
"7da785b7-cddf-473f-a9fd-da94f0443fb4","2023-12-15","Code","C64433","ALT","Code_466","http://www.cdisc.org"
"df02f9e0-a8e7-4807-970f-df55d4404a09","2023-12-15","Code","C36292","Laboratory Test Result","Code_467","http://www.cdisc.org"
"85a4c801-e953-4b23-bc0d-b3394e131c15","2023-12-15","Code","C67456","Unit per Liter","Code_468","http://www.cdisc.org"
"f34555ab-5371-4f89-89c8-2f97c5018cf5","2023-12-15","Code","C67397","Microkatal per Liter","Code_469","http://www.cdisc.org"
"8a0f12c0-bac0-4a13-8e50-650aaa1b8091","2023-12-15","Code","C67376","International Unit per Liter","Code_470","http://www.cdisc.org"
"c0a2c8c2-f2be-497f-9b69-003991eed94d","2023-12-15","Code","C70510","Nanokatal per Liter","Code_471","http://www.cdisc.org"
"a49c8d02-6046-4ff5-937c-acaec1c924c8","2023-12-15","Code","C67365","Unit of Catalytic Activity Concentration","Code_472","http://www.cdisc.org"
"9dd2685d-7371-4fa5-9a8c-30058f90e455","2023-12-15","Code","C70713","Biospecimen Type","Code_473","http://www.cdisc.org"
"fb6c043d-f2f0-460c-bf05-3405f98b6b92","2023-12-15","Code","C49487","No","Code_474","http://www.cdisc.org"
"d5ffee07-8b31-4682-a96e-c8655e48844b","2023-12-15","Code","C49488","Yes","Code_475","http://www.cdisc.org"
"00fe01fc-8ca3-43d3-9e15-f839d54a1bb6","2023-12-15","Code","C83309","Laboratory Test Fasting Status","Code_476","http://www.cdisc.org"
"c9a4e105-b5fe-45bd-8a00-bf4d2cee7258","2023-12-15","Code","C64433","ALT","Code_477","http://www.cdisc.org"
"aee8bb7e-c199-4ad0-8811-b5dd3f56a7b9","2023-12-15","Code","C64431","ALB","Code_478","http://www.cdisc.org"
"593b755b-cf5d-48ba-a9ea-4aeea6e1b389","2023-12-15","Code","C36292","Laboratory Test Result","Code_479","http://www.cdisc.org"
"589b5d16-66cc-424b-a9ca-2e82a3a4a4b0","2023-12-15","Code","C70713","Biospecimen Type","Code_480","http://www.cdisc.org"
"c47793e5-3914-49cc-a95b-6ea5772324cd","2023-12-15","Code","C49487","No","Code_481","http://www.cdisc.org"
"0799d61b-8844-4f5a-9b46-1267182082a5","2023-12-15","Code","C49488","Yes","Code_482","http://www.cdisc.org"
"880c4a9e-72d6-4e10-b392-3b884fc1cb4b","2023-12-15","Code","C83309","Laboratory Test Fasting Status","Code_483","http://www.cdisc.org"
"7652b651-41a9-4ba2-9163-aa59f6b7f8b0","2023-12-15","Code","C64431","ALB","Code_484","http://www.cdisc.org"
"791482cd-a596-44ef-9476-5bc62b03e283","2023-12-15","Code","C64432","ALP","Code_485","http://www.cdisc.org"
"c5c82b74-d543-4e75-a206-e18b4391c500","2023-12-15","Code","C36292","Laboratory Test Result","Code_486","http://www.cdisc.org"
"c0f1f5f5-e3ab-4f8b-94c6-8d6a7450c2d8","2023-12-15","Code","C67456","Unit per Liter","Code_487","http://www.cdisc.org"
"b5d66240-7dac-42a9-a00f-285b76ca3665","2023-12-15","Code","C67397","Microkatal per Liter","Code_488","http://www.cdisc.org"
"8f601153-d1dd-44b5-8ce1-87dce3cb4114","2023-12-15","Code","C67376","International Unit per Liter","Code_489","http://www.cdisc.org"
"7472b032-147f-48d2-a481-e6e3355e72b2","2023-12-15","Code","C67365","Unit of Catalytic Activity Concentration","Code_490","http://www.cdisc.org"
"2caffccd-f868-467f-b683-a783c5b6dfb8","2023-12-15","Code","C70713","Biospecimen Type","Code_491","http://www.cdisc.org"
"68b159dc-587e-43ff-9876-25635344d6e0","2023-12-15","Code","C49487","No","Code_492","http://www.cdisc.org"
"77d95477-db03-4da5-8cf9-8d482ffb8fdf","2023-12-15","Code","C49488","Yes","Code_493","http://www.cdisc.org"
"fcd91462-86f8-4e4e-b1f6-278f2885e10b","2023-12-15","Code","C83309","Laboratory Test Fasting Status","Code_494","http://www.cdisc.org"
"3561b11d-3526-4ff5-a1b8-5c59f7a5f434","2023-12-15","Code","C64432","ALP","Code_495","http://www.cdisc.org"
"37dffc02-2d9c-44e1-9f6b-eb34cca6d85e","2023-12-15","Code","C64467","AST","Code_496","http://www.cdisc.org"
"a32a6447-50cd-4fc5-af1c-6de570e52bd0","2023-12-15","Code","C36292","Laboratory Test Result","Code_497","http://www.cdisc.org"
"2ab5b2c7-f95e-4b0e-b0fa-a4d22a6fdbc6","2023-12-15","Code","C67456","Unit per Liter","Code_498","http://www.cdisc.org"
"8b8b8dd7-2606-4d99-948e-32b8de1b6b35","2023-12-15","Code","C67397","Microkatal per Liter","Code_499","http://www.cdisc.org"
"63e5748d-9885-42d9-aa6d-a68c12aa547c","2023-12-15","Code","C67376","International Unit per Liter","Code_500","http://www.cdisc.org"
"4f283d84-b815-4f82-9b53-a44926d05e22","2023-12-15","Code","C67365","Unit of Catalytic Activity Concentration","Code_501","http://www.cdisc.org"
"90a65942-60b3-4897-bf3b-7d6233c63c3a","2023-12-15","Code","C70713","Biospecimen Type","Code_502","http://www.cdisc.org"
"70bd4427-c30f-4e3f-840b-e65fb573680e","2023-12-15","Code","C49487","No","Code_503","http://www.cdisc.org"
"ff31b90b-385f-4b94-be87-cf8192167a81","2023-12-15","Code","C49488","Yes","Code_504","http://www.cdisc.org"
"2c5b478c-b1ad-465e-bab6-b8542140a5d9","2023-12-15","Code","C83309","Laboratory Test Fasting Status","Code_505","http://www.cdisc.org"
"f9f9dc0f-65a9-4093-86c7-0a503b23135a","2023-12-15","Code","C64467","AST","Code_506","http://www.cdisc.org"
"7f57f360-3381-4165-ad66-6d8671c92f86","2023-12-15","Code","C64547","CREAT","Code_507","http://www.cdisc.org"
"26cd92fb-a239-46d9-96e9-cd2bc8c317c0","2023-12-15","Code","C36292","Laboratory Test Result","Code_508","http://www.cdisc.org"
"2055d544-bbc8-434a-9e60-994fb1338be8","2023-12-15","Code","C67015","Milligram per Deciliter","Code_509","http://www.cdisc.org"
"c089a72b-6d94-45a8-8770-553d619594fa","2023-12-15","Code","C64572","Microgram per Milliliter","Code_510","http://www.cdisc.org"
"eda445cf-628d-4a97-b060-4c9ddd42d535","2023-12-15","Code","C64387","Millimole per Liter","Code_511","http://www.cdisc.org"
"3ea4bf7c-5fb2-4a2d-b53b-8dd90a6a2792","2023-12-15","Code","C48508","Micromole per Liter","Code_512","http://www.cdisc.org"
"336a6452-c972-45dc-b5a0-6c689aeebe97","2023-12-15","Code","C48207","Unit of Concentration","Code_513","http://www.cdisc.org"
"ea8a6138-1319-4000-9c77-798473185592","2023-12-15","Code","C70713","Biospecimen Type","Code_514","http://www.cdisc.org"
"6d970238-7d31-40cb-80f7-8cc5e6d06302","2023-12-15","Code","C49487","No","Code_515","http://www.cdisc.org"
"28d9291d-dcac-40cb-ad72-cbfb13016cb8","2023-12-15","Code","C49488","Yes","Code_516","http://www.cdisc.org"
"97c9a3fb-8a8b-4917-b7f3-7999ccfb81ba","2023-12-15","Code","C83309","Laboratory Test Fasting Status","Code_517","http://www.cdisc.org"
"63f06300-63b1-45fc-9ca9-bf623094206f","2023-12-15","Code","C64547","CREAT","Code_518","http://www.cdisc.org"
"252fa046-f0d8-4cb2-bb0f-7dc956d330f9","2023-12-15","Code","C64853","K","Code_519","http://www.cdisc.org"
"1402ef66-c1bd-4875-95ef-08cdffb3fb33","2023-12-15","Code","C36292","Laboratory Test Result","Code_520","http://www.cdisc.org"
"37b1e895-6159-4efe-ac52-8e033dc5c4ca","2023-12-15","Code","C67474","Milliequivalent per Liter","Code_521","http://www.cdisc.org"
"34d3b9c8-5ca3-49c4-b085-8fa584be3c6e","2023-12-15","Code","C67473","Milliequivalent per Deciliter","Code_522","http://www.cdisc.org"
"a290757e-616b-40be-85e1-6cee9366c3c1","2023-12-15","Code","C64387","Millimole per Liter","Code_523","http://www.cdisc.org"
"f34c2f1f-db1a-40b3-bb44-9dbb69056076","2023-12-15","Code","C64567","Molarity Unit","Code_524","http://www.cdisc.org"
"7379403d-1cd5-44b7-958a-ea2b0bdae552","2023-12-15","Code","C70713","Biospecimen Type","Code_525","http://www.cdisc.org"
"a4b55ccf-3247-4b26-a235-ae5bbb8aee4f","2023-12-15","Code","C49487","No","Code_526","http://www.cdisc.org"
"ab308b87-7044-4d51-8a9d-72b182276449","2023-12-15","Code","C49488","Yes","Code_527","http://www.cdisc.org"
"76a4c1b8-51e2-478a-8cda-3af39ae1213b","2023-12-15","Code","C83309","Laboratory Test Fasting Status","Code_528","http://www.cdisc.org"
"5d545eee-6dde-4fd4-b0d2-1485603fe330","2023-12-15","Code","C64853","K","Code_529","http://www.cdisc.org"
"bd94eb8d-3065-4d5a-b92f-5add08de5e20","2023-12-15","Code","C64809","SODIUM","Code_530","http://www.cdisc.org"
"6890d334-c556-4339-920d-e164cf09f0ea","2023-12-15","Code","C36292","Laboratory Test Result","Code_531","http://www.cdisc.org"
"0d20e788-af03-4932-a550-d36a59a69fde","2023-12-15","Code","C67474","Milliequivalent per Liter","Code_532","http://www.cdisc.org"
"8b9c2732-5255-4e91-adce-5f2b5272167d","2023-12-15","Code","C67473","Milliequivalent per Deciliter","Code_533","http://www.cdisc.org"
"0edd6728-75e4-4f19-aad1-43c6bd31cc77","2023-12-15","Code","C64387","Millimole per Liter","Code_534","http://www.cdisc.org"
"d67df5e0-d3ab-4303-8dac-d265e80084e7","2023-12-15","Code","C64567","Molarity Unit","Code_535","http://www.cdisc.org"
"98c15241-12f3-4788-87b6-28419628f52f","2023-12-15","Code","C70713","Biospecimen Type","Code_536","http://www.cdisc.org"
"f29a78b8-ec81-4771-ba9b-8e01d925d5ef","2023-12-15","Code","C49487","No","Code_537","http://www.cdisc.org"
"3f5b6a42-66c7-42e2-a28c-80e3a66e5810","2023-12-15","Code","C49488","Yes","Code_538","http://www.cdisc.org"
"bf8c1584-8ee6-4d2c-970d-0986e926859e","2023-12-15","Code","C83309","Laboratory Test Fasting Status","Code_539","http://www.cdisc.org"
"0211c83b-cdf6-4f35-863d-dd3b221e6ff7","2023-12-15","Code","C64809","SODIUM","Code_540","http://www.cdisc.org"
"90b1066a-4141-4c0c-ae57-4ef708804f07","2023-12-15","Code","C64849","HBA1C","Code_541","http://www.cdisc.org"
"d505e7d8-716d-461b-86b9-31f4639e90eb","2023-12-15","Code","C36292","Laboratory Test Result","Code_542","http://www.cdisc.org"
"a7d0e727-aab7-47cf-a0a6-bb4c732a35a7","2023-12-15","Code","C64783","Gram per Deciliter","Code_543","http://www.cdisc.org"
"4693787c-c9c8-465a-b636-b54b84356416","2023-12-15","Code","No Concept Code","LBORRESU","Code_544","http://www.cdisc.org"
"83f18eab-a6d5-4509-909e-837c4b45a43d","2023-12-15","Code","C70713","Biospecimen Type","Code_545","http://www.cdisc.org"
"39d20d52-365e-4e64-84df-3f667ef170c7","2023-12-15","Code","C49487","No","Code_546","http://www.cdisc.org"
"f2d4c5bc-86a4-4d84-bc80-0a839057e0a3","2023-12-15","Code","C49488","Yes","Code_547","http://www.cdisc.org"
"6ea87b83-d38d-4f1c-8800-800ecd240a7d","2023-12-15","Code","C83309","Laboratory Test Fasting Status","Code_548","http://www.cdisc.org"
"20bf15e2-2a2a-4ba3-bbee-fbc59203962f","2023-12-15","Code","C64849","HBA1C","Code_549","http://www.cdisc.org"
"ab6c4314-e862-4a22-882b-5b97ac5605a1","2023-12-15","Code","C78541","Adverse Event Verbatim Description","Code_145","http://www.cdisc.org"
"dba9d823-2c9c-4ed3-a521-f182ee580140","2023-12-15","Code","C83344","Adverse Event Dictionary Derived Term","Code_146","http://www.cdisc.org"
"bff814c9-8b78-441e-951d-9696e5088fdd","2023-12-15","Code","C49487","No","Code_147","http://www.cdisc.org"
"c0a6297b-b3e5-4acc-8a5b-7db92a8326a7","2023-12-15","Code","C49488","Yes","Code_148","http://www.cdisc.org"
"3c3e5007-d9db-4fcd-9bb4-f0a9354dbd5e","2023-12-15","Code","C87840","Adverse Event Pre-specified","Code_149","http://www.cdisc.org"
"d8cdf476-3bcb-40e9-8eb4-26c253acd8de","2023-12-15","Code","C83205","Adverse Event Location","Code_150","http://www.cdisc.org"
"95343188-2c95-49ef-b3dc-4cdd657ec2b7","2023-12-15","Code","C53253","Severity of Adverse Event","Code_151","http://www.cdisc.org"
"b9a186fd-cc01-4f0d-a56a-2f9a9323eef8","2023-12-15","Code","C49487","No","Code_152","http://www.cdisc.org"
"060f0012-c5ff-4136-bb5f-a5284f77a3ff","2023-12-15","Code","C49488","Yes","Code_153","http://www.cdisc.org"
"35eaa688-3918-4ae1-9e80-0b7ff8c8a8d2","2023-12-15","Code","C53252","Seriousness of Adverse Event","Code_154","http://www.cdisc.org"
"b1251a41-2c5f-41a3-a47d-398b11085335","2023-12-15","Code","C83013","Adverse Event Action Taken with Study Treatment","Code_155","http://www.cdisc.org"
"880bcdb2-4002-4b01-b00c-eb9dd63fecb7","2023-12-15","Code","C83109","Other Actions taken in Response to Adverse Event","Code_156","http://www.cdisc.org"
"4efc42f1-e9b0-42a2-88d4-19032f000937","2023-12-15","Code","C41358","Adverse Event Attribution to Product or Procedure","Code_157","http://www.cdisc.org"
"ab92a85c-8769-4b6c-bf7c-87ae43573cc1","2023-12-15","Code","C83210","Adverse Event Relationship to Non Study Treatment","Code_158","http://www.cdisc.org"
"a7a7fbfb-0d0e-4db4-9004-e6417c3739e7","2023-12-15","Code","C83208","Adverse Event Pattern","Code_159","http://www.cdisc.org"
"b9a44ed5-49ae-4788-b58a-ed17c4e32bd9","2023-12-15","Code","C49489","Adverse Event Outcome","Code_160","http://www.cdisc.org"
"12c1e454-8de8-4062-8131-926bf7c93206","2023-12-15","Code","C49487","No","Code_161","http://www.cdisc.org"
"76620cfc-5f03-4bf2-bc0c-1325eb8f9fd6","2023-12-15","Code","C49488","Yes","Code_162","http://www.cdisc.org"
"33ed03bd-0233-432b-bc58-e6f2d07ca797","2023-12-15","Code","C83211","Adverse Event Involves Cancer","Code_163","http://www.cdisc.org"
"5e219539-70fa-48b5-8034-0ac495f675ec","2023-12-15","Code","C49487","No","Code_164","http://www.cdisc.org"
"fe42e96a-5d36-43ef-b61d-6a8e4b1e4bfa","2023-12-15","Code","C49488","Yes","Code_165","http://www.cdisc.org"
"f46597ef-3b6c-4449-ad9f-9ded0a47350a","2023-12-15","Code","C83117","Adverse Event Seriousness Due to Congenital Anomaly","Code_166","http://www.cdisc.org"
"0ecb21c1-0451-4566-b47c-4ae597dd08db","2023-12-15","Code","C49487","No","Code_167","http://www.cdisc.org"
