"isRequired","uuid:ID","datatype","instanceType","label","isEnabled","name","id"
"True","f354a276-de63-4959-82d5-422918a9d6f2","text","BiomedicalConceptProperty","LBORRES","True","LBORRES","BiomedicalConceptProperty_137"
"True","f1bbe2a6-d7c8-4354-a0ef-4be53c11f4d0","","BiomedicalConceptProperty","LBSPEC","True","LBSPEC","BiomedicalConceptProperty_138"
"True","bc2d6e18-5fa4-42c4-80ae-7fa49ebab439","","BiomedicalConceptProperty","LBFAST","True","LBFAST","BiomedicalConceptProperty_139"
"True","3749e0f5-1306-4235-ba4d-84eaf222a212","","BiomedicalConceptProperty","LBTESTCD","True","LBTESTCD","BiomedicalConceptProperty_140"
"True","4beb4b12-e619-48a7-b344-f567b55f17d5","float","BiomedicalConceptProperty","LBORRES","True","LBORRES","BiomedicalConceptProperty_141"
"True","6d303e94-ed3c-4651-81d8-6ca303a8a09b","","BiomedicalConceptProperty","LBORRESU","True","LBORRESU","BiomedicalConceptProperty_142"
"True","b2ef2b6c-f5f1-423d-88fb-d09c6ad77649","","BiomedicalConceptProperty","LBSPEC","True","LBSPEC","BiomedicalConceptProperty_143"
"True","65075a00-a088-43f9-a6ab-9c05ca54ec7e","","BiomedicalConceptProperty","LBFAST","True","LBFAST","BiomedicalConceptProperty_144"
"True","dda1c910-174a-4e6d-ae79-f1a515f86d10","","BiomedicalConceptProperty","LBTESTCD","True","LBTESTCD","BiomedicalConceptProperty_145"
"True","48a01171-cf07-4e91-9d99-48db1a5d657d","float","BiomedicalConceptProperty","LBORRES","True","LBORRES","BiomedicalConceptProperty_146"
"True","f6240546-e2c0-4daa-b3a3-cae45a0cfd86","","BiomedicalConceptProperty","LBORRESU","True","LBORRESU","BiomedicalConceptProperty_147"
"True","00351649-6747-48fd-bd4e-d2fa389b3fcf","","BiomedicalConceptProperty","LBSPEC","True","LBSPEC","BiomedicalConceptProperty_148"
"True","e448038b-63b9-43a1-b36f-6c53902dd438","","BiomedicalConceptProperty","LBFAST","True","LBFAST","BiomedicalConceptProperty_149"
"True","d60272d9-5d56-4810-936d-dcadd97eac69","","BiomedicalConceptProperty","LBTESTCD","True","LBTESTCD","BiomedicalConceptProperty_150"
"True","4963bf61-a37c-4721-bc47-5aa4cb47821e","float","BiomedicalConceptProperty","LBORRES","True","LBORRES","BiomedicalConceptProperty_151"
"True","1754802b-e3b3-4b78-954c-938a3310e17d","","BiomedicalConceptProperty","LBORRESU","True","LBORRESU","BiomedicalConceptProperty_152"
"True","60b1bf18-dc12-41b5-b1b8-a5bc4f3bd580","","BiomedicalConceptProperty","LBSPEC","True","LBSPEC","BiomedicalConceptProperty_153"
"True","80ff6da8-265d-4012-bf54-6423f0056719","","BiomedicalConceptProperty","LBFAST","True","LBFAST","BiomedicalConceptProperty_154"
"True","320f28be-001a-4ff7-bedd-419a28d25f00","","BiomedicalConceptProperty","LBTESTCD","True","LBTESTCD","BiomedicalConceptProperty_155"
"True","2efe8151-36ef-4883-af78-8a81305d405f","float","BiomedicalConceptProperty","LBORRES","True","LBORRES","BiomedicalConceptProperty_156"
"True","2eb930b7-d854-49af-bed9-6a742a3d1abf","","BiomedicalConceptProperty","LBORRESU","True","LBORRESU","BiomedicalConceptProperty_157"
"True","849de0ae-1f83-47e6-82df-cbafaab44910","","BiomedicalConceptProperty","LBSPEC","True","LBSPEC","BiomedicalConceptProperty_158"
"True","681d60e4-ba23-4992-ab77-bce15af16d8c","","BiomedicalConceptProperty","LBFAST","True","LBFAST","BiomedicalConceptProperty_159"
"True","0eeede1a-8b5f-4de1-9975-70c76d4ca9ca","","BiomedicalConceptProperty","LBTESTCD","True","LBTESTCD","BiomedicalConceptProperty_160"
"True","565e109f-83c9-43b1-b5bc-bcdb98a37610","float","BiomedicalConceptProperty","LBORRES","True","LBORRES","BiomedicalConceptProperty_161"
"True","c5d63a02-36d6-4692-a49d-f93806ea98fe","","BiomedicalConceptProperty","LBORRESU","True","LBORRESU","BiomedicalConceptProperty_162"
"True","a1bc199c-a5fb-4ebc-a5c6-6f4ed70decd5","","BiomedicalConceptProperty","LBSPEC","True","LBSPEC","BiomedicalConceptProperty_163"
"True","9541c0bd-f0ba-4973-b9b3-d5b6485d3ea9","","BiomedicalConceptProperty","LBFAST","True","LBFAST","BiomedicalConceptProperty_164"
"True","d6a2a660-96fc-4500-a311-2a4a3ce830b7","","BiomedicalConceptProperty","LBTESTCD","True","LBTESTCD","BiomedicalConceptProperty_165"
"True","30891f91-9a83-46e1-b2b1-5e8aa088657a","float","BiomedicalConceptProperty","LBORRES","True","LBORRES","BiomedicalConceptProperty_166"
"True","fcb5682d-d482-4db1-a94e-fb3cd675db09","","BiomedicalConceptProperty","LBORRESU","True","LBORRESU","BiomedicalConceptProperty_167"
"True","afb5c030-519c-46e3-a8dc-3bf5998e1970","","BiomedicalConceptProperty","LBSPEC","True","LBSPEC","BiomedicalConceptProperty_168"
"True","1d6495b7-5217-4102-a3c7-687266f311cd","","BiomedicalConceptProperty","LBFAST","True","LBFAST","BiomedicalConceptProperty_169"
"True","266ea426-e99e-456e-bf2e-76109b5d7878","text","BiomedicalConceptProperty","AETERM","True","AETERM","BiomedicalConceptProperty_1"
"True","4bf3eb72-0d31-4102-923c-edb9f1c68856","text","BiomedicalConceptProperty","AEDECOD","True","AEDECOD","BiomedicalConceptProperty_2"
"True","4f26dba9-0f99-47e5-84ca-f5a463631696","text","BiomedicalConceptProperty","AEPRESP","True","AEPRESP","BiomedicalConceptProperty_3"
"True","55fea6c5-f0b3-493c-8c11-2f3743580e1f","text","BiomedicalConceptProperty","AELOC","True","AELOC","BiomedicalConceptProperty_4"
"True","c24b7e85-c11d-453f-8011-7e75f4619c7a","text","BiomedicalConceptProperty","AESEV","True","AESEV","BiomedicalConceptProperty_5"
"True","75bb6733-8bcc-45e4-9b42-ef3422a58449","text","BiomedicalConceptProperty","AESER","True","AESER","BiomedicalConceptProperty_6"
"True","370fe5fc-bd42-4406-a95c-f455f4e39fc2","text","BiomedicalConceptProperty","AEACN","True","AEACN","BiomedicalConceptProperty_7"
"True","34b215e3-ea85-4966-98d9-216ec2e88782","text","BiomedicalConceptProperty","AEACNOTH","True","AEACNOTH","BiomedicalConceptProperty_8"
"True","b30f04e5-300b-488a-8ccc-3ac3036c58a9","text","BiomedicalConceptProperty","AEREL","True","AEREL","BiomedicalConceptProperty_9"
"True","b85947dc-0550-4077-8437-37b8aba1936c","text","BiomedicalConceptProperty","AERELNST","True","AERELNST","BiomedicalConceptProperty_10"
"True","70bcf54b-bc8e-463e-abe9-d3a8fbefcce5","text","BiomedicalConceptProperty","AEPATT","True","AEPATT","BiomedicalConceptProperty_11"
"True","023c62dd-1510-457e-a1ae-a39186dbdad0","text","BiomedicalConceptProperty","AEOUT","True","AEOUT","BiomedicalConceptProperty_12"
"True","4bd382eb-22ee-477c-ac24-68f9d0e18978","text","BiomedicalConceptProperty","AESCAN","True","AESCAN","BiomedicalConceptProperty_13"
"True","d1d603fd-b965-4644-9f64-b923f1213d18","text","BiomedicalConceptProperty","AESCONG","True","AESCONG","BiomedicalConceptProperty_14"
"True","40fef0b6-1105-4f42-a11c-e214b3d2514b","text","BiomedicalConceptProperty","AESDISAB","True","AESDISAB","BiomedicalConceptProperty_15"
"True","bda07bb1-a2cb-4169-90c1-01bb83652014","text","BiomedicalConceptProperty","AESDTH","True","AESDTH","BiomedicalConceptProperty_16"
"True","40f302cb-11b1-4365-ad0f-60155636c53a","text","BiomedicalConceptProperty","AESHOSP","True","AESHOSP","BiomedicalConceptProperty_17"
"True","33412309-f723-4c29-a5de-5743910b2669","text","BiomedicalConceptProperty","AESLIFE","True","AESLIFE","BiomedicalConceptProperty_18"
"True","ea5dafcd-6431-4937-8c3d-4a454e8d2f86","text","BiomedicalConceptProperty","AESOD","True","AESOD","BiomedicalConceptProperty_19"
"True","8c385f21-97f5-46a0-b95a-fcde0bd3304c","text","BiomedicalConceptProperty","AESMIE","True","AESMIE","BiomedicalConceptProperty_20"
"True","11e01a87-e69e-47f4-970e-3bb419c2d919","text","BiomedicalConceptProperty","AECONTRT","True","AECONTRT","BiomedicalConceptProperty_21"
"True","7a68a448-1751-4aa8-a018-cfa07b7a732c","datetime","BiomedicalConceptProperty","AESTDTC","True","AESTDTC","BiomedicalConceptProperty_22"
"True","c0624d92-995c-4860-b875-26b650be3169","datetime","BiomedicalConceptProperty","AEENDTC","True","AEENDTC","BiomedicalConceptProperty_23"
"True","fef896b0-d59e-4269-bf72-caac780b7c8c","","BiomedicalConceptProperty","VSTESTCD","True","VSTESTCD","BiomedicalConceptProperty_24"
"True","342a93f8-2009-41d3-a44a-9606b96b959b","integer","BiomedicalConceptProperty","VSORRES","True","VSORRES","BiomedicalConceptProperty_25"
"True","06f7b7f4-fd2b-4716-b266-1565fd4ecd04","","BiomedicalConceptProperty","VSORRESU","True","VSORRESU","BiomedicalConceptProperty_26"
"True","73932bba-2586-401d-8931-41424e877abe","","BiomedicalConceptProperty","VSPOS","True","VSPOS","BiomedicalConceptProperty_27"
"True","da094ac6-378b-48f7-a41f-630e9164ad30","","BiomedicalConceptProperty","VSLOC","True","VSLOC","BiomedicalConceptProperty_28"
"True","4950993d-70ed-4234-bfd4-9fda8f488e76","","BiomedicalConceptProperty","VSLAT","True","VSLAT","BiomedicalConceptProperty_29"
"True","104fe6c2-cb0b-485a-8e91-4a53a01d9925","","BiomedicalConceptProperty","VSTESTCD","True","VSTESTCD","BiomedicalConceptProperty_30"
"True","6a98b592-98ff-4afa-abcf-b71774072f34","integer","BiomedicalConceptProperty","VSORRES","True","VSORRES","BiomedicalConceptProperty_31"
"True","1e123cf2-db87-40d8-badc-91d35635e1b6","","BiomedicalConceptProperty","VSORRESU","True","VSORRESU","BiomedicalConceptProperty_32"
"True","97e87926-1aa0-4613-b8a2-79df39e6d74b","","BiomedicalConceptProperty","VSPOS","True","VSPOS","BiomedicalConceptProperty_33"
"True","9d35d72c-f0db-4ff0-bb04-9f2041b6f6e1","","BiomedicalConceptProperty","VSLOC","True","VSLOC","BiomedicalConceptProperty_34"
"True","7fc85371-33af-4d1c-8343-5313cd7ff65e","","BiomedicalConceptProperty","VSLAT","True","VSLAT","BiomedicalConceptProperty_35"
"True","6a3b5194-7921-4ff9-9f8b-7e4509904f9a","","BiomedicalConceptProperty","VSTESTCD","True","VSTESTCD","BiomedicalConceptProperty_36"
"True","374fa835-0726-4396-a361-c9de9be2b067","float","BiomedicalConceptProperty","VSORRES","True","VSORRES","BiomedicalConceptProperty_37"
"True","7c79279a-b1fe-4671-94e4-8c41284abdd0","","BiomedicalConceptProperty","VSORRESU","True","VSORRESU","BiomedicalConceptProperty_38"
"True","54536891-18bf-4f4d-82c2-bbdf362ca1a5","","BiomedicalConceptProperty","VSLOC","True","VSLOC","BiomedicalConceptProperty_39"
"True","1d0a0aa1-cd77-4eee-afb4-05dbb2c6f1de","","BiomedicalConceptProperty","VSTESTCD","True","VSTESTCD","BiomedicalConceptProperty_40"
"True","edf66c36-5026-4920-8788-c8fea6923a35","float","BiomedicalConceptProperty","VSORRES","True","VSORRES","BiomedicalConceptProperty_41"
"True","4a9b31c2-ee3e-424c-90a6-e2c02b88cac9","","BiomedicalConceptProperty","VSORRESU","True","VSORRESU","BiomedicalConceptProperty_42"
"True","9f871117-b78d-4495-91d2-25b51fafbe21","","BiomedicalConceptProperty","VSTESTCD","True","VSTESTCD","BiomedicalConceptProperty_43"
"True","66046ea9-d55f-4587-8149-fa0a621b7edb","float","BiomedicalConceptProperty","VSORRES","True","VSORRES","BiomedicalConceptProperty_44"
"True","73040deb-b239-4425-a546-ed44ff3ea093","","BiomedicalConceptProperty","VSORRESU","True","VSORRESU","BiomedicalConceptProperty_45"
"True","1acf08e3-8e8a-4c0e-b243-dc28ae4a143c","","BiomedicalConceptProperty","LBTESTCD","True","LBTESTCD","BiomedicalConceptProperty_46"
"True","19afc394-5483-4be6-986e-4cd9ebc457b8","float","BiomedicalConceptProperty","LBORRES","True","LBORRES","BiomedicalConceptProperty_47"
"True","de043171-20ac-4563-9216-ab45d9539972","","BiomedicalConceptProperty","LBORRESU","True","LBORRESU","BiomedicalConceptProperty_48"
"True","8d025165-a5a2-4c85-b043-19f3683cb292","","BiomedicalConceptProperty","LBSPEC","True","LBSPEC","BiomedicalConceptProperty_49"
"True","88fa7597-3b8a-441e-874d-e307f485fa75","","BiomedicalConceptProperty","LBFAST","True","LBFAST","BiomedicalConceptProperty_50"
"True","ca8d7fa6-035d-4749-a6f7-40baee04c4e9","","BiomedicalConceptProperty","LBTESTCD","True","LBTESTCD","BiomedicalConceptProperty_51"
"True","dca5c1b7-fa45-4097-bd95-33e2dd2f17ba","text","BiomedicalConceptProperty","LBORRES","True","LBORRES","BiomedicalConceptProperty_52"
"True","0d05d4df-eceb-4344-8169-8ad2ede69251","","BiomedicalConceptProperty","LBSPEC","True","LBSPEC","BiomedicalConceptProperty_53"
"True","c968d738-ddc7-4f47-ac42-7e8c4447cdc9","","BiomedicalConceptProperty","LBFAST","True","LBFAST","BiomedicalConceptProperty_54"
"True","a990cc0e-d206-462e-97d6-80d769a17fab","","BiomedicalConceptProperty","LBTESTCD","True","LBTESTCD","BiomedicalConceptProperty_55"
"True","7bd1b39f-ca17-43ba-8095-2f395dc0c5e0","float","BiomedicalConceptProperty","LBORRES","True","LBORRES","BiomedicalConceptProperty_56"
"True","2c6c48d6-519e-45a3-995f-25aa26cb6bd9","","BiomedicalConceptProperty","LBORRESU","True","LBORRESU","BiomedicalConceptProperty_57"
"True","4c323b54-6a7e-49d2-8f18-b35c534f0264","","BiomedicalConceptProperty","LBSPEC","True","LBSPEC","BiomedicalConceptProperty_58"
"True","0cdd44a4-769e-4cfb-b342-0ccbef807eba","","BiomedicalConceptProperty","LBFAST","True","LBFAST","BiomedicalConceptProperty_59"
"True","927fd4af-d458-4c43-81cd-e4bb05d58b2b","","BiomedicalConceptProperty","LBTESTCD","True","LBTESTCD","BiomedicalConceptProperty_60"
"True","420ab515-3fab-460a-b92f-855a72897e94","float","BiomedicalConceptProperty","LBORRES","True","LBORRES","BiomedicalConceptProperty_61"
"True","c9a06a7f-baf0-4069-a4c2-70924a8e5c96","","BiomedicalConceptProperty","LBORRESU","True","LBORRESU","BiomedicalConceptProperty_62"
"True","18138df1-4d10-42ee-8d9e-4de3dbc1b562","","BiomedicalConceptProperty","LBSPEC","True","LBSPEC","BiomedicalConceptProperty_63"
"True","3860a308-6bd7-4230-8719-4f8d6388a6b0","","BiomedicalConceptProperty","LBFAST","True","LBFAST","BiomedicalConceptProperty_64"
"True","7a22470b-6e66-419c-8e75-2d93420521db","","BiomedicalConceptProperty","LBTESTCD","True","LBTESTCD","BiomedicalConceptProperty_65"
"True","c5a43b57-9855-449e-a072-06751862cf5c","float","BiomedicalConceptProperty","LBORRES","True","LBORRES","BiomedicalConceptProperty_66"
"True","6dc3e61d-a151-4dee-a9df-6fe89353d0e5","","BiomedicalConceptProperty","LBORRESU","True","LBORRESU","BiomedicalConceptProperty_67"
"True","316c75be-575d-4655-9a8c-07a7ce874eb1","","BiomedicalConceptProperty","LBSPEC","True","LBSPEC","BiomedicalConceptProperty_68"
"True","a3c9aac7-1515-42b2-8ec4-32aded113066","","BiomedicalConceptProperty","LBFAST","True","LBFAST","BiomedicalConceptProperty_69"
"True","2b2959bd-c27c-4735-ab4b-3b4c1cf25cad","","BiomedicalConceptProperty","LBTESTCD","True","LBTESTCD","BiomedicalConceptProperty_70"
"True","e149b4c6-6684-45ee-97b0-159d94f44eea","float","BiomedicalConceptProperty","LBORRES","True","LBORRES","BiomedicalConceptProperty_71"
"True","36476641-807c-44d1-9db3-cd292cdc6bb7","","BiomedicalConceptProperty","LBORRESU","True","LBORRESU","BiomedicalConceptProperty_72"
"True","1e15c3c5-b834-4dce-ae92-607f79a32495","","BiomedicalConceptProperty","LBSPEC","True","LBSPEC","BiomedicalConceptProperty_73"
"True","a70d4803-ee45-4586-8c8d-42072e05bf78","","BiomedicalConceptProperty","LBFAST","True","LBFAST","BiomedicalConceptProperty_74"
"True","d2449244-c9ef-4659-a870-310f9b51892b","","BiomedicalConceptProperty","LBTESTCD","True","LBTESTCD","BiomedicalConceptProperty_75"
"True","077150ef-3135-4925-88c3-ac3d724ffcb4","float","BiomedicalConceptProperty","LBORRES","True","LBORRES","BiomedicalConceptProperty_76"
"True","ed764a1b-437e-425d-b740-4468ad0ab723","","BiomedicalConceptProperty","LBORRESU","True","LBORRESU","BiomedicalConceptProperty_77"
"True","68b67455-873a-49bd-b2d7-923298040df3","","BiomedicalConceptProperty","LBSPEC","True","LBSPEC","BiomedicalConceptProperty_78"
"True","20ad96f2-98f2-433d-8b1f-c7341c2df6a0","","BiomedicalConceptProperty","LBFAST","True","LBFAST","BiomedicalConceptProperty_79"
"True","38112962-e74d-4017-b22b-84e16d3b8d9e","","BiomedicalConceptProperty","VSTESTCD","True","VSTESTCD","BiomedicalConceptProperty_80"
"True","9e73d151-f7b2-4b88-ae60-4e89d6c55238","integer","BiomedicalConceptProperty","VSORRES","True","VSORRES","BiomedicalConceptProperty_81"
"True","7fdaee95-d571-4e57-88de-4a5a558cd94c","","BiomedicalConceptProperty","VSORRESU","True","VSORRESU","BiomedicalConceptProperty_82"
"True","780da057-aa9e-4a89-8580-a3ba7892a6fa","","BiomedicalConceptProperty","VSPOS","True","VSPOS","BiomedicalConceptProperty_83"
"True","74b6bfdb-3845-484e-b8b4-16005bb86b34","","BiomedicalConceptProperty","VSLOC","True","VSLOC","BiomedicalConceptProperty_84"
"True","a04f61c8-b531-4c56-ad0b-c375970733d8","","BiomedicalConceptProperty","VSLAT","True","VSLAT","BiomedicalConceptProperty_85"
"True","3ed78094-1aae-4d91-b3ce-862833d1172d","","BiomedicalConceptProperty","VSTESTCD","True","VSTESTCD","BiomedicalConceptProperty_86"
"True","51fd4254-3e26-42d7-bed7-ab19c574b423","integer","BiomedicalConceptProperty","VSORRES","True","VSORRES","BiomedicalConceptProperty_87"
"True","d1752d28-3386-4bcf-aa23-4119a9ab1553","","BiomedicalConceptProperty","VSORRESU","True","VSORRESU","BiomedicalConceptProperty_88"
"True","8e49c6e1-3631-4d80-bc45-3286cec9911b","","BiomedicalConceptProperty","VSPOS","True","VSPOS","BiomedicalConceptProperty_89"
"True","0a636623-f484-46b6-86af-519535267973","","BiomedicalConceptProperty","VSLOC","True","VSLOC","BiomedicalConceptProperty_90"
"True","87634785-623e-49e8-a5d6-36482774ffcc","","BiomedicalConceptProperty","VSLAT","True","VSLAT","BiomedicalConceptProperty_91"
"True","bf182570-fa9a-40a4-9a82-74d9e35e74f2","","BiomedicalConceptProperty","VSTESTCD","True","VSTESTCD","BiomedicalConceptProperty_92"
"True","f5e7718c-6556-43ce-a521-3baa45dbe168","integer","BiomedicalConceptProperty","VSORRES","True","VSORRES","BiomedicalConceptProperty_93"
"True","f2036a26-8b21-40f2-b7df-2a995ed7fd0c","","BiomedicalConceptProperty","VSORRESU","True","VSORRESU","BiomedicalConceptProperty_94"
"True","ed0a947d-546b-4e97-a49c-16f79c567f40","","BiomedicalConceptProperty","VSPOS","True","VSPOS","BiomedicalConceptProperty_95"
"True","8ef19423-cbd1-40ec-9878-69340337bd1d","","BiomedicalConceptProperty","VSLOC","True","VSLOC","BiomedicalConceptProperty_96"
"True","db6c12c2-43da-48a9-8fb2-58baafd79c4c","","BiomedicalConceptProperty","VSLAT","True","VSLAT","BiomedicalConceptProperty_97"
"True","52bf2eee-81b0-440f-aae8-bdc1287943ed","","BiomedicalConceptProperty","VSTESTCD","True","VSTESTCD","BiomedicalConceptProperty_98"
"True","1236d225-78ea-48f4-a28d-d8a4dcb0bb66","integer","BiomedicalConceptProperty","VSORRES","True","VSORRES","BiomedicalConceptProperty_99"
"True","f02527fe-f7b1-4b20-bad1-6cbcfd72d873","","BiomedicalConceptProperty","VSORRESU","True","VSORRESU","BiomedicalConceptProperty_100"
"True","bbd28c1e-e33c-458d-9593-1ca02be3fd46","","BiomedicalConceptProperty","VSPOS","True","VSPOS","BiomedicalConceptProperty_101"
"True","9bb8d7b7-a20b-4ecd-bbea-9081a4787dd1","","BiomedicalConceptProperty","VSLOC","True","VSLOC","BiomedicalConceptProperty_102"
"True","4b37661c-bca4-47d3-a3ca-c4166a1a6de6","","BiomedicalConceptProperty","VSLAT","True","VSLAT","BiomedicalConceptProperty_103"
"True","834ecfd9-a95d-4b35-93f3-e68e45034e4a","","BiomedicalConceptProperty","VSTESTCD","True","VSTESTCD","BiomedicalConceptProperty_104"
"True","50a7811c-31ad-41e3-abc8-2481cdcef981","integer","BiomedicalConceptProperty","VSORRES","True","VSORRES","BiomedicalConceptProperty_105"
"True","2d0da597-2d01-4a95-929e-183572a09371","","BiomedicalConceptProperty","VSORRESU","True","VSORRESU","BiomedicalConceptProperty_106"
"True","926881f1-17a7-45fa-ab94-5bd459631253","","BiomedicalConceptProperty","VSPOS","True","VSPOS","BiomedicalConceptProperty_107"
"True","5ada16ce-bef3-4279-a920-1467f77dfff8","","BiomedicalConceptProperty","VSLOC","True","VSLOC","BiomedicalConceptProperty_108"
"True","1f524d04-5c8b-431f-aa93-340b264679c0","","BiomedicalConceptProperty","VSLAT","True","VSLAT","BiomedicalConceptProperty_109"
"True","91a1afdd-cddc-43c9-b069-450f90b7d5ab","","BiomedicalConceptProperty","VSTESTCD","True","VSTESTCD","BiomedicalConceptProperty_110"
"True","b3e5851d-8e74-4f06-a06b-b8efce66a23f","integer","BiomedicalConceptProperty","VSORRES","True","VSORRES","BiomedicalConceptProperty_111"
"True","a364673e-1004-49d9-8d39-b032fca15adf","","BiomedicalConceptProperty","VSORRESU","True","VSORRESU","BiomedicalConceptProperty_112"
"True","5a04464f-3a24-4cc9-8bd2-f2797f8d863c","","BiomedicalConceptProperty","VSPOS","True","VSPOS","BiomedicalConceptProperty_113"
"True","461df62c-560d-4804-93d6-cdd3e00d3ede","","BiomedicalConceptProperty","VSLOC","True","VSLOC","BiomedicalConceptProperty_114"
"True","b21d98f4-5a9b-4b53-b8f1-e5029fb993ac","","BiomedicalConceptProperty","VSLAT","True","VSLAT","BiomedicalConceptProperty_115"
