"uuid:ID","id","isRequired","label","isEnabled","instanceType","name","datatype"
"c4d6bf9c-3127-420a-8e59-864f49c144a8","BiomedicalConceptProperty_108","True","Unit of Catalytic Activity Concentration","True","BiomedicalConceptProperty","Unit of Catalytic Activity Concentration","string"
"5b9fb9c5-5272-44e3-9a64-05699dfd4a64","BiomedicalConceptProperty_109","True","Biospecimen Type","True","BiomedicalConceptProperty","Biospecimen Type","string"
"3c653f5b-8eb4-4e3e-96dc-160cadedd4cf","BiomedicalConceptProperty_110","True","Laboratory Test Result","True","BiomedicalConceptProperty","Laboratory Test Result","decimal"
"67e258bb-39e6-45a9-90eb-ad992b392f08","BiomedicalConceptProperty_111","True","Laboratory Test Fasting Status","True","BiomedicalConceptProperty","Laboratory Test Fasting Status","boolean"
"b3e88426-790b-40fa-9f90-0c84c0535220","BiomedicalConceptProperty_112","True","Unit of Catalytic Activity Concentration","True","BiomedicalConceptProperty","Unit of Catalytic Activity Concentration","string"
"3c03a620-239f-4b4e-a6d1-2972c63b0f08","BiomedicalConceptProperty_113","True","Biospecimen Type","True","BiomedicalConceptProperty","Biospecimen Type","string"
"a08893b7-eee3-4ab4-80ef-4e9ab5cfe4a8","BiomedicalConceptProperty_114","True","Laboratory Test Result","True","BiomedicalConceptProperty","Laboratory Test Result","string"
"2f4addf4-9792-4bb8-a441-3490c9d3a1c3","BiomedicalConceptProperty_115","True","Laboratory Test Fasting Status","True","BiomedicalConceptProperty","Laboratory Test Fasting Status","boolean"
"fdafe719-c68c-421d-b3f5-47794563c6ad","BiomedicalConceptProperty_116","True","Unit of Concentration","True","BiomedicalConceptProperty","Unit of Concentration","string"
"7372ff8b-a2ba-453f-917b-8e8590d53740","BiomedicalConceptProperty_117","True","Biospecimen Type","True","BiomedicalConceptProperty","Biospecimen Type","string"
"cafff682-7a18-4c6e-9d47-062dd0d1fe2d","BiomedicalConceptProperty_118","True","Laboratory Test Result","True","BiomedicalConceptProperty","Laboratory Test Result","decimal"
"a7b55a46-171a-4586-909d-e8fbc6910405","BiomedicalConceptProperty_119","True","Laboratory Test Fasting Status","True","BiomedicalConceptProperty","Laboratory Test Fasting Status","boolean"
"b3469871-fef7-400a-8a48-1c66a5d944d8","BiomedicalConceptProperty_120","True","Molarity Unit","True","BiomedicalConceptProperty","Molarity Unit","string"
"b946c334-b0ba-4fbd-86d4-c145590c6d36","BiomedicalConceptProperty_121","True","Biospecimen Type","True","BiomedicalConceptProperty","Biospecimen Type","string"
"62537023-0623-4f7e-bb34-c58e2d06013c","BiomedicalConceptProperty_122","True","Laboratory Test Result","True","BiomedicalConceptProperty","Laboratory Test Result","decimal"
"85748181-e8e5-4455-b68b-6db3e1e1092f","BiomedicalConceptProperty_123","True","Laboratory Test Fasting Status","True","BiomedicalConceptProperty","Laboratory Test Fasting Status","boolean"
"7d197d71-f147-42b4-941d-dedec96ee4d0","BiomedicalConceptProperty_124","True","Molarity Unit","True","BiomedicalConceptProperty","Molarity Unit","string"
"aa84751d-04ad-47dd-a57f-541a55c60ea6","BiomedicalConceptProperty_125","True","Biospecimen Type","True","BiomedicalConceptProperty","Biospecimen Type","string"
"223099b0-9487-4d91-946b-dce536f965c5","BiomedicalConceptProperty_1","True","Reported Event Term","True","BiomedicalConceptProperty","Reported Event Term","string"
"8693180d-1101-4da7-bf17-6ceb3482c022","BiomedicalConceptProperty_2","True","Dictionary-derived Term","True","BiomedicalConceptProperty","Dictionary-derived Term","string"
"7731cc72-e487-4760-ae60-e4a56757922f","BiomedicalConceptProperty_3","True","Category","True","BiomedicalConceptProperty","Category","string"
"74b9a1e3-630d-4f97-ae77-8ab7f89920bc","BiomedicalConceptProperty_4","True","Subcategory","True","BiomedicalConceptProperty","Subcategory","string"
"38ef9c6d-5a93-43e5-80d8-5322aeb5d515","BiomedicalConceptProperty_5","True","Observation Start Date Time","True","BiomedicalConceptProperty","Observation Start Date Time","datetime"
"cf64c3d7-1839-4527-b08b-4a2c3f80d7af","BiomedicalConceptProperty_6","True","Clinical Test Result","True","BiomedicalConceptProperty","Clinical Test Result","decimal"
"23c36140-2a20-412c-b111-84435d9e353f","BiomedicalConceptProperty_7","True","Unit of Pressure","True","BiomedicalConceptProperty","Unit of Pressure","string"
"a5958173-cd22-4ab7-aabb-1080ac42b39f","BiomedicalConceptProperty_8","True","Anatomic Site","True","BiomedicalConceptProperty","Anatomic Site","string"
"670bad43-96bd-4b80-b83b-4109059a6118","BiomedicalConceptProperty_9","True","Laterality","True","BiomedicalConceptProperty","Laterality","string"
"fe4c192b-c80d-424c-b0f0-e91480179439","BiomedicalConceptProperty_10","True","Test Method","True","BiomedicalConceptProperty","Test Method","string"
"4143037f-aa93-41df-8368-98552a34ef77","BiomedicalConceptProperty_11","True","Body Position","True","BiomedicalConceptProperty","Body Position","string"
"e0085d58-6da7-49d0-8bbd-68009ba90369","BiomedicalConceptProperty_12","True","Clinical Test Result","True","BiomedicalConceptProperty","Clinical Test Result","decimal"
"f4a47b32-735c-4bba-ae14-e7bf9a67997c","BiomedicalConceptProperty_13","True","Unit of Pressure","True","BiomedicalConceptProperty","Unit of Pressure","string"
"ab536b02-34f0-4572-9a35-41e6bccce63b","BiomedicalConceptProperty_14","True","Anatomic Site","True","BiomedicalConceptProperty","Anatomic Site","string"
"0c5f6ed9-5da3-4e25-9edb-62aa3f640824","BiomedicalConceptProperty_15","True","Laterality","True","BiomedicalConceptProperty","Laterality","string"
"bba5e088-c9e8-49bc-ac88-f36f6e41ddb6","BiomedicalConceptProperty_16","True","Test Method","True","BiomedicalConceptProperty","Test Method","string"
"aeb10996-521b-4dc6-b3f8-9dd13129bac5","BiomedicalConceptProperty_17","True","Body Position","True","BiomedicalConceptProperty","Body Position","string"
"47a5fe5d-f310-4e3c-829a-287460629616","BiomedicalConceptProperty_18","True","Clinical Test Result","True","BiomedicalConceptProperty","Clinical Test Result","decimal"
"172b1be7-1d88-4933-ac6e-fe9ca77cc7fa","BiomedicalConceptProperty_19","True","Unit of Temperature","True","BiomedicalConceptProperty","Unit of Temperature","string"
"db44ebb6-d951-470d-825e-c92254121921","BiomedicalConceptProperty_20","True","Anatomic Site","True","BiomedicalConceptProperty","Anatomic Site","string"
"44f966ef-9a86-4288-8757-667263f3491e","BiomedicalConceptProperty_21","True","Clinical Test Result","True","BiomedicalConceptProperty","Clinical Test Result","decimal"
"74a825a2-a7c0-46e9-9c1e-af5a83f86d6f","BiomedicalConceptProperty_22","True","Unit of Weight","True","BiomedicalConceptProperty","Unit of Weight","string"
"2c3dca03-6f9b-466f-8838-58434b4f0c89","BiomedicalConceptProperty_23","True","Clinical Test Result","True","BiomedicalConceptProperty","Clinical Test Result","decimal"
"118dfc6b-0cc7-4221-8393-9afebb78e703","BiomedicalConceptProperty_24","True","Unit of Height","True","BiomedicalConceptProperty","Unit of Height","string"
"5b2d9b26-2e75-4536-971e-6568b70e5945","BiomedicalConceptProperty_25","True","Laboratory Test Result","True","BiomedicalConceptProperty","Laboratory Test Result","decimal"
"be0fc4f9-f1c8-4d26-9e54-6d9272b4025f","BiomedicalConceptProperty_26","True","Laboratory Test Fasting Status","True","BiomedicalConceptProperty","Laboratory Test Fasting Status","boolean"
"9d3d4040-eb20-4a93-93cc-cc5c5dfe3892","BiomedicalConceptProperty_27","True","Unit of Catalytic Activity Concentration","True","BiomedicalConceptProperty","Unit of Catalytic Activity Concentration","string"
"561bfd25-92a6-48c5-a235-6d442d56342e","BiomedicalConceptProperty_28","True","Biospecimen Type","True","BiomedicalConceptProperty","Biospecimen Type","string"
"c43e6f6c-36df-4b8d-bff3-8da10b4485c8","BiomedicalConceptProperty_29","True","Laboratory Test Result","True","BiomedicalConceptProperty","Laboratory Test Result","string"
"7c3bf136-9a26-49c0-80d4-fc0511302df5","BiomedicalConceptProperty_30","True","Laboratory Test Fasting Status","True","BiomedicalConceptProperty","Laboratory Test Fasting Status","boolean"
"c1d009dc-96f2-49c5-a610-a34f3a58cb01","BiomedicalConceptProperty_31","True","Unit of Concentration","True","BiomedicalConceptProperty","Unit of Concentration","string"
"a7ec3ff4-7408-4fd2-9a2e-829bc9233a85","BiomedicalConceptProperty_32","True","Biospecimen Type","True","BiomedicalConceptProperty","Biospecimen Type","string"
"fc47eedd-a7f7-4eb2-b5ce-939b20e7ac62","BiomedicalConceptProperty_33","True","Laboratory Test Result","True","BiomedicalConceptProperty","Laboratory Test Result","decimal"
"3e55bd0f-d8b6-47a7-bea4-b5a9ded43e0f","BiomedicalConceptProperty_34","True","Laboratory Test Fasting Status","True","BiomedicalConceptProperty","Laboratory Test Fasting Status","boolean"
"cf620d8b-29e9-4d67-b007-92296350eccd","BiomedicalConceptProperty_35","True","Unit of Catalytic Activity Concentration","True","BiomedicalConceptProperty","Unit of Catalytic Activity Concentration","string"
"abadd7d9-ab8d-4404-9fd2-573718a048c7","BiomedicalConceptProperty_36","True","Biospecimen Type","True","BiomedicalConceptProperty","Biospecimen Type","string"
"9c24b83d-6c30-40ed-97f0-97bdf12e3fd5","BiomedicalConceptProperty_37","True","Laboratory Test Result","True","BiomedicalConceptProperty","Laboratory Test Result","decimal"
"80c2791f-82f5-4535-9410-c38832531293","BiomedicalConceptProperty_38","True","Laboratory Test Fasting Status","True","BiomedicalConceptProperty","Laboratory Test Fasting Status","boolean"
"a5ae3583-7564-4e94-9dca-58f2984fa913","BiomedicalConceptProperty_39","True","Unit of Catalytic Activity Concentration","True","BiomedicalConceptProperty","Unit of Catalytic Activity Concentration","string"
"3a00ff4e-2e0a-4dba-b688-96ac255b6cbe","BiomedicalConceptProperty_40","True","Biospecimen Type","True","BiomedicalConceptProperty","Biospecimen Type","string"
"c393d4ed-0acd-4219-9b7a-315d6e2de352","BiomedicalConceptProperty_41","True","Laboratory Test Result","True","BiomedicalConceptProperty","Laboratory Test Result","string"
"94814c28-330c-43ec-93df-d6823752b52d","BiomedicalConceptProperty_42","True","Laboratory Test Fasting Status","True","BiomedicalConceptProperty","Laboratory Test Fasting Status","boolean"
"5dc4c77c-7109-46d1-b227-e96376714f94","BiomedicalConceptProperty_43","True","Unit of Concentration","True","BiomedicalConceptProperty","Unit of Concentration","string"
"dd79e043-834d-4792-87e4-a10304b8766f","BiomedicalConceptProperty_44","True","Biospecimen Type","True","BiomedicalConceptProperty","Biospecimen Type","string"
"82de6835-c572-4146-9d13-110a9550485b","BiomedicalConceptProperty_45","True","Laboratory Test Result","True","BiomedicalConceptProperty","Laboratory Test Result","decimal"
"aeb667d5-1bbd-4d8b-bdc3-c9bce2c669c5","BiomedicalConceptProperty_46","True","Laboratory Test Fasting Status","True","BiomedicalConceptProperty","Laboratory Test Fasting Status","boolean"
"3cf38d4d-250a-4d34-8ed5-a008ac2ca1ed","BiomedicalConceptProperty_47","True","Molarity Unit","True","BiomedicalConceptProperty","Molarity Unit","string"
"1c0cd7d6-3e0a-4357-bece-2c5733599a37","BiomedicalConceptProperty_48","True","Biospecimen Type","True","BiomedicalConceptProperty","Biospecimen Type","string"
"d7e1310f-712f-476a-96ab-02ecc8697ab2","BiomedicalConceptProperty_49","True","Laboratory Test Result","True","BiomedicalConceptProperty","Laboratory Test Result","decimal"
"695a6674-1f3e-4de1-adcf-e7215543a165","BiomedicalConceptProperty_50","True","Laboratory Test Fasting Status","True","BiomedicalConceptProperty","Laboratory Test Fasting Status","boolean"
"cae68d3a-a95b-42e3-85e4-7294fce45751","BiomedicalConceptProperty_51","True","Molarity Unit","True","BiomedicalConceptProperty","Molarity Unit","string"
"c39b1db9-13a7-4afc-9bee-d89fe23be009","BiomedicalConceptProperty_52","True","Biospecimen Type","True","BiomedicalConceptProperty","Biospecimen Type","string"
"80685394-ea26-4b8d-a589-1683cc4f1e57","BiomedicalConceptProperty_53","True","Clinical Test Result","True","BiomedicalConceptProperty","Clinical Test Result","decimal"
"d6a905e8-c109-4a5a-9daf-176f198f0562","BiomedicalConceptProperty_54","True","Unit of Pressure","True","BiomedicalConceptProperty","Unit of Pressure","string"
"d08f3ffc-cd8d-44ce-903d-cd8c10f61ef9","BiomedicalConceptProperty_55","True","Anatomic Site","True","BiomedicalConceptProperty","Anatomic Site","string"
"ca418f40-1093-470e-a3b7-880b9d80842d","BiomedicalConceptProperty_56","True","Laterality","True","BiomedicalConceptProperty","Laterality","string"
"44221182-5f9c-45a2-b399-8e4265eeb2c9","BiomedicalConceptProperty_57","True","Test Method","True","BiomedicalConceptProperty","Test Method","string"
"736a3e69-8a3a-455c-9734-f4067515e820","BiomedicalConceptProperty_58","True","Body Position","True","BiomedicalConceptProperty","Body Position","string"
"4f762ff4-c05c-448f-8114-f311756935e8","BiomedicalConceptProperty_59","True","Clinical Test Result","True","BiomedicalConceptProperty","Clinical Test Result","decimal"
"c04c1a99-2e9a-46ab-8791-3d288169fcd9","BiomedicalConceptProperty_60","True","Unit of Pressure","True","BiomedicalConceptProperty","Unit of Pressure","string"
"63006740-ff45-4a6f-b1f5-e14d56716c52","BiomedicalConceptProperty_61","True","Anatomic Site","True","BiomedicalConceptProperty","Anatomic Site","string"
"84db8600-4f37-41e8-b5dd-1d209e432d25","BiomedicalConceptProperty_62","True","Laterality","True","BiomedicalConceptProperty","Laterality","string"
"2c20d2fe-8cf1-4e44-b890-414e8c59a556","BiomedicalConceptProperty_63","True","Test Method","True","BiomedicalConceptProperty","Test Method","string"
"d8a70e51-124a-4414-a0b3-31fd92f4de10","BiomedicalConceptProperty_64","True","Body Position","True","BiomedicalConceptProperty","Body Position","string"
"7028ae04-01ed-4886-a8b1-28e957e85298","BiomedicalConceptProperty_65","True","Clinical Test Result","True","BiomedicalConceptProperty","Clinical Test Result","integer"
"2122ed72-f193-4341-afee-d9cab1c5f6b2","BiomedicalConceptProperty_66","True","Count per Minute","True","BiomedicalConceptProperty","Count per Minute","string"
"6c2f0caa-80a6-4e68-9666-55eaa3211316","BiomedicalConceptProperty_67","True","Anatomic Site","True","BiomedicalConceptProperty","Anatomic Site","string"
"39f92347-2dcd-427d-a0c4-62ffff44b946","BiomedicalConceptProperty_68","True","Laterality","True","BiomedicalConceptProperty","Laterality","string"
"26312406-bd01-4402-ba5f-9386f7cac8bc","BiomedicalConceptProperty_69","True","Test Method","True","BiomedicalConceptProperty","Test Method","string"
"ef162bae-58c0-45a8-ac3c-ae08514b28aa","BiomedicalConceptProperty_70","True","Body Position","True","BiomedicalConceptProperty","Body Position","string"
"273b8de5-ddc9-414a-bdd4-6c3b9de49645","BiomedicalConceptProperty_71","True","Clinical Test Result","True","BiomedicalConceptProperty","Clinical Test Result","decimal"
"259c2aa9-27e5-483c-a2a5-0c4f92265e28","BiomedicalConceptProperty_72","True","Unit of Pressure","True","BiomedicalConceptProperty","Unit of Pressure","string"
"14122060-da47-4b1e-94c6-560e85845d92","BiomedicalConceptProperty_73","True","Anatomic Site","True","BiomedicalConceptProperty","Anatomic Site","string"
"95cd8315-c1c9-427c-b71c-9e3aa0ea14a3","BiomedicalConceptProperty_74","True","Laterality","True","BiomedicalConceptProperty","Laterality","string"
"35ee0125-3037-4832-a577-18c4138cb798","BiomedicalConceptProperty_75","True","Test Method","True","BiomedicalConceptProperty","Test Method","string"
"816e4b5a-262b-425e-a51b-2a8675145af8","BiomedicalConceptProperty_76","True","Body Position","True","BiomedicalConceptProperty","Body Position","string"
"4da464fb-33b7-406c-98d7-c6fa3a23d278","BiomedicalConceptProperty_77","True","Clinical Test Result","True","BiomedicalConceptProperty","Clinical Test Result","decimal"
"119286de-bfc5-48d5-b8de-7fad69ca2a84","BiomedicalConceptProperty_78","True","Unit of Pressure","True","BiomedicalConceptProperty","Unit of Pressure","string"
"4727ebe2-56b4-4c2f-8e7a-e9228b341f8f","BiomedicalConceptProperty_79","True","Anatomic Site","True","BiomedicalConceptProperty","Anatomic Site","string"
"207faff5-a245-47bc-968a-26f8d33103d4","BiomedicalConceptProperty_80","True","Laterality","True","BiomedicalConceptProperty","Laterality","string"
"8c3b4e1e-a3e8-4924-bac7-fe933c522ed0","BiomedicalConceptProperty_81","True","Test Method","True","BiomedicalConceptProperty","Test Method","string"
"e7924f81-09e7-4903-a485-564e176dc529","BiomedicalConceptProperty_82","True","Body Position","True","BiomedicalConceptProperty","Body Position","string"
"284ad908-c62f-4fe8-ab16-b138860840e9","BiomedicalConceptProperty_83","True","Clinical Test Result","True","BiomedicalConceptProperty","Clinical Test Result","integer"
"c7eef554-5cc8-4d96-8e7c-9bd58a21ae28","BiomedicalConceptProperty_84","True","Count per Minute","True","BiomedicalConceptProperty","Count per Minute","string"
"654a9647-87bd-414d-84f3-b389a2de6faa","BiomedicalConceptProperty_85","True","Anatomic Site","True","BiomedicalConceptProperty","Anatomic Site","string"
"663889cf-bc60-4ebf-8014-61b6af52bf12","BiomedicalConceptProperty_86","True","Laterality","True","BiomedicalConceptProperty","Laterality","string"
"2dcf8747-a2cf-4aa8-b955-d83d0cdecabf","BiomedicalConceptProperty_87","True","Test Method","True","BiomedicalConceptProperty","Test Method","string"
"790f515c-1aba-4b69-a822-8c7359f01e21","BiomedicalConceptProperty_88","True","Body Position","True","BiomedicalConceptProperty","Body Position","string"
