"uuid:ID","label","isRequired","isEnabled","datatype","instanceType","name","id"
"48498962-45d8-439f-8ea0-fb23f08a52a7","Laboratory Test Fasting Status","True","True","boolean","BiomedicalConceptProperty","Laboratory Test Fasting Status","BiomedicalConceptProperty_115"
"dba683d1-7d8b-44fb-9b13-48475694a36d","Unit of Concentration","True","True","string","BiomedicalConceptProperty","Unit of Concentration","BiomedicalConceptProperty_116"
"df4db738-f036-476e-9d06-0b625145f0fe","Biospecimen Type","True","True","string","BiomedicalConceptProperty","Biospecimen Type","BiomedicalConceptProperty_117"
"788fe14f-3dfe-495e-b29b-abeb51e4aa34","Laboratory Test Result","True","True","decimal","BiomedicalConceptProperty","Laboratory Test Result","BiomedicalConceptProperty_118"
"c45335d3-eb86-4e03-8014-86c852013f7a","Laboratory Test Fasting Status","True","True","boolean","BiomedicalConceptProperty","Laboratory Test Fasting Status","BiomedicalConceptProperty_119"
"4eaff722-6ed4-4aa8-9c81-a3102abcc967","Molarity Unit","True","True","string","BiomedicalConceptProperty","Molarity Unit","BiomedicalConceptProperty_120"
"99279589-64c9-47b1-9ec0-03b2cd6c8580","Biospecimen Type","True","True","string","BiomedicalConceptProperty","Biospecimen Type","BiomedicalConceptProperty_121"
"88e847c7-3c51-473e-abfa-b8f5723d1d3d","Laboratory Test Result","True","True","decimal","BiomedicalConceptProperty","Laboratory Test Result","BiomedicalConceptProperty_122"
"592b061b-cbcd-4515-8e79-32801a1bd5bd","Laboratory Test Fasting Status","True","True","boolean","BiomedicalConceptProperty","Laboratory Test Fasting Status","BiomedicalConceptProperty_123"
"6d1e4b8f-41d7-4c9d-8227-70d8a11c1b38","Molarity Unit","True","True","string","BiomedicalConceptProperty","Molarity Unit","BiomedicalConceptProperty_124"
"ffea9086-1c94-4a43-9178-56704c9246ab","Biospecimen Type","True","True","string","BiomedicalConceptProperty","Biospecimen Type","BiomedicalConceptProperty_125"
"f91d8856-c005-41cc-a92d-09b9e52490cb","Reported Event Term","True","True","string","BiomedicalConceptProperty","Reported Event Term","BiomedicalConceptProperty_1"
"fe4b83f9-59dc-45a6-8b8e-5e822c794647","Dictionary-derived Term","True","True","string","BiomedicalConceptProperty","Dictionary-derived Term","BiomedicalConceptProperty_2"
"b315198b-8ade-49de-a4db-315591c14504","Category","True","True","string","BiomedicalConceptProperty","Category","BiomedicalConceptProperty_3"
"37b6f6bc-b13a-4ba1-b128-53c26988ad51","Subcategory","True","True","string","BiomedicalConceptProperty","Subcategory","BiomedicalConceptProperty_4"
"9c157847-af58-4660-b348-29e7f3437308","Observation Start Date Time","True","True","datetime","BiomedicalConceptProperty","Observation Start Date Time","BiomedicalConceptProperty_5"
"1d211546-e34b-402c-b844-d28b1613daf4","Clinical Test Result","True","True","decimal","BiomedicalConceptProperty","Clinical Test Result","BiomedicalConceptProperty_6"
"d9a9b633-e5c2-4c62-aa5b-1d25bb623776","Unit of Pressure","True","True","string","BiomedicalConceptProperty","Unit of Pressure","BiomedicalConceptProperty_7"
"74ed9053-442b-48dd-85c2-8987b7c3987f","Anatomic Site","True","True","string","BiomedicalConceptProperty","Anatomic Site","BiomedicalConceptProperty_8"
"55b7b234-99b0-4cd1-9c24-11d37e8bc72c","Laterality","True","True","string","BiomedicalConceptProperty","Laterality","BiomedicalConceptProperty_9"
"6eed6c34-8bbe-4fd4-b217-75844a78e358","Test Method","True","True","string","BiomedicalConceptProperty","Test Method","BiomedicalConceptProperty_10"
"45761566-da7c-497b-8a96-1f0ccc2549e2","Body Position","True","True","string","BiomedicalConceptProperty","Body Position","BiomedicalConceptProperty_11"
"57be3227-f412-46b3-b6d5-b76d38542c8c","Clinical Test Result","True","True","decimal","BiomedicalConceptProperty","Clinical Test Result","BiomedicalConceptProperty_12"
"1f007a1c-2cb7-4ef6-b7f3-44d412df2c21","Unit of Pressure","True","True","string","BiomedicalConceptProperty","Unit of Pressure","BiomedicalConceptProperty_13"
"7f50c7c6-17fa-4125-a359-780312088701","Anatomic Site","True","True","string","BiomedicalConceptProperty","Anatomic Site","BiomedicalConceptProperty_14"
"c43be5ef-52a4-4c12-ab4e-f0269fc40378","Laterality","True","True","string","BiomedicalConceptProperty","Laterality","BiomedicalConceptProperty_15"
"9d72e918-bdfb-468b-ab55-a0462d4a785b","Test Method","True","True","string","BiomedicalConceptProperty","Test Method","BiomedicalConceptProperty_16"
"e6659028-28d9-4b1e-aff9-d5278e4975df","Body Position","True","True","string","BiomedicalConceptProperty","Body Position","BiomedicalConceptProperty_17"
"3e72ba3b-9985-4bcf-8c4f-8e9c02a8ecb7","Clinical Test Result","True","True","decimal","BiomedicalConceptProperty","Clinical Test Result","BiomedicalConceptProperty_18"
"969c17e6-c1d6-4d57-9266-04a9a2c1d839","Unit of Temperature","True","True","string","BiomedicalConceptProperty","Unit of Temperature","BiomedicalConceptProperty_19"
"2f9bfe5f-7f8c-4282-b227-4beb936cf4f5","Anatomic Site","True","True","string","BiomedicalConceptProperty","Anatomic Site","BiomedicalConceptProperty_20"
"4a203971-1184-411f-937a-d0ba3fbeae3d","Clinical Test Result","True","True","decimal","BiomedicalConceptProperty","Clinical Test Result","BiomedicalConceptProperty_21"
"59426825-f3be-4f24-b463-62e803bb5fc5","Unit of Weight","True","True","string","BiomedicalConceptProperty","Unit of Weight","BiomedicalConceptProperty_22"
"ec9c1144-dd10-49e7-a668-6e5468565813","Clinical Test Result","True","True","decimal","BiomedicalConceptProperty","Clinical Test Result","BiomedicalConceptProperty_23"
"80dc3787-4ce6-4fc1-82fd-f407e93edef4","Unit of Height","True","True","string","BiomedicalConceptProperty","Unit of Height","BiomedicalConceptProperty_24"
"9427a540-8d5a-45ba-ab1c-224554443dee","Laboratory Test Result","True","True","decimal","BiomedicalConceptProperty","Laboratory Test Result","BiomedicalConceptProperty_25"
"e87dc5d8-23ab-42a9-8dd1-5cac85de1d45","Laboratory Test Fasting Status","True","True","boolean","BiomedicalConceptProperty","Laboratory Test Fasting Status","BiomedicalConceptProperty_26"
"60098dbc-6d1c-4acc-839a-21173e0dab70","Unit of Catalytic Activity Concentration","True","True","string","BiomedicalConceptProperty","Unit of Catalytic Activity Concentration","BiomedicalConceptProperty_27"
"4d54b776-eb3e-4502-8b49-12e157843e93","Biospecimen Type","True","True","string","BiomedicalConceptProperty","Biospecimen Type","BiomedicalConceptProperty_28"
"75fce1c8-fc6d-4a5f-8af1-92721c2bda60","Laboratory Test Result","True","True","string","BiomedicalConceptProperty","Laboratory Test Result","BiomedicalConceptProperty_29"
"40c37cd0-4212-4205-9171-0fc0462ee4ba","Laboratory Test Fasting Status","True","True","boolean","BiomedicalConceptProperty","Laboratory Test Fasting Status","BiomedicalConceptProperty_30"
"2624d168-75da-47f5-a4ce-ec946e467fc9","Unit of Concentration","True","True","string","BiomedicalConceptProperty","Unit of Concentration","BiomedicalConceptProperty_31"
"1dbfabf3-e8d6-47bc-8918-439ebfccab0e","Biospecimen Type","True","True","string","BiomedicalConceptProperty","Biospecimen Type","BiomedicalConceptProperty_32"
"612be747-c3d1-4300-8527-23cbd4513213","Laboratory Test Result","True","True","decimal","BiomedicalConceptProperty","Laboratory Test Result","BiomedicalConceptProperty_33"
"67aae4f9-feb3-4481-8211-955f7b8b1a99","Laboratory Test Fasting Status","True","True","boolean","BiomedicalConceptProperty","Laboratory Test Fasting Status","BiomedicalConceptProperty_34"
"30f22030-2588-4236-b3da-74e2d1e89112","Unit of Catalytic Activity Concentration","True","True","string","BiomedicalConceptProperty","Unit of Catalytic Activity Concentration","BiomedicalConceptProperty_35"
"359c2975-1f68-4355-8dd6-037266c61372","Biospecimen Type","True","True","string","BiomedicalConceptProperty","Biospecimen Type","BiomedicalConceptProperty_36"
"9abac511-7210-45a6-bee0-371e1b6cc983","Laboratory Test Result","True","True","decimal","BiomedicalConceptProperty","Laboratory Test Result","BiomedicalConceptProperty_37"
"8e527825-7e58-440e-bf30-4a268f8699d5","Laboratory Test Fasting Status","True","True","boolean","BiomedicalConceptProperty","Laboratory Test Fasting Status","BiomedicalConceptProperty_38"
"29c2e444-3fbd-4efa-8b00-9d0035ace8d4","Unit of Catalytic Activity Concentration","True","True","string","BiomedicalConceptProperty","Unit of Catalytic Activity Concentration","BiomedicalConceptProperty_39"
"4abdf6f6-abdd-4542-8e3b-07cf8d81eb8e","Biospecimen Type","True","True","string","BiomedicalConceptProperty","Biospecimen Type","BiomedicalConceptProperty_40"
"92582a09-3add-41a7-be75-d813ca2486f4","Laboratory Test Result","True","True","string","BiomedicalConceptProperty","Laboratory Test Result","BiomedicalConceptProperty_41"
"86bd1384-1f6a-4906-b708-a4f73d0ccf7f","Laboratory Test Fasting Status","True","True","boolean","BiomedicalConceptProperty","Laboratory Test Fasting Status","BiomedicalConceptProperty_42"
"6b428d7a-b3df-4c96-9c47-5777273d37eb","Unit of Concentration","True","True","string","BiomedicalConceptProperty","Unit of Concentration","BiomedicalConceptProperty_43"
"d0f38c32-236a-4f17-a5ea-6a7f18cacfee","Biospecimen Type","True","True","string","BiomedicalConceptProperty","Biospecimen Type","BiomedicalConceptProperty_44"
"8f484f3b-7d62-447b-a540-7061c801a3d2","Laboratory Test Result","True","True","decimal","BiomedicalConceptProperty","Laboratory Test Result","BiomedicalConceptProperty_45"
"ffd27337-24c5-4887-b909-a59deda5d686","Laboratory Test Fasting Status","True","True","boolean","BiomedicalConceptProperty","Laboratory Test Fasting Status","BiomedicalConceptProperty_46"
"0d4ca88e-540c-4a32-812e-ac0ae9b5420c","Molarity Unit","True","True","string","BiomedicalConceptProperty","Molarity Unit","BiomedicalConceptProperty_47"
"cb533166-0c6a-4bc4-a986-c2fac237fb65","Biospecimen Type","True","True","string","BiomedicalConceptProperty","Biospecimen Type","BiomedicalConceptProperty_48"
"745a57af-239e-48b5-adbc-c7e5cbf840f1","Laboratory Test Result","True","True","decimal","BiomedicalConceptProperty","Laboratory Test Result","BiomedicalConceptProperty_49"
"28e4651b-1432-4f20-b387-225aa7ca735b","Laboratory Test Fasting Status","True","True","boolean","BiomedicalConceptProperty","Laboratory Test Fasting Status","BiomedicalConceptProperty_50"
"0e96a9d7-85ff-4c2d-ab57-2deed479c019","Molarity Unit","True","True","string","BiomedicalConceptProperty","Molarity Unit","BiomedicalConceptProperty_51"
"c6dcf60d-257b-42db-85d0-ef05ab8751c5","Biospecimen Type","True","True","string","BiomedicalConceptProperty","Biospecimen Type","BiomedicalConceptProperty_52"
"6ad6893e-c88e-4fc9-813e-c45266de3390","Clinical Test Result","True","True","decimal","BiomedicalConceptProperty","Clinical Test Result","BiomedicalConceptProperty_53"
"62c3a794-bab7-4939-9347-9e70490d85d6","Unit of Pressure","True","True","string","BiomedicalConceptProperty","Unit of Pressure","BiomedicalConceptProperty_54"
"b63e8ad4-f378-4579-ac37-b4094337c551","Anatomic Site","True","True","string","BiomedicalConceptProperty","Anatomic Site","BiomedicalConceptProperty_55"
"09b1cd1c-ff18-4e7d-9661-8bb0b6bc5274","Laterality","True","True","string","BiomedicalConceptProperty","Laterality","BiomedicalConceptProperty_56"
"a69d836a-2955-4574-ae06-41789213ed81","Test Method","True","True","string","BiomedicalConceptProperty","Test Method","BiomedicalConceptProperty_57"
"80e9f2f8-2710-4b1b-bbbf-72207212900e","Body Position","True","True","string","BiomedicalConceptProperty","Body Position","BiomedicalConceptProperty_58"
"fdc7ed9e-3cd3-465a-8b02-8c07b3ebd1f9","Clinical Test Result","True","True","decimal","BiomedicalConceptProperty","Clinical Test Result","BiomedicalConceptProperty_59"
"8a9db816-878e-44b6-8821-0a01bb566255","Unit of Pressure","True","True","string","BiomedicalConceptProperty","Unit of Pressure","BiomedicalConceptProperty_60"
"0b44dc55-626d-48dc-93a4-bcaf894e5756","Anatomic Site","True","True","string","BiomedicalConceptProperty","Anatomic Site","BiomedicalConceptProperty_61"
"d7983b22-b435-4ca2-998c-1b257bb7d8f6","Laterality","True","True","string","BiomedicalConceptProperty","Laterality","BiomedicalConceptProperty_62"
"81cf748a-6bb1-40c3-a959-d1ce0cd84288","Test Method","True","True","string","BiomedicalConceptProperty","Test Method","BiomedicalConceptProperty_63"
"910ef6d5-0377-4237-ab77-3c3607f1ab27","Body Position","True","True","string","BiomedicalConceptProperty","Body Position","BiomedicalConceptProperty_64"
"82d1d8f1-72fd-4b92-bd6c-67fd31ab660f","Clinical Test Result","True","True","integer","BiomedicalConceptProperty","Clinical Test Result","BiomedicalConceptProperty_65"
"a5665c32-5e56-496e-babd-769f85cb754e","Count per Minute","True","True","string","BiomedicalConceptProperty","Count per Minute","BiomedicalConceptProperty_66"
"8ddbe5ef-d06b-45af-92db-40b974aed27c","Anatomic Site","True","True","string","BiomedicalConceptProperty","Anatomic Site","BiomedicalConceptProperty_67"
"b98f51a6-dfda-44ef-851f-d81c490a5ba4","Laterality","True","True","string","BiomedicalConceptProperty","Laterality","BiomedicalConceptProperty_68"
"2fef4023-5ff0-4c3f-9e97-0ed1a128da59","Test Method","True","True","string","BiomedicalConceptProperty","Test Method","BiomedicalConceptProperty_69"
"4cfe5e7b-350e-4589-b1d0-70147757d5a9","Body Position","True","True","string","BiomedicalConceptProperty","Body Position","BiomedicalConceptProperty_70"
"ee99c6e9-053a-410f-86cd-c99b43a0e249","Clinical Test Result","True","True","decimal","BiomedicalConceptProperty","Clinical Test Result","BiomedicalConceptProperty_71"
"00e7dab6-1d15-4d52-a746-cbf714f6eeda","Unit of Pressure","True","True","string","BiomedicalConceptProperty","Unit of Pressure","BiomedicalConceptProperty_72"
"4d72ed3c-c64a-4476-b2a8-7d0d36543dd4","Anatomic Site","True","True","string","BiomedicalConceptProperty","Anatomic Site","BiomedicalConceptProperty_73"
"3754b96f-2b33-4310-8b63-affb070aec80","Laterality","True","True","string","BiomedicalConceptProperty","Laterality","BiomedicalConceptProperty_74"
"a4a9532c-9d16-4b29-82a6-1808e0de92e3","Test Method","True","True","string","BiomedicalConceptProperty","Test Method","BiomedicalConceptProperty_75"
"d198b86d-c2cd-4e2a-a429-9d4289a5f32e","Body Position","True","True","string","BiomedicalConceptProperty","Body Position","BiomedicalConceptProperty_76"
"fc187f86-37ef-467a-bd7c-b7a1a1ce4478","Clinical Test Result","True","True","decimal","BiomedicalConceptProperty","Clinical Test Result","BiomedicalConceptProperty_77"
"17c08a60-a385-4b90-8cab-77f1afb887e7","Unit of Pressure","True","True","string","BiomedicalConceptProperty","Unit of Pressure","BiomedicalConceptProperty_78"
"d19d5ded-76ee-4dd8-9135-9d5745318176","Anatomic Site","True","True","string","BiomedicalConceptProperty","Anatomic Site","BiomedicalConceptProperty_79"
"0e46fd3d-f69c-4cdd-9a5e-f3f679837944","Laterality","True","True","string","BiomedicalConceptProperty","Laterality","BiomedicalConceptProperty_80"
"2470bb53-fcd4-48f2-b0b7-00a9a0b3b687","Test Method","True","True","string","BiomedicalConceptProperty","Test Method","BiomedicalConceptProperty_81"
"bdedc3c3-f1fd-4dc2-9deb-c98f00dd25e1","Body Position","True","True","string","BiomedicalConceptProperty","Body Position","BiomedicalConceptProperty_82"
"689c1e9c-17ac-459d-ac40-a5ad9d3c1af8","Clinical Test Result","True","True","integer","BiomedicalConceptProperty","Clinical Test Result","BiomedicalConceptProperty_83"
"b8b762d4-1b55-419d-935b-289fbcdeb734","Count per Minute","True","True","string","BiomedicalConceptProperty","Count per Minute","BiomedicalConceptProperty_84"
"52c10a7a-e30d-416f-b025-908e5baa612d","Anatomic Site","True","True","string","BiomedicalConceptProperty","Anatomic Site","BiomedicalConceptProperty_85"
"69f6bef4-28a8-486d-9f38-728fc768c2e9","Laterality","True","True","string","BiomedicalConceptProperty","Laterality","BiomedicalConceptProperty_86"
"746da79f-7f37-4d21-b991-ab96906c91cc","Test Method","True","True","string","BiomedicalConceptProperty","Test Method","BiomedicalConceptProperty_87"
"34007431-c47c-4a92-8bef-cf87b5a16eeb","Body Position","True","True","string","BiomedicalConceptProperty","Body Position","BiomedicalConceptProperty_88"
