"uuid:ID","label","instanceType","reference","name","id","synonyms"
"da8db99e-7d79-4b65-9f2e-544c3453f4ae","Sodium Measurement","BiomedicalConcept","/mdr/bc/packages/2023-02-13/biomedicalconcepts/C64809","Sodium Measurement","BiomedicalConcept_31","['Sodium', 'NA']"
"67cd2045-3783-4d9d-8a8f-56bf063533b0","Adverse Event","BiomedicalConcept","/mdr/bc/packages/2023-12-12/biomedicalconcepts/C41331","Adverse Event","BiomedicalConcept_1",""
"05fc1360-de82-47e4-83aa-1282cb07abaa","Systolic Blood Pressure","BiomedicalConcept","/mdr/bc/packages/2023-12-12/biomedicalconcepts/C25298","Systolic Blood Pressure","BiomedicalConcept_2","['SYSBP']"
"541a5d6b-01fa-4fd2-ab7f-b9113a76d933","Diastolic Blood Pressure","BiomedicalConcept","/mdr/bc/packages/2023-12-12/biomedicalconcepts/C25299","Diastolic Blood Pressure","BiomedicalConcept_3","['DIABP']"
"15e6bb4f-6887-4a8e-b96a-88b2c13e35d3","Body Temperature","BiomedicalConcept","/mdr/bc/packages/2023-12-12/biomedicalconcepts/C174446","Body Temperature","BiomedicalConcept_4","['Temperature']"
"73edc81e-8ec7-4283-9ad6-ce2b0d52b65a","Body Weight","BiomedicalConcept","/mdr/bc/packages/2023-12-12/biomedicalconcepts/C81328","Body Weight","BiomedicalConcept_5","['Weight']"
"465b26d7-16da-4cf9-b041-1c054f496ec7","Body Height","BiomedicalConcept","/mdr/bc/packages/2023-12-12/biomedicalconcepts/C164634","Body Height","BiomedicalConcept_6","['Height']"
"2d23d406-3efc-4e1d-8651-b09454c02ff2","Alanine Aminotransferase Measurement","BiomedicalConcept","/mdr/bc/packages/2023-02-13/biomedicalconcepts/C64433","Alanine Aminotransferase Measurement","BiomedicalConcept_7","['ALT', 'SGPT']"
"0b17d876-92a9-4fa3-8965-37d3a7e627a7","Albumin Measurement","BiomedicalConcept","/mdr/bc/packages/2023-10-03/biomedicalconcepts/C64431","Albumin Measurement","BiomedicalConcept_8","['Albumin']"
"c60b9e63-5a7a-416e-9328-00f472221452","Alkaline Phosphatase Measurement","BiomedicalConcept","/mdr/bc/packages/2023-02-13/biomedicalconcepts/C64432","Alkaline Phosphatase Measurement","BiomedicalConcept_9","['Alkaline Phosphatase']"
"b38f47a8-c91d-4794-9839-5998a35561ae","Aspartate Aminotransferase Measurement","BiomedicalConcept","/mdr/bc/packages/2023-02-13/biomedicalconcepts/C64467","Aspartate Aminotransferase Measurement","BiomedicalConcept_10","['AST', 'SGOT']"
"5ed64507-ea5c-4c54-af1c-49848c796bc3","Creatinine Measurement","BiomedicalConcept","/mdr/bc/packages/2023-10-03/biomedicalconcepts/C64547","Creatinine Measurement","BiomedicalConcept_11","['Creatinine']"
"cd8958ff-adaa-42e9-9104-0b38afee0722","Potassium Measurement","BiomedicalConcept","/mdr/bc/packages/2023-02-13/biomedicalconcepts/C64853","Potassium Measurement","BiomedicalConcept_12","['Potassium', 'K']"
"4f8ee526-1d01-42dc-a450-9e75bdfaacf5","Sodium Measurement","BiomedicalConcept","/mdr/bc/packages/2023-02-13/biomedicalconcepts/C64809","Sodium Measurement","BiomedicalConcept_13","['Sodium', 'NA']"
"2064ef74-3e79-4e33-8dc8-f2202d5b76fc","Systolic Blood Pressure","BiomedicalConcept","/mdr/bc/packages/2023-12-12/biomedicalconcepts/C25298","Systolic Blood Pressure","BiomedicalConcept_14","['SYSBP']"
"5233cfd1-84a2-43f7-8902-121c9093614c","Diastolic Blood Pressure","BiomedicalConcept","/mdr/bc/packages/2023-12-12/biomedicalconcepts/C25299","Diastolic Blood Pressure","BiomedicalConcept_15","['DIABP']"
"341589a4-bad9-4cc3-82bc-a720f58de676","Heart Rate","BiomedicalConcept","/mdr/bc/packages/2023-12-12/biomedicalconcepts/C49677","Heart Rate","BiomedicalConcept_16",""
"88371d59-5273-4d1a-bf53-47001905e0e9","Systolic Blood Pressure","BiomedicalConcept","/mdr/bc/packages/2023-12-12/biomedicalconcepts/C25298","Systolic Blood Pressure","BiomedicalConcept_17","['SYSBP']"
"01177e8a-0efc-4121-b5f8-b9ae88ee081d","Diastolic Blood Pressure","BiomedicalConcept","/mdr/bc/packages/2023-12-12/biomedicalconcepts/C25299","Diastolic Blood Pressure","BiomedicalConcept_18","['DIABP']"
"7be7a415-005c-4573-9f2e-cc59090da279","Heart Rate","BiomedicalConcept","/mdr/bc/packages/2023-12-12/biomedicalconcepts/C49677","Heart Rate","BiomedicalConcept_19",""
