"uuid:ID","isRequired","id","label","name","instanceType","datatype","isEnabled"
"ff74a9fd-9c3d-4a4d-997b-20852d34725c","True","BiomedicalConceptProperty_109","Biospecimen Type","Biospecimen Type","BiomedicalConceptProperty","string","True"
"0fb86b63-38d6-4853-a82e-1ac1e47a6463","True","BiomedicalConceptProperty_110","Laboratory Test Result","Laboratory Test Result","BiomedicalConceptProperty","decimal","True"
"0ceddaa2-fec3-4610-af93-a56dbf8554a0","True","BiomedicalConceptProperty_111","Laboratory Test Fasting Status","Laboratory Test Fasting Status","BiomedicalConceptProperty","boolean","True"
"6503697e-8e29-4cdd-bc13-27683b1d2470","True","BiomedicalConceptProperty_112","Unit of Catalytic Activity Concentration","Unit of Catalytic Activity Concentration","BiomedicalConceptProperty","string","True"
"b514a899-61a9-41eb-adae-2e2dff0c7c48","True","BiomedicalConceptProperty_113","Biospecimen Type","Biospecimen Type","BiomedicalConceptProperty","string","True"
"57dd0ea0-aba0-4762-90c8-8ee2c03df7a0","True","BiomedicalConceptProperty_114","Laboratory Test Result","Laboratory Test Result","BiomedicalConceptProperty","string","True"
"6581811b-3c88-4e84-8569-a6a46c638301","True","BiomedicalConceptProperty_115","Laboratory Test Fasting Status","Laboratory Test Fasting Status","BiomedicalConceptProperty","boolean","True"
"8aa22351-17f1-4536-b2f2-5afe8ff59036","True","BiomedicalConceptProperty_116","Unit of Concentration","Unit of Concentration","BiomedicalConceptProperty","string","True"
"6d7353b6-d5a4-4db3-8071-6cf147b0763e","True","BiomedicalConceptProperty_117","Biospecimen Type","Biospecimen Type","BiomedicalConceptProperty","string","True"
"ba0cc311-54f5-4f52-9028-27a265c8fc6a","True","BiomedicalConceptProperty_118","Laboratory Test Result","Laboratory Test Result","BiomedicalConceptProperty","decimal","True"
"5e6cab2c-a238-4bb4-9f32-1d4a111d6660","True","BiomedicalConceptProperty_119","Laboratory Test Fasting Status","Laboratory Test Fasting Status","BiomedicalConceptProperty","boolean","True"
"4705c7cb-0c20-4870-a20b-f3579d253106","True","BiomedicalConceptProperty_120","Molarity Unit","Molarity Unit","BiomedicalConceptProperty","string","True"
"a1470ed5-71f9-4db4-8de0-87f62ff03903","True","BiomedicalConceptProperty_121","Biospecimen Type","Biospecimen Type","BiomedicalConceptProperty","string","True"
"af1b88c0-2ba0-4921-bb58-a810b13556eb","True","BiomedicalConceptProperty_122","Laboratory Test Result","Laboratory Test Result","BiomedicalConceptProperty","decimal","True"
"58a56b55-11e7-4a69-8e99-8d91dd58316a","True","BiomedicalConceptProperty_123","Laboratory Test Fasting Status","Laboratory Test Fasting Status","BiomedicalConceptProperty","boolean","True"
"2af09213-49bf-4aec-b933-3ffa1467156e","True","BiomedicalConceptProperty_124","Molarity Unit","Molarity Unit","BiomedicalConceptProperty","string","True"
"1c9c41c1-85b0-41be-81dc-6517cea6bce8","True","BiomedicalConceptProperty_125","Biospecimen Type","Biospecimen Type","BiomedicalConceptProperty","string","True"
"05c43a40-1102-4dac-90b6-d6b916d2e94e","True","BiomedicalConceptProperty_1","Reported Event Term","Reported Event Term","BiomedicalConceptProperty","string","True"
"c2406f49-1f90-455b-ab6f-fba60117cc52","True","BiomedicalConceptProperty_2","Dictionary-derived Term","Dictionary-derived Term","BiomedicalConceptProperty","string","True"
"da3c05f7-054f-4773-9303-f42b7ef56cb5","True","BiomedicalConceptProperty_3","Category","Category","BiomedicalConceptProperty","string","True"
"03d3e6d7-d85b-481f-9044-49087401d1f0","True","BiomedicalConceptProperty_4","Subcategory","Subcategory","BiomedicalConceptProperty","string","True"
"2dd8ed6a-9c38-4b1b-89c6-2ae990bdda39","True","BiomedicalConceptProperty_5","Observation Start Date Time","Observation Start Date Time","BiomedicalConceptProperty","datetime","True"
"e05aa3e7-5459-471c-9dab-c0ffcb5223a0","True","BiomedicalConceptProperty_6","Clinical Test Result","Clinical Test Result","BiomedicalConceptProperty","decimal","True"
"e1327e82-398b-461c-b2c3-78242d1fa0f8","True","BiomedicalConceptProperty_7","Unit of Pressure","Unit of Pressure","BiomedicalConceptProperty","string","True"
"0903a0ff-0e16-4573-8bb6-cef7477a7bff","True","BiomedicalConceptProperty_8","Anatomic Site","Anatomic Site","BiomedicalConceptProperty","string","True"
"cd30838f-413f-4760-96a4-5afac486b4bf","True","BiomedicalConceptProperty_9","Laterality","Laterality","BiomedicalConceptProperty","string","True"
"7edc953b-8d21-4692-a1a5-c170951d85a9","True","BiomedicalConceptProperty_10","Test Method","Test Method","BiomedicalConceptProperty","string","True"
"392c6bcf-18cc-4425-8153-f0f17541994e","True","BiomedicalConceptProperty_11","Body Position","Body Position","BiomedicalConceptProperty","string","True"
"3bf50c4d-14eb-486f-a35b-0cf8b2371418","True","BiomedicalConceptProperty_12","Clinical Test Result","Clinical Test Result","BiomedicalConceptProperty","decimal","True"
"9a39e588-5739-43e1-a831-5218f71c7653","True","BiomedicalConceptProperty_13","Unit of Pressure","Unit of Pressure","BiomedicalConceptProperty","string","True"
"554e5138-ff4f-4202-b3b1-bf2e1a7749d8","True","BiomedicalConceptProperty_14","Anatomic Site","Anatomic Site","BiomedicalConceptProperty","string","True"
"d8222223-add4-435e-8654-fe1448719188","True","BiomedicalConceptProperty_15","Laterality","Laterality","BiomedicalConceptProperty","string","True"
"f0941c6e-d403-4efa-a315-2f127f4b7aa2","True","BiomedicalConceptProperty_16","Test Method","Test Method","BiomedicalConceptProperty","string","True"
"ef06cf2e-8a44-4a75-8aad-3d98ac6c64d4","True","BiomedicalConceptProperty_17","Body Position","Body Position","BiomedicalConceptProperty","string","True"
"8ffa475e-3e50-480d-a349-3462a82f3874","True","BiomedicalConceptProperty_18","Clinical Test Result","Clinical Test Result","BiomedicalConceptProperty","decimal","True"
"867d2860-95ae-449e-8740-828dad7857b1","True","BiomedicalConceptProperty_19","Unit of Temperature","Unit of Temperature","BiomedicalConceptProperty","string","True"
"7a445b51-9437-4bb1-9d53-9d909dd5f661","True","BiomedicalConceptProperty_20","Anatomic Site","Anatomic Site","BiomedicalConceptProperty","string","True"
"6c63d042-5cef-4b23-a3c9-85b7d7197383","True","BiomedicalConceptProperty_21","Clinical Test Result","Clinical Test Result","BiomedicalConceptProperty","decimal","True"
"12eb745c-3d9f-4cc0-bc26-65d048634721","True","BiomedicalConceptProperty_22","Unit of Weight","Unit of Weight","BiomedicalConceptProperty","string","True"
"d6c1f3cb-87a3-4876-abd3-dd1dbb4b31cc","True","BiomedicalConceptProperty_23","Clinical Test Result","Clinical Test Result","BiomedicalConceptProperty","decimal","True"
"1405b862-5425-40f1-a5a5-b90240f8244a","True","BiomedicalConceptProperty_24","Unit of Height","Unit of Height","BiomedicalConceptProperty","string","True"
"9fc58ed1-f70c-402a-9f46-3ef43a37eb94","True","BiomedicalConceptProperty_25","Laboratory Test Result","Laboratory Test Result","BiomedicalConceptProperty","decimal","True"
"d3a99473-d0fc-4f13-ab18-1cad56ce2aa7","True","BiomedicalConceptProperty_26","Laboratory Test Fasting Status","Laboratory Test Fasting Status","BiomedicalConceptProperty","boolean","True"
"042fabcb-dc12-4547-a051-ecc314043dde","True","BiomedicalConceptProperty_27","Unit of Catalytic Activity Concentration","Unit of Catalytic Activity Concentration","BiomedicalConceptProperty","string","True"
"2b84238f-45a1-4463-9dca-2e23bc64c50b","True","BiomedicalConceptProperty_28","Biospecimen Type","Biospecimen Type","BiomedicalConceptProperty","string","True"
"f810e803-c8d6-41a0-a4a2-bf04da803e07","True","BiomedicalConceptProperty_29","Laboratory Test Result","Laboratory Test Result","BiomedicalConceptProperty","string","True"
"2e939664-4ec1-4657-b9c6-128f47926b9f","True","BiomedicalConceptProperty_30","Laboratory Test Fasting Status","Laboratory Test Fasting Status","BiomedicalConceptProperty","boolean","True"
"35f3bd46-e7b1-456d-98dc-088e209f3bd8","True","BiomedicalConceptProperty_31","Unit of Concentration","Unit of Concentration","BiomedicalConceptProperty","string","True"
"d7bf736e-f3e6-417c-8520-906445177e85","True","BiomedicalConceptProperty_32","Biospecimen Type","Biospecimen Type","BiomedicalConceptProperty","string","True"
"d2f2f646-1f19-49e6-891c-56be03e3a532","True","BiomedicalConceptProperty_33","Laboratory Test Result","Laboratory Test Result","BiomedicalConceptProperty","decimal","True"
"a06fb7c7-46c1-4f3d-a7d7-02c8a0ec7b77","True","BiomedicalConceptProperty_34","Laboratory Test Fasting Status","Laboratory Test Fasting Status","BiomedicalConceptProperty","boolean","True"
"3640afb3-2762-4afb-95ee-cdebe9f2bdb5","True","BiomedicalConceptProperty_35","Unit of Catalytic Activity Concentration","Unit of Catalytic Activity Concentration","BiomedicalConceptProperty","string","True"
"24f568ae-64d1-41e8-ba9c-e5acb23647ef","True","BiomedicalConceptProperty_36","Biospecimen Type","Biospecimen Type","BiomedicalConceptProperty","string","True"
"98641fd0-b754-4bac-a8ae-909d884979f7","True","BiomedicalConceptProperty_37","Laboratory Test Result","Laboratory Test Result","BiomedicalConceptProperty","decimal","True"
"4e142cf2-8a76-4373-bd46-7a963febb619","True","BiomedicalConceptProperty_38","Laboratory Test Fasting Status","Laboratory Test Fasting Status","BiomedicalConceptProperty","boolean","True"
"56fefa97-8151-44cd-8fda-ea51f3c85ba7","True","BiomedicalConceptProperty_39","Unit of Catalytic Activity Concentration","Unit of Catalytic Activity Concentration","BiomedicalConceptProperty","string","True"
"860576f4-7e89-40b9-b812-200bf5e1898e","True","BiomedicalConceptProperty_40","Biospecimen Type","Biospecimen Type","BiomedicalConceptProperty","string","True"
"998f9818-b3cd-4f5c-80bf-dcc587bf276e","True","BiomedicalConceptProperty_41","Laboratory Test Result","Laboratory Test Result","BiomedicalConceptProperty","string","True"
"a406395d-787e-4b60-91d5-bd6c02f28880","True","BiomedicalConceptProperty_42","Laboratory Test Fasting Status","Laboratory Test Fasting Status","BiomedicalConceptProperty","boolean","True"
"4aec8dd5-8d78-4165-b45b-70a468858e1e","True","BiomedicalConceptProperty_43","Unit of Concentration","Unit of Concentration","BiomedicalConceptProperty","string","True"
"0e9d5a13-4fb1-4617-ae4f-eb25966808f6","True","BiomedicalConceptProperty_44","Biospecimen Type","Biospecimen Type","BiomedicalConceptProperty","string","True"
"b87b7744-dc03-4e17-a497-11bd0be1c092","True","BiomedicalConceptProperty_45","Laboratory Test Result","Laboratory Test Result","BiomedicalConceptProperty","decimal","True"
"2a7bd671-44e4-4c49-a45e-453da0d9d000","True","BiomedicalConceptProperty_46","Laboratory Test Fasting Status","Laboratory Test Fasting Status","BiomedicalConceptProperty","boolean","True"
"30b54409-4f0d-40da-a4a3-0849cdecb386","True","BiomedicalConceptProperty_47","Molarity Unit","Molarity Unit","BiomedicalConceptProperty","string","True"
"220adb8f-64f2-4cfb-8e02-28a74048bd5e","True","BiomedicalConceptProperty_48","Biospecimen Type","Biospecimen Type","BiomedicalConceptProperty","string","True"
"89726e1e-fe46-4edf-8680-19e6b887dc64","True","BiomedicalConceptProperty_49","Laboratory Test Result","Laboratory Test Result","BiomedicalConceptProperty","decimal","True"
"157828d3-949c-4433-9ebd-eb7721f81d2c","True","BiomedicalConceptProperty_50","Laboratory Test Fasting Status","Laboratory Test Fasting Status","BiomedicalConceptProperty","boolean","True"
"d304a389-2316-4afa-acd0-4800686253bf","True","BiomedicalConceptProperty_51","Molarity Unit","Molarity Unit","BiomedicalConceptProperty","string","True"
"3a812983-4c9b-43cf-b0ae-0cde237662fe","True","BiomedicalConceptProperty_52","Biospecimen Type","Biospecimen Type","BiomedicalConceptProperty","string","True"
"b3765906-ee0f-484b-b78d-a0b89c10e6da","True","BiomedicalConceptProperty_53","Clinical Test Result","Clinical Test Result","BiomedicalConceptProperty","decimal","True"
"c4b4fec9-c0ed-4f11-9895-f260a2bd2a5e","True","BiomedicalConceptProperty_54","Unit of Pressure","Unit of Pressure","BiomedicalConceptProperty","string","True"
"cf685c85-d337-4890-8153-179b700e9af4","True","BiomedicalConceptProperty_55","Anatomic Site","Anatomic Site","BiomedicalConceptProperty","string","True"
"ed79fe28-ccb3-4d47-ba1e-26f59f4875cf","True","BiomedicalConceptProperty_56","Laterality","Laterality","BiomedicalConceptProperty","string","True"
"8c83652a-401c-4b94-8bff-0721ccc46581","True","BiomedicalConceptProperty_57","Test Method","Test Method","BiomedicalConceptProperty","string","True"
"b8138ed4-1a02-463f-b3ab-7d570cb28e6e","True","BiomedicalConceptProperty_58","Body Position","Body Position","BiomedicalConceptProperty","string","True"
"aa45e493-6132-4c99-af66-3fe5a5bc03e6","True","BiomedicalConceptProperty_59","Clinical Test Result","Clinical Test Result","BiomedicalConceptProperty","decimal","True"
"e26ed2cc-c924-43d9-ba5a-61c3f1c1c6c9","True","BiomedicalConceptProperty_60","Unit of Pressure","Unit of Pressure","BiomedicalConceptProperty","string","True"
"64340e10-68ae-465a-b73b-d7732c85505d","True","BiomedicalConceptProperty_61","Anatomic Site","Anatomic Site","BiomedicalConceptProperty","string","True"
"80d1ace9-6eeb-422c-9182-202cc1b2647c","True","BiomedicalConceptProperty_62","Laterality","Laterality","BiomedicalConceptProperty","string","True"
"a540b724-0e0b-408d-97aa-a2cbbfcd14af","True","BiomedicalConceptProperty_63","Test Method","Test Method","BiomedicalConceptProperty","string","True"
"174ce905-e2dc-4ea6-a353-b21ae00b8392","True","BiomedicalConceptProperty_64","Body Position","Body Position","BiomedicalConceptProperty","string","True"
"738ab4e4-becf-4753-a77f-73010e6dc425","True","BiomedicalConceptProperty_65","Clinical Test Result","Clinical Test Result","BiomedicalConceptProperty","integer","True"
"a91d4c9e-a41a-4c82-b3ff-1ea773ee6cf0","True","BiomedicalConceptProperty_66","Count per Minute","Count per Minute","BiomedicalConceptProperty","string","True"
"385b7a1f-ced2-4a1c-9492-4f3be7ba6cc5","True","BiomedicalConceptProperty_67","Anatomic Site","Anatomic Site","BiomedicalConceptProperty","string","True"
"b0b345aa-078c-440c-a848-ebf62919555f","True","BiomedicalConceptProperty_68","Laterality","Laterality","BiomedicalConceptProperty","string","True"
"802baccc-3fe8-4944-97ee-e8cace3f9162","True","BiomedicalConceptProperty_69","Test Method","Test Method","BiomedicalConceptProperty","string","True"
"2026cf95-3a7b-4094-99ec-370a0cfb2213","True","BiomedicalConceptProperty_70","Body Position","Body Position","BiomedicalConceptProperty","string","True"
"86e12947-cf79-4043-b64a-21d9632d3224","True","BiomedicalConceptProperty_71","Clinical Test Result","Clinical Test Result","BiomedicalConceptProperty","decimal","True"
"6c12186f-34f4-4197-bf75-521bde826bd8","True","BiomedicalConceptProperty_72","Unit of Pressure","Unit of Pressure","BiomedicalConceptProperty","string","True"
"041479ab-5423-4290-8114-08cb595af708","True","BiomedicalConceptProperty_73","Anatomic Site","Anatomic Site","BiomedicalConceptProperty","string","True"
"e68e5fde-d738-40c5-acf8-8afbf98e1a95","True","BiomedicalConceptProperty_74","Laterality","Laterality","BiomedicalConceptProperty","string","True"
"f638bf47-87fa-41e0-909e-d8b9c21b94fa","True","BiomedicalConceptProperty_75","Test Method","Test Method","BiomedicalConceptProperty","string","True"
"c72a0008-d4c3-4cec-ac23-aaf7920cee8e","True","BiomedicalConceptProperty_76","Body Position","Body Position","BiomedicalConceptProperty","string","True"
"a2f09899-b339-4a3b-ae8c-d1cdb36a9ffe","True","BiomedicalConceptProperty_77","Clinical Test Result","Clinical Test Result","BiomedicalConceptProperty","decimal","True"
"21172f21-c5d0-4aea-ac33-476a9b41ca4c","True","BiomedicalConceptProperty_78","Unit of Pressure","Unit of Pressure","BiomedicalConceptProperty","string","True"
"0747cccd-42fb-4228-9f9a-b9c4f51196d1","True","BiomedicalConceptProperty_79","Anatomic Site","Anatomic Site","BiomedicalConceptProperty","string","True"
"8e4f330e-f74e-43f6-b8c4-b238b0f8786e","True","BiomedicalConceptProperty_80","Laterality","Laterality","BiomedicalConceptProperty","string","True"
"4ac7999f-236a-409b-993f-66053269acb3","True","BiomedicalConceptProperty_81","Test Method","Test Method","BiomedicalConceptProperty","string","True"
"c486ff5e-4d84-47c2-a00f-c33bbc93e25f","True","BiomedicalConceptProperty_82","Body Position","Body Position","BiomedicalConceptProperty","string","True"
"8c875feb-e72c-4bc8-b62b-f38d1c2af761","True","BiomedicalConceptProperty_83","Clinical Test Result","Clinical Test Result","BiomedicalConceptProperty","integer","True"
"5b84a823-8b52-4e83-8d7b-ad9c9994a663","True","BiomedicalConceptProperty_84","Count per Minute","Count per Minute","BiomedicalConceptProperty","string","True"
"788cdd9d-915d-466e-b3cc-665c0859f766","True","BiomedicalConceptProperty_85","Anatomic Site","Anatomic Site","BiomedicalConceptProperty","string","True"
"8f940bd9-6344-403e-910c-73944eba31a3","True","BiomedicalConceptProperty_86","Laterality","Laterality","BiomedicalConceptProperty","string","True"
"cf7e4524-fcae-43f0-87b2-51ca27a60ca1","True","BiomedicalConceptProperty_87","Test Method","Test Method","BiomedicalConceptProperty","string","True"
"848454ee-f99b-4014-9868-99f4e1c4f414","True","BiomedicalConceptProperty_88","Body Position","Body Position","BiomedicalConceptProperty","string","True"
