"codeSystem","uuid:ID","decode","codeSystemVersion","instanceType","code","id"
"http://www.cdisc.org","90062359-afc3-49b2-a03e-c6ab85865885","Clinic","2023-09-29","Code","C51282","Code_114"
"http://www.cdisc.org","94d5f74e-e2fe-4efc-bd9d-9f04f4e21df6","In Person","2023-09-29","Code","C175574","Code_115"
"http://www.cdisc.org","db302300-19e0-4ad6-be06-f64f638b4d5d","Telephone Call","2023-09-29","Code","C171537","Code_116"
"http://www.cdisc.org","b134b052-b156-4050-81db-6c26ccf02d0f","Visit","2023-09-29","Code","C25716","Code_117"
"http://www.cdisc.org","2ad50d11-96f0-4a05-b9a7-0f19465d6332","Clinic","2023-09-29","Code","C51282","Code_118"
"http://www.cdisc.org","63993825-6d61-4978-b97e-d1c6b60e2930","In Person","2023-09-29","Code","C175574","Code_119"
"http://www.cdisc.org","129b639e-9ba4-41eb-8911-69f503e57e48","Visit","2023-09-29","Code","C25716","Code_120"
"http://www.cdisc.org","2cd55028-8077-4750-a3ba-6f192ae588ca","Clinic","2023-09-29","Code","C51282","Code_121"
"http://www.cdisc.org","6aa85c63-6794-4bc0-ae61-aa4d2cb8f56f","In Person","2023-09-29","Code","C175574","Code_122"
"SNOMED","0c9d6fcc-53e1-43be-bc5c-a60ec147ec10","CT of head without contrast","January 31, 2018","Code","383371000119108","Code_80"
"SPONSOR","e3d01c68-0764-4767-9f66-2ef13dd8088c","Subject Supine","12","Code","123","Code_81"
"SPONSOR","119bdb8d-0409-4500-bc36-ff90583bf224","Subject Standing","12","Code","124","Code_82"
"http://www.cdisc.org","1b5512b3-ccf8-4c0e-ad10-4f8ab1a92b13","Male","2023-09-29","Code","C20197","Code_269"
"http://www.cdisc.org","de3ab558-ae44-4775-b64e-7b4c2750eab0","Female","2023-09-29","Code","C16576","Code_270"
"NCI Thesaurus","6e20f550-77e6-4fa2-be08-44f5ee8b3643","Sex","","Code","C28421","Code_271"
"NCI Thesaurus","9843e859-8b7f-41ce-b412-2f3bf7b2523f","Sex","","Code","C28421","Code_268"
"NCI Thesaurus","e1286f8a-47c7-4b11-b9ee-b2240d6fc902","Race","","Code","C17049","Code_273"
"NCI Thesaurus","641db604-6061-452a-9983-195855d23739","Race","","Code","C17049","Code_272"
"NCI Thesaurus","b744cbdf-31d1-4493-aa13-82b0730d1356","Clinical Test Result","","Code","C77140","Code_275"
"http://www.cdisc.org","68802589-6f4c-4a81-a635-22a464c00746","Kelvin","2023-09-29","Code","C42537","Code_276"
"NCI Thesaurus","23492f49-d83a-4e0f-a330-194fe4ea8ac8","Unit of Temperature","","Code","C44276","Code_277"
"NCI Thesaurus","143008b6-f91e-44ee-b415-394feb7e570b","Anatomic Site","","Code","C13717","Code_278"
"NCI Thesaurus","065b152a-e79b-4ecc-b0b2-d59040183dba","Body Temperature","","Code","C174446","Code_274"
"NCI Thesaurus","a395ba8f-f131-4e06-86d0-ce692108799e","Clinical Test Result","","Code","C77140","Code_280"
"http://www.cdisc.org","9da5bdfb-945e-4dae-98e8-c3b3b2b91cb9","Kilogram","2023-09-29","Code","C28252","Code_281"
"http://www.cdisc.org","4fbd9baa-dabd-4359-8a87-20434fe70544","Gram","2023-09-29","Code","C48155","Code_282"
"http://www.cdisc.org","c1ceecb1-cb73-4880-b81f-753fbac10c8e","Pound","2023-09-29","Code","C48531","Code_283"
"NCI Thesaurus","4cb9134d-2471-43f1-9eb9-0c40c2271ee7","Unit of Weight","","Code","C48208","Code_284"
"NCI Thesaurus","22de537b-9082-422c-b373-0635373f0d22","Body Weight","","Code","C81328","Code_279"
"NCI Thesaurus","8b2a61e3-9895-4a05-908a-efbc0aac4564","Clinical Test Result","","Code","C77140","Code_286"
"http://www.cdisc.org","87b4652b-2124-4fab-907a-fc17a66a00ae","Centimeter","2023-09-29","Code","C49668","Code_287"
"http://www.cdisc.org","d83d5236-e4bd-4e2b-b7b7-e065df4b5798","Inch","2023-09-29","Code","C48500","Code_288"
"http://www.cdisc.org","521f1373-2450-401c-a39d-1e27407c344c","Millimeter","2023-09-29","Code","C28251","Code_289"
"http://www.cdisc.org","a4aa296c-2b0c-49aa-b999-48ddf92a3a95","Meter","2023-09-29","Code","C41139","Code_290"
"NCI Thesaurus","575a6e99-2d4e-4485-b266-1934f2abc73b","Unit of Height","","Code","C168688","Code_291"
"NCI Thesaurus","ae058244-0714-4c12-8cb0-1fad6e388e00","Body Height","","Code","C164634","Code_285"
"NCI Thesaurus","044d0ff6-efc8-4456-897c-f6d1ae7a7b4e","Laboratory Test Result","","Code","C36292","Code_293"
"NCI Thesaurus","1b38abd4-845b-4a50-baf4-5fee71b5af79","Laboratory Test Fasting Status","","Code","C83309","Code_294"
"NCI Thesaurus","f4ee73eb-af5b-4418-8bcb-4f51366c0255","Unit of Catalytic Activity Concentration","","Code","C67365","Code_295"
"NCI Thesaurus","879cb0b7-f7e5-49f7-8f0e-f23761163f60","Biospecimen Type","","Code","C70713","Code_296"
"NCI Thesaurus","65e6f9c8-dad8-44a6-82ae-cea39df4084c","Alanine Aminotransferase Measurement","","Code","C64433","Code_292"
"NCI Thesaurus","0a9b66a3-f61e-43dc-b316-180b6eed5a9b","Laboratory Test Result","","Code","C36292","Code_298"
"NCI Thesaurus","31cc70a6-dd1e-4b95-a65d-ef2289deb10e","Laboratory Test Fasting Status","","Code","C83309","Code_299"
"NCI Thesaurus","6cbef675-0430-485b-bf43-4ef13d2931b5","Unit of Concentration","","Code","C48207","Code_300"
"NCI Thesaurus","e1c43ffd-a51a-44d7-929e-4bd8d0da21d7","Biospecimen Type","","Code","C70713","Code_301"
"NCI Thesaurus","16273e4f-8b07-425c-88db-f834e328d8e5","Albumin Measurement","","Code","C64431","Code_297"
"NCI Thesaurus","09195d90-9c92-40f9-8d95-eeefc8004d0e","Laboratory Test Result","","Code","C36292","Code_303"
"NCI Thesaurus","27412f68-1604-4a17-91ac-aa957ebafc5b","Laboratory Test Fasting Status","","Code","C83309","Code_304"
"NCI Thesaurus","352a75f0-6612-4bd5-a26e-8151f035b886","Unit of Catalytic Activity Concentration","","Code","C67365","Code_305"
"NCI Thesaurus","37366538-981a-4e91-8702-0b1246b5270e","Biospecimen Type","","Code","C70713","Code_306"
"NCI Thesaurus","e52920e0-1419-44b5-b742-964ea51de394","Alkaline Phosphatase Measurement","","Code","C64432","Code_302"
"NCI Thesaurus","fb81898d-52fd-4960-abb3-dd25feebd25b","Laboratory Test Result","","Code","C36292","Code_308"
"NCI Thesaurus","7ce7a7fb-aab4-4c9e-9183-bc09fbf97b16","Laboratory Test Fasting Status","","Code","C83309","Code_309"
"NCI Thesaurus","8a452c75-586a-4332-86a1-491cd5b5a2d9","Unit of Catalytic Activity Concentration","","Code","C67365","Code_310"
"NCI Thesaurus","d6b78de3-e99b-486c-97e2-e3101bec2d8a","Biospecimen Type","","Code","C70713","Code_311"
"NCI Thesaurus","d37e37f9-6142-46ec-9cc9-f1da0fe9dac3","Aspartate Aminotransferase Measurement","","Code","C64467","Code_307"
"NCI Thesaurus","b8fbe0cc-59b9-4c65-a0ce-25cdd8be8e6f","Laboratory Test Result","","Code","C36292","Code_313"
"NCI Thesaurus","5c338cdf-6e67-4d3d-8758-94b4b9f42081","Laboratory Test Fasting Status","","Code","C83309","Code_314"
"NCI Thesaurus","232b08bc-962b-44b0-82f6-7960c75bd8c8","Unit of Concentration","","Code","C48207","Code_315"
"NCI Thesaurus","9dd8aa74-8344-4bc3-9548-d072c3db6720","Biospecimen Type","","Code","C70713","Code_316"
"NCI Thesaurus","6022a25f-106a-4dd7-b988-0573c99bbc99","Creatinine Measurement","","Code","C64547","Code_312"
"NCI Thesaurus","93a04f22-9995-4702-8354-d167416a0029","Laboratory Test Result","","Code","C36292","Code_318"
"NCI Thesaurus","99482c6b-c488-48d2-bb6e-392438472919","Laboratory Test Fasting Status","","Code","C83309","Code_319"
"NCI Thesaurus","526eb382-c640-4b7c-a71b-a11405a674cf","Molarity Unit","","Code","C64567","Code_320"
"NCI Thesaurus","4f947a12-bd6c-476a-bf17-a40f937fe687","Biospecimen Type","","Code","C70713","Code_321"
"NCI Thesaurus","253b9256-7339-48ca-8061-984346285b9c","Potassium Measurement","","Code","C64853","Code_317"
"NCI Thesaurus","8745eb2d-e370-44a0-8f5c-3f9be2fef168","Laboratory Test Result","","Code","C36292","Code_323"
"NCI Thesaurus","cde31da9-424f-45ef-a7b7-a1628e989b03","Laboratory Test Fasting Status","","Code","C83309","Code_324"
"NCI Thesaurus","e80815d3-52c5-4b7a-ad1f-a3dfc27e89f4","Molarity Unit","","Code","C64567","Code_325"
"NCI Thesaurus","2ef31de4-f5a5-4d75-9236-45605fa7f25a","Biospecimen Type","","Code","C70713","Code_326"
"NCI Thesaurus","e45f9de1-97fb-4fd6-a881-852b35a91808","Sodium Measurement","","Code","C64809","Code_322"
"NCI Thesaurus","0239b29c-8a5f-49a6-8e8b-c583c4cf67b8","Reported Event Term","","Code","C82571","Code_146"
"NCI Thesaurus","ebaa07ee-6117-4546-8299-bc05f1c7d2dd","Dictionary-derived Term","","Code","C82977","Code_147"
"NCI Thesaurus","9d10b5cd-384c-48af-95cb-842e6d68c01b","Category","","Code","C25372","Code_148"
"NCI Thesaurus","b600120d-5ca0-42a6-9e26-7e7b02fa77df","Subcategory","","Code","C25692","Code_149"
"NCI Thesaurus","2552eaf7-127d-4577-958c-fbc9a73f5d11","Observation Start Date Time","","Code","C82517","Code_150"
"NCI Thesaurus","7f5b6481-0095-40a2-b997-59b667619835","Adverse Event","","Code","C41331","Code_145"
"NCI Thesaurus","c6c6b659-8afb-4f5a-a147-7d691d380eb6","Clinical Test Result","","Code","C77140","Code_152"
"http://www.cdisc.org","96329eaf-b903-455d-864a-011b645846ac","Pascal","2023-09-29","Code","C42547","Code_153"
"NCI Thesaurus","1b55c254-0721-490a-9213-18d6b9554bca","Unit of Pressure","","Code","C49669","Code_154"
"NCI Thesaurus","e8c14882-d709-438f-847d-30c27c73effc","Anatomic Site","","Code","C13717","Code_155"
"NCI Thesaurus","0bc8f503-065e-4a2b-86d2-9f0cd0109813","Laterality","","Code","C25185","Code_156"
"NCI Thesaurus","09d04faf-257f-4298-b36b-08627ff2b135","Test Method","","Code","C82535","Code_157"
"NCI Thesaurus","e4f586b9-3730-4e26-aea2-b4cbef9f5469","Body Position","","Code","C62164","Code_158"
"NCI Thesaurus","66d6fa59-35b5-47aa-9664-016fd5425188","Systolic Blood Pressure","","Code","C25298","Code_151"
"NCI Thesaurus","886b2e9e-ddab-496d-883c-947f52feeab1","Clinical Test Result","","Code","C77140","Code_160"
"http://www.cdisc.org","c1ea214d-0b0c-41d7-8793-5e20dab897ab","Pascal","2023-09-29","Code","C42547","Code_161"
"NCI Thesaurus","bbab168d-f555-4508-bb6d-b784a5a6c8f8","Unit of Pressure","","Code","C49669","Code_162"
"NCI Thesaurus","9c2d10e6-6d58-4457-abe0-6f3df7d83ed2","Anatomic Site","","Code","C13717","Code_163"
"NCI Thesaurus","1650b50f-3e0c-41ba-9da7-e434bde21411","Laterality","","Code","C25185","Code_164"
"NCI Thesaurus","9b95d5dd-0375-4984-b2c4-9e206199e67f","Test Method","","Code","C82535","Code_165"
"NCI Thesaurus","ce4936d5-d442-4247-8b86-5cd78920ba50","Body Position","","Code","C62164","Code_166"
"NCI Thesaurus","e64fce6e-5c59-4605-927f-f814b7c11d2b","Diastolic Blood Pressure","","Code","C25299","Code_159"
"NCI Thesaurus","43674b5c-3e7f-48d9-a655-d01d85b4d819","Clinical Test Result","","Code","C77140","Code_168"
"http://www.cdisc.org","b2a3f435-4146-444c-8244-1728765a1b4b","Kelvin","2023-09-29","Code","C42537","Code_169"
"NCI Thesaurus","b16c447d-98f1-404b-9eaa-bfddca9efa84","Unit of Temperature","","Code","C44276","Code_170"
"NCI Thesaurus","96be162e-9be9-4296-966c-c2374b57e82b","Anatomic Site","","Code","C13717","Code_171"
"NCI Thesaurus","acb7425e-ac1e-49de-b945-a929d4e44cc5","Body Temperature","","Code","C174446","Code_167"
"NCI Thesaurus","c43258bc-aeb1-4031-94f8-716d3ddaa830","Clinical Test Result","","Code","C77140","Code_173"
"http://www.cdisc.org","00e51d62-f22d-4729-8089-4b1a5ca5411c","Kilogram","2023-09-29","Code","C28252","Code_174"
"http://www.cdisc.org","2eea4b80-9963-4c92-8cc2-7519744e77af","Gram","2023-09-29","Code","C48155","Code_175"
"http://www.cdisc.org","74454b71-5701-4c7d-8f72-dd6f5cde4806","Pound","2023-09-29","Code","C48531","Code_176"
"NCI Thesaurus","ae120047-c006-445f-9f79-667ce9d2ff8d","Unit of Weight","","Code","C48208","Code_177"
"NCI Thesaurus","a5bbb538-583b-4bc1-a69b-5bd8d9e96b3c","Body Weight","","Code","C81328","Code_172"
"NCI Thesaurus","5bbfc5a4-ee53-4d69-8160-06637a5d19f6","Clinical Test Result","","Code","C77140","Code_179"
"http://www.cdisc.org","d2756f62-2ef5-46e5-af1b-055834ea4029","Centimeter","2023-09-29","Code","C49668","Code_180"
"http://www.cdisc.org","155dc036-43f4-4941-9391-656309edf1a5","Inch","2023-09-29","Code","C48500","Code_181"
"http://www.cdisc.org","f7f8d8d2-111e-4eb8-8249-d99258fd9197","Millimeter","2023-09-29","Code","C28251","Code_182"
"http://www.cdisc.org","02f12b18-cc28-4554-8719-6338cc83a721","Meter","2023-09-29","Code","C41139","Code_183"
"NCI Thesaurus","87570059-7360-4957-a9ff-dfe89b5187a3","Unit of Height","","Code","C168688","Code_184"
"NCI Thesaurus","d1f09b24-5fcd-4788-b731-2925c68beeeb","Body Height","","Code","C164634","Code_178"
"NCI Thesaurus","42a8ad1f-a8c0-45d7-8f53-23ade2aee593","Laboratory Test Result","","Code","C36292","Code_186"
"NCI Thesaurus","aa0b196f-92dd-4a94-92f1-2a7adb842459","Laboratory Test Fasting Status","","Code","C83309","Code_187"
"NCI Thesaurus","b99ef027-2130-4f2f-8b64-762ed104f8ff","Unit of Catalytic Activity Concentration","","Code","C67365","Code_188"
"NCI Thesaurus","5c174a0b-f530-40a5-8880-b3e6b0e3577a","Biospecimen Type","","Code","C70713","Code_189"
"NCI Thesaurus","f8dbb1ec-9e55-4013-8058-fcb763d460fa","Alanine Aminotransferase Measurement","","Code","C64433","Code_185"
"NCI Thesaurus","058740d7-0758-43b9-9664-59dca5978e2a","Laboratory Test Result","","Code","C36292","Code_191"
"NCI Thesaurus","f11ced7a-8cd9-45a9-8872-d6c3de46c41e","Laboratory Test Fasting Status","","Code","C83309","Code_192"
"NCI Thesaurus","44ee53cd-5eda-480d-a8d9-6abecd34c9a7","Unit of Concentration","","Code","C48207","Code_193"
"NCI Thesaurus","ba66e8be-dcbd-478c-a052-b1764da1ce61","Biospecimen Type","","Code","C70713","Code_194"
"NCI Thesaurus","3717714b-5386-4c57-b5e5-ebfb20dc968a","Albumin Measurement","","Code","C64431","Code_190"
"NCI Thesaurus","00ab6040-7d75-44e9-b319-479d1b1b9344","Laboratory Test Result","","Code","C36292","Code_196"
"NCI Thesaurus","2fdab5ce-b83b-4b55-b103-429c641e51fe","Laboratory Test Fasting Status","","Code","C83309","Code_197"
"NCI Thesaurus","d6834e4a-9a18-4dce-b024-c4b48a4600bb","Unit of Catalytic Activity Concentration","","Code","C67365","Code_198"
"NCI Thesaurus","d887d562-83ef-4337-bc10-b3c152809687","Biospecimen Type","","Code","C70713","Code_199"
"NCI Thesaurus","c958f7fa-73ce-47b6-840e-f73ba8f61ed0","Alkaline Phosphatase Measurement","","Code","C64432","Code_195"
"NCI Thesaurus","afafb940-b298-453b-9783-a689bbd3fc79","Laboratory Test Result","","Code","C36292","Code_201"
"NCI Thesaurus","7b34c5cf-8908-4021-aadd-c4ff00a6af0a","Laboratory Test Fasting Status","","Code","C83309","Code_202"
"NCI Thesaurus","ad877375-7ea4-4e2a-8f6d-f3b804b6c70f","Unit of Catalytic Activity Concentration","","Code","C67365","Code_203"
"NCI Thesaurus","bc565dd2-369b-45b0-8460-77a55c35b7d1","Biospecimen Type","","Code","C70713","Code_204"
"NCI Thesaurus","aa2f7eeb-1bf8-4c0a-aa89-1f2548e0cf27","Aspartate Aminotransferase Measurement","","Code","C64467","Code_200"
"NCI Thesaurus","3ca189ed-531a-4250-82cd-2c10565a6198","Laboratory Test Result","","Code","C36292","Code_206"
"NCI Thesaurus","0a6d48f2-b03c-4dc4-8a2e-9aa2ef013e58","Laboratory Test Fasting Status","","Code","C83309","Code_207"
"NCI Thesaurus","e99f0888-7701-44a1-8ac1-407d016f15c0","Unit of Concentration","","Code","C48207","Code_208"
"NCI Thesaurus","fbd443d9-5e39-4433-9b33-32e648691d08","Biospecimen Type","","Code","C70713","Code_209"
"NCI Thesaurus","96ffe501-9303-4baf-bf10-4b6ca9e5cddc","Creatinine Measurement","","Code","C64547","Code_205"
"NCI Thesaurus","8b90825d-65a9-4e43-8ba9-f5596d0a55c4","Laboratory Test Result","","Code","C36292","Code_211"
"NCI Thesaurus","9bb9532c-ab13-4de6-95cb-ac115a8f60ba","Laboratory Test Fasting Status","","Code","C83309","Code_212"
"NCI Thesaurus","f4d7cbfc-2795-4356-83b5-820af73f90e6","Molarity Unit","","Code","C64567","Code_213"
"NCI Thesaurus","e9fb3cb0-f069-4278-880e-d0adadea9ab5","Biospecimen Type","","Code","C70713","Code_214"
"NCI Thesaurus","76be11bc-dda2-4792-9129-a40e94749b8d","Potassium Measurement","","Code","C64853","Code_210"
"NCI Thesaurus","c774350c-12f0-460f-a8e1-e5f2bff20149","Laboratory Test Result","","Code","C36292","Code_216"
"NCI Thesaurus","ba22e255-2078-4288-b0a1-74caaba8035f","Laboratory Test Fasting Status","","Code","C83309","Code_217"
"NCI Thesaurus","27d4550e-a95a-41f4-b5fc-94fe69259a76","Molarity Unit","","Code","C64567","Code_218"
"NCI Thesaurus","a9c942e8-e496-4652-9cea-998b4697ee46","Biospecimen Type","","Code","C70713","Code_219"
"NCI Thesaurus","b7d9cd10-d7df-43cd-afc0-893c480c512c","Sodium Measurement","","Code","C64809","Code_215"
"NCI Thesaurus","32611104-86d4-4908-bd90-eacd9979adeb","Clinical Test Result","","Code","C77140","Code_221"
"http://www.cdisc.org","cff95371-998a-4627-9f97-c0f41f08a8b2","Pascal","2023-09-29","Code","C42547","Code_222"
"NCI Thesaurus","cbdec1d1-82b1-4c5c-b354-87e306ad9a7e","Unit of Pressure","","Code","C49669","Code_223"
"NCI Thesaurus","d8fb1388-bcf7-4085-b982-b85886399adc","Anatomic Site","","Code","C13717","Code_224"
"NCI Thesaurus","06df0d40-b1e0-4ff3-8dad-5165332c49cb","Laterality","","Code","C25185","Code_225"
"NCI Thesaurus","7cce542e-f719-4558-9a57-e6f6e9b871fd","Test Method","","Code","C82535","Code_226"
"NCI Thesaurus","428f75b0-1a66-4f7f-8bb0-912725bdefc7","Body Position","","Code","C62164","Code_227"
"NCI Thesaurus","33dc06c2-bed6-4374-ad4b-58350bbd9c0c","Systolic Blood Pressure","","Code","C25298","Code_220"
"NCI Thesaurus","4242dadb-5333-4d6b-9de3-514950b9cfe1","Clinical Test Result","","Code","C77140","Code_229"
"http://www.cdisc.org","2a241827-cf09-482a-b0f3-8880d9ab1abc","Pascal","2023-09-29","Code","C42547","Code_230"
"NCI Thesaurus","d844bf89-0131-4e4a-a3d9-7b13153573e5","Unit of Pressure","","Code","C49669","Code_231"
"NCI Thesaurus","2790523c-3e92-4cbb-a390-64263c06268e","Anatomic Site","","Code","C13717","Code_232"
"NCI Thesaurus","10d1d361-6f99-4dcd-b5d2-817e896c8b15","Laterality","","Code","C25185","Code_233"
"NCI Thesaurus","78012029-b133-49d7-a088-3410cdab4040","Test Method","","Code","C82535","Code_234"
"NCI Thesaurus","6540f94d-136a-4e53-8141-81e259fb6122","Body Position","","Code","C62164","Code_235"
"NCI Thesaurus","09a5ca87-2fab-44d5-911c-6b1137d3dd4f","Diastolic Blood Pressure","","Code","C25299","Code_228"
"NCI Thesaurus","dd8e3f91-5629-4d8f-a74c-fefb7014e48e","Clinical Test Result","","Code","C77140","Code_237"
"http://www.cdisc.org","fa8daec3-235f-4406-b256-8592dd27f9f2","Beats per Minute","2023-09-29","Code","C49673","Code_238"
"NCI Thesaurus","d808c26d-21f4-4248-afe4-9ed537681a0b","Count per Minute","","Code","C73688","Code_239"
"NCI Thesaurus","171fc655-9290-44e3-9f0d-02a2f4a6bee9","Anatomic Site","","Code","C13717","Code_240"
"NCI Thesaurus","72e80a4d-b371-4b33-8725-e40fa9b0b28f","Laterality","","Code","C25185","Code_241"
"NCI Thesaurus","49049373-f5e9-4f8e-94bc-4f7a4a485224","Test Method","","Code","C82535","Code_242"
"NCI Thesaurus","49d8cd76-9a2c-4c8b-af77-9f6e648dda92","Body Position","","Code","C62164","Code_243"
"NCI Thesaurus","99b989c6-48df-4f69-bf34-978395b6c964","Heart Rate","","Code","C49677","Code_236"
