"codeSystem","uuid:ID","instanceType","codeSystemVersion","id","decode","code"
"http://www.cdisc.org","4f1d449b-cf13-4a93-a007-ae97dca1b828","Code","2023-12-15","Code_139","Safety Study","C49667"
"http://www.cdisc.org","834ac3ae-5db4-444b-bc13-5cb7adf1976b","Code","2023-12-15","Code_140","Pharmacokinetic Study","C49663"
"SPONSOR","c6bff618-f1c2-4e6b-96eb-7683bc0735d3","Code","12","Code_134","Mild to Moderate Alzheimer's Disease","MILD_MOD_ALZ"
"SNOMED","be80ba0a-b1d3-40e8-8f7c-39a96b5fd39a","Code","January 31, 2018","Code_135","Alzheimer's disease","26929004"
"http://www.cdisc.org","f77edd6b-6030-45e4-81ec-273af515a3d3","Code","2023-12-15","Code_143","EXTENSION","C99907x1"
"http://www.cdisc.org","77fd6c9b-c7ad-4206-843c-5c4a525f3856","Code","2023-12-15","Code_144","ADAPTIVE","C98704"
"http://www.cdisc.org","08211489-d84a-4ea8-a162-67d87cbd4833","Code","2023-12-15","Code_141","Parallel Study","C82639"
"http://www.cdisc.org","c3c9d1c2-077b-433b-85bd-04f9a7186a84","Code","2023-12-15","Code_83","Visit","C25716"
"http://www.cdisc.org","0cf84acc-d75a-41c2-a690-1eedbb817906","Code","2023-12-15","Code_84","Clinic","C51282"
"http://www.cdisc.org","e1c94166-6b0f-4be4-98f4-e58b7bbad926","Code","2023-12-15","Code_85","In Person","C175574"
"http://www.cdisc.org","9a012f1c-ccad-421d-a95e-b1b8853cbf14","Code","2023-12-15","Code_86","Visit","C25716"
"http://www.cdisc.org","3199a423-8b2f-4831-b309-44025cae7714","Code","2023-12-15","Code_87","Clinic","C51282"
"http://www.cdisc.org","65d2bc09-02c6-4385-88c4-e7997d02b64f","Code","2023-12-15","Code_88","In Person","C175574"
"http://www.cdisc.org","72ba1ac5-a056-4586-84e4-6e5db4d49eda","Code","2023-12-15","Code_89","Visit","C25716"
"http://www.cdisc.org","c4c991b2-5be2-4b47-97ed-1648518a8915","Code","2023-12-15","Code_90","Clinic","C51282"
"http://www.cdisc.org","8764c809-876a-4523-800a-033b426f2938","Code","2023-12-15","Code_91","In Person","C175574"
"http://www.cdisc.org","942d3dec-514e-473b-bc5b-1e6d60cd4d6d","Code","2023-12-15","Code_92","Visit","C25716"
"http://www.cdisc.org","8eb34433-809b-43a1-b0ec-3cfc9fc85a3f","Code","2023-12-15","Code_93","Clinic","C51282"
"http://www.cdisc.org","1371c270-3f22-4314-9d5a-8339bc24af57","Code","2023-12-15","Code_94","In Person","C175574"
"http://www.cdisc.org","49b40dfe-628f-4036-ae75-8045b8b1a1cd","Code","2023-12-15","Code_95","Visit","C25716"
"http://www.cdisc.org","6cfb4511-2502-4c4c-9ba6-5b4a01d87a85","Code","2023-12-15","Code_96","Clinic","C51282"
"http://www.cdisc.org","9025871a-8838-4fba-8fdf-efd586fc8d42","Code","2023-12-15","Code_97","In Person","C175574"
"http://www.cdisc.org","a584a139-bc46-479c-9ed0-9ca3db6f2a45","Code","2023-12-15","Code_98","Visit","C25716"
"http://www.cdisc.org","ed05593b-3a9a-41e1-a787-14478ca8e07f","Code","2023-12-15","Code_99","Clinic","C51282"
"http://www.cdisc.org","c6b560ed-8722-4681-ac43-bd1f2ad47859","Code","2023-12-15","Code_100","In Person","C175574"
"http://www.cdisc.org","3f942e66-4fa3-41b8-97a0-98f2b4762535","Code","2023-12-15","Code_101","Visit","C25716"
"http://www.cdisc.org","3a37ce04-2c50-4520-adef-8a74a8d7fc11","Code","2023-12-15","Code_102","Clinic","C51282"
"http://www.cdisc.org","ea039cd9-ebaf-4fd9-b9c5-487616b9d359","Code","2023-12-15","Code_103","In Person","C175574"
"http://www.cdisc.org","1f8d61b2-4e74-43b4-9cd9-9660ea59e907","Code","2023-12-15","Code_104","Telephone Call","C171537"
"http://www.cdisc.org","5026f5b7-a597-46e6-97dc-6d1079e8fabf","Code","2023-12-15","Code_105","Visit","C25716"
"http://www.cdisc.org","2045f1e0-aae6-4451-9fe2-b4d21d89c5d1","Code","2023-12-15","Code_106","Clinic","C51282"
"http://www.cdisc.org","17303410-fb71-4f30-91d3-a53c52bf8151","Code","2023-12-15","Code_107","In Person","C175574"
"http://www.cdisc.org","5e79cde6-8fb3-486b-8639-7f542c608b7d","Code","2023-12-15","Code_108","Telephone Call","C171537"
"http://www.cdisc.org","28ef8b1c-19f2-4455-8bb7-9df12314dc95","Code","2023-12-15","Code_109","Visit","C25716"
"http://www.cdisc.org","abb62094-d655-4df2-a3b2-bb48b8ea3260","Code","2023-12-15","Code_110","Clinic","C51282"
"http://www.cdisc.org","9c051b4f-8e32-4078-9951-123ffff52abd","Code","2023-12-15","Code_111","In Person","C175574"
"http://www.cdisc.org","53b544e5-427b-4c98-b0fa-fb87a2478d55","Code","2023-12-15","Code_112","Telephone Call","C171537"
"http://www.cdisc.org","fb2614e8-7632-4f70-b03e-3b64ef088b8c","Code","2023-12-15","Code_113","Visit","C25716"
"http://www.cdisc.org","a4723d6c-0a23-45fc-935d-542b41d7d034","Code","2023-12-15","Code_114","Clinic","C51282"
"http://www.cdisc.org","6bcf115f-80d3-4578-862d-5fd303d7b87e","Code","2023-12-15","Code_115","In Person","C175574"
"http://www.cdisc.org","1ba3c28b-72b6-4acf-9146-b830d84be217","Code","2023-12-15","Code_116","Telephone Call","C171537"
"http://www.cdisc.org","0939f7d1-2db7-457c-87d3-befb0792a0e8","Code","2023-12-15","Code_117","Visit","C25716"
"http://www.cdisc.org","fad94c39-8fdf-4f48-91a4-505b5c2ba357","Code","2023-12-15","Code_118","Clinic","C51282"
"http://www.cdisc.org","4723e689-3c11-4a0f-b8c2-af5fac98d8c0","Code","2023-12-15","Code_119","In Person","C175574"
"http://www.cdisc.org","b0f9e948-b82d-411f-bed3-3df3ebe23356","Code","2023-12-15","Code_120","Visit","C25716"
"http://www.cdisc.org","40a370e1-3821-4be4-b719-d0b889db915b","Code","2023-12-15","Code_121","Clinic","C51282"
"http://www.cdisc.org","f7477d90-e630-43ff-a52d-9ea868170384","Code","2023-12-15","Code_122","In Person","C175574"
"SNOMED","d17b7cfc-7b28-4dce-aed0-2c7d65a0f1b3","Code","January 31, 2018","Code_80","CT of head without contrast","383371000119108"
"SPONSOR","215b573a-b700-4c39-80ae-f03753288d17","Code","12","Code_81","Subject Supine","123"
"SPONSOR","0c2b3888-0041-4928-bf47-df5002ba48f5","Code","12","Code_82","Subject Standing","124"
"http://www.cdisc.org","eb042c48-c1cf-4776-a3b0-9e64728ef94d","Code","2023-12-15","Code_429","Dictionary-derived Term","C82977"
"http://www.cdisc.org","4f382f67-5833-46a4-9699-6e20cff651af","Code","2023-12-15","Code_430","Reported Event Term","C82571"
"http://www.cdisc.org","7354e68e-d6d9-4b40-a75a-e73df604122e","Code","2023-12-15","Code_431","Observation Start Date Time","C82517"
"http://www.cdisc.org","801762c7-1613-44e9-939f-b9d604ae26b4","Code","2023-12-15","Code_432","Informed Consent","C16735"
"http://www.cdisc.org","f16636e2-658a-4e90-8f28-d14b286be559","Code","2023-12-15","Code_433","Male","C20197"
"http://www.cdisc.org","fca2f82b-524e-468c-a1bb-3d9651fe25fd","Code","2023-12-15","Code_434","Female","C16576"
"http://www.cdisc.org","94cefaa3-b4ca-4a17-9635-9dc00dfdad9a","Code","2023-12-15","Code_435","Sex","C28421"
"http://www.cdisc.org","5df130f0-90d8-4039-b284-c2bb2dbeaf9f","Code","2023-12-15","Code_436","Sex","C28421"
"http://www.cdisc.org","dd42f3f9-fe02-479c-b021-a3335ce871f0","Code","2023-12-15","Code_437","Race","C17049"
"http://www.cdisc.org","679f3422-f859-4051-a373-ad37ddd84e7d","Code","2023-12-15","Code_438","Race","C17049"
"http://www.cdisc.org","3241046f-fcdc-4095-9487-f395bd497e59","Code","2023-12-15","Code_439","TEMP","C174446"
"http://www.cdisc.org","63386f08-5623-4c7f-a09e-0ae36a4b1bc4","Code","2023-12-15","Code_440","Clinical Test Result","C77140"
"http://www.cdisc.org","0bfeec08-066a-4eaf-aa08-ba2d73090598","Code","2023-12-15","Code_441","Degree Celsius","C42559"
"http://www.cdisc.org","61451d0c-7c8a-48c8-b120-ac648c96f752","Code","2023-12-15","Code_442","Degree Fahrenheit","C44277"
"http://www.cdisc.org","5e0b58ee-6b52-4754-bc44-24a554ff4393","Code","2023-12-15","Code_443","Kelvin","C42537"
"http://www.cdisc.org","1a3cd6f5-c553-4915-b1ca-baf6fa72e90d","Code","2023-12-15","Code_444","Unit of Temperature","C44276"
"http://www.cdisc.org","d0d2406c-1e27-43d6-a12b-3d6590e51ad3","Code","2023-12-15","Code_445","Axilla","C12674"
"http://www.cdisc.org","be84a3a5-2d42-4480-a9dd-d977d7b74888","Code","2023-12-15","Code_446","Ear","C12394"
"http://www.cdisc.org","94ecfe03-d8ef-4cf6-a88b-a4472c213005","Code","2023-12-15","Code_447","Forehead","C89803"
"http://www.cdisc.org","7797a7a3-4580-4c40-b484-24cd12160e36","Code","2023-12-15","Code_448","Oral Cavity","C12421"
"http://www.cdisc.org","801168ea-cab5-4d29-bdce-4435bff79645","Code","2023-12-15","Code_449","Rectum","C12390"
"http://www.cdisc.org","75af2aed-0f03-4c29-ba9b-d61d89ce21fc","Code","2023-12-15","Code_450","Anatomic Site","C13717"
"http://www.cdisc.org","5c5bfdb2-2c6f-49d3-b44c-d7e75b8e0c85","Code","2023-12-15","Code_451","TEMP","C174446"
"http://www.cdisc.org","d392d818-09a2-4243-bd72-8128ad021115","Code","2023-12-15","Code_452","WEIGHT","C25208"
"http://www.cdisc.org","82f59f9a-3e39-44f8-8a63-37126e19cd7e","Code","2023-12-15","Code_453","Clinical Test Result","C77140"
"http://www.cdisc.org","1875b553-1ffc-47bc-89da-8b1ea3204fde","Code","2023-12-15","Code_454","Pound","C48531"
"http://www.cdisc.org","7d285be2-f831-4567-936c-199e4b83c189","Code","2023-12-15","Code_455","Gram","C48155"
"http://www.cdisc.org","a1e08aa8-911f-4852-ae61-c29465f37ee8","Code","2023-12-15","Code_456","Kilogram","C28252"
"http://www.cdisc.org","69bde65c-a00d-44a1-824e-a9f83ef4bf5a","Code","2023-12-15","Code_457","Unit of Weight","C48208"
"http://www.cdisc.org","7c97dd2b-b169-4abc-87d6-1d53a1c70247","Code","2023-12-15","Code_458","WEIGHT","C25208"
"http://www.cdisc.org","9922544a-d2d9-4031-b9c0-224702ab6e79","Code","2023-12-15","Code_459","HEIGHT","C25347"
"http://www.cdisc.org","70f14fef-eba5-487f-a296-ca66bb405478","Code","2023-12-15","Code_460","Clinical Test Result","C77140"
"http://www.cdisc.org","fae192fe-d01e-4b0d-8264-c31322674ae8","Code","2023-12-15","Code_461","Centimeter","C49668"
"http://www.cdisc.org","f3e708a0-989e-4247-bb22-7180995236c4","Code","2023-12-15","Code_462","Inch","C48500"
"http://www.cdisc.org","43981ae6-bc42-4f27-93d0-d6bc88cd8d50","Code","2023-12-15","Code_463","Meter","C41139"
"http://www.cdisc.org","cb678915-a079-488f-ba4b-5b3e0d102d60","Code","2023-12-15","Code_464","Unit of Height","C168688"
"http://www.cdisc.org","1d178402-a87d-4b38-94e8-6979ded3f8f4","Code","2023-12-15","Code_465","HEIGHT","C25347"
"http://www.cdisc.org","298c6be3-20e0-40e9-973c-398bed105d4d","Code","2023-12-15","Code_466","ALT","C64433"
"http://www.cdisc.org","4fda842c-5554-469f-90a6-4a2a3af316fe","Code","2023-12-15","Code_467","Laboratory Test Result","C36292"
"http://www.cdisc.org","f62bbe13-a8c2-4aa5-adf6-1a40b7f85df7","Code","2023-12-15","Code_468","Unit per Liter","C67456"
"http://www.cdisc.org","22c2940b-13cf-443a-b5a0-c9422c544270","Code","2023-12-15","Code_469","Microkatal per Liter","C67397"
"http://www.cdisc.org","dc03f4f4-dd4b-4cbd-bba9-0cc561015225","Code","2023-12-15","Code_470","International Unit per Liter","C67376"
"http://www.cdisc.org","1dfc7789-1e6b-4104-9b55-fa8bf13f61c4","Code","2023-12-15","Code_471","Nanokatal per Liter","C70510"
"http://www.cdisc.org","5eb8b737-2248-4312-b698-ce0264d58c2a","Code","2023-12-15","Code_472","Unit of Catalytic Activity Concentration","C67365"
"http://www.cdisc.org","e65466bf-80bd-4a64-a30f-c66e1e9fa568","Code","2023-12-15","Code_473","Biospecimen Type","C70713"
"http://www.cdisc.org","b1f602bd-cb10-4e68-b583-be8b06f2a2d0","Code","2023-12-15","Code_474","No","C49487"
"http://www.cdisc.org","987ce11b-aa64-4df2-af25-b451cc8d7060","Code","2023-12-15","Code_475","Yes","C49488"
"http://www.cdisc.org","b6cd3774-1afb-450a-ac3e-dbd8a671e8fb","Code","2023-12-15","Code_476","Laboratory Test Fasting Status","C83309"
"http://www.cdisc.org","334e9d91-c1ea-4b01-9dd6-c434b7d7ee9f","Code","2023-12-15","Code_477","ALT","C64433"
"http://www.cdisc.org","5b645ab2-ba8f-4315-ae02-3d436a4cec83","Code","2023-12-15","Code_478","ALB","C64431"
"http://www.cdisc.org","f58e9794-8716-47b3-95ad-9d27196e9e48","Code","2023-12-15","Code_479","Laboratory Test Result","C36292"
"http://www.cdisc.org","b9f9d966-2f99-4956-9667-b605a21a51d3","Code","2023-12-15","Code_480","Biospecimen Type","C70713"
"http://www.cdisc.org","8c7dc441-caee-4a64-9c03-7c92876f6347","Code","2023-12-15","Code_481","No","C49487"
"http://www.cdisc.org","adc1caa2-e71b-425f-9ec1-fd501d4174f6","Code","2023-12-15","Code_482","Yes","C49488"
"http://www.cdisc.org","e0ae512a-b9d9-43a7-b5b8-b6ff20f03719","Code","2023-12-15","Code_483","Laboratory Test Fasting Status","C83309"
"http://www.cdisc.org","d8b25442-8751-4342-87be-adb60e74db30","Code","2023-12-15","Code_484","ALB","C64431"
"http://www.cdisc.org","8bee2a3f-67d6-4e1b-a41d-495b73a3bb97","Code","2023-12-15","Code_485","ALP","C64432"
"http://www.cdisc.org","fa35d672-45be-434c-8fff-d401094ea5cc","Code","2023-12-15","Code_486","Laboratory Test Result","C36292"
"http://www.cdisc.org","6edd1da4-c92e-4456-9ebc-55674fae485e","Code","2023-12-15","Code_487","Unit per Liter","C67456"
"http://www.cdisc.org","805f541c-5874-41f3-a841-4392e0fb9b0a","Code","2023-12-15","Code_488","Microkatal per Liter","C67397"
"http://www.cdisc.org","d011ef34-8264-427d-b2ee-9ff94697850d","Code","2023-12-15","Code_489","International Unit per Liter","C67376"
"http://www.cdisc.org","c268d628-ed4e-4865-94ca-85cf6c0d132a","Code","2023-12-15","Code_490","Unit of Catalytic Activity Concentration","C67365"
"http://www.cdisc.org","a9d27692-9f5a-46ce-8797-82c80c6f85a8","Code","2023-12-15","Code_491","Biospecimen Type","C70713"
"http://www.cdisc.org","ad57e5c7-8836-4e92-838b-ce7ccbdb854d","Code","2023-12-15","Code_492","No","C49487"
"http://www.cdisc.org","1dcf856c-aa4b-4cae-a1d0-95487673a487","Code","2023-12-15","Code_493","Yes","C49488"
"http://www.cdisc.org","acee883c-4238-42be-b136-e56ff08c22d8","Code","2023-12-15","Code_494","Laboratory Test Fasting Status","C83309"
"http://www.cdisc.org","68fc9440-0e72-4f78-afff-b3310981e2a4","Code","2023-12-15","Code_495","ALP","C64432"
"http://www.cdisc.org","de308d80-7bd7-425d-b49a-d6575ab12b96","Code","2023-12-15","Code_496","AST","C64467"
"http://www.cdisc.org","eefd9033-1bd8-484d-99ba-b33603916dc2","Code","2023-12-15","Code_497","Laboratory Test Result","C36292"
"http://www.cdisc.org","ee4afb0f-5e16-4069-be5c-5b4ee9aed685","Code","2023-12-15","Code_498","Unit per Liter","C67456"
"http://www.cdisc.org","a79e5aa4-681b-4066-832a-14376cf5ed9c","Code","2023-12-15","Code_499","Microkatal per Liter","C67397"
"http://www.cdisc.org","09bde5a3-f557-4754-aed1-2b0688b37145","Code","2023-12-15","Code_500","International Unit per Liter","C67376"
"http://www.cdisc.org","d925a9ca-891c-4eed-b1d1-b85525c35d94","Code","2023-12-15","Code_501","Unit of Catalytic Activity Concentration","C67365"
"http://www.cdisc.org","a33c8164-c2c9-4e83-a514-234eb34b548f","Code","2023-12-15","Code_502","Biospecimen Type","C70713"
"http://www.cdisc.org","de973afb-791d-4235-a286-dff794a15992","Code","2023-12-15","Code_503","No","C49487"
"http://www.cdisc.org","466cabbc-8b24-4554-8a74-41e2c4628e2b","Code","2023-12-15","Code_504","Yes","C49488"
"http://www.cdisc.org","b8e252b0-fb0b-449f-8ef0-279962a9ff8a","Code","2023-12-15","Code_505","Laboratory Test Fasting Status","C83309"
"http://www.cdisc.org","ef359140-86f2-47ad-98d7-266cd695d741","Code","2023-12-15","Code_506","AST","C64467"
"http://www.cdisc.org","161b250e-7587-4765-8e60-3e17974379b2","Code","2023-12-15","Code_507","CREAT","C64547"
"http://www.cdisc.org","29d12de5-26f1-49d4-97b5-822cec157eed","Code","2023-12-15","Code_508","Laboratory Test Result","C36292"
"http://www.cdisc.org","30a2dbc2-80a0-4d3f-b063-295089851c42","Code","2023-12-15","Code_509","Milligram per Deciliter","C67015"
"http://www.cdisc.org","ae2de4df-e6f7-4c4c-b62e-965c5a7bc28e","Code","2023-12-15","Code_510","Microgram per Milliliter","C64572"
"http://www.cdisc.org","84dea13e-faba-4c95-9b36-58ea119f53eb","Code","2023-12-15","Code_511","Millimole per Liter","C64387"
"http://www.cdisc.org","658d0a53-1505-4f7f-add3-d140faceb3ed","Code","2023-12-15","Code_512","Micromole per Liter","C48508"
"http://www.cdisc.org","2592b1ec-29f5-4ac4-b5ba-ffe2789e14dd","Code","2023-12-15","Code_513","Unit of Concentration","C48207"
"http://www.cdisc.org","1962de20-9615-422c-aa97-e73151679782","Code","2023-12-15","Code_514","Biospecimen Type","C70713"
"http://www.cdisc.org","1dcb5e30-0478-41ed-bbe0-99d35f233061","Code","2023-12-15","Code_515","No","C49487"
"http://www.cdisc.org","64f6e241-b5ff-4dae-baec-5d5a5e4d0cb0","Code","2023-12-15","Code_516","Yes","C49488"
"http://www.cdisc.org","41221ced-3047-4648-81e9-3c36d5b9ebd9","Code","2023-12-15","Code_517","Laboratory Test Fasting Status","C83309"
"http://www.cdisc.org","9f470939-c50d-498c-a0cc-9ef421d85236","Code","2023-12-15","Code_518","CREAT","C64547"
"http://www.cdisc.org","81a29716-40fb-48c4-adbf-91176619ba92","Code","2023-12-15","Code_519","K","C64853"
"http://www.cdisc.org","eb64f337-e8ba-47a2-b99d-bcea18453820","Code","2023-12-15","Code_520","Laboratory Test Result","C36292"
"http://www.cdisc.org","a66072a3-c351-440b-a89f-c29e8350a4b9","Code","2023-12-15","Code_521","Milliequivalent per Liter","C67474"
"http://www.cdisc.org","6db1d340-e6fb-41fa-bcd7-57dc57434f24","Code","2023-12-15","Code_522","Milliequivalent per Deciliter","C67473"
"http://www.cdisc.org","b5e7df68-688d-4a64-80e2-a3d1d524bb03","Code","2023-12-15","Code_523","Millimole per Liter","C64387"
"http://www.cdisc.org","1885bcb8-6670-4c4c-81ae-2f161f84a749","Code","2023-12-15","Code_524","Molarity Unit","C64567"
"http://www.cdisc.org","077cb664-4309-4f1b-8519-25bab6b02c05","Code","2023-12-15","Code_525","Biospecimen Type","C70713"
"http://www.cdisc.org","a986c0e1-1a8f-4e33-ade5-394e7e53c523","Code","2023-12-15","Code_526","No","C49487"
"http://www.cdisc.org","6815e280-7371-4b7c-a3ae-bc9adbb8b34b","Code","2023-12-15","Code_527","Yes","C49488"
"http://www.cdisc.org","3388bc4f-9503-4fb8-b035-e99c8ec025b9","Code","2023-12-15","Code_528","Laboratory Test Fasting Status","C83309"
"http://www.cdisc.org","34faa815-73ab-45b8-8848-4710734c83cc","Code","2023-12-15","Code_529","K","C64853"
"http://www.cdisc.org","998207dc-935b-452d-b97a-9adbf5045706","Code","2023-12-15","Code_530","SODIUM","C64809"
"http://www.cdisc.org","79810fc1-c237-4078-a1ea-a87969d6470e","Code","2023-12-15","Code_531","Laboratory Test Result","C36292"
"http://www.cdisc.org","f9724d0e-1998-49d4-b020-26f47b0fd41f","Code","2023-12-15","Code_532","Milliequivalent per Liter","C67474"
"http://www.cdisc.org","dbfeb3a6-2874-4e3a-bbcf-d885ad2f558f","Code","2023-12-15","Code_533","Milliequivalent per Deciliter","C67473"
"http://www.cdisc.org","ec9b387e-3b16-46a8-ab25-9aa7853f53ff","Code","2023-12-15","Code_534","Millimole per Liter","C64387"
"http://www.cdisc.org","46733fe9-7214-46b8-95d4-df66fd69f6b5","Code","2023-12-15","Code_535","Molarity Unit","C64567"
"http://www.cdisc.org","d88edce5-9f40-412d-bac7-ab0b4733b7aa","Code","2023-12-15","Code_536","Biospecimen Type","C70713"
"http://www.cdisc.org","f1820d01-4ee8-4f66-bc06-71d494a76f55","Code","2023-12-15","Code_537","No","C49487"
"http://www.cdisc.org","e5115c7e-b2c9-4c29-bfe1-b101aa5ed48b","Code","2023-12-15","Code_538","Yes","C49488"
"http://www.cdisc.org","506176aa-e3c1-41ea-9c16-5cc4582fae51","Code","2023-12-15","Code_539","Laboratory Test Fasting Status","C83309"
"http://www.cdisc.org","c9ca6944-60bc-40aa-9cb6-496bc6a93b86","Code","2023-12-15","Code_540","SODIUM","C64809"
"http://www.cdisc.org","ccf0433d-fde0-4929-8aea-527c655991eb","Code","2023-12-15","Code_541","HBA1C","C64849"
"http://www.cdisc.org","bbb15470-f8d0-49ae-acc9-3a36f3302d3c","Code","2023-12-15","Code_542","Laboratory Test Result","C36292"
"http://www.cdisc.org","b8c2c1ee-02d9-4dfe-937b-fdad283a7d17","Code","2023-12-15","Code_543","Gram per Deciliter","C64783"
"http://www.cdisc.org","4ddc1976-45ce-44bb-beb0-d10e42850c15","Code","2023-12-15","Code_544","LBORRESU","No Concept Code"
"http://www.cdisc.org","fa88df65-be67-427d-a987-d5c660727f3b","Code","2023-12-15","Code_545","Biospecimen Type","C70713"
"http://www.cdisc.org","a7c41e78-f016-4034-9b87-a9dad0c39e40","Code","2023-12-15","Code_546","No","C49487"
"http://www.cdisc.org","8dac1850-6389-4a62-94ac-60eb5c06522a","Code","2023-12-15","Code_547","Yes","C49488"
"http://www.cdisc.org","5ff9ec4f-2c2d-4d2c-9bfa-8daf86c4ee92","Code","2023-12-15","Code_548","Laboratory Test Fasting Status","C83309"
"http://www.cdisc.org","1d2dd33c-73b2-463c-8f26-eb169ecc69aa","Code","2023-12-15","Code_549","HBA1C","C64849"
"http://www.cdisc.org","eb5e3cdc-95f3-4258-9190-e4dfa8a25969","Code","2023-12-15","Code_145","Adverse Event Verbatim Description","C78541"
"http://www.cdisc.org","1cb8f44d-e9b0-4323-8632-6960417ee48b","Code","2023-12-15","Code_146","Adverse Event Dictionary Derived Term","C83344"
"http://www.cdisc.org","28c450e0-5e7f-4234-a891-fdba8ccdcb32","Code","2023-12-15","Code_147","No","C49487"
"http://www.cdisc.org","e9309b72-ade3-4a29-a7d1-eed630199272","Code","2023-12-15","Code_148","Yes","C49488"
"http://www.cdisc.org","df5577bc-2f06-4d36-8a94-6a586f3d2b72","Code","2023-12-15","Code_149","Adverse Event Pre-specified","C87840"
"http://www.cdisc.org","75482a66-e36e-4147-81a5-355a51087f7e","Code","2023-12-15","Code_150","Adverse Event Location","C83205"
"http://www.cdisc.org","e93fb68b-3cbe-4c9b-8dfe-dda00bb97b00","Code","2023-12-15","Code_151","Severity of Adverse Event","C53253"
"http://www.cdisc.org","35cc58e1-a232-4a4e-9a44-5ab2f924d055","Code","2023-12-15","Code_152","No","C49487"
"http://www.cdisc.org","3f163565-0fbd-4158-a683-8ad487bcdb56","Code","2023-12-15","Code_153","Yes","C49488"
"http://www.cdisc.org","e6ea849a-bbd0-448b-80d6-bd6f8fea6126","Code","2023-12-15","Code_154","Seriousness of Adverse Event","C53252"
"http://www.cdisc.org","91bbb63d-fe8f-4e7c-83d2-fc8ddd2e7d86","Code","2023-12-15","Code_155","Adverse Event Action Taken with Study Treatment","C83013"
"http://www.cdisc.org","56bb3db5-5b14-4ebf-b1a2-9eaee5772438","Code","2023-12-15","Code_156","Other Actions taken in Response to Adverse Event","C83109"
"http://www.cdisc.org","03907b89-b383-4d0a-ad09-7f6aa67fa9a5","Code","2023-12-15","Code_157","Adverse Event Attribution to Product or Procedure","C41358"
"http://www.cdisc.org","a8997f4d-4790-48af-8dd9-9adb323c9aab","Code","2023-12-15","Code_158","Adverse Event Relationship to Non Study Treatment","C83210"
"http://www.cdisc.org","cf27c8ba-e87a-4de6-8fbd-b9d85b6cf2b1","Code","2023-12-15","Code_159","Adverse Event Pattern","C83208"
"http://www.cdisc.org","071a3b20-2f58-4564-bbb9-d0d93eb5337a","Code","2023-12-15","Code_160","Adverse Event Outcome","C49489"
"http://www.cdisc.org","c4ed5b35-9d49-4d17-a1ad-30989874a6d0","Code","2023-12-15","Code_161","No","C49487"
"http://www.cdisc.org","18c63f19-839c-46f6-9286-cd287c682d0d","Code","2023-12-15","Code_162","Yes","C49488"
"http://www.cdisc.org","2d3e7428-443a-4224-bd20-66b9c92ab461","Code","2023-12-15","Code_163","Adverse Event Involves Cancer","C83211"
"http://www.cdisc.org","f1eb8a40-b78b-4c0a-bf40-edd712bf4701","Code","2023-12-15","Code_164","No","C49487"
"http://www.cdisc.org","e98148e1-7358-453e-8545-63a075177107","Code","2023-12-15","Code_165","Yes","C49488"
"http://www.cdisc.org","3590d2d0-d06f-4b18-9fbf-2c5baa839e92","Code","2023-12-15","Code_166","Adverse Event Seriousness Due to Congenital Anomaly","C83117"
"http://www.cdisc.org","be6496b9-4ca3-4b30-921b-710b317ccd74","Code","2023-12-15","Code_167","No","C49487"
"http://www.cdisc.org","de67abbe-20d3-461f-b6bd-61af5e10da6e","Code","2023-12-15","Code_168","Yes","C49488"
