"code","codeSystemVersion","instanceType","uuid:ID","id","decode","codeSystem"
"C98704","2023-12-15","Code","017c0f84-eea0-4780-80f7-28afec2a2e6b","Code_144","ADAPTIVE","http://www.cdisc.org"
"C82639","2023-12-15","Code","82126bca-be7c-42f3-8c8a-883a8db80069","Code_141","Parallel Study","http://www.cdisc.org"
"C25716","2023-12-15","Code","94e226bd-6a89-4625-831a-2466ba5588eb","Code_83","Visit","http://www.cdisc.org"
"C51282","2023-12-15","Code","2dbfcc11-2b4d-4c7f-a444-8a59d481b781","Code_84","Clinic","http://www.cdisc.org"
"C175574","2023-12-15","Code","b8682e97-0d86-4137-af5b-7f9237e1fb68","Code_85","In Person","http://www.cdisc.org"
"C25716","2023-12-15","Code","845dff6d-c33f-41c9-a96c-42e7d6860efd","Code_86","Visit","http://www.cdisc.org"
"C51282","2023-12-15","Code","0bc40aee-420a-43bc-b173-6bc03ac78650","Code_87","Clinic","http://www.cdisc.org"
"C175574","2023-12-15","Code","db415f46-669e-486e-b26e-57fde16459c9","Code_88","In Person","http://www.cdisc.org"
"C25716","2023-12-15","Code","c87de64a-3ef7-44e3-a2d6-a16b2c7e0866","Code_89","Visit","http://www.cdisc.org"
"C51282","2023-12-15","Code","de41273c-a998-4c94-8930-398895906a4a","Code_90","Clinic","http://www.cdisc.org"
"C175574","2023-12-15","Code","6c262602-9eda-48e1-b87e-60c09e6c522b","Code_91","In Person","http://www.cdisc.org"
"C25716","2023-12-15","Code","d89a07b6-3705-4ae0-acec-2125cc6394a7","Code_92","Visit","http://www.cdisc.org"
"C51282","2023-12-15","Code","08d447d6-77b6-407b-944b-99e69e5a2a61","Code_93","Clinic","http://www.cdisc.org"
"C175574","2023-12-15","Code","57daa8d4-261f-4adc-a2b8-6f7e76271177","Code_94","In Person","http://www.cdisc.org"
"C25716","2023-12-15","Code","0248581e-ca77-4de9-b7d6-db27f1e42acf","Code_95","Visit","http://www.cdisc.org"
"C51282","2023-12-15","Code","bdca4308-8321-4eff-8816-5cda32c9a526","Code_96","Clinic","http://www.cdisc.org"
"C175574","2023-12-15","Code","f0b6d6e6-cc84-4c82-858a-0f1a7357c5de","Code_97","In Person","http://www.cdisc.org"
"C25716","2023-12-15","Code","465e73f6-a333-42d1-bcf7-a2b39195508b","Code_98","Visit","http://www.cdisc.org"
"C51282","2023-12-15","Code","5931b5f6-196a-4147-88bd-08ff6e7a1147","Code_99","Clinic","http://www.cdisc.org"
"C175574","2023-12-15","Code","09b4cda5-753f-4d44-9897-6c1d23e53b4c","Code_100","In Person","http://www.cdisc.org"
"C25716","2023-12-15","Code","ee9c4249-0b62-4b81-bab1-712b23de96d2","Code_101","Visit","http://www.cdisc.org"
"C51282","2023-12-15","Code","520375a0-054e-43d8-b4bb-524f4d4a986a","Code_102","Clinic","http://www.cdisc.org"
"C175574","2023-12-15","Code","8e9887c1-db43-4e78-b595-20b475aa41ed","Code_103","In Person","http://www.cdisc.org"
"C171537","2023-12-15","Code","66b76cb3-17d6-402d-8bcb-9a4d16eb54fb","Code_104","Telephone Call","http://www.cdisc.org"
"C25716","2023-12-15","Code","6f14ac62-edfd-4044-a938-314e9c7b3114","Code_105","Visit","http://www.cdisc.org"
"C51282","2023-12-15","Code","b5d90e01-01fa-490b-8245-214841c16ce4","Code_106","Clinic","http://www.cdisc.org"
"C175574","2023-12-15","Code","33bce70f-93b2-4fec-a5b8-bb1ee43a2b97","Code_107","In Person","http://www.cdisc.org"
"C171537","2023-12-15","Code","c55d3b47-e024-49c7-b638-2281cb4c0831","Code_108","Telephone Call","http://www.cdisc.org"
"C25716","2023-12-15","Code","a2f55320-5ee6-4826-8525-93feb44a01a8","Code_109","Visit","http://www.cdisc.org"
"C51282","2023-12-15","Code","47480a1d-c848-49f2-8a27-abc7650da086","Code_110","Clinic","http://www.cdisc.org"
"C175574","2023-12-15","Code","93398b07-9bb0-411a-93db-0e1dc48d4089","Code_111","In Person","http://www.cdisc.org"
"C171537","2023-12-15","Code","aab542d1-2a94-44d6-a779-435b58099283","Code_112","Telephone Call","http://www.cdisc.org"
"C25716","2023-12-15","Code","4cef65ea-7274-42b5-acfd-5a33e1f58786","Code_113","Visit","http://www.cdisc.org"
"C51282","2023-12-15","Code","2dcda4b8-5da6-4344-9e2b-b407aef7dd33","Code_114","Clinic","http://www.cdisc.org"
"C175574","2023-12-15","Code","0aee5e02-8aec-4f0a-a68f-4b9af881822c","Code_115","In Person","http://www.cdisc.org"
"C171537","2023-12-15","Code","68762627-4f9f-4155-9cd8-f802d6a18846","Code_116","Telephone Call","http://www.cdisc.org"
"C25716","2023-12-15","Code","c1d2d216-73f5-4f64-9fab-18a23f6da9f1","Code_117","Visit","http://www.cdisc.org"
"C51282","2023-12-15","Code","223e676e-9590-430d-ac4e-d8af297d5110","Code_118","Clinic","http://www.cdisc.org"
"C175574","2023-12-15","Code","8132b837-347a-4e4b-ad9e-433ca19e4f59","Code_119","In Person","http://www.cdisc.org"
"C25716","2023-12-15","Code","f39ec230-8a73-47f7-9e19-42912f9aa0e2","Code_120","Visit","http://www.cdisc.org"
"C51282","2023-12-15","Code","47baf9b3-7e8c-4d75-b01d-bd841dfa3f0c","Code_121","Clinic","http://www.cdisc.org"
"C175574","2023-12-15","Code","e4559fb9-e64c-458f-9d42-cd18a7d288eb","Code_122","In Person","http://www.cdisc.org"
"383371000119108","January 31, 2018","Code","57c11ec1-89d1-4cac-9a93-6132a1884b7d","Code_80","CT of head without contrast","SNOMED"
"123","12","Code","6bdb459c-7ae1-4097-a965-d7f590a1749d","Code_81","Subject Supine","SPONSOR"
"124","12","Code","9e42d5ac-e543-41bd-8056-e484372ec3e3","Code_82","Subject Standing","SPONSOR"
"C20197","2023-12-15","Code","7998bd72-7f86-4543-84c2-1e7ee5c52c76","Code_429","Male","http://www.cdisc.org"
"C16576","2023-12-15","Code","b5218844-5af6-472a-809b-adc97c907a19","Code_430","Female","http://www.cdisc.org"
"C28421","2023-12-15","Code","0ab409f5-45a9-45b2-972c-0c76124c4be9","Code_431","Sex","http://www.cdisc.org"
"C28421","2023-12-15","Code","8705555b-c477-467d-966a-1aeccd79a43e","Code_432","Sex","http://www.cdisc.org"
"C17049","2023-12-15","Code","13ecfa89-3b11-49e3-ba8f-b80d8ba50579","Code_433","Race","http://www.cdisc.org"
"C17049","2023-12-15","Code","004862e6-9ab2-4446-bb32-6c6955369056","Code_434","Race","http://www.cdisc.org"
"C174446","2023-12-15","Code","d4ef3443-ea33-4f28-bdfb-6c1ba26b0a33","Code_435","TEMP","http://www.cdisc.org"
"C77140","2023-12-15","Code","b0dae971-bda9-404f-bf98-fb6401864f46","Code_436","Clinical Test Result","http://www.cdisc.org"
"C42559","2023-12-15","Code","61b1568a-7049-4479-bb3d-10e4ec8ef9df","Code_437","Degree Celsius","http://www.cdisc.org"
"C44277","2023-12-15","Code","0898874d-5490-435d-8ad2-e6f27428b06e","Code_438","Degree Fahrenheit","http://www.cdisc.org"
"C42537","2023-12-15","Code","134a314c-f65e-40b9-8578-6039a88e3d06","Code_439","Kelvin","http://www.cdisc.org"
"C44276","2023-12-15","Code","64288adb-61af-4602-8cb9-7d04995358c5","Code_440","Unit of Temperature","http://www.cdisc.org"
"C12674","2023-12-15","Code","fd2afbeb-9a8a-431e-a805-9e3dd8d4fd0a","Code_441","Axilla","http://www.cdisc.org"
"C12394","2023-12-15","Code","1dc04775-44d9-4cfb-90a5-75fbb0239c09","Code_442","Ear","http://www.cdisc.org"
"C89803","2023-12-15","Code","9e9caf05-5091-41bf-bf96-a762165c9b24","Code_443","Forehead","http://www.cdisc.org"
"C12421","2023-12-15","Code","7b20e4fa-41be-460a-8754-180b32a0b3a4","Code_444","Oral Cavity","http://www.cdisc.org"
"C12390","2023-12-15","Code","22b542ae-7f3e-4175-89cf-a1adc1fb9149","Code_445","Rectum","http://www.cdisc.org"
"C13717","2023-12-15","Code","9444fdaf-b73c-40c6-a77b-4dec10a04ad6","Code_446","Anatomic Site","http://www.cdisc.org"
"C174446","2023-12-15","Code","dc1a885e-ba2f-4ce9-87d2-97722d51dc49","Code_447","TEMP","http://www.cdisc.org"
"C25208","2023-12-15","Code","6942b4ee-ddca-4988-8f16-497db1420c73","Code_448","WEIGHT","http://www.cdisc.org"
"C77140","2023-12-15","Code","ecc5d50e-2e3a-4983-a413-fed7e03c49a1","Code_449","Clinical Test Result","http://www.cdisc.org"
"C48531","2023-12-15","Code","99382106-6f48-40c2-92f1-696de381d871","Code_450","Pound","http://www.cdisc.org"
"C48155","2023-12-15","Code","78f9afbe-ae7b-4a57-ba5c-db8197c41961","Code_451","Gram","http://www.cdisc.org"
"C28252","2023-12-15","Code","4a871d92-4450-4384-a3df-b46951b7d13e","Code_452","Kilogram","http://www.cdisc.org"
"C48208","2023-12-15","Code","8fc40f33-e2e4-4aab-9d68-c6f362df903f","Code_453","Unit of Weight","http://www.cdisc.org"
"C25208","2023-12-15","Code","ad395021-95c2-4911-a35c-43a9a3da33ed","Code_454","WEIGHT","http://www.cdisc.org"
"C25347","2023-12-15","Code","bcc5ddbd-2af9-4d78-87d5-ce293b440f7a","Code_455","HEIGHT","http://www.cdisc.org"
"C77140","2023-12-15","Code","f3fc0636-c8c4-40ef-8949-f7045b2e285b","Code_456","Clinical Test Result","http://www.cdisc.org"
"C49668","2023-12-15","Code","4c2b0be6-29cb-42cc-be49-771f480a147d","Code_457","Centimeter","http://www.cdisc.org"
"C48500","2023-12-15","Code","123b87f0-7b31-4710-a524-7fdab1ace288","Code_458","Inch","http://www.cdisc.org"
"C41139","2023-12-15","Code","041fc826-5839-4fb9-bc9c-a5b8e8904579","Code_459","Meter","http://www.cdisc.org"
"C168688","2023-12-15","Code","4bc91614-b90b-4052-924d-5a25a8963470","Code_460","Unit of Height","http://www.cdisc.org"
"C25347","2023-12-15","Code","7fcfa9e7-e2d8-4409-ac8a-19c244bc5c59","Code_461","HEIGHT","http://www.cdisc.org"
"C64433","2023-12-15","Code","cbe24ce4-ed6d-41f0-9487-c47f91ead85f","Code_462","ALT","http://www.cdisc.org"
"C36292","2023-12-15","Code","a5201eaa-8928-4339-93ae-4ac1b448881b","Code_463","Laboratory Test Result","http://www.cdisc.org"
"C67456","2023-12-15","Code","afbe532b-4f3d-4926-aa4d-a9da0141f15d","Code_464","Unit per Liter","http://www.cdisc.org"
"C67397","2023-12-15","Code","3b11fd23-3a57-41be-bf0a-4e0f84ac7964","Code_465","Microkatal per Liter","http://www.cdisc.org"
"C67376","2023-12-15","Code","b646ef27-baaf-46ba-b34f-2a83f7468376","Code_466","International Unit per Liter","http://www.cdisc.org"
"C70510","2023-12-15","Code","65867bec-051e-4d44-b806-aac808128527","Code_467","Nanokatal per Liter","http://www.cdisc.org"
"C67365","2023-12-15","Code","65cbf657-3c47-49f9-b8cd-2c67d1c4b927","Code_468","Unit of Catalytic Activity Concentration","http://www.cdisc.org"
"C70713","2023-12-15","Code","fa640288-e4be-4da7-84b1-30192fa1bb1f","Code_469","Biospecimen Type","http://www.cdisc.org"
"C49487","2023-12-15","Code","0149f95e-65bb-4f06-b426-b8ce4203eb82","Code_470","No","http://www.cdisc.org"
"C49488","2023-12-15","Code","42332efe-ad7c-4640-9ba3-3e5e98e4ccfd","Code_471","Yes","http://www.cdisc.org"
"C83309","2023-12-15","Code","36c5efd8-ecb4-4477-a315-b18fd2854c0d","Code_472","Laboratory Test Fasting Status","http://www.cdisc.org"
"C64433","2023-12-15","Code","832e370e-880c-4cb4-b6ff-cdfa6525a615","Code_473","ALT","http://www.cdisc.org"
"C64431","2023-12-15","Code","0f1bed38-552a-4c5c-9ab2-836726d7d07a","Code_474","ALB","http://www.cdisc.org"
"C36292","2023-12-15","Code","d906c30a-d851-40b5-b702-28837d04822f","Code_475","Laboratory Test Result","http://www.cdisc.org"
"C70713","2023-12-15","Code","e501316a-e2d0-4ad3-87b0-459c8cde4e04","Code_476","Biospecimen Type","http://www.cdisc.org"
"C49487","2023-12-15","Code","daba1da9-6e7d-41d8-8dc8-eb64fa7459ac","Code_477","No","http://www.cdisc.org"
"C49488","2023-12-15","Code","c5d6d457-6698-439d-a24b-babac78f31e4","Code_478","Yes","http://www.cdisc.org"
"C83309","2023-12-15","Code","f7e56c70-ecf7-4dca-a22e-395257102dfd","Code_479","Laboratory Test Fasting Status","http://www.cdisc.org"
"C64431","2023-12-15","Code","3a12bca2-da72-4bea-8701-7b1964de86a6","Code_480","ALB","http://www.cdisc.org"
"C64432","2023-12-15","Code","d42d45cb-7045-472a-9950-50991c85f5cf","Code_481","ALP","http://www.cdisc.org"
"C36292","2023-12-15","Code","c03ed2dc-e3e3-44bc-9a60-cb0a1532fb4c","Code_482","Laboratory Test Result","http://www.cdisc.org"
"C67456","2023-12-15","Code","b12680ae-8955-4f95-b07f-d4ee8848892e","Code_483","Unit per Liter","http://www.cdisc.org"
"C67397","2023-12-15","Code","6ffbc327-a6c7-4ec5-aa70-5679c98d1915","Code_484","Microkatal per Liter","http://www.cdisc.org"
"C67376","2023-12-15","Code","05ed2fb8-57ff-4888-8877-e6a153f0984e","Code_485","International Unit per Liter","http://www.cdisc.org"
"C67365","2023-12-15","Code","e860ae48-167f-4f7f-b8e2-ef4e40b4dc13","Code_486","Unit of Catalytic Activity Concentration","http://www.cdisc.org"
"C70713","2023-12-15","Code","55da49df-94b1-4771-a547-f2cf9cfdb33a","Code_487","Biospecimen Type","http://www.cdisc.org"
"C49487","2023-12-15","Code","71649312-02a8-4c52-8f76-d52058d3a38a","Code_488","No","http://www.cdisc.org"
"C49488","2023-12-15","Code","e38fb78f-eddb-459b-9b2c-ff058015d463","Code_489","Yes","http://www.cdisc.org"
"C83309","2023-12-15","Code","e53f6898-4955-47e6-995a-ddba6e3a89a0","Code_490","Laboratory Test Fasting Status","http://www.cdisc.org"
"C64432","2023-12-15","Code","64f019ed-328e-4923-a991-f815cc3056d7","Code_491","ALP","http://www.cdisc.org"
"C64467","2023-12-15","Code","24098f9f-f0f2-4429-a00f-7ac1dd2d68af","Code_492","AST","http://www.cdisc.org"
"C36292","2023-12-15","Code","4c09f9b9-84b8-471c-981d-828c07855da0","Code_493","Laboratory Test Result","http://www.cdisc.org"
"C67456","2023-12-15","Code","bbcb0dc9-3fce-4a1c-bd5f-3442238e8deb","Code_494","Unit per Liter","http://www.cdisc.org"
"C67397","2023-12-15","Code","afcef070-0dd6-47e0-9dda-ab5b7f1ae789","Code_495","Microkatal per Liter","http://www.cdisc.org"
"C67376","2023-12-15","Code","c1e624d2-3671-4dc0-ba7b-0184a2a14bc7","Code_496","International Unit per Liter","http://www.cdisc.org"
"C67365","2023-12-15","Code","e7d03ce2-10b2-43c2-9ede-aafac7394d60","Code_497","Unit of Catalytic Activity Concentration","http://www.cdisc.org"
"C70713","2023-12-15","Code","3b2e3c18-ab5f-415f-899e-e6f94dc1f8e7","Code_498","Biospecimen Type","http://www.cdisc.org"
"C49487","2023-12-15","Code","880fea4f-599c-4f96-8820-77c9a72330b6","Code_499","No","http://www.cdisc.org"
"C49488","2023-12-15","Code","452e0e32-4f1d-4bea-83e5-5321380ae7f6","Code_500","Yes","http://www.cdisc.org"
"C83309","2023-12-15","Code","ac0f45c6-dd74-4ab7-b13f-eba419afcbc8","Code_501","Laboratory Test Fasting Status","http://www.cdisc.org"
"C64467","2023-12-15","Code","4fa1e48e-bcc3-4d9e-9e4e-00d81078271c","Code_502","AST","http://www.cdisc.org"
"C64547","2023-12-15","Code","ca63c22f-0ef8-4982-9e88-642903e462e6","Code_503","CREAT","http://www.cdisc.org"
"C36292","2023-12-15","Code","62a07b29-1bd3-418d-9063-80c8b5c9e118","Code_504","Laboratory Test Result","http://www.cdisc.org"
"C67015","2023-12-15","Code","1cf5e517-3b7c-4f53-8564-ed39a32bb16f","Code_505","Milligram per Deciliter","http://www.cdisc.org"
"C64572","2023-12-15","Code","b3085a37-28c8-4edf-924d-14d95c939fd0","Code_506","Microgram per Milliliter","http://www.cdisc.org"
"C64387","2023-12-15","Code","4f5f55f5-e23e-45d4-96b2-7e34c30b24a1","Code_507","Millimole per Liter","http://www.cdisc.org"
"C48508","2023-12-15","Code","8cd2a59d-df39-47fe-be3c-466c8c02869b","Code_508","Micromole per Liter","http://www.cdisc.org"
"C48207","2023-12-15","Code","ae0e9f84-8591-4c21-a4e4-a3c2bb86fba2","Code_509","Unit of Concentration","http://www.cdisc.org"
"C70713","2023-12-15","Code","42159277-dc85-4149-bbcc-247060344a9f","Code_510","Biospecimen Type","http://www.cdisc.org"
"C49487","2023-12-15","Code","a0fc1f69-94d1-42d7-86e7-af2dc27f8ca7","Code_511","No","http://www.cdisc.org"
"C49488","2023-12-15","Code","9a1fbab8-80f3-4405-a6f1-f33fa1af0d25","Code_512","Yes","http://www.cdisc.org"
"C83309","2023-12-15","Code","cc0104e0-2282-4094-a329-932b69a04ba5","Code_513","Laboratory Test Fasting Status","http://www.cdisc.org"
"C64547","2023-12-15","Code","49862077-1e02-4283-ad5c-da795290732a","Code_514","CREAT","http://www.cdisc.org"
"C64853","2023-12-15","Code","3bf01a37-c946-42dd-9321-f1b31739d8ad","Code_515","K","http://www.cdisc.org"
"C36292","2023-12-15","Code","7d20049b-d63e-43e8-9d16-71b80801bc96","Code_516","Laboratory Test Result","http://www.cdisc.org"
"C67474","2023-12-15","Code","1f770cb0-22ab-4deb-b1d9-b016f60fd5f7","Code_517","Milliequivalent per Liter","http://www.cdisc.org"
"C67473","2023-12-15","Code","6c19f7d2-4964-4de1-a7a2-75a77067c8c1","Code_518","Milliequivalent per Deciliter","http://www.cdisc.org"
"C64387","2023-12-15","Code","398d93a7-ded3-44ca-ace0-c2ea50ec0698","Code_519","Millimole per Liter","http://www.cdisc.org"
"C64567","2023-12-15","Code","0440f0ea-6c61-4192-967e-d6298d434811","Code_520","Molarity Unit","http://www.cdisc.org"
"C70713","2023-12-15","Code","b2c88b84-e57c-4b87-aad0-59a11a3682b0","Code_521","Biospecimen Type","http://www.cdisc.org"
"C49487","2023-12-15","Code","b85a3baf-0a8b-4bae-9395-55698863d98e","Code_522","No","http://www.cdisc.org"
"C49488","2023-12-15","Code","b868792a-5c74-4fae-b7fd-43c297516ba0","Code_523","Yes","http://www.cdisc.org"
"C83309","2023-12-15","Code","f10d26bc-eab8-4432-9001-34b3fb4227cd","Code_524","Laboratory Test Fasting Status","http://www.cdisc.org"
"C64853","2023-12-15","Code","b7d3d99f-fb7a-4027-88b9-d356132ec0fc","Code_525","K","http://www.cdisc.org"
"C64809","2023-12-15","Code","ad9a786d-7ec3-4568-a515-72cc25767756","Code_526","SODIUM","http://www.cdisc.org"
"C36292","2023-12-15","Code","1d60c4bf-5134-4799-88e9-ae5d37675fbe","Code_527","Laboratory Test Result","http://www.cdisc.org"
"C67474","2023-12-15","Code","d6f45540-e5d3-4378-a360-73977c91f290","Code_528","Milliequivalent per Liter","http://www.cdisc.org"
"C67473","2023-12-15","Code","292e5dcc-b2c8-4ade-81b7-b3341330e1eb","Code_529","Milliequivalent per Deciliter","http://www.cdisc.org"
"C64387","2023-12-15","Code","a90c5dd3-4415-4ac7-893f-449c35803c14","Code_530","Millimole per Liter","http://www.cdisc.org"
"C64567","2023-12-15","Code","7a97781b-08e7-44ec-a581-47890d292a94","Code_531","Molarity Unit","http://www.cdisc.org"
"C70713","2023-12-15","Code","74f0342f-d513-40ab-a6b9-71ec04499f15","Code_532","Biospecimen Type","http://www.cdisc.org"
"C49487","2023-12-15","Code","9359c4d2-9bda-4216-aee3-27e784d8816b","Code_533","No","http://www.cdisc.org"
"C49488","2023-12-15","Code","0f21c126-fcca-4e3f-ba37-c92d11db2764","Code_534","Yes","http://www.cdisc.org"
"C83309","2023-12-15","Code","cc37e2c2-58d1-4f76-a5d6-45fda410bf7d","Code_535","Laboratory Test Fasting Status","http://www.cdisc.org"
"C64809","2023-12-15","Code","4ed99a82-711f-4a07-bd64-5fd209d04d4a","Code_536","SODIUM","http://www.cdisc.org"
"C64849","2023-12-15","Code","5db636f6-407a-4314-9a56-db5bc2855145","Code_537","HBA1C","http://www.cdisc.org"
"C36292","2023-12-15","Code","e6d82244-e82c-49a5-8ef5-f2a7c5753dfd","Code_538","Laboratory Test Result","http://www.cdisc.org"
"C64783","2023-12-15","Code","d9d56eab-175d-4579-90ba-b04aa5b45408","Code_539","Gram per Deciliter","http://www.cdisc.org"
"No Concept Code","2023-12-15","Code","f396836b-5573-49fc-b882-4b62b6a00f0a","Code_540","LBORRESU","http://www.cdisc.org"
"C70713","2023-12-15","Code","79f0fab1-5048-49ed-83b5-814228d6ff47","Code_541","Biospecimen Type","http://www.cdisc.org"
"C49487","2023-12-15","Code","9bd1193b-7334-4e31-8890-396248e72893","Code_542","No","http://www.cdisc.org"
"C49488","2023-12-15","Code","1e7d0cd5-f4f6-4b60-b0e0-b7980a6bbaf5","Code_543","Yes","http://www.cdisc.org"
"C83309","2023-12-15","Code","3e5d42b7-49e7-423e-98e5-47dcc0da3716","Code_544","Laboratory Test Fasting Status","http://www.cdisc.org"
"C64849","2023-12-15","Code","6d46d358-2ce6-4db4-bded-4e20556cbb63","Code_545","HBA1C","http://www.cdisc.org"
"C78541","2023-12-15","Code","47484d2c-a5e1-4b3b-9c2b-6a89eb1ef027","Code_145","Adverse Event Verbatim Description","http://www.cdisc.org"
"C83344","2023-12-15","Code","1ecdfd9b-5b99-40b6-b5b3-80c161173e6f","Code_146","Adverse Event Dictionary Derived Term","http://www.cdisc.org"
"C49487","2023-12-15","Code","7a382708-4d84-4702-87b8-7d2f0e853c3d","Code_147","No","http://www.cdisc.org"
"C49488","2023-12-15","Code","38834aa3-f098-4563-8cfd-d5789b880780","Code_148","Yes","http://www.cdisc.org"
"C87840","2023-12-15","Code","90ca2296-1bc9-44f9-ae4d-579dc8da0191","Code_149","Adverse Event Pre-specified","http://www.cdisc.org"
"C83205","2023-12-15","Code","4f59379e-d7ca-40ec-8d99-48c2651a0a4c","Code_150","Adverse Event Location","http://www.cdisc.org"
"C53253","2023-12-15","Code","a446f092-a335-451d-a39e-bd287e6a16cc","Code_151","Severity of Adverse Event","http://www.cdisc.org"
"C49487","2023-12-15","Code","50421280-06aa-416f-9008-44f36b7bcb14","Code_152","No","http://www.cdisc.org"
"C49488","2023-12-15","Code","495a4689-5278-4045-a48d-03a12b95b3ff","Code_153","Yes","http://www.cdisc.org"
"C53252","2023-12-15","Code","d579b30b-1a9d-4fbb-b2a1-21c8b00a1647","Code_154","Seriousness of Adverse Event","http://www.cdisc.org"
"C83013","2023-12-15","Code","3113ba81-06ed-4451-a041-b947afd726a0","Code_155","Adverse Event Action Taken with Study Treatment","http://www.cdisc.org"
"C83109","2023-12-15","Code","abb725dd-0b0b-45c8-bc21-6c4575f094d5","Code_156","Other Actions taken in Response to Adverse Event","http://www.cdisc.org"
"C41358","2023-12-15","Code","9b4ee042-7744-43a7-a2c8-7b1177af69fe","Code_157","Adverse Event Attribution to Product or Procedure","http://www.cdisc.org"
"C83210","2023-12-15","Code","4ba4053e-b060-43d3-8088-1a4841546b47","Code_158","Adverse Event Relationship to Non Study Treatment","http://www.cdisc.org"
"C83208","2023-12-15","Code","ffb0c837-82f5-46f2-9d9d-61bc6f14dbd1","Code_159","Adverse Event Pattern","http://www.cdisc.org"
"C49489","2023-12-15","Code","d9f425fa-9964-4d6e-b5b3-997125f25f29","Code_160","Adverse Event Outcome","http://www.cdisc.org"
"C49487","2023-12-15","Code","2beb3c88-e8b6-482b-be51-80375eee9232","Code_161","No","http://www.cdisc.org"
"C49488","2023-12-15","Code","9ef957f4-bd30-45e5-a276-042d2836b3db","Code_162","Yes","http://www.cdisc.org"
"C83211","2023-12-15","Code","2ec57342-895a-4bd2-8a20-5486eea0fb88","Code_163","Adverse Event Involves Cancer","http://www.cdisc.org"
"C49487","2023-12-15","Code","e7c44cdf-637b-4969-b048-3a1403d10499","Code_164","No","http://www.cdisc.org"
"C49488","2023-12-15","Code","d983929a-22b5-4a22-a977-3717278e99c0","Code_165","Yes","http://www.cdisc.org"
"C83117","2023-12-15","Code","fc8172f8-bc28-471d-9502-7163f46cd561","Code_166","Adverse Event Seriousness Due to Congenital Anomaly","http://www.cdisc.org"
"C49487","2023-12-15","Code","1a7a9cdf-d8f6-4e7e-9198-ed5101cbbb53","Code_167","No","http://www.cdisc.org"
"C49488","2023-12-15","Code","0eef9cbe-13c1-4b90-b6b9-0b920c8254e6","Code_168","Yes","http://www.cdisc.org"
"C113380","2023-12-15","Code","2a1a6a7c-e35f-4ff0-918a-7548f8326719","Code_169","Disabling Adverse Event","http://www.cdisc.org"
"C49487","2023-12-15","Code","4420a8b7-db1a-45ad-8e30-1e6585fc56e2","Code_170","No","http://www.cdisc.org"
"C49488","2023-12-15","Code","063f6e01-efe2-46a7-98cd-a564e1e6b939","Code_171","Yes","http://www.cdisc.org"
"C48275","2023-12-15","Code","45664b6d-139f-4f29-8ac8-e9a0caba1147","Code_172","Death Related to Adverse Event","http://www.cdisc.org"
