"instanceType","name","uuid:ID","id","reference","label","synonyms"
"BiomedicalConcept","Potassium Concentration in Urine","4804a2c3-a50f-4946-9dfe-7a4fe42be508","BiomedicalConcept_30","/mdr/specializations/sdtm/packages/2023-07-06/datasetspecializations/KURIN","Potassium Concentration in Urine","['Potassium', 'K', 'Potassium Measurement']"
"BiomedicalConcept","Sodium Concentration in Urine","60d702d7-e93f-444e-90d4-54e5e51d15f1","BiomedicalConcept_31","/mdr/specializations/sdtm/packages/2023-12-12/datasetspecializations/SODIUMURIN","Sodium Concentration in Urine","['Sodium', 'NA', 'Sodium Measurement']"
"BiomedicalConcept","Hemoglobin A1C Concentration in Blood","97618388-b32b-4dfd-a8e7-5f3e82576a75","BiomedicalConcept_32","/mdr/specializations/sdtm/packages/2023-10-03/datasetspecializations/HBA1CBLD","Hemoglobin A1C Concentration in Blood","['Hemoglobin A1C', 'HBA1C', 'Glycosylated Hemoglobin A1C', 'Glycosylated Hemoglobin Measurement']"
"BiomedicalConcept","Adverse Event Prespecified","04a13058-a5d2-4638-a916-715b3b17fabf","BiomedicalConcept_1","/mdr/specializations/sdtm/packages/2023-10-03/datasetspecializations/AEPRESP","Adverse Event Prespecified","['Adverse Event', 'Solicited Adverse Event']"
"BiomedicalConcept","Systolic Blood Pressure","a24cd0cf-d81b-4f20-9bd7-9cde3c465621","BiomedicalConcept_2","/mdr/specializations/sdtm/packages/2023-12-12/datasetspecializations/SYSBP","Systolic Blood Pressure","['SYSBP', 'Systolic Blood Pressure']"
"BiomedicalConcept","Diastolic Blood Pressure","f4e0bd84-abed-46dc-b64e-c7d4ea30dce8","BiomedicalConcept_3","/mdr/specializations/sdtm/packages/2023-12-12/datasetspecializations/DIABP","Diastolic Blood Pressure","['DIABP', 'Diastolic Blood Pressure']"
"BiomedicalConcept","Temperature","f5a73a1c-5267-4a97-a3f3-6129f34bd20f","BiomedicalConcept_4","/mdr/specializations/sdtm/packages/2023-12-12/datasetspecializations/TEMP","Temperature","['Temperature', 'Body Temperature']"
"BiomedicalConcept","Weight","3a357735-8883-4e79-9b76-e7acc5c5b7fd","BiomedicalConcept_5","/mdr/specializations/sdtm/packages/2023-12-12/datasetspecializations/WEIGHT","Weight","['Weight', 'Body Weight']"
"BiomedicalConcept","Height","478c274b-4176-41f4-9262-04509a5a3ba6","BiomedicalConcept_6","/mdr/specializations/sdtm/packages/2023-12-12/datasetspecializations/HEIGHT","Height","['Height', 'Body Height']"
"BiomedicalConcept","Alanine Aminotransferase Concentration in Serum/Plasma","c8d0847c-12ba-49f1-bbd4-1197caf26ca0","BiomedicalConcept_7","/mdr/specializations/sdtm/packages/2023-07-06/datasetspecializations/ALTSERPL","Alanine Aminotransferase Concentration in Serum/Plasma","['ALT', 'SGPT', 'Alanine Aminotransferase Measurement']"
"BiomedicalConcept","Albumin Presence in Urine","a2f98adf-84ba-4293-84eb-9d15489a2005","BiomedicalConcept_8","/mdr/specializations/sdtm/packages/2023-12-12/datasetspecializations/ALBURINPRES","Albumin Presence in Urine","['Albumin', 'Albumin Measurement']"
"BiomedicalConcept","Alkaline Phosphatase Concentration in Serum/Plasma","0e57b436-beae-4e56-8fd7-20e7b591da8e","BiomedicalConcept_9","/mdr/specializations/sdtm/packages/2023-07-06/datasetspecializations/ALPSERPL","Alkaline Phosphatase Concentration in Serum/Plasma","['Alkaline Phosphatase', 'Alkaline Phosphatase Measurement']"
"BiomedicalConcept","Aspartate Aminotransferase in Serum/Plasma","64f7831e-f4ca-4dc2-bc9c-7bef3d2e09b9","BiomedicalConcept_10","/mdr/specializations/sdtm/packages/2023-07-06/datasetspecializations/ASTSERPL","Aspartate Aminotransferase in Serum/Plasma","['AST', 'SGOT', 'Aspartate Aminotransferase Measurement']"
"BiomedicalConcept","Creatinine Concentration in Urine","15b5d25c-aefd-40a7-b40e-8b8238590ad3","BiomedicalConcept_11","/mdr/specializations/sdtm/packages/2023-10-03/datasetspecializations/CREATURIN","Creatinine Concentration in Urine","['Creatinine', 'Creatinine Measurement']"
"BiomedicalConcept","Potassium Concentration in Urine","7483adf0-25a8-4471-807d-cec831b8c9e4","BiomedicalConcept_12","/mdr/specializations/sdtm/packages/2023-07-06/datasetspecializations/KURIN","Potassium Concentration in Urine","['Potassium', 'K', 'Potassium Measurement']"
"BiomedicalConcept","Sodium Concentration in Urine","ebad3cf2-33b2-43bf-aec5-ca48833a26f0","BiomedicalConcept_13","/mdr/specializations/sdtm/packages/2023-12-12/datasetspecializations/SODIUMURIN","Sodium Concentration in Urine","['Sodium', 'NA', 'Sodium Measurement']"
"BiomedicalConcept","Systolic Blood Pressure","afd252a6-1238-449a-827e-1df317ee7991","BiomedicalConcept_14","/mdr/specializations/sdtm/packages/2023-12-12/datasetspecializations/SYSBP","Systolic Blood Pressure","['SYSBP', 'Systolic Blood Pressure']"
"BiomedicalConcept","Diastolic Blood Pressure","5595c2b1-d853-4f6f-b6be-3290612055f9","BiomedicalConcept_15","/mdr/specializations/sdtm/packages/2023-12-12/datasetspecializations/DIABP","Diastolic Blood Pressure","['DIABP', 'Diastolic Blood Pressure']"
"BiomedicalConcept","Heart Rate","04ae0035-75d1-46ca-9edd-366b40b4d3f7","BiomedicalConcept_16","/mdr/specializations/sdtm/packages/2023-12-12/datasetspecializations/HR","Heart Rate","['Heart Rate']"
"BiomedicalConcept","Systolic Blood Pressure","01bf413a-c6f8-4087-b2c1-caeffaf414bb","BiomedicalConcept_17","/mdr/specializations/sdtm/packages/2023-12-12/datasetspecializations/SYSBP","Systolic Blood Pressure","['SYSBP', 'Systolic Blood Pressure']"
"BiomedicalConcept","Diastolic Blood Pressure","d482bb32-a125-4d62-b1df-6bb9c006a659","BiomedicalConcept_18","/mdr/specializations/sdtm/packages/2023-12-12/datasetspecializations/DIABP","Diastolic Blood Pressure","['DIABP', 'Diastolic Blood Pressure']"
"BiomedicalConcept","Heart Rate","6fa6d4ea-f29d-4de4-8ea0-142997f3a0a6","BiomedicalConcept_19","/mdr/specializations/sdtm/packages/2023-12-12/datasetspecializations/HR","Heart Rate","['Heart Rate']"
