"instanceType","codeSystem","uuid:ID","id","decode","codeSystemVersion","code"
"Code","http://www.cdisc.org","f7308ea9-98e7-4e32-994c-8f86adde805f","Code_139","Safety Study","2023-12-15","C49667"
"Code","http://www.cdisc.org","a015a52b-00d1-43d3-b2be-631d3cb6ace8","Code_140","Pharmacokinetic Study","2023-12-15","C49663"
"Code","SPONSOR","bee4e01a-b757-40f7-8eba-e53e2ea3a1dd","Code_134","Mild to Moderate Alzheimer's Disease","12","MILD_MOD_ALZ"
"Code","SNOMED","f6e0cb22-f248-4874-9abb-620361ef6789","Code_135","Alzheimer's disease","January 31, 2018","26929004"
"Code","http://www.cdisc.org","3aaf3142-779a-4b0e-84e7-64e70d914289","Code_143","EXTENSION","2023-12-15","C99907x1"
"Code","http://www.cdisc.org","a681f953-e098-452b-b1bc-ca27e0b9dd7d","Code_144","ADAPTIVE","2023-12-15","C98704"
"Code","http://www.cdisc.org","c59ea0a3-f8cd-4ff9-ade2-f8b8a500fb0f","Code_141","Parallel Study","2023-12-15","C82639"
"Code","http://www.cdisc.org","9855383a-56f7-4d94-b85d-4137e90f460a","Code_83","Visit","2023-12-15","C25716"
"Code","http://www.cdisc.org","59241af9-c6c0-496a-9e4f-f2c819739d0e","Code_84","Clinic","2023-12-15","C51282"
"Code","http://www.cdisc.org","1eca7597-d8f3-4749-a590-6d2bff63ba52","Code_85","In Person","2023-12-15","C175574"
"Code","http://www.cdisc.org","f00cc97f-c464-48a1-ae71-4c792ceb3af3","Code_86","Visit","2023-12-15","C25716"
"Code","http://www.cdisc.org","123c8c55-d001-4e33-8c3b-5614451780fc","Code_87","Clinic","2023-12-15","C51282"
"Code","http://www.cdisc.org","27ef8bbb-c7f2-4645-9d89-35b53326176b","Code_88","In Person","2023-12-15","C175574"
"Code","http://www.cdisc.org","5c36a395-b25c-4664-9e3e-5c079621c613","Code_89","Visit","2023-12-15","C25716"
"Code","http://www.cdisc.org","1135a3f0-9d32-4c8e-b3f1-a25edb7dec6a","Code_90","Clinic","2023-12-15","C51282"
"Code","http://www.cdisc.org","ec680edb-783c-487c-97b0-d345286a6128","Code_91","In Person","2023-12-15","C175574"
"Code","http://www.cdisc.org","8900a98b-5943-4c0e-9e78-240a9be363ee","Code_92","Visit","2023-12-15","C25716"
"Code","http://www.cdisc.org","3e780848-1040-48b9-ba1c-b72e74c335cd","Code_93","Clinic","2023-12-15","C51282"
"Code","http://www.cdisc.org","3ebb0611-c01b-44a5-b4c8-705fdf8d6481","Code_94","In Person","2023-12-15","C175574"
"Code","http://www.cdisc.org","55e54c1e-8c65-4061-9cd6-d40e1d0c26ee","Code_95","Visit","2023-12-15","C25716"
"Code","http://www.cdisc.org","39c49934-0ced-41ff-a2af-07f0bfadd0a9","Code_96","Clinic","2023-12-15","C51282"
"Code","http://www.cdisc.org","bfa501f0-4cbf-4354-99cc-c918b52a430d","Code_97","In Person","2023-12-15","C175574"
"Code","http://www.cdisc.org","c4c5b068-6027-4b0e-905c-bc887de321a0","Code_98","Visit","2023-12-15","C25716"
"Code","http://www.cdisc.org","5cca2139-8489-4e77-ba30-751f9c9d5fee","Code_99","Clinic","2023-12-15","C51282"
"Code","http://www.cdisc.org","571898e8-2e1e-4ea1-918e-96680727f88d","Code_100","In Person","2023-12-15","C175574"
"Code","http://www.cdisc.org","115e2f52-20ed-4e42-83eb-547ed6458172","Code_101","Visit","2023-12-15","C25716"
"Code","http://www.cdisc.org","de70a45a-3afc-4ead-86b5-5af52844df57","Code_102","Clinic","2023-12-15","C51282"
"Code","http://www.cdisc.org","4111b173-f4d4-4379-926a-64286fcc5f12","Code_103","In Person","2023-12-15","C175574"
"Code","http://www.cdisc.org","338eb3bf-82cc-4f55-ba43-dc8ed8cdd02c","Code_104","Telephone Call","2023-12-15","C171537"
"Code","http://www.cdisc.org","485fdbbc-b49a-45af-9bb1-5ff7423a74bd","Code_105","Visit","2023-12-15","C25716"
"Code","http://www.cdisc.org","9bace5e4-0a57-4763-8905-0c3b91ad17c9","Code_106","Clinic","2023-12-15","C51282"
"Code","http://www.cdisc.org","941395dd-2785-487f-9f46-0a3681472237","Code_107","In Person","2023-12-15","C175574"
"Code","http://www.cdisc.org","186b1237-f307-4ace-8f0e-ad7934cd760c","Code_108","Telephone Call","2023-12-15","C171537"
"Code","http://www.cdisc.org","bc6d670d-66f8-41e2-b943-58ec7f97988f","Code_109","Visit","2023-12-15","C25716"
"Code","http://www.cdisc.org","15ee7d38-3e94-4247-9b24-b2ece2950447","Code_110","Clinic","2023-12-15","C51282"
"Code","http://www.cdisc.org","8cf36cff-c8c3-4d2d-ba46-c8dcd3e25bc5","Code_111","In Person","2023-12-15","C175574"
"Code","http://www.cdisc.org","ca6b4645-f642-4d91-b515-ad384b8ae0e6","Code_112","Telephone Call","2023-12-15","C171537"
"Code","http://www.cdisc.org","37f69c35-a02f-4394-bf8f-c8722b240a5c","Code_113","Visit","2023-12-15","C25716"
"Code","http://www.cdisc.org","55eb77fa-b06c-416b-a5e5-897e38883425","Code_114","Clinic","2023-12-15","C51282"
"Code","http://www.cdisc.org","8e70466d-42ed-4b19-aab8-fc6ae335c5a3","Code_115","In Person","2023-12-15","C175574"
"Code","http://www.cdisc.org","83047e5c-5a64-4a44-a2a9-622bdba69bde","Code_116","Telephone Call","2023-12-15","C171537"
"Code","http://www.cdisc.org","f1f6a4ef-17c4-42c1-9bd2-51fd9ebd5c1b","Code_117","Visit","2023-12-15","C25716"
"Code","http://www.cdisc.org","6e882223-ec42-4824-8369-66e256ad0379","Code_118","Clinic","2023-12-15","C51282"
"Code","http://www.cdisc.org","07a9b7c7-fdc4-4561-b19b-5796ea410123","Code_119","In Person","2023-12-15","C175574"
"Code","http://www.cdisc.org","e76f2e7b-f03a-4d5a-be24-0fc338fb6623","Code_120","Visit","2023-12-15","C25716"
"Code","http://www.cdisc.org","360a202d-3cf3-462e-849e-1888525de8c3","Code_121","Clinic","2023-12-15","C51282"
"Code","http://www.cdisc.org","35212244-1c58-4beb-8a29-cdfa2062fee7","Code_122","In Person","2023-12-15","C175574"
"Code","SNOMED","57b49349-4c17-4051-abab-efea98ceb16f","Code_80","CT of head without contrast","January 31, 2018","383371000119108"
"Code","SPONSOR","81fb2588-c40c-4786-bee3-9a1ae85718ea","Code_81","Subject Supine","12","123"
"Code","SPONSOR","e3f88a4d-2473-460e-b3a1-a9384e7fc876","Code_82","Subject Standing","12","124"
"Code","http://www.cdisc.org","9ecc2846-48f9-4ecb-81f9-a00386abb6a7","Code_429","Male","2023-12-15","C20197"
"Code","http://www.cdisc.org","0576eda3-95f6-408e-b3e9-cee8425ef2aa","Code_430","Female","2023-12-15","C16576"
"Code","http://www.cdisc.org","84a6fcfa-5bed-404f-a11a-6c079b86f625","Code_431","Sex","2023-12-15","C28421"
"Code","http://www.cdisc.org","a774550c-bd50-4b67-833a-f711b6e3aa88","Code_432","Sex","2023-12-15","C28421"
"Code","http://www.cdisc.org","c50c2a3b-7ab8-487f-a52e-edcb1b52b173","Code_433","Race","2023-12-15","C17049"
"Code","http://www.cdisc.org","3beaeb0b-7912-4bfe-b786-88c5e3b340f7","Code_434","Race","2023-12-15","C17049"
"Code","http://www.cdisc.org","d777f53a-993e-433c-b2a4-e9654cbf060f","Code_435","TEMP","2023-12-15","C174446"
"Code","http://www.cdisc.org","78a41807-6b5b-4413-a8f4-d743a347f134","Code_436","Clinical Test Result","2023-12-15","C77140"
"Code","http://www.cdisc.org","5af09adc-0d48-4706-be1c-e4fa25dbc1db","Code_437","Degree Celsius","2023-12-15","C42559"
"Code","http://www.cdisc.org","c537c86e-25f8-40c2-ab93-8e931c679ffb","Code_438","Degree Fahrenheit","2023-12-15","C44277"
"Code","http://www.cdisc.org","ee0be477-04f8-4a26-a3e3-a210dcbd259f","Code_439","Kelvin","2023-12-15","C42537"
"Code","http://www.cdisc.org","c44b4dc7-d640-4e98-8cb4-401dd9056eec","Code_440","Unit of Temperature","2023-12-15","C44276"
"Code","http://www.cdisc.org","f410b045-5cc8-43e9-b7f2-29b40f1f18fe","Code_441","Axilla","2023-12-15","C12674"
"Code","http://www.cdisc.org","7754aff7-d688-44ce-83ad-8216deb29e83","Code_442","Ear","2023-12-15","C12394"
"Code","http://www.cdisc.org","e8cc57dd-1160-4f30-a17d-85af0a2b529e","Code_443","Forehead","2023-12-15","C89803"
"Code","http://www.cdisc.org","6e19c89a-b264-4bb9-9e2f-055df85a9fc6","Code_444","Oral Cavity","2023-12-15","C12421"
"Code","http://www.cdisc.org","71679062-c361-427a-994a-5188e1d1ea92","Code_445","Rectum","2023-12-15","C12390"
"Code","http://www.cdisc.org","0497494a-b21f-4e96-bb8c-8fde9e361847","Code_446","Anatomic Site","2023-12-15","C13717"
"Code","http://www.cdisc.org","2500cac9-9d73-461b-972f-1659e1392925","Code_447","TEMP","2023-12-15","C174446"
"Code","http://www.cdisc.org","fd003139-1242-4994-a11c-aa51b0518c2d","Code_448","WEIGHT","2023-12-15","C25208"
"Code","http://www.cdisc.org","1fe4e9f5-a4f0-46c6-925b-0023c14ac58a","Code_449","Clinical Test Result","2023-12-15","C77140"
"Code","http://www.cdisc.org","167c69aa-b9cf-43d4-bb3f-c9cb3a70968c","Code_450","Pound","2023-12-15","C48531"
"Code","http://www.cdisc.org","5c61d207-62d5-4934-a904-687d9a01e383","Code_451","Gram","2023-12-15","C48155"
"Code","http://www.cdisc.org","61c6a8e7-f746-46d7-98aa-f778d1a27732","Code_452","Kilogram","2023-12-15","C28252"
"Code","http://www.cdisc.org","fe25a7f4-0d6a-48b4-aefa-adeec46b9781","Code_453","Unit of Weight","2023-12-15","C48208"
"Code","http://www.cdisc.org","e5426846-947a-42f6-98cf-0564393c91fa","Code_454","WEIGHT","2023-12-15","C25208"
"Code","http://www.cdisc.org","05eff570-fa31-47d5-8f79-8195689051f7","Code_455","HEIGHT","2023-12-15","C25347"
"Code","http://www.cdisc.org","8084804a-1144-4c28-aec8-33af91dac6a9","Code_456","Clinical Test Result","2023-12-15","C77140"
"Code","http://www.cdisc.org","da531486-eb27-44dd-8d45-5a3e537db014","Code_457","Centimeter","2023-12-15","C49668"
"Code","http://www.cdisc.org","ef70515d-2c8f-4bc7-a550-283dfa328c6e","Code_458","Inch","2023-12-15","C48500"
"Code","http://www.cdisc.org","be21a120-cbc6-4807-bf9c-1ffdd832eead","Code_459","Meter","2023-12-15","C41139"
"Code","http://www.cdisc.org","23cc4b37-e6f3-4545-94ce-36d45b7972a5","Code_460","Unit of Height","2023-12-15","C168688"
"Code","http://www.cdisc.org","6576efa0-9eb5-46f2-aa01-31836b015c85","Code_461","HEIGHT","2023-12-15","C25347"
"Code","http://www.cdisc.org","d7c46182-889a-4246-8f7c-8d2397ec5669","Code_462","ALT","2023-12-15","C64433"
"Code","http://www.cdisc.org","fc501b1f-5c62-4a65-93d4-f3febc9eebd6","Code_463","Laboratory Test Result","2023-12-15","C36292"
"Code","http://www.cdisc.org","d806e7a9-f92b-4308-9424-8d28fe850b60","Code_464","Unit per Liter","2023-12-15","C67456"
"Code","http://www.cdisc.org","61b3d657-b53b-48c7-bdb2-492923716348","Code_465","Microkatal per Liter","2023-12-15","C67397"
"Code","http://www.cdisc.org","6280246b-91fb-46f4-8333-e2983bff10ab","Code_466","International Unit per Liter","2023-12-15","C67376"
"Code","http://www.cdisc.org","69f388f3-bafb-4d8f-96dc-2630bde6b022","Code_467","Nanokatal per Liter","2023-12-15","C70510"
"Code","http://www.cdisc.org","0e1241ef-922a-4e39-997b-9d7a0e8f17d1","Code_468","Unit of Catalytic Activity Concentration","2023-12-15","C67365"
"Code","http://www.cdisc.org","893be561-b75c-4a2c-841a-f66cee2c1239","Code_469","Biospecimen Type","2023-12-15","C70713"
"Code","http://www.cdisc.org","d1bb4e5d-40e9-499a-943d-731e240c7679","Code_470","No","2023-12-15","C49487"
"Code","http://www.cdisc.org","bf3bc74a-de30-43f4-9fc9-47ba4f32f270","Code_471","Yes","2023-12-15","C49488"
"Code","http://www.cdisc.org","26a55d5f-35d1-4151-8625-5e151b5c07e0","Code_472","Laboratory Test Fasting Status","2023-12-15","C83309"
"Code","http://www.cdisc.org","0ea6cef9-f4e7-4431-b7ba-3a8d52f141f3","Code_473","ALT","2023-12-15","C64433"
"Code","http://www.cdisc.org","fb1b341e-340e-4a18-b995-aa3ede6b24cb","Code_474","ALB","2023-12-15","C64431"
"Code","http://www.cdisc.org","44ab87a3-26f4-45a0-8959-c70cecee4dd7","Code_475","Laboratory Test Result","2023-12-15","C36292"
"Code","http://www.cdisc.org","a0387696-2089-49c8-a51c-af95ad30aed8","Code_476","Biospecimen Type","2023-12-15","C70713"
"Code","http://www.cdisc.org","21264440-ef77-4bd1-805e-278b5093320f","Code_477","No","2023-12-15","C49487"
"Code","http://www.cdisc.org","39d8a2df-d39c-4b22-8787-24f3c19aebea","Code_478","Yes","2023-12-15","C49488"
"Code","http://www.cdisc.org","eedd773a-e689-4bea-99c0-6eaae709710f","Code_479","Laboratory Test Fasting Status","2023-12-15","C83309"
"Code","http://www.cdisc.org","2e8bb12b-e9dc-4577-bbc7-2dce3265996f","Code_480","ALB","2023-12-15","C64431"
"Code","http://www.cdisc.org","f716bd02-138a-4abc-8115-15704b992322","Code_481","ALP","2023-12-15","C64432"
"Code","http://www.cdisc.org","4d87b3d1-f635-4909-bc87-150cb4cdf1b2","Code_482","Laboratory Test Result","2023-12-15","C36292"
"Code","http://www.cdisc.org","c6abf614-2c88-47ab-822d-932f07839129","Code_483","Unit per Liter","2023-12-15","C67456"
"Code","http://www.cdisc.org","3d8b7d92-668a-475a-86dc-6d3e37743db5","Code_484","Microkatal per Liter","2023-12-15","C67397"
"Code","http://www.cdisc.org","16145432-ed36-4bf7-b3da-e60bab3829b9","Code_485","International Unit per Liter","2023-12-15","C67376"
"Code","http://www.cdisc.org","35a5c387-68f6-465a-9814-0d14033d6b13","Code_486","Unit of Catalytic Activity Concentration","2023-12-15","C67365"
"Code","http://www.cdisc.org","51d448c0-4446-48e4-90ad-c10fa5c289fc","Code_487","Biospecimen Type","2023-12-15","C70713"
"Code","http://www.cdisc.org","6a6218f9-5368-4470-8e81-61576b718629","Code_488","No","2023-12-15","C49487"
"Code","http://www.cdisc.org","c1cf7ae7-0ecd-4047-91e7-c02459a05096","Code_489","Yes","2023-12-15","C49488"
"Code","http://www.cdisc.org","21e437d9-1038-40e5-b2a5-2dc5e9c5b453","Code_490","Laboratory Test Fasting Status","2023-12-15","C83309"
"Code","http://www.cdisc.org","0c897e5b-53fb-4e21-b0b9-6cd193ef56f1","Code_491","ALP","2023-12-15","C64432"
"Code","http://www.cdisc.org","f8c4df34-6d4b-4415-88b8-ee267385ea38","Code_492","AST","2023-12-15","C64467"
"Code","http://www.cdisc.org","87e38e8e-dc2e-4333-af75-e32f10b8fa06","Code_493","Laboratory Test Result","2023-12-15","C36292"
"Code","http://www.cdisc.org","fc32a1e7-3709-438c-884b-a7ab4b61ad9b","Code_494","Unit per Liter","2023-12-15","C67456"
"Code","http://www.cdisc.org","6fc78dca-c211-4c53-b817-bf8acedbc942","Code_495","Microkatal per Liter","2023-12-15","C67397"
"Code","http://www.cdisc.org","09e7f86a-0efb-4a2b-ac9d-163c930fbeb8","Code_496","International Unit per Liter","2023-12-15","C67376"
"Code","http://www.cdisc.org","fddff0d2-0eed-4454-ba41-33ddbb7b53df","Code_497","Unit of Catalytic Activity Concentration","2023-12-15","C67365"
"Code","http://www.cdisc.org","e87fc676-237b-4c48-b994-d489b06c14c7","Code_498","Biospecimen Type","2023-12-15","C70713"
"Code","http://www.cdisc.org","749c1389-e94f-4e50-ad95-7bf6fa4ff76a","Code_499","No","2023-12-15","C49487"
"Code","http://www.cdisc.org","4ce2b875-b176-4bd8-8bac-09577b8e3e29","Code_500","Yes","2023-12-15","C49488"
"Code","http://www.cdisc.org","b0c4672f-66ce-4ea3-a583-2c3691008866","Code_501","Laboratory Test Fasting Status","2023-12-15","C83309"
"Code","http://www.cdisc.org","dd19cacd-ea4f-43c0-9cd5-31529ee21916","Code_502","AST","2023-12-15","C64467"
"Code","http://www.cdisc.org","39900900-41b1-4801-95cd-5c31d8bbc2c4","Code_503","CREAT","2023-12-15","C64547"
"Code","http://www.cdisc.org","d32efa01-56b9-46de-89d5-6c1efc1123ea","Code_504","Laboratory Test Result","2023-12-15","C36292"
"Code","http://www.cdisc.org","28683f74-0739-4562-bbf9-42729234bf5c","Code_505","Milligram per Deciliter","2023-12-15","C67015"
"Code","http://www.cdisc.org","3d3bfea0-08e5-4d9f-93a3-e3c5c3138815","Code_506","Microgram per Milliliter","2023-12-15","C64572"
"Code","http://www.cdisc.org","0fab1440-aa59-4897-8e70-24cc648c03ef","Code_507","Millimole per Liter","2023-12-15","C64387"
"Code","http://www.cdisc.org","59a918f2-4a4b-4d47-91bc-a1c279dbe94c","Code_508","Micromole per Liter","2023-12-15","C48508"
"Code","http://www.cdisc.org","0bfa3952-3aa9-4222-98fa-3f347f56ce57","Code_509","Unit of Concentration","2023-12-15","C48207"
"Code","http://www.cdisc.org","d348b3e4-8b4d-4a8d-9687-c9da0be4e32c","Code_510","Biospecimen Type","2023-12-15","C70713"
"Code","http://www.cdisc.org","c73bd83e-fba9-4451-8564-12b0762d37af","Code_511","No","2023-12-15","C49487"
"Code","http://www.cdisc.org","06fac636-22cd-410f-a2a4-159a1cdd1c1c","Code_512","Yes","2023-12-15","C49488"
"Code","http://www.cdisc.org","747fa380-05d4-4cfb-8b44-54efead632b7","Code_513","Laboratory Test Fasting Status","2023-12-15","C83309"
"Code","http://www.cdisc.org","93cb7e6e-e984-4fca-b726-3fd0484c4b43","Code_514","CREAT","2023-12-15","C64547"
"Code","http://www.cdisc.org","357e7f7b-5c73-4b25-a643-8ceba09fac57","Code_515","K","2023-12-15","C64853"
"Code","http://www.cdisc.org","b9089d76-241f-44bb-88dd-c107ed45fd2c","Code_516","Laboratory Test Result","2023-12-15","C36292"
"Code","http://www.cdisc.org","cca56ced-b1ac-43cb-8f62-0d5b1383fb61","Code_517","Milliequivalent per Liter","2023-12-15","C67474"
"Code","http://www.cdisc.org","77dd1a05-9634-423e-8cf1-65480505209f","Code_518","Milliequivalent per Deciliter","2023-12-15","C67473"
"Code","http://www.cdisc.org","595e9c75-798a-466d-933e-9befa86da8d5","Code_519","Millimole per Liter","2023-12-15","C64387"
"Code","http://www.cdisc.org","1213e541-a4ff-4fae-a910-66514c30226c","Code_520","Molarity Unit","2023-12-15","C64567"
"Code","http://www.cdisc.org","ad5a114d-9c36-4f32-8a07-e548eb013531","Code_521","Biospecimen Type","2023-12-15","C70713"
"Code","http://www.cdisc.org","12f4685e-d881-4eec-aa9c-f446bfb3707a","Code_522","No","2023-12-15","C49487"
"Code","http://www.cdisc.org","d2d613ff-01f3-4944-b7fe-8b2de916975f","Code_523","Yes","2023-12-15","C49488"
"Code","http://www.cdisc.org","db7a1552-4c59-41c7-b55e-0eb6ca4481cb","Code_524","Laboratory Test Fasting Status","2023-12-15","C83309"
"Code","http://www.cdisc.org","bd290b48-5008-46b7-a699-dcf442969576","Code_525","K","2023-12-15","C64853"
"Code","http://www.cdisc.org","af139c66-c6eb-43ea-83b7-a69e762dc3cb","Code_526","SODIUM","2023-12-15","C64809"
"Code","http://www.cdisc.org","9fd080b9-5b72-4f2c-ae5a-0d54f6e6be5a","Code_527","Laboratory Test Result","2023-12-15","C36292"
"Code","http://www.cdisc.org","e43ccee4-4eaf-443d-a3a3-095491deebbf","Code_528","Milliequivalent per Liter","2023-12-15","C67474"
"Code","http://www.cdisc.org","7470fed0-a07c-40ce-9623-365e532b812f","Code_529","Milliequivalent per Deciliter","2023-12-15","C67473"
"Code","http://www.cdisc.org","5d6ded9f-efb2-4773-9979-f67ed5592757","Code_530","Millimole per Liter","2023-12-15","C64387"
"Code","http://www.cdisc.org","d7a8ccde-0815-4986-b55f-579fe5c80729","Code_531","Molarity Unit","2023-12-15","C64567"
"Code","http://www.cdisc.org","308684fa-4f23-4a72-a8fa-492d7bbd5bb9","Code_532","Biospecimen Type","2023-12-15","C70713"
"Code","http://www.cdisc.org","c5bce4a3-f29c-49b3-9882-7560419b5116","Code_533","No","2023-12-15","C49487"
"Code","http://www.cdisc.org","55790245-2d5a-4331-b8b6-43aca439a47e","Code_534","Yes","2023-12-15","C49488"
"Code","http://www.cdisc.org","984e9d6b-51ae-42bd-8550-111c7ec5f673","Code_535","Laboratory Test Fasting Status","2023-12-15","C83309"
"Code","http://www.cdisc.org","021b7874-58e7-4ff6-be15-4b5f993fffd8","Code_536","SODIUM","2023-12-15","C64809"
"Code","http://www.cdisc.org","5412bf66-fe3d-489f-917a-620b396d812a","Code_537","HBA1C","2023-12-15","C64849"
"Code","http://www.cdisc.org","7d16a8b2-6a21-4bee-911b-5d0893ff3f52","Code_538","Laboratory Test Result","2023-12-15","C36292"
"Code","http://www.cdisc.org","84aab24e-733d-4112-b322-5874070f043b","Code_539","Gram per Deciliter","2023-12-15","C64783"
"Code","http://www.cdisc.org","2c2a111e-d509-49c4-8715-301321997c59","Code_540","LBORRESU","2023-12-15","No Concept Code"
"Code","http://www.cdisc.org","55e87d8c-a403-4d1d-897c-04a812cfd2b4","Code_541","Biospecimen Type","2023-12-15","C70713"
"Code","http://www.cdisc.org","5baedeb4-043c-47ae-887f-fc808b31fb90","Code_542","No","2023-12-15","C49487"
"Code","http://www.cdisc.org","a00e2be5-a36b-4722-b8b4-63ffe7f19c29","Code_543","Yes","2023-12-15","C49488"
"Code","http://www.cdisc.org","391549eb-ffb7-490f-83ba-11ab764edfd5","Code_544","Laboratory Test Fasting Status","2023-12-15","C83309"
"Code","http://www.cdisc.org","037f3ffb-0e99-4930-91ec-f7cfaa9a45aa","Code_545","HBA1C","2023-12-15","C64849"
"Code","http://www.cdisc.org","1238fa5a-7a6f-40b1-b96f-94c3bd88ae8e","Code_145","Adverse Event Verbatim Description","2023-12-15","C78541"
"Code","http://www.cdisc.org","26d543c5-acf2-46ee-9a66-70de85a82f72","Code_146","Adverse Event Dictionary Derived Term","2023-12-15","C83344"
"Code","http://www.cdisc.org","a7e10023-f8ac-435c-a861-0c1841cde957","Code_147","No","2023-12-15","C49487"
"Code","http://www.cdisc.org","3eef834e-f881-4fe7-a19c-6dd57104eda9","Code_148","Yes","2023-12-15","C49488"
"Code","http://www.cdisc.org","911783b2-4daf-4865-a7ef-47ce2762a537","Code_149","Adverse Event Pre-specified","2023-12-15","C87840"
"Code","http://www.cdisc.org","d88fa2a2-c4b1-4ab9-ab98-3e5d5dd5e4e0","Code_150","Adverse Event Location","2023-12-15","C83205"
"Code","http://www.cdisc.org","eacc498c-862c-479a-9d05-6517392f0480","Code_151","Severity of Adverse Event","2023-12-15","C53253"
"Code","http://www.cdisc.org","f95e805c-293a-4e91-a581-81ea0b0d6b95","Code_152","No","2023-12-15","C49487"
"Code","http://www.cdisc.org","3e1690a3-fe13-4f98-9019-1ae108f481a9","Code_153","Yes","2023-12-15","C49488"
"Code","http://www.cdisc.org","65d5b7f2-201e-4a72-b699-2a7ba49664d0","Code_154","Seriousness of Adverse Event","2023-12-15","C53252"
"Code","http://www.cdisc.org","426572ca-9616-47bf-aebf-72681824c4ef","Code_155","Adverse Event Action Taken with Study Treatment","2023-12-15","C83013"
"Code","http://www.cdisc.org","1b9436a2-d6c6-484b-bc5a-f7d8cf9108b8","Code_156","Other Actions taken in Response to Adverse Event","2023-12-15","C83109"
"Code","http://www.cdisc.org","4dc493aa-e1ed-4187-b8ad-4e4d2bc3568a","Code_157","Adverse Event Attribution to Product or Procedure","2023-12-15","C41358"
"Code","http://www.cdisc.org","9e6da4d7-8d07-4d7a-b4d7-a7ed83e16fab","Code_158","Adverse Event Relationship to Non Study Treatment","2023-12-15","C83210"
"Code","http://www.cdisc.org","ef092f68-54e9-4cfd-98c0-4bd114edbeb6","Code_159","Adverse Event Pattern","2023-12-15","C83208"
"Code","http://www.cdisc.org","0c95d7a2-3f1c-41d3-9772-61d47a60d2fc","Code_160","Adverse Event Outcome","2023-12-15","C49489"
"Code","http://www.cdisc.org","c24cd87b-ed9a-4630-b778-0dc8e5043bf9","Code_161","No","2023-12-15","C49487"
"Code","http://www.cdisc.org","53d15b9d-6148-4136-8e45-e231015ee808","Code_162","Yes","2023-12-15","C49488"
"Code","http://www.cdisc.org","ad882bab-4d15-4981-a3a0-5d5cae8f1131","Code_163","Adverse Event Involves Cancer","2023-12-15","C83211"
"Code","http://www.cdisc.org","cca26803-c2b5-4389-97f1-3165a06894bd","Code_164","No","2023-12-15","C49487"
"Code","http://www.cdisc.org","d849b042-021c-47f7-9e21-8f9e3b90bdd9","Code_165","Yes","2023-12-15","C49488"
"Code","http://www.cdisc.org","8a59f039-375f-4dfe-8cf5-a01e76a4ac42","Code_166","Adverse Event Seriousness Due to Congenital Anomaly","2023-12-15","C83117"
"Code","http://www.cdisc.org","4b06746c-a2df-46a3-89c0-4ed19676ad9d","Code_167","No","2023-12-15","C49487"
"Code","http://www.cdisc.org","f3e7e591-e59b-4c0b-9d80-3b9f579a4759","Code_168","Yes","2023-12-15","C49488"
"Code","http://www.cdisc.org","5ad91805-2f6f-41e5-a078-83e2e323a560","Code_169","Disabling Adverse Event","2023-12-15","C113380"
"Code","http://www.cdisc.org","dd929d25-66a5-430d-8e31-193a0d186adf","Code_170","No","2023-12-15","C49487"
"Code","http://www.cdisc.org","35a3f589-e5cd-43b2-8b47-f450d365c72b","Code_171","Yes","2023-12-15","C49488"
"Code","http://www.cdisc.org","8739894a-2b05-40a9-825b-53817e7375a2","Code_172","Death Related to Adverse Event","2023-12-15","C48275"
