"codeSystem","codeSystemVersion","decode","instanceType","uuid:ID","id","code"
"http://www.cdisc.org","2023-12-15","Visit","Code","4e5fb1ed-a932-45bb-b5b0-b0e141c79cee","Code_83","C25716"
"http://www.cdisc.org","2023-12-15","Clinic","Code","d0423090-a55f-4f04-89a3-378b6aed10df","Code_84","C51282"
"http://www.cdisc.org","2023-12-15","In Person","Code","97afd272-58ea-4d9c-81b7-289a503c90c5","Code_85","C175574"
"http://www.cdisc.org","2023-12-15","Visit","Code","77d53f3d-78e0-43e5-93e9-075d3c3bdf84","Code_86","C25716"
"http://www.cdisc.org","2023-12-15","Clinic","Code","fdb1201f-d14b-443f-a042-84e9a82f699d","Code_87","C51282"
"http://www.cdisc.org","2023-12-15","In Person","Code","d6afc6f3-bfa5-408b-b0e8-325d9fcc4cf6","Code_88","C175574"
"http://www.cdisc.org","2023-12-15","Visit","Code","86ccd951-5f42-4845-957e-86dfc101f2b4","Code_89","C25716"
"http://www.cdisc.org","2023-12-15","Clinic","Code","3c8e2bb3-8bab-4260-9f54-6e8056bf2051","Code_90","C51282"
"http://www.cdisc.org","2023-12-15","In Person","Code","41c8ee39-a385-4bd1-ba56-40b76f75be9d","Code_91","C175574"
"http://www.cdisc.org","2023-12-15","Visit","Code","4e94e19f-7c54-4544-bdcb-68ca7064e4e1","Code_92","C25716"
"http://www.cdisc.org","2023-12-15","Clinic","Code","f49674de-094e-4594-a8f1-28304523f67d","Code_93","C51282"
"http://www.cdisc.org","2023-12-15","In Person","Code","539609a9-b2ce-45a4-a936-0e3325b9b5e5","Code_94","C175574"
"http://www.cdisc.org","2023-12-15","Visit","Code","3697d126-72aa-494e-9ed3-e9552a6216c0","Code_95","C25716"
"http://www.cdisc.org","2023-12-15","Clinic","Code","3d098f27-afc6-4f7d-a9cf-18de9e34d9ea","Code_96","C51282"
"http://www.cdisc.org","2023-12-15","In Person","Code","73f5d1ad-3efe-489e-99c8-582ae1cca162","Code_97","C175574"
"http://www.cdisc.org","2023-12-15","Visit","Code","a4f6e528-d1ed-4d9a-ab7f-a4ce0861aa73","Code_98","C25716"
"http://www.cdisc.org","2023-12-15","Clinic","Code","77d419df-ac9b-40f7-af16-a57b61a16ddf","Code_99","C51282"
"http://www.cdisc.org","2023-12-15","In Person","Code","44b93ef4-cbad-4514-9b3a-aed36df34923","Code_100","C175574"
"http://www.cdisc.org","2023-12-15","Visit","Code","1e2e10ff-4a30-48de-b9c0-5c32ad6ddf49","Code_101","C25716"
"http://www.cdisc.org","2023-12-15","Clinic","Code","d28ab0b5-9915-4832-9a2e-c1e8885dd93f","Code_102","C51282"
"http://www.cdisc.org","2023-12-15","In Person","Code","5bdb0182-6246-4e9f-9e0c-6475ed9e03c7","Code_103","C175574"
"http://www.cdisc.org","2023-12-15","Telephone Call","Code","ba4f054d-15ec-403d-ae4d-416555cf8130","Code_104","C171537"
"http://www.cdisc.org","2023-12-15","Visit","Code","140a81cf-3538-4d4c-b8c4-a018c81377be","Code_105","C25716"
"http://www.cdisc.org","2023-12-15","Clinic","Code","e3a0c5a4-2147-4781-94fb-d280fedcc415","Code_106","C51282"
"http://www.cdisc.org","2023-12-15","In Person","Code","56b27550-1461-4499-ab2c-53765255d3d0","Code_107","C175574"
"http://www.cdisc.org","2023-12-15","Telephone Call","Code","c6d92f00-2997-41f5-af5d-f6d997cf7b3d","Code_108","C171537"
"http://www.cdisc.org","2023-12-15","Visit","Code","e1b82637-683b-49c7-a33d-83117e1654e6","Code_109","C25716"
"http://www.cdisc.org","2023-12-15","Clinic","Code","781e584a-d585-4830-bac0-bbc798b64bbf","Code_110","C51282"
"http://www.cdisc.org","2023-12-15","In Person","Code","4dbc63ea-84bf-4c53-8422-9881578211ba","Code_111","C175574"
"http://www.cdisc.org","2023-12-15","Telephone Call","Code","8fc48a74-fb07-4f0d-a007-340ad4c82237","Code_112","C171537"
"http://www.cdisc.org","2023-12-15","Visit","Code","16824b00-70a1-417c-8680-888b0f724e3b","Code_113","C25716"
"http://www.cdisc.org","2023-12-15","Clinic","Code","9c99b30b-de49-4281-9054-64db8f7d6f31","Code_114","C51282"
"http://www.cdisc.org","2023-12-15","In Person","Code","d5125d24-dc04-4c1a-acba-d467dca88a5f","Code_115","C175574"
"http://www.cdisc.org","2023-12-15","Telephone Call","Code","84e2687c-5f75-40be-ab37-477005d9297f","Code_116","C171537"
"http://www.cdisc.org","2023-12-15","Visit","Code","35491e49-4f8d-4cac-af73-d233399a9ab5","Code_117","C25716"
"http://www.cdisc.org","2023-12-15","Clinic","Code","81c416a7-b29a-4a92-9441-c0d80c1599a6","Code_118","C51282"
"http://www.cdisc.org","2023-12-15","In Person","Code","4eb5b8a3-fed2-4e68-ae4d-3761eeb26b21","Code_119","C175574"
"http://www.cdisc.org","2023-12-15","Visit","Code","c13bf35b-516c-4588-a437-46e391bada00","Code_120","C25716"
"http://www.cdisc.org","2023-12-15","Clinic","Code","b203f6ff-3ce9-4f47-b746-0bd5cd47bde3","Code_121","C51282"
"http://www.cdisc.org","2023-12-15","In Person","Code","364cc5a0-56e2-45e4-9525-c11961561723","Code_122","C175574"
"SNOMED","January 31, 2018","CT of head without contrast","Code","eb74016d-a6cd-40dc-9d9b-db57b660eb5e","Code_80","383371000119108"
"SPONSOR","12","Subject Supine","Code","f746e9bc-6d17-4909-99e6-8a187a4b6487","Code_81","123"
"SPONSOR","12","Subject Standing","Code","496cca0f-e121-4b14-ad1b-8917d56c7445","Code_82","124"
"http://www.cdisc.org","2023-12-15","Dictionary-derived Term","Code","b8781810-5b6b-4d5e-aaa9-5504bb1fab41","Code_429","C82977"
"http://www.cdisc.org","2023-12-15","Reported Event Term","Code","f45d7025-2cb8-4c0c-8a61-a7ba9ca6904d","Code_430","C82571"
"http://www.cdisc.org","2023-12-15","Observation Start Date Time","Code","43a53ff1-2df5-4978-ac08-56267a4b7643","Code_431","C82517"
"http://www.cdisc.org","2023-12-15","Informed Consent","Code","0844904c-8398-457b-808a-67b99d24baa3","Code_432","C16735"
"http://www.cdisc.org","2023-12-15","Male","Code","5aa55ffe-4571-4d3e-9fb1-42905b459104","Code_433","C20197"
"http://www.cdisc.org","2023-12-15","Female","Code","9c697b25-96ea-4fef-90a6-c0f3a83d4f18","Code_434","C16576"
"http://www.cdisc.org","2023-12-15","Sex","Code","e6997f1f-3914-4dcc-a22f-d4403eec6b8e","Code_435","C28421"
"http://www.cdisc.org","2023-12-15","Sex","Code","522d8689-67bf-426b-af2b-b6328ac31f3e","Code_436","C28421"
"http://www.cdisc.org","2023-12-15","Race","Code","a12700be-328a-407f-8e70-9f6e6a20faa4","Code_437","C17049"
"http://www.cdisc.org","2023-12-15","Race","Code","45c7ef31-f2cc-477d-b15e-1c794778dd9f","Code_438","C17049"
"http://www.cdisc.org","2023-12-15","TEMP","Code","821f3508-dff0-44b7-b2f3-403cc41148d4","Code_439","C174446"
"http://www.cdisc.org","2023-12-15","Clinical Test Result","Code","27b23bd8-e818-47f3-90a2-e2bb96e286a2","Code_440","C77140"
"http://www.cdisc.org","2023-12-15","Degree Celsius","Code","d58dd895-3662-4482-a723-8c0343519f68","Code_441","C42559"
"http://www.cdisc.org","2023-12-15","Degree Fahrenheit","Code","982b20cb-aff5-4976-919a-6ad803326d90","Code_442","C44277"
"http://www.cdisc.org","2023-12-15","Kelvin","Code","62e94540-aede-4306-b161-3c3e3b14cd6c","Code_443","C42537"
"http://www.cdisc.org","2023-12-15","Unit of Temperature","Code","70f9b2d3-4a9c-4c60-9c94-d9dc4af07377","Code_444","C44276"
"http://www.cdisc.org","2023-12-15","Axilla","Code","8cb06c7e-90fa-496e-a0dc-b2ce029f0f12","Code_445","C12674"
"http://www.cdisc.org","2023-12-15","Ear","Code","5fd0a833-b457-4917-8dcd-c35507739d79","Code_446","C12394"
"http://www.cdisc.org","2023-12-15","Forehead","Code","269dae4b-783a-436f-8ca1-f91a875e1afe","Code_447","C89803"
"http://www.cdisc.org","2023-12-15","Oral Cavity","Code","0a65e038-996d-4c91-bf4e-c19a40675bd0","Code_448","C12421"
"http://www.cdisc.org","2023-12-15","Rectum","Code","b81160a3-054b-4426-97d8-d121425c3056","Code_449","C12390"
"http://www.cdisc.org","2023-12-15","Anatomic Site","Code","e0785613-9822-404b-b193-b02cac4e24b4","Code_450","C13717"
"http://www.cdisc.org","2023-12-15","TEMP","Code","d843e6b4-b799-47ad-a897-2352521ea01d","Code_451","C174446"
"http://www.cdisc.org","2023-12-15","WEIGHT","Code","5abe8573-3c6a-40d4-aca0-770703bc0cd2","Code_452","C25208"
"http://www.cdisc.org","2023-12-15","Clinical Test Result","Code","22ad1614-8d9a-495e-825e-19c64bf1d16f","Code_453","C77140"
"http://www.cdisc.org","2023-12-15","Pound","Code","2093f2f2-b701-436f-968b-782ae6ee8a1c","Code_454","C48531"
"http://www.cdisc.org","2023-12-15","Gram","Code","b0221e1d-9218-4137-af8f-f28c74018e1d","Code_455","C48155"
"http://www.cdisc.org","2023-12-15","Kilogram","Code","ca0ea27d-c881-4032-81b3-ebe97fac3261","Code_456","C28252"
"http://www.cdisc.org","2023-12-15","Unit of Weight","Code","428893c7-64c4-41bf-8889-9c6903e9f0c6","Code_457","C48208"
"http://www.cdisc.org","2023-12-15","WEIGHT","Code","03d01272-14c8-4002-8d49-a6e65140ff63","Code_458","C25208"
"http://www.cdisc.org","2023-12-15","HEIGHT","Code","612950e9-621a-4ed5-b723-48362be989c4","Code_459","C25347"
"http://www.cdisc.org","2023-12-15","Clinical Test Result","Code","e5698486-59a2-4a63-94e0-e97f971705af","Code_460","C77140"
"http://www.cdisc.org","2023-12-15","Centimeter","Code","b91fde70-388e-48d6-9e6b-30d958fffc61","Code_461","C49668"
"http://www.cdisc.org","2023-12-15","Inch","Code","23df081b-7a45-4bcd-b8e9-a7dcd5cbd0c3","Code_462","C48500"
"http://www.cdisc.org","2023-12-15","Meter","Code","2eb4df06-41bb-42dd-a67e-1cd407108298","Code_463","C41139"
"http://www.cdisc.org","2023-12-15","Unit of Height","Code","2738576d-9730-4dcd-bca5-b710090eb40e","Code_464","C168688"
"http://www.cdisc.org","2023-12-15","HEIGHT","Code","5112c7ca-c90c-4582-91e9-729b923f81e7","Code_465","C25347"
"http://www.cdisc.org","2023-12-15","ALT","Code","0a76a89d-ce05-4b1c-b43e-44cbfeb4ad02","Code_466","C64433"
"http://www.cdisc.org","2023-12-15","Laboratory Test Result","Code","4201c7a4-5caf-4fb7-8b9b-d7470c89e688","Code_467","C36292"
"http://www.cdisc.org","2023-12-15","Unit per Liter","Code","1d6d6dc8-c228-4085-8d2d-15f994ead9cd","Code_468","C67456"
"http://www.cdisc.org","2023-12-15","Microkatal per Liter","Code","36ab55e0-4ef4-4d0f-810d-aed7f6125911","Code_469","C67397"
"http://www.cdisc.org","2023-12-15","International Unit per Liter","Code","73bcd3a4-1ec1-465d-8e73-d6f9123b24cd","Code_470","C67376"
"http://www.cdisc.org","2023-12-15","Nanokatal per Liter","Code","bfccd157-8e26-4147-a4a2-e6db26ce3004","Code_471","C70510"
"http://www.cdisc.org","2023-12-15","Unit of Catalytic Activity Concentration","Code","1a0697b1-54c0-4a81-b315-45dae6dfdc46","Code_472","C67365"
"http://www.cdisc.org","2023-12-15","Biospecimen Type","Code","62d606dc-fbf1-484b-9238-383f0ee0cb97","Code_473","C70713"
"http://www.cdisc.org","2023-12-15","No","Code","cebb6915-5ae9-4746-ba03-b0a2c292fc7d","Code_474","C49487"
"http://www.cdisc.org","2023-12-15","Yes","Code","429835c8-fef2-41d4-9f54-ac4c997438bf","Code_475","C49488"
"http://www.cdisc.org","2023-12-15","Laboratory Test Fasting Status","Code","66cee65e-2aca-47bc-af76-24af8fba336c","Code_476","C83309"
"http://www.cdisc.org","2023-12-15","ALT","Code","16d66e05-d2d1-4489-845d-6471be09453c","Code_477","C64433"
"http://www.cdisc.org","2023-12-15","ALB","Code","2b0168c1-a9ea-4ba8-92c8-ee456cf678e6","Code_478","C64431"
"http://www.cdisc.org","2023-12-15","Laboratory Test Result","Code","43971c16-5dbc-4f98-b658-ba98e105da8f","Code_479","C36292"
"http://www.cdisc.org","2023-12-15","Biospecimen Type","Code","3b2e9d43-2bda-4b51-ba03-b22a14c4efff","Code_480","C70713"
"http://www.cdisc.org","2023-12-15","No","Code","c73119b4-4687-4d13-b687-22bb63b9d2d0","Code_481","C49487"
"http://www.cdisc.org","2023-12-15","Yes","Code","ac57aee6-52eb-4428-b1d6-f2b9f37a52f1","Code_482","C49488"
"http://www.cdisc.org","2023-12-15","Laboratory Test Fasting Status","Code","d326e856-3329-426d-bcf5-ad207a5fb0e3","Code_483","C83309"
"http://www.cdisc.org","2023-12-15","ALB","Code","948aa046-5454-4429-a1de-92c55fdbf868","Code_484","C64431"
"http://www.cdisc.org","2023-12-15","ALP","Code","f220b1a9-6250-4e16-8455-cea5c21be4c7","Code_485","C64432"
"http://www.cdisc.org","2023-12-15","Laboratory Test Result","Code","99e04441-4c04-45f3-8c5a-90a32d425edb","Code_486","C36292"
"http://www.cdisc.org","2023-12-15","Unit per Liter","Code","a9150555-7dc3-40e9-9f15-e5e5af677f78","Code_487","C67456"
"http://www.cdisc.org","2023-12-15","Microkatal per Liter","Code","e7ac48b1-ca77-43fe-b3d9-8001cee70810","Code_488","C67397"
"http://www.cdisc.org","2023-12-15","International Unit per Liter","Code","08ab9b72-9adf-453c-9ec0-c75e140725d1","Code_489","C67376"
"http://www.cdisc.org","2023-12-15","Unit of Catalytic Activity Concentration","Code","7bac3d4b-2331-4658-ba2f-7d950a3576d4","Code_490","C67365"
"http://www.cdisc.org","2023-12-15","Biospecimen Type","Code","54f16098-12e3-4dc7-a1c9-845feb963ddb","Code_491","C70713"
"http://www.cdisc.org","2023-12-15","No","Code","1552a653-3cd9-4284-8d67-e694f0d019d2","Code_492","C49487"
"http://www.cdisc.org","2023-12-15","Yes","Code","62aec4e4-1931-44cb-be3c-fb4b1a33f3b7","Code_493","C49488"
"http://www.cdisc.org","2023-12-15","Laboratory Test Fasting Status","Code","777837e9-a2d6-4857-aadd-1ac2184aaf9e","Code_494","C83309"
"http://www.cdisc.org","2023-12-15","ALP","Code","f7252d72-baa1-4602-a384-2e72225da2cb","Code_495","C64432"
"http://www.cdisc.org","2023-12-15","AST","Code","851f5689-1145-437d-803b-149ded77e61e","Code_496","C64467"
"http://www.cdisc.org","2023-12-15","Laboratory Test Result","Code","23cd3dcc-3795-44d7-857d-001455a4f640","Code_497","C36292"
"http://www.cdisc.org","2023-12-15","Unit per Liter","Code","f6839219-5028-4258-bf3e-636f3a41fbef","Code_498","C67456"
"http://www.cdisc.org","2023-12-15","Microkatal per Liter","Code","cf95d457-5ea0-4adc-977e-581fa893ca4b","Code_499","C67397"
"http://www.cdisc.org","2023-12-15","International Unit per Liter","Code","67911708-eacf-4707-8ccc-574b2ca3cdab","Code_500","C67376"
"http://www.cdisc.org","2023-12-15","Unit of Catalytic Activity Concentration","Code","58829563-ddfe-48dd-ac0d-f7f7d179cfd2","Code_501","C67365"
"http://www.cdisc.org","2023-12-15","Biospecimen Type","Code","3cd0018b-c817-495f-b683-02034cff5813","Code_502","C70713"
"http://www.cdisc.org","2023-12-15","No","Code","92e81002-4fc1-4ea3-81cc-42b933c7c83e","Code_503","C49487"
"http://www.cdisc.org","2023-12-15","Yes","Code","7ed6d62e-01ad-4eb6-a19f-2bb8a4cc0b26","Code_504","C49488"
"http://www.cdisc.org","2023-12-15","Laboratory Test Fasting Status","Code","826c8a08-9d7b-47bc-b925-096ae7c72cbc","Code_505","C83309"
"http://www.cdisc.org","2023-12-15","AST","Code","530c010e-edae-4ec9-9b74-35e74286b450","Code_506","C64467"
"http://www.cdisc.org","2023-12-15","CREAT","Code","038991c2-645f-496f-817e-40974a6591e5","Code_507","C64547"
"http://www.cdisc.org","2023-12-15","Laboratory Test Result","Code","dbfb6080-29a7-44bd-8974-90876d9252d3","Code_508","C36292"
"http://www.cdisc.org","2023-12-15","Milligram per Deciliter","Code","99ded28f-1c5c-4199-9df9-64815412a614","Code_509","C67015"
"http://www.cdisc.org","2023-12-15","Microgram per Milliliter","Code","4ceeb6cd-97d5-4156-8262-334dc1175686","Code_510","C64572"
"http://www.cdisc.org","2023-12-15","Millimole per Liter","Code","86cd157f-b61c-4007-8558-97d3b85ef562","Code_511","C64387"
"http://www.cdisc.org","2023-12-15","Micromole per Liter","Code","43ec817f-f1e2-47b6-8c28-3e9a8ac74efa","Code_512","C48508"
"http://www.cdisc.org","2023-12-15","Unit of Concentration","Code","5c831c1f-9137-4d1b-8442-3d18b1bdb1d8","Code_513","C48207"
"http://www.cdisc.org","2023-12-15","Biospecimen Type","Code","d468a775-60e6-4f43-894d-ad2c884f303d","Code_514","C70713"
"http://www.cdisc.org","2023-12-15","No","Code","5ccf7675-1a37-426f-a324-37c3db4c4ccc","Code_515","C49487"
"http://www.cdisc.org","2023-12-15","Yes","Code","277af14e-28d7-4c95-a358-2c1cddc7bb28","Code_516","C49488"
"http://www.cdisc.org","2023-12-15","Laboratory Test Fasting Status","Code","8ba5b376-9a88-4d20-9e84-f4c269a3e5f7","Code_517","C83309"
"http://www.cdisc.org","2023-12-15","CREAT","Code","d429a89e-9050-4a5f-883b-f867809568e5","Code_518","C64547"
"http://www.cdisc.org","2023-12-15","K","Code","0f8a3a1f-5a76-4729-8f65-8c8914762d6b","Code_519","C64853"
"http://www.cdisc.org","2023-12-15","Laboratory Test Result","Code","8a987d9d-b90c-4bd3-ad21-37661eb45499","Code_520","C36292"
"http://www.cdisc.org","2023-12-15","Milliequivalent per Liter","Code","1ede285c-445f-4175-8768-3ce26de1bf16","Code_521","C67474"
"http://www.cdisc.org","2023-12-15","Milliequivalent per Deciliter","Code","8e40e20f-08c1-4cd1-b5e3-a28e43207182","Code_522","C67473"
"http://www.cdisc.org","2023-12-15","Millimole per Liter","Code","c796fdf7-a54e-4d0e-b763-bf22d1917fb4","Code_523","C64387"
"http://www.cdisc.org","2023-12-15","Molarity Unit","Code","7cb4c57e-b657-42c0-b240-e0ba217a6dd1","Code_524","C64567"
"http://www.cdisc.org","2023-12-15","Biospecimen Type","Code","22ce8ee8-aa33-4ca1-8cab-af604e020e76","Code_525","C70713"
"http://www.cdisc.org","2023-12-15","No","Code","79863c92-98bf-4c69-ba78-54d82289ca76","Code_526","C49487"
"http://www.cdisc.org","2023-12-15","Yes","Code","393db147-2355-4c18-bf3e-7f0fec902fb6","Code_527","C49488"
"http://www.cdisc.org","2023-12-15","Laboratory Test Fasting Status","Code","ba25149a-d880-4c06-b770-27e501a230e7","Code_528","C83309"
"http://www.cdisc.org","2023-12-15","K","Code","dc169043-66ab-41ce-9e27-8704513f041d","Code_529","C64853"
"http://www.cdisc.org","2023-12-15","SODIUM","Code","3025b37d-b324-46f4-817f-f6182ed94583","Code_530","C64809"
"http://www.cdisc.org","2023-12-15","Laboratory Test Result","Code","6e0a62f6-d824-47b6-98e3-50443ea79d3b","Code_531","C36292"
"http://www.cdisc.org","2023-12-15","Milliequivalent per Liter","Code","773a1117-9fe3-42a7-89eb-52073b8b0391","Code_532","C67474"
"http://www.cdisc.org","2023-12-15","Milliequivalent per Deciliter","Code","9ba9b711-4f02-4af5-86a1-9b7a01e14e09","Code_533","C67473"
"http://www.cdisc.org","2023-12-15","Millimole per Liter","Code","1ed67b7e-189f-45b5-a953-99d295055875","Code_534","C64387"
"http://www.cdisc.org","2023-12-15","Molarity Unit","Code","8c380349-91e4-4db8-a80c-41bd2f676e86","Code_535","C64567"
"http://www.cdisc.org","2023-12-15","Biospecimen Type","Code","c0c55893-a2f7-4dc4-a533-1cb07b8667f9","Code_536","C70713"
"http://www.cdisc.org","2023-12-15","No","Code","0023b1ca-27f4-4527-9a9b-487c64b05d56","Code_537","C49487"
"http://www.cdisc.org","2023-12-15","Yes","Code","2a382e27-fd95-4bf0-858e-7b53ef8683da","Code_538","C49488"
"http://www.cdisc.org","2023-12-15","Laboratory Test Fasting Status","Code","a339d886-7d05-4265-9810-c6d9731c7885","Code_539","C83309"
"http://www.cdisc.org","2023-12-15","SODIUM","Code","3d5f6352-e1d2-464b-9752-f8a4a1d99c71","Code_540","C64809"
"http://www.cdisc.org","2023-12-15","HBA1C","Code","30c01d1d-20e7-4959-a6e0-c87c8fbc7955","Code_541","C64849"
"http://www.cdisc.org","2023-12-15","Laboratory Test Result","Code","33ad7213-3a31-4a1c-b781-8b38d68094c3","Code_542","C36292"
"http://www.cdisc.org","2023-12-15","Gram per Deciliter","Code","966f1a62-c640-41f5-a5bc-96242b2cdcc5","Code_543","C64783"
"http://www.cdisc.org","2023-12-15","LBORRESU","Code","128a7287-5902-48fb-b989-af978fcd0ce0","Code_544","No Concept Code"
"http://www.cdisc.org","2023-12-15","Biospecimen Type","Code","929ca45e-5139-4875-827c-dcee37788c7f","Code_545","C70713"
"http://www.cdisc.org","2023-12-15","No","Code","94a67004-6433-42a7-9d8d-e8022100a55f","Code_546","C49487"
"http://www.cdisc.org","2023-12-15","Yes","Code","e62bb190-8dde-482d-ab65-7960e575a0d5","Code_547","C49488"
"http://www.cdisc.org","2023-12-15","Laboratory Test Fasting Status","Code","e9a7128d-2a46-4aef-8046-d3669f12af67","Code_548","C83309"
"http://www.cdisc.org","2023-12-15","HBA1C","Code","79d064c7-da95-4f29-b0bb-3086f393a207","Code_549","C64849"
"http://www.cdisc.org","2023-12-15","Adverse Event Verbatim Description","Code","31c9e8dc-bd45-4d9a-9e01-25eb2433a3ff","Code_145","C78541"
"http://www.cdisc.org","2023-12-15","Adverse Event Dictionary Derived Term","Code","98284be9-c7dc-4d0f-9713-0d69f933c2bc","Code_146","C83344"
"http://www.cdisc.org","2023-12-15","No","Code","f5cfde4d-0482-4387-8b10-7d6b3afcc915","Code_147","C49487"
"http://www.cdisc.org","2023-12-15","Yes","Code","00604815-b133-4362-b2de-bf728ee24edb","Code_148","C49488"
"http://www.cdisc.org","2023-12-15","Adverse Event Pre-specified","Code","9dd99843-dd1a-40a1-b713-c6296ccff441","Code_149","C87840"
"http://www.cdisc.org","2023-12-15","Adverse Event Location","Code","6f56333b-d28b-46b2-94dc-b7d5902cd5cd","Code_150","C83205"
"http://www.cdisc.org","2023-12-15","Severity of Adverse Event","Code","0fff69a1-2a3a-4a99-94b9-619663423400","Code_151","C53253"
"http://www.cdisc.org","2023-12-15","No","Code","28a734ff-181a-4020-bd5e-363a3196a23c","Code_152","C49487"
"http://www.cdisc.org","2023-12-15","Yes","Code","199b7aed-7b91-4f7e-afb2-2cb77a58d7ff","Code_153","C49488"
"http://www.cdisc.org","2023-12-15","Seriousness of Adverse Event","Code","9a49cdf8-cbd3-4c10-a039-0153cc38264b","Code_154","C53252"
"http://www.cdisc.org","2023-12-15","Adverse Event Action Taken with Study Treatment","Code","0ca12230-803f-4288-a7c9-b74e773708e3","Code_155","C83013"
"http://www.cdisc.org","2023-12-15","Other Actions taken in Response to Adverse Event","Code","69ab5672-a84d-49b4-91e8-fdb1c39bd474","Code_156","C83109"
"http://www.cdisc.org","2023-12-15","Adverse Event Attribution to Product or Procedure","Code","4c9eaa7c-700f-4ad2-bad3-14922679f5d8","Code_157","C41358"
"http://www.cdisc.org","2023-12-15","Adverse Event Relationship to Non Study Treatment","Code","85ce0ff2-4778-486d-82e7-1af03733672a","Code_158","C83210"
"http://www.cdisc.org","2023-12-15","Adverse Event Pattern","Code","8a52e650-1c3e-48c1-a9cf-5ec0fa4e2ea4","Code_159","C83208"
"http://www.cdisc.org","2023-12-15","Adverse Event Outcome","Code","eac19980-4801-4847-aebb-0829add43b9b","Code_160","C49489"
"http://www.cdisc.org","2023-12-15","No","Code","0efc3437-1b2a-477f-81bc-212638ae64ae","Code_161","C49487"
"http://www.cdisc.org","2023-12-15","Yes","Code","6ff17b49-dae4-44f5-9b95-333541e80c65","Code_162","C49488"
"http://www.cdisc.org","2023-12-15","Adverse Event Involves Cancer","Code","a54dc88d-3b77-4108-9dcf-5cf716d42da8","Code_163","C83211"
"http://www.cdisc.org","2023-12-15","No","Code","1684215c-77b9-4f0d-b2d1-81cec2a2cf2a","Code_164","C49487"
"http://www.cdisc.org","2023-12-15","Yes","Code","38065b19-d0b2-422e-ba43-435aab1f4607","Code_165","C49488"
"http://www.cdisc.org","2023-12-15","Adverse Event Seriousness Due to Congenital Anomaly","Code","88022676-abea-4a42-9f15-b3be4b8312af","Code_166","C83117"
"http://www.cdisc.org","2023-12-15","No","Code","6e478f24-82ee-4e30-be88-28927e4db89e","Code_167","C49487"
"http://www.cdisc.org","2023-12-15","Yes","Code","8e16b744-563b-4c54-b285-55b2dfec4061","Code_168","C49488"
