"name","uuid:ID","identifier","id","label","text","description","instanceType"
"EX03","75b1a24b-28af-4887-b311-44a9bf0e3854","11","EligibilityCriterion_11","Serious illness criteria","<p>Serious illness which required hospitalization within 3 months of screening.</p>","","EligibilityCriterion"
"EX04","8fa44462-4df1-4ecc-844c-4ec512279db7","12","EligibilityCriterion_12","Serious neurolocal conditions criteria","<p>Diagnosis of serious neurological conditions, including </p>
<ol style=""list-style-type: lower-alpha;"">
<li><p>Stroke or vascular dementia documented by clinical history and/or radiographic findings interpretable by the investigator as indicative of these disorders</p></li>
<li><p>Seizure disorder other than simple childhood febrile seizures</p></li>
<li><p>Severe head trauma resulting in protracted loss of consciousness within the last 5 years, or multiple episodes of head trauma</p></li>
<li><p>Parkinson's disease</p></li>
<li><p>Multiple sclerosis</p></li>
<li><p>Amyotrophic lateral sclerosis</p></li>
<li><p>Myasthenia gravis.</p></li>
</ol>","","EligibilityCriterion"
"EX05","696502a1-60a5-409f-848d-f68bbda198f9","13","EligibilityCriterion_13","Depression criteria","<p>Episode of depression meeting DSM-IV criteria within 3 months of screening.</p>","","EligibilityCriterion"
"EX06","cc3f1004-2493-4a59-bf8b-94007ccaf449","14","EligibilityCriterion_14","Schizophrenia, Bipolar, Ethanol or psychoactive abuse criteria","<p>A history within the last 5 years of the following:</p>
<ol style=""list-style-type: lower-alpha;"">
<li><p>Schizophrenia</p></li>
<li><p>Bipolar Disease</p></li>
<li><p>Ethanol or psychoactive drug abuse or dependence. </p></li>
</ol>","","EligibilityCriterion"
"EX07","b123608c-35f1-4d1e-ac90-8a38c19f1ab6","15","EligibilityCriterion_15","Syncope criteria","<p>A history of syncope within the last 5 years.</p>","","EligibilityCriterion"
"EX08","64ce70bb-968e-412e-b89b-c783d0486a0e","16b","EligibilityCriterion_16","ECG Criteria","<p>Evidence from ECG recording at screening of any of the following conditions :</p>
<ol style=""list-style-type: lower-alpha;"">
<li><p>Left bundle branch block</p></li>
<li><p>Bradycardia ≤50 beats per minute</p></li>
<li><p>Sinus pauses &gt;2 seconds</p></li>
<li><p>Second or third degree heart block unless treated with a pacemaker</p></li>
<li><p>Wolff-Parkinson-White syndrome</p></li>
<li><p>Sustained supraventricular tachyarrhythmia including SVT≥10 sec, atrial fibrillation, atrial flutter.</p></li>
<li><p>Ventricular tachycardia at a rate of ≥120 beats per minute lasting≥10 seconds.</p></li>
</ol>","","EligibilityCriterion"
"EX09","973c7e7f-f57a-4db0-b2bd-1a13cccbdcfb","17","EligibilityCriterion_17","Cardiovascular criteria","<p>A history within the last 5 years of a serious cardiovascular disorder, including</p>
<ol style=""list-style-type: lower-alpha;"">
<li><p>Clinically significant arrhythmia</p></li>
<li><p>Symptomatic sick sinus syndrome not treated with a pacemaker</p></li>
<li><p>Congestive heart failure refractory to treatment</p></li>
<li><p>Angina except angina controlled with PRN nitroglycerin</p></li>
<li><p>Resting heart rate &lt;50 or &gt;100 beats per minute, on physical exam</p></li>
<li><p>Uncontrolled hypertension.</p></li>
</ol>","","EligibilityCriterion"
"EX10","5c2c20db-8f13-4398-91ff-4abc24723757","18","EligibilityCriterion_18","Gastrointensinal criteria","<p>A history within the last 5 years of a serious gastrointestinal disorder, including </p>
<ol style=""list-style-type: lower-alpha;"">
<li><p>Chronic peptic/duodenal/gastric/esophageal ulcer that are untreated or refractory to treatment</p></li>
<li><p>Symptomatic diverticular disease</p></li>
<li><p>Inflammatory bowel disease</p></li>
<li><p>Pancreatitis</p></li>
<li><p>Hepatitis</p></li>
<li><p>Cirrhosis of the liver.</p></li>
</ol>","","EligibilityCriterion"
"EX11","a0f2bdac-645c-4e5b-9987-b06e893745aa","19","EligibilityCriterion_19","Endocrine criteria","<p>A history within the last 5 years of a serious endocrine disorder, including</p>
<ol style=""list-style-type: lower-alpha;"">
<li><p>Uncontrolled Insulin Dependent Diabetes Mellitus (IDDM)</p></li>
<li><p>Diabetic ketoacidosis</p></li>
<li><p>Untreated hyperthyroidism</p></li>
<li><p>Untreated hypothyroidism</p></li>
<li><p>Other untreated endocrinological disorder</p></li>
</ol>","","EligibilityCriterion"
"EX12","91668308-7625-4048-b83a-63964da08b2c","20","EligibilityCriterion_20","Resporatory criteria","<p> A history within the last 5 years of a serious respiratory disorder, including</p>
<ol style=""list-style-type: lower-alpha;"">
<li><p>Asthma with bronchospasm refractory to treatment</p></li>
<li><p>Decompensated chronic obstructive pulmonary disease.</p></li>
</ol>","","EligibilityCriterion"
"EX13","b56ff2a7-6edd-4221-b31c-78f4cb6ea801","21","EligibilityCriterion_21","Genitourinary criteria","<p>A history within the last 5 years of a serious genitourinary disorder, including</p>
<ol style=""list-style-type: lower-alpha;"">
<li><p>Renal failure</p></li>
<li><p>Uncontrolled urinary retention.</p></li>
</ol>","","EligibilityCriterion"
"EX14","4ebd81e2-dccb-4134-a2ac-05ab2ee027c7","22","EligibilityCriterion_22","Rheumatologic criteria","<p>A history within the last 5 years of a serious rheumatologic disorder, including</p>
<ol style=""list-style-type: lower-alpha;"">
<li><p>Lupus</p></li>
<li><p>Temporal arteritis</p></li>
<li><p>Severe rheumatoid arthritis.</p></li>
</ol>","","EligibilityCriterion"
"EX15","941645ed-f6a9-4332-9b24-815a13136f20","23","EligibilityCriterion_23","HIV criteria","<p>A known history of human immunodeficiency virus (HIV) within the last 5 years.</p>","","EligibilityCriterion"
"EX16","e4e100ba-3b2d-4514-89a9-0794a0dcaab9","24","EligibilityCriterion_24","Neurosyphilis, Meningitis,Encephalitis criteria","<p>A history within the last 5 years of a serious infectious disease including</p>
<ol style=""list-style-type: lower-alpha;"">
<li><p>a)  Neurosyphilis</p></li>
<li><p>b)  Meningitis</p></li>
<li><p>c)  Encephalitis.</p></li>
</ol>","","EligibilityCriterion"
"EX17","878ac96a-6504-4161-b444-ace0202984ba","25","EligibilityCriterion_25","Malignant disease criteria","<p>A history within the last 5 years of a primary or recurrent malignant disease with the exception of resected cutaneous squamous cell carcinoma in situ, basal cell carcinoma, cervical carcinoma in situ, or in situ prostate cancer with a normal PSA postresection.</p>","","EligibilityCriterion"
"EX18","18b02c7a-147f-40ee-b37a-2c944f788ba1","26","EligibilityCriterion_26","Ability to participate in study criteria","<p>Visual, hearing, or communication disabilities impairing the ability to participate in the study; (for example, inability to speak or understand English, illiteracy).</p>","","EligibilityCriterion"
"EX19","edfed93a-0d3a-401e-8164-5621aa2a115f","27b","EligibilityCriterion_27","Laboratory values criteria","<p>Laboratory test values exceeding the Lilly Reference Range III for the patient's age in any of the following analytes: ↑ creatinine, ↑ total bilirubin, ↑ SGOT, ↑ SGPT, ↑ alkaline phosphatase, ↑ GGT, ↑↓ hemoglobin, ↑↓ white blood cell count, ↑↓ platelet count, ↑↓ serum sodium, potassium, or calcium.</p>
<p>If values exceed these laboratory reference ranges, clinical significance will be judged by the monitoring physicians. If the monitoring physician determines that the deviation from the reference range is not clinically significant, the patient may be included in the study. This decision will be documented.</p>","","EligibilityCriterion"
"EX20","9fb75a97-d4ed-47ab-93b8-7ff6d1b10ec1","28b","EligibilityCriterion_28","Central laboratory values criteria","<p>Central laboratory test values below reference range for folate, and Vitamin B 12 , and outside reference range for thyroid function tests.</p>
<ol style=""list-style-type: lower-alpha;"">
  <li>
    <p>Folate reference range 2.0 to 25.0 ng/mL. Patients will be allowed to enroll if their folate levels are above the upper end of the range if patients are taking vitamin supplements.</p>
  </li>
  <li>
    <p>Vitamin B 12 reference range 130 to 900 pg/mL. Patients will be allowed to enroll if their B 12 levels are above the upper reference range if patients are taking oral vitamin supplements.</p>
  </li>
  <li>
    <p>Thyroid functions</p>
    <ol>
      <li>
        <p>Thyroid Uptake reference range 25 to 38%. Patients will be allowed to enroll with results of 23 to 51% provided the remainder of the thyroid profile is normal and there are no clinical signs or symptoms of thyroid abnormality.</p>
      </li>
      <li>
        <p>TSH reference range 0.32 to 5.0. Patients will be allowed to enroll with results of 0.03 to 6.2 if patients are taking stable doses of exogenous thyroid supplements, with normal free thyroid index, and show no clinical signs or symptoms of thyroid abnormality.</p>
      </li>
      <li>
        <p>Total T4 reference range 4.5 to 12.5. Patients will be allowed to enroll with results of 4.1 to 13.4 if patients are taking stable doses of exogenous thyroid hormone, with normal free thyroid index, and show no clinical signs or symptoms of thyroid abnormality.</p>
      </li>
      <li>
        <p>Free Thyroid Index reference range 1.1 to 4.6.</p>
      </li>
    </ol>
  </li>
</ol>","","EligibilityCriterion"
"EX21","6c73fee5-e422-42c3-b524-de81a6d11d23","29b","EligibilityCriterion_29","Syphilia criteria","<p>Positive syphilis screening.</p>
<p>Positive syphilis screening. As determined by positive RPR followed up by confirmatory FTA-Abs. Confirmed patients are excluded unless there is a documented medical history of an alternative disease (for example, yaws) which caused the lab abnormality.</p>","","EligibilityCriterion"
"EX22","5680e355-eeb7-45d6-8736-99ca9e73e2cd","30b","EligibilityCriterion_30","Hemoglobin criteria","<p>Glycosylated hemoglobin (A1C). Required only on patients with known diabetes mellitus or random blood sugar &gt;200 on screening labs. Patients will be excluded if levels are &gt;9.5%</p>","","EligibilityCriterion"
