"uuid:ID","code","id","codeSystemVersion","decode","instanceType","codeSystem"
"05888198-962a-4495-ace8-6189f8bf7e4f","C175574","Code_94","2023-12-15","In Person","Code","http://www.cdisc.org"
"9e0f1285-a097-4117-ae40-c4b5360a595e","C25716","Code_95","2023-12-15","Visit","Code","http://www.cdisc.org"
"fb3a3b3a-c639-4425-8599-44d43a99c4d7","C51282","Code_96","2023-12-15","Clinic","Code","http://www.cdisc.org"
"3bb7ce2b-85b8-40ea-b9eb-337edf05e5f3","C175574","Code_97","2023-12-15","In Person","Code","http://www.cdisc.org"
"ce32fa3d-9feb-4b17-b462-9563f907ca95","C25716","Code_98","2023-12-15","Visit","Code","http://www.cdisc.org"
"457cede2-c774-44d1-bf5e-ab2861b462a8","C51282","Code_99","2023-12-15","Clinic","Code","http://www.cdisc.org"
"d309dbc7-2d35-4db3-9ebd-4ab5d8c5e11b","C175574","Code_100","2023-12-15","In Person","Code","http://www.cdisc.org"
"81f6cb97-220a-4c30-a31a-da2bf726ffab","C25716","Code_101","2023-12-15","Visit","Code","http://www.cdisc.org"
"422122ea-1686-4f23-92dd-7d86edcfe189","C51282","Code_102","2023-12-15","Clinic","Code","http://www.cdisc.org"
"2f60f6d8-a4a2-40e8-a4a3-50c5d98054c5","C175574","Code_103","2023-12-15","In Person","Code","http://www.cdisc.org"
"03a98d75-2069-4b2f-881a-754990bf729d","C171537","Code_104","2023-12-15","Telephone Call","Code","http://www.cdisc.org"
"fdccb67a-87fe-42d3-95ff-83efe2f0b2d8","C25716","Code_105","2023-12-15","Visit","Code","http://www.cdisc.org"
"3c4cbb5a-db4b-4aac-af56-8deb26943f4a","C51282","Code_106","2023-12-15","Clinic","Code","http://www.cdisc.org"
"1ebc4fad-8813-4140-80e3-b97ef0ceb6cd","C175574","Code_107","2023-12-15","In Person","Code","http://www.cdisc.org"
"d9a16ecf-f36b-4fd2-bca7-a8338d182346","C171537","Code_108","2023-12-15","Telephone Call","Code","http://www.cdisc.org"
"7c4d06c1-69cf-4c5f-b9ac-0136862e7aaa","C25716","Code_109","2023-12-15","Visit","Code","http://www.cdisc.org"
"3313b7c7-ca8f-4c41-bd9e-9ee28b9704f6","C51282","Code_110","2023-12-15","Clinic","Code","http://www.cdisc.org"
"83b07f90-aba9-4b1f-8f3d-e0a5b173fad5","C175574","Code_111","2023-12-15","In Person","Code","http://www.cdisc.org"
"bb5f3905-3bbb-4441-b94c-e4229c9e57a4","C171537","Code_112","2023-12-15","Telephone Call","Code","http://www.cdisc.org"
"528ba820-df9d-474b-9364-ca443695b8d2","C25716","Code_113","2023-12-15","Visit","Code","http://www.cdisc.org"
"24b6a457-dbf0-4166-84f5-060341beeb30","C51282","Code_114","2023-12-15","Clinic","Code","http://www.cdisc.org"
"1ebd3b0e-eede-4bbf-a2cb-76fea27e93fe","C175574","Code_115","2023-12-15","In Person","Code","http://www.cdisc.org"
"ce652ea1-4710-4b4b-a6d6-9be76415ff2d","C171537","Code_116","2023-12-15","Telephone Call","Code","http://www.cdisc.org"
"0c535ecc-006c-4f43-80a1-976d7e166583","C25716","Code_117","2023-12-15","Visit","Code","http://www.cdisc.org"
"237d99a4-fff3-4dc2-81d0-d61913cd28d8","C51282","Code_118","2023-12-15","Clinic","Code","http://www.cdisc.org"
"126f1154-0ff6-4e24-a3e6-e5715b67bf33","C175574","Code_119","2023-12-15","In Person","Code","http://www.cdisc.org"
"f98146e5-8eb1-488c-961d-10127adee366","C25716","Code_120","2023-12-15","Visit","Code","http://www.cdisc.org"
"0a9a6b48-0629-44b2-9dcb-31505a36a0d1","C51282","Code_121","2023-12-15","Clinic","Code","http://www.cdisc.org"
"88e5d055-8c69-4cc6-9132-8537c93600a0","C175574","Code_122","2023-12-15","In Person","Code","http://www.cdisc.org"
"761c2c18-fb61-4976-8436-110afab1c14c","383371000119108","Code_80","January 31, 2018","CT of head without contrast","Code","SNOMED"
"d751e683-fff7-49be-bf4d-753e57ff9b56","123","Code_81","12","Subject Supine","Code","SPONSOR"
"13c5e804-6408-47f1-a6f9-406635b8284f","124","Code_82","12","Subject Standing","Code","SPONSOR"
"46160602-89e2-4e90-9dc1-94a5a069dbfd","C20197","Code_429","2023-12-15","Male","Code","http://www.cdisc.org"
"9b67e38a-c427-414c-9513-944c3f73b1f6","C16576","Code_430","2023-12-15","Female","Code","http://www.cdisc.org"
"f58b59e3-ce97-4b67-adef-b278143dac5a","C28421","Code_431","2023-12-15","Sex","Code","http://www.cdisc.org"
"38f178c9-6e07-4004-9697-0f0db6a60cc8","C28421","Code_432","2023-12-15","Sex","Code","http://www.cdisc.org"
"b46b947d-2dbf-4130-9479-072fff0fbf68","C17049","Code_433","2023-12-15","Race","Code","http://www.cdisc.org"
"43b30b09-38c8-4c4e-8905-e787c4a768d1","C17049","Code_434","2023-12-15","Race","Code","http://www.cdisc.org"
"9d349eac-01e7-4f6a-a0a7-514e6a06fa0f","C174446","Code_435","2023-12-15","TEMP","Code","http://www.cdisc.org"
"ccf6c6cf-a24d-43df-9381-830690bc5a2c","C77140","Code_436","2023-12-15","Clinical Test Result","Code","http://www.cdisc.org"
"79e1f441-17e9-4cb2-bf61-5ada7bcf4968","C42559","Code_437","2023-12-15","Degree Celsius","Code","http://www.cdisc.org"
"23613811-fa6f-4c87-8400-422ebf0d8674","C44277","Code_438","2023-12-15","Degree Fahrenheit","Code","http://www.cdisc.org"
"13012422-f30e-495e-a023-ff6d445e1d3e","C42537","Code_439","2023-12-15","Kelvin","Code","http://www.cdisc.org"
"1b4f2a87-21bb-4195-991f-a5254c0cece7","C44276","Code_440","2023-12-15","Unit of Temperature","Code","http://www.cdisc.org"
"45b49eba-3576-4ae6-ac8e-35b92299188d","C12674","Code_441","2023-12-15","Axilla","Code","http://www.cdisc.org"
"83426a0e-39b8-449f-9739-ce01de3c1e2f","C12394","Code_442","2023-12-15","Ear","Code","http://www.cdisc.org"
"623fa87f-b68a-49d4-9134-8e034238e2ec","C89803","Code_443","2023-12-15","Forehead","Code","http://www.cdisc.org"
"ed4bf6c3-7f40-42d4-9b63-ede8a62aaa19","C12421","Code_444","2023-12-15","Oral Cavity","Code","http://www.cdisc.org"
"eed33970-2578-46fd-8bb2-ae7b9e0ea3d5","C12390","Code_445","2023-12-15","Rectum","Code","http://www.cdisc.org"
"3aa24e89-4f60-4c18-9b0d-4a291988ddb4","C13717","Code_446","2023-12-15","Anatomic Site","Code","http://www.cdisc.org"
"42fdc0e2-4e3a-49f5-8f26-ac579d948bca","C174446","Code_447","2023-12-15","TEMP","Code","http://www.cdisc.org"
"18444bc7-831d-4c49-85da-89eb6fd9447d","C25208","Code_448","2023-12-15","WEIGHT","Code","http://www.cdisc.org"
"33a74c5f-3600-448e-87ac-bfea521f8bfe","C77140","Code_449","2023-12-15","Clinical Test Result","Code","http://www.cdisc.org"
"85711009-fac6-4698-ad8b-1afa47c0fdb5","C48531","Code_450","2023-12-15","Pound","Code","http://www.cdisc.org"
"e8aea61b-8cb2-4d16-9546-0bf5915ba99d","C48155","Code_451","2023-12-15","Gram","Code","http://www.cdisc.org"
"aa53279b-1197-4b0d-b1dd-640c28cd5681","C28252","Code_452","2023-12-15","Kilogram","Code","http://www.cdisc.org"
"4de70d2d-fb6e-48e4-854c-8eba5f3a49ba","C48208","Code_453","2023-12-15","Unit of Weight","Code","http://www.cdisc.org"
"b46b289e-97be-4ac2-8787-90740a452754","C25208","Code_454","2023-12-15","WEIGHT","Code","http://www.cdisc.org"
"c65c32fb-93ed-4b41-9048-94a2a8590eca","C25347","Code_455","2023-12-15","HEIGHT","Code","http://www.cdisc.org"
"e6f31166-422f-405d-9655-1bdf7373de06","C77140","Code_456","2023-12-15","Clinical Test Result","Code","http://www.cdisc.org"
"502b8c06-d0e3-4cb5-952f-450510943baf","C49668","Code_457","2023-12-15","Centimeter","Code","http://www.cdisc.org"
"05611af5-1665-4b29-a364-26767eef7cbf","C48500","Code_458","2023-12-15","Inch","Code","http://www.cdisc.org"
"10848d23-ac61-4917-9076-92709842f97a","C41139","Code_459","2023-12-15","Meter","Code","http://www.cdisc.org"
"09fa18b8-b49b-4abb-ac3f-e98e0846910a","C168688","Code_460","2023-12-15","Unit of Height","Code","http://www.cdisc.org"
"b37bb865-efa5-4ba5-a47e-8f92d74d8dff","C25347","Code_461","2023-12-15","HEIGHT","Code","http://www.cdisc.org"
"9e9a2719-8bff-4fff-88de-fd143e6c404a","C64433","Code_462","2023-12-15","ALT","Code","http://www.cdisc.org"
"52e077d9-efc0-42cd-9fa8-5d418a37e13d","C36292","Code_463","2023-12-15","Laboratory Test Result","Code","http://www.cdisc.org"
"7eaaa9e3-1aaf-4eec-b03a-480e75f2678d","C67456","Code_464","2023-12-15","Unit per Liter","Code","http://www.cdisc.org"
"dbca6bb4-a86c-42f5-88b3-3663fae401e8","C67397","Code_465","2023-12-15","Microkatal per Liter","Code","http://www.cdisc.org"
"155674e9-862f-427c-86b6-60b6358f60fd","C67376","Code_466","2023-12-15","International Unit per Liter","Code","http://www.cdisc.org"
"d631da2b-2389-4594-924f-9261b98b1228","C70510","Code_467","2023-12-15","Nanokatal per Liter","Code","http://www.cdisc.org"
"c685ff97-daa0-4ca8-8733-d64314d8b74e","C67365","Code_468","2023-12-15","Unit of Catalytic Activity Concentration","Code","http://www.cdisc.org"
"a577cbd7-3490-46ed-884b-3b12e8ed9bb8","C70713","Code_469","2023-12-15","Biospecimen Type","Code","http://www.cdisc.org"
"ea01ac3f-5eef-402e-8e71-87aef5c5bd23","C49487","Code_470","2023-12-15","No","Code","http://www.cdisc.org"
"ab09bbfc-62a9-4fa7-926b-b5c8f406e929","C49488","Code_471","2023-12-15","Yes","Code","http://www.cdisc.org"
"28f41dba-0ce6-43b1-8f33-501fdaeeda8f","C83309","Code_472","2023-12-15","Laboratory Test Fasting Status","Code","http://www.cdisc.org"
"d93294d3-51f5-4fb6-a4f3-4549403b579c","C64433","Code_473","2023-12-15","ALT","Code","http://www.cdisc.org"
"d036d481-76bb-4b63-a2cd-5a2d57bcbdce","C64431","Code_474","2023-12-15","ALB","Code","http://www.cdisc.org"
"a55872cf-3410-4b89-8471-365f845ac990","C36292","Code_475","2023-12-15","Laboratory Test Result","Code","http://www.cdisc.org"
"9f34ef6c-5cce-4f1e-b196-baf8760878a1","C70713","Code_476","2023-12-15","Biospecimen Type","Code","http://www.cdisc.org"
"4ea7de81-c645-4731-ba7e-46b1292ea99c","C49487","Code_477","2023-12-15","No","Code","http://www.cdisc.org"
"f4622ba4-facb-4a70-ab6c-e735a912fcef","C49488","Code_478","2023-12-15","Yes","Code","http://www.cdisc.org"
"63df2483-0e44-4769-85d4-c90677f3aa68","C83309","Code_479","2023-12-15","Laboratory Test Fasting Status","Code","http://www.cdisc.org"
"c75c1bba-295c-49f5-8d47-d0128d0e6786","C64431","Code_480","2023-12-15","ALB","Code","http://www.cdisc.org"
"d8b22945-296e-4cd4-a903-d8e8600e5718","C64432","Code_481","2023-12-15","ALP","Code","http://www.cdisc.org"
"3f89d899-a54f-4abc-b966-86653b870774","C36292","Code_482","2023-12-15","Laboratory Test Result","Code","http://www.cdisc.org"
"e6e37e62-0c47-46de-bcf2-93df7afac9f2","C67456","Code_483","2023-12-15","Unit per Liter","Code","http://www.cdisc.org"
"65a3d815-a74c-409e-a8d9-3f35f3e0cbdf","C67397","Code_484","2023-12-15","Microkatal per Liter","Code","http://www.cdisc.org"
"81e7b994-ede4-4fd6-943e-2eddbd258d01","C67376","Code_485","2023-12-15","International Unit per Liter","Code","http://www.cdisc.org"
"608186c8-4567-45bc-8538-619ea9a66c88","C67365","Code_486","2023-12-15","Unit of Catalytic Activity Concentration","Code","http://www.cdisc.org"
"bed48748-7b8f-421a-9202-1bdd89b34eac","C70713","Code_487","2023-12-15","Biospecimen Type","Code","http://www.cdisc.org"
"346299f6-b50c-487c-99b6-5453f50189d1","C49487","Code_488","2023-12-15","No","Code","http://www.cdisc.org"
"1177954a-7ff9-41c9-8413-8e93cf3623dc","C49488","Code_489","2023-12-15","Yes","Code","http://www.cdisc.org"
"9ceccdc0-c8bb-42af-b283-4563cde538ac","C83309","Code_490","2023-12-15","Laboratory Test Fasting Status","Code","http://www.cdisc.org"
"eb2bfb1e-27b3-42ba-a865-9194070fd5ba","C64432","Code_491","2023-12-15","ALP","Code","http://www.cdisc.org"
"95e5a201-979e-438e-8757-c59cd79a0c17","C64467","Code_492","2023-12-15","AST","Code","http://www.cdisc.org"
"46f38877-3724-4f77-8464-5163685c14b8","C36292","Code_493","2023-12-15","Laboratory Test Result","Code","http://www.cdisc.org"
"3cc3966a-c7d9-4994-a901-a6431f8c9978","C67456","Code_494","2023-12-15","Unit per Liter","Code","http://www.cdisc.org"
"c67147d2-c064-41bf-bb81-fe1633eb54c2","C67397","Code_495","2023-12-15","Microkatal per Liter","Code","http://www.cdisc.org"
"0b672d72-b743-49e3-986e-406671b39adf","C67376","Code_496","2023-12-15","International Unit per Liter","Code","http://www.cdisc.org"
"23c80f2a-134e-4cae-a541-61dbe410cb9e","C67365","Code_497","2023-12-15","Unit of Catalytic Activity Concentration","Code","http://www.cdisc.org"
"7e72ba35-54bb-48ed-b58b-ce553f155144","C70713","Code_498","2023-12-15","Biospecimen Type","Code","http://www.cdisc.org"
"23983320-3aef-446c-b7e0-384dcf94125b","C49487","Code_499","2023-12-15","No","Code","http://www.cdisc.org"
"d5c0ee0c-561a-4d91-9917-9b6c7da0f3a6","C49488","Code_500","2023-12-15","Yes","Code","http://www.cdisc.org"
"0769b58a-44b3-4c04-b0d0-46c6d4157524","C83309","Code_501","2023-12-15","Laboratory Test Fasting Status","Code","http://www.cdisc.org"
"747e07fc-4a7f-473e-8053-b6241bdede58","C64467","Code_502","2023-12-15","AST","Code","http://www.cdisc.org"
"aa5b80ac-4a63-4e8e-8926-741bf567f84b","C64547","Code_503","2023-12-15","CREAT","Code","http://www.cdisc.org"
"ba2a8db7-ad0c-412b-a536-546b3690da3c","C36292","Code_504","2023-12-15","Laboratory Test Result","Code","http://www.cdisc.org"
"29272fa4-07e6-4b7b-a85f-6fe891a89b8c","C67015","Code_505","2023-12-15","Milligram per Deciliter","Code","http://www.cdisc.org"
"1af529de-7ff1-40d1-b3da-44ab172bc727","C64572","Code_506","2023-12-15","Microgram per Milliliter","Code","http://www.cdisc.org"
"fe01870b-bcbe-4346-972b-f8e5b33c227d","C64387","Code_507","2023-12-15","Millimole per Liter","Code","http://www.cdisc.org"
"837123a4-d715-4562-b650-041430776098","C48508","Code_508","2023-12-15","Micromole per Liter","Code","http://www.cdisc.org"
"5e04d397-f3d7-4190-9868-c7d269dab622","C48207","Code_509","2023-12-15","Unit of Concentration","Code","http://www.cdisc.org"
"ca308c7a-01c8-4655-b67b-c3891d083732","C70713","Code_510","2023-12-15","Biospecimen Type","Code","http://www.cdisc.org"
"6fdf1c63-1289-43b5-a716-1af430a8a7d5","C49487","Code_511","2023-12-15","No","Code","http://www.cdisc.org"
"7063e61d-feff-4b21-9c0a-f31419759b65","C49488","Code_512","2023-12-15","Yes","Code","http://www.cdisc.org"
"dccb13bf-7ca6-487f-8d2f-02aa75bce4d4","C83309","Code_513","2023-12-15","Laboratory Test Fasting Status","Code","http://www.cdisc.org"
"045e3831-d3bc-4842-adeb-40bd15c826ca","C64547","Code_514","2023-12-15","CREAT","Code","http://www.cdisc.org"
"ba191b84-584a-4d66-b26d-f34f42887418","C64853","Code_515","2023-12-15","K","Code","http://www.cdisc.org"
"ab2dba41-5921-45d3-a82d-8bd7cf722779","C36292","Code_516","2023-12-15","Laboratory Test Result","Code","http://www.cdisc.org"
"0c333bf9-0659-4e54-a9a2-64ea45a30cae","C67474","Code_517","2023-12-15","Milliequivalent per Liter","Code","http://www.cdisc.org"
"ef5c9228-b158-4eb2-a783-0c065d85e6d2","C67473","Code_518","2023-12-15","Milliequivalent per Deciliter","Code","http://www.cdisc.org"
"63fdd709-46c4-45ba-b6f0-9a1c9765a14d","C64387","Code_519","2023-12-15","Millimole per Liter","Code","http://www.cdisc.org"
"4d660060-b374-43ab-b189-7341d9a6ae79","C64567","Code_520","2023-12-15","Molarity Unit","Code","http://www.cdisc.org"
"7dc74616-91f5-4350-8c41-36de0ec75e02","C70713","Code_521","2023-12-15","Biospecimen Type","Code","http://www.cdisc.org"
"5a6f2f30-42bd-4a80-8d9b-6aa88eb4ea00","C49487","Code_522","2023-12-15","No","Code","http://www.cdisc.org"
"4a599a00-fcd1-4802-a399-f14facc5339e","C49488","Code_523","2023-12-15","Yes","Code","http://www.cdisc.org"
"a6bb5233-691d-4387-b241-6a043b85f7ad","C83309","Code_524","2023-12-15","Laboratory Test Fasting Status","Code","http://www.cdisc.org"
"743953de-6f37-4c94-a506-a253aebe265d","C64853","Code_525","2023-12-15","K","Code","http://www.cdisc.org"
"07e3e536-147a-4455-b4eb-b2550dc76be3","C64809","Code_526","2023-12-15","SODIUM","Code","http://www.cdisc.org"
"8c792017-e600-4c69-9193-ce83900e6312","C36292","Code_527","2023-12-15","Laboratory Test Result","Code","http://www.cdisc.org"
"585e2843-8769-4be2-913b-9c484b484c6c","C67474","Code_528","2023-12-15","Milliequivalent per Liter","Code","http://www.cdisc.org"
"e96c2755-f9a0-4c9b-bd68-207a620b81e5","C67473","Code_529","2023-12-15","Milliequivalent per Deciliter","Code","http://www.cdisc.org"
"d071fdab-ce08-46ec-bb4d-f0b661fb0b12","C64387","Code_530","2023-12-15","Millimole per Liter","Code","http://www.cdisc.org"
"393bcbfe-629c-41aa-9dbf-b5c61d8c1fa1","C64567","Code_531","2023-12-15","Molarity Unit","Code","http://www.cdisc.org"
"0c72cbdf-3e38-4153-ad6f-a60b0327298e","C70713","Code_532","2023-12-15","Biospecimen Type","Code","http://www.cdisc.org"
"3fd17ccd-ba39-4f5b-ac57-966594d7564d","C49487","Code_533","2023-12-15","No","Code","http://www.cdisc.org"
"c1e90952-725b-44f5-917f-0b49e6bb6066","C49488","Code_534","2023-12-15","Yes","Code","http://www.cdisc.org"
"a97208e1-fff2-4c73-a6ec-4422489a685b","C83309","Code_535","2023-12-15","Laboratory Test Fasting Status","Code","http://www.cdisc.org"
"251266f0-152f-4aa2-b6ca-d514ef29101b","C64809","Code_536","2023-12-15","SODIUM","Code","http://www.cdisc.org"
"3bf5d76b-a7d6-4323-b8a3-7b4849deef1c","C64849","Code_537","2023-12-15","HBA1C","Code","http://www.cdisc.org"
"490a11c5-e92c-44c5-b073-0f65c3070d9e","C36292","Code_538","2023-12-15","Laboratory Test Result","Code","http://www.cdisc.org"
"625d18d7-b4d3-43e6-8a7d-2ebfd4b526c2","C64783","Code_539","2023-12-15","Gram per Deciliter","Code","http://www.cdisc.org"
"1edd4024-62cb-4d19-b1e6-4fdbfb5e6188","No Concept Code","Code_540","2023-12-15","LBORRESU","Code","http://www.cdisc.org"
"c3638791-bfc8-4d0a-bf2a-7e1f14843109","C70713","Code_541","2023-12-15","Biospecimen Type","Code","http://www.cdisc.org"
"e73e03ab-08f3-4775-8b96-b4bfe2c60f78","C49487","Code_542","2023-12-15","No","Code","http://www.cdisc.org"
"cd5b6e54-9f35-4dab-8727-7ed7b1602106","C49488","Code_543","2023-12-15","Yes","Code","http://www.cdisc.org"
"27576968-d494-4b05-b2b0-c1be0da13dd1","C83309","Code_544","2023-12-15","Laboratory Test Fasting Status","Code","http://www.cdisc.org"
"a3e4cde1-d7bd-4f51-b71a-39727f0e5174","C64849","Code_545","2023-12-15","HBA1C","Code","http://www.cdisc.org"
"8f77fdc3-67d9-4f0f-9c33-21412c26eaab","C78541","Code_145","2023-12-15","Adverse Event Verbatim Description","Code","http://www.cdisc.org"
"ce174161-922b-44ad-9c8a-b650ae8460e4","C83344","Code_146","2023-12-15","Adverse Event Dictionary Derived Term","Code","http://www.cdisc.org"
"5f00eda7-c136-4b96-869a-8e27650d146e","C49487","Code_147","2023-12-15","No","Code","http://www.cdisc.org"
"83ada112-8b9b-49e3-bca6-98617933aba1","C49488","Code_148","2023-12-15","Yes","Code","http://www.cdisc.org"
"fa883edb-7c6e-4fd8-95fc-77f0fdd38373","C87840","Code_149","2023-12-15","Adverse Event Pre-specified","Code","http://www.cdisc.org"
"f7e8c20e-48b8-4a42-8a34-218d947b5f6c","C83205","Code_150","2023-12-15","Adverse Event Location","Code","http://www.cdisc.org"
"5399b060-79b3-4410-a62a-379d877ee493","C53253","Code_151","2023-12-15","Severity of Adverse Event","Code","http://www.cdisc.org"
"b52d968e-a849-4261-8c6a-085a0c5e95ca","C49487","Code_152","2023-12-15","No","Code","http://www.cdisc.org"
"68049aa1-0554-4b18-a8eb-331ad77fdab8","C49488","Code_153","2023-12-15","Yes","Code","http://www.cdisc.org"
"8de5561f-db66-4e6f-af90-ab03d167aad1","C53252","Code_154","2023-12-15","Seriousness of Adverse Event","Code","http://www.cdisc.org"
"b3fdef11-44e5-4a86-a28c-c432b2ebfcf0","C83013","Code_155","2023-12-15","Adverse Event Action Taken with Study Treatment","Code","http://www.cdisc.org"
"9030922e-d94d-4002-9f18-c3a9fd83f37c","C83109","Code_156","2023-12-15","Other Actions taken in Response to Adverse Event","Code","http://www.cdisc.org"
"057d8ec0-993a-4698-b5b7-4a028b8e4dd9","C41358","Code_157","2023-12-15","Adverse Event Attribution to Product or Procedure","Code","http://www.cdisc.org"
"438b07d9-bd61-4f8e-8443-bc7f5a58eee4","C83210","Code_158","2023-12-15","Adverse Event Relationship to Non Study Treatment","Code","http://www.cdisc.org"
"4649e67c-bc18-47c3-948e-b8b33c121599","C83208","Code_159","2023-12-15","Adverse Event Pattern","Code","http://www.cdisc.org"
"9dae4b72-1205-4cca-ac5c-9b4a85bfb7ed","C49489","Code_160","2023-12-15","Adverse Event Outcome","Code","http://www.cdisc.org"
"e182428e-23e3-4382-b741-5e97680121ce","C49487","Code_161","2023-12-15","No","Code","http://www.cdisc.org"
"e057ba2b-e10c-4262-abc1-a9063ae5270e","C49488","Code_162","2023-12-15","Yes","Code","http://www.cdisc.org"
"37c94623-337f-4b2d-8049-be7f2cfbfef9","C83211","Code_163","2023-12-15","Adverse Event Involves Cancer","Code","http://www.cdisc.org"
"d30b57ae-6464-45cc-b394-3104b3f4a136","C49487","Code_164","2023-12-15","No","Code","http://www.cdisc.org"
"90dd64e5-6523-4a03-8640-264f86d1afe6","C49488","Code_165","2023-12-15","Yes","Code","http://www.cdisc.org"
"285b287e-2288-4e78-952e-7ea577911342","C83117","Code_166","2023-12-15","Adverse Event Seriousness Due to Congenital Anomaly","Code","http://www.cdisc.org"
"2d28eb7c-3cd4-45d3-a797-bfd9b227cff6","C49487","Code_167","2023-12-15","No","Code","http://www.cdisc.org"
"e67a82a4-316b-4a0b-b489-fd88158759d9","C49488","Code_168","2023-12-15","Yes","Code","http://www.cdisc.org"
"1c203f31-382f-44be-a50b-5433177a34c9","C113380","Code_169","2023-12-15","Disabling Adverse Event","Code","http://www.cdisc.org"
"6b00a8d5-e2d5-49f0-be38-c0726ad28bb6","C49487","Code_170","2023-12-15","No","Code","http://www.cdisc.org"
"7ca0b4d5-466e-448d-9728-f4434270dd5a","C49488","Code_171","2023-12-15","Yes","Code","http://www.cdisc.org"
"462e397a-9ff0-4206-be56-c1e9a2b2f769","C48275","Code_172","2023-12-15","Death Related to Adverse Event","Code","http://www.cdisc.org"
