"instanceType","code","id","codeSystem","codeSystemVersion","decode","uuid:ID"
"Code","C51282","Code_87","http://www.cdisc.org","2023-12-15","Clinic","e4358821-aae6-4cb6-9edd-a1daea2877d3"
"Code","C175574","Code_88","http://www.cdisc.org","2023-12-15","In Person","86bc34ce-6308-45b0-899d-b6fa34a4cef5"
"Code","C25716","Code_89","http://www.cdisc.org","2023-12-15","Visit","7038e060-5c24-4f68-94ff-bf10f8efd71c"
"Code","C51282","Code_90","http://www.cdisc.org","2023-12-15","Clinic","4f8d1b5c-bd89-4a50-b409-b7dbffbc9bba"
"Code","C175574","Code_91","http://www.cdisc.org","2023-12-15","In Person","47934efb-b24d-4d32-9103-b2b0c64d061e"
"Code","C25716","Code_92","http://www.cdisc.org","2023-12-15","Visit","7eed8f36-71c6-4171-a7bb-b072ae3b3a06"
"Code","C51282","Code_93","http://www.cdisc.org","2023-12-15","Clinic","422a8612-6109-4625-b69e-3e213e21835b"
"Code","C175574","Code_94","http://www.cdisc.org","2023-12-15","In Person","055b242b-4de9-456c-b5de-3fd523351b3d"
"Code","C25716","Code_95","http://www.cdisc.org","2023-12-15","Visit","da1091e7-57eb-43ab-b583-6847f44aad2f"
"Code","C51282","Code_96","http://www.cdisc.org","2023-12-15","Clinic","862071c8-2318-4623-990c-2545a72c89c5"
"Code","C175574","Code_97","http://www.cdisc.org","2023-12-15","In Person","1d4d00b7-a5c8-431f-bb4b-935204c7f02e"
"Code","C25716","Code_98","http://www.cdisc.org","2023-12-15","Visit","1a4f07db-83c3-40ac-ac44-b6997fd2089c"
"Code","C51282","Code_99","http://www.cdisc.org","2023-12-15","Clinic","2d5c0de0-7925-4217-90ff-0778ef4ed64e"
"Code","C175574","Code_100","http://www.cdisc.org","2023-12-15","In Person","3a5704dd-1d8f-49a2-b2cd-fa351667c587"
"Code","C25716","Code_101","http://www.cdisc.org","2023-12-15","Visit","50b3c28c-6282-4089-b540-35a041035e39"
"Code","C51282","Code_102","http://www.cdisc.org","2023-12-15","Clinic","5bf7d3a7-1d77-407a-9de8-14232d8b8494"
"Code","C175574","Code_103","http://www.cdisc.org","2023-12-15","In Person","6c1ceff6-0ca5-4cfa-92c0-b77dc267689b"
"Code","C171537","Code_104","http://www.cdisc.org","2023-12-15","Telephone Call","5464ff0c-15c4-4c2f-bf83-28a116c5040a"
"Code","C25716","Code_105","http://www.cdisc.org","2023-12-15","Visit","ed85a323-3d1b-40f3-843e-7420e9a0543f"
"Code","C51282","Code_106","http://www.cdisc.org","2023-12-15","Clinic","4fedf553-d07a-47fa-8e5f-ccd5472235e7"
"Code","C175574","Code_107","http://www.cdisc.org","2023-12-15","In Person","a126e1b8-dc39-4447-84d0-b79087282ce9"
"Code","C171537","Code_108","http://www.cdisc.org","2023-12-15","Telephone Call","5aa2576c-48e6-4f23-80c4-fa6ae1716110"
"Code","C25716","Code_109","http://www.cdisc.org","2023-12-15","Visit","75da4db0-407d-4b5c-bcc0-fcfcab59c78b"
"Code","C51282","Code_110","http://www.cdisc.org","2023-12-15","Clinic","627432ee-cce8-4766-99ff-0ece93bd9a8a"
"Code","C175574","Code_111","http://www.cdisc.org","2023-12-15","In Person","a5fa6397-c1a7-497c-8c01-89b78bf6f408"
"Code","C171537","Code_112","http://www.cdisc.org","2023-12-15","Telephone Call","b4089584-2641-4190-9202-791ad833e334"
"Code","C25716","Code_113","http://www.cdisc.org","2023-12-15","Visit","e0b2d174-05fb-43c9-81aa-c99a4270a29b"
"Code","C51282","Code_114","http://www.cdisc.org","2023-12-15","Clinic","0a1de77b-05b5-4f75-9d13-520918f65577"
"Code","C175574","Code_115","http://www.cdisc.org","2023-12-15","In Person","2f67da0d-eaf5-4992-8b88-6d421ccb515c"
"Code","C171537","Code_116","http://www.cdisc.org","2023-12-15","Telephone Call","63c11ec9-0ed1-4e82-80b7-29c2717654ad"
"Code","C25716","Code_117","http://www.cdisc.org","2023-12-15","Visit","b2db59e2-f3fc-4656-b537-c6d7016d41ae"
"Code","C51282","Code_118","http://www.cdisc.org","2023-12-15","Clinic","61e93ef9-2181-4867-818e-649ea01d133b"
"Code","C175574","Code_119","http://www.cdisc.org","2023-12-15","In Person","b6de86c4-1729-4511-acfd-141b207dfd9a"
"Code","C25716","Code_120","http://www.cdisc.org","2023-12-15","Visit","f7d5b4da-b924-4b14-9c10-05586e3ba7f9"
"Code","C51282","Code_121","http://www.cdisc.org","2023-12-15","Clinic","51b94976-5e43-47a2-8244-9505f4270cdf"
"Code","C175574","Code_122","http://www.cdisc.org","2023-12-15","In Person","2bd664e2-fad0-45ee-8a20-28b0b3fbd4dd"
"Code","383371000119108","Code_80","SNOMED","January 31, 2018","CT of head without contrast","ae3a4278-a525-4298-a093-ec675c297523"
"Code","123","Code_81","SPONSOR","12","Subject Supine","f4623e0a-5734-4d70-bd10-2362616b3411"
"Code","124","Code_82","SPONSOR","12","Subject Standing","b3b4e0ba-38ce-4c5a-a57c-4c85f76a32ef"
"Code","C82977","Code_429","http://www.cdisc.org","2023-12-15","Dictionary-derived Term","bc254c3e-2f16-4c26-a1fa-820cfc08b288"
"Code","C82571","Code_430","http://www.cdisc.org","2023-12-15","Reported Event Term","39aff48a-5e0e-482c-b092-62a4294faa83"
"Code","C82517","Code_431","http://www.cdisc.org","2023-12-15","Observation Start Date Time","4ca4f567-706f-4412-80c0-9dc8f5dde7c6"
"Code","C16735","Code_432","http://www.cdisc.org","2023-12-15","Informed Consent","186487e3-4438-4fba-961f-5375af054a39"
"Code","C20197","Code_433","http://www.cdisc.org","2023-12-15","Male","a5668d19-6726-4cf0-bcfe-e18fa0b2bda0"
"Code","C16576","Code_434","http://www.cdisc.org","2023-12-15","Female","976dddff-096f-4371-b1a3-0ed1a766fec4"
"Code","C28421","Code_435","http://www.cdisc.org","2023-12-15","Sex","494db773-e4bf-4a30-96fc-463e3d4a4c3e"
"Code","C28421","Code_436","http://www.cdisc.org","2023-12-15","Sex","342a8364-66aa-4935-9081-8eca236232d0"
"Code","C17049","Code_437","http://www.cdisc.org","2023-12-15","Race","b52a98f5-3b1c-4c50-9ca4-9be75e91ab15"
"Code","C17049","Code_438","http://www.cdisc.org","2023-12-15","Race","eb2be006-a78f-459c-9a51-53c13459e476"
"Code","C174446","Code_439","http://www.cdisc.org","2023-12-15","TEMP","6a238d3d-305a-4f96-8c3f-b441f39f91a7"
"Code","C77140","Code_440","http://www.cdisc.org","2023-12-15","Clinical Test Result","93da72d6-d039-4970-bdd3-8230c4ddfa9a"
"Code","C42559","Code_441","http://www.cdisc.org","2023-12-15","Degree Celsius","da67a4ef-867c-4bcd-ae14-0c7066c550d0"
"Code","C44277","Code_442","http://www.cdisc.org","2023-12-15","Degree Fahrenheit","7024bfe0-f34b-4468-a500-fe536a15d6e1"
"Code","C42537","Code_443","http://www.cdisc.org","2023-12-15","Kelvin","2dbd91bb-1432-45ce-9a43-34475a9f872e"
"Code","C44276","Code_444","http://www.cdisc.org","2023-12-15","Unit of Temperature","eb8daa2c-8337-4b7a-9d8e-a26cceb1e88f"
"Code","C12674","Code_445","http://www.cdisc.org","2023-12-15","Axilla","8459be30-e5bc-4eb2-a5cb-56a3cc71ca0b"
"Code","C12394","Code_446","http://www.cdisc.org","2023-12-15","Ear","13abaf1e-5297-4dde-81c5-84a048e0c540"
"Code","C89803","Code_447","http://www.cdisc.org","2023-12-15","Forehead","25fd794f-1952-4ace-a5d1-5fe3f4a03b70"
"Code","C12421","Code_448","http://www.cdisc.org","2023-12-15","Oral Cavity","5e83726a-f4a3-4453-9e54-383d6b669aac"
"Code","C12390","Code_449","http://www.cdisc.org","2023-12-15","Rectum","62097b9b-f57f-42bc-bd13-9c51cb976f95"
"Code","C13717","Code_450","http://www.cdisc.org","2023-12-15","Anatomic Site","9e0c456a-4b3b-4cab-89ea-ac1100e4a18f"
"Code","C174446","Code_451","http://www.cdisc.org","2023-12-15","TEMP","fd2965b5-221e-4886-86e9-a090bec83938"
"Code","C25208","Code_452","http://www.cdisc.org","2023-12-15","WEIGHT","47e34409-f98f-4cc7-ba89-2285a11d909a"
"Code","C77140","Code_453","http://www.cdisc.org","2023-12-15","Clinical Test Result","a5bb6b99-2645-4eab-9a1f-72dcc8e93766"
"Code","C48531","Code_454","http://www.cdisc.org","2023-12-15","Pound","72b424ab-2e39-4d4c-8bc9-e9c10549b6c4"
"Code","C48155","Code_455","http://www.cdisc.org","2023-12-15","Gram","92ba3f7c-6dc5-4062-a162-a2cf0c785271"
"Code","C28252","Code_456","http://www.cdisc.org","2023-12-15","Kilogram","72f4676f-01d6-4371-a6ad-7feee15bdae9"
"Code","C48208","Code_457","http://www.cdisc.org","2023-12-15","Unit of Weight","4771e6d1-ceaf-45cf-8166-f0c1f167687f"
"Code","C25208","Code_458","http://www.cdisc.org","2023-12-15","WEIGHT","22782e22-aad3-48b5-89e8-b20228b94d5c"
"Code","C25347","Code_459","http://www.cdisc.org","2023-12-15","HEIGHT","030551fa-770f-4da6-80cc-c3782ff3f625"
"Code","C77140","Code_460","http://www.cdisc.org","2023-12-15","Clinical Test Result","ebb4de9b-4d25-4049-8a6b-2ed9872f62e9"
"Code","C49668","Code_461","http://www.cdisc.org","2023-12-15","Centimeter","0c21d9c5-b661-456f-b75e-20867d316235"
"Code","C48500","Code_462","http://www.cdisc.org","2023-12-15","Inch","bb3c08fa-a64a-44c3-a9ff-4371ef3e037d"
"Code","C41139","Code_463","http://www.cdisc.org","2023-12-15","Meter","8f0b990b-7d5c-40c5-9823-4fdc04a8f9cd"
"Code","C168688","Code_464","http://www.cdisc.org","2023-12-15","Unit of Height","a4f27c5c-c920-4e04-93a6-5de40c8756d4"
"Code","C25347","Code_465","http://www.cdisc.org","2023-12-15","HEIGHT","633d0b08-c00f-4790-99d4-7debffe7a521"
"Code","C64433","Code_466","http://www.cdisc.org","2023-12-15","ALT","dc093c09-44ff-44e4-93d6-33d35cdadc8f"
"Code","C36292","Code_467","http://www.cdisc.org","2023-12-15","Laboratory Test Result","4c0c0c43-a2e3-4906-8071-31177f7b89e2"
"Code","C67456","Code_468","http://www.cdisc.org","2023-12-15","Unit per Liter","2658a199-a396-4b3e-b0cd-baa4a74af15d"
"Code","C67397","Code_469","http://www.cdisc.org","2023-12-15","Microkatal per Liter","6f5c0656-64ff-4b83-8a3b-6feb907b0e26"
"Code","C67376","Code_470","http://www.cdisc.org","2023-12-15","International Unit per Liter","99bafab5-830a-4585-af73-34f9874cf57d"
"Code","C70510","Code_471","http://www.cdisc.org","2023-12-15","Nanokatal per Liter","29fbeae0-2070-4460-8ecb-114ac9644596"
"Code","C67365","Code_472","http://www.cdisc.org","2023-12-15","Unit of Catalytic Activity Concentration","f5550303-bacd-4174-941e-a94b62db0921"
"Code","C70713","Code_473","http://www.cdisc.org","2023-12-15","Biospecimen Type","d486dbb6-6527-4e94-99b2-329c98356153"
"Code","C49487","Code_474","http://www.cdisc.org","2023-12-15","No","cad4b827-867c-42bf-8768-2472b5d82897"
"Code","C49488","Code_475","http://www.cdisc.org","2023-12-15","Yes","a360ed3e-00ec-4782-b09a-dd9789de37e3"
"Code","C83309","Code_476","http://www.cdisc.org","2023-12-15","Laboratory Test Fasting Status","bff994c8-0974-43c1-ad11-a556f787dcae"
"Code","C64433","Code_477","http://www.cdisc.org","2023-12-15","ALT","ac076011-25f7-47b4-87fb-103d53dbd16d"
"Code","C64431","Code_478","http://www.cdisc.org","2023-12-15","ALB","7cfeba82-2fa0-4505-a7c3-027a8b7c23ee"
"Code","C36292","Code_479","http://www.cdisc.org","2023-12-15","Laboratory Test Result","482fe944-4408-4a27-8e46-1546f60b823b"
"Code","C70713","Code_480","http://www.cdisc.org","2023-12-15","Biospecimen Type","5ccd61ac-0f72-4bc6-b0c1-8a4aaf761ce7"
"Code","C49487","Code_481","http://www.cdisc.org","2023-12-15","No","82ff716d-9e2c-480d-9f8a-f8d1a8770bba"
"Code","C49488","Code_482","http://www.cdisc.org","2023-12-15","Yes","fdea0e32-6f57-4c75-af8e-57f028e6d3f8"
"Code","C83309","Code_483","http://www.cdisc.org","2023-12-15","Laboratory Test Fasting Status","65f3a10d-92a3-408c-9f4f-fde3e1735dcd"
"Code","C64431","Code_484","http://www.cdisc.org","2023-12-15","ALB","56343167-fdbc-4e6f-98bc-1da4564806cc"
"Code","C64432","Code_485","http://www.cdisc.org","2023-12-15","ALP","44dbf382-71c5-488d-aa5f-6925ab96429c"
"Code","C36292","Code_486","http://www.cdisc.org","2023-12-15","Laboratory Test Result","eec24495-bf1b-41eb-ad14-9b39c6cf71f8"
"Code","C67456","Code_487","http://www.cdisc.org","2023-12-15","Unit per Liter","01c5e1c4-610d-4d34-bdc8-854d461da5da"
"Code","C67397","Code_488","http://www.cdisc.org","2023-12-15","Microkatal per Liter","fbeb0f5c-76e3-40b2-a25c-485409b625c3"
"Code","C67376","Code_489","http://www.cdisc.org","2023-12-15","International Unit per Liter","56fbb3f9-f9dc-494f-a251-b4abd9ec08de"
"Code","C67365","Code_490","http://www.cdisc.org","2023-12-15","Unit of Catalytic Activity Concentration","ada4ad56-f222-4e8a-8b47-b5d291990a1e"
"Code","C70713","Code_491","http://www.cdisc.org","2023-12-15","Biospecimen Type","f6329c6d-17eb-40f7-a12b-a9b1bbd42ec3"
"Code","C49487","Code_492","http://www.cdisc.org","2023-12-15","No","cbf928cb-a46d-4d63-9f4e-9a3cca18cd16"
"Code","C49488","Code_493","http://www.cdisc.org","2023-12-15","Yes","0ab5b00d-b8e5-4c15-b095-34419f6ecef1"
"Code","C83309","Code_494","http://www.cdisc.org","2023-12-15","Laboratory Test Fasting Status","7b0cf9cf-1d00-4f9f-8ef3-32e6169c9631"
"Code","C64432","Code_495","http://www.cdisc.org","2023-12-15","ALP","a0179e6d-ad1b-400b-8df7-aabf3794bc75"
"Code","C64467","Code_496","http://www.cdisc.org","2023-12-15","AST","8ff8dcee-e230-4d8b-9181-410a3851b072"
"Code","C36292","Code_497","http://www.cdisc.org","2023-12-15","Laboratory Test Result","e58c6afe-dd2f-4a53-8a45-4457d6303cea"
"Code","C67456","Code_498","http://www.cdisc.org","2023-12-15","Unit per Liter","8e7e55d3-d8bf-461f-bbf3-71d11a515036"
"Code","C67397","Code_499","http://www.cdisc.org","2023-12-15","Microkatal per Liter","98aa59cf-a291-4a47-9da9-a1744023ad78"
"Code","C67376","Code_500","http://www.cdisc.org","2023-12-15","International Unit per Liter","4d7f8f58-a806-40a5-8f95-abcc6941b9dc"
"Code","C67365","Code_501","http://www.cdisc.org","2023-12-15","Unit of Catalytic Activity Concentration","db9c531a-ef83-4876-a19c-84e12ede1d51"
"Code","C70713","Code_502","http://www.cdisc.org","2023-12-15","Biospecimen Type","84a41521-0333-4ed7-adf2-ab96024bdc2a"
"Code","C49487","Code_503","http://www.cdisc.org","2023-12-15","No","9e36d305-a968-400c-82ac-346a5ad5ddc2"
"Code","C49488","Code_504","http://www.cdisc.org","2023-12-15","Yes","34eb7cf8-d64c-4eb3-8c54-c4be1fd3b392"
"Code","C83309","Code_505","http://www.cdisc.org","2023-12-15","Laboratory Test Fasting Status","4ff9c89f-5625-4552-88cb-b2783350d773"
"Code","C64467","Code_506","http://www.cdisc.org","2023-12-15","AST","8c5b112c-8dad-469a-88d3-c6355aa3aba7"
"Code","C64547","Code_507","http://www.cdisc.org","2023-12-15","CREAT","071a4750-b3c0-4d6e-a379-49b85cc78781"
"Code","C36292","Code_508","http://www.cdisc.org","2023-12-15","Laboratory Test Result","82e4daad-6e12-4961-9888-24ce0523dd1a"
"Code","C67015","Code_509","http://www.cdisc.org","2023-12-15","Milligram per Deciliter","35807294-09e0-41d5-817a-a85c48ce173f"
"Code","C64572","Code_510","http://www.cdisc.org","2023-12-15","Microgram per Milliliter","8cfe83ae-fda5-4f51-9213-57c67cee63b8"
"Code","C64387","Code_511","http://www.cdisc.org","2023-12-15","Millimole per Liter","fdc538b3-cdce-4e89-af83-f205a0b8bb6a"
"Code","C48508","Code_512","http://www.cdisc.org","2023-12-15","Micromole per Liter","3e7dd74d-5592-4699-b27a-aeadd10e5e33"
"Code","C48207","Code_513","http://www.cdisc.org","2023-12-15","Unit of Concentration","526671af-9d89-4ea8-bc2f-610f727fe4bd"
"Code","C70713","Code_514","http://www.cdisc.org","2023-12-15","Biospecimen Type","714de41a-affc-4a82-afe8-67501c91f08c"
"Code","C49487","Code_515","http://www.cdisc.org","2023-12-15","No","dac7e65d-a1fa-43b9-88bb-7beb3428d868"
"Code","C49488","Code_516","http://www.cdisc.org","2023-12-15","Yes","1e514143-d181-4fa0-ae7c-91981fb5e532"
"Code","C83309","Code_517","http://www.cdisc.org","2023-12-15","Laboratory Test Fasting Status","d74b2e4e-8b91-4d9b-94ce-a0b6c1f6b2d5"
"Code","C64547","Code_518","http://www.cdisc.org","2023-12-15","CREAT","599eff5f-8a17-4813-af39-54a365fecef3"
"Code","C64853","Code_519","http://www.cdisc.org","2023-12-15","K","631c5dea-a40e-48e9-9e47-f2e7f6003d88"
"Code","C36292","Code_520","http://www.cdisc.org","2023-12-15","Laboratory Test Result","206e4589-976c-4eca-983b-33822c6a8641"
"Code","C67474","Code_521","http://www.cdisc.org","2023-12-15","Milliequivalent per Liter","45e20a35-6f9a-4e79-8e6f-a230515ba81d"
"Code","C67473","Code_522","http://www.cdisc.org","2023-12-15","Milliequivalent per Deciliter","d4dca1a8-cfd3-4827-8878-fcda51d1b5b7"
"Code","C64387","Code_523","http://www.cdisc.org","2023-12-15","Millimole per Liter","84e94955-2a72-4ecc-8b02-98549aa884b4"
"Code","C64567","Code_524","http://www.cdisc.org","2023-12-15","Molarity Unit","8962076d-031c-468f-95cd-6ad9842dde31"
"Code","C70713","Code_525","http://www.cdisc.org","2023-12-15","Biospecimen Type","5cbb15da-10c1-4830-b4b9-217ce25c84ab"
"Code","C49487","Code_526","http://www.cdisc.org","2023-12-15","No","3ee9478b-8797-4257-92dd-ec6a65b40d5d"
"Code","C49488","Code_527","http://www.cdisc.org","2023-12-15","Yes","c8a0e4ae-14c3-4400-95b5-3b8d1cb71292"
"Code","C83309","Code_528","http://www.cdisc.org","2023-12-15","Laboratory Test Fasting Status","646459e3-6372-487a-ba58-f6ec745faf31"
"Code","C64853","Code_529","http://www.cdisc.org","2023-12-15","K","6f168d0f-bcff-4d67-9fcb-15b8c7ef1d19"
"Code","C64809","Code_530","http://www.cdisc.org","2023-12-15","SODIUM","4e082319-14f5-473d-8755-a23f78a5a389"
"Code","C36292","Code_531","http://www.cdisc.org","2023-12-15","Laboratory Test Result","d1da22fc-3be7-4767-8e8a-878618c6c1c4"
"Code","C67474","Code_532","http://www.cdisc.org","2023-12-15","Milliequivalent per Liter","e7132309-a2b0-4a4e-b49d-fb9c6b918c7a"
"Code","C67473","Code_533","http://www.cdisc.org","2023-12-15","Milliequivalent per Deciliter","06a4c5c6-7f11-459b-bff8-10c84db555c6"
"Code","C64387","Code_534","http://www.cdisc.org","2023-12-15","Millimole per Liter","ffcdf8fe-2a00-48fa-a496-fed46b20b916"
"Code","C64567","Code_535","http://www.cdisc.org","2023-12-15","Molarity Unit","920a6fd1-64d8-4e28-b8f5-035c25b96abc"
"Code","C70713","Code_536","http://www.cdisc.org","2023-12-15","Biospecimen Type","383f9112-0be9-4b28-8ed6-79a4c7b71986"
"Code","C49487","Code_537","http://www.cdisc.org","2023-12-15","No","152b6f30-a410-40e6-a400-feed09090f99"
"Code","C49488","Code_538","http://www.cdisc.org","2023-12-15","Yes","c28d2114-0e96-4f16-97d3-21bd630dd6a8"
"Code","C83309","Code_539","http://www.cdisc.org","2023-12-15","Laboratory Test Fasting Status","4bac3904-75f7-4d6f-b643-f0ef6156d994"
"Code","C64809","Code_540","http://www.cdisc.org","2023-12-15","SODIUM","88bd1e35-ee78-46ad-ab41-885c5da8d3db"
"Code","C64849","Code_541","http://www.cdisc.org","2023-12-15","HBA1C","dd54cddc-ae21-40e0-9453-11409637bd0b"
"Code","C36292","Code_542","http://www.cdisc.org","2023-12-15","Laboratory Test Result","c1bf70b7-448a-4477-8582-d4eff0b03935"
"Code","C64783","Code_543","http://www.cdisc.org","2023-12-15","Gram per Deciliter","c94bcca8-872e-473f-a25f-8816a4bb53da"
"Code","No Concept Code","Code_544","http://www.cdisc.org","2023-12-15","LBORRESU","da9ce693-ac15-42bb-8e4f-a0858346e925"
"Code","C70713","Code_545","http://www.cdisc.org","2023-12-15","Biospecimen Type","72516b2d-06a2-4cf3-ac20-7f66e68802d6"
"Code","C49487","Code_546","http://www.cdisc.org","2023-12-15","No","b385c532-113c-4715-b60e-a31c270de949"
"Code","C49488","Code_547","http://www.cdisc.org","2023-12-15","Yes","3d3a7844-56f4-4139-aa6c-d9862da36e65"
"Code","C83309","Code_548","http://www.cdisc.org","2023-12-15","Laboratory Test Fasting Status","1c78b491-41ea-444f-9214-9aaa02b0c72b"
"Code","C64849","Code_549","http://www.cdisc.org","2023-12-15","HBA1C","151adf07-5867-4fb8-a70d-cbe7fef7fc6c"
"Code","C78541","Code_145","http://www.cdisc.org","2023-12-15","Adverse Event Verbatim Description","deaa8b89-55b6-4958-8fc2-ccc806e5cb94"
"Code","C83344","Code_146","http://www.cdisc.org","2023-12-15","Adverse Event Dictionary Derived Term","f77f16f3-1713-4f16-998f-21553a4fb079"
"Code","C49487","Code_147","http://www.cdisc.org","2023-12-15","No","53d09ad0-7559-446b-b7ce-519544fd32f7"
"Code","C49488","Code_148","http://www.cdisc.org","2023-12-15","Yes","a87edd55-0c23-436f-8d23-165667b7c0f5"
"Code","C87840","Code_149","http://www.cdisc.org","2023-12-15","Adverse Event Pre-specified","c6341fca-180a-408c-81d7-8d7e4fcc1465"
"Code","C83205","Code_150","http://www.cdisc.org","2023-12-15","Adverse Event Location","fb6b6784-0fbf-4c01-8787-4986c31cfaec"
"Code","C53253","Code_151","http://www.cdisc.org","2023-12-15","Severity of Adverse Event","faca7eb9-9a13-4641-9074-c3245171c2da"
"Code","C49487","Code_152","http://www.cdisc.org","2023-12-15","No","d07d8796-7ccb-4d0e-b0e2-94470c6e0c76"
"Code","C49488","Code_153","http://www.cdisc.org","2023-12-15","Yes","5e550493-667f-4ba8-8bba-b2198fd36ccf"
"Code","C53252","Code_154","http://www.cdisc.org","2023-12-15","Seriousness of Adverse Event","545fa6ea-6fb4-4649-9e1b-e13ae4a43840"
"Code","C83013","Code_155","http://www.cdisc.org","2023-12-15","Adverse Event Action Taken with Study Treatment","1351cb83-c01a-44d5-a7ff-90845d9f7be8"
"Code","C83109","Code_156","http://www.cdisc.org","2023-12-15","Other Actions taken in Response to Adverse Event","a100c25e-ff2a-4265-a835-c45f671e5fc1"
"Code","C41358","Code_157","http://www.cdisc.org","2023-12-15","Adverse Event Attribution to Product or Procedure","099f06cc-1306-4bca-a127-d9b3c51deb6e"
"Code","C83210","Code_158","http://www.cdisc.org","2023-12-15","Adverse Event Relationship to Non Study Treatment","7fe290c8-4827-406c-95cc-dd1f4315e01d"
"Code","C83208","Code_159","http://www.cdisc.org","2023-12-15","Adverse Event Pattern","31caa776-2a97-474a-bf85-91c33b859914"
"Code","C49489","Code_160","http://www.cdisc.org","2023-12-15","Adverse Event Outcome","9beda0a5-7868-476a-b7e4-68524110bbd4"
"Code","C49487","Code_161","http://www.cdisc.org","2023-12-15","No","c85d39c2-5c42-4e2b-a41a-a3d053ccab76"
"Code","C49488","Code_162","http://www.cdisc.org","2023-12-15","Yes","ecb7b2c6-9636-4db1-8a9c-91f9a4814a8a"
"Code","C83211","Code_163","http://www.cdisc.org","2023-12-15","Adverse Event Involves Cancer","bddbce8f-88d9-4e00-8aff-f1cb0b53f0fd"
"Code","C49487","Code_164","http://www.cdisc.org","2023-12-15","No","f341526f-d4ea-4476-9540-61e808aba6df"
"Code","C49488","Code_165","http://www.cdisc.org","2023-12-15","Yes","780d3268-62f2-4c2e-8d5f-19a423192d05"
"Code","C83117","Code_166","http://www.cdisc.org","2023-12-15","Adverse Event Seriousness Due to Congenital Anomaly","ba6a6787-926e-4065-aad7-d11965524d22"
"Code","C49487","Code_167","http://www.cdisc.org","2023-12-15","No","be16f427-3de0-4cbe-9cdc-c37f8a341aa0"
