"codeSystem","instanceType","decode","id","code","codeSystemVersion","uuid:ID"
"http://www.cdisc.org","Code","Pharmacokinetic Study","Code_139","C49663","2023-09-29","4a2f2057-f333-4fc8-93d3-6c8da63f229e"
"SPONSOR","Code","Mild to Moderate Alzheimer's Disease","Code_133","MILD_MOD_ALZ","12","4bfac775-2ef0-4dd8-9e69-8d052c0c8f0a"
"SNOMED","Code","Alzheimer's disease","Code_134","26929004","January 31, 2018","506ea14c-d3f4-4a3a-be25-ca79b284c0a6"
"http://www.cdisc.org","Code","EXTENSION","Code_142","C99907x1","2023-09-29","579533e8-5f5c-4c92-9732-36c6e350aa34"
"http://www.cdisc.org","Code","ADAPTIVE","Code_143","C98704","2023-09-29","3d919eae-4119-4a6e-9579-b160ab2a26a1"
"http://www.cdisc.org","Code","Parallel Study","Code_140","C82639","2023-09-29","4d5858a1-8fe0-47a6-80bd-e0b68556d7b3"
"http://www.cdisc.org","Code","Visit","Code_82","C25716","2023-09-29","f923687c-e060-4a51-b4ce-7cb0d3e45227"
"http://www.cdisc.org","Code","Clinic","Code_83","C51282","2023-09-29","90fef1f3-8884-4dbc-acdd-2031384e499f"
"http://www.cdisc.org","Code","In Person","Code_84","C175574","2023-09-29","c9d47d8f-a7e6-4a52-8e24-e77a403468a2"
"http://www.cdisc.org","Code","Visit","Code_85","C25716","2023-09-29","1f1128b7-8b83-4352-9e7f-fc10734b89ab"
"http://www.cdisc.org","Code","Clinic","Code_86","C51282","2023-09-29","370eb462-b59d-415b-8b68-948901394e36"
"http://www.cdisc.org","Code","In Person","Code_87","C175574","2023-09-29","049ce43a-3cdb-43df-852e-f34d10d103bb"
"http://www.cdisc.org","Code","Visit","Code_88","C25716","2023-09-29","4af07264-2242-497a-8c20-5467a1eec0b9"
"http://www.cdisc.org","Code","Clinic","Code_89","C51282","2023-09-29","d63af134-a3a9-46bf-af76-b67f7ae72d74"
"http://www.cdisc.org","Code","In Person","Code_90","C175574","2023-09-29","c1dbd9a4-8505-449f-907b-dc25a9be2cc6"
"http://www.cdisc.org","Code","Visit","Code_91","C25716","2023-09-29","28823384-19fc-4b2d-bc96-221dcba39f75"
"http://www.cdisc.org","Code","Clinic","Code_92","C51282","2023-09-29","2d326ec5-0630-477c-b5b9-22698af276d0"
"http://www.cdisc.org","Code","In Person","Code_93","C175574","2023-09-29","73c7837d-f885-4410-9e00-e1309fd9783c"
"http://www.cdisc.org","Code","Visit","Code_94","C25716","2023-09-29","e468b11b-92b2-423a-9989-58fa51b3d8cf"
"http://www.cdisc.org","Code","Clinic","Code_95","C51282","2023-09-29","850a2dbb-e27c-4e55-97ac-ec60b4539bdb"
"http://www.cdisc.org","Code","In Person","Code_96","C175574","2023-09-29","0cf54382-7d65-41db-a1b1-95fdf1557e34"
"http://www.cdisc.org","Code","Visit","Code_97","C25716","2023-09-29","3d95ac92-80bf-4317-9c55-d68d9a71ee77"
"http://www.cdisc.org","Code","Clinic","Code_98","C51282","2023-09-29","11d2e7d3-b7ae-4037-b67e-fbbeac8fa9fe"
"http://www.cdisc.org","Code","In Person","Code_99","C175574","2023-09-29","a5b805f7-2767-42e9-8b05-cf7664a53d65"
"http://www.cdisc.org","Code","Visit","Code_100","C25716","2023-09-29","a0ceabd8-1895-43e0-a873-0252b7e3b3ad"
"http://www.cdisc.org","Code","Clinic","Code_101","C51282","2023-09-29","d0acaf52-a2c2-41e2-983b-a2b8a71238ad"
"http://www.cdisc.org","Code","In Person","Code_102","C175574","2023-09-29","8335853f-d656-4498-b472-825f98a79a49"
"http://www.cdisc.org","Code","Telephone Call","Code_103","C171537","2023-09-29","3c9abac3-ac72-4e62-abda-c4d5cd63e6e0"
"http://www.cdisc.org","Code","Visit","Code_104","C25716","2023-09-29","1b9ccad7-07f0-4e25-9351-cdb9e90007e8"
"http://www.cdisc.org","Code","Clinic","Code_105","C51282","2023-09-29","f9a540e7-9a15-4305-906b-818ba203405c"
"http://www.cdisc.org","Code","In Person","Code_106","C175574","2023-09-29","c9abd224-cfc2-4495-a60a-4fc33978f389"
"http://www.cdisc.org","Code","Telephone Call","Code_107","C171537","2023-09-29","9b62a3be-d440-4345-87f5-0d313b397735"
"http://www.cdisc.org","Code","Visit","Code_108","C25716","2023-09-29","a9d13280-160b-42d9-8eee-652fdce5557a"
"http://www.cdisc.org","Code","Clinic","Code_109","C51282","2023-09-29","2d9b4642-89a3-4830-962b-235cc491946d"
"http://www.cdisc.org","Code","In Person","Code_110","C175574","2023-09-29","23046cdd-ed75-447b-b77a-c6c4e34c6b0c"
"http://www.cdisc.org","Code","Telephone Call","Code_111","C171537","2023-09-29","30ce7581-f0f0-4451-9470-d7129ce0f995"
"http://www.cdisc.org","Code","Visit","Code_112","C25716","2023-09-29","9b43e83c-0a0c-4878-8d2f-e188f2cde172"
"http://www.cdisc.org","Code","Clinic","Code_113","C51282","2023-09-29","2123c1b5-067d-4510-b169-b2874cde58c2"
"http://www.cdisc.org","Code","In Person","Code_114","C175574","2023-09-29","908a92fe-956d-42e4-a29f-053a401e6a89"
"http://www.cdisc.org","Code","Telephone Call","Code_115","C171537","2023-09-29","baf516b5-5757-4eb8-bd41-1af4bd2d284a"
"http://www.cdisc.org","Code","Visit","Code_116","C25716","2023-09-29","2e16f4b8-4179-4ade-8376-4791416f2bf3"
"http://www.cdisc.org","Code","Clinic","Code_117","C51282","2023-09-29","88383604-afd7-4d11-9081-5a42b1ab33d3"
"http://www.cdisc.org","Code","In Person","Code_118","C175574","2023-09-29","e56f378f-315c-43ef-bbd9-b80bb3a374a6"
"http://www.cdisc.org","Code","Visit","Code_119","C25716","2023-09-29","e10524ef-e10b-4919-b9f6-b9edb1e246a4"
"http://www.cdisc.org","Code","Clinic","Code_120","C51282","2023-09-29","e1327233-a94f-4805-a510-7f49a6555245"
"http://www.cdisc.org","Code","In Person","Code_121","C175574","2023-09-29","cb77f5da-2ed4-41f3-b17f-3bce437f4375"
"SNOMED","Code","CT of head without contrast","Code_79","383371000119108","January 31, 2018","de827deb-67a8-46bc-94e3-4b3d5060b67a"
"SPONSOR","Code","Subject Supine","Code_80","123","12","96563e6c-7ace-4129-88f3-56516624761c"
"SPONSOR","Code","Subject Standing","Code_81","124","12","190fe3cc-4ac3-40cd-9e40-f202aa86233a"
"NCI Thesaurus","Code","Vital Signs Result","Code_278","C173522","","72614147-f9ff-4667-acc8-de33eef9c641"
"http://www.cdisc.org","Code","Kelvin","Code_279","C42537","2023-09-29","1e068110-6c6c-4b3d-8905-415e23f98ad5"
"NCI Thesaurus","Code","Unit of Temperature","Code_280","C44276","","0b19c23f-5175-419b-952d-d34acf09e1cd"
"NCI Thesaurus","Code","Vital Signs Location","Code_281","C83088","","3c3e227e-d4f4-40bd-8805-456e9b248143"
"NCI Thesaurus","Code","Body Temperature","Code_277","C174446","","e9bf2d0c-88cb-4f97-83d9-52fdc8e7fcab"
"NCI Thesaurus","Code","Vital Signs Result","Code_283","C173522","","34861bae-0eff-4e1d-a4ff-a7ec0424f465"
"http://www.cdisc.org","Code","Kilogram","Code_284","C28252","2023-09-29","0a9e328c-8f34-4e89-b01d-45f355bebae8"
"http://www.cdisc.org","Code","Gram","Code_285","C48155","2023-09-29","3de6ed18-d768-4bcd-b89f-67d466b9b74b"
"http://www.cdisc.org","Code","Pound","Code_286","C48531","2023-09-29","0807e289-c37b-4607-845d-fbc557736b61"
"NCI Thesaurus","Code","Unit of Weight","Code_287","C48208","","7769dadf-52da-4ba3-a67e-5f7739d7a4ae"
"NCI Thesaurus","Code","Body Weight","Code_282","C81328","","3e3d01db-a482-4438-b6bf-9472e4875bca"
"NCI Thesaurus","Code","Vital Signs Result","Code_289","C173522","","d5af8a05-9ae8-4153-92b4-ed8c0a944c5b"
"http://www.cdisc.org","Code","Centimeter","Code_290","C49668","2023-09-29","f30f13fc-3756-4d3c-8c3b-8547fa30503e"
"http://www.cdisc.org","Code","Inch","Code_291","C48500","2023-09-29","a4807d75-9af8-4141-b525-b601e86f11d9"
"http://www.cdisc.org","Code","Millimeter","Code_292","C28251","2023-09-29","b085d56d-5184-4020-9fb7-b58ea7cad4c7"
"http://www.cdisc.org","Code","Meter","Code_293","C41139","2023-09-29","a9265204-7d28-4d0a-b0e8-0813e48f2408"
"NCI Thesaurus","Code","Unit of Height","Code_294","C168688","","341a680b-3136-4bdb-9a40-f49f5436f190"
"NCI Thesaurus","Code","Body Height","Code_288","C164634","","fa0fb786-7364-4ce4-b4c8-7cb478061f3d"
"NCI Thesaurus","Code","Laboratory Test Result","Code_296","C36292","","91965d20-1d19-4528-b49f-aff1fb733ce9"
"NCI Thesaurus","Code","Laboratory Test Fasting Status","Code_297","C83309","","4352dc03-f1db-4fd6-9308-74a934db46fe"
"NCI Thesaurus","Code","Unit of Catalytic Activity Concentration","Code_298","C67365","","e40c0cba-e1de-469c-8acb-518421bb9cdc"
"NCI Thesaurus","Code","Biospecimen Type","Code_299","C70713","","071caa4a-c6c9-4c08-a531-cfaaec90d178"
"NCI Thesaurus","Code","Alanine Aminotransferase Measurement","Code_295","C64433","","8dadafbc-58d7-4bdd-bfb9-b6228c2e0406"
"NCI Thesaurus","Code","Laboratory Test Result","Code_301","C36292","","77e51522-06a9-4142-90ee-d337ddc27c15"
"NCI Thesaurus","Code","Laboratory Test Fasting Status","Code_302","C83309","","a6d35af4-72b9-4d60-a735-31e6c418366d"
"NCI Thesaurus","Code","Unit of Concentration","Code_303","C48207","","03e93b8f-1dd3-42d0-8519-f60f66a998da"
"NCI Thesaurus","Code","Biospecimen Type","Code_304","C70713","","6a0fcea6-0f0e-4187-a9d6-9f11bc6bbaf0"
"NCI Thesaurus","Code","Albumin Measurement","Code_300","C64431","","a35ed992-2748-4dd4-9b8c-965acd9c2f57"
"NCI Thesaurus","Code","Laboratory Test Result","Code_306","C36292","","309787a2-e736-4f66-b53b-3981787939c2"
"NCI Thesaurus","Code","Laboratory Test Fasting Status","Code_307","C83309","","937e4d07-ee34-4c58-82a8-fe262458bdfb"
"NCI Thesaurus","Code","Unit of Catalytic Activity Concentration","Code_308","C67365","","6a0d7e27-c101-443b-9f2a-7da67a54ee10"
"NCI Thesaurus","Code","Biospecimen Type","Code_309","C70713","","5cf9431f-133e-4e1c-9209-9f5e5c5b4abb"
"NCI Thesaurus","Code","Alkaline Phosphatase Measurement","Code_305","C64432","","0bfe83f6-d8c6-4d1e-9cf4-8b09e4cbe5ad"
"NCI Thesaurus","Code","Laboratory Test Result","Code_311","C36292","","c02a3deb-2a22-4cb1-8b34-acb2fc6f72dd"
"NCI Thesaurus","Code","Laboratory Test Fasting Status","Code_312","C83309","","6706e7b2-9686-43c7-95f9-9a11824ad5d2"
"NCI Thesaurus","Code","Unit of Catalytic Activity Concentration","Code_313","C67365","","9d56a916-b03e-44cb-8c7e-b7a7f5f8904d"
"NCI Thesaurus","Code","Biospecimen Type","Code_314","C70713","","efb2fe4b-9769-483d-b43f-d9ad8e520223"
"NCI Thesaurus","Code","Aspartate Aminotransferase Measurement","Code_310","C64467","","e3608df1-95dd-443b-aaa6-9540052e1d22"
"NCI Thesaurus","Code","Laboratory Test Result","Code_316","C36292","","d296cafe-d426-44a5-b54c-4eacda5e1d40"
"NCI Thesaurus","Code","Laboratory Test Fasting Status","Code_317","C83309","","ec72b21a-2de6-4c99-bd22-78e01e7a764a"
"NCI Thesaurus","Code","Unit of Concentration","Code_318","C48207","","9893fc79-5d91-4b19-a814-81bf70064a25"
"NCI Thesaurus","Code","Biospecimen Type","Code_319","C70713","","89b16cfb-fe30-45be-bac3-ddcd14fd474e"
"NCI Thesaurus","Code","Creatinine Measurement","Code_315","C64547","","e8d8b450-fb2d-47ea-aaf9-5d9a1dcb4f44"
"NCI Thesaurus","Code","Laboratory Test Result","Code_321","C36292","","f1c523fb-123a-456e-b6a5-f82ea40b80f1"
"NCI Thesaurus","Code","Laboratory Test Fasting Status","Code_322","C83309","","8057f5a0-4733-4c59-95af-f43bdf19ddf7"
"NCI Thesaurus","Code","Molarity Unit","Code_323","C64567","","71424082-3854-4325-9007-6dead3288373"
"NCI Thesaurus","Code","Biospecimen Type","Code_324","C70713","","7fc095bf-18bd-4600-83d1-98fa26e7858c"
"NCI Thesaurus","Code","Potassium Measurement","Code_320","C64853","","b3011e59-f308-46aa-b2f7-20fc4b2363ca"
"NCI Thesaurus","Code","Laboratory Test Result","Code_326","C36292","","8124601b-72a0-4348-85ce-e616d14904c9"
"NCI Thesaurus","Code","Laboratory Test Fasting Status","Code_327","C83309","","3ed0fc71-13fe-479c-a342-be7524ca4c76"
"NCI Thesaurus","Code","Molarity Unit","Code_328","C64567","","c173eb95-2374-408a-a018-f41170ddb168"
"NCI Thesaurus","Code","Biospecimen Type","Code_329","C70713","","a416aa7b-f4a9-489c-9c7a-355e444cb0a1"
"NCI Thesaurus","Code","Sodium Measurement","Code_325","C64809","","b68a4d8f-fa10-44dc-8438-dc54ec57aeaf"
"NCI Thesaurus","Code","Adverse Event Verbatim Description","Code_145","C78541","","3705ab7c-4e70-4982-a883-f5b416c4aa22"
"NCI Thesaurus","Code","Adverse Event Dictionary Derived Term","Code_146","C83344","","b12b9cb4-9e02-4f38-8523-da4c0fea0c7f"
"NCI Thesaurus","Code","Adverse Event Category","Code_147","C83198","","9c0eb793-16fe-4ba3-bbe4-ffe579b2ff4f"
"NCI Thesaurus","Code","Adverse Event Subcategory","Code_148","C83212","","23b2b002-5ac4-42b2-853d-b08572526d66"
"NCI Thesaurus","Code","Adverse Event Pre-specified","Code_149","C87840","","72f80ae4-fc93-4adb-aecc-be6b7d40ca5e"
"NCI Thesaurus","Code","Severity of Adverse Event","Code_150","C53253","","d1a08b93-d138-41a3-a0e4-2ba8ff8b4497"
"NCI Thesaurus","Code","Adverse Event Toxicity Grade","Code_151","C78605","","53f6a740-2c3e-4b1e-8736-008fc1ff0bcf"
"NCI Thesaurus","Code","Seriousness of Adverse Event","Code_152","C53252","","44403260-5075-4dcd-a6b0-64dcf894e3cd"
"NCI Thesaurus","Code","Adverse Event Action Taken with Study Treatment","Code_153","C83013","","4a6cd82f-4843-4371-ac0a-48ca8fda348c"
"NCI Thesaurus","Code","Adverse Event Attribution to Product or Procedure","Code_154","C41358","","4e376c68-9f17-4a31-b0da-8d0ec7a7d9d0"
"http://www.cdisc.org","Code","Intermittent","Code_155","C71325","2023-09-29","e1f2da41-46e7-4612-9267-422b290614ca"
"NCI Thesaurus","Code","Adverse Event Pattern","Code_156","C83208","","fe6aed5c-e424-4301-9406-d57e7bf544f7"
"NCI Thesaurus","Code","Adverse Event Outcome","Code_157","C49489","","2075183f-0954-458a-8f4a-a83cb052b5a0"
"NCI Thesaurus","Code","Adverse Event Start Date Time","Code_158","C83215","","fa93f35e-2f5a-407a-89bb-8f299ba1fd70"
"NCI Thesaurus","Code","Adverse Event End Date Time","Code_159","C83201","","262b76c1-5aff-4a49-88f9-c9f42c59767f"
"NCI Thesaurus","Code","Adverse Event","Code_144","C41331","","dfc80f57-35a2-471a-82ac-58fa054e2815"
"NCI Thesaurus","Code","Vital Signs Result","Code_161","C173522","","1d3619a4-c93a-42b2-b8a5-c87f6d78f0b5"
"http://www.cdisc.org","Code","Pascal","Code_162","C42547","2023-09-29","b7f3b8f4-e392-450d-b951-fcde9f59b5d0"
"NCI Thesaurus","Code","Unit of Pressure","Code_163","C49669","","0dda9c10-a824-42e6-9d9b-bae277700356"
"NCI Thesaurus","Code","Vital Signs Location","Code_164","C83088","","c1649b6f-0e96-4a4f-992f-000157ff0e3d"
"NCI Thesaurus","Code","Vital Signs Laterality","Code_165","C123975","","dfa37b7c-c643-4775-9bc6-5e0b3bcfd33c"
"NCI Thesaurus","Code","Test Method","Code_166","C82535","","5837fa19-1bf3-4689-8078-a50195f9e303"
"NCI Thesaurus","Code","Vital Signs Position","Code_167","C83114","","4ebd49ee-a94f-4343-822c-edde23db2048"
"NCI Thesaurus","Code","Systolic Blood Pressure","Code_160","C25298","","e2458865-d6e0-4de8-9919-91cd57034d75"
"NCI Thesaurus","Code","Vital Signs Result","Code_169","C173522","","4bfe2e9a-108b-42f9-b28b-db1d238fb057"
"http://www.cdisc.org","Code","Pascal","Code_170","C42547","2023-09-29","bf7facf6-9640-4046-80c1-47c4256f8754"
"NCI Thesaurus","Code","Unit of Pressure","Code_171","C49669","","51e47a0e-e832-4370-9588-faab2e73be49"
"NCI Thesaurus","Code","Vital Signs Location","Code_172","C83088","","2c50e728-8b39-446f-97eb-fb1987c2dbd8"
"NCI Thesaurus","Code","Vital Signs Laterality","Code_173","C123975","","94a9d40c-ddf1-48b6-9542-77898a4329a8"
"NCI Thesaurus","Code","Test Method","Code_174","C82535","","a59b7b6c-449b-41f1-928a-947feb568743"
"NCI Thesaurus","Code","Vital Signs Position","Code_175","C83114","","8f51f2c0-0d24-4782-82b7-d8c3307323b3"
"NCI Thesaurus","Code","Diastolic Blood Pressure","Code_168","C25299","","f27c4433-b170-47a6-926e-257b5e83ca8d"
"NCI Thesaurus","Code","Vital Signs Result","Code_177","C173522","","412b3601-5fb3-40e5-866c-3e4f22f2855c"
"http://www.cdisc.org","Code","Kelvin","Code_178","C42537","2023-09-29","4e01c7a6-603b-43ae-920a-5afa3e8fed64"
"NCI Thesaurus","Code","Unit of Temperature","Code_179","C44276","","26e60822-9aed-4e1a-b42c-8957fb9e6ebb"
"NCI Thesaurus","Code","Vital Signs Location","Code_180","C83088","","95176260-b9e9-48f8-bfe9-819a4b6cd429"
"NCI Thesaurus","Code","Body Temperature","Code_176","C174446","","8dbea3e4-7313-428c-9d3e-5174df21c0a7"
"NCI Thesaurus","Code","Vital Signs Result","Code_182","C173522","","17d6edf8-cb1d-457f-a0df-85e4394ac045"
"http://www.cdisc.org","Code","Kilogram","Code_183","C28252","2023-09-29","b63760b7-d1a7-49d5-a500-ab57dad4edf8"
"http://www.cdisc.org","Code","Gram","Code_184","C48155","2023-09-29","0b8bb369-c388-4292-aa80-a2deb24fcd23"
"http://www.cdisc.org","Code","Pound","Code_185","C48531","2023-09-29","56838b8f-0fae-418c-99ac-7d666cc8146f"
"NCI Thesaurus","Code","Unit of Weight","Code_186","C48208","","71bfe809-e6f8-4ce6-917a-606603d321a1"
"NCI Thesaurus","Code","Body Weight","Code_181","C81328","","c62fb8bf-5331-48e2-ae36-e7343eee6af0"
"NCI Thesaurus","Code","Vital Signs Result","Code_188","C173522","","f985cad9-3524-49aa-8fb6-ed9bed0cb99e"
"http://www.cdisc.org","Code","Centimeter","Code_189","C49668","2023-09-29","d2bc9c9a-69bd-4351-aca8-015eea663fa2"
"http://www.cdisc.org","Code","Inch","Code_190","C48500","2023-09-29","d4cf7144-bf08-425f-bd0c-0650fd3ac666"
"http://www.cdisc.org","Code","Millimeter","Code_191","C28251","2023-09-29","d017a0e4-5373-41f3-ab3f-ef9259d5f03f"
"http://www.cdisc.org","Code","Meter","Code_192","C41139","2023-09-29","15e7f28f-6988-430b-8be8-4a6d3387e302"
"NCI Thesaurus","Code","Unit of Height","Code_193","C168688","","bde32ea4-a251-48b8-8342-f6b33f23322d"
"NCI Thesaurus","Code","Body Height","Code_187","C164634","","35c73f5d-fbb7-4660-a360-bb496e6819f6"
"NCI Thesaurus","Code","Laboratory Test Result","Code_195","C36292","","d45128b4-ff4a-4d67-8b37-d3ed89b5959a"
"NCI Thesaurus","Code","Laboratory Test Fasting Status","Code_196","C83309","","9e1bf1f3-bcda-408d-85bc-8e648e73040d"
"NCI Thesaurus","Code","Unit of Catalytic Activity Concentration","Code_197","C67365","","bf104713-9a13-4e7f-9bfa-7f50e786e2c5"
"NCI Thesaurus","Code","Biospecimen Type","Code_198","C70713","","e2559de5-cd5f-4285-ae44-7d485f92a06f"
"NCI Thesaurus","Code","Alanine Aminotransferase Measurement","Code_194","C64433","","69987c63-9230-48d1-b3f9-b542376bb19f"
"NCI Thesaurus","Code","Laboratory Test Result","Code_200","C36292","","da640b6d-fc94-4863-abac-2af619014cf0"
"NCI Thesaurus","Code","Laboratory Test Fasting Status","Code_201","C83309","","20e8c54d-a0c7-49e7-a60a-3c4a067f7e28"
"NCI Thesaurus","Code","Unit of Concentration","Code_202","C48207","","c424dd28-0b97-4b7a-82c4-dca48172fd48"
"NCI Thesaurus","Code","Biospecimen Type","Code_203","C70713","","419130bb-9716-4304-8aca-22d4fb7301d6"
"NCI Thesaurus","Code","Albumin Measurement","Code_199","C64431","","dbf2b2b3-7c70-44d8-bda7-836aae7ed3fb"
"NCI Thesaurus","Code","Laboratory Test Result","Code_205","C36292","","ebefe868-aae1-45f6-af59-6c59083a3da1"
"NCI Thesaurus","Code","Laboratory Test Fasting Status","Code_206","C83309","","c53d1eeb-86ba-436d-a712-2df2c0ea4ba7"
"NCI Thesaurus","Code","Unit of Catalytic Activity Concentration","Code_207","C67365","","c7f350a4-7672-44b6-bcd6-28df13230fab"
"NCI Thesaurus","Code","Biospecimen Type","Code_208","C70713","","cbf57e77-9345-49a4-97fd-a3ab16c8ec94"
"NCI Thesaurus","Code","Alkaline Phosphatase Measurement","Code_204","C64432","","8ac92b10-729a-473c-8256-294baa125b5f"
"NCI Thesaurus","Code","Laboratory Test Result","Code_210","C36292","","6fc0ed83-9d7b-4c96-82f9-253455167789"
"NCI Thesaurus","Code","Laboratory Test Fasting Status","Code_211","C83309","","4b3fe63f-378a-48f1-896a-50b2753c217e"
"NCI Thesaurus","Code","Unit of Catalytic Activity Concentration","Code_212","C67365","","f99f2bf1-0b29-4cf4-b221-db3cb0bdb170"
"NCI Thesaurus","Code","Biospecimen Type","Code_213","C70713","","75fa5a0f-18e8-417b-8ff6-f1350f5d56bd"
"NCI Thesaurus","Code","Aspartate Aminotransferase Measurement","Code_209","C64467","","5f392ba2-8ad7-497d-8bd9-7d18209781b8"
"NCI Thesaurus","Code","Laboratory Test Result","Code_215","C36292","","fcc8d2e5-a36e-445e-ba95-1449005bf412"
"NCI Thesaurus","Code","Laboratory Test Fasting Status","Code_216","C83309","","dc2bb108-34e3-4817-ae41-be2dd196aca6"
"NCI Thesaurus","Code","Unit of Concentration","Code_217","C48207","","105a5b9c-d561-494f-b65a-c60b21336d5a"
"NCI Thesaurus","Code","Biospecimen Type","Code_218","C70713","","ffb5391f-0320-4d04-8221-ad424d65c81c"
"NCI Thesaurus","Code","Creatinine Measurement","Code_214","C64547","","ee7deefd-a8c6-467c-a421-4de875c074e6"
"NCI Thesaurus","Code","Laboratory Test Result","Code_220","C36292","","5c155b42-ae51-4e88-a3dd-492cddbe5a3c"
"NCI Thesaurus","Code","Laboratory Test Fasting Status","Code_221","C83309","","3aa5310c-e76e-4839-a0cc-818f6f597248"
"NCI Thesaurus","Code","Molarity Unit","Code_222","C64567","","d83f5997-a133-410c-b7c3-03b81a272c8b"
"NCI Thesaurus","Code","Biospecimen Type","Code_223","C70713","","b036a600-5a0c-48a5-8859-6362544560cf"
"NCI Thesaurus","Code","Potassium Measurement","Code_219","C64853","","3668af6b-410a-4692-9a2d-657aac5ff434"
"NCI Thesaurus","Code","Laboratory Test Result","Code_225","C36292","","a5672a6d-2194-49bd-a1eb-fa7af5f24d4e"
"NCI Thesaurus","Code","Laboratory Test Fasting Status","Code_226","C83309","","a71e3344-88e7-4e2e-a02b-4e5291c2045f"
"NCI Thesaurus","Code","Molarity Unit","Code_227","C64567","","41a0456a-394f-4a20-aa0e-d4ce17271e98"
"NCI Thesaurus","Code","Biospecimen Type","Code_228","C70713","","3c2a92fb-e986-4551-963e-01c3cb9bb463"
"NCI Thesaurus","Code","Sodium Measurement","Code_224","C64809","","95dfdad3-459f-4a17-abe1-f44ff58203f2"
"NCI Thesaurus","Code","Vital Signs Result","Code_230","C173522","","a2b0b466-c96b-4798-830b-9154b0c5416e"
"http://www.cdisc.org","Code","Pascal","Code_231","C42547","2023-09-29","891787b1-320a-4461-b66a-3a90a13bcbfc"
"NCI Thesaurus","Code","Unit of Pressure","Code_232","C49669","","7bfb0f9e-54bb-4e50-b7a5-5bc4a2658ace"
"NCI Thesaurus","Code","Vital Signs Location","Code_233","C83088","","ea3271fa-afc0-4864-8cf5-d12c26206979"
"NCI Thesaurus","Code","Vital Signs Laterality","Code_234","C123975","","81584b7f-8ff1-40fd-aa67-1e904f6b62b8"
"NCI Thesaurus","Code","Test Method","Code_235","C82535","","b00f154d-6957-425a-87e2-bf4909604211"
"NCI Thesaurus","Code","Vital Signs Position","Code_236","C83114","","33a3645a-68f5-4cae-83ae-146c49b84372"
"NCI Thesaurus","Code","Systolic Blood Pressure","Code_229","C25298","","9cecc15d-7b2c-41d0-8d24-33999587cb27"
"NCI Thesaurus","Code","Vital Signs Result","Code_238","C173522","","3aff1ebf-6d46-427c-bc6a-3abcecaa134a"
"http://www.cdisc.org","Code","Pascal","Code_239","C42547","2023-09-29","8959d47e-1992-4e20-abec-2fc7d64c61c3"
"NCI Thesaurus","Code","Unit of Pressure","Code_240","C49669","","042b7fcb-98f7-4a81-bd57-4963f209ac34"
"NCI Thesaurus","Code","Vital Signs Location","Code_241","C83088","","bf286e1c-2690-484b-8ce0-fe1635346d8f"
"NCI Thesaurus","Code","Vital Signs Laterality","Code_242","C123975","","a65f2f86-e11a-407e-8c02-9839488d9eeb"
"NCI Thesaurus","Code","Test Method","Code_243","C82535","","9342b4c0-e653-418b-a98b-bcef76164750"
"NCI Thesaurus","Code","Vital Signs Position","Code_244","C83114","","b5486af4-3d4e-4d69-ac49-735bb8ffa647"
"NCI Thesaurus","Code","Diastolic Blood Pressure","Code_237","C25299","","14045ed4-b3e9-418b-8011-41839b8f005d"
"NCI Thesaurus","Code","Vital Signs Result","Code_246","C173522","","6948f8ba-6434-45a5-8a06-9c571ed3c9a9"
