"datatype","label","instanceType","name","isEnabled","isRequired","id","uuid:ID"
"string","Molarity Unit","BiomedicalConceptProperty","Molarity Unit","True","True","BiomedicalConceptProperty_60","f95770c6-5514-4f4c-a265-e9ea668ff9e6"
"string","Biospecimen Type","BiomedicalConceptProperty","Biospecimen Type","True","True","BiomedicalConceptProperty_61","0690f615-e149-4d5c-89d5-c0cb28ff6d19"
"decimal","Vital Signs Result","BiomedicalConceptProperty","Vital Signs Result","True","True","BiomedicalConceptProperty_62","0a7a1fcb-9bec-4acd-8bd0-7bb73dde69a9"
"string","Unit of Pressure","BiomedicalConceptProperty","Unit of Pressure","True","True","BiomedicalConceptProperty_63","deaa1cd1-c934-442a-ab71-020ad5518107"
"string","Vital Signs Location","BiomedicalConceptProperty","Vital Signs Location","True","True","BiomedicalConceptProperty_64","31ec74ad-e161-4a14-b98f-bf88e5cc4225"
"string","Vital Signs Laterality","BiomedicalConceptProperty","Vital Signs Laterality","True","True","BiomedicalConceptProperty_65","15886e27-f2eb-4c60-ab06-ae32da7e88b0"
"string","Test Method","BiomedicalConceptProperty","Test Method","True","True","BiomedicalConceptProperty_66","c4b44ef6-3548-4cdc-8b80-4331f24fd04d"
"string","Vital Signs Position","BiomedicalConceptProperty","Vital Signs Position","True","True","BiomedicalConceptProperty_67","e71bc05c-373e-4610-9af4-e9c2ed9d6b9d"
"decimal","Vital Signs Result","BiomedicalConceptProperty","Vital Signs Result","True","True","BiomedicalConceptProperty_68","71798a74-65b4-4170-bdcd-be6c1db1e549"
"string","Unit of Pressure","BiomedicalConceptProperty","Unit of Pressure","True","True","BiomedicalConceptProperty_69","f36ff0df-e117-48f6-a6ce-2fe121e3b2d0"
"string","Vital Signs Location","BiomedicalConceptProperty","Vital Signs Location","True","True","BiomedicalConceptProperty_70","ad050442-6189-4d86-a11c-22220d09838f"
"string","Vital Signs Laterality","BiomedicalConceptProperty","Vital Signs Laterality","True","True","BiomedicalConceptProperty_71","7446cae8-6953-4f5d-b522-2f064e6a44ad"
"string","Test Method","BiomedicalConceptProperty","Test Method","True","True","BiomedicalConceptProperty_72","d9522c50-7cd8-41de-85da-58743a26f798"
"string","Vital Signs Position","BiomedicalConceptProperty","Vital Signs Position","True","True","BiomedicalConceptProperty_73","05cca9ef-e99e-4ae9-9c26-3569ce236903"
"integer","Vital Signs Result","BiomedicalConceptProperty","Vital Signs Result","True","True","BiomedicalConceptProperty_74","1a4b866f-e92d-408f-beb6-4e3be2db2495"
"string","Count per Minute","BiomedicalConceptProperty","Count per Minute","True","True","BiomedicalConceptProperty_75","b237590d-4598-4c5e-8cf2-a787800c2fea"
"string","Vital Signs Location","BiomedicalConceptProperty","Vital Signs Location","True","True","BiomedicalConceptProperty_76","ef16e3c0-dba3-4677-bd93-3be7da7532c6"
"string","Vital Signs Laterality","BiomedicalConceptProperty","Vital Signs Laterality","True","True","BiomedicalConceptProperty_77","af7ce623-0a4d-4f31-8953-d6489a5f5454"
"string","Test Method","BiomedicalConceptProperty","Test Method","True","True","BiomedicalConceptProperty_78","caccf454-1667-4ea0-96df-021aaba1b800"
"string","Vital Signs Position","BiomedicalConceptProperty","Vital Signs Position","True","True","BiomedicalConceptProperty_79","1d4be340-15fa-4c8c-bf0c-bceec9e9deee"
"decimal","Vital Signs Result","BiomedicalConceptProperty","Vital Signs Result","True","True","BiomedicalConceptProperty_80","cd2b7a24-4af5-4603-996d-9dda5cd5a083"
"string","Unit of Pressure","BiomedicalConceptProperty","Unit of Pressure","True","True","BiomedicalConceptProperty_81","c078ed26-ce7d-42b2-ad85-95ed2bae7906"
"string","Vital Signs Location","BiomedicalConceptProperty","Vital Signs Location","True","True","BiomedicalConceptProperty_82","078368e5-70d5-4c4e-aee4-b51327b546f4"
"string","Vital Signs Laterality","BiomedicalConceptProperty","Vital Signs Laterality","True","True","BiomedicalConceptProperty_83","3114a60e-d55e-4158-8659-b96c617fc435"
"string","Test Method","BiomedicalConceptProperty","Test Method","True","True","BiomedicalConceptProperty_84","0a618a23-30a1-4cab-b633-3cbf2b5faf3e"
"string","Vital Signs Position","BiomedicalConceptProperty","Vital Signs Position","True","True","BiomedicalConceptProperty_85","40cd629f-b521-4f47-ad75-053c8b532aba"
"decimal","Vital Signs Result","BiomedicalConceptProperty","Vital Signs Result","True","True","BiomedicalConceptProperty_86","a4100120-1704-4d32-8f6f-f5c35406d031"
"string","Unit of Pressure","BiomedicalConceptProperty","Unit of Pressure","True","True","BiomedicalConceptProperty_87","041dcd4c-41f8-451e-a617-b992709cc4fb"
"string","Vital Signs Location","BiomedicalConceptProperty","Vital Signs Location","True","True","BiomedicalConceptProperty_88","17023192-c9a3-4ea7-a35f-bb7974669f5d"
"string","Vital Signs Laterality","BiomedicalConceptProperty","Vital Signs Laterality","True","True","BiomedicalConceptProperty_89","dd0e0a80-ccee-4c1b-9cdb-83e2e6ed9c63"
"string","Test Method","BiomedicalConceptProperty","Test Method","True","True","BiomedicalConceptProperty_90","62b1876b-0d7e-48a6-b578-26a3f79bedb1"
"string","Vital Signs Position","BiomedicalConceptProperty","Vital Signs Position","True","True","BiomedicalConceptProperty_91","923f72d6-d046-42b0-8249-bee26e5aa0c6"
"integer","Vital Signs Result","BiomedicalConceptProperty","Vital Signs Result","True","True","BiomedicalConceptProperty_92","2054b21a-9bb0-40c4-b732-d92711c30a97"
"string","Count per Minute","BiomedicalConceptProperty","Count per Minute","True","True","BiomedicalConceptProperty_93","01a632b0-ccff-4e58-a193-a1c23e83b641"
"string","Vital Signs Location","BiomedicalConceptProperty","Vital Signs Location","True","True","BiomedicalConceptProperty_94","765d9e39-9cab-437a-b8dd-93bdab7fd152"
"string","Vital Signs Laterality","BiomedicalConceptProperty","Vital Signs Laterality","True","True","BiomedicalConceptProperty_95","32a2874b-0796-4ca4-b32d-0354bce7c832"
"string","Test Method","BiomedicalConceptProperty","Test Method","True","True","BiomedicalConceptProperty_96","7d31ce5a-b028-41cc-8de6-d065b7b15407"
"string","Vital Signs Position","BiomedicalConceptProperty","Vital Signs Position","True","True","BiomedicalConceptProperty_97","238fd32f-7dad-429a-9338-82512dd5c831"
