"code","codeSystemVersion","instanceType","uuid:ID","id","decode","codeSystem"
"C17049","2023-12-15","Code","79b95891-67ec-44a2-b2ca-ba7e3a176fa5","Code_433","Race","http://www.cdisc.org"
"C17049","2023-12-15","Code","d08d99a8-4944-4dd3-8cd8-8d60a744be49","Code_434","Race","http://www.cdisc.org"
"C174446","2023-12-15","Code","f5439d1a-e42e-42e8-accd-f66492e91782","Code_435","TEMP","http://www.cdisc.org"
"C77140","2023-12-15","Code","73f6c5e6-dc5a-412b-bfac-24a6c2c03069","Code_436","Clinical Test Result","http://www.cdisc.org"
"C42559","2023-12-15","Code","6c2b5fd1-db57-4e5d-a345-23ad44c97739","Code_437","Degree Celsius","http://www.cdisc.org"
"C44277","2023-12-15","Code","c2ef2569-5886-468f-bffa-77a3db5914a4","Code_438","Degree Fahrenheit","http://www.cdisc.org"
"C42537","2023-12-15","Code","a2040641-47a5-47c0-8f49-16c81a8d306f","Code_439","Kelvin","http://www.cdisc.org"
"C44276","2023-12-15","Code","eb722af1-3108-47b2-892c-8bc6b9b35f03","Code_440","Unit of Temperature","http://www.cdisc.org"
"C12674","2023-12-15","Code","7da9f13c-a118-404b-9b0b-9aaba39f5082","Code_441","Axilla","http://www.cdisc.org"
"C12394","2023-12-15","Code","33da50d2-5175-4a1a-86eb-a2012f131e5a","Code_442","Ear","http://www.cdisc.org"
"C89803","2023-12-15","Code","43f959d7-a1a4-4c87-a376-925925840767","Code_443","Forehead","http://www.cdisc.org"
"C12421","2023-12-15","Code","6db745a1-3bd4-43b8-92ec-acc0b20bd89a","Code_444","Oral Cavity","http://www.cdisc.org"
"C12390","2023-12-15","Code","c536b5e9-357e-4184-9f00-b776aad54ec7","Code_445","Rectum","http://www.cdisc.org"
"C13717","2023-12-15","Code","6236bd73-1ad6-4bda-9f0a-2b963af1d1c8","Code_446","Anatomic Site","http://www.cdisc.org"
"C174446","2023-12-15","Code","1ac56c0e-c52e-4861-afc1-f2575a437e16","Code_447","TEMP","http://www.cdisc.org"
"C25208","2023-12-15","Code","a4f86069-69e1-4749-82b8-4bd6ce6682ae","Code_448","WEIGHT","http://www.cdisc.org"
"C77140","2023-12-15","Code","2f344acb-d01d-4fcc-b39b-cf622209ad95","Code_449","Clinical Test Result","http://www.cdisc.org"
"C48531","2023-12-15","Code","b84afa3f-4c64-4a1f-a8d8-e424fd294965","Code_450","Pound","http://www.cdisc.org"
"C48155","2023-12-15","Code","e3e4b2fe-5c00-419e-851d-c147d9b0f756","Code_451","Gram","http://www.cdisc.org"
"C28252","2023-12-15","Code","29e3be21-6a7a-4cf6-9664-bf987388e5b3","Code_452","Kilogram","http://www.cdisc.org"
"C48208","2023-12-15","Code","2b4283d5-7197-4981-a7d5-14282d838c9c","Code_453","Unit of Weight","http://www.cdisc.org"
"C25208","2023-12-15","Code","50faf844-a996-437a-8657-a45f042a76ff","Code_454","WEIGHT","http://www.cdisc.org"
"C25347","2023-12-15","Code","1f5e53e4-e343-4ee5-8b2e-07244d35695a","Code_455","HEIGHT","http://www.cdisc.org"
"C77140","2023-12-15","Code","3b13144c-2fca-425a-acee-f54b6d906374","Code_456","Clinical Test Result","http://www.cdisc.org"
"C49668","2023-12-15","Code","62280ef1-f830-4db5-800b-84bb49e1fcab","Code_457","Centimeter","http://www.cdisc.org"
"C48500","2023-12-15","Code","83585f1f-0633-4eea-82ef-e4af65539c35","Code_458","Inch","http://www.cdisc.org"
"C41139","2023-12-15","Code","5523423a-242c-4460-80f0-355c2b1f462a","Code_459","Meter","http://www.cdisc.org"
"C168688","2023-12-15","Code","630a04fd-7981-41bf-bdd7-e3af74628b9e","Code_460","Unit of Height","http://www.cdisc.org"
"C25347","2023-12-15","Code","ce47fb4f-1a70-4fff-a7a2-71f117e9135c","Code_461","HEIGHT","http://www.cdisc.org"
"C64433","2023-12-15","Code","372cb4f3-373e-454f-8c7c-98ff658dbed9","Code_462","ALT","http://www.cdisc.org"
"C36292","2023-12-15","Code","2290bb8d-a692-4c64-9776-032f584064e7","Code_463","Laboratory Test Result","http://www.cdisc.org"
"C67456","2023-12-15","Code","c6c72003-4be3-436c-84dc-b418fc00443d","Code_464","Unit per Liter","http://www.cdisc.org"
"C67397","2023-12-15","Code","c8d62b21-313f-4a57-b019-6af51cae6e14","Code_465","Microkatal per Liter","http://www.cdisc.org"
"C67376","2023-12-15","Code","fb2e53dc-24b0-4f11-906d-bebc44148f55","Code_466","International Unit per Liter","http://www.cdisc.org"
"C70510","2023-12-15","Code","e87a1bd1-9d4e-4810-92df-fe7298c1b7fe","Code_467","Nanokatal per Liter","http://www.cdisc.org"
"C67365","2023-12-15","Code","e970ec52-d734-4502-962a-663ab84cb033","Code_468","Unit of Catalytic Activity Concentration","http://www.cdisc.org"
"C70713","2023-12-15","Code","ec81bfb1-5e3f-4ad5-acda-befcf67b141a","Code_469","Biospecimen Type","http://www.cdisc.org"
"C49487","2023-12-15","Code","92613a35-44d5-4d6d-ae24-5d322777d3fe","Code_470","No","http://www.cdisc.org"
"C49488","2023-12-15","Code","5447653b-60eb-4dd7-b280-0e7d6f719bbe","Code_471","Yes","http://www.cdisc.org"
"C83309","2023-12-15","Code","9e781d14-2cb6-4184-8ca2-ada7d0170a5f","Code_472","Laboratory Test Fasting Status","http://www.cdisc.org"
"C64433","2023-12-15","Code","98fded0f-b955-4157-8349-b3bcb254b93e","Code_473","ALT","http://www.cdisc.org"
"C64431","2023-12-15","Code","6fc3a0b8-6e77-488b-b94e-5586e14e0018","Code_474","ALB","http://www.cdisc.org"
"C36292","2023-12-15","Code","f6f87cc6-6272-49db-adee-f4ea657a3912","Code_475","Laboratory Test Result","http://www.cdisc.org"
"C70713","2023-12-15","Code","2487a5ac-5d98-447d-8faa-7ab66e3224df","Code_476","Biospecimen Type","http://www.cdisc.org"
"C49487","2023-12-15","Code","81478a50-15a5-4e86-8de7-af29529d1775","Code_477","No","http://www.cdisc.org"
"C49488","2023-12-15","Code","bfb92c3c-f84a-4b8e-8a1c-6c6f503b1c71","Code_478","Yes","http://www.cdisc.org"
"C83309","2023-12-15","Code","1de87ac8-f7dd-4588-b1e3-2385de71c4d1","Code_479","Laboratory Test Fasting Status","http://www.cdisc.org"
"C64431","2023-12-15","Code","3dc3b83b-1f8a-43db-a81c-277c3dbea872","Code_480","ALB","http://www.cdisc.org"
"C64432","2023-12-15","Code","364be6d3-9cd5-480a-9024-0b2b23032ed0","Code_481","ALP","http://www.cdisc.org"
"C36292","2023-12-15","Code","09138553-9c74-4c07-bb7f-c6af527ed1b0","Code_482","Laboratory Test Result","http://www.cdisc.org"
"C67456","2023-12-15","Code","9f294a8f-6d60-40b8-a880-02fa60ccac5e","Code_483","Unit per Liter","http://www.cdisc.org"
"C67397","2023-12-15","Code","005e7788-60da-4a0a-8bc7-4e46a7c9191b","Code_484","Microkatal per Liter","http://www.cdisc.org"
"C67376","2023-12-15","Code","392430c8-6f9e-4ebe-85fd-b05d569b00d5","Code_485","International Unit per Liter","http://www.cdisc.org"
"C67365","2023-12-15","Code","42582796-ee15-4f7b-9b1e-ecaf075d11c8","Code_486","Unit of Catalytic Activity Concentration","http://www.cdisc.org"
"C70713","2023-12-15","Code","a00e72c5-634f-4b1a-9f56-1a936baa6215","Code_487","Biospecimen Type","http://www.cdisc.org"
"C49487","2023-12-15","Code","c251b21f-69a1-4aa3-afc4-b36564347188","Code_488","No","http://www.cdisc.org"
"C49488","2023-12-15","Code","3e6ad83f-7bd1-4911-840c-f4d9af0cc902","Code_489","Yes","http://www.cdisc.org"
"C83309","2023-12-15","Code","323a8452-dfc4-4dd0-aa17-7a9f42464903","Code_490","Laboratory Test Fasting Status","http://www.cdisc.org"
"C64432","2023-12-15","Code","a06ef61e-1e99-41c5-8577-2b5ac4261cb4","Code_491","ALP","http://www.cdisc.org"
"C64467","2023-12-15","Code","be487090-1bae-4638-bf3e-44ef47b66fa2","Code_492","AST","http://www.cdisc.org"
"C36292","2023-12-15","Code","1e3015f6-0ef2-478d-a56e-d91887864bc4","Code_493","Laboratory Test Result","http://www.cdisc.org"
"C67456","2023-12-15","Code","fc78c489-9eaf-4941-bf31-c40a10316cfa","Code_494","Unit per Liter","http://www.cdisc.org"
"C67397","2023-12-15","Code","a92d047f-f037-4d73-b47e-e50f744b3a90","Code_495","Microkatal per Liter","http://www.cdisc.org"
"C67376","2023-12-15","Code","fe85f7f2-40bb-4b8e-9194-b718b0a5d4cd","Code_496","International Unit per Liter","http://www.cdisc.org"
"C67365","2023-12-15","Code","06f83221-1e1d-43f4-ab08-e15cc003b846","Code_497","Unit of Catalytic Activity Concentration","http://www.cdisc.org"
"C70713","2023-12-15","Code","37d6a8e6-a724-4f01-9981-f4e90777aae5","Code_498","Biospecimen Type","http://www.cdisc.org"
"C49487","2023-12-15","Code","17ad1d9c-be27-40ee-9ebf-a3995f01c8f4","Code_499","No","http://www.cdisc.org"
"C49488","2023-12-15","Code","07aacc80-e722-4c25-8bae-3b3683c59bf4","Code_500","Yes","http://www.cdisc.org"
"C83309","2023-12-15","Code","9636d35e-f227-4a04-bd58-8fe5ccb16dc0","Code_501","Laboratory Test Fasting Status","http://www.cdisc.org"
"C64467","2023-12-15","Code","e147f9ce-7eb8-4176-ab10-c7a7291361e9","Code_502","AST","http://www.cdisc.org"
"C64547","2023-12-15","Code","ae353c5f-b3e0-4e5a-ab22-6ae75edd7cb1","Code_503","CREAT","http://www.cdisc.org"
"C36292","2023-12-15","Code","3d47c30b-a4d7-44fe-9e12-c180196a80c7","Code_504","Laboratory Test Result","http://www.cdisc.org"
"C67015","2023-12-15","Code","ea2df939-829f-4246-a87b-2b86b79c5df8","Code_505","Milligram per Deciliter","http://www.cdisc.org"
"C64572","2023-12-15","Code","e9829ffe-77e3-4d52-adac-25f39f564a3f","Code_506","Microgram per Milliliter","http://www.cdisc.org"
"C64387","2023-12-15","Code","1c73506d-2187-4525-81f8-94aeedcc4dd0","Code_507","Millimole per Liter","http://www.cdisc.org"
"C48508","2023-12-15","Code","019d2331-20ae-49b8-949e-cc4c16532b13","Code_508","Micromole per Liter","http://www.cdisc.org"
"C48207","2023-12-15","Code","eb97a9e2-ddcd-45a3-9a4f-14afdc611e9f","Code_509","Unit of Concentration","http://www.cdisc.org"
"C70713","2023-12-15","Code","dc9b280b-235a-435f-a966-ebcc03099bf8","Code_510","Biospecimen Type","http://www.cdisc.org"
"C49487","2023-12-15","Code","59160dd5-7587-4fd9-ab0c-af9816f14494","Code_511","No","http://www.cdisc.org"
"C49488","2023-12-15","Code","a63af2c1-ecb2-40dd-8066-1740d602a2f7","Code_512","Yes","http://www.cdisc.org"
"C83309","2023-12-15","Code","8df3229c-1e1c-477b-bf4f-d36d5bae1638","Code_513","Laboratory Test Fasting Status","http://www.cdisc.org"
"C64547","2023-12-15","Code","334b1cd0-7aca-4c59-90e2-bf0c8164bbcb","Code_514","CREAT","http://www.cdisc.org"
"C64853","2023-12-15","Code","482164fc-b151-4107-9023-b952e2337e18","Code_515","K","http://www.cdisc.org"
"C36292","2023-12-15","Code","85f07d00-c39c-44a1-b852-bf0d4ee950c4","Code_516","Laboratory Test Result","http://www.cdisc.org"
"C67474","2023-12-15","Code","c0cce4f0-1d12-4760-87a9-f52eb394f31c","Code_517","Milliequivalent per Liter","http://www.cdisc.org"
"C67473","2023-12-15","Code","854ad9cc-740a-4d16-b95e-ae8d3bbb6d89","Code_518","Milliequivalent per Deciliter","http://www.cdisc.org"
"C64387","2023-12-15","Code","c79300af-c34f-48bc-9a98-3defaff5ece4","Code_519","Millimole per Liter","http://www.cdisc.org"
"C64567","2023-12-15","Code","b484af6c-24e0-4213-a9cd-93fc129727ec","Code_520","Molarity Unit","http://www.cdisc.org"
"C70713","2023-12-15","Code","da42da47-e7d7-4092-be36-2a275a507ef9","Code_521","Biospecimen Type","http://www.cdisc.org"
"C49487","2023-12-15","Code","546eeb0b-6e0f-471d-b0fb-8a3da7ac8c1f","Code_522","No","http://www.cdisc.org"
"C49488","2023-12-15","Code","ce5e4416-6fad-47bc-a34d-2fe1bce91a0e","Code_523","Yes","http://www.cdisc.org"
"C83309","2023-12-15","Code","49ea78d4-1d6e-4b83-9032-0f3664b6ebbe","Code_524","Laboratory Test Fasting Status","http://www.cdisc.org"
"C64853","2023-12-15","Code","700bb02a-9e1e-4a89-9bc9-9f1e3113a79c","Code_525","K","http://www.cdisc.org"
"C64809","2023-12-15","Code","e35064c6-1d28-4387-ae50-bbb5669c40c2","Code_526","SODIUM","http://www.cdisc.org"
"C36292","2023-12-15","Code","db63c766-9fa1-4fa6-9ad1-88b38c8109c3","Code_527","Laboratory Test Result","http://www.cdisc.org"
"C67474","2023-12-15","Code","0d87e3d1-890a-4d7b-91cb-4d18e6062f05","Code_528","Milliequivalent per Liter","http://www.cdisc.org"
"C67473","2023-12-15","Code","2fe9d76f-5389-43f1-9a65-19a001ce3f6c","Code_529","Milliequivalent per Deciliter","http://www.cdisc.org"
"C64387","2023-12-15","Code","571ee2dd-fab9-4887-930f-23fdee31cf50","Code_530","Millimole per Liter","http://www.cdisc.org"
"C64567","2023-12-15","Code","876687e5-92a6-4dd4-87da-f55eff96ed3c","Code_531","Molarity Unit","http://www.cdisc.org"
"C70713","2023-12-15","Code","ab4be83d-607f-447e-be7a-942d8629c8ad","Code_532","Biospecimen Type","http://www.cdisc.org"
"C49487","2023-12-15","Code","0410d7a0-e4eb-4d2b-bcdf-2c1b418fbb62","Code_533","No","http://www.cdisc.org"
"C49488","2023-12-15","Code","e9c8649e-99ec-4e95-92e8-c4c02415878d","Code_534","Yes","http://www.cdisc.org"
"C83309","2023-12-15","Code","30ed3423-c127-47fa-b655-8ae14f7b8b74","Code_535","Laboratory Test Fasting Status","http://www.cdisc.org"
"C64809","2023-12-15","Code","c4e98f5a-3618-4cc8-9b60-6d5bd8db8be5","Code_536","SODIUM","http://www.cdisc.org"
"C64849","2023-12-15","Code","0f788757-9c2e-4032-8a4f-634988f6a0ca","Code_537","HBA1C","http://www.cdisc.org"
"C36292","2023-12-15","Code","fa6977b1-fb45-43e2-9eab-52d510b83d2a","Code_538","Laboratory Test Result","http://www.cdisc.org"
"C64783","2023-12-15","Code","a26e6bab-0819-4885-b071-178fe3956f5b","Code_539","Gram per Deciliter","http://www.cdisc.org"
"No Concept Code","2023-12-15","Code","abcbf839-bfd2-4c93-a3e8-e0625fa02035","Code_540","LBORRESU","http://www.cdisc.org"
"C70713","2023-12-15","Code","438c59f4-fd6f-4cfe-8e56-58481797e52c","Code_541","Biospecimen Type","http://www.cdisc.org"
"C49487","2023-12-15","Code","3b7b1dd9-243c-449a-8577-561729b0d52a","Code_542","No","http://www.cdisc.org"
"C49488","2023-12-15","Code","03c8a757-2a3f-4331-927a-f13119b14a01","Code_543","Yes","http://www.cdisc.org"
"C83309","2023-12-15","Code","e2ded4f2-7935-4d9e-bf5b-1600f336e814","Code_544","Laboratory Test Fasting Status","http://www.cdisc.org"
"C64849","2023-12-15","Code","8c32cd01-b209-4cd6-a326-0327f6cdefce","Code_545","HBA1C","http://www.cdisc.org"
"C78541","2023-12-15","Code","263542e3-503e-40ba-a9a9-cf4dbf74f0b6","Code_145","Adverse Event Verbatim Description","http://www.cdisc.org"
"C83344","2023-12-15","Code","a7ad9d5f-c7d1-4612-a54a-bcaa41260eaa","Code_146","Adverse Event Dictionary Derived Term","http://www.cdisc.org"
"C49487","2023-12-15","Code","b91166f4-3cbc-443d-916b-105c0cc79529","Code_147","No","http://www.cdisc.org"
"C49488","2023-12-15","Code","da74d257-47db-495c-ac3a-f04801e6be98","Code_148","Yes","http://www.cdisc.org"
"C87840","2023-12-15","Code","5ba765b7-9752-42e9-bde0-89356c39d987","Code_149","Adverse Event Pre-specified","http://www.cdisc.org"
"C83205","2023-12-15","Code","8cac6f14-a2dc-4fb2-9515-913d152b2b07","Code_150","Adverse Event Location","http://www.cdisc.org"
"C53253","2023-12-15","Code","8f298c49-06af-441c-8152-db2321461557","Code_151","Severity of Adverse Event","http://www.cdisc.org"
"C49487","2023-12-15","Code","ee2f03e0-5499-4347-85ad-ca71ada5c80f","Code_152","No","http://www.cdisc.org"
"C49488","2023-12-15","Code","92c2a33f-824f-462d-b8eb-b67e8b266b9f","Code_153","Yes","http://www.cdisc.org"
"C53252","2023-12-15","Code","6bcf4dae-82f9-4b57-8b5a-e5f58cd6e01b","Code_154","Seriousness of Adverse Event","http://www.cdisc.org"
"C83013","2023-12-15","Code","ab58bbad-2ffd-4e09-a3c9-67ed697ad35f","Code_155","Adverse Event Action Taken with Study Treatment","http://www.cdisc.org"
"C83109","2023-12-15","Code","f6158a2b-f3d0-42a3-b978-ed140d766981","Code_156","Other Actions taken in Response to Adverse Event","http://www.cdisc.org"
"C41358","2023-12-15","Code","e019d7e0-f7b4-438a-89d9-647198026fc6","Code_157","Adverse Event Attribution to Product or Procedure","http://www.cdisc.org"
"C83210","2023-12-15","Code","2b2b385b-c0b0-4e1d-b5ff-403ca50408f9","Code_158","Adverse Event Relationship to Non Study Treatment","http://www.cdisc.org"
"C83208","2023-12-15","Code","c4630f07-c239-4513-8024-3280d6183370","Code_159","Adverse Event Pattern","http://www.cdisc.org"
"C49489","2023-12-15","Code","b8d2bc81-eec9-49e7-bf0a-fd7376405f49","Code_160","Adverse Event Outcome","http://www.cdisc.org"
"C49487","2023-12-15","Code","08e2a7df-ccf7-417b-9cb2-baec204e462b","Code_161","No","http://www.cdisc.org"
"C49488","2023-12-15","Code","8e35de7f-7227-4dbf-81c4-180475ba7989","Code_162","Yes","http://www.cdisc.org"
"C83211","2023-12-15","Code","4de098f5-591b-4936-bb95-3a1a3b3cf8fd","Code_163","Adverse Event Involves Cancer","http://www.cdisc.org"
"C49487","2023-12-15","Code","56552dd7-4c07-4935-a61d-c4cf65331624","Code_164","No","http://www.cdisc.org"
"C49488","2023-12-15","Code","5a359eae-bcfc-404a-8549-a341d4695a0f","Code_165","Yes","http://www.cdisc.org"
"C83117","2023-12-15","Code","104baf38-d2da-4572-bd4b-a14c2366baec","Code_166","Adverse Event Seriousness Due to Congenital Anomaly","http://www.cdisc.org"
"C49487","2023-12-15","Code","298a1ae4-64df-47ca-8ec3-a2c83f4152f2","Code_167","No","http://www.cdisc.org"
"C49488","2023-12-15","Code","a4fe29fe-6af3-49a4-9b0d-5cc63171754e","Code_168","Yes","http://www.cdisc.org"
"C113380","2023-12-15","Code","2acefc5f-006d-49d5-9620-fd4cfe19c41f","Code_169","Disabling Adverse Event","http://www.cdisc.org"
"C49487","2023-12-15","Code","178603ec-c147-42a2-ac09-1cd7dc033c81","Code_170","No","http://www.cdisc.org"
"C49488","2023-12-15","Code","a8d5e581-d092-4336-bdcf-d3ad0d84c9c5","Code_171","Yes","http://www.cdisc.org"
