"instanceType","code","codeSystemVersion","id","decode","codeSystem","uuid:ID"
"Code","C77140","2023-12-15","Code_436","Clinical Test Result","http://www.cdisc.org","0fe881f5-f89b-4c8d-9e00-e46621cef9a5"
"Code","C42559","2023-12-15","Code_437","Degree Celsius","http://www.cdisc.org","ead7e35f-6a0b-403f-ba97-b5b8fed6b416"
"Code","C44277","2023-12-15","Code_438","Degree Fahrenheit","http://www.cdisc.org","8d354728-0be8-4167-a79b-23c432b8b99a"
"Code","C42537","2023-12-15","Code_439","Kelvin","http://www.cdisc.org","f1b3546e-5897-4ce0-89ad-4ed4dd4d54f6"
"Code","C44276","2023-12-15","Code_440","Unit of Temperature","http://www.cdisc.org","18069cfd-5a39-4daf-ab69-60b675872d10"
"Code","C12674","2023-12-15","Code_441","Axilla","http://www.cdisc.org","3fa8afb0-684f-456e-b5ba-7b90710dfac5"
"Code","C12394","2023-12-15","Code_442","Ear","http://www.cdisc.org","9f303f29-17c2-4614-a0e8-842feec5c391"
"Code","C89803","2023-12-15","Code_443","Forehead","http://www.cdisc.org","6c675379-9ccc-46f6-9e45-ed44a706784e"
"Code","C12421","2023-12-15","Code_444","Oral Cavity","http://www.cdisc.org","10420223-4d7a-45fb-be71-64e530f8c929"
"Code","C12390","2023-12-15","Code_445","Rectum","http://www.cdisc.org","6acc28ea-8081-4fe9-94d1-ef5339c734bb"
"Code","C13717","2023-12-15","Code_446","Anatomic Site","http://www.cdisc.org","8c41a398-cddd-4dd3-a120-da4afed707a9"
"Code","C174446","2023-12-15","Code_447","TEMP","http://www.cdisc.org","18d6f680-b6c1-4ff5-b347-47377847da20"
"Code","C25208","2023-12-15","Code_448","WEIGHT","http://www.cdisc.org","1654fdde-85de-4625-a47e-f3174476b20f"
"Code","C77140","2023-12-15","Code_449","Clinical Test Result","http://www.cdisc.org","8febdbb0-2039-4ea2-8bfa-712b7223c288"
"Code","C48531","2023-12-15","Code_450","Pound","http://www.cdisc.org","84bfb514-8a5b-4990-9004-36083dbcee2a"
"Code","C48155","2023-12-15","Code_451","Gram","http://www.cdisc.org","8cea2640-45dc-4b83-b063-dd288702382a"
"Code","C28252","2023-12-15","Code_452","Kilogram","http://www.cdisc.org","ed111975-c3fe-422c-971e-601cd2e04d16"
"Code","C48208","2023-12-15","Code_453","Unit of Weight","http://www.cdisc.org","9bdbdea9-1aec-42ee-a205-ec974ade52e6"
"Code","C25208","2023-12-15","Code_454","WEIGHT","http://www.cdisc.org","e21c5845-d658-4962-a9dc-5b87e0bc2e65"
"Code","C25347","2023-12-15","Code_455","HEIGHT","http://www.cdisc.org","d429d759-9c17-4ce7-b537-6dd61753f6df"
"Code","C77140","2023-12-15","Code_456","Clinical Test Result","http://www.cdisc.org","afa315ec-548c-4e3a-930d-bc7c48a432e3"
"Code","C49668","2023-12-15","Code_457","Centimeter","http://www.cdisc.org","8ce6d669-dc4d-4ffe-8c3c-2b448586d539"
"Code","C48500","2023-12-15","Code_458","Inch","http://www.cdisc.org","2000665e-8860-4601-9f60-43c776622886"
"Code","C41139","2023-12-15","Code_459","Meter","http://www.cdisc.org","3710b918-3358-4d14-b502-b30d54080db3"
"Code","C168688","2023-12-15","Code_460","Unit of Height","http://www.cdisc.org","b0a55cca-1d36-4106-bbba-f83f17964231"
"Code","C25347","2023-12-15","Code_461","HEIGHT","http://www.cdisc.org","0d7a1acf-c4eb-4f43-8718-74bd020eaea0"
"Code","C64433","2023-12-15","Code_462","ALT","http://www.cdisc.org","6f4f69dc-67be-44ac-86e5-f63f282b98dd"
"Code","C36292","2023-12-15","Code_463","Laboratory Test Result","http://www.cdisc.org","cf439d86-1aa4-403e-9960-7a066ee1f299"
"Code","C67456","2023-12-15","Code_464","Unit per Liter","http://www.cdisc.org","01d387c0-3eb2-4728-a16e-814ddf6d1d7d"
"Code","C67397","2023-12-15","Code_465","Microkatal per Liter","http://www.cdisc.org","3e925c3c-9721-492f-90d3-08ad29752a84"
"Code","C67376","2023-12-15","Code_466","International Unit per Liter","http://www.cdisc.org","e0cef6da-619b-4f92-a66a-783e140cda93"
"Code","C70510","2023-12-15","Code_467","Nanokatal per Liter","http://www.cdisc.org","49cd0c88-761e-406b-a173-a60a3737dd0e"
"Code","C67365","2023-12-15","Code_468","Unit of Catalytic Activity Concentration","http://www.cdisc.org","df54bfe8-424d-4786-bc6b-6b467901937b"
"Code","C70713","2023-12-15","Code_469","Biospecimen Type","http://www.cdisc.org","39c2b350-b159-4d23-b3f4-bcf4f489978a"
"Code","C49487","2023-12-15","Code_470","No","http://www.cdisc.org","6c604176-dd9d-4b6b-8f87-75a99efa9624"
"Code","C49488","2023-12-15","Code_471","Yes","http://www.cdisc.org","157f8d7c-a6d1-4932-9979-63a878334045"
"Code","C83309","2023-12-15","Code_472","Laboratory Test Fasting Status","http://www.cdisc.org","51a38f64-8250-4597-be8c-5c6ed0f92344"
"Code","C64433","2023-12-15","Code_473","ALT","http://www.cdisc.org","13620a68-1443-4b00-87af-3bd2f575aa44"
"Code","C64431","2023-12-15","Code_474","ALB","http://www.cdisc.org","c12d8f19-8753-4162-aa0b-d0bac119ab62"
"Code","C36292","2023-12-15","Code_475","Laboratory Test Result","http://www.cdisc.org","7ac6abc8-ebf5-4255-9f69-5c4583a93874"
"Code","C70713","2023-12-15","Code_476","Biospecimen Type","http://www.cdisc.org","85b0c37e-cf7b-4f4d-9d4a-dec61bcec25e"
"Code","C49487","2023-12-15","Code_477","No","http://www.cdisc.org","0231ae48-6d6c-4447-974d-f47d922184e8"
"Code","C49488","2023-12-15","Code_478","Yes","http://www.cdisc.org","d1333ed3-159f-4b39-8ea3-14dd8be1185b"
"Code","C83309","2023-12-15","Code_479","Laboratory Test Fasting Status","http://www.cdisc.org","3d3d51fb-6317-43e9-9aa5-47335c101e68"
"Code","C64431","2023-12-15","Code_480","ALB","http://www.cdisc.org","1fd9d801-2df0-458e-8e8f-82e5db69bf2d"
"Code","C64432","2023-12-15","Code_481","ALP","http://www.cdisc.org","9737c19a-67f2-48e8-848b-e94684f59a3b"
"Code","C36292","2023-12-15","Code_482","Laboratory Test Result","http://www.cdisc.org","b48df1d3-00ba-4ff4-be7e-d190006bc179"
"Code","C67456","2023-12-15","Code_483","Unit per Liter","http://www.cdisc.org","869efef2-0f23-426b-af57-4cd4ab6f84df"
"Code","C67397","2023-12-15","Code_484","Microkatal per Liter","http://www.cdisc.org","ddd0cea4-4741-40f6-ae06-e703fbc5180b"
"Code","C67376","2023-12-15","Code_485","International Unit per Liter","http://www.cdisc.org","1a8a30ef-50b6-4219-8501-39d2745af42a"
"Code","C67365","2023-12-15","Code_486","Unit of Catalytic Activity Concentration","http://www.cdisc.org","85aa23b5-d96d-4bc5-8032-424684bbd692"
"Code","C70713","2023-12-15","Code_487","Biospecimen Type","http://www.cdisc.org","83d58095-a6fa-4568-ab06-638c3c5c60fd"
"Code","C49487","2023-12-15","Code_488","No","http://www.cdisc.org","35602654-ddfb-4a1d-94d9-cd980c170854"
"Code","C49488","2023-12-15","Code_489","Yes","http://www.cdisc.org","4ff6434e-5993-48d1-b1d3-0d830dfd2b89"
"Code","C83309","2023-12-15","Code_490","Laboratory Test Fasting Status","http://www.cdisc.org","83e61c07-6d0c-4604-9f52-0ca1542a07df"
"Code","C64432","2023-12-15","Code_491","ALP","http://www.cdisc.org","921a0878-837a-43bb-b2d9-9d03bd1df46f"
"Code","C64467","2023-12-15","Code_492","AST","http://www.cdisc.org","9068c37d-dc40-4fe8-8bd7-8b685c64a586"
"Code","C36292","2023-12-15","Code_493","Laboratory Test Result","http://www.cdisc.org","afc2a1e0-8fc3-49d9-bb36-d66ec47c9238"
"Code","C67456","2023-12-15","Code_494","Unit per Liter","http://www.cdisc.org","06939253-198f-44c8-9001-99a377b11416"
"Code","C67397","2023-12-15","Code_495","Microkatal per Liter","http://www.cdisc.org","2999523d-fbdc-4390-894e-fc8d9f9b076b"
"Code","C67376","2023-12-15","Code_496","International Unit per Liter","http://www.cdisc.org","5e1492ff-190e-42d3-b38b-d713ed6da42f"
"Code","C67365","2023-12-15","Code_497","Unit of Catalytic Activity Concentration","http://www.cdisc.org","6f2a8d7d-7930-446b-a0d6-91df3f9053a7"
"Code","C70713","2023-12-15","Code_498","Biospecimen Type","http://www.cdisc.org","aee5aef2-e755-4f4f-bb34-95f167c7ab02"
"Code","C49487","2023-12-15","Code_499","No","http://www.cdisc.org","d38a7c5a-0edb-4afe-ba1f-4bc0d738ceeb"
"Code","C49488","2023-12-15","Code_500","Yes","http://www.cdisc.org","b43c9bda-fc80-4e29-8559-1842b9c32b68"
"Code","C83309","2023-12-15","Code_501","Laboratory Test Fasting Status","http://www.cdisc.org","71027518-6a3b-4f18-91c7-e45531142145"
"Code","C64467","2023-12-15","Code_502","AST","http://www.cdisc.org","e8eebd05-6fbc-45f9-895c-bb1a0617ceaa"
"Code","C64547","2023-12-15","Code_503","CREAT","http://www.cdisc.org","54edfc34-fc3b-4162-b275-0c513a22670d"
"Code","C36292","2023-12-15","Code_504","Laboratory Test Result","http://www.cdisc.org","425219c1-3dcf-4e06-a00e-5e6c7eff41b2"
"Code","C67015","2023-12-15","Code_505","Milligram per Deciliter","http://www.cdisc.org","22c63ef0-9e2a-49e3-90fa-61d26d14a62e"
"Code","C64572","2023-12-15","Code_506","Microgram per Milliliter","http://www.cdisc.org","12e701a4-ccb7-4a81-a862-e6871a034dbc"
"Code","C64387","2023-12-15","Code_507","Millimole per Liter","http://www.cdisc.org","f74f0cb6-4f27-44fd-9ed0-4c90e99be189"
"Code","C48508","2023-12-15","Code_508","Micromole per Liter","http://www.cdisc.org","e1c517d1-8fe8-4445-8fc9-465ac7639926"
"Code","C48207","2023-12-15","Code_509","Unit of Concentration","http://www.cdisc.org","e1dd9c7b-fc7f-47e4-9d0a-1fccb25c2cf2"
"Code","C70713","2023-12-15","Code_510","Biospecimen Type","http://www.cdisc.org","eb630b11-3528-4fa4-983a-ec41242d3d54"
"Code","C49487","2023-12-15","Code_511","No","http://www.cdisc.org","f4ebbd55-7623-4c17-9f26-8cbeab81ecf7"
"Code","C49488","2023-12-15","Code_512","Yes","http://www.cdisc.org","a8bb404d-d48b-482f-a4bf-5c5b9c0dd495"
"Code","C83309","2023-12-15","Code_513","Laboratory Test Fasting Status","http://www.cdisc.org","ab84966d-e42b-425b-8698-44acf0f980b1"
"Code","C64547","2023-12-15","Code_514","CREAT","http://www.cdisc.org","5142d8fc-cb82-46e6-af4c-a34ea97674a6"
"Code","C64853","2023-12-15","Code_515","K","http://www.cdisc.org","ca1366af-b399-43f2-abdb-93c0a0c80ec0"
"Code","C36292","2023-12-15","Code_516","Laboratory Test Result","http://www.cdisc.org","a89f43a0-5b06-44df-9373-4f81871fa206"
"Code","C67474","2023-12-15","Code_517","Milliequivalent per Liter","http://www.cdisc.org","1a8306f5-7625-408b-9a35-5259096238a8"
"Code","C67473","2023-12-15","Code_518","Milliequivalent per Deciliter","http://www.cdisc.org","5a7a5b2b-86ef-4cea-958d-46dea5ee0096"
"Code","C64387","2023-12-15","Code_519","Millimole per Liter","http://www.cdisc.org","593de3b1-a952-41cd-9032-3985a994047d"
"Code","C64567","2023-12-15","Code_520","Molarity Unit","http://www.cdisc.org","659755ce-a6b8-493d-b932-6b7f5e44c8ce"
"Code","C70713","2023-12-15","Code_521","Biospecimen Type","http://www.cdisc.org","2839c17f-2a1f-4e41-a7b0-d1e3074bb18a"
"Code","C49487","2023-12-15","Code_522","No","http://www.cdisc.org","8e281bd7-046f-44b4-bb33-aca8b789b42c"
"Code","C49488","2023-12-15","Code_523","Yes","http://www.cdisc.org","714cdcdf-4b2a-4c05-a4fb-7522b6b173db"
"Code","C83309","2023-12-15","Code_524","Laboratory Test Fasting Status","http://www.cdisc.org","50eb0bbf-8359-4543-a11d-c55dd5bbb379"
"Code","C64853","2023-12-15","Code_525","K","http://www.cdisc.org","38ccd2cd-0ee8-47fb-bc75-b0239d97eeca"
"Code","C64809","2023-12-15","Code_526","SODIUM","http://www.cdisc.org","4d0d9879-c231-434a-a592-f65f854dbd98"
"Code","C36292","2023-12-15","Code_527","Laboratory Test Result","http://www.cdisc.org","e24b9b07-f175-4bcf-bbfd-1d8d391462f2"
"Code","C67474","2023-12-15","Code_528","Milliequivalent per Liter","http://www.cdisc.org","afb6e6be-7f0b-4535-bd1a-15ee9bfb4e1d"
"Code","C67473","2023-12-15","Code_529","Milliequivalent per Deciliter","http://www.cdisc.org","c21a75d2-e0f8-4ca5-a919-a9273b754a39"
"Code","C64387","2023-12-15","Code_530","Millimole per Liter","http://www.cdisc.org","77dfb4f5-181e-44e3-8d31-140578fd8395"
"Code","C64567","2023-12-15","Code_531","Molarity Unit","http://www.cdisc.org","adf38b9a-29e4-499c-899d-2f8bbcb9d00c"
"Code","C70713","2023-12-15","Code_532","Biospecimen Type","http://www.cdisc.org","71367854-8937-4d17-ae91-c4fa6967843c"
"Code","C49487","2023-12-15","Code_533","No","http://www.cdisc.org","1f55ecf3-bfbb-4e76-9ace-b9c0eb17c38c"
"Code","C49488","2023-12-15","Code_534","Yes","http://www.cdisc.org","cc8b6273-b8e7-44cd-b37e-a975eed4a831"
"Code","C83309","2023-12-15","Code_535","Laboratory Test Fasting Status","http://www.cdisc.org","3e6a16e6-a2e5-4c71-8a89-b553c4745123"
"Code","C64809","2023-12-15","Code_536","SODIUM","http://www.cdisc.org","ef420782-fee3-4854-80f1-8ef31fdb46a9"
"Code","C64849","2023-12-15","Code_537","HBA1C","http://www.cdisc.org","330a7c51-b928-4d01-ba99-9b1613f35418"
"Code","C36292","2023-12-15","Code_538","Laboratory Test Result","http://www.cdisc.org","cca754c7-c0b4-4a04-a6ba-47692689776d"
"Code","C64783","2023-12-15","Code_539","Gram per Deciliter","http://www.cdisc.org","0a75e864-a44a-4288-b79b-0692a7ae5ffc"
"Code","No Concept Code","2023-12-15","Code_540","LBORRESU","http://www.cdisc.org","1859dfd2-35a3-4ece-8030-d1f81b729f8b"
"Code","C70713","2023-12-15","Code_541","Biospecimen Type","http://www.cdisc.org","e7030861-c165-4f83-9efb-2ec03b618659"
"Code","C49487","2023-12-15","Code_542","No","http://www.cdisc.org","79d06074-b3ae-4b8f-bdff-00813959c844"
"Code","C49488","2023-12-15","Code_543","Yes","http://www.cdisc.org","1aeaad12-4476-41ee-8d7d-62a665b21a14"
"Code","C83309","2023-12-15","Code_544","Laboratory Test Fasting Status","http://www.cdisc.org","f407502e-a1e8-4f02-ace3-6ba0533a4d7c"
"Code","C64849","2023-12-15","Code_545","HBA1C","http://www.cdisc.org","0d99046e-c93a-4e55-9214-3b3bdef8dbbe"
"Code","C78541","2023-12-15","Code_145","Adverse Event Verbatim Description","http://www.cdisc.org","2d8ddf27-790d-4709-80c3-febb9c76cbfc"
"Code","C83344","2023-12-15","Code_146","Adverse Event Dictionary Derived Term","http://www.cdisc.org","47a8b676-cf0b-4268-860f-7f64539fed09"
"Code","C49487","2023-12-15","Code_147","No","http://www.cdisc.org","a0fbc57a-eded-44b0-ae23-09c4ba3918e0"
"Code","C49488","2023-12-15","Code_148","Yes","http://www.cdisc.org","8878a753-7ea9-4485-aa24-a851b7156cf4"
"Code","C87840","2023-12-15","Code_149","Adverse Event Pre-specified","http://www.cdisc.org","8b8cb95c-ba77-43ea-a4b9-c6a866d7b268"
"Code","C83205","2023-12-15","Code_150","Adverse Event Location","http://www.cdisc.org","5ee9b444-5462-4b4c-83e5-b1e722ad98bb"
"Code","C53253","2023-12-15","Code_151","Severity of Adverse Event","http://www.cdisc.org","6280bfe0-bdb8-40e4-941a-2cc1043f82d9"
"Code","C49487","2023-12-15","Code_152","No","http://www.cdisc.org","e6f7b3ba-8bb0-42ed-9a07-672ff3c8dfd7"
"Code","C49488","2023-12-15","Code_153","Yes","http://www.cdisc.org","0ea3a197-10b3-4038-9cac-26795aa873ba"
"Code","C53252","2023-12-15","Code_154","Seriousness of Adverse Event","http://www.cdisc.org","c9c0f319-2861-45f0-b36a-0e2e3ec21ed1"
"Code","C83013","2023-12-15","Code_155","Adverse Event Action Taken with Study Treatment","http://www.cdisc.org","18636049-f7ed-4ac2-af45-973b1b97fd8f"
"Code","C83109","2023-12-15","Code_156","Other Actions taken in Response to Adverse Event","http://www.cdisc.org","9b7bbadc-9e99-467a-8923-85807e8269fd"
"Code","C41358","2023-12-15","Code_157","Adverse Event Attribution to Product or Procedure","http://www.cdisc.org","5c84c82d-b39d-4411-9e87-b12a08490c09"
"Code","C83210","2023-12-15","Code_158","Adverse Event Relationship to Non Study Treatment","http://www.cdisc.org","1dd42d46-d4b3-441f-95b9-674b405b2ccd"
"Code","C83208","2023-12-15","Code_159","Adverse Event Pattern","http://www.cdisc.org","bf8e9f83-1c42-4414-802a-d95216b7d7a7"
"Code","C49489","2023-12-15","Code_160","Adverse Event Outcome","http://www.cdisc.org","af0f2024-e974-4b4f-9275-d1a883cc6fa5"
"Code","C49487","2023-12-15","Code_161","No","http://www.cdisc.org","b6d49863-cb32-4d47-b5e4-51cea382f02c"
"Code","C49488","2023-12-15","Code_162","Yes","http://www.cdisc.org","16932fac-229d-4e22-8e4c-725b2271f8b7"
"Code","C83211","2023-12-15","Code_163","Adverse Event Involves Cancer","http://www.cdisc.org","2ddff1e5-e2c7-4896-b896-2f1ca70a6c37"
"Code","C49487","2023-12-15","Code_164","No","http://www.cdisc.org","ad3756d2-52b0-4fef-907f-2f00dbd6090e"
"Code","C49488","2023-12-15","Code_165","Yes","http://www.cdisc.org","453bed61-62d6-49c3-a9b8-d815ee183560"
"Code","C83117","2023-12-15","Code_166","Adverse Event Seriousness Due to Congenital Anomaly","http://www.cdisc.org","5c15fe8e-75a9-4887-818b-b315f43b4cad"
"Code","C49487","2023-12-15","Code_167","No","http://www.cdisc.org","23ec04d3-5ea1-4f2a-9898-586483b68eef"
"Code","C49488","2023-12-15","Code_168","Yes","http://www.cdisc.org","16d55b88-2ac1-4cc1-95e9-d7071663b157"
"Code","C113380","2023-12-15","Code_169","Disabling Adverse Event","http://www.cdisc.org","e0e14423-fa9a-44e8-aaad-6c3bd85daee9"
"Code","C49487","2023-12-15","Code_170","No","http://www.cdisc.org","6946ae35-6feb-45f2-ae87-7c2aae04baac"
"Code","C49488","2023-12-15","Code_171","Yes","http://www.cdisc.org","f02e4f92-fe32-430f-ae2d-90fa52d9fc13"
"Code","C48275","2023-12-15","Code_172","Death Related to Adverse Event","http://www.cdisc.org","8e762b12-b290-419a-8ca7-ecb23342d9e1"
