"isEnabled","instanceType","id","isRequired","datatype","name","uuid:ID","label"
"True","BiomedicalConceptProperty","BiomedicalConceptProperty_145","True","","LBTESTCD","ad105241-acb7-4ac6-bb06-3ef4d0bc744b","LBTESTCD"
"True","BiomedicalConceptProperty","BiomedicalConceptProperty_146","True","float","LBORRES","983a020d-aed3-4bb0-900f-4008ab9a0ef5","LBORRES"
"True","BiomedicalConceptProperty","BiomedicalConceptProperty_147","True","","LBORRESU","b165e090-76b9-44e6-93a2-e9ad19d1d29f","LBORRESU"
"True","BiomedicalConceptProperty","BiomedicalConceptProperty_148","True","","LBSPEC","dcda8a0f-2434-4f4b-8412-d0d98c8f775f","LBSPEC"
"True","BiomedicalConceptProperty","BiomedicalConceptProperty_149","True","","LBFAST","813fc687-bbb5-46c3-b55f-dca996c4fa65","LBFAST"
"True","BiomedicalConceptProperty","BiomedicalConceptProperty_150","True","","LBTESTCD","e09b1b53-896a-45ad-aa5c-8c6e335cb0f2","LBTESTCD"
"True","BiomedicalConceptProperty","BiomedicalConceptProperty_151","True","float","LBORRES","c4ef18b3-040b-45ff-9f4d-eeccb5742f54","LBORRES"
"True","BiomedicalConceptProperty","BiomedicalConceptProperty_152","True","","LBORRESU","2286fc49-25e1-4e8c-87d3-76e58d6161fe","LBORRESU"
"True","BiomedicalConceptProperty","BiomedicalConceptProperty_153","True","","LBSPEC","1848801f-49f3-43de-9eee-032047baebf3","LBSPEC"
"True","BiomedicalConceptProperty","BiomedicalConceptProperty_154","True","","LBFAST","3b86d3ee-5089-4ff6-8c01-cceef8d44e52","LBFAST"
"True","BiomedicalConceptProperty","BiomedicalConceptProperty_155","True","","LBTESTCD","5fd0d571-19b8-4a16-8775-46783de62fd6","LBTESTCD"
"True","BiomedicalConceptProperty","BiomedicalConceptProperty_156","True","float","LBORRES","8f0cff4f-27d9-41f4-b821-415a90428135","LBORRES"
"True","BiomedicalConceptProperty","BiomedicalConceptProperty_157","True","","LBORRESU","ca20c906-973f-4931-af9a-3eeb7f7a33b4","LBORRESU"
"True","BiomedicalConceptProperty","BiomedicalConceptProperty_158","True","","LBSPEC","150b5349-3ae0-43fa-a2b9-b5d7c4c5f6ab","LBSPEC"
"True","BiomedicalConceptProperty","BiomedicalConceptProperty_159","True","","LBFAST","df898678-449a-4e7d-9a31-68da9a952969","LBFAST"
"True","BiomedicalConceptProperty","BiomedicalConceptProperty_160","True","","LBTESTCD","d489bb63-c761-4c78-a3f3-69b6e416b3e4","LBTESTCD"
"True","BiomedicalConceptProperty","BiomedicalConceptProperty_161","True","float","LBORRES","529ab32d-8ce1-4c08-b2da-ca9500a97b73","LBORRES"
"True","BiomedicalConceptProperty","BiomedicalConceptProperty_162","True","","LBORRESU","fb5d611b-0a43-4e44-897b-fa7cbd411bda","LBORRESU"
"True","BiomedicalConceptProperty","BiomedicalConceptProperty_163","True","","LBSPEC","d1c0ea0a-92dd-4f74-9dd5-2250170b47a9","LBSPEC"
"True","BiomedicalConceptProperty","BiomedicalConceptProperty_164","True","","LBFAST","ddffee9f-cc8e-4c7d-b464-e5686aaf98c9","LBFAST"
"True","BiomedicalConceptProperty","BiomedicalConceptProperty_165","True","","LBTESTCD","3761f53a-f3b5-46e6-99af-622fe03b1c8c","LBTESTCD"
"True","BiomedicalConceptProperty","BiomedicalConceptProperty_166","True","float","LBORRES","298dd7fb-f3c9-4ef1-89a1-e81c61c4ad5e","LBORRES"
"True","BiomedicalConceptProperty","BiomedicalConceptProperty_167","True","","LBORRESU","090ee6c7-739f-47f7-953a-7ddcedccc962","LBORRESU"
"True","BiomedicalConceptProperty","BiomedicalConceptProperty_168","True","","LBSPEC","b70ab19f-00fd-4874-b3f4-ace9c71c3ab9","LBSPEC"
"True","BiomedicalConceptProperty","BiomedicalConceptProperty_169","True","","LBFAST","fa380802-639c-4485-930a-73ad7452fcdb","LBFAST"
"True","BiomedicalConceptProperty","BiomedicalConceptProperty_1","True","text","AETERM","fb8b295c-6f4b-46b9-9472-4ac7ce3463cc","AETERM"
"True","BiomedicalConceptProperty","BiomedicalConceptProperty_2","True","text","AEDECOD","b38afcf8-66c4-4c78-b6c8-68e88a136b99","AEDECOD"
"True","BiomedicalConceptProperty","BiomedicalConceptProperty_3","True","text","AEPRESP","e953f2d5-6d9e-488d-a9d1-bd6f54cd47f2","AEPRESP"
"True","BiomedicalConceptProperty","BiomedicalConceptProperty_4","True","text","AELOC","0eca0835-1083-4bba-9741-c6446f0cdcb6","AELOC"
"True","BiomedicalConceptProperty","BiomedicalConceptProperty_5","True","text","AESEV","fa89c903-f7fa-401d-b68c-45c579088091","AESEV"
"True","BiomedicalConceptProperty","BiomedicalConceptProperty_6","True","text","AESER","f857423b-f63d-44f0-a4a5-82135f04d5b8","AESER"
"True","BiomedicalConceptProperty","BiomedicalConceptProperty_7","True","text","AEACN","ffe07ce8-033a-4665-87ea-3f9d75d02bd6","AEACN"
"True","BiomedicalConceptProperty","BiomedicalConceptProperty_8","True","text","AEACNOTH","1c23bcba-8553-4750-a04b-6303d033274a","AEACNOTH"
"True","BiomedicalConceptProperty","BiomedicalConceptProperty_9","True","text","AEREL","14679a2d-9d13-4c7a-ab39-1f561876c742","AEREL"
"True","BiomedicalConceptProperty","BiomedicalConceptProperty_10","True","text","AERELNST","33f558ca-ea86-4136-86bc-2a1c10a79374","AERELNST"
"True","BiomedicalConceptProperty","BiomedicalConceptProperty_11","True","text","AEPATT","47e5eb67-8d5b-43ba-9b60-1f0e8a75ca02","AEPATT"
"True","BiomedicalConceptProperty","BiomedicalConceptProperty_12","True","text","AEOUT","08c5d104-986a-4fab-aca5-ee1e374e7721","AEOUT"
"True","BiomedicalConceptProperty","BiomedicalConceptProperty_13","True","text","AESCAN","2e25e635-2200-446e-a889-b608a5f8bb93","AESCAN"
"True","BiomedicalConceptProperty","BiomedicalConceptProperty_14","True","text","AESCONG","94c41f68-b332-49b4-aee3-abc4f8e5a879","AESCONG"
"True","BiomedicalConceptProperty","BiomedicalConceptProperty_15","True","text","AESDISAB","687042e9-c28b-4f21-8eec-7df3d4692030","AESDISAB"
"True","BiomedicalConceptProperty","BiomedicalConceptProperty_16","True","text","AESDTH","2fa2a0f4-1f86-487c-a9b8-b1ecdb377cc0","AESDTH"
"True","BiomedicalConceptProperty","BiomedicalConceptProperty_17","True","text","AESHOSP","a278d0a8-05b0-48eb-ba7d-c25e2c24928b","AESHOSP"
"True","BiomedicalConceptProperty","BiomedicalConceptProperty_18","True","text","AESLIFE","00c23ffd-21ff-4cbe-9974-5fa58346a021","AESLIFE"
"True","BiomedicalConceptProperty","BiomedicalConceptProperty_19","True","text","AESOD","d7f2289d-c6f0-41fd-84f0-01a89e619f2c","AESOD"
"True","BiomedicalConceptProperty","BiomedicalConceptProperty_20","True","text","AESMIE","3c0958a4-881b-481e-8486-1a9c923b697f","AESMIE"
"True","BiomedicalConceptProperty","BiomedicalConceptProperty_21","True","text","AECONTRT","349db165-7bae-49e1-8e2e-5f12af07c5ab","AECONTRT"
"True","BiomedicalConceptProperty","BiomedicalConceptProperty_22","True","datetime","AESTDTC","c66d26c8-0328-4107-8472-b35628371fb9","AESTDTC"
"True","BiomedicalConceptProperty","BiomedicalConceptProperty_23","True","datetime","AEENDTC","100bd93e-b587-46e0-8980-9e6a0d1627c4","AEENDTC"
"True","BiomedicalConceptProperty","BiomedicalConceptProperty_24","True","","VSTESTCD","b1f8c66d-178e-4ee6-bd60-dbbfa57c6c5b","VSTESTCD"
"True","BiomedicalConceptProperty","BiomedicalConceptProperty_25","True","integer","VSORRES","d63facda-df8f-4ad9-a7e2-c886f9f49ca8","VSORRES"
"True","BiomedicalConceptProperty","BiomedicalConceptProperty_26","True","","VSORRESU","c90471f5-2c2e-4185-af19-f47e447bade1","VSORRESU"
"True","BiomedicalConceptProperty","BiomedicalConceptProperty_27","True","","VSPOS","1ae2aa85-9c71-4ce2-856e-6c36f43605a2","VSPOS"
"True","BiomedicalConceptProperty","BiomedicalConceptProperty_28","True","","VSLOC","492c610d-0d18-4069-a8a5-e67750d610ba","VSLOC"
"True","BiomedicalConceptProperty","BiomedicalConceptProperty_29","True","","VSLAT","84936f4c-6726-400f-9001-3e2b5185e78d","VSLAT"
"True","BiomedicalConceptProperty","BiomedicalConceptProperty_30","True","","VSTESTCD","47f5edeb-614b-4c1d-b523-2a85c2bca152","VSTESTCD"
"True","BiomedicalConceptProperty","BiomedicalConceptProperty_31","True","integer","VSORRES","a1cf4408-faad-426d-8b16-c68773b35430","VSORRES"
"True","BiomedicalConceptProperty","BiomedicalConceptProperty_32","True","","VSORRESU","ff6ef2b6-5653-4681-84c8-979d758aa105","VSORRESU"
"True","BiomedicalConceptProperty","BiomedicalConceptProperty_33","True","","VSPOS","dc9913a9-b6eb-45c8-8825-b01ca8fc77f5","VSPOS"
"True","BiomedicalConceptProperty","BiomedicalConceptProperty_34","True","","VSLOC","8eb650d5-6072-44ae-9444-e6ebbce7f0f1","VSLOC"
"True","BiomedicalConceptProperty","BiomedicalConceptProperty_35","True","","VSLAT","5388f1f2-cc71-4b75-aaac-fb2012bc509c","VSLAT"
"True","BiomedicalConceptProperty","BiomedicalConceptProperty_36","True","","VSTESTCD","6263d748-c815-460d-bf1b-36b474c59d8a","VSTESTCD"
"True","BiomedicalConceptProperty","BiomedicalConceptProperty_37","True","float","VSORRES","1562400d-c889-43a9-b686-49b764a8029a","VSORRES"
"True","BiomedicalConceptProperty","BiomedicalConceptProperty_38","True","","VSORRESU","df8ca103-71fb-4873-bbc0-7228fda1efd2","VSORRESU"
"True","BiomedicalConceptProperty","BiomedicalConceptProperty_39","True","","VSLOC","c34d2f1c-024d-4543-8dda-dbf86e2ca942","VSLOC"
"True","BiomedicalConceptProperty","BiomedicalConceptProperty_40","True","","VSTESTCD","20a09540-749f-492b-bc06-5c9466db0976","VSTESTCD"
"True","BiomedicalConceptProperty","BiomedicalConceptProperty_41","True","float","VSORRES","325f42cc-c60c-4e21-81b2-9334ff77ef89","VSORRES"
"True","BiomedicalConceptProperty","BiomedicalConceptProperty_42","True","","VSORRESU","e790f70c-1e65-49b5-9c54-1c1c3e9ff91a","VSORRESU"
"True","BiomedicalConceptProperty","BiomedicalConceptProperty_43","True","","VSTESTCD","64542ab7-60a0-41d4-95d5-0c9c280baa04","VSTESTCD"
"True","BiomedicalConceptProperty","BiomedicalConceptProperty_44","True","float","VSORRES","ff75fe1d-e163-4699-bd1c-56b33aab99b3","VSORRES"
"True","BiomedicalConceptProperty","BiomedicalConceptProperty_45","True","","VSORRESU","d18b33cf-25dd-48db-81af-a0bbe21e1741","VSORRESU"
"True","BiomedicalConceptProperty","BiomedicalConceptProperty_46","True","","LBTESTCD","c25e6694-c3cb-4a31-a655-fdc3a1a6435c","LBTESTCD"
"True","BiomedicalConceptProperty","BiomedicalConceptProperty_47","True","float","LBORRES","094495a3-e97f-40ea-bc2d-223890c05f44","LBORRES"
"True","BiomedicalConceptProperty","BiomedicalConceptProperty_48","True","","LBORRESU","c35e3da9-7402-4266-91c5-8b6b88d38931","LBORRESU"
"True","BiomedicalConceptProperty","BiomedicalConceptProperty_49","True","","LBSPEC","9f6c97e5-347a-4fc2-b02f-b56e8a08e891","LBSPEC"
"True","BiomedicalConceptProperty","BiomedicalConceptProperty_50","True","","LBFAST","6e27fe20-1ab4-42d2-b899-de784d993ad5","LBFAST"
"True","BiomedicalConceptProperty","BiomedicalConceptProperty_51","True","","LBTESTCD","4f261dbd-cb05-4500-af9c-8a4451db22b1","LBTESTCD"
"True","BiomedicalConceptProperty","BiomedicalConceptProperty_52","True","text","LBORRES","d01e2fb0-61a0-4cd8-9b41-80761a98acc4","LBORRES"
"True","BiomedicalConceptProperty","BiomedicalConceptProperty_53","True","","LBSPEC","49f8eda0-a277-4702-bb8e-7af574f63262","LBSPEC"
"True","BiomedicalConceptProperty","BiomedicalConceptProperty_54","True","","LBFAST","e059f519-05ad-4ebb-ac75-cb4ee658074e","LBFAST"
"True","BiomedicalConceptProperty","BiomedicalConceptProperty_55","True","","LBTESTCD","5a370e1a-c6a1-4a05-b9cb-517b56e0523a","LBTESTCD"
"True","BiomedicalConceptProperty","BiomedicalConceptProperty_56","True","float","LBORRES","dcc69b66-4b81-4458-85e9-08c52502d55e","LBORRES"
"True","BiomedicalConceptProperty","BiomedicalConceptProperty_57","True","","LBORRESU","6ac7f13d-64ff-4b1d-b54e-b3ff3b124397","LBORRESU"
"True","BiomedicalConceptProperty","BiomedicalConceptProperty_58","True","","LBSPEC","83ee14a9-e954-4006-9ed9-5172a3e502a9","LBSPEC"
"True","BiomedicalConceptProperty","BiomedicalConceptProperty_59","True","","LBFAST","c3040700-af0b-4bb0-bab3-00ec39794e31","LBFAST"
"True","BiomedicalConceptProperty","BiomedicalConceptProperty_60","True","","LBTESTCD","c35ef375-47b9-4d85-bd3e-cc6b55e59e78","LBTESTCD"
"True","BiomedicalConceptProperty","BiomedicalConceptProperty_61","True","float","LBORRES","6a528e09-808c-4841-b63d-e70e8f71fa2f","LBORRES"
"True","BiomedicalConceptProperty","BiomedicalConceptProperty_62","True","","LBORRESU","247c4968-a1de-4f2f-a52d-440dc2c9955c","LBORRESU"
"True","BiomedicalConceptProperty","BiomedicalConceptProperty_63","True","","LBSPEC","49ce4e0b-775f-4b95-9b1c-f6f7157d300a","LBSPEC"
"True","BiomedicalConceptProperty","BiomedicalConceptProperty_64","True","","LBFAST","5f6201c3-a644-4865-aadd-7f49a337e338","LBFAST"
"True","BiomedicalConceptProperty","BiomedicalConceptProperty_65","True","","LBTESTCD","68b8b9aa-07a9-4bd2-8c19-64cc8a7501f5","LBTESTCD"
"True","BiomedicalConceptProperty","BiomedicalConceptProperty_66","True","float","LBORRES","fd7f29b6-e01e-45b3-8673-eb39ef2a4110","LBORRES"
"True","BiomedicalConceptProperty","BiomedicalConceptProperty_67","True","","LBORRESU","478f2eee-2865-41bf-b092-b161903f98e2","LBORRESU"
"True","BiomedicalConceptProperty","BiomedicalConceptProperty_68","True","","LBSPEC","92d4e0b0-c239-4c6c-baa6-478ad90a7433","LBSPEC"
"True","BiomedicalConceptProperty","BiomedicalConceptProperty_69","True","","LBFAST","f87ca092-fe73-4742-a0b4-932734ee8a2d","LBFAST"
"True","BiomedicalConceptProperty","BiomedicalConceptProperty_70","True","","LBTESTCD","cb222475-0600-4e34-bbe5-2d3fb73ff2c7","LBTESTCD"
"True","BiomedicalConceptProperty","BiomedicalConceptProperty_71","True","float","LBORRES","53117799-6dcb-42ab-87d5-deacf5185699","LBORRES"
"True","BiomedicalConceptProperty","BiomedicalConceptProperty_72","True","","LBORRESU","e9327c63-62fd-4ae3-a6d0-ea7f5a02ab31","LBORRESU"
"True","BiomedicalConceptProperty","BiomedicalConceptProperty_73","True","","LBSPEC","6cf5d34e-4c78-40a8-9f0d-441396067f29","LBSPEC"
"True","BiomedicalConceptProperty","BiomedicalConceptProperty_74","True","","LBFAST","9859eea5-b284-4df4-a22b-9c1b6c359c58","LBFAST"
"True","BiomedicalConceptProperty","BiomedicalConceptProperty_75","True","","LBTESTCD","df0f7328-48e1-4a83-a4b9-8c9ba7c7c3e6","LBTESTCD"
"True","BiomedicalConceptProperty","BiomedicalConceptProperty_76","True","float","LBORRES","36c103b6-2ead-44d6-9592-0d60af97772f","LBORRES"
"True","BiomedicalConceptProperty","BiomedicalConceptProperty_77","True","","LBORRESU","86749590-592c-42ec-b783-f45583869009","LBORRESU"
"True","BiomedicalConceptProperty","BiomedicalConceptProperty_78","True","","LBSPEC","b8be8475-b74d-48d8-8d76-e9ad0ae984b7","LBSPEC"
"True","BiomedicalConceptProperty","BiomedicalConceptProperty_79","True","","LBFAST","553d03c6-422f-44a9-9922-5b62c31f1d9c","LBFAST"
"True","BiomedicalConceptProperty","BiomedicalConceptProperty_80","True","","VSTESTCD","491b7155-7bc4-4f71-894e-d9eeb3c4831b","VSTESTCD"
"True","BiomedicalConceptProperty","BiomedicalConceptProperty_81","True","integer","VSORRES","1a0c935c-688b-4b8c-85c3-9a25c8adbf14","VSORRES"
"True","BiomedicalConceptProperty","BiomedicalConceptProperty_82","True","","VSORRESU","e5199800-6f25-4f78-86bd-d59d250320f7","VSORRESU"
"True","BiomedicalConceptProperty","BiomedicalConceptProperty_83","True","","VSPOS","40e8ed5d-5d3f-438c-bd36-89217eb543ef","VSPOS"
"True","BiomedicalConceptProperty","BiomedicalConceptProperty_84","True","","VSLOC","e449324b-e85a-407d-b5e7-10832d05134d","VSLOC"
"True","BiomedicalConceptProperty","BiomedicalConceptProperty_85","True","","VSLAT","b4d51d32-5d07-440f-a995-2c94595b9284","VSLAT"
"True","BiomedicalConceptProperty","BiomedicalConceptProperty_86","True","","VSTESTCD","fdfe6894-e3d6-40ba-9791-d073f3b314c8","VSTESTCD"
"True","BiomedicalConceptProperty","BiomedicalConceptProperty_87","True","integer","VSORRES","a067ddec-f1a4-4489-b189-331ad891c05a","VSORRES"
"True","BiomedicalConceptProperty","BiomedicalConceptProperty_88","True","","VSORRESU","20c0a814-813d-4e15-bf6d-4b27c06e0c49","VSORRESU"
"True","BiomedicalConceptProperty","BiomedicalConceptProperty_89","True","","VSPOS","72fec84a-3d76-4a8a-9052-9e2609c0bac7","VSPOS"
"True","BiomedicalConceptProperty","BiomedicalConceptProperty_90","True","","VSLOC","8d9b3510-8d99-4009-a703-c77c769afb74","VSLOC"
"True","BiomedicalConceptProperty","BiomedicalConceptProperty_91","True","","VSLAT","2b1294e7-48b5-4e06-93cd-eb0d1467e5df","VSLAT"
"True","BiomedicalConceptProperty","BiomedicalConceptProperty_92","True","","VSTESTCD","1689d81a-3bb3-4916-b52f-1b79c62bad9d","VSTESTCD"
"True","BiomedicalConceptProperty","BiomedicalConceptProperty_93","True","integer","VSORRES","458dae69-7137-4f6c-b8ef-f8f261b56624","VSORRES"
"True","BiomedicalConceptProperty","BiomedicalConceptProperty_94","True","","VSORRESU","fc5eb77b-603e-493d-b717-13fb198279ad","VSORRESU"
"True","BiomedicalConceptProperty","BiomedicalConceptProperty_95","True","","VSPOS","c90fc74d-65a4-402e-bcc9-2b6883043dd5","VSPOS"
"True","BiomedicalConceptProperty","BiomedicalConceptProperty_96","True","","VSLOC","ddb17945-c732-4536-9c34-cfdbd9500aff","VSLOC"
"True","BiomedicalConceptProperty","BiomedicalConceptProperty_97","True","","VSLAT","d584a0ff-6e61-4b09-8f3a-d10f987ae583","VSLAT"
"True","BiomedicalConceptProperty","BiomedicalConceptProperty_98","True","","VSTESTCD","ee93d19d-59ae-4f1a-a552-e2af4ed81562","VSTESTCD"
"True","BiomedicalConceptProperty","BiomedicalConceptProperty_99","True","integer","VSORRES","5f2a8e35-22c3-47f8-b715-56186519e23b","VSORRES"
"True","BiomedicalConceptProperty","BiomedicalConceptProperty_100","True","","VSORRESU","4642ded1-ce7a-487a-946e-d94ef2a02c06","VSORRESU"
"True","BiomedicalConceptProperty","BiomedicalConceptProperty_101","True","","VSPOS","30d0eb91-628a-4d25-84d6-be7e2776e3de","VSPOS"
"True","BiomedicalConceptProperty","BiomedicalConceptProperty_102","True","","VSLOC","5779f39f-4dbc-4247-8c4f-149ffce55256","VSLOC"
"True","BiomedicalConceptProperty","BiomedicalConceptProperty_103","True","","VSLAT","718ec831-3533-45c5-9ad6-d8b79842b3bb","VSLAT"
"True","BiomedicalConceptProperty","BiomedicalConceptProperty_104","True","","VSTESTCD","b4e3400c-00f9-4274-8c93-df4fa7dd456f","VSTESTCD"
"True","BiomedicalConceptProperty","BiomedicalConceptProperty_105","True","integer","VSORRES","d1417ef2-f446-453d-acd6-24075f2142e2","VSORRES"
"True","BiomedicalConceptProperty","BiomedicalConceptProperty_106","True","","VSORRESU","dac8031a-b90b-48f8-9457-56b08965c92a","VSORRESU"
"True","BiomedicalConceptProperty","BiomedicalConceptProperty_107","True","","VSPOS","d6f319a4-5627-425e-9694-e39929ceb284","VSPOS"
"True","BiomedicalConceptProperty","BiomedicalConceptProperty_108","True","","VSLOC","a63dc336-3976-44d1-a59e-a68864594cde","VSLOC"
"True","BiomedicalConceptProperty","BiomedicalConceptProperty_109","True","","VSLAT","e369270b-79b9-4242-bf8e-6ceab2fbca8e","VSLAT"
"True","BiomedicalConceptProperty","BiomedicalConceptProperty_110","True","","VSTESTCD","90f95f6e-c26f-423a-a66d-84ec8cf4c0e8","VSTESTCD"
"True","BiomedicalConceptProperty","BiomedicalConceptProperty_111","True","integer","VSORRES","3eadd717-21ef-4f56-b95e-963a6c40f795","VSORRES"
"True","BiomedicalConceptProperty","BiomedicalConceptProperty_112","True","","VSORRESU","f833f5b0-ab61-4703-9a20-acca108ea1ad","VSORRESU"
"True","BiomedicalConceptProperty","BiomedicalConceptProperty_113","True","","VSPOS","3cf7a98e-81da-49d2-949d-fb6616797150","VSPOS"
"True","BiomedicalConceptProperty","BiomedicalConceptProperty_114","True","","VSLOC","5d739eee-04a0-4b01-b18e-e866c6af461f","VSLOC"
"True","BiomedicalConceptProperty","BiomedicalConceptProperty_115","True","","VSLAT","ab02b98a-ee80-42f7-8170-dd89442b4eec","VSLAT"
