"instanceType","id","code","codeSystemVersion","decode","uuid:ID","codeSystem"
"Code","Code_441","C42559","2023-12-15","Degree Celsius","e4ffa16a-c89d-444f-945e-21ecb7bf6dc7","http://www.cdisc.org"
"Code","Code_442","C44277","2023-12-15","Degree Fahrenheit","d0169503-98e1-4eee-8895-8a8d00ad7047","http://www.cdisc.org"
"Code","Code_443","C42537","2023-12-15","Kelvin","c0bcd502-12c5-4213-b204-33e7fc4f8666","http://www.cdisc.org"
"Code","Code_444","C44276","2023-12-15","Unit of Temperature","74028303-9dbf-4349-af4a-1296baf98560","http://www.cdisc.org"
"Code","Code_445","C12674","2023-12-15","Axilla","80afbf94-d636-46fc-a1cd-0c4d4e601fa0","http://www.cdisc.org"
"Code","Code_446","C12394","2023-12-15","Ear","69a6b6b9-468b-48d1-820f-3aa8cb863c0d","http://www.cdisc.org"
"Code","Code_447","C89803","2023-12-15","Forehead","2cca4a81-ceb8-4713-895e-d93a06fd1849","http://www.cdisc.org"
"Code","Code_448","C12421","2023-12-15","Oral Cavity","07c2c86f-b81c-4453-b49d-14115fd5d297","http://www.cdisc.org"
"Code","Code_449","C12390","2023-12-15","Rectum","1487ed15-56d7-4131-a8d7-02f6cea8959c","http://www.cdisc.org"
"Code","Code_450","C13717","2023-12-15","Anatomic Site","8079e030-7be2-417e-a00c-5124e9d02a01","http://www.cdisc.org"
"Code","Code_451","C174446","2023-12-15","TEMP","ebfc1d53-2faa-46dd-9ef6-b4356b0c3e7f","http://www.cdisc.org"
"Code","Code_452","C25208","2023-12-15","WEIGHT","7f8fbdf0-53d7-4317-a87d-6446583e4b20","http://www.cdisc.org"
"Code","Code_453","C77140","2023-12-15","Clinical Test Result","8a37409f-7c2d-41ad-b483-047d40d9eb47","http://www.cdisc.org"
"Code","Code_454","C48531","2023-12-15","Pound","52867793-cc13-4c0b-a95e-8b0767e7c24b","http://www.cdisc.org"
"Code","Code_455","C48155","2023-12-15","Gram","9c866f39-8649-442f-879e-33440b491093","http://www.cdisc.org"
"Code","Code_456","C28252","2023-12-15","Kilogram","f2b43baa-4154-4878-a954-888039e02bc3","http://www.cdisc.org"
"Code","Code_457","C48208","2023-12-15","Unit of Weight","aef33f78-d241-4bb1-9d11-889a81a4c15a","http://www.cdisc.org"
"Code","Code_458","C25208","2023-12-15","WEIGHT","40844ee7-5a55-4c0e-8cdf-28a7fd7ccae8","http://www.cdisc.org"
"Code","Code_459","C25347","2023-12-15","HEIGHT","8883a676-dd05-4840-a8c7-15f1b40f95d8","http://www.cdisc.org"
"Code","Code_460","C77140","2023-12-15","Clinical Test Result","13f5a246-89c0-457e-9183-f2a008489e70","http://www.cdisc.org"
"Code","Code_461","C49668","2023-12-15","Centimeter","3d57ae0f-598f-408a-b9e2-e915ed95e9d9","http://www.cdisc.org"
"Code","Code_462","C48500","2023-12-15","Inch","d97f4ae9-75e1-4435-9e56-d9c4d275d57a","http://www.cdisc.org"
"Code","Code_463","C41139","2023-12-15","Meter","a53421ba-4a2e-4ba6-9172-f126b13060ef","http://www.cdisc.org"
"Code","Code_464","C168688","2023-12-15","Unit of Height","63cdec4e-32dc-4271-8559-bac807f928f6","http://www.cdisc.org"
"Code","Code_465","C25347","2023-12-15","HEIGHT","807fc146-337f-4907-8e88-a5e3446ed409","http://www.cdisc.org"
"Code","Code_466","C64433","2023-12-15","ALT","a989e624-3e02-41b2-aa59-615629e95a69","http://www.cdisc.org"
"Code","Code_467","C36292","2023-12-15","Laboratory Test Result","f2968469-e68f-421a-8737-13dcde49117b","http://www.cdisc.org"
"Code","Code_468","C67456","2023-12-15","Unit per Liter","34818057-42de-405b-8c55-7981c0897e89","http://www.cdisc.org"
"Code","Code_469","C67397","2023-12-15","Microkatal per Liter","364dd618-a046-4acd-a30c-b2d83532bde2","http://www.cdisc.org"
"Code","Code_470","C67376","2023-12-15","International Unit per Liter","cf684cfe-3039-4a43-b40e-d27724ae1490","http://www.cdisc.org"
"Code","Code_471","C70510","2023-12-15","Nanokatal per Liter","928bc0b4-b956-4a6f-8609-911ae2dd7235","http://www.cdisc.org"
"Code","Code_472","C67365","2023-12-15","Unit of Catalytic Activity Concentration","9f9eab3e-ee73-4c3e-a68a-5e0265a8555e","http://www.cdisc.org"
"Code","Code_473","C70713","2023-12-15","Biospecimen Type","84339299-b675-4db9-b55c-a11ce6000768","http://www.cdisc.org"
"Code","Code_474","C49487","2023-12-15","No","37e73c08-da56-435a-9afd-373c40153282","http://www.cdisc.org"
"Code","Code_475","C49488","2023-12-15","Yes","f9d9bcea-c76e-4d89-9aed-14bafe287e8a","http://www.cdisc.org"
"Code","Code_476","C83309","2023-12-15","Laboratory Test Fasting Status","72f3aca1-afaf-4c89-839f-0e5ae1cb5bb4","http://www.cdisc.org"
"Code","Code_477","C64433","2023-12-15","ALT","dfee52f6-ee0c-4de3-a138-0102ddc971ff","http://www.cdisc.org"
"Code","Code_478","C64431","2023-12-15","ALB","ec9a0df6-27db-4242-92c8-68301da215e2","http://www.cdisc.org"
"Code","Code_479","C36292","2023-12-15","Laboratory Test Result","1ac24447-057f-4c1a-b9aa-08c10749cf13","http://www.cdisc.org"
"Code","Code_480","C70713","2023-12-15","Biospecimen Type","7f507573-ff53-452b-91f5-0304fd767e58","http://www.cdisc.org"
"Code","Code_481","C49487","2023-12-15","No","05ef14fb-50b6-4a02-8dba-6b8fec694704","http://www.cdisc.org"
"Code","Code_482","C49488","2023-12-15","Yes","3a90ab56-2b00-4358-a6f9-f6a142451ba8","http://www.cdisc.org"
"Code","Code_483","C83309","2023-12-15","Laboratory Test Fasting Status","ceadce0c-62e0-4297-b2c1-4ef8f4c33667","http://www.cdisc.org"
"Code","Code_484","C64431","2023-12-15","ALB","f981a095-6d8f-4c4f-8326-5ecae07b6433","http://www.cdisc.org"
"Code","Code_485","C64432","2023-12-15","ALP","8b8fa012-ce58-41cd-8f97-fdd5a67ce2b1","http://www.cdisc.org"
"Code","Code_486","C36292","2023-12-15","Laboratory Test Result","c9e14fe2-1779-4fe1-b976-d85ce35742c4","http://www.cdisc.org"
"Code","Code_487","C67456","2023-12-15","Unit per Liter","575acd58-a14b-4d30-b3c4-0fc9902a2ddd","http://www.cdisc.org"
"Code","Code_488","C67397","2023-12-15","Microkatal per Liter","b4bc7099-06cd-4f1b-af1a-9e21aee855da","http://www.cdisc.org"
"Code","Code_489","C67376","2023-12-15","International Unit per Liter","a6171687-930a-46f3-a22c-a7b9d915037a","http://www.cdisc.org"
"Code","Code_490","C67365","2023-12-15","Unit of Catalytic Activity Concentration","76e048ae-8b2b-4794-a891-599e7e62d7dc","http://www.cdisc.org"
"Code","Code_491","C70713","2023-12-15","Biospecimen Type","a894d52a-5cb8-4fe5-ba28-06f6da042c5c","http://www.cdisc.org"
"Code","Code_492","C49487","2023-12-15","No","18c9d5c2-3d1d-42a4-b089-cc60c4d938bd","http://www.cdisc.org"
"Code","Code_493","C49488","2023-12-15","Yes","8dc3fe73-b931-43f7-b454-db5a0bde4c51","http://www.cdisc.org"
"Code","Code_494","C83309","2023-12-15","Laboratory Test Fasting Status","07f72bde-be10-45a3-9e53-ae2277b08a0e","http://www.cdisc.org"
"Code","Code_495","C64432","2023-12-15","ALP","aca4629a-a830-4f6b-9356-addc766a446e","http://www.cdisc.org"
"Code","Code_496","C64467","2023-12-15","AST","6a391f0a-bb03-40cb-85e1-4acca5da66a9","http://www.cdisc.org"
"Code","Code_497","C36292","2023-12-15","Laboratory Test Result","1a3197a9-2464-40e1-93b9-aaa3bbff964b","http://www.cdisc.org"
"Code","Code_498","C67456","2023-12-15","Unit per Liter","d739acc7-ba59-4c0d-bf8a-126abae42644","http://www.cdisc.org"
"Code","Code_499","C67397","2023-12-15","Microkatal per Liter","558d155a-06c2-4170-a5e6-6de1a28c60a4","http://www.cdisc.org"
"Code","Code_500","C67376","2023-12-15","International Unit per Liter","4711bc64-7cc7-4321-b9c5-dbfa81bbe22a","http://www.cdisc.org"
"Code","Code_501","C67365","2023-12-15","Unit of Catalytic Activity Concentration","60cefbdd-36f9-4477-8ee4-856c84daa913","http://www.cdisc.org"
"Code","Code_502","C70713","2023-12-15","Biospecimen Type","002b9ef5-fa7a-4513-b04d-b54c31961430","http://www.cdisc.org"
"Code","Code_503","C49487","2023-12-15","No","f8bd560d-4794-4bd2-982b-4f9326a795f7","http://www.cdisc.org"
"Code","Code_504","C49488","2023-12-15","Yes","44ca9b88-6fac-4997-8814-3815409e8a5a","http://www.cdisc.org"
"Code","Code_505","C83309","2023-12-15","Laboratory Test Fasting Status","5317e7c7-f06e-4920-b06a-b49d3761bf34","http://www.cdisc.org"
"Code","Code_506","C64467","2023-12-15","AST","7e11148d-4df5-48eb-b22f-eda85e664b97","http://www.cdisc.org"
"Code","Code_507","C64547","2023-12-15","CREAT","c645610e-de77-43e9-8390-c10740c1f7b3","http://www.cdisc.org"
"Code","Code_508","C36292","2023-12-15","Laboratory Test Result","af30b552-f56f-4203-8987-b2f69d762e67","http://www.cdisc.org"
"Code","Code_509","C67015","2023-12-15","Milligram per Deciliter","9d62bcda-644e-48fe-9ca3-0bc3ad405fca","http://www.cdisc.org"
"Code","Code_510","C64572","2023-12-15","Microgram per Milliliter","fa8fd6d6-50d1-444f-8320-9793a2819bf7","http://www.cdisc.org"
"Code","Code_511","C64387","2023-12-15","Millimole per Liter","9a614ce3-c325-482e-8306-a3abc23d71ab","http://www.cdisc.org"
"Code","Code_512","C48508","2023-12-15","Micromole per Liter","e478aac7-f236-4b42-8e85-234f286f87b6","http://www.cdisc.org"
"Code","Code_513","C48207","2023-12-15","Unit of Concentration","258996e4-8f7f-4542-8c1a-b6c854c79dae","http://www.cdisc.org"
"Code","Code_514","C70713","2023-12-15","Biospecimen Type","a6598daa-13bd-495b-b1e2-c835cbee6394","http://www.cdisc.org"
"Code","Code_515","C49487","2023-12-15","No","bea88bba-89cc-4a91-9776-a88fc4c8d073","http://www.cdisc.org"
"Code","Code_516","C49488","2023-12-15","Yes","4e80d050-c42b-4bdf-b3ae-222e673803bf","http://www.cdisc.org"
"Code","Code_517","C83309","2023-12-15","Laboratory Test Fasting Status","5827d19f-d133-41f9-bf53-ccd0a6ee0641","http://www.cdisc.org"
"Code","Code_518","C64547","2023-12-15","CREAT","98b004b9-bd2c-4adc-aee0-f02cd240ad03","http://www.cdisc.org"
"Code","Code_519","C64853","2023-12-15","K","113a16f3-a66f-423e-94fe-5e599b37ac1a","http://www.cdisc.org"
"Code","Code_520","C36292","2023-12-15","Laboratory Test Result","9ebd2120-0056-40d6-bed1-cfaf2cacc271","http://www.cdisc.org"
"Code","Code_521","C67474","2023-12-15","Milliequivalent per Liter","f075a351-ac3b-4350-b89d-fe44d60c0dbc","http://www.cdisc.org"
"Code","Code_522","C67473","2023-12-15","Milliequivalent per Deciliter","09bbcbd7-5cd1-4123-8016-f1b4cdf6f1be","http://www.cdisc.org"
"Code","Code_523","C64387","2023-12-15","Millimole per Liter","b0cc8082-ebee-44a2-9e3b-87d23f3907d6","http://www.cdisc.org"
"Code","Code_524","C64567","2023-12-15","Molarity Unit","4a5a610f-3ab6-4939-abc4-aa5fd890c30a","http://www.cdisc.org"
"Code","Code_525","C70713","2023-12-15","Biospecimen Type","5930bd2d-73fe-4556-8b62-75e82b618002","http://www.cdisc.org"
"Code","Code_526","C49487","2023-12-15","No","8c002411-7a85-453d-9705-651e6795edce","http://www.cdisc.org"
"Code","Code_527","C49488","2023-12-15","Yes","756cdaa3-2fc6-4c17-888d-101f8617a2a7","http://www.cdisc.org"
"Code","Code_528","C83309","2023-12-15","Laboratory Test Fasting Status","8e4a89b7-e2db-45d0-856d-8c210501e322","http://www.cdisc.org"
"Code","Code_529","C64853","2023-12-15","K","ac2af549-52f0-4193-96fe-bdd8a656933a","http://www.cdisc.org"
"Code","Code_530","C64809","2023-12-15","SODIUM","073738c2-9e46-42fb-8742-c6a43374e846","http://www.cdisc.org"
"Code","Code_531","C36292","2023-12-15","Laboratory Test Result","0a035c16-9d24-4223-9544-48fef70aee3f","http://www.cdisc.org"
"Code","Code_532","C67474","2023-12-15","Milliequivalent per Liter","c545179e-fc4a-477c-97ce-edd2d60901fa","http://www.cdisc.org"
"Code","Code_533","C67473","2023-12-15","Milliequivalent per Deciliter","19b53f11-fd1a-43e9-aaf8-73e303a86a53","http://www.cdisc.org"
"Code","Code_534","C64387","2023-12-15","Millimole per Liter","1e6eb76e-0024-4365-95b2-d141b4b1d2c2","http://www.cdisc.org"
"Code","Code_535","C64567","2023-12-15","Molarity Unit","6ea83ec9-15e6-4849-aa2d-7a3d3c46432d","http://www.cdisc.org"
"Code","Code_536","C70713","2023-12-15","Biospecimen Type","33e3e390-d201-459e-b9e2-dc9aa5366e54","http://www.cdisc.org"
"Code","Code_537","C49487","2023-12-15","No","b33437e8-1664-41d1-a1a4-82cd8bc5b263","http://www.cdisc.org"
"Code","Code_538","C49488","2023-12-15","Yes","fa3bb0ef-3e9c-4ac7-a886-1f0ef57896c6","http://www.cdisc.org"
"Code","Code_539","C83309","2023-12-15","Laboratory Test Fasting Status","a7197b07-9757-409e-8e45-0f10b308363c","http://www.cdisc.org"
"Code","Code_540","C64809","2023-12-15","SODIUM","6d3d73e9-b582-4b55-93ab-d9ee941ca6e9","http://www.cdisc.org"
"Code","Code_541","C64849","2023-12-15","HBA1C","a69707df-8b5d-4ee7-87e1-a0978b89cea5","http://www.cdisc.org"
"Code","Code_542","C36292","2023-12-15","Laboratory Test Result","ef3ac146-b73c-419a-848e-ba94f2771a8f","http://www.cdisc.org"
"Code","Code_543","C64783","2023-12-15","Gram per Deciliter","9aa4bf22-63b0-4dd7-af44-78b097740481","http://www.cdisc.org"
"Code","Code_544","No Concept Code","2023-12-15","LBORRESU","936bdf8a-6653-4a7f-95ac-a3aa49d6158f","http://www.cdisc.org"
"Code","Code_545","C70713","2023-12-15","Biospecimen Type","8bb5f905-ee58-4f3c-ad0f-0ff780c7f0a1","http://www.cdisc.org"
"Code","Code_546","C49487","2023-12-15","No","0be94106-64fc-4f5b-a158-ca251e9e83f0","http://www.cdisc.org"
"Code","Code_547","C49488","2023-12-15","Yes","5301cb95-e711-43c7-95e1-19235982bf92","http://www.cdisc.org"
"Code","Code_548","C83309","2023-12-15","Laboratory Test Fasting Status","ca9ba58f-72bc-47a2-83a8-caa7fabcea46","http://www.cdisc.org"
"Code","Code_549","C64849","2023-12-15","HBA1C","b6ebe282-c9a2-4276-a4e2-47f50ccea78e","http://www.cdisc.org"
"Code","Code_145","C78541","2023-12-15","Adverse Event Verbatim Description","ac9a4401-b3b2-4390-8058-b8d48b6e8b7d","http://www.cdisc.org"
"Code","Code_146","C83344","2023-12-15","Adverse Event Dictionary Derived Term","96191912-b14c-4ece-8549-526ce06c3b79","http://www.cdisc.org"
"Code","Code_147","C49487","2023-12-15","No","be96b748-393e-428f-8dec-b0e6f0594c1d","http://www.cdisc.org"
"Code","Code_148","C49488","2023-12-15","Yes","f2d96475-a86a-4695-ae0f-decffbc4787d","http://www.cdisc.org"
"Code","Code_149","C87840","2023-12-15","Adverse Event Pre-specified","9f016419-cd03-4cb5-bf0a-462673a7b980","http://www.cdisc.org"
"Code","Code_150","C83205","2023-12-15","Adverse Event Location","629c484e-c87a-46ea-a5bf-266b6b19f6f6","http://www.cdisc.org"
"Code","Code_151","C53253","2023-12-15","Severity of Adverse Event","a68ee6d5-8217-4628-9a37-1a1818cf29ce","http://www.cdisc.org"
"Code","Code_152","C49487","2023-12-15","No","26e6e166-b899-4715-8f9c-1bdfae28fd01","http://www.cdisc.org"
"Code","Code_153","C49488","2023-12-15","Yes","2397bf82-8859-49d3-be1c-895520d28840","http://www.cdisc.org"
"Code","Code_154","C53252","2023-12-15","Seriousness of Adverse Event","d4e1d477-f8fe-40e7-befc-1d15aa4caa11","http://www.cdisc.org"
"Code","Code_155","C83013","2023-12-15","Adverse Event Action Taken with Study Treatment","cd2eeb45-72bd-434b-b379-67d5d25d41f3","http://www.cdisc.org"
"Code","Code_156","C83109","2023-12-15","Other Actions taken in Response to Adverse Event","e9bebf3b-d18b-4cd4-bf81-4e0d7434fdb1","http://www.cdisc.org"
"Code","Code_157","C41358","2023-12-15","Adverse Event Attribution to Product or Procedure","7935601d-6820-4d9b-9955-8457a5530469","http://www.cdisc.org"
"Code","Code_158","C83210","2023-12-15","Adverse Event Relationship to Non Study Treatment","ef7f3654-fd6e-4278-bcdb-8b36fa69ad0f","http://www.cdisc.org"
"Code","Code_159","C83208","2023-12-15","Adverse Event Pattern","33c246a8-a778-4921-9ece-c24503dd8bc2","http://www.cdisc.org"
"Code","Code_160","C49489","2023-12-15","Adverse Event Outcome","a75da146-f9f2-4326-b82a-5544edf8d04b","http://www.cdisc.org"
"Code","Code_161","C49487","2023-12-15","No","57261038-698a-456b-ac92-dd6e20e5a54d","http://www.cdisc.org"
"Code","Code_162","C49488","2023-12-15","Yes","3a42a137-dac2-4562-a5d9-dc4e180bdb6d","http://www.cdisc.org"
"Code","Code_163","C83211","2023-12-15","Adverse Event Involves Cancer","ed0f84f2-d7e8-4315-a7f3-7e6a7551e1bf","http://www.cdisc.org"
"Code","Code_164","C49487","2023-12-15","No","032c1204-9a14-4a67-9fb5-86e052b48149","http://www.cdisc.org"
"Code","Code_165","C49488","2023-12-15","Yes","042e813e-9f53-4b03-8b93-8c256752835b","http://www.cdisc.org"
"Code","Code_166","C83117","2023-12-15","Adverse Event Seriousness Due to Congenital Anomaly","0d893251-fbe9-499b-b241-200726097961","http://www.cdisc.org"
"Code","Code_167","C49487","2023-12-15","No","888634bf-dc83-4d3c-a8b2-81fed6ffbf92","http://www.cdisc.org"
"Code","Code_168","C49488","2023-12-15","Yes","733c5283-2f1a-4ce9-b62f-11eb96351c27","http://www.cdisc.org"
