"id","uuid:ID","codeSystem","code","instanceType","decode","codeSystemVersion"
"Code_94","a6d94dbe-4249-4f08-b679-406f9865d524","http://www.cdisc.org","C25716","Code","Visit","2023-09-29"
"Code_95","94a338f7-0d6d-4769-9182-6858a219e4e4","http://www.cdisc.org","C51282","Code","Clinic","2023-09-29"
"Code_96","b9d7fc0d-4356-41a8-bf5c-721cf49728b3","http://www.cdisc.org","C175574","Code","In Person","2023-09-29"
"Code_97","8802427d-eff0-4c99-be29-501a475e6882","http://www.cdisc.org","C25716","Code","Visit","2023-09-29"
"Code_98","8b89a03f-ca1d-40b2-8e21-98f90ee1ced8","http://www.cdisc.org","C51282","Code","Clinic","2023-09-29"
"Code_99","91e8a839-6a14-4c19-a9f0-33f3f6717370","http://www.cdisc.org","C175574","Code","In Person","2023-09-29"
"Code_100","8eedb648-4f57-456a-8832-7e3552f451a1","http://www.cdisc.org","C25716","Code","Visit","2023-09-29"
"Code_101","61fa5470-2dc0-4f8a-9de0-f37282358d66","http://www.cdisc.org","C51282","Code","Clinic","2023-09-29"
"Code_102","24a15425-381a-41e9-b658-f098a9c735e5","http://www.cdisc.org","C175574","Code","In Person","2023-09-29"
"Code_103","3d6d30d1-af26-49f4-ade7-3f1e82223c0d","http://www.cdisc.org","C171537","Code","Telephone Call","2023-09-29"
"Code_104","1e9db226-59d4-4979-bea2-4f785c123007","http://www.cdisc.org","C25716","Code","Visit","2023-09-29"
"Code_105","f7109e7d-3747-417c-bcc0-4390a1d58239","http://www.cdisc.org","C51282","Code","Clinic","2023-09-29"
"Code_106","16f37e5e-5f2c-41ad-954e-c7c7e62376ab","http://www.cdisc.org","C175574","Code","In Person","2023-09-29"
"Code_107","4799b37f-6e68-47c4-bc03-d1422f0dc458","http://www.cdisc.org","C171537","Code","Telephone Call","2023-09-29"
"Code_108","3e1e657a-f393-4277-b580-db9a6eadfe15","http://www.cdisc.org","C25716","Code","Visit","2023-09-29"
"Code_109","6dc04d3a-a9ec-4890-a111-7c6e39359e65","http://www.cdisc.org","C51282","Code","Clinic","2023-09-29"
"Code_110","3bf7cbbc-8353-4377-815a-5ceb638304ee","http://www.cdisc.org","C175574","Code","In Person","2023-09-29"
"Code_111","6dc77f27-4826-4c6b-a799-e8d86ea8e018","http://www.cdisc.org","C171537","Code","Telephone Call","2023-09-29"
"Code_112","f94b3fee-ff99-4ca4-9ee8-46bd02b200c7","http://www.cdisc.org","C25716","Code","Visit","2023-09-29"
"Code_113","7eaa112e-4e79-47bc-8fee-e0b2408dfba7","http://www.cdisc.org","C51282","Code","Clinic","2023-09-29"
"Code_114","6ccbddad-42be-48f4-8387-13860c91c19a","http://www.cdisc.org","C175574","Code","In Person","2023-09-29"
"Code_115","21127585-4360-4163-863b-17433d02dbe9","http://www.cdisc.org","C171537","Code","Telephone Call","2023-09-29"
"Code_116","b9b26933-1c11-485f-beda-a3977683c65d","http://www.cdisc.org","C25716","Code","Visit","2023-09-29"
"Code_117","d9749b3a-0fb6-483d-8ce3-c5ad3c64d951","http://www.cdisc.org","C51282","Code","Clinic","2023-09-29"
"Code_118","05b479df-e052-4871-9683-cbc5b02f3d25","http://www.cdisc.org","C175574","Code","In Person","2023-09-29"
"Code_119","e1211c8b-cc15-4145-ba83-82e3855ffe20","http://www.cdisc.org","C25716","Code","Visit","2023-09-29"
"Code_120","d574e895-15dd-4571-9d95-187c390f200c","http://www.cdisc.org","C51282","Code","Clinic","2023-09-29"
"Code_121","0e8d4140-5d78-47bf-8aa6-98091dc87ba9","http://www.cdisc.org","C175574","Code","In Person","2023-09-29"
"Code_79","2f8f154d-18d7-4519-9f85-7c7c9d38c557","SNOMED","383371000119108","Code","CT of head without contrast","January 31, 2018"
"Code_80","35699a74-11aa-455a-b1c1-4bfac00c49b0","SPONSOR","123","Code","Subject Supine","12"
"Code_81","de6b0808-21c7-48c5-bdc3-9355fcb31f7d","SPONSOR","124","Code","Subject Standing","12"
"Code_278","d1fb14eb-193c-4a9e-a8f2-7946856af767","NCI Thesaurus","C173522","Code","Vital Signs Result",""
"Code_279","ef42f71f-ae4d-48d5-a65d-ee324d217186","http://www.cdisc.org","C42537","Code","Kelvin","2023-09-29"
"Code_280","811e9f3f-ab2b-4ee1-ae3a-8a8c616465b1","NCI Thesaurus","C44276","Code","Unit of Temperature",""
"Code_281","57f824ef-d36b-41aa-9c1b-737734404e66","NCI Thesaurus","C83088","Code","Vital Signs Location",""
"Code_277","08549206-fc9a-4a34-9376-b8a591ed7494","NCI Thesaurus","C174446","Code","Body Temperature",""
"Code_283","280e8a2a-9cdf-4e08-9aa1-5546b8e9a810","NCI Thesaurus","C173522","Code","Vital Signs Result",""
"Code_284","a8d1b689-bb92-4a5b-81b8-024e133f9e2d","http://www.cdisc.org","C28252","Code","Kilogram","2023-09-29"
"Code_285","55c01a65-9802-4a5b-ba01-8b2dc5d74bc3","http://www.cdisc.org","C48155","Code","Gram","2023-09-29"
"Code_286","020bf697-527d-4a7b-9360-8446ecea4a6b","http://www.cdisc.org","C48531","Code","Pound","2023-09-29"
"Code_287","9e61fa0a-1139-4051-83a5-13d0c63abf13","NCI Thesaurus","C48208","Code","Unit of Weight",""
"Code_282","3088e5cc-44f6-4170-b61a-f0e50c637419","NCI Thesaurus","C81328","Code","Body Weight",""
"Code_289","3ecb0b32-2209-42f5-81c1-48732d3bd28f","NCI Thesaurus","C173522","Code","Vital Signs Result",""
"Code_290","53a5656b-99de-4ceb-9013-f35e446882ed","http://www.cdisc.org","C49668","Code","Centimeter","2023-09-29"
"Code_291","db3d74f2-3cf5-4a7f-a085-0407e6d12d25","http://www.cdisc.org","C48500","Code","Inch","2023-09-29"
"Code_292","06ef8595-c73b-4ff0-8517-43db243b0071","http://www.cdisc.org","C28251","Code","Millimeter","2023-09-29"
"Code_293","0fc629e0-c67a-4474-9b12-fc74b6cae2a8","http://www.cdisc.org","C41139","Code","Meter","2023-09-29"
"Code_294","d2ce61b8-d8a7-4f75-b075-c4c049f45a59","NCI Thesaurus","C168688","Code","Unit of Height",""
"Code_288","7500a21a-f219-434c-8661-7a63bd228a66","NCI Thesaurus","C164634","Code","Body Height",""
"Code_296","c87fdeba-05f5-4024-9723-ec02ab54ae52","NCI Thesaurus","C36292","Code","Laboratory Test Result",""
"Code_297","e2f0b6b2-65fd-4ad7-a981-c4aa189e4d95","NCI Thesaurus","C83309","Code","Laboratory Test Fasting Status",""
"Code_298","b0efae37-87e3-4edb-92fd-fe692e55b95e","NCI Thesaurus","C67365","Code","Unit of Catalytic Activity Concentration",""
"Code_299","f1c83bd3-4824-4759-89c1-5aa274b5fce4","NCI Thesaurus","C70713","Code","Biospecimen Type",""
"Code_295","f7adad95-3bc3-455f-9296-e52c45f51dd1","NCI Thesaurus","C64433","Code","Alanine Aminotransferase Measurement",""
"Code_301","2d16b79d-1073-4c92-9b4f-7d72f5d0d20b","NCI Thesaurus","C36292","Code","Laboratory Test Result",""
"Code_302","65dc44c7-6900-4fb7-852e-fbe1d45fe54e","NCI Thesaurus","C83309","Code","Laboratory Test Fasting Status",""
"Code_303","91461dc2-bcea-436f-9b46-7a49dd32bec0","NCI Thesaurus","C48207","Code","Unit of Concentration",""
"Code_304","8b7ff09a-a4bf-4efc-a421-0edea4be8a70","NCI Thesaurus","C70713","Code","Biospecimen Type",""
"Code_300","d4cea020-a775-4b66-ae75-1e6f2f4f3768","NCI Thesaurus","C64431","Code","Albumin Measurement",""
"Code_306","9cb2c693-0b05-42f2-8792-70fa98516b3d","NCI Thesaurus","C36292","Code","Laboratory Test Result",""
"Code_307","eea1f24f-946e-4d21-a4b3-a92189ba6894","NCI Thesaurus","C83309","Code","Laboratory Test Fasting Status",""
"Code_308","7821bfeb-2534-4f37-9f53-8a15a4de7b57","NCI Thesaurus","C67365","Code","Unit of Catalytic Activity Concentration",""
"Code_309","40a55e58-6c8c-4e0b-8d09-e35967e8fc62","NCI Thesaurus","C70713","Code","Biospecimen Type",""
"Code_305","586614c2-2565-42f4-8f4f-a2b5c12175ba","NCI Thesaurus","C64432","Code","Alkaline Phosphatase Measurement",""
"Code_311","46e6338b-9f92-4723-806f-4c5fe46809b4","NCI Thesaurus","C36292","Code","Laboratory Test Result",""
"Code_312","6cec8bd7-46ec-44ae-8b46-1378e1b19849","NCI Thesaurus","C83309","Code","Laboratory Test Fasting Status",""
"Code_313","d30600b2-868c-4188-8f48-4d717545acbc","NCI Thesaurus","C67365","Code","Unit of Catalytic Activity Concentration",""
"Code_314","c0a062b6-38ff-48e3-8961-ba0646ae5eab","NCI Thesaurus","C70713","Code","Biospecimen Type",""
"Code_310","ab371430-9a35-4ec4-8e5d-1a5156be6792","NCI Thesaurus","C64467","Code","Aspartate Aminotransferase Measurement",""
"Code_316","73ae4863-876e-492d-8cf0-cf36ca966d46","NCI Thesaurus","C36292","Code","Laboratory Test Result",""
"Code_317","8fc9817d-a7c8-4f95-9665-5e8322dff661","NCI Thesaurus","C83309","Code","Laboratory Test Fasting Status",""
"Code_318","65fdc60c-2a15-40b1-a7c1-15e72932a9e5","NCI Thesaurus","C48207","Code","Unit of Concentration",""
"Code_319","8c77ac6b-1e5a-463c-b733-eb579ffedc58","NCI Thesaurus","C70713","Code","Biospecimen Type",""
"Code_315","37b1cfe8-af3d-4ce5-8b61-fca6e8447970","NCI Thesaurus","C64547","Code","Creatinine Measurement",""
"Code_321","de68c31e-a806-41be-b3be-5dae6a7a1d98","NCI Thesaurus","C36292","Code","Laboratory Test Result",""
"Code_322","35e08e0c-e152-4bde-8c04-a87b9ede1772","NCI Thesaurus","C83309","Code","Laboratory Test Fasting Status",""
"Code_323","578fdd71-f189-4e40-b19a-44c4053ff2aa","NCI Thesaurus","C64567","Code","Molarity Unit",""
"Code_324","98f1b82e-fb5b-4a5c-bd69-e67fbd4971a6","NCI Thesaurus","C70713","Code","Biospecimen Type",""
"Code_320","e056506f-d1e7-4644-8175-1dee1af4fe8d","NCI Thesaurus","C64853","Code","Potassium Measurement",""
"Code_326","fa24c4cd-c4e0-4fea-bc1f-5a34762f9221","NCI Thesaurus","C36292","Code","Laboratory Test Result",""
"Code_327","7d792a64-9c11-477e-a5a5-bfa4e21be344","NCI Thesaurus","C83309","Code","Laboratory Test Fasting Status",""
"Code_328","96a8c127-b158-4abf-99b4-a4fbc63e58de","NCI Thesaurus","C64567","Code","Molarity Unit",""
"Code_329","d3a305a7-acd7-4329-bd63-3c4daa1d4346","NCI Thesaurus","C70713","Code","Biospecimen Type",""
"Code_325","3548ed96-a0ce-482a-be5d-d85e99280fc5","NCI Thesaurus","C64809","Code","Sodium Measurement",""
"Code_145","c3c93e26-16e6-49be-8597-a3a2e803c718","NCI Thesaurus","C78541","Code","Adverse Event Verbatim Description",""
"Code_146","01d39092-e091-4d89-81a9-00794f8d4593","NCI Thesaurus","C83344","Code","Adverse Event Dictionary Derived Term",""
"Code_147","4c8bd57c-03c5-4657-84aa-0da2d50e395f","NCI Thesaurus","C83198","Code","Adverse Event Category",""
"Code_148","9bef75fd-7fe7-43ac-b01c-64f7fb649f8c","NCI Thesaurus","C83212","Code","Adverse Event Subcategory",""
"Code_149","a8b57b4f-8e53-40ac-82e9-68d8b9ad580f","NCI Thesaurus","C87840","Code","Adverse Event Pre-specified",""
"Code_150","ad0fcbc3-219e-487d-874d-196962a4161f","NCI Thesaurus","C53253","Code","Severity of Adverse Event",""
"Code_151","b5b7862f-7b8c-4905-b21e-c6ba20282577","NCI Thesaurus","C78605","Code","Adverse Event Toxicity Grade",""
"Code_152","e3e96ab0-ab65-4b77-8eec-be1bdd9a39c2","NCI Thesaurus","C53252","Code","Seriousness of Adverse Event",""
"Code_153","b483e063-4f5a-4437-8c4c-721dde4e9b0d","NCI Thesaurus","C83013","Code","Adverse Event Action Taken with Study Treatment",""
"Code_154","719cdb04-9f3c-44f4-8e07-b1bf0e50d1a0","NCI Thesaurus","C41358","Code","Adverse Event Attribution to Product or Procedure",""
"Code_155","3a2d8c46-e315-4f78-9c33-b707fed2f9f5","http://www.cdisc.org","C71325","Code","Intermittent","2023-09-29"
"Code_156","bd5bb60d-b50b-4a9c-94cf-babc161e0edd","NCI Thesaurus","C83208","Code","Adverse Event Pattern",""
"Code_157","0890e62e-f041-461c-8498-33bce780273c","NCI Thesaurus","C49489","Code","Adverse Event Outcome",""
"Code_158","5bab2080-69ef-47f3-90fa-a5497d2ddc8a","NCI Thesaurus","C83215","Code","Adverse Event Start Date Time",""
"Code_159","7ae2f87c-2c90-4cea-a337-1ccb2d2f9130","NCI Thesaurus","C83201","Code","Adverse Event End Date Time",""
"Code_144","209e5872-88d7-4d1d-9ffc-0406f63b64c4","NCI Thesaurus","C41331","Code","Adverse Event",""
"Code_161","229ae993-4d81-4fab-b8f6-2a7df31cedaa","NCI Thesaurus","C173522","Code","Vital Signs Result",""
"Code_162","e9d60c94-dfca-4bc4-a15a-dcb655d56cb3","http://www.cdisc.org","C42547","Code","Pascal","2023-09-29"
"Code_163","78203f90-3a12-47e7-be29-9ebf3d73ce19","NCI Thesaurus","C49669","Code","Unit of Pressure",""
"Code_164","562df16d-66c0-4aad-a0b5-d8c6195ce578","NCI Thesaurus","C83088","Code","Vital Signs Location",""
"Code_165","ac9453b0-9c3c-45f5-82af-e64e38997af1","NCI Thesaurus","C123975","Code","Vital Signs Laterality",""
"Code_166","7fdb7a1e-2dc0-4c08-9e0e-de0d42ccfec1","NCI Thesaurus","C82535","Code","Test Method",""
"Code_167","2853c6e2-dee1-4f87-ba49-06d3a2aa733b","NCI Thesaurus","C83114","Code","Vital Signs Position",""
"Code_160","51ba2126-1e1b-4747-89e7-825e787b958d","NCI Thesaurus","C25298","Code","Systolic Blood Pressure",""
"Code_169","f99c928c-b071-4ff1-a0b5-f085270685de","NCI Thesaurus","C173522","Code","Vital Signs Result",""
"Code_170","b9172feb-2738-47b3-b47b-1502895c6916","http://www.cdisc.org","C42547","Code","Pascal","2023-09-29"
"Code_171","f2bbda33-5f37-49ea-a3e4-35df89f402ea","NCI Thesaurus","C49669","Code","Unit of Pressure",""
"Code_172","12b3b578-f262-4bea-9a85-32e1db720959","NCI Thesaurus","C83088","Code","Vital Signs Location",""
"Code_173","c4e6f59f-6a94-44a6-b6ca-b96c65d7b8d7","NCI Thesaurus","C123975","Code","Vital Signs Laterality",""
"Code_174","c4553c4d-129c-4cd2-bcac-4ab777754725","NCI Thesaurus","C82535","Code","Test Method",""
"Code_175","04761193-4570-4ae6-9571-a6953ae89c08","NCI Thesaurus","C83114","Code","Vital Signs Position",""
"Code_168","bd6373b2-d228-4d8e-87d7-c3b97fbd24b0","NCI Thesaurus","C25299","Code","Diastolic Blood Pressure",""
"Code_177","b3eb7d17-3053-44a3-877d-5428e2a37899","NCI Thesaurus","C173522","Code","Vital Signs Result",""
"Code_178","dd59f7c0-6945-4bb0-83c8-6fd7ab3418cc","http://www.cdisc.org","C42537","Code","Kelvin","2023-09-29"
"Code_179","d0b9c65e-5f77-422b-98a4-77cba4a51047","NCI Thesaurus","C44276","Code","Unit of Temperature",""
"Code_180","b53e8600-f7f9-40c8-b68c-9dab1308ff11","NCI Thesaurus","C83088","Code","Vital Signs Location",""
"Code_176","8b00f37f-2a35-42ed-aba6-8f23faa05a70","NCI Thesaurus","C174446","Code","Body Temperature",""
"Code_182","e121157c-a294-4c39-97b4-d90e95be9ce0","NCI Thesaurus","C173522","Code","Vital Signs Result",""
"Code_183","274615ef-5fe7-4fc4-b9ed-31fa59028c00","http://www.cdisc.org","C28252","Code","Kilogram","2023-09-29"
"Code_184","d76fdd3e-3f19-492f-a5a3-2fd841c54af1","http://www.cdisc.org","C48155","Code","Gram","2023-09-29"
"Code_185","2ddbd7f1-a5ea-42d3-a55a-c5f54f54602e","http://www.cdisc.org","C48531","Code","Pound","2023-09-29"
"Code_186","05909e98-f7a8-4b47-a4d6-36c805f872e5","NCI Thesaurus","C48208","Code","Unit of Weight",""
"Code_181","e0c9a32d-4aa4-46ba-a29c-4d04f4909c64","NCI Thesaurus","C81328","Code","Body Weight",""
"Code_188","654ae987-d165-439e-91f8-a17344599050","NCI Thesaurus","C173522","Code","Vital Signs Result",""
"Code_189","43f5e91c-e5d9-4acb-aa22-c1414addf1d6","http://www.cdisc.org","C49668","Code","Centimeter","2023-09-29"
"Code_190","441e860c-98bc-443b-a3ac-c1347b3e230c","http://www.cdisc.org","C48500","Code","Inch","2023-09-29"
"Code_191","1ba00798-c65a-41b7-a714-0c81755a6031","http://www.cdisc.org","C28251","Code","Millimeter","2023-09-29"
"Code_192","ed8a5a6c-ea86-433a-91b9-aea57c57bd19","http://www.cdisc.org","C41139","Code","Meter","2023-09-29"
"Code_193","c5f84317-c3d2-4d38-a6d6-135f41f5026c","NCI Thesaurus","C168688","Code","Unit of Height",""
"Code_187","b51db078-bea1-45e6-8506-fc62914f7cb6","NCI Thesaurus","C164634","Code","Body Height",""
"Code_195","ac19c501-c49a-41f3-b790-f28252a274aa","NCI Thesaurus","C36292","Code","Laboratory Test Result",""
"Code_196","0b5c3615-847b-4809-bbb1-702aa9a9f2ee","NCI Thesaurus","C83309","Code","Laboratory Test Fasting Status",""
"Code_197","b7d39588-2845-481c-a7e5-d533195a7117","NCI Thesaurus","C67365","Code","Unit of Catalytic Activity Concentration",""
"Code_198","690976a8-9ecb-45a5-afc4-9348fe6d534c","NCI Thesaurus","C70713","Code","Biospecimen Type",""
"Code_194","b7819540-e998-4362-8892-a87df37fed98","NCI Thesaurus","C64433","Code","Alanine Aminotransferase Measurement",""
"Code_200","d01fe1a3-fbee-4119-8212-3ef001289097","NCI Thesaurus","C36292","Code","Laboratory Test Result",""
"Code_201","77bac3f7-9bd2-4c23-9d0a-f4c697cad80d","NCI Thesaurus","C83309","Code","Laboratory Test Fasting Status",""
"Code_202","1223a3f0-08e8-4755-9142-309dfa6f8062","NCI Thesaurus","C48207","Code","Unit of Concentration",""
"Code_203","4f90a26c-f32c-4505-8f9f-942b14d28b88","NCI Thesaurus","C70713","Code","Biospecimen Type",""
"Code_199","53f54e34-a0c1-4fc1-96f8-a8a15fb26a11","NCI Thesaurus","C64431","Code","Albumin Measurement",""
"Code_205","0c746e1c-5471-497c-a5d1-3e77daafe289","NCI Thesaurus","C36292","Code","Laboratory Test Result",""
"Code_206","0b1b55a8-f89d-4989-a12c-903c67b7cf92","NCI Thesaurus","C83309","Code","Laboratory Test Fasting Status",""
"Code_207","17f3b8af-7d58-468d-b7e8-62933733a9d4","NCI Thesaurus","C67365","Code","Unit of Catalytic Activity Concentration",""
"Code_208","bd53d42b-065c-4105-88e0-f73cdab5c62c","NCI Thesaurus","C70713","Code","Biospecimen Type",""
"Code_204","aba8804e-6b2d-4931-9887-2850cb7b58f3","NCI Thesaurus","C64432","Code","Alkaline Phosphatase Measurement",""
"Code_210","ff5af465-0141-4972-8d40-a471deda5f9f","NCI Thesaurus","C36292","Code","Laboratory Test Result",""
"Code_211","a105d6af-b177-4d18-9adf-3333efeb7eb0","NCI Thesaurus","C83309","Code","Laboratory Test Fasting Status",""
"Code_212","973aa91d-1ab5-47ff-a76d-9dbad94c2d1e","NCI Thesaurus","C67365","Code","Unit of Catalytic Activity Concentration",""
"Code_213","6cc7b728-2164-49ee-a5dc-0125faf17806","NCI Thesaurus","C70713","Code","Biospecimen Type",""
"Code_209","5262acdd-f994-4396-a43b-01283e4ffd0c","NCI Thesaurus","C64467","Code","Aspartate Aminotransferase Measurement",""
"Code_215","c7ccf473-ed1e-4c0e-b0ea-39ee5a4fbc7c","NCI Thesaurus","C36292","Code","Laboratory Test Result",""
"Code_216","82797b85-66dd-4141-9a3f-e5bdf8420365","NCI Thesaurus","C83309","Code","Laboratory Test Fasting Status",""
"Code_217","5b5d5729-1361-43c6-bda7-ad60c4b659fb","NCI Thesaurus","C48207","Code","Unit of Concentration",""
"Code_218","2e92d62d-03de-4312-8c16-ffc5fb3241a0","NCI Thesaurus","C70713","Code","Biospecimen Type",""
"Code_214","4d0c659c-3039-4074-97e2-949fd26d33b8","NCI Thesaurus","C64547","Code","Creatinine Measurement",""
"Code_220","b70d609d-5e02-4b0b-95fc-2d8fd59a3fc9","NCI Thesaurus","C36292","Code","Laboratory Test Result",""
"Code_221","a69254ca-c6fd-47fa-8778-07c5f3a59080","NCI Thesaurus","C83309","Code","Laboratory Test Fasting Status",""
"Code_222","fa38346b-4970-4bac-8dec-060bcbc554dd","NCI Thesaurus","C64567","Code","Molarity Unit",""
"Code_223","43e8c150-b3a0-44b4-9e8b-f05b81c56243","NCI Thesaurus","C70713","Code","Biospecimen Type",""
"Code_219","381df56c-6952-4439-93df-6da2f250c13a","NCI Thesaurus","C64853","Code","Potassium Measurement",""
"Code_225","adca97bc-987f-4bc9-a6b2-16c47923f03e","NCI Thesaurus","C36292","Code","Laboratory Test Result",""
"Code_226","01b86929-9655-439c-8427-333e9bb9e15d","NCI Thesaurus","C83309","Code","Laboratory Test Fasting Status",""
"Code_227","d5bce048-44b6-44a7-a5ef-7edca84997a4","NCI Thesaurus","C64567","Code","Molarity Unit",""
"Code_228","14a30b27-1277-4f6b-8904-1fad6e459883","NCI Thesaurus","C70713","Code","Biospecimen Type",""
"Code_224","099683bd-20b4-48cf-8929-4bd862e61e24","NCI Thesaurus","C64809","Code","Sodium Measurement",""
"Code_230","c926d925-96aa-4214-a503-c8cb48f96ec6","NCI Thesaurus","C173522","Code","Vital Signs Result",""
"Code_231","faecd44f-68b0-4758-b719-1da8a47d07a4","http://www.cdisc.org","C42547","Code","Pascal","2023-09-29"
"Code_232","bc093f5a-054c-4316-ad62-451b4218640c","NCI Thesaurus","C49669","Code","Unit of Pressure",""
"Code_233","4bef2e94-5fc4-419a-92ba-f4738f2d873e","NCI Thesaurus","C83088","Code","Vital Signs Location",""
"Code_234","725cc279-8889-4429-adc7-d729b11ca074","NCI Thesaurus","C123975","Code","Vital Signs Laterality",""
"Code_235","b63762c3-46e0-4a50-89cb-5484f6101553","NCI Thesaurus","C82535","Code","Test Method",""
"Code_236","daff644d-5ea0-4310-9800-cb899b6f9c39","NCI Thesaurus","C83114","Code","Vital Signs Position",""
"Code_229","ffb52f61-8f2b-4121-a9c7-03995a8c4fb0","NCI Thesaurus","C25298","Code","Systolic Blood Pressure",""
"Code_238","8d24cf15-3bc8-45e9-a14f-ba88ac3071f7","NCI Thesaurus","C173522","Code","Vital Signs Result",""
"Code_239","17293d84-e17b-4bd4-b677-12f4caa5c414","http://www.cdisc.org","C42547","Code","Pascal","2023-09-29"
"Code_240","780bc26a-c83c-44a3-acd5-84dc2adc9c4e","NCI Thesaurus","C49669","Code","Unit of Pressure",""
"Code_241","b20f80be-a2d5-48ac-937c-21f0d0d697d9","NCI Thesaurus","C83088","Code","Vital Signs Location",""
"Code_242","87de2b07-6e83-40a2-99ea-26f7cf025526","NCI Thesaurus","C123975","Code","Vital Signs Laterality",""
"Code_243","6a1287cc-00cd-48f3-ac96-c23909638455","NCI Thesaurus","C82535","Code","Test Method",""
"Code_244","8ba8eb78-6853-41db-bd11-050d624e82d0","NCI Thesaurus","C83114","Code","Vital Signs Position",""
"Code_237","c926d293-cb06-4fb1-80fc-f74dcc73831d","NCI Thesaurus","C25299","Code","Diastolic Blood Pressure",""
