"uuid:ID","isEnabled","datatype","label","isRequired","id","instanceType","name"
"4dbd965f-78ca-4a9f-ab18-7521228d55f9","True","","LBFAST","True","BiomedicalConceptProperty_154","BiomedicalConceptProperty","LBFAST"
"f48c74b2-b485-49d4-b244-9133eb5fd83f","True","","LBTESTCD","True","BiomedicalConceptProperty_155","BiomedicalConceptProperty","LBTESTCD"
"82316e52-b916-4c1f-9463-7a8445a72793","True","float","LBORRES","True","BiomedicalConceptProperty_156","BiomedicalConceptProperty","LBORRES"
"7369c8ed-6c38-4e23-9e31-e15ea6e309e3","True","","LBORRESU","True","BiomedicalConceptProperty_157","BiomedicalConceptProperty","LBORRESU"
"8f02bd99-b46b-40b6-bd25-e7e9c6c8f623","True","","LBSPEC","True","BiomedicalConceptProperty_158","BiomedicalConceptProperty","LBSPEC"
"bdb6aee4-7fec-407e-baf1-c03f96cae191","True","","LBFAST","True","BiomedicalConceptProperty_159","BiomedicalConceptProperty","LBFAST"
"a9db66f8-32ce-4313-8c35-b16289dd370c","True","","LBTESTCD","True","BiomedicalConceptProperty_160","BiomedicalConceptProperty","LBTESTCD"
"b44d7bf3-6106-4d8f-ab85-488367748877","True","float","LBORRES","True","BiomedicalConceptProperty_161","BiomedicalConceptProperty","LBORRES"
"74c2e804-1197-4b94-97a1-de34a587814d","True","","LBORRESU","True","BiomedicalConceptProperty_162","BiomedicalConceptProperty","LBORRESU"
"df59a25b-383b-48a1-90d2-0ea1523ecd34","True","","LBSPEC","True","BiomedicalConceptProperty_163","BiomedicalConceptProperty","LBSPEC"
"819ccd11-e241-4f69-9020-6aeb94c83fc7","True","","LBFAST","True","BiomedicalConceptProperty_164","BiomedicalConceptProperty","LBFAST"
"f8d8c4b0-e7ac-4a09-aaf7-03e42f4ed2d1","True","","LBTESTCD","True","BiomedicalConceptProperty_165","BiomedicalConceptProperty","LBTESTCD"
"60e60463-8f87-4421-8e9f-4de81a0c3919","True","float","LBORRES","True","BiomedicalConceptProperty_166","BiomedicalConceptProperty","LBORRES"
"67fafcaf-d800-4ae2-891e-fb81f0726b61","True","","LBORRESU","True","BiomedicalConceptProperty_167","BiomedicalConceptProperty","LBORRESU"
"49ee5751-c387-4b3a-94ff-20db9fa584e2","True","","LBSPEC","True","BiomedicalConceptProperty_168","BiomedicalConceptProperty","LBSPEC"
"34efac70-19a6-4a7b-a749-03980bffe986","True","","LBFAST","True","BiomedicalConceptProperty_169","BiomedicalConceptProperty","LBFAST"
"e97e8aaa-fa30-48a4-af6e-726c405ad321","True","text","AETERM","True","BiomedicalConceptProperty_1","BiomedicalConceptProperty","AETERM"
"d623bb36-449f-42e1-b328-c14ec6b066f5","True","text","AEDECOD","True","BiomedicalConceptProperty_2","BiomedicalConceptProperty","AEDECOD"
"817e88e5-c012-4f1b-b782-15377c193a92","True","text","AEPRESP","True","BiomedicalConceptProperty_3","BiomedicalConceptProperty","AEPRESP"
"d683e653-01d0-44bb-a0a6-02f6f98de2b8","True","text","AELOC","True","BiomedicalConceptProperty_4","BiomedicalConceptProperty","AELOC"
"5bf8b4a7-b2b8-4156-b632-22e3b013db26","True","text","AESEV","True","BiomedicalConceptProperty_5","BiomedicalConceptProperty","AESEV"
"8fb3fac0-1161-4727-94c7-70310e3ad4ee","True","text","AESER","True","BiomedicalConceptProperty_6","BiomedicalConceptProperty","AESER"
"208151e9-c510-44ed-a9d5-e31e5efc962e","True","text","AEACN","True","BiomedicalConceptProperty_7","BiomedicalConceptProperty","AEACN"
"68db180a-8225-4d4b-a713-e31b1139b44c","True","text","AEACNOTH","True","BiomedicalConceptProperty_8","BiomedicalConceptProperty","AEACNOTH"
"72b14c88-b85a-41dc-b225-700c382f3c0b","True","text","AEREL","True","BiomedicalConceptProperty_9","BiomedicalConceptProperty","AEREL"
"6fbe3013-9b01-4206-af8f-f61b4c9a120a","True","text","AERELNST","True","BiomedicalConceptProperty_10","BiomedicalConceptProperty","AERELNST"
"366446aa-8e78-472f-ab7b-be7050e6aaf4","True","text","AEPATT","True","BiomedicalConceptProperty_11","BiomedicalConceptProperty","AEPATT"
"b048bbd4-0b23-495e-b016-64a7a45465d8","True","text","AEOUT","True","BiomedicalConceptProperty_12","BiomedicalConceptProperty","AEOUT"
"252d6f8e-7067-4653-9a12-dc4d5ae621dd","True","text","AESCAN","True","BiomedicalConceptProperty_13","BiomedicalConceptProperty","AESCAN"
"d14e1ee2-496f-4537-a66d-aea40e5149e3","True","text","AESCONG","True","BiomedicalConceptProperty_14","BiomedicalConceptProperty","AESCONG"
"6089c021-9633-455e-8435-f72901f8bb92","True","text","AESDISAB","True","BiomedicalConceptProperty_15","BiomedicalConceptProperty","AESDISAB"
"253569f0-0df1-4c64-87b6-f9d3894a45ed","True","text","AESDTH","True","BiomedicalConceptProperty_16","BiomedicalConceptProperty","AESDTH"
"0da94d46-09d7-411e-a9b8-a93d850c156d","True","text","AESHOSP","True","BiomedicalConceptProperty_17","BiomedicalConceptProperty","AESHOSP"
"04d5f806-9da4-4a50-91a6-1f88ca1980a8","True","text","AESLIFE","True","BiomedicalConceptProperty_18","BiomedicalConceptProperty","AESLIFE"
"af791210-c696-45b3-a889-35b8274bddb9","True","text","AESOD","True","BiomedicalConceptProperty_19","BiomedicalConceptProperty","AESOD"
"8eb8ba45-2f88-4955-9006-31e8f95616d4","True","text","AESMIE","True","BiomedicalConceptProperty_20","BiomedicalConceptProperty","AESMIE"
"f10defa6-9312-4e54-bd19-07796b4543df","True","text","AECONTRT","True","BiomedicalConceptProperty_21","BiomedicalConceptProperty","AECONTRT"
"7fde62fc-f796-4e10-8012-bbcceade4da5","True","datetime","AESTDTC","True","BiomedicalConceptProperty_22","BiomedicalConceptProperty","AESTDTC"
"ad05f6af-79f5-4f05-8df0-5acc5722f136","True","datetime","AEENDTC","True","BiomedicalConceptProperty_23","BiomedicalConceptProperty","AEENDTC"
"96f46077-6073-451e-92da-b4bf05ff4101","True","","VSTESTCD","True","BiomedicalConceptProperty_24","BiomedicalConceptProperty","VSTESTCD"
"95badd04-b8ee-41e6-9b74-e2d4f3b0e0c5","True","integer","VSORRES","True","BiomedicalConceptProperty_25","BiomedicalConceptProperty","VSORRES"
"2d706c2f-f125-4b2d-bd0d-caf8ce00e67a","True","","VSORRESU","True","BiomedicalConceptProperty_26","BiomedicalConceptProperty","VSORRESU"
"4c1be260-b3be-4076-909e-be1000fb4e38","True","","VSPOS","True","BiomedicalConceptProperty_27","BiomedicalConceptProperty","VSPOS"
"4a7abae3-289d-432f-bd69-a012045972ff","True","","VSLOC","True","BiomedicalConceptProperty_28","BiomedicalConceptProperty","VSLOC"
"8a30a165-c104-410a-a044-485ab36ce75c","True","","VSLAT","True","BiomedicalConceptProperty_29","BiomedicalConceptProperty","VSLAT"
"e3ae4742-e84e-41a5-b9a8-c594e018ea67","True","","VSTESTCD","True","BiomedicalConceptProperty_30","BiomedicalConceptProperty","VSTESTCD"
"360075c9-0691-4359-ba59-22c4780a37b5","True","integer","VSORRES","True","BiomedicalConceptProperty_31","BiomedicalConceptProperty","VSORRES"
"de97be25-eec5-4f91-921a-8e5f4525730b","True","","VSORRESU","True","BiomedicalConceptProperty_32","BiomedicalConceptProperty","VSORRESU"
"0d5c0916-bd9e-41da-a512-168c163b68b7","True","","VSPOS","True","BiomedicalConceptProperty_33","BiomedicalConceptProperty","VSPOS"
"dbebcc33-c43d-45b6-9840-f864cb2d6d58","True","","VSLOC","True","BiomedicalConceptProperty_34","BiomedicalConceptProperty","VSLOC"
"78cce4d7-c57f-4fc7-b450-a59466b0658f","True","","VSLAT","True","BiomedicalConceptProperty_35","BiomedicalConceptProperty","VSLAT"
"7811c27b-eb17-40bb-9fe6-5eb81fa73f1a","True","","VSTESTCD","True","BiomedicalConceptProperty_36","BiomedicalConceptProperty","VSTESTCD"
"92c11946-6060-4a67-9f55-255a5099b612","True","float","VSORRES","True","BiomedicalConceptProperty_37","BiomedicalConceptProperty","VSORRES"
"7717bf9b-e058-4ff3-9763-a8dcc93e3ea9","True","","VSORRESU","True","BiomedicalConceptProperty_38","BiomedicalConceptProperty","VSORRESU"
"e64d0f10-6edd-4204-b307-41dc9c5e6dd0","True","","VSLOC","True","BiomedicalConceptProperty_39","BiomedicalConceptProperty","VSLOC"
"48b737da-2ceb-4817-87d8-5040573b2f07","True","","VSTESTCD","True","BiomedicalConceptProperty_40","BiomedicalConceptProperty","VSTESTCD"
"08a8f318-d5b7-47d9-9360-9a5440bccfaf","True","float","VSORRES","True","BiomedicalConceptProperty_41","BiomedicalConceptProperty","VSORRES"
"e6635ad4-2e21-4670-84df-ab8d5592416a","True","","VSORRESU","True","BiomedicalConceptProperty_42","BiomedicalConceptProperty","VSORRESU"
"352ca74e-d26d-4097-ae5f-d99f616cf9ee","True","","VSTESTCD","True","BiomedicalConceptProperty_43","BiomedicalConceptProperty","VSTESTCD"
"b1e15fa5-cbce-414d-9224-410acf84a54f","True","float","VSORRES","True","BiomedicalConceptProperty_44","BiomedicalConceptProperty","VSORRES"
"2ef55649-5b02-4955-a4f9-793f43a09426","True","","VSORRESU","True","BiomedicalConceptProperty_45","BiomedicalConceptProperty","VSORRESU"
"6cf5f1cc-3bb3-427a-af13-9b81b07c93a6","True","","LBTESTCD","True","BiomedicalConceptProperty_46","BiomedicalConceptProperty","LBTESTCD"
"ac1ed4b4-5315-457a-9327-3b6610449247","True","float","LBORRES","True","BiomedicalConceptProperty_47","BiomedicalConceptProperty","LBORRES"
"19813437-495e-4f1a-97c0-8750bb1c0136","True","","LBORRESU","True","BiomedicalConceptProperty_48","BiomedicalConceptProperty","LBORRESU"
"510765f3-2c01-4618-bb7c-8f9aa42d3fe8","True","","LBSPEC","True","BiomedicalConceptProperty_49","BiomedicalConceptProperty","LBSPEC"
"eff661e5-cf58-4897-be5b-eb095cf084b6","True","","LBFAST","True","BiomedicalConceptProperty_50","BiomedicalConceptProperty","LBFAST"
"4efff330-7a11-4a25-a61d-24fd4438a67f","True","","LBTESTCD","True","BiomedicalConceptProperty_51","BiomedicalConceptProperty","LBTESTCD"
"21d14228-5f56-4e24-9a0c-b713577a0e4b","True","text","LBORRES","True","BiomedicalConceptProperty_52","BiomedicalConceptProperty","LBORRES"
"0300535b-2309-46ab-ab26-c069b9daa3b7","True","","LBSPEC","True","BiomedicalConceptProperty_53","BiomedicalConceptProperty","LBSPEC"
"6528e7a5-d484-48f5-904f-f67394edca36","True","","LBFAST","True","BiomedicalConceptProperty_54","BiomedicalConceptProperty","LBFAST"
"c8a00927-a2f6-445c-95db-17caa2c3b101","True","","LBTESTCD","True","BiomedicalConceptProperty_55","BiomedicalConceptProperty","LBTESTCD"
"3a1c431c-0b2c-45e8-9027-1b59a44241ac","True","float","LBORRES","True","BiomedicalConceptProperty_56","BiomedicalConceptProperty","LBORRES"
"290ee275-5ca4-4cfb-8251-ed6938a47f6b","True","","LBORRESU","True","BiomedicalConceptProperty_57","BiomedicalConceptProperty","LBORRESU"
"ac9a6359-895f-4be4-820a-61227ec9793c","True","","LBSPEC","True","BiomedicalConceptProperty_58","BiomedicalConceptProperty","LBSPEC"
"cf2e41e0-5e4e-4b26-9a05-717bd71ded50","True","","LBFAST","True","BiomedicalConceptProperty_59","BiomedicalConceptProperty","LBFAST"
"9118d255-43e9-41e9-8c89-5773268f194f","True","","LBTESTCD","True","BiomedicalConceptProperty_60","BiomedicalConceptProperty","LBTESTCD"
"6109e5f5-0d98-4661-aca8-b0ff6b1198dd","True","float","LBORRES","True","BiomedicalConceptProperty_61","BiomedicalConceptProperty","LBORRES"
"0b921a09-ee6a-46e2-b05f-de77a134448c","True","","LBORRESU","True","BiomedicalConceptProperty_62","BiomedicalConceptProperty","LBORRESU"
"4b7bea56-c00f-4cc4-a431-26d20b07f4eb","True","","LBSPEC","True","BiomedicalConceptProperty_63","BiomedicalConceptProperty","LBSPEC"
"8c4a5a33-6726-4ab9-bd17-8fe099a10b05","True","","LBFAST","True","BiomedicalConceptProperty_64","BiomedicalConceptProperty","LBFAST"
"2809a9f9-6832-47b4-9e48-e5f4a3ef4297","True","","LBTESTCD","True","BiomedicalConceptProperty_65","BiomedicalConceptProperty","LBTESTCD"
"e230c54e-a39c-4752-9205-47d574f6ddb0","True","float","LBORRES","True","BiomedicalConceptProperty_66","BiomedicalConceptProperty","LBORRES"
"a301763e-4af3-4e34-8a69-814d08a391a3","True","","LBORRESU","True","BiomedicalConceptProperty_67","BiomedicalConceptProperty","LBORRESU"
"a3cff863-804b-48a3-afb0-da99605ba473","True","","LBSPEC","True","BiomedicalConceptProperty_68","BiomedicalConceptProperty","LBSPEC"
"79abad7f-c2af-48de-afe8-2499f09d632f","True","","LBFAST","True","BiomedicalConceptProperty_69","BiomedicalConceptProperty","LBFAST"
"158cbada-d0b1-4938-80d7-5110184a9729","True","","LBTESTCD","True","BiomedicalConceptProperty_70","BiomedicalConceptProperty","LBTESTCD"
"8379cf4d-2088-4411-9a06-d0f8201dc6fd","True","float","LBORRES","True","BiomedicalConceptProperty_71","BiomedicalConceptProperty","LBORRES"
"12daeef9-a8ad-45f8-be94-de35e53ea149","True","","LBORRESU","True","BiomedicalConceptProperty_72","BiomedicalConceptProperty","LBORRESU"
"0a576c57-7461-4177-8193-f649f5299552","True","","LBSPEC","True","BiomedicalConceptProperty_73","BiomedicalConceptProperty","LBSPEC"
"de0eb470-a5ea-40ec-a8e5-095608280bae","True","","LBFAST","True","BiomedicalConceptProperty_74","BiomedicalConceptProperty","LBFAST"
"8319f4f0-04a2-4b02-b08a-ed0982b6e15c","True","","LBTESTCD","True","BiomedicalConceptProperty_75","BiomedicalConceptProperty","LBTESTCD"
"6a5be6f4-a5d6-42f3-b860-79db80d47f04","True","float","LBORRES","True","BiomedicalConceptProperty_76","BiomedicalConceptProperty","LBORRES"
"5b1c4376-5a20-4e84-b970-ee3d1e229c28","True","","LBORRESU","True","BiomedicalConceptProperty_77","BiomedicalConceptProperty","LBORRESU"
"aaa4b095-69b6-45f2-82af-4f2dd461e6ea","True","","LBSPEC","True","BiomedicalConceptProperty_78","BiomedicalConceptProperty","LBSPEC"
"81aeb6aa-bbe7-4f4f-b369-f8f74824e33a","True","","LBFAST","True","BiomedicalConceptProperty_79","BiomedicalConceptProperty","LBFAST"
"972bdea1-12cb-4399-8f0b-1cf1c80e5278","True","","VSTESTCD","True","BiomedicalConceptProperty_80","BiomedicalConceptProperty","VSTESTCD"
"fed6787e-7417-4873-99d1-4b60e17021f4","True","integer","VSORRES","True","BiomedicalConceptProperty_81","BiomedicalConceptProperty","VSORRES"
"5c6c6708-f6c2-4539-9dca-26aa5e9db417","True","","VSORRESU","True","BiomedicalConceptProperty_82","BiomedicalConceptProperty","VSORRESU"
"816cd581-93e6-43a4-abaa-00af30171ebf","True","","VSPOS","True","BiomedicalConceptProperty_83","BiomedicalConceptProperty","VSPOS"
"f53637d1-c0d6-4dc9-9124-3f16d349958b","True","","VSLOC","True","BiomedicalConceptProperty_84","BiomedicalConceptProperty","VSLOC"
"e768f929-9c13-432e-8141-12fa9df909fc","True","","VSLAT","True","BiomedicalConceptProperty_85","BiomedicalConceptProperty","VSLAT"
"12ca1d51-aafa-4869-a733-1dc784a0a091","True","","VSTESTCD","True","BiomedicalConceptProperty_86","BiomedicalConceptProperty","VSTESTCD"
"ba4edc99-63aa-47a3-8762-36ce1b57e41c","True","integer","VSORRES","True","BiomedicalConceptProperty_87","BiomedicalConceptProperty","VSORRES"
"e5ecb126-a007-4de1-bc63-a71aabeb220e","True","","VSORRESU","True","BiomedicalConceptProperty_88","BiomedicalConceptProperty","VSORRESU"
"76ec4d33-fce3-4130-9a58-20cdb759ca41","True","","VSPOS","True","BiomedicalConceptProperty_89","BiomedicalConceptProperty","VSPOS"
"e2fdc318-4ccd-47dd-b3b8-3ba2bf9dc585","True","","VSLOC","True","BiomedicalConceptProperty_90","BiomedicalConceptProperty","VSLOC"
"21060d78-f97c-494d-947f-c45c93ddcf6e","True","","VSLAT","True","BiomedicalConceptProperty_91","BiomedicalConceptProperty","VSLAT"
"f6e68628-386a-4af5-a6ce-4fdeeb372ae8","True","","VSTESTCD","True","BiomedicalConceptProperty_92","BiomedicalConceptProperty","VSTESTCD"
"cd53b378-737c-4b37-94ba-313400d20287","True","integer","VSORRES","True","BiomedicalConceptProperty_93","BiomedicalConceptProperty","VSORRES"
"8fc88982-5d60-4344-b0d9-6ca4417249ac","True","","VSORRESU","True","BiomedicalConceptProperty_94","BiomedicalConceptProperty","VSORRESU"
"cfd6ff31-aa74-45f6-af20-f2f97e5d5be1","True","","VSPOS","True","BiomedicalConceptProperty_95","BiomedicalConceptProperty","VSPOS"
"d77c76ab-6fc1-496d-be20-29924ea6ae5c","True","","VSLOC","True","BiomedicalConceptProperty_96","BiomedicalConceptProperty","VSLOC"
"dcac28e8-34fb-43d6-a35e-bae331ce8592","True","","VSLAT","True","BiomedicalConceptProperty_97","BiomedicalConceptProperty","VSLAT"
"03a72cdc-ef5c-4f34-9373-2ccc45219937","True","","VSTESTCD","True","BiomedicalConceptProperty_98","BiomedicalConceptProperty","VSTESTCD"
"9e5e3b1e-d8a6-4ff5-87a3-5d5aefe54814","True","integer","VSORRES","True","BiomedicalConceptProperty_99","BiomedicalConceptProperty","VSORRES"
"986ee618-6a5b-4413-ad1c-45f810010601","True","","VSORRESU","True","BiomedicalConceptProperty_100","BiomedicalConceptProperty","VSORRESU"
"4a73c787-7bf5-4ef7-833f-77167b47cb53","True","","VSPOS","True","BiomedicalConceptProperty_101","BiomedicalConceptProperty","VSPOS"
"4493f58e-99c9-4703-b3fc-eb9c32c39167","True","","VSLOC","True","BiomedicalConceptProperty_102","BiomedicalConceptProperty","VSLOC"
"bbb5692c-f35d-4a23-91b3-a6ab60261f5e","True","","VSLAT","True","BiomedicalConceptProperty_103","BiomedicalConceptProperty","VSLAT"
"3e757cb3-37e4-4822-950e-8f1de243e9b7","True","","VSTESTCD","True","BiomedicalConceptProperty_104","BiomedicalConceptProperty","VSTESTCD"
"d1ec9634-c103-4259-8e1d-ed628340e269","True","integer","VSORRES","True","BiomedicalConceptProperty_105","BiomedicalConceptProperty","VSORRES"
"8e2e4520-092d-476c-8a65-14e02a15c379","True","","VSORRESU","True","BiomedicalConceptProperty_106","BiomedicalConceptProperty","VSORRESU"
"bf37d8ff-a418-4503-ba55-6672e54dc01d","True","","VSPOS","True","BiomedicalConceptProperty_107","BiomedicalConceptProperty","VSPOS"
"0578f91d-b7c1-4fea-835e-fe765fa7a448","True","","VSLOC","True","BiomedicalConceptProperty_108","BiomedicalConceptProperty","VSLOC"
"027cb357-4e61-4bbf-b4f8-253ac9913775","True","","VSLAT","True","BiomedicalConceptProperty_109","BiomedicalConceptProperty","VSLAT"
"c7384bb9-1d22-4080-ac35-4317f738410a","True","","VSTESTCD","True","BiomedicalConceptProperty_110","BiomedicalConceptProperty","VSTESTCD"
"13180a81-505a-4039-9f0b-97334dd8b1e5","True","integer","VSORRES","True","BiomedicalConceptProperty_111","BiomedicalConceptProperty","VSORRES"
"05ec3dd2-3b41-49fc-836c-f1683244c0bf","True","","VSORRESU","True","BiomedicalConceptProperty_112","BiomedicalConceptProperty","VSORRESU"
"da09e502-66c5-4086-96d7-1490291f7d26","True","","VSPOS","True","BiomedicalConceptProperty_113","BiomedicalConceptProperty","VSPOS"
"f9c1dd26-581b-4109-91f2-8c65453926d5","True","","VSLOC","True","BiomedicalConceptProperty_114","BiomedicalConceptProperty","VSLOC"
"0bc5e9e5-1d49-4f8c-bc4b-a51d355c4464","True","","VSLAT","True","BiomedicalConceptProperty_115","BiomedicalConceptProperty","VSLAT"
