"uuid:ID","id","instanceType","code","codeSystem","codeSystemVersion","decode"
"30b182ff-03aa-4379-9fd5-6e9cb4e3cb56","Code_88","Code","C175574","http://www.cdisc.org","2023-12-15","In Person"
"f7edce0a-9db2-4d12-a822-8fa5ccf1cef6","Code_89","Code","C25716","http://www.cdisc.org","2023-12-15","Visit"
"35ff1022-b4fa-44bb-94e4-112784adcec6","Code_90","Code","C51282","http://www.cdisc.org","2023-12-15","Clinic"
"bceea3a7-3ced-41de-84ed-3b4485de7f23","Code_91","Code","C175574","http://www.cdisc.org","2023-12-15","In Person"
"ae2b6a22-4359-4b11-9083-50ff0f51dbef","Code_92","Code","C25716","http://www.cdisc.org","2023-12-15","Visit"
"89cc3aad-069a-4176-b265-c2395c4b6e3c","Code_93","Code","C51282","http://www.cdisc.org","2023-12-15","Clinic"
"d9704f8a-028c-409e-b1ec-fdc8c163d92a","Code_94","Code","C175574","http://www.cdisc.org","2023-12-15","In Person"
"a6806aad-f35c-452c-90a4-f68b1b75f046","Code_95","Code","C25716","http://www.cdisc.org","2023-12-15","Visit"
"edf5b92f-afbf-4932-842f-b8b53d3e8971","Code_96","Code","C51282","http://www.cdisc.org","2023-12-15","Clinic"
"a27e6cac-7be5-4379-976a-3391db78d5c6","Code_97","Code","C175574","http://www.cdisc.org","2023-12-15","In Person"
"21cc0112-c6c6-49a7-8115-ea1774c7e20a","Code_98","Code","C25716","http://www.cdisc.org","2023-12-15","Visit"
"63f5e24f-7e5b-4102-9eb3-6d705e1823ea","Code_99","Code","C51282","http://www.cdisc.org","2023-12-15","Clinic"
"b8a1c14c-555b-4d1b-a03b-5fdfc7ee2d17","Code_100","Code","C175574","http://www.cdisc.org","2023-12-15","In Person"
"236727c4-bf6f-4465-9d68-c451bd8e7495","Code_101","Code","C25716","http://www.cdisc.org","2023-12-15","Visit"
"db2947e3-d2f4-4d15-87e6-01da66610ac8","Code_102","Code","C51282","http://www.cdisc.org","2023-12-15","Clinic"
"ff6605e1-002a-4a24-9fcf-287b9d8a892a","Code_103","Code","C175574","http://www.cdisc.org","2023-12-15","In Person"
"040b4da2-834d-4040-b0ad-ba7361243f44","Code_104","Code","C171537","http://www.cdisc.org","2023-12-15","Telephone Call"
"df5b79df-2c20-428d-bd11-76e1b1aabd43","Code_105","Code","C25716","http://www.cdisc.org","2023-12-15","Visit"
"5319508f-574d-430d-91dd-d6c470c9dca6","Code_106","Code","C51282","http://www.cdisc.org","2023-12-15","Clinic"
"44eaf8f0-17da-4e65-9a2b-c6b8c6c28b7b","Code_107","Code","C175574","http://www.cdisc.org","2023-12-15","In Person"
"c984129e-1969-47a9-ad8e-492ec2cf9a17","Code_108","Code","C171537","http://www.cdisc.org","2023-12-15","Telephone Call"
"80ad5392-d339-4c74-b7b5-48c6af29bdae","Code_109","Code","C25716","http://www.cdisc.org","2023-12-15","Visit"
"7d372cea-cdfc-48c4-a2db-396858ae40b2","Code_110","Code","C51282","http://www.cdisc.org","2023-12-15","Clinic"
"20a923e0-a4a6-4bcc-a12b-47d22295aa2c","Code_111","Code","C175574","http://www.cdisc.org","2023-12-15","In Person"
"c879e619-2ff5-4f04-982b-36fd98198b59","Code_112","Code","C171537","http://www.cdisc.org","2023-12-15","Telephone Call"
"dbaee2ed-7900-4829-a14d-290e97c426cb","Code_113","Code","C25716","http://www.cdisc.org","2023-12-15","Visit"
"e23488d0-83f1-488b-8aa1-02174525607e","Code_114","Code","C51282","http://www.cdisc.org","2023-12-15","Clinic"
"4c0d25c6-233f-4911-bf91-67e6969bf2c8","Code_115","Code","C175574","http://www.cdisc.org","2023-12-15","In Person"
"aeef91fb-c7e7-49fd-ab0f-bd339093dde8","Code_116","Code","C171537","http://www.cdisc.org","2023-12-15","Telephone Call"
"2ab05d39-20ff-4f24-a215-08804b8f97cf","Code_117","Code","C25716","http://www.cdisc.org","2023-12-15","Visit"
"8d3a4231-2ef4-48a3-8f6f-d9ea92b7a49e","Code_118","Code","C51282","http://www.cdisc.org","2023-12-15","Clinic"
"31a1b409-bc90-424b-a971-c4f654f384bf","Code_119","Code","C175574","http://www.cdisc.org","2023-12-15","In Person"
"d0442db6-82be-43b8-b59b-06e07bd6e39e","Code_120","Code","C25716","http://www.cdisc.org","2023-12-15","Visit"
"1f85777e-96f1-4bb3-880e-f4b744557b7e","Code_121","Code","C51282","http://www.cdisc.org","2023-12-15","Clinic"
"01ae3aa8-d0d8-4a9b-8c10-8bc62c89e588","Code_122","Code","C175574","http://www.cdisc.org","2023-12-15","In Person"
"bfb495be-d835-4ca0-b84c-8c08d65dd820","Code_80","Code","383371000119108","SNOMED","January 31, 2018","CT of head without contrast"
"072cc83f-f007-47ae-88a6-e72ae57cbb35","Code_81","Code","123","SPONSOR","12","Subject Supine"
"b65ed4d7-57d1-44ef-8dd9-77dd3810378d","Code_82","Code","124","SPONSOR","12","Subject Standing"
"63d92ee0-06d8-4878-a29b-8fe48c479e18","Code_429","Code","C82977","http://www.cdisc.org","2023-12-15","Dictionary-derived Term"
"e1819d8b-ce0c-4f50-a954-866ad8b3fe8c","Code_430","Code","C82571","http://www.cdisc.org","2023-12-15","Reported Event Term"
"a7876f71-8665-4216-b474-f1580f3c1777","Code_431","Code","C82517","http://www.cdisc.org","2023-12-15","Observation Start Date Time"
"c9f36b6e-4210-4ce1-8bf1-747318f9bca2","Code_432","Code","C16735","http://www.cdisc.org","2023-12-15","Informed Consent"
"de0ab1eb-3a63-49da-936a-15865b67cdf7","Code_433","Code","C20197","http://www.cdisc.org","2023-12-15","Male"
"7d1bd5c0-f15e-4931-8ee4-00b667b251e8","Code_434","Code","C16576","http://www.cdisc.org","2023-12-15","Female"
"127f9695-63d9-4434-91d3-3d9acc3fa894","Code_435","Code","C28421","http://www.cdisc.org","2023-12-15","Sex"
"3ff46f8c-bb4e-4c77-a201-313bb5acc7b4","Code_436","Code","C28421","http://www.cdisc.org","2023-12-15","Sex"
"aa0c1d5c-46fe-48b1-ab2d-a8c2c6f06921","Code_437","Code","C17049","http://www.cdisc.org","2023-12-15","Race"
"b34382cc-2cd2-4608-b536-5631628b8327","Code_438","Code","C17049","http://www.cdisc.org","2023-12-15","Race"
"416ca443-3c9f-4d05-814b-97275e235fbf","Code_439","Code","C174446","http://www.cdisc.org","2023-12-15","TEMP"
"760335e5-97dd-4261-8aa4-ba7b6ac672ac","Code_440","Code","C77140","http://www.cdisc.org","2023-12-15","Clinical Test Result"
"91d49dc1-88ea-4aaf-98a9-a49689259aec","Code_441","Code","C42559","http://www.cdisc.org","2023-12-15","Degree Celsius"
"dd57c10f-7e1a-4b4f-b0d2-1727f76c181d","Code_442","Code","C44277","http://www.cdisc.org","2023-12-15","Degree Fahrenheit"
"f63ccb77-dce5-46f8-a14b-639c61cb823e","Code_443","Code","C42537","http://www.cdisc.org","2023-12-15","Kelvin"
"99b9771f-e4d9-4658-b84d-89cd3d1995b0","Code_444","Code","C44276","http://www.cdisc.org","2023-12-15","Unit of Temperature"
"41b485d0-d6e0-4333-b281-88c309dc673e","Code_445","Code","C12674","http://www.cdisc.org","2023-12-15","Axilla"
"f6170537-d3cd-4717-9f2b-78907e4c3d14","Code_446","Code","C12394","http://www.cdisc.org","2023-12-15","Ear"
"74ea3b08-0447-407a-b4be-f108cdc1d242","Code_447","Code","C89803","http://www.cdisc.org","2023-12-15","Forehead"
"41c09b3c-fced-492f-9af0-8e766d7b1ec4","Code_448","Code","C12421","http://www.cdisc.org","2023-12-15","Oral Cavity"
"e8c2ada8-a3f3-4ac0-82f2-8cb83b0ac571","Code_449","Code","C12390","http://www.cdisc.org","2023-12-15","Rectum"
"f591d4cd-f119-4cc5-9310-7e15ea39dab1","Code_450","Code","C13717","http://www.cdisc.org","2023-12-15","Anatomic Site"
"32ee07bc-f323-4c5c-ab6f-99b233abf56f","Code_451","Code","C174446","http://www.cdisc.org","2023-12-15","TEMP"
"c6868e2b-164a-4770-9849-c16a9c339ca6","Code_452","Code","C25208","http://www.cdisc.org","2023-12-15","WEIGHT"
"377fe7d0-1c73-4859-b1a6-6bf1b4d8683f","Code_453","Code","C77140","http://www.cdisc.org","2023-12-15","Clinical Test Result"
"4781474d-27b4-409d-abca-99aba64420cd","Code_454","Code","C48531","http://www.cdisc.org","2023-12-15","Pound"
"a8e7e7b1-41c0-4902-ba6d-ba1ade62a55a","Code_455","Code","C48155","http://www.cdisc.org","2023-12-15","Gram"
"c9e3eb25-434a-4c3c-8cad-dbb0761baba4","Code_456","Code","C28252","http://www.cdisc.org","2023-12-15","Kilogram"
"b78f12f5-7cff-454b-b3f4-cc37e4b83961","Code_457","Code","C48208","http://www.cdisc.org","2023-12-15","Unit of Weight"
"469424a5-ceae-4528-8b36-63f6f4c57a12","Code_458","Code","C25208","http://www.cdisc.org","2023-12-15","WEIGHT"
"35cab5d3-ccae-4fb3-ad15-70fea9a0615e","Code_459","Code","C25347","http://www.cdisc.org","2023-12-15","HEIGHT"
"f249cb98-5f94-4e22-818a-85f4210e3476","Code_460","Code","C77140","http://www.cdisc.org","2023-12-15","Clinical Test Result"
"494932a9-e825-401d-9d6e-499e1015acff","Code_461","Code","C49668","http://www.cdisc.org","2023-12-15","Centimeter"
"15680169-c170-489b-b6e5-027d379af167","Code_462","Code","C48500","http://www.cdisc.org","2023-12-15","Inch"
"da4eb017-a88a-496a-90b6-26c2b98a0a8a","Code_463","Code","C41139","http://www.cdisc.org","2023-12-15","Meter"
"3fe727dc-5426-44ea-803c-c102e6c20e48","Code_464","Code","C168688","http://www.cdisc.org","2023-12-15","Unit of Height"
"99d50333-b19e-4ee4-9d24-73dddee9fc24","Code_465","Code","C25347","http://www.cdisc.org","2023-12-15","HEIGHT"
"c18ae0f5-f1b2-424a-8726-486d8bf68ffa","Code_466","Code","C64433","http://www.cdisc.org","2023-12-15","ALT"
"406c2418-1165-4e32-8b05-d1af8ede1076","Code_467","Code","C36292","http://www.cdisc.org","2023-12-15","Laboratory Test Result"
"9ca7f1d9-5bc3-48f4-84e5-90b47f269d59","Code_468","Code","C67456","http://www.cdisc.org","2023-12-15","Unit per Liter"
"cd9f679c-ac8b-48b9-878e-d14b4f8f04d2","Code_469","Code","C67397","http://www.cdisc.org","2023-12-15","Microkatal per Liter"
"a529157b-4eea-4b2f-b407-565fee238bce","Code_470","Code","C67376","http://www.cdisc.org","2023-12-15","International Unit per Liter"
"f608ce8b-cca0-4838-8794-f4c87c952d36","Code_471","Code","C70510","http://www.cdisc.org","2023-12-15","Nanokatal per Liter"
"ffc4c64c-f58d-46c5-9904-d2651c1614c0","Code_472","Code","C67365","http://www.cdisc.org","2023-12-15","Unit of Catalytic Activity Concentration"
"255657fa-8a12-4bfb-a225-036f19b21358","Code_473","Code","C70713","http://www.cdisc.org","2023-12-15","Biospecimen Type"
"18f1fc65-cbd0-4589-9633-d10d89a80fd1","Code_474","Code","C49487","http://www.cdisc.org","2023-12-15","No"
"adf9d2d7-a30c-4ee8-913d-e220cfda8be5","Code_475","Code","C49488","http://www.cdisc.org","2023-12-15","Yes"
"1ed542ad-f295-43ec-a694-55679e74f931","Code_476","Code","C83309","http://www.cdisc.org","2023-12-15","Laboratory Test Fasting Status"
"c6be272d-4710-43e1-8475-b05dc82fac74","Code_477","Code","C64433","http://www.cdisc.org","2023-12-15","ALT"
"cb08eee3-adcc-454a-888d-46111dcbfef4","Code_478","Code","C64431","http://www.cdisc.org","2023-12-15","ALB"
"05a8f4eb-b21a-4202-b104-fc043e01a5b7","Code_479","Code","C36292","http://www.cdisc.org","2023-12-15","Laboratory Test Result"
"2900efa9-81fc-4a1f-a066-a4b805cbc7d0","Code_480","Code","C70713","http://www.cdisc.org","2023-12-15","Biospecimen Type"
"67d97a8d-7c7d-409a-b9ac-b4f80f6d615c","Code_481","Code","C49487","http://www.cdisc.org","2023-12-15","No"
"14a2e3a0-5200-446b-a4c6-ea0871dad41d","Code_482","Code","C49488","http://www.cdisc.org","2023-12-15","Yes"
"4bcfe72b-5fff-4fe0-b721-266c1e7460e8","Code_483","Code","C83309","http://www.cdisc.org","2023-12-15","Laboratory Test Fasting Status"
"947e27b4-f23e-4512-a046-82addf439420","Code_484","Code","C64431","http://www.cdisc.org","2023-12-15","ALB"
"c8502331-21d3-422f-ba3c-5502e7340977","Code_485","Code","C64432","http://www.cdisc.org","2023-12-15","ALP"
"1b195b42-10a1-44d1-b430-2fedd3eacb42","Code_486","Code","C36292","http://www.cdisc.org","2023-12-15","Laboratory Test Result"
"cd0d6125-4d2b-489d-9882-8c140b2b85ab","Code_487","Code","C67456","http://www.cdisc.org","2023-12-15","Unit per Liter"
"3404429e-b1f0-43d6-817d-d8454116b046","Code_488","Code","C67397","http://www.cdisc.org","2023-12-15","Microkatal per Liter"
"8037084e-771b-4837-b084-a55276b89566","Code_489","Code","C67376","http://www.cdisc.org","2023-12-15","International Unit per Liter"
"eb7f3b6d-7037-4bb6-9010-ab9e56f74ce1","Code_490","Code","C67365","http://www.cdisc.org","2023-12-15","Unit of Catalytic Activity Concentration"
"c29f4b72-ead4-4bd4-99b5-7b72ed2bcd66","Code_491","Code","C70713","http://www.cdisc.org","2023-12-15","Biospecimen Type"
"6c1802ee-d021-4e59-8843-f2381d10479c","Code_492","Code","C49487","http://www.cdisc.org","2023-12-15","No"
"12d86055-feab-4c2c-aef7-6d36bc2d721f","Code_493","Code","C49488","http://www.cdisc.org","2023-12-15","Yes"
"de4b225d-ff59-4941-8364-733007695c0e","Code_494","Code","C83309","http://www.cdisc.org","2023-12-15","Laboratory Test Fasting Status"
"2cfde88b-020d-4a2f-9c81-6df082b6a569","Code_495","Code","C64432","http://www.cdisc.org","2023-12-15","ALP"
"4b677759-cf24-470c-8df5-5bb51e954423","Code_496","Code","C64467","http://www.cdisc.org","2023-12-15","AST"
"5d6ee605-3eea-45e0-ae2e-ed65dfd33e7e","Code_497","Code","C36292","http://www.cdisc.org","2023-12-15","Laboratory Test Result"
"9e634379-23f4-468f-ad1e-f148daa1424f","Code_498","Code","C67456","http://www.cdisc.org","2023-12-15","Unit per Liter"
"0477e855-a78c-4f0c-8511-f4bdebcc488d","Code_499","Code","C67397","http://www.cdisc.org","2023-12-15","Microkatal per Liter"
"ffb2a9b8-9e62-4cb7-a6df-e81990d35221","Code_500","Code","C67376","http://www.cdisc.org","2023-12-15","International Unit per Liter"
"363a1787-2bd5-42b0-b268-a8e69e349fef","Code_501","Code","C67365","http://www.cdisc.org","2023-12-15","Unit of Catalytic Activity Concentration"
"98698305-2928-4d13-a09c-40149a845d18","Code_502","Code","C70713","http://www.cdisc.org","2023-12-15","Biospecimen Type"
"b1b53be7-eaab-4ced-9f24-1b232078b3b4","Code_503","Code","C49487","http://www.cdisc.org","2023-12-15","No"
"5515407a-fa4f-4e90-9470-57580a383b8c","Code_504","Code","C49488","http://www.cdisc.org","2023-12-15","Yes"
"278e360b-719f-4301-80c1-4175865b7a3e","Code_505","Code","C83309","http://www.cdisc.org","2023-12-15","Laboratory Test Fasting Status"
"44cd21de-5390-4cb4-a1fc-28c94cddd98c","Code_506","Code","C64467","http://www.cdisc.org","2023-12-15","AST"
"6f0c69f0-c543-42b7-80dd-f18328c42218","Code_507","Code","C64547","http://www.cdisc.org","2023-12-15","CREAT"
"823f2aea-e875-41d5-96d6-08c4921bc0c4","Code_508","Code","C36292","http://www.cdisc.org","2023-12-15","Laboratory Test Result"
"df712382-a569-45d4-a24c-0049dcdceb4c","Code_509","Code","C67015","http://www.cdisc.org","2023-12-15","Milligram per Deciliter"
"31edb7de-34dc-47cf-9a29-f4af86e2e80f","Code_510","Code","C64572","http://www.cdisc.org","2023-12-15","Microgram per Milliliter"
"fc71d649-c04a-4f15-b3d5-7ca269ca68db","Code_511","Code","C64387","http://www.cdisc.org","2023-12-15","Millimole per Liter"
"f8060dc2-d4fb-457a-85d4-8d09abd2d514","Code_512","Code","C48508","http://www.cdisc.org","2023-12-15","Micromole per Liter"
"a7396c12-6f7f-477c-b37e-a0f4413166cb","Code_513","Code","C48207","http://www.cdisc.org","2023-12-15","Unit of Concentration"
"743f8627-2118-492e-a038-a9bb0b5f4acf","Code_514","Code","C70713","http://www.cdisc.org","2023-12-15","Biospecimen Type"
"e2216947-be60-44d9-a4df-bec1fd07067e","Code_515","Code","C49487","http://www.cdisc.org","2023-12-15","No"
"6289e34b-4460-438a-a733-7a3873c9274c","Code_516","Code","C49488","http://www.cdisc.org","2023-12-15","Yes"
"cfea237e-1e42-4d10-98d6-5733a72d233a","Code_517","Code","C83309","http://www.cdisc.org","2023-12-15","Laboratory Test Fasting Status"
"f5b27c10-5a65-4d18-a206-a104e343a27a","Code_518","Code","C64547","http://www.cdisc.org","2023-12-15","CREAT"
"5a5a2afd-844f-412e-be0d-8602d0f4fc5b","Code_519","Code","C64853","http://www.cdisc.org","2023-12-15","K"
"7dd6d601-152b-48da-9195-5fe25e743877","Code_520","Code","C36292","http://www.cdisc.org","2023-12-15","Laboratory Test Result"
"c4f7d725-88f2-4bdd-8e88-f6538de8ceb2","Code_521","Code","C67474","http://www.cdisc.org","2023-12-15","Milliequivalent per Liter"
"ecf5da72-afc7-4b2b-8220-1b996376e737","Code_522","Code","C67473","http://www.cdisc.org","2023-12-15","Milliequivalent per Deciliter"
"d139e995-ac4e-464f-8dd9-2913d27b1fe2","Code_523","Code","C64387","http://www.cdisc.org","2023-12-15","Millimole per Liter"
"8977335d-4a2a-44ca-a00f-aedf35d44314","Code_524","Code","C64567","http://www.cdisc.org","2023-12-15","Molarity Unit"
"e8e0f5ab-08a7-42c2-b0e4-a7c3cdb18d4e","Code_525","Code","C70713","http://www.cdisc.org","2023-12-15","Biospecimen Type"
"a727ad4f-125f-42bd-9cf1-948275992fdb","Code_526","Code","C49487","http://www.cdisc.org","2023-12-15","No"
"e72fbecb-baa9-4afe-967a-3d300508ecd5","Code_527","Code","C49488","http://www.cdisc.org","2023-12-15","Yes"
"bc1c6734-a14b-4385-9f9f-ae2e83547d6e","Code_528","Code","C83309","http://www.cdisc.org","2023-12-15","Laboratory Test Fasting Status"
"84c6cf09-c053-4df5-b588-b6aa4168b2dd","Code_529","Code","C64853","http://www.cdisc.org","2023-12-15","K"
"3fc03920-56cf-46a7-9f17-276d25f53fe2","Code_530","Code","C64809","http://www.cdisc.org","2023-12-15","SODIUM"
"be5cefc0-a48b-4679-bb7c-dbe07b678add","Code_531","Code","C36292","http://www.cdisc.org","2023-12-15","Laboratory Test Result"
"aeeb6e5e-31fe-4766-b979-de878473d3d8","Code_532","Code","C67474","http://www.cdisc.org","2023-12-15","Milliequivalent per Liter"
"99380618-1646-426e-bb9f-d42103cf7442","Code_533","Code","C67473","http://www.cdisc.org","2023-12-15","Milliequivalent per Deciliter"
"c7376b9e-340c-496a-b4d4-f646522141c2","Code_534","Code","C64387","http://www.cdisc.org","2023-12-15","Millimole per Liter"
"3f37e26d-2f8f-4b2c-be42-6a60d3c4c913","Code_535","Code","C64567","http://www.cdisc.org","2023-12-15","Molarity Unit"
"efe2f8fc-8bf3-4236-a6e0-232852990c6e","Code_536","Code","C70713","http://www.cdisc.org","2023-12-15","Biospecimen Type"
"89880c04-ffed-4609-9e3f-e8645d1d1b79","Code_537","Code","C49487","http://www.cdisc.org","2023-12-15","No"
"7942cfc9-b361-43fe-b903-3e20241419f1","Code_538","Code","C49488","http://www.cdisc.org","2023-12-15","Yes"
"f3fe5be2-1ba4-4935-87fc-c7d389030c4f","Code_539","Code","C83309","http://www.cdisc.org","2023-12-15","Laboratory Test Fasting Status"
"25ff9f3d-9d68-41e9-ab5b-a72da36e29da","Code_540","Code","C64809","http://www.cdisc.org","2023-12-15","SODIUM"
"331c7f31-af10-4cc1-a143-315df70a8527","Code_541","Code","C64849","http://www.cdisc.org","2023-12-15","HBA1C"
"97cd9bee-decc-4970-8285-2f346393bd09","Code_542","Code","C36292","http://www.cdisc.org","2023-12-15","Laboratory Test Result"
"b62537c8-cad5-4bef-9698-c979a9b5edfd","Code_543","Code","C64783","http://www.cdisc.org","2023-12-15","Gram per Deciliter"
"1717e0d5-0471-4d53-a00d-70ab911a578d","Code_544","Code","No Concept Code","http://www.cdisc.org","2023-12-15","LBORRESU"
"aa915dab-173e-475e-8923-543b74b82395","Code_545","Code","C70713","http://www.cdisc.org","2023-12-15","Biospecimen Type"
"77effc05-17e9-4bca-8450-f4376e63a367","Code_546","Code","C49487","http://www.cdisc.org","2023-12-15","No"
"e177c5ad-b545-45fb-9387-f160eb7d9820","Code_547","Code","C49488","http://www.cdisc.org","2023-12-15","Yes"
"e5661b8a-0857-43c0-8e0c-cacb4dccccc5","Code_548","Code","C83309","http://www.cdisc.org","2023-12-15","Laboratory Test Fasting Status"
"2486527e-b178-4690-b3ce-3d39504f3fde","Code_549","Code","C64849","http://www.cdisc.org","2023-12-15","HBA1C"
"e4e98cee-ab8f-4470-aeb5-9b03d5e3d2c4","Code_145","Code","C78541","http://www.cdisc.org","2023-12-15","Adverse Event Verbatim Description"
"5db9029f-b95c-4bff-a99a-c766359f80f6","Code_146","Code","C83344","http://www.cdisc.org","2023-12-15","Adverse Event Dictionary Derived Term"
"29c5310c-2dde-4f54-9b8a-495b83761f73","Code_147","Code","C49487","http://www.cdisc.org","2023-12-15","No"
"677e1f20-3203-4d2d-a06d-90c1ac41a7b3","Code_148","Code","C49488","http://www.cdisc.org","2023-12-15","Yes"
"93672466-4394-47c4-a677-5071eb91fef1","Code_149","Code","C87840","http://www.cdisc.org","2023-12-15","Adverse Event Pre-specified"
"aad4b9e6-8a30-448d-b4e2-58f603858368","Code_150","Code","C83205","http://www.cdisc.org","2023-12-15","Adverse Event Location"
"72a42717-fc6a-46e0-9b2f-55e4d362e90d","Code_151","Code","C53253","http://www.cdisc.org","2023-12-15","Severity of Adverse Event"
"eba2ec69-02b5-4591-9dcc-58b2b678092c","Code_152","Code","C49487","http://www.cdisc.org","2023-12-15","No"
"891dd018-d464-4db2-afef-b2877df1eec5","Code_153","Code","C49488","http://www.cdisc.org","2023-12-15","Yes"
"09ff22d0-fc44-4684-a9bc-32bca57ac10b","Code_154","Code","C53252","http://www.cdisc.org","2023-12-15","Seriousness of Adverse Event"
"6a5d24b9-ade1-4074-a7bd-da6420434fc4","Code_155","Code","C83013","http://www.cdisc.org","2023-12-15","Adverse Event Action Taken with Study Treatment"
"4d05dd02-fcb7-4a78-8379-fe3e3ff7741b","Code_156","Code","C83109","http://www.cdisc.org","2023-12-15","Other Actions taken in Response to Adverse Event"
"2ebdc1fd-81af-4e02-923b-5df9eb274bb0","Code_157","Code","C41358","http://www.cdisc.org","2023-12-15","Adverse Event Attribution to Product or Procedure"
"3f72aecc-c13a-4117-bb97-a7b2b677c240","Code_158","Code","C83210","http://www.cdisc.org","2023-12-15","Adverse Event Relationship to Non Study Treatment"
"3ba0931a-3041-4f36-bf8c-0b0993837afe","Code_159","Code","C83208","http://www.cdisc.org","2023-12-15","Adverse Event Pattern"
"f905515b-bd55-47b5-a8dc-1322b412eb5b","Code_160","Code","C49489","http://www.cdisc.org","2023-12-15","Adverse Event Outcome"
"58544f79-780b-414b-b058-dce94606818a","Code_161","Code","C49487","http://www.cdisc.org","2023-12-15","No"
"d273134e-bdd5-4ad5-870e-f6d538fc5ece","Code_162","Code","C49488","http://www.cdisc.org","2023-12-15","Yes"
"cc6594cf-e803-4db2-b591-de842fb7bbfe","Code_163","Code","C83211","http://www.cdisc.org","2023-12-15","Adverse Event Involves Cancer"
"8b810931-2820-4bc0-b0d4-00974974432e","Code_164","Code","C49487","http://www.cdisc.org","2023-12-15","No"
"c24078db-dfb6-4615-ac88-3288efad86f4","Code_165","Code","C49488","http://www.cdisc.org","2023-12-15","Yes"
"d873af84-e103-4c48-bfd1-bddfc2ab21e7","Code_166","Code","C83117","http://www.cdisc.org","2023-12-15","Adverse Event Seriousness Due to Congenital Anomaly"
"7087a19a-f4e5-4c5b-96b2-7ad42203b974","Code_167","Code","C49487","http://www.cdisc.org","2023-12-15","No"
"333bf030-0898-42c3-8f5d-f1c49711c1bc","Code_168","Code","C49488","http://www.cdisc.org","2023-12-15","Yes"
