"id","instanceType","isEnabled","uuid:ID","isRequired","name","label","datatype"
"BiomedicalConceptProperty_101","BiomedicalConceptProperty","True","89ac3970-dc59-49f9-904f-39a99980a5b4","True","Biospecimen Type","Biospecimen Type","string"
"BiomedicalConceptProperty_102","BiomedicalConceptProperty","True","e2014534-ee9b-4322-a379-8fd8c076c112","True","Laboratory Test Result","Laboratory Test Result","string"
"BiomedicalConceptProperty_103","BiomedicalConceptProperty","True","586525e0-504c-42fc-83a5-4a216e00c10b","True","Laboratory Test Fasting Status","Laboratory Test Fasting Status","boolean"
"BiomedicalConceptProperty_104","BiomedicalConceptProperty","True","bc9b8348-0588-4974-9378-45d34626942a","True","Unit of Concentration","Unit of Concentration","string"
"BiomedicalConceptProperty_105","BiomedicalConceptProperty","True","f414292b-57e9-4ea8-b1ed-f1d2fd46281e","True","Biospecimen Type","Biospecimen Type","string"
"BiomedicalConceptProperty_106","BiomedicalConceptProperty","True","b5c6cc74-e83d-43d2-bdb8-56e836f66ad2","True","Laboratory Test Result","Laboratory Test Result","decimal"
"BiomedicalConceptProperty_107","BiomedicalConceptProperty","True","aaad1057-95ba-4770-a6f0-70c5c5fd7cc5","True","Laboratory Test Fasting Status","Laboratory Test Fasting Status","boolean"
"BiomedicalConceptProperty_108","BiomedicalConceptProperty","True","a69b426c-b068-495f-9e0d-bb2d050ee75c","True","Unit of Catalytic Activity Concentration","Unit of Catalytic Activity Concentration","string"
"BiomedicalConceptProperty_109","BiomedicalConceptProperty","True","135dd425-33f0-48e1-aa88-ba6bfc820b95","True","Biospecimen Type","Biospecimen Type","string"
"BiomedicalConceptProperty_110","BiomedicalConceptProperty","True","c58e5c60-d263-4190-9773-505eefe1c8fd","True","Laboratory Test Result","Laboratory Test Result","decimal"
"BiomedicalConceptProperty_111","BiomedicalConceptProperty","True","18bb4827-e88b-4ec2-a64d-045b7cd62016","True","Laboratory Test Fasting Status","Laboratory Test Fasting Status","boolean"
"BiomedicalConceptProperty_112","BiomedicalConceptProperty","True","3b9c7065-9e7d-4dba-be9c-0d60155393c4","True","Unit of Catalytic Activity Concentration","Unit of Catalytic Activity Concentration","string"
"BiomedicalConceptProperty_113","BiomedicalConceptProperty","True","dbcb5d20-d9c1-4ea7-9f16-a162f2cf2982","True","Biospecimen Type","Biospecimen Type","string"
"BiomedicalConceptProperty_114","BiomedicalConceptProperty","True","83621e34-abb6-4508-8c7f-82a77d3ec07f","True","Laboratory Test Result","Laboratory Test Result","string"
"BiomedicalConceptProperty_115","BiomedicalConceptProperty","True","3dfd9187-9092-4aa4-83cf-01445c78a26c","True","Laboratory Test Fasting Status","Laboratory Test Fasting Status","boolean"
"BiomedicalConceptProperty_116","BiomedicalConceptProperty","True","afcb30d8-98d6-4d67-8d69-163af85912f4","True","Unit of Concentration","Unit of Concentration","string"
"BiomedicalConceptProperty_117","BiomedicalConceptProperty","True","18ab16c6-6e97-4930-8abd-94f8dc5ef6ca","True","Biospecimen Type","Biospecimen Type","string"
"BiomedicalConceptProperty_118","BiomedicalConceptProperty","True","b6b55d10-df10-413e-90b4-0c7bdce1c931","True","Laboratory Test Result","Laboratory Test Result","decimal"
"BiomedicalConceptProperty_119","BiomedicalConceptProperty","True","23138f96-5289-47e7-a480-c5bf055de411","True","Laboratory Test Fasting Status","Laboratory Test Fasting Status","boolean"
"BiomedicalConceptProperty_120","BiomedicalConceptProperty","True","e6c5bc53-fba4-4bd6-99f5-dcd772b9793f","True","Molarity Unit","Molarity Unit","string"
"BiomedicalConceptProperty_121","BiomedicalConceptProperty","True","099a3345-6552-487e-b0e8-59fb6b4c4641","True","Biospecimen Type","Biospecimen Type","string"
"BiomedicalConceptProperty_122","BiomedicalConceptProperty","True","e2aa9d17-63e9-40ed-ba51-6b27a2846173","True","Laboratory Test Result","Laboratory Test Result","decimal"
"BiomedicalConceptProperty_123","BiomedicalConceptProperty","True","e4ad8550-186c-4d7b-b1b9-dba92ae062e6","True","Laboratory Test Fasting Status","Laboratory Test Fasting Status","boolean"
"BiomedicalConceptProperty_124","BiomedicalConceptProperty","True","108b16cd-d5d3-4d73-b983-b50f887ba476","True","Molarity Unit","Molarity Unit","string"
"BiomedicalConceptProperty_125","BiomedicalConceptProperty","True","241af792-f076-4349-8762-19211dd9fb12","True","Biospecimen Type","Biospecimen Type","string"
"BiomedicalConceptProperty_1","BiomedicalConceptProperty","True","0fd3f828-4349-404c-a144-878ea4d402fa","True","Reported Event Term","Reported Event Term","string"
"BiomedicalConceptProperty_2","BiomedicalConceptProperty","True","add730be-1c89-4d9b-89fe-9badde929195","True","Dictionary-derived Term","Dictionary-derived Term","string"
"BiomedicalConceptProperty_3","BiomedicalConceptProperty","True","301fc643-230a-4264-b88f-67539d840dce","True","Category","Category","string"
"BiomedicalConceptProperty_4","BiomedicalConceptProperty","True","96093987-286f-4ce1-b5aa-6b1242575cd9","True","Subcategory","Subcategory","string"
"BiomedicalConceptProperty_5","BiomedicalConceptProperty","True","c5e0c3e4-0ded-40a4-8e30-aa4e2af81ce1","True","Observation Start Date Time","Observation Start Date Time","datetime"
"BiomedicalConceptProperty_6","BiomedicalConceptProperty","True","260ca7cb-c998-4a9b-b458-6625ce39e051","True","Clinical Test Result","Clinical Test Result","decimal"
"BiomedicalConceptProperty_7","BiomedicalConceptProperty","True","22154a81-d8f6-4fd7-98cc-6bc1eeae218e","True","Unit of Pressure","Unit of Pressure","string"
"BiomedicalConceptProperty_8","BiomedicalConceptProperty","True","2d5e9d2a-b54f-4bda-81f5-8806de68174c","True","Anatomic Site","Anatomic Site","string"
"BiomedicalConceptProperty_9","BiomedicalConceptProperty","True","2c727d6b-5e08-4b9a-8a23-b779b1654adc","True","Laterality","Laterality","string"
"BiomedicalConceptProperty_10","BiomedicalConceptProperty","True","51b73eb5-01a8-4c38-b65d-72330f564fef","True","Test Method","Test Method","string"
"BiomedicalConceptProperty_11","BiomedicalConceptProperty","True","288f54f2-8856-4c51-991a-644b10f4bd91","True","Body Position","Body Position","string"
"BiomedicalConceptProperty_12","BiomedicalConceptProperty","True","5a71be9a-79ef-405a-8f7a-44c4b6f58ae2","True","Clinical Test Result","Clinical Test Result","decimal"
"BiomedicalConceptProperty_13","BiomedicalConceptProperty","True","f7efd910-47db-4310-879b-3bf91c76d5c2","True","Unit of Pressure","Unit of Pressure","string"
"BiomedicalConceptProperty_14","BiomedicalConceptProperty","True","0d128a84-1a9e-41b5-8324-419c70bb301b","True","Anatomic Site","Anatomic Site","string"
"BiomedicalConceptProperty_15","BiomedicalConceptProperty","True","a4292e4d-fa30-4655-bfbf-8ca0c3480a1f","True","Laterality","Laterality","string"
"BiomedicalConceptProperty_16","BiomedicalConceptProperty","True","17c3b4d2-8d5d-474f-85fd-8f7d25b3588a","True","Test Method","Test Method","string"
"BiomedicalConceptProperty_17","BiomedicalConceptProperty","True","2046ec2d-de49-4874-9d89-ed7a39cc8f55","True","Body Position","Body Position","string"
"BiomedicalConceptProperty_18","BiomedicalConceptProperty","True","6ef77a04-6f1d-4478-a40f-46e35cc85745","True","Clinical Test Result","Clinical Test Result","decimal"
"BiomedicalConceptProperty_19","BiomedicalConceptProperty","True","4e38b570-3e2e-4efe-85ff-e5f25d442e82","True","Unit of Temperature","Unit of Temperature","string"
"BiomedicalConceptProperty_20","BiomedicalConceptProperty","True","117bb823-3d14-4736-b3fc-e66992eee917","True","Anatomic Site","Anatomic Site","string"
"BiomedicalConceptProperty_21","BiomedicalConceptProperty","True","a74b07b3-a0c5-49e2-bfba-901a78a2fc75","True","Clinical Test Result","Clinical Test Result","decimal"
"BiomedicalConceptProperty_22","BiomedicalConceptProperty","True","9ad8dbef-a559-4f9a-9615-6a15ba88fd4b","True","Unit of Weight","Unit of Weight","string"
"BiomedicalConceptProperty_23","BiomedicalConceptProperty","True","b3238250-c0c8-40b2-81e3-684cce3cb10f","True","Clinical Test Result","Clinical Test Result","decimal"
"BiomedicalConceptProperty_24","BiomedicalConceptProperty","True","5e3e521e-aa01-4d49-aaf5-c2b463a2204a","True","Unit of Height","Unit of Height","string"
"BiomedicalConceptProperty_25","BiomedicalConceptProperty","True","99d275ac-40c3-4cd2-a168-61e1b60d0b05","True","Laboratory Test Result","Laboratory Test Result","decimal"
"BiomedicalConceptProperty_26","BiomedicalConceptProperty","True","625e0231-d3e0-475d-b87d-c3d17310b8b7","True","Laboratory Test Fasting Status","Laboratory Test Fasting Status","boolean"
"BiomedicalConceptProperty_27","BiomedicalConceptProperty","True","0d4c7210-feb8-45b7-a4e4-f0aafce2827d","True","Unit of Catalytic Activity Concentration","Unit of Catalytic Activity Concentration","string"
"BiomedicalConceptProperty_28","BiomedicalConceptProperty","True","18683854-93bc-410b-9649-f0ba80348dc6","True","Biospecimen Type","Biospecimen Type","string"
"BiomedicalConceptProperty_29","BiomedicalConceptProperty","True","5161089a-9c89-49a5-a31c-78802a83b628","True","Laboratory Test Result","Laboratory Test Result","string"
"BiomedicalConceptProperty_30","BiomedicalConceptProperty","True","06e141ad-7fc0-4952-bc5b-0a7e20428974","True","Laboratory Test Fasting Status","Laboratory Test Fasting Status","boolean"
"BiomedicalConceptProperty_31","BiomedicalConceptProperty","True","0156690e-c102-44b9-b759-df25a8b23dd5","True","Unit of Concentration","Unit of Concentration","string"
"BiomedicalConceptProperty_32","BiomedicalConceptProperty","True","84feb711-220a-419f-8258-68580e041915","True","Biospecimen Type","Biospecimen Type","string"
"BiomedicalConceptProperty_33","BiomedicalConceptProperty","True","987f893c-cfd3-4b10-8968-18fe031f65e5","True","Laboratory Test Result","Laboratory Test Result","decimal"
"BiomedicalConceptProperty_34","BiomedicalConceptProperty","True","b476218a-5f50-4d16-ba14-1de382ab99db","True","Laboratory Test Fasting Status","Laboratory Test Fasting Status","boolean"
"BiomedicalConceptProperty_35","BiomedicalConceptProperty","True","5d1a0760-a2a2-4c0a-b069-374d30918e51","True","Unit of Catalytic Activity Concentration","Unit of Catalytic Activity Concentration","string"
"BiomedicalConceptProperty_36","BiomedicalConceptProperty","True","05d2be1d-1849-4329-87a4-75e3a5a25179","True","Biospecimen Type","Biospecimen Type","string"
"BiomedicalConceptProperty_37","BiomedicalConceptProperty","True","ee107b17-e655-4359-941b-b5e30e1a3a1a","True","Laboratory Test Result","Laboratory Test Result","decimal"
"BiomedicalConceptProperty_38","BiomedicalConceptProperty","True","9c240f94-642e-4db6-8302-593571d63073","True","Laboratory Test Fasting Status","Laboratory Test Fasting Status","boolean"
"BiomedicalConceptProperty_39","BiomedicalConceptProperty","True","616493a7-9cc5-400a-9795-a783096d60b4","True","Unit of Catalytic Activity Concentration","Unit of Catalytic Activity Concentration","string"
"BiomedicalConceptProperty_40","BiomedicalConceptProperty","True","96324c71-d19e-433b-8acc-97a2d9c1dbb3","True","Biospecimen Type","Biospecimen Type","string"
"BiomedicalConceptProperty_41","BiomedicalConceptProperty","True","804d31e6-560b-459b-9219-7c5674508d05","True","Laboratory Test Result","Laboratory Test Result","string"
"BiomedicalConceptProperty_42","BiomedicalConceptProperty","True","031efca7-3bd6-4bce-a3f1-2a166dbccbb0","True","Laboratory Test Fasting Status","Laboratory Test Fasting Status","boolean"
"BiomedicalConceptProperty_43","BiomedicalConceptProperty","True","649235dc-b55d-4148-87e5-549101af58b6","True","Unit of Concentration","Unit of Concentration","string"
"BiomedicalConceptProperty_44","BiomedicalConceptProperty","True","364278d0-3ebb-427e-a5b3-e4662904dafa","True","Biospecimen Type","Biospecimen Type","string"
"BiomedicalConceptProperty_45","BiomedicalConceptProperty","True","f5575163-52b0-4a4a-9056-75b22d4b4da6","True","Laboratory Test Result","Laboratory Test Result","decimal"
"BiomedicalConceptProperty_46","BiomedicalConceptProperty","True","db924911-65bb-425e-be44-884c2861e54f","True","Laboratory Test Fasting Status","Laboratory Test Fasting Status","boolean"
"BiomedicalConceptProperty_47","BiomedicalConceptProperty","True","be56d395-3fa8-4a6f-90d7-d2fc728bd94a","True","Molarity Unit","Molarity Unit","string"
"BiomedicalConceptProperty_48","BiomedicalConceptProperty","True","e010fe54-b47e-4c05-857a-b83a84ff0fc1","True","Biospecimen Type","Biospecimen Type","string"
"BiomedicalConceptProperty_49","BiomedicalConceptProperty","True","1845f697-0399-4eb2-b07e-12cb85837a57","True","Laboratory Test Result","Laboratory Test Result","decimal"
"BiomedicalConceptProperty_50","BiomedicalConceptProperty","True","43a4ecef-f5d6-4a20-8fa8-89d918487347","True","Laboratory Test Fasting Status","Laboratory Test Fasting Status","boolean"
"BiomedicalConceptProperty_51","BiomedicalConceptProperty","True","86a8a8b2-d974-4c10-bb3e-00082d37d87d","True","Molarity Unit","Molarity Unit","string"
"BiomedicalConceptProperty_52","BiomedicalConceptProperty","True","04cacdb6-08b4-4f77-ae0d-891e1591dcc0","True","Biospecimen Type","Biospecimen Type","string"
"BiomedicalConceptProperty_53","BiomedicalConceptProperty","True","63a23a95-ebb0-4c09-9b8b-faebe5379622","True","Clinical Test Result","Clinical Test Result","decimal"
"BiomedicalConceptProperty_54","BiomedicalConceptProperty","True","756bde53-ff64-437c-9414-05a2474e4356","True","Unit of Pressure","Unit of Pressure","string"
"BiomedicalConceptProperty_55","BiomedicalConceptProperty","True","413f79bc-5642-465e-86e2-5aa4c7ee9530","True","Anatomic Site","Anatomic Site","string"
"BiomedicalConceptProperty_56","BiomedicalConceptProperty","True","85f5b606-a966-4c89-9afa-e8cd3ac48514","True","Laterality","Laterality","string"
"BiomedicalConceptProperty_57","BiomedicalConceptProperty","True","d19bccd6-fc2d-4446-bac6-505a77d0c590","True","Test Method","Test Method","string"
"BiomedicalConceptProperty_58","BiomedicalConceptProperty","True","45fe12c7-ecdb-4cfa-840b-540b0819dcdd","True","Body Position","Body Position","string"
"BiomedicalConceptProperty_59","BiomedicalConceptProperty","True","e804cca2-2985-418b-bc45-15200bbc17bc","True","Clinical Test Result","Clinical Test Result","decimal"
"BiomedicalConceptProperty_60","BiomedicalConceptProperty","True","e191606c-52ad-4663-ab14-26ab7969bfef","True","Unit of Pressure","Unit of Pressure","string"
"BiomedicalConceptProperty_61","BiomedicalConceptProperty","True","56f7702e-b268-4f25-ad5a-efe6cb5753ab","True","Anatomic Site","Anatomic Site","string"
"BiomedicalConceptProperty_62","BiomedicalConceptProperty","True","9b245773-405e-4fde-b4ac-65fbf8195db7","True","Laterality","Laterality","string"
"BiomedicalConceptProperty_63","BiomedicalConceptProperty","True","ebbfd6e9-9587-48c2-99c4-faadc0dea01b","True","Test Method","Test Method","string"
"BiomedicalConceptProperty_64","BiomedicalConceptProperty","True","fcc2de52-4a3a-41c1-b03d-7f88239ca51d","True","Body Position","Body Position","string"
"BiomedicalConceptProperty_65","BiomedicalConceptProperty","True","2d6129ea-9362-4b19-a574-cc3ada00c4c3","True","Clinical Test Result","Clinical Test Result","integer"
"BiomedicalConceptProperty_66","BiomedicalConceptProperty","True","7b89e12d-1174-49a3-b062-66deb70db05d","True","Count per Minute","Count per Minute","string"
"BiomedicalConceptProperty_67","BiomedicalConceptProperty","True","2fd0c000-4414-42ca-a5dc-13779e0091b4","True","Anatomic Site","Anatomic Site","string"
"BiomedicalConceptProperty_68","BiomedicalConceptProperty","True","861f8b29-6e5e-4165-b971-eb66c49a89fe","True","Laterality","Laterality","string"
"BiomedicalConceptProperty_69","BiomedicalConceptProperty","True","f25b8eb3-b6a5-4ebd-b88c-6a7a401f076f","True","Test Method","Test Method","string"
"BiomedicalConceptProperty_70","BiomedicalConceptProperty","True","34ee2d83-17c7-4183-8dde-fd846250ba29","True","Body Position","Body Position","string"
"BiomedicalConceptProperty_71","BiomedicalConceptProperty","True","1eb686dd-6c1e-46ad-8610-2a83174e5209","True","Clinical Test Result","Clinical Test Result","decimal"
"BiomedicalConceptProperty_72","BiomedicalConceptProperty","True","7d4da8f3-1f08-42cb-8a14-f4b2ec822e3a","True","Unit of Pressure","Unit of Pressure","string"
"BiomedicalConceptProperty_73","BiomedicalConceptProperty","True","9a39be12-0302-4867-8a87-7df7e1ce956e","True","Anatomic Site","Anatomic Site","string"
"BiomedicalConceptProperty_74","BiomedicalConceptProperty","True","fb73c011-6cf7-4a49-a67b-2d34e441b2d8","True","Laterality","Laterality","string"
"BiomedicalConceptProperty_75","BiomedicalConceptProperty","True","8ac70e37-33bc-41ca-8ac8-2aed0a6cbad0","True","Test Method","Test Method","string"
"BiomedicalConceptProperty_76","BiomedicalConceptProperty","True","1ec5ad93-af53-452d-9c5f-b898828a1f8a","True","Body Position","Body Position","string"
"BiomedicalConceptProperty_77","BiomedicalConceptProperty","True","b434cd85-6f2d-4a22-b35a-96636b9f0148","True","Clinical Test Result","Clinical Test Result","decimal"
"BiomedicalConceptProperty_78","BiomedicalConceptProperty","True","56e74f21-3480-45b4-b1cf-7c335e812b97","True","Unit of Pressure","Unit of Pressure","string"
"BiomedicalConceptProperty_79","BiomedicalConceptProperty","True","31ed8fcc-c1ac-4820-be14-987081f51cc0","True","Anatomic Site","Anatomic Site","string"
"BiomedicalConceptProperty_80","BiomedicalConceptProperty","True","deb538dc-eb3c-4128-95ab-6a932d691a48","True","Laterality","Laterality","string"
"BiomedicalConceptProperty_81","BiomedicalConceptProperty","True","452de6c2-7620-4a45-8118-8badaa2c9339","True","Test Method","Test Method","string"
"BiomedicalConceptProperty_82","BiomedicalConceptProperty","True","9779229f-f6b0-4c1c-9aa4-c13ed8c0060d","True","Body Position","Body Position","string"
"BiomedicalConceptProperty_83","BiomedicalConceptProperty","True","00cd9633-e1c5-40e6-89ff-2fd89dab34e2","True","Clinical Test Result","Clinical Test Result","integer"
"BiomedicalConceptProperty_84","BiomedicalConceptProperty","True","22a8b912-9e23-46a4-825d-816b0c59aa39","True","Count per Minute","Count per Minute","string"
"BiomedicalConceptProperty_85","BiomedicalConceptProperty","True","5653b48b-c4e7-4a8b-9c45-f205e1fce793","True","Anatomic Site","Anatomic Site","string"
"BiomedicalConceptProperty_86","BiomedicalConceptProperty","True","501e346c-1175-4fad-b90a-cddacee1b8b1","True","Laterality","Laterality","string"
"BiomedicalConceptProperty_87","BiomedicalConceptProperty","True","529550f7-fc54-43e9-8ef5-1e3ac2293afa","True","Test Method","Test Method","string"
"BiomedicalConceptProperty_88","BiomedicalConceptProperty","True","e8c8f90d-0a52-4603-b78f-31b30907afe2","True","Body Position","Body Position","string"
