"id","instanceType","decode","uuid:ID","codeSystemVersion","code","codeSystem"
"Code_106","Code","Clinic","0347148f-93d2-451a-83b5-c600c3cb63ce","2023-09-29","C51282","http://www.cdisc.org"
"Code_107","Code","In Person","019e612d-45a6-457b-a85e-708012c9eb96","2023-09-29","C175574","http://www.cdisc.org"
"Code_108","Code","Telephone Call","7f6a21f4-8b00-4885-9dca-840de95fa76e","2023-09-29","C171537","http://www.cdisc.org"
"Code_109","Code","Visit","311de23f-9906-483b-82e9-fef5d18230bf","2023-09-29","C25716","http://www.cdisc.org"
"Code_110","Code","Clinic","b42ab0aa-5e18-43f9-b885-5b1d6e0e66d4","2023-09-29","C51282","http://www.cdisc.org"
"Code_111","Code","In Person","6511edf4-e955-4472-9c3e-5a797350978a","2023-09-29","C175574","http://www.cdisc.org"
"Code_112","Code","Telephone Call","73fcc510-2509-40b0-a44b-124bde307ed5","2023-09-29","C171537","http://www.cdisc.org"
"Code_113","Code","Visit","fec626ff-e2cd-4969-826f-2f0dc6ec8c35","2023-09-29","C25716","http://www.cdisc.org"
"Code_114","Code","Clinic","1dbad7fc-e531-49bd-815d-e6f948e9859c","2023-09-29","C51282","http://www.cdisc.org"
"Code_115","Code","In Person","30faa769-88e7-41d1-8809-da2a80f52861","2023-09-29","C175574","http://www.cdisc.org"
"Code_116","Code","Telephone Call","a86570ed-edde-4b1a-88f0-898076a91a39","2023-09-29","C171537","http://www.cdisc.org"
"Code_117","Code","Visit","b50e2243-ce2a-4256-941e-91b5827f92b5","2023-09-29","C25716","http://www.cdisc.org"
"Code_118","Code","Clinic","6193acfd-f658-42eb-9fd5-c5b042be9eeb","2023-09-29","C51282","http://www.cdisc.org"
"Code_119","Code","In Person","0f49bcdc-2e16-4401-940f-c806a5103e37","2023-09-29","C175574","http://www.cdisc.org"
"Code_120","Code","Visit","36cc2588-23ae-480b-a347-eeff32e6a776","2023-09-29","C25716","http://www.cdisc.org"
"Code_121","Code","Clinic","e9253825-db3a-4a89-9f6b-0fd9205760d8","2023-09-29","C51282","http://www.cdisc.org"
"Code_122","Code","In Person","ad7e3354-1877-4870-bf0c-007abae65f9e","2023-09-29","C175574","http://www.cdisc.org"
"Code_80","Code","CT of head without contrast","0fd435fa-af6c-4ee9-b4e5-0c624ac19b34","January 31, 2018","383371000119108","SNOMED"
"Code_81","Code","Subject Supine","18217d0d-e856-4afa-a6b0-875fda0e4c56","12","123","SPONSOR"
"Code_82","Code","Subject Standing","c7da7fad-b0ae-49db-9869-d0c551f30902","12","124","SPONSOR"
"Code_269","Code","Male","6134360c-01d1-4c30-b07e-a40a0a6e93c7","2023-09-29","C20197","http://www.cdisc.org"
"Code_270","Code","Female","9cac2054-4e27-453a-9818-596c0db60ee0","2023-09-29","C16576","http://www.cdisc.org"
"Code_271","Code","Sex","3e9363dd-ca15-48d1-abf6-5ef575ee17c8","","C28421","NCI Thesaurus"
"Code_268","Code","Sex","8e39ccf2-2c9a-4cbb-b777-ac953a73ebb5","","C28421","NCI Thesaurus"
"Code_273","Code","Race","7ebb7910-6e9a-46e3-b7a7-9c5ed87e8c05","","C17049","NCI Thesaurus"
"Code_272","Code","Race","b91ac9fd-c5ca-491f-9e12-f1ee4094a6e5","","C17049","NCI Thesaurus"
"Code_275","Code","Clinical Test Result","e6eb4f2f-824e-4afd-a6ed-f18110ee465e","","C77140","NCI Thesaurus"
"Code_276","Code","Kelvin","7a9a396c-d898-4587-8f9a-db2d72cd1a7a","2023-09-29","C42537","http://www.cdisc.org"
"Code_277","Code","Unit of Temperature","83eb14f2-d31f-4c24-836d-60cb46e10c94","","C44276","NCI Thesaurus"
"Code_278","Code","Anatomic Site","8a6f7301-38ee-4a57-81d9-616930da68e0","","C13717","NCI Thesaurus"
"Code_274","Code","Body Temperature","5f9f8fee-a3b3-4889-bdc3-3be7a36efc2d","","C174446","NCI Thesaurus"
"Code_280","Code","Clinical Test Result","08ca7761-93c4-4a33-a41b-44fad2be1fd8","","C77140","NCI Thesaurus"
"Code_281","Code","Kilogram","20877028-2c5d-4bd4-b77f-50dfac0644ee","2023-09-29","C28252","http://www.cdisc.org"
"Code_282","Code","Gram","f2f77fb8-a1de-416e-9568-0c51920d5f21","2023-09-29","C48155","http://www.cdisc.org"
"Code_283","Code","Pound","1f496af7-cd50-4135-99ff-fb18e98210e7","2023-09-29","C48531","http://www.cdisc.org"
"Code_284","Code","Unit of Weight","b9da1708-75d2-4f5c-9990-33f4313b935a","","C48208","NCI Thesaurus"
"Code_279","Code","Body Weight","5c991e10-8401-49c0-96d2-a3a2a8bca25c","","C81328","NCI Thesaurus"
"Code_286","Code","Clinical Test Result","75ec4f9b-0b18-4bc0-8518-5375114e93a7","","C77140","NCI Thesaurus"
"Code_287","Code","Centimeter","adaee002-400d-4a32-ab0e-a3102843d3e2","2023-09-29","C49668","http://www.cdisc.org"
"Code_288","Code","Inch","b6f33cd8-6f31-42a0-b6e3-5a27d0a43d40","2023-09-29","C48500","http://www.cdisc.org"
"Code_289","Code","Millimeter","942bc9fa-bcb0-4300-88ea-843bf3b5886a","2023-09-29","C28251","http://www.cdisc.org"
"Code_290","Code","Meter","81f6866a-3f21-4d68-9eb4-836260f2624f","2023-09-29","C41139","http://www.cdisc.org"
"Code_291","Code","Unit of Height","6880917a-673f-4377-b66d-12b5ff4a0a68","","C168688","NCI Thesaurus"
"Code_285","Code","Body Height","06e05544-822a-4621-afa4-c074b099b7b9","","C164634","NCI Thesaurus"
"Code_293","Code","Laboratory Test Result","97db3612-b9ef-488d-b17f-fc7fbf5bc7fb","","C36292","NCI Thesaurus"
"Code_294","Code","Laboratory Test Fasting Status","18f0b994-41f4-444c-be07-1fb35f3c3f6d","","C83309","NCI Thesaurus"
"Code_295","Code","Unit of Catalytic Activity Concentration","c225e760-9357-4f11-9850-4cd08b29d27b","","C67365","NCI Thesaurus"
"Code_296","Code","Biospecimen Type","6eb70da3-aa78-4753-8a22-19382cabf8c4","","C70713","NCI Thesaurus"
"Code_292","Code","Alanine Aminotransferase Measurement","200cf838-3cbf-4fd2-a270-15e8bd486d70","","C64433","NCI Thesaurus"
"Code_298","Code","Laboratory Test Result","75624563-34d0-450f-a9d4-9a3abb7e9f58","","C36292","NCI Thesaurus"
"Code_299","Code","Laboratory Test Fasting Status","52e47efb-83c3-495b-a86a-f811abda10cc","","C83309","NCI Thesaurus"
"Code_300","Code","Unit of Concentration","d5bbb70b-70a2-4d6e-8cb8-bc6b579ae7aa","","C48207","NCI Thesaurus"
"Code_301","Code","Biospecimen Type","958ceaae-b3b7-4002-9611-52d43e89542c","","C70713","NCI Thesaurus"
"Code_297","Code","Albumin Measurement","3f5c9bfd-6bd1-46c2-bcbc-336a1c61395f","","C64431","NCI Thesaurus"
"Code_303","Code","Laboratory Test Result","9dc21977-7ec0-43cf-b7bf-8f59620c2c65","","C36292","NCI Thesaurus"
"Code_304","Code","Laboratory Test Fasting Status","48317039-38fc-4342-a2a7-a2027d0b3b67","","C83309","NCI Thesaurus"
"Code_305","Code","Unit of Catalytic Activity Concentration","1871906b-3981-4b62-b5ad-fd39cd708062","","C67365","NCI Thesaurus"
"Code_306","Code","Biospecimen Type","b5c3698e-d71f-4420-af8e-9066219dc22c","","C70713","NCI Thesaurus"
"Code_302","Code","Alkaline Phosphatase Measurement","74c49a00-3a22-4ba3-9d56-d5fccdd2a376","","C64432","NCI Thesaurus"
"Code_308","Code","Laboratory Test Result","4de57a20-4c03-42eb-82e0-2de1b73d5ea3","","C36292","NCI Thesaurus"
"Code_309","Code","Laboratory Test Fasting Status","12990ad7-ae7e-4bf1-8a28-e55b279a2b97","","C83309","NCI Thesaurus"
"Code_310","Code","Unit of Catalytic Activity Concentration","aba2cc6d-8531-4ef0-87d0-1004f0c0227a","","C67365","NCI Thesaurus"
"Code_311","Code","Biospecimen Type","f71414e3-3f20-498f-a879-0742082399fd","","C70713","NCI Thesaurus"
"Code_307","Code","Aspartate Aminotransferase Measurement","14077d78-36f3-4a58-9b0d-39d9b1ce391e","","C64467","NCI Thesaurus"
"Code_313","Code","Laboratory Test Result","c5d0e52a-39ef-4794-8c29-01cabe212bef","","C36292","NCI Thesaurus"
"Code_314","Code","Laboratory Test Fasting Status","f9780a23-ac0d-4f04-8c59-6b61be5fc931","","C83309","NCI Thesaurus"
"Code_315","Code","Unit of Concentration","b1982a6c-9f02-43d0-a0b5-a237f497bb47","","C48207","NCI Thesaurus"
"Code_316","Code","Biospecimen Type","4720a958-6874-4d2c-9b21-11454a5efe3e","","C70713","NCI Thesaurus"
"Code_312","Code","Creatinine Measurement","64b07ba4-2eea-4e32-bd47-79238289b6c5","","C64547","NCI Thesaurus"
"Code_318","Code","Laboratory Test Result","a42ecfcc-6693-4b15-b9fa-ff9a630742cc","","C36292","NCI Thesaurus"
"Code_319","Code","Laboratory Test Fasting Status","93110257-acbc-4c86-8bd7-0902597fcc46","","C83309","NCI Thesaurus"
"Code_320","Code","Molarity Unit","604a2513-22d7-4c0a-bcb4-0d1f539a8aa6","","C64567","NCI Thesaurus"
"Code_321","Code","Biospecimen Type","aaa380c5-8aed-438a-91f3-97341384df70","","C70713","NCI Thesaurus"
"Code_317","Code","Potassium Measurement","c735dc5d-cb87-4a63-87f4-d4908e934586","","C64853","NCI Thesaurus"
"Code_323","Code","Laboratory Test Result","77cfcc5f-d01a-4a28-bb36-585bac4d61f4","","C36292","NCI Thesaurus"
"Code_324","Code","Laboratory Test Fasting Status","a47247ab-152f-425f-9dc6-7374139b2d22","","C83309","NCI Thesaurus"
"Code_325","Code","Molarity Unit","3d5464f3-27ab-473c-b129-f063794c08d8","","C64567","NCI Thesaurus"
"Code_326","Code","Biospecimen Type","30d70653-3abf-4544-bcf2-7d4be965cd3d","","C70713","NCI Thesaurus"
"Code_322","Code","Sodium Measurement","d68f8565-6fcc-4c55-bb6d-56fa99f44f7f","","C64809","NCI Thesaurus"
"Code_146","Code","Reported Event Term","1dd49763-86fb-4748-8aec-78c1f7e7c90f","","C82571","NCI Thesaurus"
"Code_147","Code","Dictionary-derived Term","9decb479-05b1-4822-a4ef-46bc025294e8","","C82977","NCI Thesaurus"
"Code_148","Code","Category","452fac07-44eb-4eb9-872b-8816007cb757","","C25372","NCI Thesaurus"
"Code_149","Code","Subcategory","48f65d7b-9a38-409d-b1c0-49390c4d7eb3","","C25692","NCI Thesaurus"
"Code_150","Code","Observation Start Date Time","15ff012d-f2d3-4e0c-be5e-6849fe624188","","C82517","NCI Thesaurus"
"Code_145","Code","Adverse Event","2309cb00-b039-486a-90ae-0ec1e58d53c3","","C41331","NCI Thesaurus"
"Code_152","Code","Clinical Test Result","4a318927-9317-4037-bc8a-3e7be8ac461a","","C77140","NCI Thesaurus"
"Code_153","Code","Pascal","d11ba844-b0e5-47aa-a3eb-abf543312f4d","2023-09-29","C42547","http://www.cdisc.org"
"Code_154","Code","Unit of Pressure","101360e9-66d7-4902-8773-7dd3d0ec4155","","C49669","NCI Thesaurus"
"Code_155","Code","Anatomic Site","dd5cfea1-c013-44d4-94f6-a371b9368516","","C13717","NCI Thesaurus"
"Code_156","Code","Laterality","9b34833f-fef1-465b-952f-ec72d3200e19","","C25185","NCI Thesaurus"
"Code_157","Code","Test Method","9b361876-851e-41b1-a4b3-fb0f65d99109","","C82535","NCI Thesaurus"
"Code_158","Code","Body Position","70bae7de-659c-4acb-8db3-7ddffadadd1e","","C62164","NCI Thesaurus"
"Code_151","Code","Systolic Blood Pressure","3603d4b6-742f-445e-9562-e2c107618299","","C25298","NCI Thesaurus"
"Code_160","Code","Clinical Test Result","db2e800e-e4b7-4d78-994a-6df539787757","","C77140","NCI Thesaurus"
"Code_161","Code","Pascal","953875d5-5bdc-4cd0-b4ae-2a296a504641","2023-09-29","C42547","http://www.cdisc.org"
"Code_162","Code","Unit of Pressure","5f53f61e-ec63-4292-a1df-3755a93d4d40","","C49669","NCI Thesaurus"
"Code_163","Code","Anatomic Site","b068d425-6f2b-45ce-9b1a-2fa517997092","","C13717","NCI Thesaurus"
"Code_164","Code","Laterality","22d73a3c-35b2-4171-9e97-812501b043ea","","C25185","NCI Thesaurus"
"Code_165","Code","Test Method","f799a3e4-f6ed-4b5d-a567-e9341767c37e","","C82535","NCI Thesaurus"
"Code_166","Code","Body Position","3cf5aad7-7c27-4475-acf4-16ecdb1f437e","","C62164","NCI Thesaurus"
"Code_159","Code","Diastolic Blood Pressure","e9d57ca7-b189-4c24-83b7-2716145fc0c3","","C25299","NCI Thesaurus"
"Code_168","Code","Clinical Test Result","6e360d71-c97e-4078-a596-033113fb9c5d","","C77140","NCI Thesaurus"
"Code_169","Code","Kelvin","e51e1f41-6a4b-45f9-8d2f-51949aa84072","2023-09-29","C42537","http://www.cdisc.org"
"Code_170","Code","Unit of Temperature","d5f02dce-c32f-4e36-92fc-a6cfe6f60720","","C44276","NCI Thesaurus"
"Code_171","Code","Anatomic Site","111d0924-63b6-4dd8-babf-66f9af3fa350","","C13717","NCI Thesaurus"
"Code_167","Code","Body Temperature","a3cddfcf-ef0d-4434-96e5-011a5278c7df","","C174446","NCI Thesaurus"
"Code_173","Code","Clinical Test Result","92b9c448-821a-444a-a371-915b709ebc32","","C77140","NCI Thesaurus"
"Code_174","Code","Kilogram","882f7871-9ca9-40d8-8c4e-cb7a011e8b5b","2023-09-29","C28252","http://www.cdisc.org"
"Code_175","Code","Gram","8df2b18e-605a-48f7-b7d1-d4900aa2feb7","2023-09-29","C48155","http://www.cdisc.org"
"Code_176","Code","Pound","164f3ab1-f50d-42b8-aeaf-c0976a4da9b5","2023-09-29","C48531","http://www.cdisc.org"
"Code_177","Code","Unit of Weight","b5276b1b-205c-497a-9dcc-e6b8e6a2b5b0","","C48208","NCI Thesaurus"
"Code_172","Code","Body Weight","5aba7b83-ee34-407a-ad99-4d2f55371e6d","","C81328","NCI Thesaurus"
"Code_179","Code","Clinical Test Result","99d511ed-6f55-4a8b-9cf3-25875fffdc34","","C77140","NCI Thesaurus"
"Code_180","Code","Centimeter","19408911-a056-4af3-99ce-deb0c11b5d75","2023-09-29","C49668","http://www.cdisc.org"
"Code_181","Code","Inch","ec290dca-1690-4f31-be80-72809b251a51","2023-09-29","C48500","http://www.cdisc.org"
"Code_182","Code","Millimeter","b937f3ba-fb8f-4d89-9674-b5bcf80444a6","2023-09-29","C28251","http://www.cdisc.org"
"Code_183","Code","Meter","22d8170e-151d-4057-b136-370873bf1c34","2023-09-29","C41139","http://www.cdisc.org"
"Code_184","Code","Unit of Height","64699e23-a245-4193-8edc-129b0b1c04da","","C168688","NCI Thesaurus"
"Code_178","Code","Body Height","0ba6ba38-841d-4f19-a076-291923700cd1","","C164634","NCI Thesaurus"
"Code_186","Code","Laboratory Test Result","2c60b668-826b-45ff-bde9-98d9657b976b","","C36292","NCI Thesaurus"
"Code_187","Code","Laboratory Test Fasting Status","5d48e2b5-d362-4e45-8f59-835c578fcb8c","","C83309","NCI Thesaurus"
"Code_188","Code","Unit of Catalytic Activity Concentration","9de2072f-9633-40dd-9621-54ff48440ba5","","C67365","NCI Thesaurus"
"Code_189","Code","Biospecimen Type","cad00130-8491-4423-85a6-edc471772c68","","C70713","NCI Thesaurus"
"Code_185","Code","Alanine Aminotransferase Measurement","4dca1add-6f10-4b26-aaa7-b4c5c78b2d60","","C64433","NCI Thesaurus"
"Code_191","Code","Laboratory Test Result","62116d6e-2bea-47a7-9652-cfce47451b55","","C36292","NCI Thesaurus"
"Code_192","Code","Laboratory Test Fasting Status","5b15e8ad-6eef-44ef-950c-41ef7ea8f61e","","C83309","NCI Thesaurus"
"Code_193","Code","Unit of Concentration","b7a1bf7d-4ac7-4070-af49-304fb82bf341","","C48207","NCI Thesaurus"
"Code_194","Code","Biospecimen Type","b0b82b90-bba7-4ba9-a696-ce73d5518f93","","C70713","NCI Thesaurus"
"Code_190","Code","Albumin Measurement","4a7f2e73-1cb6-4fc1-9620-73a7f8357f89","","C64431","NCI Thesaurus"
"Code_196","Code","Laboratory Test Result","91bde0c5-06c1-40d9-beed-2c7368e5ff20","","C36292","NCI Thesaurus"
"Code_197","Code","Laboratory Test Fasting Status","8e101aba-9aae-4c56-8916-3d6782afc774","","C83309","NCI Thesaurus"
"Code_198","Code","Unit of Catalytic Activity Concentration","844066e0-1ff8-4ed5-820d-d32389982e7c","","C67365","NCI Thesaurus"
"Code_199","Code","Biospecimen Type","29165642-2477-4df2-97e8-19a76ea3881d","","C70713","NCI Thesaurus"
"Code_195","Code","Alkaline Phosphatase Measurement","d230a92d-ee4e-4315-b220-72ed568c2f0a","","C64432","NCI Thesaurus"
"Code_201","Code","Laboratory Test Result","b990a813-4ec1-45fc-999e-506891d47eeb","","C36292","NCI Thesaurus"
"Code_202","Code","Laboratory Test Fasting Status","59043289-6887-43f4-8b43-6c3fda594207","","C83309","NCI Thesaurus"
"Code_203","Code","Unit of Catalytic Activity Concentration","91e0f5f1-9459-4ca5-ae35-fe326ae13239","","C67365","NCI Thesaurus"
"Code_204","Code","Biospecimen Type","08073101-c0ea-44eb-b0f2-0c6b232c1074","","C70713","NCI Thesaurus"
"Code_200","Code","Aspartate Aminotransferase Measurement","d92a3258-b1cb-4796-8cda-a3bff795ddab","","C64467","NCI Thesaurus"
"Code_206","Code","Laboratory Test Result","be396a1f-7fd9-4f37-b17e-b94505891ebf","","C36292","NCI Thesaurus"
"Code_207","Code","Laboratory Test Fasting Status","c311f89d-75ae-416b-a140-9cbee17f9e10","","C83309","NCI Thesaurus"
"Code_208","Code","Unit of Concentration","1f23e29d-b3d2-43ee-a99f-5e4c847deca7","","C48207","NCI Thesaurus"
"Code_209","Code","Biospecimen Type","acccd4da-35ab-4792-8029-5cc4a225c2ed","","C70713","NCI Thesaurus"
"Code_205","Code","Creatinine Measurement","3dcc2faa-1af9-4ed3-81a9-33a819ab08d3","","C64547","NCI Thesaurus"
"Code_211","Code","Laboratory Test Result","6147b254-93f7-4bf2-8404-46b01d92d0ea","","C36292","NCI Thesaurus"
"Code_212","Code","Laboratory Test Fasting Status","2ed36a05-090e-4d44-b6c3-0e3f845946e2","","C83309","NCI Thesaurus"
"Code_213","Code","Molarity Unit","ae89ef72-5cb0-4b32-9061-959c8950f191","","C64567","NCI Thesaurus"
"Code_214","Code","Biospecimen Type","cc8f9423-205a-498b-996e-b203ac125643","","C70713","NCI Thesaurus"
"Code_210","Code","Potassium Measurement","249277f1-057b-4db3-8827-f87660e60658","","C64853","NCI Thesaurus"
"Code_216","Code","Laboratory Test Result","a663d478-f778-4b82-aaef-362a783e5931","","C36292","NCI Thesaurus"
"Code_217","Code","Laboratory Test Fasting Status","bf1b3854-9245-447f-a355-acb834cea618","","C83309","NCI Thesaurus"
"Code_218","Code","Molarity Unit","e358dacc-84c9-424b-9a66-638d769564ac","","C64567","NCI Thesaurus"
"Code_219","Code","Biospecimen Type","44b93cae-2d04-4f82-9b5d-417645e9f709","","C70713","NCI Thesaurus"
"Code_215","Code","Sodium Measurement","a02f4f07-6cdb-449b-a1f3-1dedbf34f78c","","C64809","NCI Thesaurus"
"Code_221","Code","Clinical Test Result","462d3386-1939-4014-acf9-45722bf9b434","","C77140","NCI Thesaurus"
"Code_222","Code","Pascal","046a2450-90bf-4e67-befc-9be193632108","2023-09-29","C42547","http://www.cdisc.org"
"Code_223","Code","Unit of Pressure","3315255a-4e9a-40e1-af76-2fe7e3b9ae38","","C49669","NCI Thesaurus"
"Code_224","Code","Anatomic Site","7e26fe9a-3ce8-47ab-8679-d8103a66a5e3","","C13717","NCI Thesaurus"
"Code_225","Code","Laterality","cc7c2e8c-16c7-46f3-9947-5eb5cf613f2d","","C25185","NCI Thesaurus"
"Code_226","Code","Test Method","f8b19a33-dd29-413c-9218-42934188c7ee","","C82535","NCI Thesaurus"
"Code_227","Code","Body Position","1f4a9119-11f5-450e-aa97-424ed1cf712f","","C62164","NCI Thesaurus"
"Code_220","Code","Systolic Blood Pressure","56367451-be42-4d74-9613-c1d6f338f8bb","","C25298","NCI Thesaurus"
"Code_229","Code","Clinical Test Result","6ef80a12-f536-4163-9b95-3203cac0457f","","C77140","NCI Thesaurus"
"Code_230","Code","Pascal","04ba2b71-29d6-4b0f-9477-a92a64c086ba","2023-09-29","C42547","http://www.cdisc.org"
"Code_231","Code","Unit of Pressure","41ebc62e-39d7-41ef-b932-16d09bda2f3b","","C49669","NCI Thesaurus"
"Code_232","Code","Anatomic Site","ba2795fc-d096-4a92-9fb2-b19e7462b24e","","C13717","NCI Thesaurus"
"Code_233","Code","Laterality","a641787f-b3b6-489f-8372-06e7d960d6f6","","C25185","NCI Thesaurus"
"Code_234","Code","Test Method","9e085af3-d6b1-4e57-a14e-2d53a7a51c74","","C82535","NCI Thesaurus"
"Code_235","Code","Body Position","bbff4bfa-0d20-439f-a6c8-598407a9e452","","C62164","NCI Thesaurus"
"Code_228","Code","Diastolic Blood Pressure","90e9f2ec-b8d3-44e6-a4db-36b6591719c3","","C25299","NCI Thesaurus"
"Code_237","Code","Clinical Test Result","afba9b4c-144f-4b73-bd2b-e98460d69eff","","C77140","NCI Thesaurus"
"Code_238","Code","Beats per Minute","ba2a411e-5093-40dc-8579-91627435559d","2023-09-29","C49673","http://www.cdisc.org"
"Code_239","Code","Count per Minute","acff3b7a-3b63-47ca-8d7f-a953cdda2e5c","","C73688","NCI Thesaurus"
"Code_240","Code","Anatomic Site","7f6328cb-6f29-48e7-87cd-db016fca5241","","C13717","NCI Thesaurus"
"Code_241","Code","Laterality","70186ed5-f3e3-4b8b-b774-7041b9dd3ccc","","C25185","NCI Thesaurus"
"Code_242","Code","Test Method","1c501de3-a588-433b-b64e-cb97ffc1ddd3","","C82535","NCI Thesaurus"
"Code_243","Code","Body Position","61b6ef12-a508-49d4-8ad4-5c9dcf506dc9","","C62164","NCI Thesaurus"
