"id","uuid:ID","instanceType","codeSystem","codeSystemVersion","decode","code"
"Code_134","a97e6bad-73e7-4ffd-8b15-10f58087fabb","Code","SPONSOR","12","Mild to Moderate Alzheimer's Disease","MILD_MOD_ALZ"
"Code_135","7c7accb2-5426-403f-a48d-e798c5b51343","Code","SNOMED","January 31, 2018","Alzheimer's disease","26929004"
"Code_143","546b010c-5e54-4b25-aaab-4eda3b080e03","Code","http://www.cdisc.org","2023-12-15","EXTENSION","C99907x1"
"Code_144","83e8d1a5-e702-4865-8a02-192f4b1004c0","Code","http://www.cdisc.org","2023-12-15","ADAPTIVE","C98704"
"Code_141","805a1949-dd6e-4648-abec-680885831a22","Code","http://www.cdisc.org","2023-12-15","Parallel Study","C82639"
"Code_83","325e451d-2ddb-4112-b9e8-846da0d4ae5b","Code","http://www.cdisc.org","2023-12-15","Visit","C25716"
"Code_84","2767ef81-8200-4a25-927c-6396169996fd","Code","http://www.cdisc.org","2023-12-15","Clinic","C51282"
"Code_85","5b7830ca-05da-4869-85f7-e04241cf39cb","Code","http://www.cdisc.org","2023-12-15","In Person","C175574"
"Code_86","18f8a046-ff71-49df-a8df-bdb7f227eae4","Code","http://www.cdisc.org","2023-12-15","Visit","C25716"
"Code_87","1c7557be-de87-4f75-8479-7c4dab01c345","Code","http://www.cdisc.org","2023-12-15","Clinic","C51282"
"Code_88","8d3e8daa-0fa6-4bea-8ca6-9a851b5ba01e","Code","http://www.cdisc.org","2023-12-15","In Person","C175574"
"Code_89","8a671b52-de56-43b4-a2e6-8df223b85c6c","Code","http://www.cdisc.org","2023-12-15","Visit","C25716"
"Code_90","fa9b0b15-b09d-4f45-9d0c-09c4e7b19626","Code","http://www.cdisc.org","2023-12-15","Clinic","C51282"
"Code_91","2477baec-9f53-49a4-9414-af501821cbc3","Code","http://www.cdisc.org","2023-12-15","In Person","C175574"
"Code_92","5826ff5c-414a-460a-82e6-483f9566bc3f","Code","http://www.cdisc.org","2023-12-15","Visit","C25716"
"Code_93","48f8f672-c868-4db7-98e1-9399df54b88c","Code","http://www.cdisc.org","2023-12-15","Clinic","C51282"
"Code_94","78091645-9fb0-4b0f-968a-fd62e4ae5414","Code","http://www.cdisc.org","2023-12-15","In Person","C175574"
"Code_95","f02f8266-9aad-485c-8046-65f55f0010da","Code","http://www.cdisc.org","2023-12-15","Visit","C25716"
"Code_96","2370a37e-c77e-4c6f-82a9-f4913494f4b7","Code","http://www.cdisc.org","2023-12-15","Clinic","C51282"
"Code_97","66c96cf8-da0e-4ae6-817c-500b41309dc2","Code","http://www.cdisc.org","2023-12-15","In Person","C175574"
"Code_98","cee50976-be69-4576-967b-ad52e82b4b6b","Code","http://www.cdisc.org","2023-12-15","Visit","C25716"
"Code_99","7cb53cdc-7b22-4fc5-9ed2-fd0199aeabf8","Code","http://www.cdisc.org","2023-12-15","Clinic","C51282"
"Code_100","688fea75-25e8-4403-9df2-1490fd20a023","Code","http://www.cdisc.org","2023-12-15","In Person","C175574"
"Code_101","26d7b095-5ae4-438a-a49b-87894eb01fe9","Code","http://www.cdisc.org","2023-12-15","Visit","C25716"
"Code_102","0917f198-e52d-4a40-9491-28c866e51b0e","Code","http://www.cdisc.org","2023-12-15","Clinic","C51282"
"Code_103","522ff9b8-9df4-4412-8172-15afe7929944","Code","http://www.cdisc.org","2023-12-15","In Person","C175574"
"Code_104","b2cf648e-7488-44d3-baa3-ede114b49025","Code","http://www.cdisc.org","2023-12-15","Telephone Call","C171537"
"Code_105","2a4858e5-3135-44f6-bee3-8bc2349ca3c7","Code","http://www.cdisc.org","2023-12-15","Visit","C25716"
"Code_106","f2e7c50b-4907-4365-945b-57650d1c54d2","Code","http://www.cdisc.org","2023-12-15","Clinic","C51282"
"Code_107","05cdfee5-8dc3-444f-ad8e-c81cf97a28b6","Code","http://www.cdisc.org","2023-12-15","In Person","C175574"
"Code_108","c87ed19b-a0d2-45de-8789-a9774c9c8f94","Code","http://www.cdisc.org","2023-12-15","Telephone Call","C171537"
"Code_109","29d2ceec-f087-4dcc-8e98-db5bab566a78","Code","http://www.cdisc.org","2023-12-15","Visit","C25716"
"Code_110","2862f294-8e8f-4349-a504-639ed104b819","Code","http://www.cdisc.org","2023-12-15","Clinic","C51282"
"Code_111","2ea0a13d-7854-4252-bb73-c8f7aa7e4da8","Code","http://www.cdisc.org","2023-12-15","In Person","C175574"
"Code_112","2e9d4d22-dadd-4557-9795-f3694dabf8ca","Code","http://www.cdisc.org","2023-12-15","Telephone Call","C171537"
"Code_113","588b354c-caee-4975-905c-9c4d3a25d1bc","Code","http://www.cdisc.org","2023-12-15","Visit","C25716"
"Code_114","9a563c9e-bc78-4f28-9cc7-89e2d16c1651","Code","http://www.cdisc.org","2023-12-15","Clinic","C51282"
"Code_115","1f8f8814-b599-47ff-9a24-5b939651315b","Code","http://www.cdisc.org","2023-12-15","In Person","C175574"
"Code_116","eee698b0-17a9-48af-b1a0-ef75d7b2b765","Code","http://www.cdisc.org","2023-12-15","Telephone Call","C171537"
"Code_117","8fd62bb9-875d-4136-a14a-0457093fae80","Code","http://www.cdisc.org","2023-12-15","Visit","C25716"
"Code_118","f77d2092-7721-4696-b910-4dfb3471769e","Code","http://www.cdisc.org","2023-12-15","Clinic","C51282"
"Code_119","4620fb54-e612-4c9e-a938-accb53a7700c","Code","http://www.cdisc.org","2023-12-15","In Person","C175574"
"Code_120","d5808ea5-2004-4e50-a54c-6575920134dd","Code","http://www.cdisc.org","2023-12-15","Visit","C25716"
"Code_121","350e19cd-97a2-4fcf-a7bd-13447cff1a81","Code","http://www.cdisc.org","2023-12-15","Clinic","C51282"
"Code_122","8cc77a16-88c0-42ed-ac06-9ae20d0b5e90","Code","http://www.cdisc.org","2023-12-15","In Person","C175574"
"Code_80","8411aa07-3bde-477f-93a8-e1bd95803f3d","Code","SNOMED","January 31, 2018","CT of head without contrast","383371000119108"
"Code_81","6a2cfae2-cbd0-4376-add5-9b426bc449d8","Code","SPONSOR","12","Subject Supine","123"
"Code_82","fffe81f5-98ce-4a74-ba4b-e864cf002296","Code","SPONSOR","12","Subject Standing","124"
"Code_429","836284b7-dcaa-4832-bf65-0c8a2ed22674","Code","http://www.cdisc.org","2023-12-15","Male","C20197"
"Code_430","b940d563-1227-4d9b-86fb-ff441660829e","Code","http://www.cdisc.org","2023-12-15","Female","C16576"
"Code_431","421feed9-f103-44cb-9477-22abe96b6b51","Code","http://www.cdisc.org","2023-12-15","Sex","C28421"
"Code_432","dd709075-c4f9-411a-aaa9-0469e7b32f76","Code","http://www.cdisc.org","2023-12-15","Sex","C28421"
"Code_433","beee8e20-a5d2-4281-9bf9-a49ded7ea09f","Code","http://www.cdisc.org","2023-12-15","Race","C17049"
"Code_434","82636566-291c-4478-ab12-be343fb50dfb","Code","http://www.cdisc.org","2023-12-15","Race","C17049"
"Code_435","30bea244-e73d-4476-bbad-1bb595f30f8f","Code","http://www.cdisc.org","2023-12-15","TEMP","C174446"
"Code_436","2c2fe13b-29d8-44be-b105-cee0b64fac84","Code","http://www.cdisc.org","2023-12-15","Clinical Test Result","C77140"
"Code_437","3e41732e-d6f5-4a1b-b994-2e18aba4db56","Code","http://www.cdisc.org","2023-12-15","Degree Celsius","C42559"
"Code_438","da46e914-e176-4bee-9280-86b5705ff8a6","Code","http://www.cdisc.org","2023-12-15","Degree Fahrenheit","C44277"
"Code_439","17f4b6fc-3ae0-4534-ac8d-bdb954535eab","Code","http://www.cdisc.org","2023-12-15","Kelvin","C42537"
"Code_440","64ace02b-6d79-4f31-b50b-8e0856000b12","Code","http://www.cdisc.org","2023-12-15","Unit of Temperature","C44276"
"Code_441","6dcf8d6b-c6ed-4ecf-adf4-ffa7c72aa615","Code","http://www.cdisc.org","2023-12-15","Axilla","C12674"
"Code_442","b62fb8b9-e5b5-4dc6-a47a-9ba90b8aea93","Code","http://www.cdisc.org","2023-12-15","Ear","C12394"
"Code_443","47fbc7ee-0bc3-4e87-8844-4f2f69a5959b","Code","http://www.cdisc.org","2023-12-15","Forehead","C89803"
"Code_444","821b9ec0-2b0c-48cf-b7a6-7e5bfb4ad1d7","Code","http://www.cdisc.org","2023-12-15","Oral Cavity","C12421"
"Code_445","10644cd9-89e5-4ab8-b6b0-d1b26f7a2adc","Code","http://www.cdisc.org","2023-12-15","Rectum","C12390"
"Code_446","a0a8d82a-6dcf-4296-b23e-bc62d38a54cb","Code","http://www.cdisc.org","2023-12-15","Anatomic Site","C13717"
"Code_447","b2f53104-66d2-4cbf-9037-6fa1954a2a3f","Code","http://www.cdisc.org","2023-12-15","TEMP","C174446"
"Code_448","adce7680-1a8a-4976-9093-c0665a11d952","Code","http://www.cdisc.org","2023-12-15","WEIGHT","C25208"
"Code_449","d88d4350-9011-4498-ab4a-6b3ab2916635","Code","http://www.cdisc.org","2023-12-15","Clinical Test Result","C77140"
"Code_450","026b8ed7-7171-4b2a-94a7-b99b7eae72e0","Code","http://www.cdisc.org","2023-12-15","Pound","C48531"
"Code_451","9cbd7760-977e-4e65-9e26-60c56662b573","Code","http://www.cdisc.org","2023-12-15","Gram","C48155"
"Code_452","a289bf8e-a69c-47ae-b57a-b46d62bbd479","Code","http://www.cdisc.org","2023-12-15","Kilogram","C28252"
"Code_453","e4e2068e-dfe5-4fd6-8ac5-d9e25df3fc91","Code","http://www.cdisc.org","2023-12-15","Unit of Weight","C48208"
"Code_454","1aed04e6-1d8a-4392-bb72-d5a6036b3d87","Code","http://www.cdisc.org","2023-12-15","WEIGHT","C25208"
"Code_455","3d8dcfcc-49d5-4af8-923f-5e579a5d65f8","Code","http://www.cdisc.org","2023-12-15","HEIGHT","C25347"
"Code_456","e3fa26b6-3203-43ec-8221-0b966d8ad0f1","Code","http://www.cdisc.org","2023-12-15","Clinical Test Result","C77140"
"Code_457","b62c70db-fab3-4ef5-9ff4-acfdeab908d9","Code","http://www.cdisc.org","2023-12-15","Centimeter","C49668"
"Code_458","8c20e752-2189-4f9f-9ad8-5b3f7c6314cd","Code","http://www.cdisc.org","2023-12-15","Inch","C48500"
"Code_459","26f6fc95-7e05-46ec-ad62-333b62c39a9f","Code","http://www.cdisc.org","2023-12-15","Meter","C41139"
"Code_460","f84cef10-3c43-476c-9fb8-e9ff9eda38c7","Code","http://www.cdisc.org","2023-12-15","Unit of Height","C168688"
"Code_461","dbd1468d-5deb-45e8-834a-57d9965f8588","Code","http://www.cdisc.org","2023-12-15","HEIGHT","C25347"
"Code_462","2e48b063-58c6-40db-a92a-deda84ccea9e","Code","http://www.cdisc.org","2023-12-15","ALT","C64433"
"Code_463","f78f53a8-99d1-455a-b29e-d8ecfe29f684","Code","http://www.cdisc.org","2023-12-15","Laboratory Test Result","C36292"
"Code_464","6508d339-6ef1-4c30-be59-341e80dfcada","Code","http://www.cdisc.org","2023-12-15","Unit per Liter","C67456"
"Code_465","5db8968d-4c30-4071-a474-6483bf113937","Code","http://www.cdisc.org","2023-12-15","Microkatal per Liter","C67397"
"Code_466","482539d6-2b82-4fc6-a368-7f0cc1761a5f","Code","http://www.cdisc.org","2023-12-15","International Unit per Liter","C67376"
"Code_467","7b957ccd-fc3f-414c-9ad5-9f713f5b3a6f","Code","http://www.cdisc.org","2023-12-15","Nanokatal per Liter","C70510"
"Code_468","a6d68cb0-f4a9-4647-a2f6-63faf73e466e","Code","http://www.cdisc.org","2023-12-15","Unit of Catalytic Activity Concentration","C67365"
"Code_469","693e26e9-e0f2-4eab-af9d-9950288f6fa9","Code","http://www.cdisc.org","2023-12-15","Biospecimen Type","C70713"
"Code_470","6538aaca-0674-47eb-ac4a-90db5e9950d3","Code","http://www.cdisc.org","2023-12-15","No","C49487"
"Code_471","35aab3b7-91cc-4223-b2e7-a53e41a0cfa9","Code","http://www.cdisc.org","2023-12-15","Yes","C49488"
"Code_472","99b5a062-f1ff-49cc-993c-dba827ddb1d9","Code","http://www.cdisc.org","2023-12-15","Laboratory Test Fasting Status","C83309"
"Code_473","d1217b08-df0d-4ad5-9a07-cddf4f5a3e13","Code","http://www.cdisc.org","2023-12-15","ALT","C64433"
"Code_474","1cb6c01a-6641-49f9-be1f-fb4d88be60b7","Code","http://www.cdisc.org","2023-12-15","ALB","C64431"
"Code_475","abd532bf-52fa-4523-b048-65564883a76d","Code","http://www.cdisc.org","2023-12-15","Laboratory Test Result","C36292"
"Code_476","de467aa7-ec09-45af-b7f4-dedbc8b20bd0","Code","http://www.cdisc.org","2023-12-15","Biospecimen Type","C70713"
"Code_477","9b2c94a5-2778-4067-827c-f39a49be9d7f","Code","http://www.cdisc.org","2023-12-15","No","C49487"
"Code_478","6a96de68-f7e9-4288-9386-a15634d9fb1f","Code","http://www.cdisc.org","2023-12-15","Yes","C49488"
"Code_479","835e3b0d-4b1e-4ac1-9510-f77a9cc6eff9","Code","http://www.cdisc.org","2023-12-15","Laboratory Test Fasting Status","C83309"
"Code_480","34410a7b-7035-47aa-858d-436c9d842cfd","Code","http://www.cdisc.org","2023-12-15","ALB","C64431"
"Code_481","8c826315-8d1b-429a-a8c7-43c72c16fbce","Code","http://www.cdisc.org","2023-12-15","ALP","C64432"
"Code_482","006a633e-a2b0-4943-af7a-e11b1237b6d1","Code","http://www.cdisc.org","2023-12-15","Laboratory Test Result","C36292"
"Code_483","3a7aaa48-7127-40eb-a490-a6064ef7b455","Code","http://www.cdisc.org","2023-12-15","Unit per Liter","C67456"
"Code_484","d541540f-bc59-4a67-b71c-a027b218680f","Code","http://www.cdisc.org","2023-12-15","Microkatal per Liter","C67397"
"Code_485","92ec5632-f52e-4b56-aa8d-615439e5f4be","Code","http://www.cdisc.org","2023-12-15","International Unit per Liter","C67376"
"Code_486","f058cc8b-07e3-4ec2-af55-6449bc11feab","Code","http://www.cdisc.org","2023-12-15","Unit of Catalytic Activity Concentration","C67365"
"Code_487","7bac1248-4274-4f02-b48f-156464fe213e","Code","http://www.cdisc.org","2023-12-15","Biospecimen Type","C70713"
"Code_488","0c612fd4-0a6c-4ab7-a505-987a3280a4a8","Code","http://www.cdisc.org","2023-12-15","No","C49487"
"Code_489","f0191409-1247-4fe3-88be-3c151e8b0f91","Code","http://www.cdisc.org","2023-12-15","Yes","C49488"
"Code_490","7a539c95-e217-46c6-a9c4-0c68520c5438","Code","http://www.cdisc.org","2023-12-15","Laboratory Test Fasting Status","C83309"
"Code_491","74f99174-48ab-457b-b97f-30b7fdb47fdb","Code","http://www.cdisc.org","2023-12-15","ALP","C64432"
"Code_492","b099ff32-77c6-4db2-8c9d-172be38bc9f7","Code","http://www.cdisc.org","2023-12-15","AST","C64467"
"Code_493","b6956aeb-391d-4de5-bf75-ee4d0a56f61a","Code","http://www.cdisc.org","2023-12-15","Laboratory Test Result","C36292"
"Code_494","79a6d2df-51d0-404e-8b8d-3ea3575b447a","Code","http://www.cdisc.org","2023-12-15","Unit per Liter","C67456"
"Code_495","94346cc3-3e15-41b5-840a-99f5c11bd65f","Code","http://www.cdisc.org","2023-12-15","Microkatal per Liter","C67397"
"Code_496","fafc03bb-d121-4cf1-a8be-906d7a3855d7","Code","http://www.cdisc.org","2023-12-15","International Unit per Liter","C67376"
"Code_497","49474562-895c-4ce4-b68b-6f7cffd7b4cc","Code","http://www.cdisc.org","2023-12-15","Unit of Catalytic Activity Concentration","C67365"
"Code_498","d1a2de64-685b-48c0-9c5e-156931ab198e","Code","http://www.cdisc.org","2023-12-15","Biospecimen Type","C70713"
"Code_499","b3e4c4fa-d925-4a0a-9051-642bffaba9a7","Code","http://www.cdisc.org","2023-12-15","No","C49487"
"Code_500","5cbf686c-b871-477a-9494-f95bc3fbc218","Code","http://www.cdisc.org","2023-12-15","Yes","C49488"
"Code_501","66ba2370-86a7-4a1a-ad79-74e4269b2b2b","Code","http://www.cdisc.org","2023-12-15","Laboratory Test Fasting Status","C83309"
"Code_502","9d49f9c1-9685-47f9-b2bc-cc55db826a41","Code","http://www.cdisc.org","2023-12-15","AST","C64467"
"Code_503","dd52d4e2-1bd4-4914-82c8-f36975e8dfbe","Code","http://www.cdisc.org","2023-12-15","CREAT","C64547"
"Code_504","923f9f6a-a025-4b72-a3f1-4d6abc35c96f","Code","http://www.cdisc.org","2023-12-15","Laboratory Test Result","C36292"
"Code_505","11f792e3-a5ba-451d-8137-5e8a595c8ff8","Code","http://www.cdisc.org","2023-12-15","Milligram per Deciliter","C67015"
"Code_506","e778a4ca-8757-4f89-8713-7f8131e9f3b6","Code","http://www.cdisc.org","2023-12-15","Microgram per Milliliter","C64572"
"Code_507","391fd482-4349-499f-9c27-91bcf85b3783","Code","http://www.cdisc.org","2023-12-15","Millimole per Liter","C64387"
"Code_508","b76b8d18-6487-40fe-856e-b620e99547f3","Code","http://www.cdisc.org","2023-12-15","Micromole per Liter","C48508"
"Code_509","941a2f1f-b375-4a8d-93b6-19cb85cc4d27","Code","http://www.cdisc.org","2023-12-15","Unit of Concentration","C48207"
"Code_510","31f81047-660e-46e2-98b7-b9357b4b8442","Code","http://www.cdisc.org","2023-12-15","Biospecimen Type","C70713"
"Code_511","3e41e37d-e982-4ff8-bea3-f8c9e9285844","Code","http://www.cdisc.org","2023-12-15","No","C49487"
"Code_512","6d207f48-1dfc-4360-89d9-4ad541f32e02","Code","http://www.cdisc.org","2023-12-15","Yes","C49488"
"Code_513","c8d014eb-4d5a-4c24-8e5a-92fcb0d1a32b","Code","http://www.cdisc.org","2023-12-15","Laboratory Test Fasting Status","C83309"
"Code_514","2acd48fe-21a2-43de-8496-5a74833255a0","Code","http://www.cdisc.org","2023-12-15","CREAT","C64547"
"Code_515","65c6bca8-b1bd-4809-b2fa-495519e421a4","Code","http://www.cdisc.org","2023-12-15","K","C64853"
"Code_516","65de85db-a842-47e8-ae1c-9ee2de7d3014","Code","http://www.cdisc.org","2023-12-15","Laboratory Test Result","C36292"
"Code_517","e1cda425-cc09-467a-a632-0613d5ef012e","Code","http://www.cdisc.org","2023-12-15","Milliequivalent per Liter","C67474"
"Code_518","213f7967-dd43-492a-bd20-809a3a35fbcb","Code","http://www.cdisc.org","2023-12-15","Milliequivalent per Deciliter","C67473"
"Code_519","3898468a-d363-486c-a22c-31f6f75dd284","Code","http://www.cdisc.org","2023-12-15","Millimole per Liter","C64387"
"Code_520","cd0b3be9-174f-4070-a633-bd2946e69283","Code","http://www.cdisc.org","2023-12-15","Molarity Unit","C64567"
"Code_521","36fa781e-0640-45e7-8879-f11311382da1","Code","http://www.cdisc.org","2023-12-15","Biospecimen Type","C70713"
"Code_522","f8035a76-3156-4509-83e4-652e267fa910","Code","http://www.cdisc.org","2023-12-15","No","C49487"
"Code_523","33602cfb-5c00-444a-8fa1-ff0447fea1f5","Code","http://www.cdisc.org","2023-12-15","Yes","C49488"
"Code_524","db6e7d36-a684-49a9-83e8-5bb9377ea6e1","Code","http://www.cdisc.org","2023-12-15","Laboratory Test Fasting Status","C83309"
"Code_525","fda9e35d-eb80-4e41-86a4-7220780f9b12","Code","http://www.cdisc.org","2023-12-15","K","C64853"
"Code_526","c1138679-abaf-4428-9953-ceb96544c2b2","Code","http://www.cdisc.org","2023-12-15","SODIUM","C64809"
"Code_527","6222f7c0-cfdc-4025-9388-ca61bc619f7d","Code","http://www.cdisc.org","2023-12-15","Laboratory Test Result","C36292"
"Code_528","1674194a-9393-47d7-b60b-2dd27b078fb9","Code","http://www.cdisc.org","2023-12-15","Milliequivalent per Liter","C67474"
"Code_529","d0a60faf-e765-48ea-9ec0-9f344f4df42a","Code","http://www.cdisc.org","2023-12-15","Milliequivalent per Deciliter","C67473"
"Code_530","93359d4d-e08a-4717-b5ac-c3251452a821","Code","http://www.cdisc.org","2023-12-15","Millimole per Liter","C64387"
"Code_531","3c263d36-8404-4f3d-bee9-c1b0be9bf8b2","Code","http://www.cdisc.org","2023-12-15","Molarity Unit","C64567"
"Code_532","28a222fb-d2d3-46a7-b55f-6189573d4237","Code","http://www.cdisc.org","2023-12-15","Biospecimen Type","C70713"
"Code_533","12c9c9cf-cff6-4add-984c-d09315f0e0fe","Code","http://www.cdisc.org","2023-12-15","No","C49487"
"Code_534","856cb679-b9ef-49b7-a3d3-cbddd8656fc2","Code","http://www.cdisc.org","2023-12-15","Yes","C49488"
"Code_535","161e2da6-279c-4237-8dac-0eda2acc7f52","Code","http://www.cdisc.org","2023-12-15","Laboratory Test Fasting Status","C83309"
"Code_536","66bc4a02-e2db-4dc4-9a8d-2f057b40dade","Code","http://www.cdisc.org","2023-12-15","SODIUM","C64809"
"Code_537","94fad0c5-80c9-405e-881d-055e07e6e84c","Code","http://www.cdisc.org","2023-12-15","HBA1C","C64849"
"Code_538","e4f7d51e-8ba0-43aa-bc15-93b22c91facd","Code","http://www.cdisc.org","2023-12-15","Laboratory Test Result","C36292"
"Code_539","02455384-9e64-49ba-94be-09d4879fbf43","Code","http://www.cdisc.org","2023-12-15","Gram per Deciliter","C64783"
"Code_540","385f2ebe-1da4-4752-9060-9c23fbe067ca","Code","http://www.cdisc.org","2023-12-15","LBORRESU","No Concept Code"
"Code_541","0ff0d379-ea4f-487e-8782-0f5441f8104e","Code","http://www.cdisc.org","2023-12-15","Biospecimen Type","C70713"
"Code_542","c7d7f31b-f6d2-49fb-bcf2-3fa79752841a","Code","http://www.cdisc.org","2023-12-15","No","C49487"
"Code_543","04e7aa8a-2596-495c-b8ea-f3df7fb402d5","Code","http://www.cdisc.org","2023-12-15","Yes","C49488"
"Code_544","3631e81a-deb5-480c-8a4c-5eb7458d3876","Code","http://www.cdisc.org","2023-12-15","Laboratory Test Fasting Status","C83309"
"Code_545","feff20ce-047e-46fb-8978-9ef41cf65571","Code","http://www.cdisc.org","2023-12-15","HBA1C","C64849"
"Code_145","55791782-c71e-4ca4-b07f-d94629e32aad","Code","http://www.cdisc.org","2023-12-15","Adverse Event Verbatim Description","C78541"
"Code_146","cc6e887c-aa44-4eeb-9c75-9b58b01d6383","Code","http://www.cdisc.org","2023-12-15","Adverse Event Dictionary Derived Term","C83344"
"Code_147","473dcc0f-9899-4aef-bbe9-6826f07913c3","Code","http://www.cdisc.org","2023-12-15","No","C49487"
"Code_148","c474d09b-7812-435e-91d5-b787c2a0176b","Code","http://www.cdisc.org","2023-12-15","Yes","C49488"
"Code_149","ac9dacca-5fd1-4b4d-bd6c-a524bf409c07","Code","http://www.cdisc.org","2023-12-15","Adverse Event Pre-specified","C87840"
"Code_150","e070da6a-98dc-4b72-858b-fdf3a82d02ab","Code","http://www.cdisc.org","2023-12-15","Adverse Event Location","C83205"
"Code_151","0d547e35-0158-4c79-96b2-895be4421e2c","Code","http://www.cdisc.org","2023-12-15","Severity of Adverse Event","C53253"
"Code_152","c584a921-494d-456a-ba75-a39d5cf8823a","Code","http://www.cdisc.org","2023-12-15","No","C49487"
"Code_153","e1881978-c6d0-42e9-bb76-f2124297ae77","Code","http://www.cdisc.org","2023-12-15","Yes","C49488"
"Code_154","ac6bcefb-d7c7-4b50-a54b-1bdb42b56fc4","Code","http://www.cdisc.org","2023-12-15","Seriousness of Adverse Event","C53252"
"Code_155","f6886b3e-0515-49de-8fd8-6521afd4651b","Code","http://www.cdisc.org","2023-12-15","Adverse Event Action Taken with Study Treatment","C83013"
"Code_156","4027e457-afbf-4476-a307-642970713cbf","Code","http://www.cdisc.org","2023-12-15","Other Actions taken in Response to Adverse Event","C83109"
"Code_157","f9f496c5-bee6-42c7-8930-70eec1fdef0d","Code","http://www.cdisc.org","2023-12-15","Adverse Event Attribution to Product or Procedure","C41358"
"Code_158","2866d42d-bc11-489f-a1b1-5d545fb6be9e","Code","http://www.cdisc.org","2023-12-15","Adverse Event Relationship to Non Study Treatment","C83210"
"Code_159","204ace5b-8d35-4803-9d96-3514e18f9a8a","Code","http://www.cdisc.org","2023-12-15","Adverse Event Pattern","C83208"
"Code_160","fdcece8c-7062-4869-a80f-6fc0842e7cbb","Code","http://www.cdisc.org","2023-12-15","Adverse Event Outcome","C49489"
"Code_161","5d4154b0-9c4a-4bac-9d54-2ebe5aa1b6d6","Code","http://www.cdisc.org","2023-12-15","No","C49487"
"Code_162","a60a5607-a686-4d13-8349-34b9f65ce735","Code","http://www.cdisc.org","2023-12-15","Yes","C49488"
"Code_163","7eb0b4a6-9853-4288-a8b8-3eaf484f645c","Code","http://www.cdisc.org","2023-12-15","Adverse Event Involves Cancer","C83211"
"Code_164","a9c92a9c-06cf-4c51-87b9-0a5d060823b3","Code","http://www.cdisc.org","2023-12-15","No","C49487"
"Code_165","fc323925-8dd5-43fe-9101-517d19853c99","Code","http://www.cdisc.org","2023-12-15","Yes","C49488"
"Code_166","8bfe99ff-2c87-4318-9c9a-65f28b165e42","Code","http://www.cdisc.org","2023-12-15","Adverse Event Seriousness Due to Congenital Anomaly","C83117"
"Code_167","072c05c1-9c89-46dd-be10-ee86b5a5334d","Code","http://www.cdisc.org","2023-12-15","No","C49487"
"Code_168","2545fbda-e87f-4ecc-a799-159988142f00","Code","http://www.cdisc.org","2023-12-15","Yes","C49488"
"Code_169","ab02f82f-ef0a-448d-81d3-82dcbf7f613e","Code","http://www.cdisc.org","2023-12-15","Disabling Adverse Event","C113380"
"Code_170","76ffe4be-89c0-4449-bf9e-022521bea85f","Code","http://www.cdisc.org","2023-12-15","No","C49487"
"Code_171","aaacce58-029e-4b3a-b6c9-0ecca4da42bb","Code","http://www.cdisc.org","2023-12-15","Yes","C49488"
"Code_172","7b586bf0-8031-481d-b226-4cdc493589c7","Code","http://www.cdisc.org","2023-12-15","Death Related to Adverse Event","C48275"
