"id","uuid:ID","codeSystemVersion","decode","code","instanceType","codeSystem"
"Code_101","423d9c2a-fb32-4778-96ee-9087d89e9a6f","2023-09-29","Clinic","C51282","Code","http://www.cdisc.org"
"Code_102","f3687e54-1147-4384-b2ad-e8d9bde74073","2023-09-29","In Person","C175574","Code","http://www.cdisc.org"
"Code_103","9e484171-507e-4eab-a989-6cc47d420629","2023-09-29","Telephone Call","C171537","Code","http://www.cdisc.org"
"Code_104","77f72bd0-8fa5-428b-8dcc-b68d15290ef9","2023-09-29","Visit","C25716","Code","http://www.cdisc.org"
"Code_105","4e21a231-a965-4813-8154-21009c4dc021","2023-09-29","Clinic","C51282","Code","http://www.cdisc.org"
"Code_106","f369a3c8-1319-42c2-9559-770ac52c423c","2023-09-29","In Person","C175574","Code","http://www.cdisc.org"
"Code_107","180fbc56-60e6-404b-80c1-9efb64f7d94c","2023-09-29","Telephone Call","C171537","Code","http://www.cdisc.org"
"Code_108","40c41bba-8d4f-48de-9357-6986d247e30e","2023-09-29","Visit","C25716","Code","http://www.cdisc.org"
"Code_109","604b622c-b1f6-497c-bc87-74b5c90a0afa","2023-09-29","Clinic","C51282","Code","http://www.cdisc.org"
"Code_110","8eeb7925-516d-4e1f-ba90-f7dc764eda2b","2023-09-29","In Person","C175574","Code","http://www.cdisc.org"
"Code_111","2cdb634e-71c6-4100-96ff-7ebb8a5516d1","2023-09-29","Telephone Call","C171537","Code","http://www.cdisc.org"
"Code_112","b223aa1b-2492-4ebe-988a-f91e57400eab","2023-09-29","Visit","C25716","Code","http://www.cdisc.org"
"Code_113","38726aa4-714b-457d-8a4e-0117cf88afdb","2023-09-29","Clinic","C51282","Code","http://www.cdisc.org"
"Code_114","c1d636b0-4df5-4e28-aab9-8c35b21b330a","2023-09-29","In Person","C175574","Code","http://www.cdisc.org"
"Code_115","4502d027-068c-4f72-8693-ba04defa97de","2023-09-29","Telephone Call","C171537","Code","http://www.cdisc.org"
"Code_116","756462e5-3449-4bd5-849e-c961dde4591c","2023-09-29","Visit","C25716","Code","http://www.cdisc.org"
"Code_117","bc426557-a6c6-4df9-80f1-c24b2a67606d","2023-09-29","Clinic","C51282","Code","http://www.cdisc.org"
"Code_118","25b57865-62be-4dce-843f-6248d8ff1c14","2023-09-29","In Person","C175574","Code","http://www.cdisc.org"
"Code_119","87403720-49b1-4374-9bb3-ac0bc492c243","2023-09-29","Visit","C25716","Code","http://www.cdisc.org"
"Code_120","129c4f55-68a0-4758-99b2-d4c854c2c7e1","2023-09-29","Clinic","C51282","Code","http://www.cdisc.org"
"Code_121","73174c72-130a-4328-9e8d-9ff0c18d8253","2023-09-29","In Person","C175574","Code","http://www.cdisc.org"
"Code_79","0572dc54-8049-4081-97af-8febbbce9243","January 31, 2018","CT of head without contrast","383371000119108","Code","SNOMED"
"Code_80","c475068b-9dda-4874-8771-16bf8d0a0199","12","Subject Supine","123","Code","SPONSOR"
"Code_81","f91d6727-4408-44e6-a29e-20e2ea76ffcf","12","Subject Standing","124","Code","SPONSOR"
"Code_278","c70d7f15-3bc6-4bb3-8f40-41546ef8b5a0","","Vital Signs Result","C173522","Code","NCI Thesaurus"
"Code_279","e0b7f074-5035-4509-b78e-c08a42ca6909","2023-09-29","Kelvin","C42537","Code","http://www.cdisc.org"
"Code_280","d0c4f118-b90d-4c01-bbcb-5a5231c217f1","","Unit of Temperature","C44276","Code","NCI Thesaurus"
"Code_281","052f488f-6305-45c5-9ddd-b51966a06a70","","Vital Signs Location","C83088","Code","NCI Thesaurus"
"Code_277","2b1335f4-be32-43b9-ac00-9e48d6e1fd06","","Body Temperature","C174446","Code","NCI Thesaurus"
"Code_283","d2e14df2-66e2-47f7-a7f2-6267d8f7b6e7","","Vital Signs Result","C173522","Code","NCI Thesaurus"
"Code_284","4de148bd-9ad0-4375-848a-9fd63b2cd323","2023-09-29","Kilogram","C28252","Code","http://www.cdisc.org"
"Code_285","79827a36-b7b0-4393-9457-e1e16d68f022","2023-09-29","Gram","C48155","Code","http://www.cdisc.org"
"Code_286","b4391b06-ac9e-4e7d-bbf3-3394a44d39e1","2023-09-29","Pound","C48531","Code","http://www.cdisc.org"
"Code_287","008743a0-f9c4-4457-86d8-61404573e260","","Unit of Weight","C48208","Code","NCI Thesaurus"
"Code_282","2a7edb71-beea-41e9-ae80-64393e232952","","Body Weight","C81328","Code","NCI Thesaurus"
"Code_289","0bdb3120-1e72-432c-9f3b-ff82e47b6e90","","Vital Signs Result","C173522","Code","NCI Thesaurus"
"Code_290","69d5531d-f341-4164-8a33-355e7658182b","2023-09-29","Centimeter","C49668","Code","http://www.cdisc.org"
"Code_291","bfe36603-9082-456c-b692-aec8b6f24ed9","2023-09-29","Inch","C48500","Code","http://www.cdisc.org"
"Code_292","678f760b-f5cf-49c1-9c13-fbda0714ca1a","2023-09-29","Millimeter","C28251","Code","http://www.cdisc.org"
"Code_293","9bac7d79-a97a-4a88-b55c-d9ac46d2c193","2023-09-29","Meter","C41139","Code","http://www.cdisc.org"
"Code_294","92cec5e2-ee2f-4eda-97b0-5a85f1f76b42","","Unit of Height","C168688","Code","NCI Thesaurus"
"Code_288","e4ebe58d-19e2-45fa-a876-35fd5a75f47e","","Body Height","C164634","Code","NCI Thesaurus"
"Code_296","4c8ab628-5ef8-4f55-a8ec-bf0e19826d33","","Laboratory Test Result","C36292","Code","NCI Thesaurus"
"Code_297","f0fe5c6a-ca6d-4780-b5dd-1fef675e7258","","Laboratory Test Fasting Status","C83309","Code","NCI Thesaurus"
"Code_298","0aff189b-65d4-4f9d-905a-dce873d48949","","Unit of Catalytic Activity Concentration","C67365","Code","NCI Thesaurus"
"Code_299","4dd0c544-d1a4-4237-9bc4-5c3bf8b82c0e","","Biospecimen Type","C70713","Code","NCI Thesaurus"
"Code_295","ab542992-c90a-4d31-9004-f2f8479d8065","","Alanine Aminotransferase Measurement","C64433","Code","NCI Thesaurus"
"Code_301","7b09f22b-5977-4b12-9417-9e3e40e91630","","Laboratory Test Result","C36292","Code","NCI Thesaurus"
"Code_302","23f0f796-f659-43f4-9348-117fa26cfa42","","Laboratory Test Fasting Status","C83309","Code","NCI Thesaurus"
"Code_303","3420f2e6-9e50-4a55-a097-a47114d1aea0","","Unit of Concentration","C48207","Code","NCI Thesaurus"
"Code_304","4c66500e-b789-4afa-9c69-305ec57ed114","","Biospecimen Type","C70713","Code","NCI Thesaurus"
"Code_300","5759234a-5c9f-41b7-9f34-d94fd3ca4e6a","","Albumin Measurement","C64431","Code","NCI Thesaurus"
"Code_306","7e68e501-138a-41ca-83e3-b67805d3e087","","Laboratory Test Result","C36292","Code","NCI Thesaurus"
"Code_307","66b5f83b-750a-493f-a4dd-86c6d0a51d65","","Laboratory Test Fasting Status","C83309","Code","NCI Thesaurus"
"Code_308","258ee703-07bb-4ea2-9c6d-eb60df570dc4","","Unit of Catalytic Activity Concentration","C67365","Code","NCI Thesaurus"
"Code_309","badb6c2d-ed62-4be8-b375-d6b6208631ae","","Biospecimen Type","C70713","Code","NCI Thesaurus"
"Code_305","f5d81fbd-04bd-44ff-aad8-5b373c27728f","","Alkaline Phosphatase Measurement","C64432","Code","NCI Thesaurus"
"Code_311","52c95186-3f6e-4ae2-86e5-38086c6c0028","","Laboratory Test Result","C36292","Code","NCI Thesaurus"
"Code_312","bef7d69d-fa22-486c-b797-bce87f94ee8b","","Laboratory Test Fasting Status","C83309","Code","NCI Thesaurus"
"Code_313","2d83a81d-71ec-4dd1-bebc-c818aaca3992","","Unit of Catalytic Activity Concentration","C67365","Code","NCI Thesaurus"
"Code_314","3e3d46d5-056d-4b8f-a256-dc946123e285","","Biospecimen Type","C70713","Code","NCI Thesaurus"
"Code_310","aff2e025-a345-4063-ba16-1779456913aa","","Aspartate Aminotransferase Measurement","C64467","Code","NCI Thesaurus"
"Code_316","e4e40b20-57c8-4af0-a592-3853c785a9e8","","Laboratory Test Result","C36292","Code","NCI Thesaurus"
"Code_317","67264241-fe5a-45a1-aeba-5ddac84cbd20","","Laboratory Test Fasting Status","C83309","Code","NCI Thesaurus"
"Code_318","5fa7cf38-0cfe-493d-b482-e8a486c1a70a","","Unit of Concentration","C48207","Code","NCI Thesaurus"
"Code_319","8fc8286b-58d5-40b6-85c1-0aa7ba73cb98","","Biospecimen Type","C70713","Code","NCI Thesaurus"
"Code_315","b7a92fdf-b167-4c2c-bb3f-4c8ca1336529","","Creatinine Measurement","C64547","Code","NCI Thesaurus"
"Code_321","bd7ebe25-83ca-4561-973b-5c80f018f136","","Laboratory Test Result","C36292","Code","NCI Thesaurus"
"Code_322","b7ee533b-740a-4804-a657-d7f9066f3b29","","Laboratory Test Fasting Status","C83309","Code","NCI Thesaurus"
"Code_323","ea0e069e-a4d2-41c3-96c1-b038bd20b7ce","","Molarity Unit","C64567","Code","NCI Thesaurus"
"Code_324","0d5ffd0f-5ae5-4502-8546-f799903985d7","","Biospecimen Type","C70713","Code","NCI Thesaurus"
"Code_320","b7886280-87b5-470f-a56c-ab09ca0bf14d","","Potassium Measurement","C64853","Code","NCI Thesaurus"
"Code_326","27b8e5d5-5f7f-440e-8983-98640d144f96","","Laboratory Test Result","C36292","Code","NCI Thesaurus"
"Code_327","cb7a7066-acd9-4cea-be78-326033c8dc72","","Laboratory Test Fasting Status","C83309","Code","NCI Thesaurus"
"Code_328","955e083e-00ba-44c3-b608-96899a31d1aa","","Molarity Unit","C64567","Code","NCI Thesaurus"
"Code_329","37c52694-1622-4be9-86fd-e637b6cc6774","","Biospecimen Type","C70713","Code","NCI Thesaurus"
"Code_325","2e40caca-6f4a-4d78-8aa4-a0d3c7870d5a","","Sodium Measurement","C64809","Code","NCI Thesaurus"
"Code_145","83b3fcef-6c9d-4d70-bc64-bf9be852f989","","Adverse Event Verbatim Description","C78541","Code","NCI Thesaurus"
"Code_146","6ee7c208-03ac-46b9-afd5-f5945bb596b7","","Adverse Event Dictionary Derived Term","C83344","Code","NCI Thesaurus"
"Code_147","e9f96c47-d25f-4b01-b146-475fb14dee77","","Adverse Event Category","C83198","Code","NCI Thesaurus"
"Code_148","99808bab-46e9-42d6-9f48-c265c88cc58f","","Adverse Event Subcategory","C83212","Code","NCI Thesaurus"
"Code_149","b08ae4a6-d15a-4240-9c03-a330ebc56df7","","Adverse Event Pre-specified","C87840","Code","NCI Thesaurus"
"Code_150","55fd5a58-3fea-4d29-a69c-2da41c6ae0a1","","Severity of Adverse Event","C53253","Code","NCI Thesaurus"
"Code_151","291baa08-95d3-4795-88d3-eaa4af2249fa","","Adverse Event Toxicity Grade","C78605","Code","NCI Thesaurus"
"Code_152","e0b3a4f4-0ea2-42ce-93be-da642c27c5ac","","Seriousness of Adverse Event","C53252","Code","NCI Thesaurus"
"Code_153","1745686d-a6f8-49eb-9d95-6f7d7459ad0f","","Adverse Event Action Taken with Study Treatment","C83013","Code","NCI Thesaurus"
"Code_154","535ab1c2-d5b9-4ea1-8d37-e4c372b876c1","","Adverse Event Attribution to Product or Procedure","C41358","Code","NCI Thesaurus"
"Code_155","45f984ef-8cca-48c1-a92e-ec89a5af01a4","2023-09-29","Intermittent","C71325","Code","http://www.cdisc.org"
"Code_156","bad214d8-7825-47e7-9c3c-aae0f10018cc","","Adverse Event Pattern","C83208","Code","NCI Thesaurus"
"Code_157","13ff10d4-15d7-4273-a8e7-53d2b1d528e4","","Adverse Event Outcome","C49489","Code","NCI Thesaurus"
"Code_158","18546f33-76bd-4e80-a7ba-e373deaa322d","","Adverse Event Start Date Time","C83215","Code","NCI Thesaurus"
"Code_159","fd758899-8c19-47e0-ba1c-80ff8deb5b2e","","Adverse Event End Date Time","C83201","Code","NCI Thesaurus"
"Code_144","6e58d7dd-0fcc-43b9-bd4b-95395021af5a","","Adverse Event","C41331","Code","NCI Thesaurus"
"Code_161","65c9841d-59e8-4259-94cb-949998b36a6d","","Vital Signs Result","C173522","Code","NCI Thesaurus"
"Code_162","e623b9db-4e6f-41ea-a0cf-ba114926b200","2023-09-29","Pascal","C42547","Code","http://www.cdisc.org"
"Code_163","d1750f50-ea11-4b09-a675-42c55c63cb06","","Unit of Pressure","C49669","Code","NCI Thesaurus"
"Code_164","c01ab55a-7698-4c12-8d16-0b52bed32f0b","","Vital Signs Location","C83088","Code","NCI Thesaurus"
"Code_165","8a8fd405-df86-4ae0-8b6b-6f90ff3f364c","","Vital Signs Laterality","C123975","Code","NCI Thesaurus"
"Code_166","9b8f6136-c6d7-432b-b628-9f37042d6a01","","Test Method","C82535","Code","NCI Thesaurus"
"Code_167","8930b6a7-8da0-41ea-b25d-3ccdb9c09729","","Vital Signs Position","C83114","Code","NCI Thesaurus"
"Code_160","ac62a809-0eca-49c7-b1f1-5e345421ce16","","Systolic Blood Pressure","C25298","Code","NCI Thesaurus"
"Code_169","462f51df-7caa-4e35-8547-e398c80acf06","","Vital Signs Result","C173522","Code","NCI Thesaurus"
"Code_170","1be88c3f-05b7-47e4-bfea-692df6a25f9d","2023-09-29","Pascal","C42547","Code","http://www.cdisc.org"
"Code_171","1d92174f-a445-4195-bd90-3ae92344768a","","Unit of Pressure","C49669","Code","NCI Thesaurus"
"Code_172","2df1b704-6a50-46a4-a357-3cd9b9235972","","Vital Signs Location","C83088","Code","NCI Thesaurus"
"Code_173","e3fd2292-8914-409e-8ab8-278889b9c887","","Vital Signs Laterality","C123975","Code","NCI Thesaurus"
"Code_174","fa1d1911-8ea0-4a2c-bf99-2894f9ff6d39","","Test Method","C82535","Code","NCI Thesaurus"
"Code_175","4d373737-5f1e-4cde-9b56-eaf3e3b4c84b","","Vital Signs Position","C83114","Code","NCI Thesaurus"
"Code_168","9fd135d1-419b-4ef8-9072-4722688e4825","","Diastolic Blood Pressure","C25299","Code","NCI Thesaurus"
"Code_177","26a5e00c-497d-4818-9690-985c059e1f25","","Vital Signs Result","C173522","Code","NCI Thesaurus"
"Code_178","4c2cae46-4d16-4a01-b990-bfba5b35e191","2023-09-29","Kelvin","C42537","Code","http://www.cdisc.org"
"Code_179","c6f1dceb-bebb-4db5-a778-33aafd5d793f","","Unit of Temperature","C44276","Code","NCI Thesaurus"
"Code_180","8c1b999e-ed9e-45b5-b1e5-3e762f74148d","","Vital Signs Location","C83088","Code","NCI Thesaurus"
"Code_176","91912fcd-4702-475c-b041-edead6a26c00","","Body Temperature","C174446","Code","NCI Thesaurus"
"Code_182","9eaa83c0-f7e5-41ca-b615-3821a75de1a6","","Vital Signs Result","C173522","Code","NCI Thesaurus"
"Code_183","2045c844-a87e-4142-baf6-4d7f222d2bb9","2023-09-29","Kilogram","C28252","Code","http://www.cdisc.org"
"Code_184","01c8707b-0a92-4738-8e95-7dfed1a87c54","2023-09-29","Gram","C48155","Code","http://www.cdisc.org"
"Code_185","fa394757-8e2d-4007-a313-6bc9875ac2ff","2023-09-29","Pound","C48531","Code","http://www.cdisc.org"
"Code_186","c1e8274f-a0f9-4b33-bce0-1bff3d63eb7c","","Unit of Weight","C48208","Code","NCI Thesaurus"
"Code_181","ff967d56-88c9-492e-8ea7-4cb8e720fb1e","","Body Weight","C81328","Code","NCI Thesaurus"
"Code_188","a0f3d08b-2a70-4fe4-90ca-41dc91dd2a78","","Vital Signs Result","C173522","Code","NCI Thesaurus"
"Code_189","5ba5ab56-4336-4bbf-8456-ea4c50ab5583","2023-09-29","Centimeter","C49668","Code","http://www.cdisc.org"
"Code_190","63a6bbd1-1d6b-4c93-aeec-0e4e258a5a32","2023-09-29","Inch","C48500","Code","http://www.cdisc.org"
"Code_191","f08a98a5-7bb0-4088-99bf-544487f9dbb8","2023-09-29","Millimeter","C28251","Code","http://www.cdisc.org"
"Code_192","58d1e4b0-0c11-4973-8246-0bc8fa956710","2023-09-29","Meter","C41139","Code","http://www.cdisc.org"
"Code_193","7d0a6c04-383e-462d-8395-3600281f171a","","Unit of Height","C168688","Code","NCI Thesaurus"
"Code_187","d9e4ce95-7b35-4168-a4c2-d76773b275cb","","Body Height","C164634","Code","NCI Thesaurus"
"Code_195","0d0b88b6-afff-4661-a96a-b3bdaae4a923","","Laboratory Test Result","C36292","Code","NCI Thesaurus"
"Code_196","356b436f-93a8-4ddf-8e8d-920cbd0e16da","","Laboratory Test Fasting Status","C83309","Code","NCI Thesaurus"
"Code_197","c012f3ed-3b07-4e11-827d-824184497583","","Unit of Catalytic Activity Concentration","C67365","Code","NCI Thesaurus"
"Code_198","ac63585d-497f-46fd-9ebc-46be81dc5505","","Biospecimen Type","C70713","Code","NCI Thesaurus"
"Code_194","11c753cd-0589-44af-9091-e68387c1bfe6","","Alanine Aminotransferase Measurement","C64433","Code","NCI Thesaurus"
"Code_200","b35f23d9-2b59-4373-9b5f-df8f00740142","","Laboratory Test Result","C36292","Code","NCI Thesaurus"
"Code_201","4d42a09a-72c3-4959-87e3-cbb0a14d51be","","Laboratory Test Fasting Status","C83309","Code","NCI Thesaurus"
"Code_202","de9a6589-9b86-4b76-8122-a56461dee382","","Unit of Concentration","C48207","Code","NCI Thesaurus"
"Code_203","94aacaf1-2834-478b-8e5d-79a7df2fe406","","Biospecimen Type","C70713","Code","NCI Thesaurus"
"Code_199","b12a074b-99b3-41b2-8e5b-6a27310bd4f2","","Albumin Measurement","C64431","Code","NCI Thesaurus"
"Code_205","dfb8b3d9-9d80-4b07-bb04-8eec2aaac2bb","","Laboratory Test Result","C36292","Code","NCI Thesaurus"
"Code_206","41a9632d-d0cd-4122-9194-66507f8221a4","","Laboratory Test Fasting Status","C83309","Code","NCI Thesaurus"
"Code_207","ac46f02d-3342-46cd-a404-2ea3dbed634c","","Unit of Catalytic Activity Concentration","C67365","Code","NCI Thesaurus"
"Code_208","842cee7b-b9c9-41e4-a2a1-efb790edbfcb","","Biospecimen Type","C70713","Code","NCI Thesaurus"
"Code_204","87831cac-6386-4308-bd82-a4fe6d734c65","","Alkaline Phosphatase Measurement","C64432","Code","NCI Thesaurus"
"Code_210","0df879ec-fc1f-48c9-bb6c-80c35ece2529","","Laboratory Test Result","C36292","Code","NCI Thesaurus"
"Code_211","f51c635e-7dbf-47d5-9fce-43345d97f610","","Laboratory Test Fasting Status","C83309","Code","NCI Thesaurus"
"Code_212","e0221c05-20f5-47fe-8860-bedf1449fef2","","Unit of Catalytic Activity Concentration","C67365","Code","NCI Thesaurus"
"Code_213","298c401d-a7cb-4741-9e56-e79db3429f3c","","Biospecimen Type","C70713","Code","NCI Thesaurus"
"Code_209","b8e35b42-0bc1-4cf2-8df8-69bd267dcd69","","Aspartate Aminotransferase Measurement","C64467","Code","NCI Thesaurus"
"Code_215","c610fe76-eec4-4838-9c2f-eb101b703a50","","Laboratory Test Result","C36292","Code","NCI Thesaurus"
"Code_216","d63a5dac-12e7-4a43-9661-bccac699c36d","","Laboratory Test Fasting Status","C83309","Code","NCI Thesaurus"
"Code_217","15a2d71e-b003-43b4-9e71-8509fb40c957","","Unit of Concentration","C48207","Code","NCI Thesaurus"
"Code_218","14c66c54-e4ee-474c-a3ab-89d945801d1c","","Biospecimen Type","C70713","Code","NCI Thesaurus"
"Code_214","c4b821f8-4c54-45ee-a13e-34f76f9285d0","","Creatinine Measurement","C64547","Code","NCI Thesaurus"
"Code_220","08c62ad7-3392-49eb-b622-4687cb3d434d","","Laboratory Test Result","C36292","Code","NCI Thesaurus"
"Code_221","c18af36f-fefb-4c03-a8c9-8fe68f940cab","","Laboratory Test Fasting Status","C83309","Code","NCI Thesaurus"
"Code_222","7e88b27e-b5da-4cfd-868b-19fb0bcca3d0","","Molarity Unit","C64567","Code","NCI Thesaurus"
"Code_223","15bbb142-e42c-4047-b3c0-8b2d4d1c64b1","","Biospecimen Type","C70713","Code","NCI Thesaurus"
"Code_219","3126d1ed-941f-40e7-9f6f-8acfab928766","","Potassium Measurement","C64853","Code","NCI Thesaurus"
"Code_225","6bdd7f92-edfe-464e-8286-63db8c105d5c","","Laboratory Test Result","C36292","Code","NCI Thesaurus"
"Code_226","39885d68-5fd2-4c5e-a487-e3cfc113e759","","Laboratory Test Fasting Status","C83309","Code","NCI Thesaurus"
"Code_227","7040924e-f52e-439e-ae1d-cb236adf20e1","","Molarity Unit","C64567","Code","NCI Thesaurus"
"Code_228","ff7332a7-134f-4e8b-9f50-dc332dd010e7","","Biospecimen Type","C70713","Code","NCI Thesaurus"
"Code_224","ddfdd0a0-6e58-4ced-af79-46c9ae8e3bc7","","Sodium Measurement","C64809","Code","NCI Thesaurus"
"Code_230","62b95633-4890-4263-ab6c-a26193e4a413","","Vital Signs Result","C173522","Code","NCI Thesaurus"
"Code_231","972954ea-eac8-4648-a25b-e5921a9b6483","2023-09-29","Pascal","C42547","Code","http://www.cdisc.org"
"Code_232","0d8eb206-f632-4fec-b0de-8e9e9ad1a216","","Unit of Pressure","C49669","Code","NCI Thesaurus"
"Code_233","5b7062c8-72f3-41a6-8f58-53975508249a","","Vital Signs Location","C83088","Code","NCI Thesaurus"
"Code_234","720c751e-aa34-405e-9404-066b8cc5a704","","Vital Signs Laterality","C123975","Code","NCI Thesaurus"
"Code_235","4f55db2c-6ed5-4427-b39e-e3e23eff3323","","Test Method","C82535","Code","NCI Thesaurus"
"Code_236","8916c792-836b-402e-852d-cfdc926dd099","","Vital Signs Position","C83114","Code","NCI Thesaurus"
"Code_229","b1fffe97-83c6-463b-b496-9b32e3dda112","","Systolic Blood Pressure","C25298","Code","NCI Thesaurus"
"Code_238","b75a6f50-31be-49fa-ba80-c2c18ee91b8e","","Vital Signs Result","C173522","Code","NCI Thesaurus"
"Code_239","1e6c1003-940f-4ac5-ba04-160ae667bce1","2023-09-29","Pascal","C42547","Code","http://www.cdisc.org"
"Code_240","dfec6823-a977-4620-9c9d-f2f1821564c8","","Unit of Pressure","C49669","Code","NCI Thesaurus"
"Code_241","7098ec25-e8b3-464c-934b-e13627ac4ced","","Vital Signs Location","C83088","Code","NCI Thesaurus"
"Code_242","78e79b2e-4b80-4814-9fbe-01c85ec18f95","","Vital Signs Laterality","C123975","Code","NCI Thesaurus"
"Code_243","2c384e05-98f1-4ec3-90df-db2523819873","","Test Method","C82535","Code","NCI Thesaurus"
"Code_244","657066c3-db9b-4b2e-a656-ba4c0b1036c2","","Vital Signs Position","C83114","Code","NCI Thesaurus"
"Code_237","26ce1ce9-1b48-4cbb-96a1-16fac5b37217","","Diastolic Blood Pressure","C25299","Code","NCI Thesaurus"
"Code_246","ad1a831d-b97d-4b1b-92cd-d9f3e34b0b3f","","Vital Signs Result","C173522","Code","NCI Thesaurus"
