"isRequired","id","uuid:ID","instanceType","isEnabled","name","datatype","label"
"True","BiomedicalConceptProperty_125","6fa937ed-bdf4-49a8-b3e1-4d0ed7ed7a0e","BiomedicalConceptProperty","True","Laboratory Test Result","decimal","Laboratory Test Result"
"True","BiomedicalConceptProperty_126","e61457e4-2d62-45e3-9fe4-b8570f34d4eb","BiomedicalConceptProperty","True","Laboratory Test Fasting Status","boolean","Laboratory Test Fasting Status"
"True","BiomedicalConceptProperty_127","f6a2884a-ddf8-41da-992d-f9d9833862bf","BiomedicalConceptProperty","True","Molarity Unit","string","Molarity Unit"
"True","BiomedicalConceptProperty_128","4ecedad2-22cc-4f55-9d0e-ad7bb1b5b57f","BiomedicalConceptProperty","True","Biospecimen Type","string","Biospecimen Type"
"True","BiomedicalConceptProperty_129","261d3632-a619-493a-bb4f-af64b54f4b41","BiomedicalConceptProperty","True","Laboratory Test Result","decimal","Laboratory Test Result"
"True","BiomedicalConceptProperty_130","81ec3589-eb5f-4ec0-840d-e204a82fbeca","BiomedicalConceptProperty","True","Laboratory Test Fasting Status","boolean","Laboratory Test Fasting Status"
"True","BiomedicalConceptProperty_131","32c4ce78-f69f-4694-8ad0-0d71d3d942cf","BiomedicalConceptProperty","True","Molarity Unit","string","Molarity Unit"
"True","BiomedicalConceptProperty_132","736720bd-69b7-4074-9267-4779c5ce705e","BiomedicalConceptProperty","True","Biospecimen Type","string","Biospecimen Type"
"True","BiomedicalConceptProperty_1","8c5b78b1-ebf6-4863-9fb9-bb3eae2e253c","BiomedicalConceptProperty","True","Adverse Event Verbatim Description","string","Adverse Event Verbatim Description"
"True","BiomedicalConceptProperty_2","4493ce21-5462-4d97-91fe-a62c6f2f9768","BiomedicalConceptProperty","True","Adverse Event Dictionary Derived Term","string","Adverse Event Dictionary Derived Term"
"True","BiomedicalConceptProperty_3","7dccf5fc-1178-4874-aa97-c1d6b3024161","BiomedicalConceptProperty","True","Adverse Event Category","string","Adverse Event Category"
"True","BiomedicalConceptProperty_4","6449227e-069d-4c07-b6ba-14ca12c7dad7","BiomedicalConceptProperty","True","Adverse Event Subcategory","string","Adverse Event Subcategory"
"True","BiomedicalConceptProperty_5","12e63c65-d8cc-414c-9ff8-b85a6d1917de","BiomedicalConceptProperty","True","Adverse Event Pre-specified","boolean","Adverse Event Pre-specified"
"True","BiomedicalConceptProperty_6","7f5c4089-e528-4761-b888-ba8d4fde9939","BiomedicalConceptProperty","True","Severity of Adverse Event","string","Severity of Adverse Event"
"True","BiomedicalConceptProperty_7","bfe61312-578c-42a8-8e10-be0292880fe5","BiomedicalConceptProperty","True","Adverse Event Toxicity Grade","string","Adverse Event Toxicity Grade"
"True","BiomedicalConceptProperty_8","ab435389-cb6c-4476-a9aa-6193cdcb9d64","BiomedicalConceptProperty","True","Seriousness of Adverse Event","boolean","Seriousness of Adverse Event"
"True","BiomedicalConceptProperty_9","bc37be67-dbb2-4427-8423-5b1f6f6609c0","BiomedicalConceptProperty","True","Adverse Event Action Taken with Study Treatment","string","Adverse Event Action Taken with Study Treatment"
"True","BiomedicalConceptProperty_10","f068bda9-319c-4bc8-96cd-82ef8a22ee03","BiomedicalConceptProperty","True","Adverse Event Attribution to Product or Procedure","string","Adverse Event Attribution to Product or Procedure"
"True","BiomedicalConceptProperty_11","43560095-cac1-4376-83ef-1886fa2d6701","BiomedicalConceptProperty","True","Adverse Event Pattern","string","Adverse Event Pattern"
"True","BiomedicalConceptProperty_12","bbf02558-aaca-480a-9df1-bc58f2338c0e","BiomedicalConceptProperty","True","Adverse Event Outcome","string","Adverse Event Outcome"
"True","BiomedicalConceptProperty_13","2911cbe5-37b5-4df0-b074-cead09e94dfb","BiomedicalConceptProperty","True","Adverse Event Start Date Time","datetime","Adverse Event Start Date Time"
"True","BiomedicalConceptProperty_14","3b8479fe-5e06-4857-aa56-dec43177b7ca","BiomedicalConceptProperty","True","Adverse Event End Date Time","datetime","Adverse Event End Date Time"
"True","BiomedicalConceptProperty_15","ba3b34fa-d6a3-47c6-a090-b26a519ca841","BiomedicalConceptProperty","True","Vital Signs Result","decimal","Vital Signs Result"
"True","BiomedicalConceptProperty_16","6934ced7-7db8-460a-a213-bc4f4266c2da","BiomedicalConceptProperty","True","Unit of Pressure","string","Unit of Pressure"
"True","BiomedicalConceptProperty_17","141aeaa0-c1f6-47eb-943e-538870bd26aa","BiomedicalConceptProperty","True","Vital Signs Location","string","Vital Signs Location"
"True","BiomedicalConceptProperty_18","f75a6041-64a3-4d0a-b1c9-84a9fc57af47","BiomedicalConceptProperty","True","Vital Signs Laterality","string","Vital Signs Laterality"
"True","BiomedicalConceptProperty_19","408fb8d8-a553-4a02-95f5-a2b5bb122e90","BiomedicalConceptProperty","True","Test Method","string","Test Method"
"True","BiomedicalConceptProperty_20","299bc2ca-c822-47ba-9dfd-ac19dea45eef","BiomedicalConceptProperty","True","Vital Signs Position","string","Vital Signs Position"
"True","BiomedicalConceptProperty_21","b06c50a7-2117-4b67-a27a-ab636bd1e999","BiomedicalConceptProperty","True","Vital Signs Result","decimal","Vital Signs Result"
"True","BiomedicalConceptProperty_22","8e1b0a9a-e797-427d-8224-85d8334f8ef4","BiomedicalConceptProperty","True","Unit of Pressure","string","Unit of Pressure"
"True","BiomedicalConceptProperty_23","79620e85-ed82-4bd2-9ffd-74d287669cfe","BiomedicalConceptProperty","True","Vital Signs Location","string","Vital Signs Location"
"True","BiomedicalConceptProperty_24","190b4729-ed69-411a-951b-2823dc4d46e0","BiomedicalConceptProperty","True","Vital Signs Laterality","string","Vital Signs Laterality"
"True","BiomedicalConceptProperty_25","a680ed2f-a151-46c6-934f-6edb4d1f69b0","BiomedicalConceptProperty","True","Test Method","string","Test Method"
"True","BiomedicalConceptProperty_26","2d9ef4ff-8165-463f-b992-3dd0f584718f","BiomedicalConceptProperty","True","Vital Signs Position","string","Vital Signs Position"
"True","BiomedicalConceptProperty_27","4a9958cc-9f2e-4dfd-9456-ee223c83750c","BiomedicalConceptProperty","True","Vital Signs Result","decimal","Vital Signs Result"
"True","BiomedicalConceptProperty_28","364b87ef-83ff-4a89-8075-7cdbf183e6d0","BiomedicalConceptProperty","True","Unit of Temperature","string","Unit of Temperature"
"True","BiomedicalConceptProperty_29","a910ed55-c852-4861-9f09-36fa0b8d8781","BiomedicalConceptProperty","True","Vital Signs Location","string","Vital Signs Location"
"True","BiomedicalConceptProperty_30","06df3f6e-b3fc-4b29-bacc-0e0d71b0d944","BiomedicalConceptProperty","True","Vital Signs Result","decimal","Vital Signs Result"
"True","BiomedicalConceptProperty_31","c518653c-5a1c-4188-8757-003cc4e88a4a","BiomedicalConceptProperty","True","Unit of Weight","string","Unit of Weight"
"True","BiomedicalConceptProperty_32","3fae9ae7-c274-49f4-9962-d5808126a981","BiomedicalConceptProperty","True","Vital Signs Result","decimal","Vital Signs Result"
"True","BiomedicalConceptProperty_33","5923b0b4-72b6-4143-8bf3-1bf57f2b62a0","BiomedicalConceptProperty","True","Unit of Height","string","Unit of Height"
"True","BiomedicalConceptProperty_34","565a744d-78b1-4249-97dc-fb6a7cc8db21","BiomedicalConceptProperty","True","Laboratory Test Result","decimal","Laboratory Test Result"
"True","BiomedicalConceptProperty_35","f9aba0c2-f952-42d7-b8b7-e435bb43c341","BiomedicalConceptProperty","True","Laboratory Test Fasting Status","boolean","Laboratory Test Fasting Status"
"True","BiomedicalConceptProperty_36","79fa8fd2-a483-4792-9f80-b3d5b09bdea0","BiomedicalConceptProperty","True","Unit of Catalytic Activity Concentration","string","Unit of Catalytic Activity Concentration"
"True","BiomedicalConceptProperty_37","6039d62c-dd52-4b5e-a377-7c0aa8a47ab4","BiomedicalConceptProperty","True","Biospecimen Type","string","Biospecimen Type"
"True","BiomedicalConceptProperty_38","20983aa8-cbf8-45cd-bdf4-0c99144e34a3","BiomedicalConceptProperty","True","Laboratory Test Result","string","Laboratory Test Result"
"True","BiomedicalConceptProperty_39","ace2c539-5418-47be-89d0-45527fda4ed7","BiomedicalConceptProperty","True","Laboratory Test Fasting Status","boolean","Laboratory Test Fasting Status"
"True","BiomedicalConceptProperty_40","72ab2f9f-b193-4f34-b336-993412f29b3d","BiomedicalConceptProperty","True","Unit of Concentration","string","Unit of Concentration"
"True","BiomedicalConceptProperty_41","8ddadf63-40cd-4ec4-9587-bdb693270f5d","BiomedicalConceptProperty","True","Biospecimen Type","string","Biospecimen Type"
"True","BiomedicalConceptProperty_42","385aeb2d-76c0-442a-9b3b-29872e9ea55b","BiomedicalConceptProperty","True","Laboratory Test Result","decimal","Laboratory Test Result"
"True","BiomedicalConceptProperty_43","e3b47377-07a4-499d-885f-8970767fb15e","BiomedicalConceptProperty","True","Laboratory Test Fasting Status","boolean","Laboratory Test Fasting Status"
"True","BiomedicalConceptProperty_44","0ba3c54d-3d63-461d-8cce-ebe951980662","BiomedicalConceptProperty","True","Unit of Catalytic Activity Concentration","string","Unit of Catalytic Activity Concentration"
"True","BiomedicalConceptProperty_45","2665f185-d72f-4d3a-9947-adbcce160171","BiomedicalConceptProperty","True","Biospecimen Type","string","Biospecimen Type"
"True","BiomedicalConceptProperty_46","89d632de-6276-4151-b956-8cff0cb2bbcc","BiomedicalConceptProperty","True","Laboratory Test Result","decimal","Laboratory Test Result"
"True","BiomedicalConceptProperty_47","11c529b6-28e9-4a84-903f-c0b3ef2d939b","BiomedicalConceptProperty","True","Laboratory Test Fasting Status","boolean","Laboratory Test Fasting Status"
"True","BiomedicalConceptProperty_48","99e85e1f-e815-4125-be4f-f255df02984e","BiomedicalConceptProperty","True","Unit of Catalytic Activity Concentration","string","Unit of Catalytic Activity Concentration"
"True","BiomedicalConceptProperty_49","c3ac80ab-4719-4a3e-8ff9-86dff7c1639b","BiomedicalConceptProperty","True","Biospecimen Type","string","Biospecimen Type"
"True","BiomedicalConceptProperty_50","4c172ddf-c44f-4ad3-9b1c-30273b669f76","BiomedicalConceptProperty","True","Laboratory Test Result","string","Laboratory Test Result"
"True","BiomedicalConceptProperty_51","cb36448b-ae79-449a-bf06-dec39e648635","BiomedicalConceptProperty","True","Laboratory Test Fasting Status","boolean","Laboratory Test Fasting Status"
"True","BiomedicalConceptProperty_52","2e3045d4-561c-49ce-9514-772029936516","BiomedicalConceptProperty","True","Unit of Concentration","string","Unit of Concentration"
"True","BiomedicalConceptProperty_53","743aa6c1-118d-409c-8fd8-3f3978009ff8","BiomedicalConceptProperty","True","Biospecimen Type","string","Biospecimen Type"
"True","BiomedicalConceptProperty_54","3b18bef4-e975-47d6-b1f7-2940b7756198","BiomedicalConceptProperty","True","Laboratory Test Result","decimal","Laboratory Test Result"
"True","BiomedicalConceptProperty_55","4ffe831e-d5e4-4f74-813b-a98784d44e6e","BiomedicalConceptProperty","True","Laboratory Test Fasting Status","boolean","Laboratory Test Fasting Status"
"True","BiomedicalConceptProperty_56","1b657cb2-8b56-4f86-84a1-0ae142e40c26","BiomedicalConceptProperty","True","Molarity Unit","string","Molarity Unit"
"True","BiomedicalConceptProperty_57","39555445-ca91-4432-8e22-246f86d75432","BiomedicalConceptProperty","True","Biospecimen Type","string","Biospecimen Type"
"True","BiomedicalConceptProperty_58","bd9d6f5d-a294-4624-9e76-b70df03326ea","BiomedicalConceptProperty","True","Laboratory Test Result","decimal","Laboratory Test Result"
"True","BiomedicalConceptProperty_59","24aee5c5-6b3b-4774-ba21-0cb04501a9e4","BiomedicalConceptProperty","True","Laboratory Test Fasting Status","boolean","Laboratory Test Fasting Status"
"True","BiomedicalConceptProperty_60","1c7e3c67-8e23-420a-8edd-e3aa995a82d4","BiomedicalConceptProperty","True","Molarity Unit","string","Molarity Unit"
"True","BiomedicalConceptProperty_61","29f6ecac-1b56-473a-9e8e-e432002f3576","BiomedicalConceptProperty","True","Biospecimen Type","string","Biospecimen Type"
"True","BiomedicalConceptProperty_62","7f56269c-5677-4540-b4cf-1e859c266a7c","BiomedicalConceptProperty","True","Vital Signs Result","decimal","Vital Signs Result"
"True","BiomedicalConceptProperty_63","05e7c29a-6b3c-466e-9c31-c330ff597102","BiomedicalConceptProperty","True","Unit of Pressure","string","Unit of Pressure"
"True","BiomedicalConceptProperty_64","a09e58ea-5306-4daa-80b9-2e8e24a29d96","BiomedicalConceptProperty","True","Vital Signs Location","string","Vital Signs Location"
"True","BiomedicalConceptProperty_65","d69c1bd6-24ec-4a09-8e83-fae88c71efdb","BiomedicalConceptProperty","True","Vital Signs Laterality","string","Vital Signs Laterality"
"True","BiomedicalConceptProperty_66","ad60c5ad-6cd5-421d-9bc3-1f32ada7935b","BiomedicalConceptProperty","True","Test Method","string","Test Method"
"True","BiomedicalConceptProperty_67","0f5de64a-6b35-46a1-b392-6f3fa8b79465","BiomedicalConceptProperty","True","Vital Signs Position","string","Vital Signs Position"
"True","BiomedicalConceptProperty_68","599ef1ea-e86d-485a-b9d1-885a06079835","BiomedicalConceptProperty","True","Vital Signs Result","decimal","Vital Signs Result"
"True","BiomedicalConceptProperty_69","406e29a8-837e-46e8-90d0-074b4fe3bb80","BiomedicalConceptProperty","True","Unit of Pressure","string","Unit of Pressure"
"True","BiomedicalConceptProperty_70","9ac852fa-3d7f-404f-91a9-dcca15a99593","BiomedicalConceptProperty","True","Vital Signs Location","string","Vital Signs Location"
"True","BiomedicalConceptProperty_71","2c921ddc-57a0-4500-9f94-c96e2515fb42","BiomedicalConceptProperty","True","Vital Signs Laterality","string","Vital Signs Laterality"
"True","BiomedicalConceptProperty_72","7e22c39c-ec24-45f0-bd61-c77af71e7dca","BiomedicalConceptProperty","True","Test Method","string","Test Method"
"True","BiomedicalConceptProperty_73","24b0910d-5f04-4399-b9aa-94275b87de91","BiomedicalConceptProperty","True","Vital Signs Position","string","Vital Signs Position"
"True","BiomedicalConceptProperty_74","e4bcf246-ea5e-4e26-807c-8a4925188e0c","BiomedicalConceptProperty","True","Vital Signs Result","integer","Vital Signs Result"
"True","BiomedicalConceptProperty_75","cf423a36-2a5d-4720-bdc6-5bfddf6bd514","BiomedicalConceptProperty","True","Count per Minute","string","Count per Minute"
"True","BiomedicalConceptProperty_76","39ea2f35-ff3b-4eb8-9124-4133120bdb6c","BiomedicalConceptProperty","True","Vital Signs Location","string","Vital Signs Location"
"True","BiomedicalConceptProperty_77","85284912-b5eb-4727-b48d-e5e2c70c9eed","BiomedicalConceptProperty","True","Vital Signs Laterality","string","Vital Signs Laterality"
"True","BiomedicalConceptProperty_78","856e029b-c630-400d-9414-f22b02d3ef80","BiomedicalConceptProperty","True","Test Method","string","Test Method"
"True","BiomedicalConceptProperty_79","0ae8b885-7f40-4f48-8710-f8cf722160a5","BiomedicalConceptProperty","True","Vital Signs Position","string","Vital Signs Position"
"True","BiomedicalConceptProperty_80","219565b2-ec09-464e-8344-083b53169352","BiomedicalConceptProperty","True","Vital Signs Result","decimal","Vital Signs Result"
"True","BiomedicalConceptProperty_81","5141a679-cab9-44c4-8ba1-f86d196f7697","BiomedicalConceptProperty","True","Unit of Pressure","string","Unit of Pressure"
"True","BiomedicalConceptProperty_82","86c48c10-0bde-4666-ae09-5b2a85fd0916","BiomedicalConceptProperty","True","Vital Signs Location","string","Vital Signs Location"
"True","BiomedicalConceptProperty_83","99fa05bc-f2a0-46d5-806b-396b5f9fd6f5","BiomedicalConceptProperty","True","Vital Signs Laterality","string","Vital Signs Laterality"
"True","BiomedicalConceptProperty_84","97e93a1d-5409-43c5-ad71-c9a685b55d49","BiomedicalConceptProperty","True","Test Method","string","Test Method"
"True","BiomedicalConceptProperty_85","a919426f-bab0-40c3-84b3-c6bfed875be4","BiomedicalConceptProperty","True","Vital Signs Position","string","Vital Signs Position"
"True","BiomedicalConceptProperty_86","79bdb4fb-9c94-416e-8f62-1c8461735caa","BiomedicalConceptProperty","True","Vital Signs Result","decimal","Vital Signs Result"
"True","BiomedicalConceptProperty_87","ac61a58d-4f98-4f6c-b951-bd27abe3c4ab","BiomedicalConceptProperty","True","Unit of Pressure","string","Unit of Pressure"
"True","BiomedicalConceptProperty_88","1499d5b1-b7f1-4690-b040-6e305679ab7b","BiomedicalConceptProperty","True","Vital Signs Location","string","Vital Signs Location"
"True","BiomedicalConceptProperty_89","8ec927ee-2ac5-4f67-8443-934c42ae3379","BiomedicalConceptProperty","True","Vital Signs Laterality","string","Vital Signs Laterality"
"True","BiomedicalConceptProperty_90","b51d8b16-87ab-404f-ba40-3107165d27b5","BiomedicalConceptProperty","True","Test Method","string","Test Method"
"True","BiomedicalConceptProperty_91","6e7c8cfa-5ccc-4a18-a7a4-9e10abd1fa50","BiomedicalConceptProperty","True","Vital Signs Position","string","Vital Signs Position"
"True","BiomedicalConceptProperty_92","4c3112b5-aa3a-4401-a5ab-b59f7d9417f2","BiomedicalConceptProperty","True","Vital Signs Result","integer","Vital Signs Result"
"True","BiomedicalConceptProperty_93","da83ff07-7269-4774-ae43-596d0168c2df","BiomedicalConceptProperty","True","Count per Minute","string","Count per Minute"
"True","BiomedicalConceptProperty_94","4da11dfc-e985-45c1-957c-831f777b3342","BiomedicalConceptProperty","True","Vital Signs Location","string","Vital Signs Location"
"True","BiomedicalConceptProperty_95","273a4125-9e52-4d03-a357-862793e92902","BiomedicalConceptProperty","True","Vital Signs Laterality","string","Vital Signs Laterality"
"True","BiomedicalConceptProperty_96","b15f88e3-68fa-4147-9642-1f68a2434e89","BiomedicalConceptProperty","True","Test Method","string","Test Method"
"True","BiomedicalConceptProperty_97","25904460-a89c-4aee-bc79-9d282131bad7","BiomedicalConceptProperty","True","Vital Signs Position","string","Vital Signs Position"
