"codeSystemVersion","code","id","uuid:ID","instanceType","codeSystem","decode"
"2023-09-29","C25716","Code_85","6689fcae-9fb7-4ecf-9348-c2fa9fb8c761","Code","http://www.cdisc.org","Visit"
"2023-09-29","C51282","Code_86","df31ff07-7dfb-4fb3-bd7d-6798828d7026","Code","http://www.cdisc.org","Clinic"
"2023-09-29","C175574","Code_87","dda780f4-dd26-45bb-be7d-ca9dee3b00b6","Code","http://www.cdisc.org","In Person"
"2023-09-29","C25716","Code_88","c5d3c391-acf2-42c6-b152-cb721e9d1981","Code","http://www.cdisc.org","Visit"
"2023-09-29","C51282","Code_89","1cf57515-8091-41e7-9c7c-1e4da2727431","Code","http://www.cdisc.org","Clinic"
"2023-09-29","C175574","Code_90","7ad75859-71b8-47f4-8e48-77a77a33638c","Code","http://www.cdisc.org","In Person"
"2023-09-29","C25716","Code_91","15e240cb-ee3d-443d-8da4-bca1d6c741bd","Code","http://www.cdisc.org","Visit"
"2023-09-29","C51282","Code_92","1938517a-6e13-4d61-bf8f-fda7ce19de03","Code","http://www.cdisc.org","Clinic"
"2023-09-29","C175574","Code_93","5ea98699-9d4b-4972-87cb-1dca5789de13","Code","http://www.cdisc.org","In Person"
"2023-09-29","C25716","Code_94","2f72dab8-5da8-4d0d-8a2c-ee2c1b73ce37","Code","http://www.cdisc.org","Visit"
"2023-09-29","C51282","Code_95","ad5ff124-4a22-4fcb-9ec5-5cc95d7d71a3","Code","http://www.cdisc.org","Clinic"
"2023-09-29","C175574","Code_96","ed56f1a2-06e2-4440-b646-b3b7879a62d0","Code","http://www.cdisc.org","In Person"
"2023-09-29","C25716","Code_97","bffab6bb-bdec-4d9f-9adb-90154c65ab12","Code","http://www.cdisc.org","Visit"
"2023-09-29","C51282","Code_98","5ff7f0b8-f460-4e4c-8690-ac26ddc03e4a","Code","http://www.cdisc.org","Clinic"
"2023-09-29","C175574","Code_99","b6ff1fb1-e53a-4410-85a2-83349e26f8cf","Code","http://www.cdisc.org","In Person"
"2023-09-29","C25716","Code_100","86bc2657-e9e0-4f06-ad85-c0a58cd8cd20","Code","http://www.cdisc.org","Visit"
"2023-09-29","C51282","Code_101","a5aac73b-4b95-4624-88e7-bc9946907564","Code","http://www.cdisc.org","Clinic"
"2023-09-29","C175574","Code_102","33d77bbe-cb96-451d-bc19-d74c4593422b","Code","http://www.cdisc.org","In Person"
"2023-09-29","C171537","Code_103","c6c007c1-bec7-4f6d-ba67-cfb47f1396d8","Code","http://www.cdisc.org","Telephone Call"
"2023-09-29","C25716","Code_104","554b9c6a-d5f5-4c12-ade6-1cce5e768b75","Code","http://www.cdisc.org","Visit"
"2023-09-29","C51282","Code_105","37b75526-2227-4ffc-b1db-41f741a9b0a7","Code","http://www.cdisc.org","Clinic"
"2023-09-29","C175574","Code_106","b3f88c72-30ba-4d62-85df-88f26428af41","Code","http://www.cdisc.org","In Person"
"2023-09-29","C171537","Code_107","0cb5a917-4c6d-4b9e-b340-f541367bcff6","Code","http://www.cdisc.org","Telephone Call"
"2023-09-29","C25716","Code_108","3b6c05ca-c829-4e82-a2d0-0f8b92c94991","Code","http://www.cdisc.org","Visit"
"2023-09-29","C51282","Code_109","68df12ad-70cf-459b-a9af-12d9b8ff0085","Code","http://www.cdisc.org","Clinic"
"2023-09-29","C175574","Code_110","a274a012-041a-4cd1-810a-0eef66c585e0","Code","http://www.cdisc.org","In Person"
"2023-09-29","C171537","Code_111","d378cc91-4219-4871-aa0d-f4a20c6c4bf2","Code","http://www.cdisc.org","Telephone Call"
"2023-09-29","C25716","Code_112","e92be922-3dbc-4806-a475-cf43a2b5a994","Code","http://www.cdisc.org","Visit"
"2023-09-29","C51282","Code_113","b80c6272-aa1a-48f3-8d86-462aefe00d54","Code","http://www.cdisc.org","Clinic"
"2023-09-29","C175574","Code_114","f7121524-5765-4005-8657-bfa3061ddcc7","Code","http://www.cdisc.org","In Person"
"2023-09-29","C171537","Code_115","d81095e7-0ff4-4549-b6cf-5ee3dd7af2bd","Code","http://www.cdisc.org","Telephone Call"
"2023-09-29","C25716","Code_116","bd05e0a6-e9ee-4b3f-b822-96f409697e3e","Code","http://www.cdisc.org","Visit"
"2023-09-29","C51282","Code_117","00bac991-6ef8-4f3b-9abf-93181b4a88a3","Code","http://www.cdisc.org","Clinic"
"2023-09-29","C175574","Code_118","dd353d80-99cf-40d9-864b-62fba0751b04","Code","http://www.cdisc.org","In Person"
"2023-09-29","C25716","Code_119","6fad249b-92d8-4392-856f-fe82de959f2e","Code","http://www.cdisc.org","Visit"
"2023-09-29","C51282","Code_120","f791e3e8-7f44-480e-9599-f3f826a9f371","Code","http://www.cdisc.org","Clinic"
"2023-09-29","C175574","Code_121","13b566bd-4f62-48c9-97d7-31b6c7592a6a","Code","http://www.cdisc.org","In Person"
"January 31, 2018","383371000119108","Code_79","9c4fa843-d976-486f-a911-8a38a1a2d364","Code","SNOMED","CT of head without contrast"
"12","123","Code_80","82fa348a-9c1e-4937-93e9-83b7a1a09ecd","Code","SPONSOR","Subject Supine"
"12","124","Code_81","ae7110f0-810f-4950-bb95-b4d7e68c1199","Code","SPONSOR","Subject Standing"
"","C173522","Code_278","0ff7bb64-be73-4cbf-9733-bb6118256552","Code","NCI Thesaurus","Vital Signs Result"
"2023-09-29","C42537","Code_279","2c68e280-d004-4e19-8e11-c448f7e83d45","Code","http://www.cdisc.org","Kelvin"
"","C44276","Code_280","b12ea998-c673-43bb-a147-a07d2f49ad51","Code","NCI Thesaurus","Unit of Temperature"
"","C83088","Code_281","891b0b03-3b4d-4dd7-be81-e93b2419f870","Code","NCI Thesaurus","Vital Signs Location"
"","C174446","Code_277","4324715f-5272-4876-9f4c-44dd05d61093","Code","NCI Thesaurus","Body Temperature"
"","C173522","Code_283","f7ff163c-b09d-4019-8214-272c6626f974","Code","NCI Thesaurus","Vital Signs Result"
"2023-09-29","C28252","Code_284","fef465be-7d7e-4c41-afa5-df34d42182ae","Code","http://www.cdisc.org","Kilogram"
"2023-09-29","C48155","Code_285","c97fa0a7-567b-4a2c-8d88-bce3a94c201d","Code","http://www.cdisc.org","Gram"
"2023-09-29","C48531","Code_286","e6333f8e-314d-4a51-b01c-d677f99af0b5","Code","http://www.cdisc.org","Pound"
"","C48208","Code_287","22257736-c34c-499c-a093-93ab2044e6d7","Code","NCI Thesaurus","Unit of Weight"
"","C81328","Code_282","1e17f260-c7bc-483f-95da-db77289e4d92","Code","NCI Thesaurus","Body Weight"
"","C173522","Code_289","dd6a1686-1e3c-4cb7-83b8-4666b07a3905","Code","NCI Thesaurus","Vital Signs Result"
"2023-09-29","C49668","Code_290","b7ccc21a-75d3-4242-853c-7a4ffe699dd6","Code","http://www.cdisc.org","Centimeter"
"2023-09-29","C48500","Code_291","65cdafaa-d7b7-49cd-9927-f92c643fb7b3","Code","http://www.cdisc.org","Inch"
"2023-09-29","C28251","Code_292","dc1df426-b623-4dfc-bd77-53a2cae9fc2f","Code","http://www.cdisc.org","Millimeter"
"2023-09-29","C41139","Code_293","8d261992-08f2-4fd0-b9bb-1da4a20c8712","Code","http://www.cdisc.org","Meter"
"","C168688","Code_294","27d38396-6c73-43f8-9473-1ffa2c3519be","Code","NCI Thesaurus","Unit of Height"
"","C164634","Code_288","c00512db-7f9f-4b6b-9236-2f5371290890","Code","NCI Thesaurus","Body Height"
"","C36292","Code_296","f7e00ddf-5675-43f1-8368-970d47835cb1","Code","NCI Thesaurus","Laboratory Test Result"
"","C83309","Code_297","6307d52f-9fa6-4352-8ec4-de6aa39e0019","Code","NCI Thesaurus","Laboratory Test Fasting Status"
"","C67365","Code_298","561e9cb7-530b-4440-b421-b966d963495a","Code","NCI Thesaurus","Unit of Catalytic Activity Concentration"
"","C70713","Code_299","f95a7ab4-0b39-430d-a5df-d6f26192d637","Code","NCI Thesaurus","Biospecimen Type"
"","C64433","Code_295","61e02ea5-6b99-4b83-b84b-2e7c0b3bded5","Code","NCI Thesaurus","Alanine Aminotransferase Measurement"
"","C36292","Code_301","d4c1e84a-1cf2-4569-8b91-53eac08f1190","Code","NCI Thesaurus","Laboratory Test Result"
"","C83309","Code_302","4d30960a-7bb8-49a4-8405-bc9dea4b5452","Code","NCI Thesaurus","Laboratory Test Fasting Status"
"","C48207","Code_303","47237ba4-e1ff-4e52-ae2c-7c34818db966","Code","NCI Thesaurus","Unit of Concentration"
"","C70713","Code_304","070d6314-097a-4fe9-be4a-e3c46e250d95","Code","NCI Thesaurus","Biospecimen Type"
"","C64431","Code_300","591ce22d-7b00-4e63-9fa0-c5eefa996d2b","Code","NCI Thesaurus","Albumin Measurement"
"","C36292","Code_306","1da1658f-e004-4fa8-ae3e-e270079e1e60","Code","NCI Thesaurus","Laboratory Test Result"
"","C83309","Code_307","bbe4e4ee-a619-453b-8538-2a178e942953","Code","NCI Thesaurus","Laboratory Test Fasting Status"
"","C67365","Code_308","bdce6f25-b3ff-44da-8d9d-d760a45e43d5","Code","NCI Thesaurus","Unit of Catalytic Activity Concentration"
"","C70713","Code_309","09c28f95-f286-4af2-b51d-d48a56a7013f","Code","NCI Thesaurus","Biospecimen Type"
"","C64432","Code_305","07773276-4bbe-4ebb-a4a5-d4b859d17b0b","Code","NCI Thesaurus","Alkaline Phosphatase Measurement"
"","C36292","Code_311","4032eb1b-30f3-4245-bbd9-fd9bc090fa5d","Code","NCI Thesaurus","Laboratory Test Result"
"","C83309","Code_312","7f6d76e4-8540-4593-9ffe-55d301a6f210","Code","NCI Thesaurus","Laboratory Test Fasting Status"
"","C67365","Code_313","032eddfc-71d9-4f89-a725-1dbc4a0ee86f","Code","NCI Thesaurus","Unit of Catalytic Activity Concentration"
"","C70713","Code_314","f169162f-2962-43bc-998d-3e07bac15875","Code","NCI Thesaurus","Biospecimen Type"
"","C64467","Code_310","1ee1c356-eae7-41d4-9911-2482297506c3","Code","NCI Thesaurus","Aspartate Aminotransferase Measurement"
"","C36292","Code_316","e4331ed5-bd72-4a47-8993-ae8284889429","Code","NCI Thesaurus","Laboratory Test Result"
"","C83309","Code_317","7f2778f3-de7f-408d-8a09-395dd7400a47","Code","NCI Thesaurus","Laboratory Test Fasting Status"
"","C48207","Code_318","93ed548b-66c5-4c87-b9a9-d9eb55c0fbad","Code","NCI Thesaurus","Unit of Concentration"
"","C70713","Code_319","4266c59d-eba3-4220-a762-9e7f8f6063bf","Code","NCI Thesaurus","Biospecimen Type"
"","C64547","Code_315","179b3f75-f628-482c-a05d-955490028c97","Code","NCI Thesaurus","Creatinine Measurement"
"","C36292","Code_321","21ee3847-9768-4658-bac0-369fe0c2f018","Code","NCI Thesaurus","Laboratory Test Result"
"","C83309","Code_322","31569388-2dac-47f2-af63-87157cf02f70","Code","NCI Thesaurus","Laboratory Test Fasting Status"
"","C64567","Code_323","f8bd76b0-e982-40d0-8ad4-6c81801b43cb","Code","NCI Thesaurus","Molarity Unit"
"","C70713","Code_324","7ec232ec-a0fd-43e9-832d-e832b1f38c27","Code","NCI Thesaurus","Biospecimen Type"
"","C64853","Code_320","fb8109b9-888e-4c72-8668-06aa8afbcf4b","Code","NCI Thesaurus","Potassium Measurement"
"","C36292","Code_326","08b3ae67-6234-47b4-bb41-d89fcd9941f1","Code","NCI Thesaurus","Laboratory Test Result"
"","C83309","Code_327","4432d1ae-b024-48f5-aac5-a35b5ddce38a","Code","NCI Thesaurus","Laboratory Test Fasting Status"
"","C64567","Code_328","75cd5367-fc3a-498e-b470-f306118cd1e8","Code","NCI Thesaurus","Molarity Unit"
"","C70713","Code_329","a96e2293-bef3-4382-984c-965816c877ac","Code","NCI Thesaurus","Biospecimen Type"
"","C64809","Code_325","4847c283-1c46-4df8-b2b1-e6f0404251d3","Code","NCI Thesaurus","Sodium Measurement"
"","C78541","Code_145","c52d96ab-d6d6-41fb-a309-7702eb210c7e","Code","NCI Thesaurus","Adverse Event Verbatim Description"
"","C83344","Code_146","48b44a51-bedf-4e83-84a5-22e1db79a979","Code","NCI Thesaurus","Adverse Event Dictionary Derived Term"
"","C83198","Code_147","c89eeb01-c52b-4229-84d9-c5aa7ecbbc81","Code","NCI Thesaurus","Adverse Event Category"
"","C83212","Code_148","0b1eb644-710d-4a00-a260-2d24fa497466","Code","NCI Thesaurus","Adverse Event Subcategory"
"","C87840","Code_149","e9ff1a52-b7ff-4cc2-930f-d04f00a04fa9","Code","NCI Thesaurus","Adverse Event Pre-specified"
"","C53253","Code_150","9e18ac3a-d56a-470e-a40a-f25963229421","Code","NCI Thesaurus","Severity of Adverse Event"
"","C78605","Code_151","85ea4b80-cd6b-48e2-aa73-d6feba3fe0e5","Code","NCI Thesaurus","Adverse Event Toxicity Grade"
"","C53252","Code_152","2973cee7-5d8b-463f-a6bd-1d32b3de86e3","Code","NCI Thesaurus","Seriousness of Adverse Event"
"","C83013","Code_153","2061f8be-7799-4aa2-ad33-62fdee893616","Code","NCI Thesaurus","Adverse Event Action Taken with Study Treatment"
"","C41358","Code_154","7b20fb5e-2b0a-456e-8d95-44e6788b4af3","Code","NCI Thesaurus","Adverse Event Attribution to Product or Procedure"
"2023-09-29","C71325","Code_155","edc7507a-9389-4929-b28c-3dd4e3d8224f","Code","http://www.cdisc.org","Intermittent"
"","C83208","Code_156","0f2c4424-a93e-456e-a576-66f2e1c3b97c","Code","NCI Thesaurus","Adverse Event Pattern"
"","C49489","Code_157","800a4131-2f45-42ab-a822-f0061c6b0ebf","Code","NCI Thesaurus","Adverse Event Outcome"
"","C83215","Code_158","24d569eb-b721-41c9-a4f0-5cba1b2ddc30","Code","NCI Thesaurus","Adverse Event Start Date Time"
"","C83201","Code_159","cadee361-1bc3-4fb5-b49d-da76d77dfcb5","Code","NCI Thesaurus","Adverse Event End Date Time"
"","C41331","Code_144","5bc56f87-dbe7-4fec-80e6-a1b1842b730a","Code","NCI Thesaurus","Adverse Event"
"","C173522","Code_161","84acb0ba-c4ef-44f3-9d4d-eee8cb5474b5","Code","NCI Thesaurus","Vital Signs Result"
"2023-09-29","C42547","Code_162","b263951b-462d-40e2-9cec-bf54e7c63cf6","Code","http://www.cdisc.org","Pascal"
"","C49669","Code_163","c345cbca-95c2-43e9-be58-e59a36e96934","Code","NCI Thesaurus","Unit of Pressure"
"","C83088","Code_164","a69addd6-e540-45ff-becd-7bc9a42b009b","Code","NCI Thesaurus","Vital Signs Location"
"","C123975","Code_165","ef8df4de-ab9e-4028-89d5-2490c73d5ae3","Code","NCI Thesaurus","Vital Signs Laterality"
"","C82535","Code_166","4958770f-6421-4a4c-84cc-d46cf63ff6aa","Code","NCI Thesaurus","Test Method"
"","C83114","Code_167","57d5b98a-aee9-400d-8fc7-54a074a0208f","Code","NCI Thesaurus","Vital Signs Position"
"","C25298","Code_160","c6298f25-7841-426b-8a82-e2a373d2d9bb","Code","NCI Thesaurus","Systolic Blood Pressure"
"","C173522","Code_169","18e3d6e2-5dd5-4352-a603-9be73c3b46c2","Code","NCI Thesaurus","Vital Signs Result"
"2023-09-29","C42547","Code_170","71b4423a-bac5-45cf-b4ca-fc2eee241f66","Code","http://www.cdisc.org","Pascal"
"","C49669","Code_171","b8eea9af-9a6f-4f54-9c02-0cf166e87493","Code","NCI Thesaurus","Unit of Pressure"
"","C83088","Code_172","71f5642e-f481-4fd1-90be-93f1a5f0e84d","Code","NCI Thesaurus","Vital Signs Location"
"","C123975","Code_173","17f235d4-b65c-4044-af61-32cb7a65cada","Code","NCI Thesaurus","Vital Signs Laterality"
"","C82535","Code_174","d98f697c-b1bb-4c8f-ba72-7e2818a1f342","Code","NCI Thesaurus","Test Method"
"","C83114","Code_175","c1df00aa-1576-480c-880b-80a7bffa63ea","Code","NCI Thesaurus","Vital Signs Position"
"","C25299","Code_168","b4c72787-0127-4a9a-8ad6-bfaed7befb25","Code","NCI Thesaurus","Diastolic Blood Pressure"
"","C173522","Code_177","bf2ddecd-d363-4fb6-a91a-f1b875a4cda9","Code","NCI Thesaurus","Vital Signs Result"
"2023-09-29","C42537","Code_178","34b11eed-a6ce-49e1-b20c-62655718ea0d","Code","http://www.cdisc.org","Kelvin"
"","C44276","Code_179","eb2d49c3-425f-4430-a4be-53da05c83c5e","Code","NCI Thesaurus","Unit of Temperature"
"","C83088","Code_180","aadf283d-e165-4a50-a2fc-6cda13a82d95","Code","NCI Thesaurus","Vital Signs Location"
"","C174446","Code_176","def6ead3-34ae-42d9-a83e-1498c2c3879c","Code","NCI Thesaurus","Body Temperature"
"","C173522","Code_182","d20bd89e-f836-4be8-8c78-c5c2c57102f6","Code","NCI Thesaurus","Vital Signs Result"
"2023-09-29","C28252","Code_183","2f6e4e37-b926-4138-b186-9fbb310a534f","Code","http://www.cdisc.org","Kilogram"
"2023-09-29","C48155","Code_184","22b9e5d3-bfad-4f99-ac6d-d823be2662a7","Code","http://www.cdisc.org","Gram"
"2023-09-29","C48531","Code_185","c0f8008d-0536-44f3-90e3-5eb24f36e1ad","Code","http://www.cdisc.org","Pound"
"","C48208","Code_186","ff147910-7f42-4cd1-8955-e6450e9ae222","Code","NCI Thesaurus","Unit of Weight"
"","C81328","Code_181","437358f1-81d7-4073-b54a-28fa5bf6b900","Code","NCI Thesaurus","Body Weight"
"","C173522","Code_188","16ebcee7-a908-44c1-bd2c-6c25678a68dd","Code","NCI Thesaurus","Vital Signs Result"
"2023-09-29","C49668","Code_189","75559bf1-1503-4726-960b-490b18ea7e9d","Code","http://www.cdisc.org","Centimeter"
"2023-09-29","C48500","Code_190","afadad89-be61-4b44-a876-cf60f860c4b5","Code","http://www.cdisc.org","Inch"
"2023-09-29","C28251","Code_191","c4e5d659-e08e-45d5-9660-feaaa8ba859c","Code","http://www.cdisc.org","Millimeter"
"2023-09-29","C41139","Code_192","53a80083-89c1-409b-a998-31c085ba272e","Code","http://www.cdisc.org","Meter"
"","C168688","Code_193","688f0d70-39e3-4261-a89f-91507b207183","Code","NCI Thesaurus","Unit of Height"
"","C164634","Code_187","57a2d010-dae8-478c-970e-156f7b9330e7","Code","NCI Thesaurus","Body Height"
"","C36292","Code_195","c334efdc-3009-48b3-b0ae-3ad21c8d16e1","Code","NCI Thesaurus","Laboratory Test Result"
"","C83309","Code_196","f1361717-cbdd-4094-8dae-17f4a057b16a","Code","NCI Thesaurus","Laboratory Test Fasting Status"
"","C67365","Code_197","f5a261e7-1e0d-4acb-8573-b8da12a0bef4","Code","NCI Thesaurus","Unit of Catalytic Activity Concentration"
"","C70713","Code_198","66779b33-b0d1-4eab-beb7-e93fafa5ecc3","Code","NCI Thesaurus","Biospecimen Type"
"","C64433","Code_194","f3a91f15-b1f4-427c-bd8d-996d3d49e504","Code","NCI Thesaurus","Alanine Aminotransferase Measurement"
"","C36292","Code_200","ec61bba6-14a1-4347-80c9-7c45f4bcf7e7","Code","NCI Thesaurus","Laboratory Test Result"
"","C83309","Code_201","9ae2f18f-1af5-4173-a448-ba3b0496b9aa","Code","NCI Thesaurus","Laboratory Test Fasting Status"
"","C48207","Code_202","c9b9e3f8-2c4f-40b0-bac3-7de0723b92cf","Code","NCI Thesaurus","Unit of Concentration"
"","C70713","Code_203","a55110f1-8d69-4b12-8f32-afdb9968eace","Code","NCI Thesaurus","Biospecimen Type"
"","C64431","Code_199","2ea6d0c1-1d0a-4c9e-ac30-202a612c9b7b","Code","NCI Thesaurus","Albumin Measurement"
"","C36292","Code_205","1d111cd4-1376-4321-8083-a058abf0aa91","Code","NCI Thesaurus","Laboratory Test Result"
"","C83309","Code_206","753ff7d6-8390-4dde-a170-256ac8e39851","Code","NCI Thesaurus","Laboratory Test Fasting Status"
"","C67365","Code_207","086bff70-bb5c-4ab5-944d-f103c5c05bc9","Code","NCI Thesaurus","Unit of Catalytic Activity Concentration"
"","C70713","Code_208","94f00fc7-3d3e-4909-944b-9d28ee8d75ab","Code","NCI Thesaurus","Biospecimen Type"
"","C64432","Code_204","c9328769-a2a0-4139-8175-417eee0356c5","Code","NCI Thesaurus","Alkaline Phosphatase Measurement"
"","C36292","Code_210","bcfa64b4-979d-4a2e-ae3b-0b5b23a337ee","Code","NCI Thesaurus","Laboratory Test Result"
"","C83309","Code_211","764a828f-4946-4e13-804b-3ccad2c054e6","Code","NCI Thesaurus","Laboratory Test Fasting Status"
"","C67365","Code_212","94fcda3e-a29b-465f-8e61-50d1b3c38012","Code","NCI Thesaurus","Unit of Catalytic Activity Concentration"
"","C70713","Code_213","8875ddef-bb79-444f-a8d9-61d4bd93f26b","Code","NCI Thesaurus","Biospecimen Type"
"","C64467","Code_209","1b54b523-be59-4e3e-bb56-4013356abd63","Code","NCI Thesaurus","Aspartate Aminotransferase Measurement"
"","C36292","Code_215","2617d988-c638-48f1-9f53-c51399906db4","Code","NCI Thesaurus","Laboratory Test Result"
"","C83309","Code_216","943d15fd-1e24-4c2b-993d-128733a04a35","Code","NCI Thesaurus","Laboratory Test Fasting Status"
"","C48207","Code_217","a894a9d7-4a5c-438f-a1d6-8aee1e756c2e","Code","NCI Thesaurus","Unit of Concentration"
"","C70713","Code_218","5891d10e-29a5-46ef-a906-746eb157ae5f","Code","NCI Thesaurus","Biospecimen Type"
"","C64547","Code_214","2d9e5e21-d63e-4bd6-b0ad-4666d5841bdd","Code","NCI Thesaurus","Creatinine Measurement"
"","C36292","Code_220","1db41ece-0508-4a89-90e0-918b7b58d008","Code","NCI Thesaurus","Laboratory Test Result"
"","C83309","Code_221","d386d056-9293-4c5a-907f-1fcb7aeb5c1b","Code","NCI Thesaurus","Laboratory Test Fasting Status"
"","C64567","Code_222","35f7393b-44f6-4599-8ee5-1728edd6b8c3","Code","NCI Thesaurus","Molarity Unit"
"","C70713","Code_223","6496adbc-f686-478d-b4c4-e0358f73e9fe","Code","NCI Thesaurus","Biospecimen Type"
"","C64853","Code_219","cda0f952-e63e-4d97-8c29-43d5dff8a657","Code","NCI Thesaurus","Potassium Measurement"
"","C36292","Code_225","42d6c859-f501-4a87-9861-be95ccde0917","Code","NCI Thesaurus","Laboratory Test Result"
"","C83309","Code_226","723165e3-2eec-41d4-b528-439500bb1f85","Code","NCI Thesaurus","Laboratory Test Fasting Status"
"","C64567","Code_227","6cb75c8d-01e3-41b1-b95a-278e3f52d59b","Code","NCI Thesaurus","Molarity Unit"
"","C70713","Code_228","85450f44-24a0-411b-bac0-cfa6ce37169b","Code","NCI Thesaurus","Biospecimen Type"
"","C64809","Code_224","61945af5-ac96-4021-935f-3d65a28f1983","Code","NCI Thesaurus","Sodium Measurement"
"","C173522","Code_230","a64e42ff-c923-4c9b-827a-126a24463e4c","Code","NCI Thesaurus","Vital Signs Result"
"2023-09-29","C42547","Code_231","4bb70434-7658-49a9-974d-ac192f841ce2","Code","http://www.cdisc.org","Pascal"
"","C49669","Code_232","ba447624-965a-4f70-9cf4-2fd121adad13","Code","NCI Thesaurus","Unit of Pressure"
"","C83088","Code_233","90749711-b5a9-469f-9ac5-f236d45e6de4","Code","NCI Thesaurus","Vital Signs Location"
"","C123975","Code_234","83f96579-5737-4613-bb5a-9bbcc2a39a63","Code","NCI Thesaurus","Vital Signs Laterality"
"","C82535","Code_235","81abbcc1-8f4e-4d92-8259-ddd4a07a73f3","Code","NCI Thesaurus","Test Method"
"","C83114","Code_236","4a5cf3d4-eb63-46dc-af52-e968980ae5b9","Code","NCI Thesaurus","Vital Signs Position"
"","C25298","Code_229","fc59415e-00a6-4bbe-a1cc-51ab8c60925b","Code","NCI Thesaurus","Systolic Blood Pressure"
"","C173522","Code_238","ab7dcc54-b868-4424-b67b-77221c8373ab","Code","NCI Thesaurus","Vital Signs Result"
"2023-09-29","C42547","Code_239","fb61aeec-668b-4b61-9379-35735021cbf9","Code","http://www.cdisc.org","Pascal"
"","C49669","Code_240","354e40b7-dbc7-4b1b-af3c-ffba15a0052d","Code","NCI Thesaurus","Unit of Pressure"
"","C83088","Code_241","99bc508b-26dc-4d5c-8699-4ea2cb2a30e9","Code","NCI Thesaurus","Vital Signs Location"
"","C123975","Code_242","a4d7ad8e-01c9-4643-b7d1-9ae2cd2608f2","Code","NCI Thesaurus","Vital Signs Laterality"
"","C82535","Code_243","6cf9e2a9-d826-4799-a73a-5bda26152a01","Code","NCI Thesaurus","Test Method"
"","C83114","Code_244","e504923c-a74e-455f-8292-2fcd58a0cf5e","Code","NCI Thesaurus","Vital Signs Position"
"","C25299","Code_237","6dfa0b6a-410d-4ee9-8a42-faa6354f4884","Code","NCI Thesaurus","Diastolic Blood Pressure"
"","C173522","Code_246","56715e84-2030-4095-86e8-55ea3f712535","Code","NCI Thesaurus","Vital Signs Result"
