"name","label","id","uuid:ID","isEnabled","instanceType","datatype","isRequired"
"Laboratory Test Fasting Status","Laboratory Test Fasting Status","BiomedicalConceptProperty_122","0b10de9c-735d-44a7-85b8-5f8c329fd701","True","BiomedicalConceptProperty","boolean","True"
"Unit of Concentration","Unit of Concentration","BiomedicalConceptProperty_123","bc0f59c3-c790-4304-8f29-eeb4fc4a613d","True","BiomedicalConceptProperty","string","True"
"Biospecimen Type","Biospecimen Type","BiomedicalConceptProperty_124","b2f3bead-94c2-47a7-8316-5ac9f2866dc4","True","BiomedicalConceptProperty","string","True"
"Laboratory Test Result","Laboratory Test Result","BiomedicalConceptProperty_125","4e2bce09-1370-42c9-90b4-86fcd76a1090","True","BiomedicalConceptProperty","decimal","True"
"Laboratory Test Fasting Status","Laboratory Test Fasting Status","BiomedicalConceptProperty_126","7a564109-6e82-4144-9469-d73b27db1efc","True","BiomedicalConceptProperty","boolean","True"
"Molarity Unit","Molarity Unit","BiomedicalConceptProperty_127","74d8afd4-ba3b-4bec-9862-e807920aad0f","True","BiomedicalConceptProperty","string","True"
"Biospecimen Type","Biospecimen Type","BiomedicalConceptProperty_128","5114390c-7fbe-46ec-b0be-734a085b5e45","True","BiomedicalConceptProperty","string","True"
"Laboratory Test Result","Laboratory Test Result","BiomedicalConceptProperty_129","3a6c9b98-1517-4247-a4cd-acd4f68cafeb","True","BiomedicalConceptProperty","decimal","True"
"Laboratory Test Fasting Status","Laboratory Test Fasting Status","BiomedicalConceptProperty_130","6d9670e2-fb75-4293-97af-df2e8e4f6147","True","BiomedicalConceptProperty","boolean","True"
"Molarity Unit","Molarity Unit","BiomedicalConceptProperty_131","27aea37f-57b0-4eb4-bc8e-b41d1cd960e0","True","BiomedicalConceptProperty","string","True"
"Biospecimen Type","Biospecimen Type","BiomedicalConceptProperty_132","35af1462-67fb-4900-af1e-3ad5b9b58984","True","BiomedicalConceptProperty","string","True"
"Adverse Event Verbatim Description","Adverse Event Verbatim Description","BiomedicalConceptProperty_1","025138cd-8a09-452c-ad36-4a867211bdbe","True","BiomedicalConceptProperty","string","True"
"Adverse Event Dictionary Derived Term","Adverse Event Dictionary Derived Term","BiomedicalConceptProperty_2","2fc7b925-9f51-484a-98b1-f2a8553eaa7e","True","BiomedicalConceptProperty","string","True"
"Adverse Event Category","Adverse Event Category","BiomedicalConceptProperty_3","deb9edec-0cf2-4a6d-9122-f46667d71a71","True","BiomedicalConceptProperty","string","True"
"Adverse Event Subcategory","Adverse Event Subcategory","BiomedicalConceptProperty_4","ff59d721-000b-4489-8109-85f75c05ad4f","True","BiomedicalConceptProperty","string","True"
"Adverse Event Pre-specified","Adverse Event Pre-specified","BiomedicalConceptProperty_5","76ab7499-ce37-4b94-9e5d-46076abb24a0","True","BiomedicalConceptProperty","boolean","True"
"Severity of Adverse Event","Severity of Adverse Event","BiomedicalConceptProperty_6","f47c40b9-f4f2-4879-8df8-8590d1cdd9d2","True","BiomedicalConceptProperty","string","True"
"Adverse Event Toxicity Grade","Adverse Event Toxicity Grade","BiomedicalConceptProperty_7","d9f63c87-a45f-4398-99fc-c794d9583e97","True","BiomedicalConceptProperty","string","True"
"Seriousness of Adverse Event","Seriousness of Adverse Event","BiomedicalConceptProperty_8","a5d75c10-5cf9-4427-bc3d-842f6462ad7a","True","BiomedicalConceptProperty","boolean","True"
"Adverse Event Action Taken with Study Treatment","Adverse Event Action Taken with Study Treatment","BiomedicalConceptProperty_9","f43d4b6a-a78b-4b1e-8e92-5990db089120","True","BiomedicalConceptProperty","string","True"
"Adverse Event Attribution to Product or Procedure","Adverse Event Attribution to Product or Procedure","BiomedicalConceptProperty_10","0305fc3a-d1fc-4eb0-88b8-6616943fef55","True","BiomedicalConceptProperty","string","True"
"Adverse Event Pattern","Adverse Event Pattern","BiomedicalConceptProperty_11","df29ebc2-b1f3-40ee-a85e-899faccb268b","True","BiomedicalConceptProperty","string","True"
"Adverse Event Outcome","Adverse Event Outcome","BiomedicalConceptProperty_12","ff68b75c-a8e8-43c8-868f-4f1989cdb721","True","BiomedicalConceptProperty","string","True"
"Adverse Event Start Date Time","Adverse Event Start Date Time","BiomedicalConceptProperty_13","2ea7b40e-982e-4291-8bc5-5cde6cbe8002","True","BiomedicalConceptProperty","datetime","True"
"Adverse Event End Date Time","Adverse Event End Date Time","BiomedicalConceptProperty_14","6a1d63d5-ced2-48b1-b21b-83af69eb8179","True","BiomedicalConceptProperty","datetime","True"
"Vital Signs Result","Vital Signs Result","BiomedicalConceptProperty_15","57fb681b-6ee2-4695-ab65-067c3d5d1166","True","BiomedicalConceptProperty","decimal","True"
"Unit of Pressure","Unit of Pressure","BiomedicalConceptProperty_16","8534df32-bb9d-49ea-9cae-8d0c1a68352b","True","BiomedicalConceptProperty","string","True"
"Vital Signs Location","Vital Signs Location","BiomedicalConceptProperty_17","4e85c731-1790-40c9-961d-20f638a57478","True","BiomedicalConceptProperty","string","True"
"Vital Signs Laterality","Vital Signs Laterality","BiomedicalConceptProperty_18","24aa6c0b-f52c-48ef-9c73-46f6676e6a1e","True","BiomedicalConceptProperty","string","True"
"Test Method","Test Method","BiomedicalConceptProperty_19","396e9095-e998-4424-bff4-b5437fea230b","True","BiomedicalConceptProperty","string","True"
"Vital Signs Position","Vital Signs Position","BiomedicalConceptProperty_20","bb2407e4-21d0-4036-98e8-07bac404fc2d","True","BiomedicalConceptProperty","string","True"
"Vital Signs Result","Vital Signs Result","BiomedicalConceptProperty_21","69f9299e-a647-4113-bf78-46567ac8849b","True","BiomedicalConceptProperty","decimal","True"
"Unit of Pressure","Unit of Pressure","BiomedicalConceptProperty_22","3b7f3479-8c4a-425e-bb1c-7f6b64ff66e2","True","BiomedicalConceptProperty","string","True"
"Vital Signs Location","Vital Signs Location","BiomedicalConceptProperty_23","56a62a9c-4157-4535-aef9-134883c27d9f","True","BiomedicalConceptProperty","string","True"
"Vital Signs Laterality","Vital Signs Laterality","BiomedicalConceptProperty_24","47280081-406d-43d4-b4b4-f8cbcd9f33e6","True","BiomedicalConceptProperty","string","True"
"Test Method","Test Method","BiomedicalConceptProperty_25","48fd7362-cee0-4d11-8ae7-5460cbcbb3b7","True","BiomedicalConceptProperty","string","True"
"Vital Signs Position","Vital Signs Position","BiomedicalConceptProperty_26","8364cb3b-7f95-4e2f-99a3-8417dab06e49","True","BiomedicalConceptProperty","string","True"
"Vital Signs Result","Vital Signs Result","BiomedicalConceptProperty_27","cef8c040-cc85-4f46-a727-7a7e4b921d4a","True","BiomedicalConceptProperty","decimal","True"
"Unit of Temperature","Unit of Temperature","BiomedicalConceptProperty_28","dfd8fedb-7203-4762-a811-a23748365d1e","True","BiomedicalConceptProperty","string","True"
"Vital Signs Location","Vital Signs Location","BiomedicalConceptProperty_29","7fa5cd5c-22fd-4133-8a08-bca7e887cbb1","True","BiomedicalConceptProperty","string","True"
"Vital Signs Result","Vital Signs Result","BiomedicalConceptProperty_30","804556de-60b0-4306-97c3-a12c3e034db8","True","BiomedicalConceptProperty","decimal","True"
"Unit of Weight","Unit of Weight","BiomedicalConceptProperty_31","82c7c800-24d0-49bf-b268-05e256ba3ea2","True","BiomedicalConceptProperty","string","True"
"Vital Signs Result","Vital Signs Result","BiomedicalConceptProperty_32","a395074c-106e-46d1-ae02-6f1d1947ae5e","True","BiomedicalConceptProperty","decimal","True"
"Unit of Height","Unit of Height","BiomedicalConceptProperty_33","aa1a76bd-5112-4f2a-bcb7-6159b676bd79","True","BiomedicalConceptProperty","string","True"
"Laboratory Test Result","Laboratory Test Result","BiomedicalConceptProperty_34","388aa4b2-8407-4aaf-8562-5d7d1ce0f792","True","BiomedicalConceptProperty","decimal","True"
"Laboratory Test Fasting Status","Laboratory Test Fasting Status","BiomedicalConceptProperty_35","99796025-de00-43df-bcc5-ead8ae93a961","True","BiomedicalConceptProperty","boolean","True"
"Unit of Catalytic Activity Concentration","Unit of Catalytic Activity Concentration","BiomedicalConceptProperty_36","904d3e25-5e9e-4880-97f8-d22a4b138287","True","BiomedicalConceptProperty","string","True"
"Biospecimen Type","Biospecimen Type","BiomedicalConceptProperty_37","760eb713-5a62-4826-afca-2b9a776880c2","True","BiomedicalConceptProperty","string","True"
"Laboratory Test Result","Laboratory Test Result","BiomedicalConceptProperty_38","bb5c759a-bc3e-41f3-a56b-c7f5d985b0f9","True","BiomedicalConceptProperty","string","True"
"Laboratory Test Fasting Status","Laboratory Test Fasting Status","BiomedicalConceptProperty_39","a6ba36ca-a76a-45cf-a02b-3d95c8d4c2a6","True","BiomedicalConceptProperty","boolean","True"
"Unit of Concentration","Unit of Concentration","BiomedicalConceptProperty_40","1961d35c-efb9-441b-9714-4ac610567cfb","True","BiomedicalConceptProperty","string","True"
"Biospecimen Type","Biospecimen Type","BiomedicalConceptProperty_41","c967041f-bb67-4880-b175-489d3d1dadc9","True","BiomedicalConceptProperty","string","True"
"Laboratory Test Result","Laboratory Test Result","BiomedicalConceptProperty_42","fe794281-7093-4cb2-a49e-bb3013c36fab","True","BiomedicalConceptProperty","decimal","True"
"Laboratory Test Fasting Status","Laboratory Test Fasting Status","BiomedicalConceptProperty_43","bab1542f-66ec-4caa-a1fa-f79d117df9ec","True","BiomedicalConceptProperty","boolean","True"
"Unit of Catalytic Activity Concentration","Unit of Catalytic Activity Concentration","BiomedicalConceptProperty_44","99744e08-91ac-48c4-8a0d-f50628d0be10","True","BiomedicalConceptProperty","string","True"
"Biospecimen Type","Biospecimen Type","BiomedicalConceptProperty_45","45e223d2-3fa4-43cc-8a73-82754fccab79","True","BiomedicalConceptProperty","string","True"
"Laboratory Test Result","Laboratory Test Result","BiomedicalConceptProperty_46","6eb7cdac-ceaa-4750-ba4e-65dd3ea21d96","True","BiomedicalConceptProperty","decimal","True"
"Laboratory Test Fasting Status","Laboratory Test Fasting Status","BiomedicalConceptProperty_47","e0a7d023-7aca-425b-8a92-1169015ebd2d","True","BiomedicalConceptProperty","boolean","True"
"Unit of Catalytic Activity Concentration","Unit of Catalytic Activity Concentration","BiomedicalConceptProperty_48","86332f62-ec55-4b70-a0e4-88d4f85dfcf5","True","BiomedicalConceptProperty","string","True"
"Biospecimen Type","Biospecimen Type","BiomedicalConceptProperty_49","989cbddc-94c1-4c2a-b1c1-62d86dbf04fa","True","BiomedicalConceptProperty","string","True"
"Laboratory Test Result","Laboratory Test Result","BiomedicalConceptProperty_50","fd3fb7d5-277d-4c4f-bfe8-16e15ba1fc97","True","BiomedicalConceptProperty","string","True"
"Laboratory Test Fasting Status","Laboratory Test Fasting Status","BiomedicalConceptProperty_51","18ebc5ff-2118-4d75-88bc-fab39630fc7a","True","BiomedicalConceptProperty","boolean","True"
"Unit of Concentration","Unit of Concentration","BiomedicalConceptProperty_52","3a19caa3-4a41-4485-92e7-d0dd83e378bd","True","BiomedicalConceptProperty","string","True"
"Biospecimen Type","Biospecimen Type","BiomedicalConceptProperty_53","00d9d8c9-2166-4957-a9e1-3b78daf44feb","True","BiomedicalConceptProperty","string","True"
"Laboratory Test Result","Laboratory Test Result","BiomedicalConceptProperty_54","02693659-91de-4352-b54e-56a8a133cf89","True","BiomedicalConceptProperty","decimal","True"
"Laboratory Test Fasting Status","Laboratory Test Fasting Status","BiomedicalConceptProperty_55","b11d7cb2-498c-4012-a5b2-7b35ace1f961","True","BiomedicalConceptProperty","boolean","True"
"Molarity Unit","Molarity Unit","BiomedicalConceptProperty_56","d62b2b17-7479-4059-8233-089339beb4b7","True","BiomedicalConceptProperty","string","True"
"Biospecimen Type","Biospecimen Type","BiomedicalConceptProperty_57","a596d518-4637-4651-9f10-a325e49316a1","True","BiomedicalConceptProperty","string","True"
"Laboratory Test Result","Laboratory Test Result","BiomedicalConceptProperty_58","8caf7adf-c2d5-4920-a448-207cb3dac961","True","BiomedicalConceptProperty","decimal","True"
"Laboratory Test Fasting Status","Laboratory Test Fasting Status","BiomedicalConceptProperty_59","25ce4597-3a7c-4fa5-9679-5690de090578","True","BiomedicalConceptProperty","boolean","True"
"Molarity Unit","Molarity Unit","BiomedicalConceptProperty_60","29864178-b51c-4d09-a20c-a255d8330a83","True","BiomedicalConceptProperty","string","True"
"Biospecimen Type","Biospecimen Type","BiomedicalConceptProperty_61","aa5a2aba-d790-4ea3-ac09-c3c94bd39fa5","True","BiomedicalConceptProperty","string","True"
"Vital Signs Result","Vital Signs Result","BiomedicalConceptProperty_62","6b0bebc2-3a4e-458e-8dd6-a3baca2acafd","True","BiomedicalConceptProperty","decimal","True"
"Unit of Pressure","Unit of Pressure","BiomedicalConceptProperty_63","f69b3ee9-5628-467b-82dd-8f502e4167ef","True","BiomedicalConceptProperty","string","True"
"Vital Signs Location","Vital Signs Location","BiomedicalConceptProperty_64","e11aa9e2-6533-4b09-964f-f9b9aa682828","True","BiomedicalConceptProperty","string","True"
"Vital Signs Laterality","Vital Signs Laterality","BiomedicalConceptProperty_65","9ee36928-3b65-450a-a175-8fee38376dfe","True","BiomedicalConceptProperty","string","True"
"Test Method","Test Method","BiomedicalConceptProperty_66","0910a85e-bacc-4c0d-a6cc-ad1a34595f36","True","BiomedicalConceptProperty","string","True"
"Vital Signs Position","Vital Signs Position","BiomedicalConceptProperty_67","1cca39b2-8543-4c61-a156-f80357559b96","True","BiomedicalConceptProperty","string","True"
"Vital Signs Result","Vital Signs Result","BiomedicalConceptProperty_68","4eec8028-d8f8-466b-91e7-f1cea63b31e9","True","BiomedicalConceptProperty","decimal","True"
"Unit of Pressure","Unit of Pressure","BiomedicalConceptProperty_69","70f00800-e600-43fc-bcdc-69bc9c4abb25","True","BiomedicalConceptProperty","string","True"
"Vital Signs Location","Vital Signs Location","BiomedicalConceptProperty_70","79acfd42-5dcb-4c57-b609-ef52b15f8407","True","BiomedicalConceptProperty","string","True"
"Vital Signs Laterality","Vital Signs Laterality","BiomedicalConceptProperty_71","a922aca6-f90c-49f0-927f-7437bfb60346","True","BiomedicalConceptProperty","string","True"
"Test Method","Test Method","BiomedicalConceptProperty_72","acfac6d2-c006-408e-8c64-975cf4fcdedc","True","BiomedicalConceptProperty","string","True"
"Vital Signs Position","Vital Signs Position","BiomedicalConceptProperty_73","857da659-9555-4d92-9b44-2501c9098e8f","True","BiomedicalConceptProperty","string","True"
"Vital Signs Result","Vital Signs Result","BiomedicalConceptProperty_74","bef60520-3202-4641-86d1-38cdc64d6669","True","BiomedicalConceptProperty","integer","True"
"Count per Minute","Count per Minute","BiomedicalConceptProperty_75","0463520f-6ebb-4a04-ac77-116f7930ddb2","True","BiomedicalConceptProperty","string","True"
"Vital Signs Location","Vital Signs Location","BiomedicalConceptProperty_76","b27adf14-8eb3-4f3f-9a14-e696515291f3","True","BiomedicalConceptProperty","string","True"
"Vital Signs Laterality","Vital Signs Laterality","BiomedicalConceptProperty_77","614ea8df-3fe8-4ae9-bf16-c52d25dbee11","True","BiomedicalConceptProperty","string","True"
"Test Method","Test Method","BiomedicalConceptProperty_78","78fe7120-c127-4f96-8b6c-d468d9cc54c8","True","BiomedicalConceptProperty","string","True"
"Vital Signs Position","Vital Signs Position","BiomedicalConceptProperty_79","762cdf59-329d-4ebe-b236-32cbae1cd85d","True","BiomedicalConceptProperty","string","True"
"Vital Signs Result","Vital Signs Result","BiomedicalConceptProperty_80","a62fec75-1b0d-4d07-b3d0-d7ff24776efc","True","BiomedicalConceptProperty","decimal","True"
"Unit of Pressure","Unit of Pressure","BiomedicalConceptProperty_81","c19f6bac-22ef-44d4-a8e0-0033210d447c","True","BiomedicalConceptProperty","string","True"
"Vital Signs Location","Vital Signs Location","BiomedicalConceptProperty_82","4b41fc07-251a-42d6-9291-41c648d9da15","True","BiomedicalConceptProperty","string","True"
"Vital Signs Laterality","Vital Signs Laterality","BiomedicalConceptProperty_83","80a3409e-21db-443f-b497-b950f497d48c","True","BiomedicalConceptProperty","string","True"
"Test Method","Test Method","BiomedicalConceptProperty_84","7d6a9e65-5114-4f62-bb13-b13472f14a73","True","BiomedicalConceptProperty","string","True"
"Vital Signs Position","Vital Signs Position","BiomedicalConceptProperty_85","1c544d5d-d09d-4391-b712-d7f3dd23c701","True","BiomedicalConceptProperty","string","True"
"Vital Signs Result","Vital Signs Result","BiomedicalConceptProperty_86","4bae5e9b-9937-4379-b2bc-bc471f8ac031","True","BiomedicalConceptProperty","decimal","True"
"Unit of Pressure","Unit of Pressure","BiomedicalConceptProperty_87","04f46622-6228-4de3-a189-9059b0725565","True","BiomedicalConceptProperty","string","True"
"Vital Signs Location","Vital Signs Location","BiomedicalConceptProperty_88","f2d8dab0-055c-4e7b-b3c1-8e62f1e43042","True","BiomedicalConceptProperty","string","True"
"Vital Signs Laterality","Vital Signs Laterality","BiomedicalConceptProperty_89","cee34ab0-d293-4319-9c3b-01c6bee27cc7","True","BiomedicalConceptProperty","string","True"
"Test Method","Test Method","BiomedicalConceptProperty_90","01f12d0c-460e-4729-afb8-ad7da63b6e8a","True","BiomedicalConceptProperty","string","True"
"Vital Signs Position","Vital Signs Position","BiomedicalConceptProperty_91","5ec71627-3bc5-40a3-8d79-bbae9bfd4045","True","BiomedicalConceptProperty","string","True"
"Vital Signs Result","Vital Signs Result","BiomedicalConceptProperty_92","be8c975b-5e28-4314-b892-50de429634ab","True","BiomedicalConceptProperty","integer","True"
"Count per Minute","Count per Minute","BiomedicalConceptProperty_93","a140f280-93ea-4427-9042-2e4f14e18595","True","BiomedicalConceptProperty","string","True"
"Vital Signs Location","Vital Signs Location","BiomedicalConceptProperty_94","89c632ef-ee70-4b98-8893-805ba0a74948","True","BiomedicalConceptProperty","string","True"
"Vital Signs Laterality","Vital Signs Laterality","BiomedicalConceptProperty_95","2ec06cc7-697d-46e2-b93b-733917d5e255","True","BiomedicalConceptProperty","string","True"
"Test Method","Test Method","BiomedicalConceptProperty_96","c8da37be-88c8-43f0-a16e-146e25438cda","True","BiomedicalConceptProperty","string","True"
"Vital Signs Position","Vital Signs Position","BiomedicalConceptProperty_97","9d749b34-b867-43cd-8dbc-771636e707d3","True","BiomedicalConceptProperty","string","True"
