"codeSystemVersion","decode","codeSystem","instanceType","code","id","uuid:ID"
"2023-12-15","Gram","http://www.cdisc.org","Code","C48155","Code_451","4376f2b3-1721-4b3a-b0e7-d125ad413b26"
"2023-12-15","Kilogram","http://www.cdisc.org","Code","C28252","Code_452","e8838b18-04ef-407a-9135-122e2dfdd596"
"2023-12-15","Unit of Weight","http://www.cdisc.org","Code","C48208","Code_453","1a7678ae-1e23-4ee0-8f97-b2662f5b600d"
"2023-12-15","WEIGHT","http://www.cdisc.org","Code","C25208","Code_454","06ba1ed8-66ee-43f4-aebf-acdc73881e04"
"2023-12-15","HEIGHT","http://www.cdisc.org","Code","C25347","Code_455","2ee223e8-3346-4468-92c0-289537399f03"
"2023-12-15","Clinical Test Result","http://www.cdisc.org","Code","C77140","Code_456","9957eb06-b6c9-40f2-ab80-e78e1ef6b5e2"
"2023-12-15","Centimeter","http://www.cdisc.org","Code","C49668","Code_457","c2afe1d0-4032-46fe-8f3f-2ef07063c905"
"2023-12-15","Inch","http://www.cdisc.org","Code","C48500","Code_458","64ee54d8-e6e2-497a-8925-6b8f1c06e533"
"2023-12-15","Meter","http://www.cdisc.org","Code","C41139","Code_459","571ae7b7-5a37-4801-975a-292ad2b230cc"
"2023-12-15","Unit of Height","http://www.cdisc.org","Code","C168688","Code_460","3af5e814-acf2-4e13-9827-634dabb829d8"
"2023-12-15","HEIGHT","http://www.cdisc.org","Code","C25347","Code_461","bde3a9ac-fe35-48e0-bf3b-05dcfa7b8f37"
"2023-12-15","ALT","http://www.cdisc.org","Code","C64433","Code_462","ec0ce85d-8669-41b3-b88c-144e4317ea05"
"2023-12-15","Laboratory Test Result","http://www.cdisc.org","Code","C36292","Code_463","ee218b3a-a692-45f0-bf96-52dd45a50393"
"2023-12-15","Unit per Liter","http://www.cdisc.org","Code","C67456","Code_464","cfac2655-fe3d-4f99-8d48-51fd86eec29f"
"2023-12-15","Microkatal per Liter","http://www.cdisc.org","Code","C67397","Code_465","48b74b3c-73d1-4c00-87a1-928d619778a9"
"2023-12-15","International Unit per Liter","http://www.cdisc.org","Code","C67376","Code_466","758e6129-f7f5-4515-b914-98277410c1c6"
"2023-12-15","Nanokatal per Liter","http://www.cdisc.org","Code","C70510","Code_467","8abc132e-9729-40d9-b26d-e00f82dca7e7"
"2023-12-15","Unit of Catalytic Activity Concentration","http://www.cdisc.org","Code","C67365","Code_468","cbd2b0e7-d24a-43f4-aed5-bf611bc715c7"
"2023-12-15","Biospecimen Type","http://www.cdisc.org","Code","C70713","Code_469","dacc0eab-4030-4c7c-8216-2d51d9afe07a"
"2023-12-15","No","http://www.cdisc.org","Code","C49487","Code_470","75325d76-92a6-4f39-8a67-294121dd15e0"
"2023-12-15","Yes","http://www.cdisc.org","Code","C49488","Code_471","41eb1365-c43f-49a3-b98c-24765992ca36"
"2023-12-15","Laboratory Test Fasting Status","http://www.cdisc.org","Code","C83309","Code_472","1043ce44-c0d5-4a40-8d5c-28b1adc2ad02"
"2023-12-15","ALT","http://www.cdisc.org","Code","C64433","Code_473","1199cc41-9774-428e-896b-f384efca3e8f"
"2023-12-15","ALB","http://www.cdisc.org","Code","C64431","Code_474","93352bef-bc83-4556-9471-6d32cce99278"
"2023-12-15","Laboratory Test Result","http://www.cdisc.org","Code","C36292","Code_475","47c58e35-5924-43fb-a1fe-58d5a1f76e61"
"2023-12-15","Biospecimen Type","http://www.cdisc.org","Code","C70713","Code_476","6704450b-63a3-43fe-be64-6a071ced0dfc"
"2023-12-15","No","http://www.cdisc.org","Code","C49487","Code_477","14005775-d176-47a8-aa93-88403ffe1114"
"2023-12-15","Yes","http://www.cdisc.org","Code","C49488","Code_478","798e3b7a-ee47-448a-999b-2308affe2813"
"2023-12-15","Laboratory Test Fasting Status","http://www.cdisc.org","Code","C83309","Code_479","6d5fdaf4-639d-4c40-a06a-ea1a7edec8ce"
"2023-12-15","ALB","http://www.cdisc.org","Code","C64431","Code_480","3386052c-fa1f-4077-b636-438ca49e05a6"
"2023-12-15","ALP","http://www.cdisc.org","Code","C64432","Code_481","9b88f4c6-5606-4bb6-b887-86325feadd3f"
"2023-12-15","Laboratory Test Result","http://www.cdisc.org","Code","C36292","Code_482","69acc6f9-3506-4f4b-9232-250bb569cfaf"
"2023-12-15","Unit per Liter","http://www.cdisc.org","Code","C67456","Code_483","5c1f7076-ee9f-4015-a7fc-3e63b1157fc0"
"2023-12-15","Microkatal per Liter","http://www.cdisc.org","Code","C67397","Code_484","8b9db974-3f06-4338-a9fc-43c09632522c"
"2023-12-15","International Unit per Liter","http://www.cdisc.org","Code","C67376","Code_485","1f90180e-c80a-4781-bd19-3798c1212033"
"2023-12-15","Unit of Catalytic Activity Concentration","http://www.cdisc.org","Code","C67365","Code_486","65ebdd5e-7c73-4b5c-9104-57a72c0aa4bf"
"2023-12-15","Biospecimen Type","http://www.cdisc.org","Code","C70713","Code_487","1b698b69-a02c-4107-9c66-87c82f16e233"
"2023-12-15","No","http://www.cdisc.org","Code","C49487","Code_488","54afac37-e630-4dd3-a22a-4052ef54e8f3"
"2023-12-15","Yes","http://www.cdisc.org","Code","C49488","Code_489","596c34a2-d947-4791-8e59-3b8c9f773a12"
"2023-12-15","Laboratory Test Fasting Status","http://www.cdisc.org","Code","C83309","Code_490","0ad9d4d1-bc47-4180-b586-553cfa13747a"
"2023-12-15","ALP","http://www.cdisc.org","Code","C64432","Code_491","1fc67601-ca78-42ff-b57e-53cba0099bf9"
"2023-12-15","AST","http://www.cdisc.org","Code","C64467","Code_492","fe6eb001-5c37-49b2-ba4f-b4c45c2c9c0b"
"2023-12-15","Laboratory Test Result","http://www.cdisc.org","Code","C36292","Code_493","f979408b-8c63-497e-9529-9a9e032c4aff"
"2023-12-15","Unit per Liter","http://www.cdisc.org","Code","C67456","Code_494","4ee4c234-543a-4a9b-abed-49acbe6665e9"
"2023-12-15","Microkatal per Liter","http://www.cdisc.org","Code","C67397","Code_495","699f2bae-39b6-4516-80ee-737376ab9b07"
"2023-12-15","International Unit per Liter","http://www.cdisc.org","Code","C67376","Code_496","6e3427e4-8fbf-48ac-a077-71cdbefd1c6d"
"2023-12-15","Unit of Catalytic Activity Concentration","http://www.cdisc.org","Code","C67365","Code_497","690e2e90-7e97-4f96-b9f7-1124670b9dda"
"2023-12-15","Biospecimen Type","http://www.cdisc.org","Code","C70713","Code_498","6cdf5396-792a-4e28-8c0e-bd62dccb34fc"
"2023-12-15","No","http://www.cdisc.org","Code","C49487","Code_499","2ff0089b-006d-49bb-b5ac-c64dc3c9a3bd"
"2023-12-15","Yes","http://www.cdisc.org","Code","C49488","Code_500","59ab4766-e155-45e1-992a-5c7f558c027c"
"2023-12-15","Laboratory Test Fasting Status","http://www.cdisc.org","Code","C83309","Code_501","8fb1648b-acc1-404c-a4fe-36bca4e87500"
"2023-12-15","AST","http://www.cdisc.org","Code","C64467","Code_502","c9a2d71d-beab-4b09-b3e8-88e24befba3b"
"2023-12-15","CREAT","http://www.cdisc.org","Code","C64547","Code_503","21fb97e1-5a97-40dc-b86b-f4826923aeda"
"2023-12-15","Laboratory Test Result","http://www.cdisc.org","Code","C36292","Code_504","45854414-996f-4baa-bd7e-843952201b72"
"2023-12-15","Milligram per Deciliter","http://www.cdisc.org","Code","C67015","Code_505","d7c49d3e-d9ca-4fdf-a50d-4b8c71bbda5f"
"2023-12-15","Microgram per Milliliter","http://www.cdisc.org","Code","C64572","Code_506","a82edaa7-57f1-43de-9842-b74889399a15"
"2023-12-15","Millimole per Liter","http://www.cdisc.org","Code","C64387","Code_507","41d282e7-86a1-4815-bb5a-45b171f90b54"
"2023-12-15","Micromole per Liter","http://www.cdisc.org","Code","C48508","Code_508","5c2c8898-290e-4da2-b860-83470da01493"
"2023-12-15","Unit of Concentration","http://www.cdisc.org","Code","C48207","Code_509","9293e187-8a2a-4208-9c39-53b10f79eb57"
"2023-12-15","Biospecimen Type","http://www.cdisc.org","Code","C70713","Code_510","fc54d994-c9f2-478a-bd13-4d4fbbf2299b"
"2023-12-15","No","http://www.cdisc.org","Code","C49487","Code_511","b01c67ea-7195-463f-854d-0ec627e6bf2d"
"2023-12-15","Yes","http://www.cdisc.org","Code","C49488","Code_512","7a2f40f0-c228-46f0-b7ea-5ef6506735fe"
"2023-12-15","Laboratory Test Fasting Status","http://www.cdisc.org","Code","C83309","Code_513","ede8eddc-4bd0-4ee9-a040-af4bef735743"
"2023-12-15","CREAT","http://www.cdisc.org","Code","C64547","Code_514","3732bf69-240d-4c46-a12c-74df880d67a7"
"2023-12-15","K","http://www.cdisc.org","Code","C64853","Code_515","a8dc8e79-6c87-4e99-9baa-2b444a040f5c"
"2023-12-15","Laboratory Test Result","http://www.cdisc.org","Code","C36292","Code_516","cfd22291-dc9d-4d9e-82de-476307ca4502"
"2023-12-15","Milliequivalent per Liter","http://www.cdisc.org","Code","C67474","Code_517","322680de-b336-4d9a-af23-ecd1bf279f8e"
"2023-12-15","Milliequivalent per Deciliter","http://www.cdisc.org","Code","C67473","Code_518","8d100644-51f9-4830-86a6-dc1cccdbc751"
"2023-12-15","Millimole per Liter","http://www.cdisc.org","Code","C64387","Code_519","88c88d26-45ce-4d93-8cd3-af4cb79a7794"
"2023-12-15","Molarity Unit","http://www.cdisc.org","Code","C64567","Code_520","b8d0a8f5-11fe-47e5-b977-26fec850608c"
"2023-12-15","Biospecimen Type","http://www.cdisc.org","Code","C70713","Code_521","ea0bbd8b-5466-43c4-a502-c44999ebfb2a"
"2023-12-15","No","http://www.cdisc.org","Code","C49487","Code_522","3c51c9c9-45a7-4391-852c-79f41f014ad1"
"2023-12-15","Yes","http://www.cdisc.org","Code","C49488","Code_523","c0fc00b4-4e52-4a11-b2cd-de0e19a2c1c5"
"2023-12-15","Laboratory Test Fasting Status","http://www.cdisc.org","Code","C83309","Code_524","478171e6-d9f3-4295-972b-856385312431"
"2023-12-15","K","http://www.cdisc.org","Code","C64853","Code_525","12cbcb8c-5a15-422d-82af-aab920e6acd1"
"2023-12-15","SODIUM","http://www.cdisc.org","Code","C64809","Code_526","6b8b4b27-5859-4687-9540-b6433f037497"
"2023-12-15","Laboratory Test Result","http://www.cdisc.org","Code","C36292","Code_527","1483d1ca-960c-4b74-84aa-6996b383f934"
"2023-12-15","Milliequivalent per Liter","http://www.cdisc.org","Code","C67474","Code_528","ef2bb933-ef3d-4c29-a92c-5b64b6f6d048"
"2023-12-15","Milliequivalent per Deciliter","http://www.cdisc.org","Code","C67473","Code_529","b615c9ce-241b-432e-9b23-a351c6fab482"
"2023-12-15","Millimole per Liter","http://www.cdisc.org","Code","C64387","Code_530","b7d44b26-f424-41a0-a059-33b5c71f075e"
"2023-12-15","Molarity Unit","http://www.cdisc.org","Code","C64567","Code_531","3a45c415-a701-476e-a52a-9ba2d5e48497"
"2023-12-15","Biospecimen Type","http://www.cdisc.org","Code","C70713","Code_532","14aa145d-6543-4f9a-a5cb-67488983ba5a"
"2023-12-15","No","http://www.cdisc.org","Code","C49487","Code_533","33a9e09c-eb5f-4185-a4e1-ba048c447db0"
"2023-12-15","Yes","http://www.cdisc.org","Code","C49488","Code_534","4aea946c-f36b-40a7-a88e-458ddec65221"
"2023-12-15","Laboratory Test Fasting Status","http://www.cdisc.org","Code","C83309","Code_535","5ffbe10b-2656-45a0-b29a-4a89dd329d45"
"2023-12-15","SODIUM","http://www.cdisc.org","Code","C64809","Code_536","1dfbc893-adfe-4f11-9e38-67b8d70e7c2e"
"2023-12-15","HBA1C","http://www.cdisc.org","Code","C64849","Code_537","67982c9a-3200-4df5-91c1-fbc0f8c487b3"
"2023-12-15","Laboratory Test Result","http://www.cdisc.org","Code","C36292","Code_538","574e9a54-71bb-460b-8f7b-cf2f243708f3"
"2023-12-15","Gram per Deciliter","http://www.cdisc.org","Code","C64783","Code_539","be8fa35e-6f97-49a3-b872-68e4ef6cc31d"
"2023-12-15","LBORRESU","http://www.cdisc.org","Code","No Concept Code","Code_540","b0b88dc3-c650-4eb4-8b21-d0e40e02b076"
"2023-12-15","Biospecimen Type","http://www.cdisc.org","Code","C70713","Code_541","4de117e4-7e23-416c-b7dc-e3ec1c3ac325"
"2023-12-15","No","http://www.cdisc.org","Code","C49487","Code_542","973cbe3d-46d2-4da5-99d2-b7a4a62f26d3"
"2023-12-15","Yes","http://www.cdisc.org","Code","C49488","Code_543","d5af5923-fa6a-4c3e-9102-091552002de2"
"2023-12-15","Laboratory Test Fasting Status","http://www.cdisc.org","Code","C83309","Code_544","d6e2e214-3316-42f7-a5be-cac51c7d3a7e"
"2023-12-15","HBA1C","http://www.cdisc.org","Code","C64849","Code_545","30c56d82-da01-459c-8a5a-648e782acdcd"
"2023-12-15","Adverse Event Verbatim Description","http://www.cdisc.org","Code","C78541","Code_145","abdcb1a5-2dc6-468f-be51-142ce9a0fc58"
"2023-12-15","Adverse Event Dictionary Derived Term","http://www.cdisc.org","Code","C83344","Code_146","0fc56706-5cff-4110-8b35-badcd2966699"
"2023-12-15","No","http://www.cdisc.org","Code","C49487","Code_147","723c93fb-4b29-43f3-ac00-18f879ff75ee"
"2023-12-15","Yes","http://www.cdisc.org","Code","C49488","Code_148","7e06257d-44a0-4dbf-bd73-3e22642ee906"
"2023-12-15","Adverse Event Pre-specified","http://www.cdisc.org","Code","C87840","Code_149","d009b612-c7fc-49ef-beb9-b09d0a65c8cc"
"2023-12-15","Adverse Event Location","http://www.cdisc.org","Code","C83205","Code_150","20a5a7fd-1601-4b92-bb1e-01907355c08f"
"2023-12-15","Severity of Adverse Event","http://www.cdisc.org","Code","C53253","Code_151","4b39849e-c873-4a40-a83a-14dea370504f"
"2023-12-15","No","http://www.cdisc.org","Code","C49487","Code_152","32961a9c-f742-49df-a1a5-34b0c9408d8a"
"2023-12-15","Yes","http://www.cdisc.org","Code","C49488","Code_153","270be514-6c79-40d3-9845-f4c38d9ec491"
"2023-12-15","Seriousness of Adverse Event","http://www.cdisc.org","Code","C53252","Code_154","acb1ea54-f1c5-4861-a8a5-61b3bfe35a6e"
"2023-12-15","Adverse Event Action Taken with Study Treatment","http://www.cdisc.org","Code","C83013","Code_155","124a8962-bb06-4899-895b-f36bc72cf3a1"
"2023-12-15","Other Actions taken in Response to Adverse Event","http://www.cdisc.org","Code","C83109","Code_156","462a1094-3e38-493e-aebd-00982aa35e75"
"2023-12-15","Adverse Event Attribution to Product or Procedure","http://www.cdisc.org","Code","C41358","Code_157","ae5abc4f-f73f-45f2-900a-fd0efa1bf049"
"2023-12-15","Adverse Event Relationship to Non Study Treatment","http://www.cdisc.org","Code","C83210","Code_158","a989ef6d-a98d-4d3a-b67d-3e627e30adb8"
"2023-12-15","Adverse Event Pattern","http://www.cdisc.org","Code","C83208","Code_159","a760f8cf-10a5-40b3-9f64-cd2fdf5f4893"
"2023-12-15","Adverse Event Outcome","http://www.cdisc.org","Code","C49489","Code_160","992beea3-4d46-4dd7-be7c-f7fc5338a1e1"
"2023-12-15","No","http://www.cdisc.org","Code","C49487","Code_161","8e8d2060-e5f6-4560-8b7e-f2fd9b80dc1f"
"2023-12-15","Yes","http://www.cdisc.org","Code","C49488","Code_162","d96ad936-bb69-4f44-9951-fc6ba66fc8b7"
"2023-12-15","Adverse Event Involves Cancer","http://www.cdisc.org","Code","C83211","Code_163","11fd58de-ac8a-466d-8c3d-fec3b19317b7"
"2023-12-15","No","http://www.cdisc.org","Code","C49487","Code_164","5ca9729d-688a-4f3c-834f-27796ee4885f"
"2023-12-15","Yes","http://www.cdisc.org","Code","C49488","Code_165","573bc17b-b8a6-468e-99eb-5fe40f9588de"
"2023-12-15","Adverse Event Seriousness Due to Congenital Anomaly","http://www.cdisc.org","Code","C83117","Code_166","abbbb7c9-0843-4822-b4a9-cf147812a694"
"2023-12-15","No","http://www.cdisc.org","Code","C49487","Code_167","db3e8ffc-b098-44ca-afcc-9f12fce7f793"
"2023-12-15","Yes","http://www.cdisc.org","Code","C49488","Code_168","919b9f92-5e3d-4a6c-871b-70a2f4e6ff4a"
"2023-12-15","Disabling Adverse Event","http://www.cdisc.org","Code","C113380","Code_169","deb4b192-b710-4576-8c54-510c799d775f"
"2023-12-15","No","http://www.cdisc.org","Code","C49487","Code_170","8f4052ac-45e8-4d0b-8897-663b4af28702"
"2023-12-15","Yes","http://www.cdisc.org","Code","C49488","Code_171","68ce4ad9-aaae-4b1f-96ab-c54137e2e2f4"
"2023-12-15","Death Related to Adverse Event","http://www.cdisc.org","Code","C48275","Code_172","42acf208-6031-412b-9b31-7c8bc33ef8e1"
