"id","uuid:ID","instanceType","codeSystem","codeSystemVersion","decode","code"
"Code_84","52413713-3391-4a87-a5f6-03aeafec8aee","Code","http://www.cdisc.org","2023-12-15","Clinic","C51282"
"Code_85","fd1467ab-261b-4b86-a5c5-64fb7644110f","Code","http://www.cdisc.org","2023-12-15","In Person","C175574"
"Code_86","0b703143-b689-44df-93c8-5b1ed17e3b1d","Code","http://www.cdisc.org","2023-12-15","Visit","C25716"
"Code_87","999de062-a780-4cd2-8634-31d06c3b8fa3","Code","http://www.cdisc.org","2023-12-15","Clinic","C51282"
"Code_88","6a71c1f1-ad40-4996-bfac-a8c63cc92bb4","Code","http://www.cdisc.org","2023-12-15","In Person","C175574"
"Code_89","71b7ab02-b3fd-40f5-84f9-0dcb5e1c8cef","Code","http://www.cdisc.org","2023-12-15","Visit","C25716"
"Code_90","fb620c93-11e1-4070-97a0-5d2115e59def","Code","http://www.cdisc.org","2023-12-15","Clinic","C51282"
"Code_91","ad8db438-4b37-417a-81f0-7acfe75ecb8b","Code","http://www.cdisc.org","2023-12-15","In Person","C175574"
"Code_92","6c7447f3-0eb7-4ee5-ab1d-325ca0589c7e","Code","http://www.cdisc.org","2023-12-15","Visit","C25716"
"Code_93","745c3022-5986-4986-b9a1-89f858f25aa4","Code","http://www.cdisc.org","2023-12-15","Clinic","C51282"
"Code_94","56bce88d-adee-4bc3-8485-19d9aabd09a1","Code","http://www.cdisc.org","2023-12-15","In Person","C175574"
"Code_95","d4d3c9e4-fa95-4b85-91b2-6e45a2961dc0","Code","http://www.cdisc.org","2023-12-15","Visit","C25716"
"Code_96","cd005cc0-a3e1-44a5-83c8-f7ceda8b23e0","Code","http://www.cdisc.org","2023-12-15","Clinic","C51282"
"Code_97","7bba7e47-a64f-4961-a6ff-736e5a60f277","Code","http://www.cdisc.org","2023-12-15","In Person","C175574"
"Code_98","bce2f111-bf86-4f40-a0b7-4e3b7114ddea","Code","http://www.cdisc.org","2023-12-15","Visit","C25716"
"Code_99","33d6b436-22c2-490b-9f51-aa0cc9e1b439","Code","http://www.cdisc.org","2023-12-15","Clinic","C51282"
"Code_100","0559e0b9-cb72-462a-9cef-219a27d1b6bd","Code","http://www.cdisc.org","2023-12-15","In Person","C175574"
"Code_101","b741886b-95d9-4f53-8409-ee2daca2a714","Code","http://www.cdisc.org","2023-12-15","Visit","C25716"
"Code_102","1e8435f5-c30e-49fd-b35c-e4b11e1ffedd","Code","http://www.cdisc.org","2023-12-15","Clinic","C51282"
"Code_103","da82beed-5b67-4456-b87d-84859a83e625","Code","http://www.cdisc.org","2023-12-15","In Person","C175574"
"Code_104","8311fba0-97b5-4ef4-bdb2-3de5e7301ac9","Code","http://www.cdisc.org","2023-12-15","Telephone Call","C171537"
"Code_105","a6f4d9ae-1b95-402b-9162-c1a48f0c7dd8","Code","http://www.cdisc.org","2023-12-15","Visit","C25716"
"Code_106","2f11733d-3f35-49f2-a448-ce149b1bdbf3","Code","http://www.cdisc.org","2023-12-15","Clinic","C51282"
"Code_107","3e445a7e-c708-45bb-96eb-03235bc8eee2","Code","http://www.cdisc.org","2023-12-15","In Person","C175574"
"Code_108","534b5855-870b-4543-8a88-756618a52b57","Code","http://www.cdisc.org","2023-12-15","Telephone Call","C171537"
"Code_109","a3724366-db7b-4a50-994b-3356353e5ce1","Code","http://www.cdisc.org","2023-12-15","Visit","C25716"
"Code_110","3203828e-b854-43a6-93c5-d0b70797f2ea","Code","http://www.cdisc.org","2023-12-15","Clinic","C51282"
"Code_111","43c69392-257a-45c8-8c23-20d215b69ecf","Code","http://www.cdisc.org","2023-12-15","In Person","C175574"
"Code_112","5353052b-979a-4e28-b246-a5c549c8f553","Code","http://www.cdisc.org","2023-12-15","Telephone Call","C171537"
"Code_113","3f40475b-d70a-4e27-bbb8-f62d78284da2","Code","http://www.cdisc.org","2023-12-15","Visit","C25716"
"Code_114","2ca81dcd-c5a9-4345-9fcb-307c985b74db","Code","http://www.cdisc.org","2023-12-15","Clinic","C51282"
"Code_115","e653d13a-cc69-4312-accc-f9080dca461f","Code","http://www.cdisc.org","2023-12-15","In Person","C175574"
"Code_116","5490e0e7-1b41-46db-b4e4-7be90592feec","Code","http://www.cdisc.org","2023-12-15","Telephone Call","C171537"
"Code_117","df872c1a-7bef-4d2f-9649-23b5f7fd24cf","Code","http://www.cdisc.org","2023-12-15","Visit","C25716"
"Code_118","86fcbd19-1402-4ec5-abde-34780de69fb6","Code","http://www.cdisc.org","2023-12-15","Clinic","C51282"
"Code_119","32ac7fce-b86a-45b2-b31a-7c16a3250688","Code","http://www.cdisc.org","2023-12-15","In Person","C175574"
"Code_120","8eb49dd1-cd3b-4e3c-b25c-5b187b13855e","Code","http://www.cdisc.org","2023-12-15","Visit","C25716"
"Code_121","9487f9d7-b7a7-4df9-91fb-6bbe3795373c","Code","http://www.cdisc.org","2023-12-15","Clinic","C51282"
"Code_122","6d34ed38-ac90-4358-984e-0dc2e86ddd8c","Code","http://www.cdisc.org","2023-12-15","In Person","C175574"
"Code_80","d9e7ca3d-1ecc-44bb-8cd2-a048e43f59ea","Code","SNOMED","January 31, 2018","CT of head without contrast","383371000119108"
"Code_81","e5ef14aa-b0fb-4008-8ca0-b6dfdbe98fa6","Code","SPONSOR","12","Subject Supine","123"
"Code_82","2dbc6b63-6f7e-4ae9-9e93-45e129fbe934","Code","SPONSOR","12","Subject Standing","124"
"Code_429","d1771da8-922e-4f73-9140-8fa12bda0568","Code","http://www.cdisc.org","2023-12-15","Male","C20197"
"Code_430","fe88a2a9-4f94-49e8-9990-8c0af80da1d8","Code","http://www.cdisc.org","2023-12-15","Female","C16576"
"Code_431","8eb510ff-5056-4b0c-8639-d344c81ffbde","Code","http://www.cdisc.org","2023-12-15","Sex","C28421"
"Code_432","f65c24c9-d13f-423d-9418-2181ebdabf20","Code","http://www.cdisc.org","2023-12-15","Sex","C28421"
"Code_433","8861caf8-bf9a-4ce6-99f3-d345e24fb181","Code","http://www.cdisc.org","2023-12-15","Race","C17049"
"Code_434","0d83b6e1-0920-4991-ba8f-48ce953b3b0d","Code","http://www.cdisc.org","2023-12-15","Race","C17049"
"Code_435","d45645af-3b1f-415b-91ea-4a9bb874d429","Code","http://www.cdisc.org","2023-12-15","TEMP","C174446"
"Code_436","83bfc134-fc19-4c50-b4a1-f612f3c3473d","Code","http://www.cdisc.org","2023-12-15","Clinical Test Result","C77140"
"Code_437","79dcb2cb-a935-42cd-b13a-db4d869a07e0","Code","http://www.cdisc.org","2023-12-15","Degree Celsius","C42559"
"Code_438","5bd74e84-d5ca-469a-bf4d-3edf1fc98acb","Code","http://www.cdisc.org","2023-12-15","Degree Fahrenheit","C44277"
"Code_439","ebb61e4b-82ac-49a3-8a17-bf8e06c9b0eb","Code","http://www.cdisc.org","2023-12-15","Kelvin","C42537"
"Code_440","5ce16dae-6c12-4bde-a3ba-37051bc61dd5","Code","http://www.cdisc.org","2023-12-15","Unit of Temperature","C44276"
"Code_441","b2592217-5993-4411-a530-a46151499c6b","Code","http://www.cdisc.org","2023-12-15","Axilla","C12674"
"Code_442","4e7fd49f-09db-4b4c-b687-31e5795aff68","Code","http://www.cdisc.org","2023-12-15","Ear","C12394"
"Code_443","20b53cd8-5c76-447c-a626-f0efea9a328c","Code","http://www.cdisc.org","2023-12-15","Forehead","C89803"
"Code_444","764be661-a040-457f-8337-1d9e43bd6546","Code","http://www.cdisc.org","2023-12-15","Oral Cavity","C12421"
"Code_445","733488d2-3f6d-4a0c-a98d-5997201ef7fc","Code","http://www.cdisc.org","2023-12-15","Rectum","C12390"
"Code_446","d7f6ce54-fa6e-4341-add9-0d6e9724f784","Code","http://www.cdisc.org","2023-12-15","Anatomic Site","C13717"
"Code_447","7ef14cd3-40d0-47f9-bb68-456b59605740","Code","http://www.cdisc.org","2023-12-15","TEMP","C174446"
"Code_448","8befb956-b793-40b4-a9da-ecb483b74571","Code","http://www.cdisc.org","2023-12-15","WEIGHT","C25208"
"Code_449","a432ea60-8632-460e-be96-5ba74b9c4b42","Code","http://www.cdisc.org","2023-12-15","Clinical Test Result","C77140"
"Code_450","2ce26246-b74c-4a0a-969d-1bd53a89eb5f","Code","http://www.cdisc.org","2023-12-15","Pound","C48531"
"Code_451","8aa1fbe2-99ad-4d68-9c39-c2926d87bfc0","Code","http://www.cdisc.org","2023-12-15","Gram","C48155"
"Code_452","9657cbc6-ee7f-4e60-9f23-50e6f6d1e53b","Code","http://www.cdisc.org","2023-12-15","Kilogram","C28252"
"Code_453","e8200547-b703-4b82-b69f-d825832e7cc9","Code","http://www.cdisc.org","2023-12-15","Unit of Weight","C48208"
"Code_454","c9c06caa-67ad-4511-b67d-b5861c086133","Code","http://www.cdisc.org","2023-12-15","WEIGHT","C25208"
"Code_455","05f30906-aa83-4aec-8642-ba499a3102a0","Code","http://www.cdisc.org","2023-12-15","HEIGHT","C25347"
"Code_456","0dc27a90-7da5-45d4-92de-802856ab2f6f","Code","http://www.cdisc.org","2023-12-15","Clinical Test Result","C77140"
"Code_457","62ca8ffa-d156-4e9d-935a-e4a4b767b645","Code","http://www.cdisc.org","2023-12-15","Centimeter","C49668"
"Code_458","b56bd1fb-835e-4e51-9856-523dad388d7d","Code","http://www.cdisc.org","2023-12-15","Inch","C48500"
"Code_459","a222bcea-1e9b-40a6-bc6e-93c919118971","Code","http://www.cdisc.org","2023-12-15","Meter","C41139"
"Code_460","ef5efd9f-0f4c-4393-894f-755c44606dd9","Code","http://www.cdisc.org","2023-12-15","Unit of Height","C168688"
"Code_461","f29a32c6-9a6f-4e90-8bc5-26b0e941e0fd","Code","http://www.cdisc.org","2023-12-15","HEIGHT","C25347"
"Code_462","e482c8ce-8392-4790-9da4-ddbdd647f39a","Code","http://www.cdisc.org","2023-12-15","ALT","C64433"
"Code_463","d423fec3-6d73-426b-bb2c-5c2437c31a35","Code","http://www.cdisc.org","2023-12-15","Laboratory Test Result","C36292"
"Code_464","00d9b19e-7a9c-413b-bf02-12dd7de5f6e2","Code","http://www.cdisc.org","2023-12-15","Unit per Liter","C67456"
"Code_465","4c280f20-cf5b-4f1b-b4ae-46dcf4e8d3da","Code","http://www.cdisc.org","2023-12-15","Microkatal per Liter","C67397"
"Code_466","90277d2d-27cb-4ecf-83f2-a4fc8b878815","Code","http://www.cdisc.org","2023-12-15","International Unit per Liter","C67376"
"Code_467","b63f8604-2d60-4045-aaaa-1bc1f48cf65d","Code","http://www.cdisc.org","2023-12-15","Nanokatal per Liter","C70510"
"Code_468","10d40be2-88dd-4e9b-97a7-a70eba8e0029","Code","http://www.cdisc.org","2023-12-15","Unit of Catalytic Activity Concentration","C67365"
"Code_469","3959f8d3-960a-48be-91d9-9862ab44f29c","Code","http://www.cdisc.org","2023-12-15","Biospecimen Type","C70713"
"Code_470","ceebb268-6773-4a16-842c-33875afa0f76","Code","http://www.cdisc.org","2023-12-15","No","C49487"
"Code_471","13872db4-d6b3-4e23-ba57-3d44dfd0b4c9","Code","http://www.cdisc.org","2023-12-15","Yes","C49488"
"Code_472","f0c677f2-d4df-42fb-b52f-1a8765c2ef9c","Code","http://www.cdisc.org","2023-12-15","Laboratory Test Fasting Status","C83309"
"Code_473","463355e3-475d-4060-afe6-3267979b8e07","Code","http://www.cdisc.org","2023-12-15","ALT","C64433"
"Code_474","f7c4936d-8fba-4375-a887-4ed71cacbb39","Code","http://www.cdisc.org","2023-12-15","ALB","C64431"
"Code_475","5922da69-c82a-4adc-a403-d7b7013edc94","Code","http://www.cdisc.org","2023-12-15","Laboratory Test Result","C36292"
"Code_476","ae962e00-f9d1-4588-9579-2679681582a3","Code","http://www.cdisc.org","2023-12-15","Biospecimen Type","C70713"
"Code_477","8058188b-a565-460b-9ac6-8377a68235ac","Code","http://www.cdisc.org","2023-12-15","No","C49487"
"Code_478","68183ac2-3f6b-4e65-bd2e-d9cb0b26711b","Code","http://www.cdisc.org","2023-12-15","Yes","C49488"
"Code_479","79ecb559-f599-404c-a044-b0723a475c6d","Code","http://www.cdisc.org","2023-12-15","Laboratory Test Fasting Status","C83309"
"Code_480","43d34c86-c202-420c-ab9c-276f62648a8c","Code","http://www.cdisc.org","2023-12-15","ALB","C64431"
"Code_481","96727ec7-926c-43f5-ab86-a2cc814c481a","Code","http://www.cdisc.org","2023-12-15","ALP","C64432"
"Code_482","27c38314-270f-4896-b25e-0e07d5a172e4","Code","http://www.cdisc.org","2023-12-15","Laboratory Test Result","C36292"
"Code_483","50d03ee6-d5bc-4dde-8593-20db9a6be054","Code","http://www.cdisc.org","2023-12-15","Unit per Liter","C67456"
"Code_484","9047e7fa-2b0b-45c1-94b2-90e44a6a8092","Code","http://www.cdisc.org","2023-12-15","Microkatal per Liter","C67397"
"Code_485","18d24b7d-dc4c-463f-bda0-a25461713313","Code","http://www.cdisc.org","2023-12-15","International Unit per Liter","C67376"
"Code_486","56713b71-c2c0-41e5-8b05-dd5fb5669b62","Code","http://www.cdisc.org","2023-12-15","Unit of Catalytic Activity Concentration","C67365"
"Code_487","06c1c3d7-7b5b-4871-bccd-d3e24b999185","Code","http://www.cdisc.org","2023-12-15","Biospecimen Type","C70713"
"Code_488","194b22f9-e8d7-400f-b924-8d019d764cb0","Code","http://www.cdisc.org","2023-12-15","No","C49487"
"Code_489","7c126c60-6839-4526-bdfa-a63e05059021","Code","http://www.cdisc.org","2023-12-15","Yes","C49488"
"Code_490","265aa129-aad0-4c7e-9bdd-9d301ef9c6fc","Code","http://www.cdisc.org","2023-12-15","Laboratory Test Fasting Status","C83309"
"Code_491","aa50b3da-f164-4108-8561-ad54ea8b7eb4","Code","http://www.cdisc.org","2023-12-15","ALP","C64432"
"Code_492","854edcfe-c457-4a9d-af8a-29fe37c469b3","Code","http://www.cdisc.org","2023-12-15","AST","C64467"
"Code_493","212330aa-80c3-4663-a7f6-7fa0368d94e8","Code","http://www.cdisc.org","2023-12-15","Laboratory Test Result","C36292"
"Code_494","9ce01457-4e0e-4e1c-9f17-1adb1e2bcea2","Code","http://www.cdisc.org","2023-12-15","Unit per Liter","C67456"
"Code_495","0d05d902-4cb3-4f5c-9d2b-46b17d2909ad","Code","http://www.cdisc.org","2023-12-15","Microkatal per Liter","C67397"
"Code_496","900f437a-8584-4bbd-b62a-9955fc978586","Code","http://www.cdisc.org","2023-12-15","International Unit per Liter","C67376"
"Code_497","a75ae3cc-2421-4704-964e-925f8d4117f4","Code","http://www.cdisc.org","2023-12-15","Unit of Catalytic Activity Concentration","C67365"
"Code_498","4808a33f-d14e-4f34-9a4e-161c1bea431f","Code","http://www.cdisc.org","2023-12-15","Biospecimen Type","C70713"
"Code_499","d963bd88-cd37-44f0-a468-d54f9680fbc1","Code","http://www.cdisc.org","2023-12-15","No","C49487"
"Code_500","0f2c2103-085a-4ca8-87b6-9ca3fbdad9c9","Code","http://www.cdisc.org","2023-12-15","Yes","C49488"
"Code_501","f407bbcc-67f5-46d8-9408-88ef386a56ee","Code","http://www.cdisc.org","2023-12-15","Laboratory Test Fasting Status","C83309"
"Code_502","fe9f33c4-4db9-4e87-811e-b04805fb741d","Code","http://www.cdisc.org","2023-12-15","AST","C64467"
"Code_503","4cd82e31-1500-4ae4-92ef-a5df7f4619b0","Code","http://www.cdisc.org","2023-12-15","CREAT","C64547"
"Code_504","5d0a38f6-13a0-40db-9f91-4aad3a5222da","Code","http://www.cdisc.org","2023-12-15","Laboratory Test Result","C36292"
"Code_505","7a61f1a2-2452-470f-8c60-cea6c05a34ce","Code","http://www.cdisc.org","2023-12-15","Milligram per Deciliter","C67015"
"Code_506","9bba9955-9b98-414e-814d-aa0c1376e671","Code","http://www.cdisc.org","2023-12-15","Microgram per Milliliter","C64572"
"Code_507","5095fd83-d678-4c51-af7c-462fcaa89b14","Code","http://www.cdisc.org","2023-12-15","Millimole per Liter","C64387"
"Code_508","6656db30-8136-48ea-9a27-2cd2738f97f7","Code","http://www.cdisc.org","2023-12-15","Micromole per Liter","C48508"
"Code_509","d09f6aa6-67e1-45e6-8a74-21b5f85fb8e8","Code","http://www.cdisc.org","2023-12-15","Unit of Concentration","C48207"
"Code_510","cd040f74-154a-474b-8e8a-6b430b31ca14","Code","http://www.cdisc.org","2023-12-15","Biospecimen Type","C70713"
"Code_511","f665d7f5-1a2b-4b03-9b1c-4177176f0976","Code","http://www.cdisc.org","2023-12-15","No","C49487"
"Code_512","0c0b03c2-5980-456c-a5ad-edd77e4b85e8","Code","http://www.cdisc.org","2023-12-15","Yes","C49488"
"Code_513","4ae1b3dc-9cbc-413d-bd90-fd139408262e","Code","http://www.cdisc.org","2023-12-15","Laboratory Test Fasting Status","C83309"
"Code_514","de2521d4-7d43-4b40-b734-fe02638cf35b","Code","http://www.cdisc.org","2023-12-15","CREAT","C64547"
"Code_515","7e925f02-11f4-445f-b0fb-fc162113577f","Code","http://www.cdisc.org","2023-12-15","K","C64853"
"Code_516","426e36ae-6303-40e5-a300-dca317e27c39","Code","http://www.cdisc.org","2023-12-15","Laboratory Test Result","C36292"
"Code_517","0d127c48-625e-409b-9d21-5c0bfbb21e8f","Code","http://www.cdisc.org","2023-12-15","Milliequivalent per Liter","C67474"
"Code_518","a60b4a2d-f32e-4b8d-a5de-72aee1488e94","Code","http://www.cdisc.org","2023-12-15","Milliequivalent per Deciliter","C67473"
"Code_519","ca0f6c1c-9a5e-4128-aa59-4690265dca78","Code","http://www.cdisc.org","2023-12-15","Millimole per Liter","C64387"
"Code_520","65a36f8a-6149-4e86-b95e-5471c5e54c5b","Code","http://www.cdisc.org","2023-12-15","Molarity Unit","C64567"
"Code_521","0d15f6a0-159a-40dd-a937-2b75b57ae3ed","Code","http://www.cdisc.org","2023-12-15","Biospecimen Type","C70713"
"Code_522","040163bc-6610-4cae-80a4-6685c350e17a","Code","http://www.cdisc.org","2023-12-15","No","C49487"
"Code_523","3f1acf7e-bed0-4bf8-a5f5-baea614df688","Code","http://www.cdisc.org","2023-12-15","Yes","C49488"
"Code_524","745150a1-2430-4f9d-97a9-636993a97a6d","Code","http://www.cdisc.org","2023-12-15","Laboratory Test Fasting Status","C83309"
"Code_525","83900be8-634c-4f59-9b4e-8600f9afaed2","Code","http://www.cdisc.org","2023-12-15","K","C64853"
"Code_526","63cdb134-50af-4d2e-b7d4-69ca6ed45367","Code","http://www.cdisc.org","2023-12-15","SODIUM","C64809"
"Code_527","2b9b4cbd-55e6-45c2-911f-0f5c8071ea1a","Code","http://www.cdisc.org","2023-12-15","Laboratory Test Result","C36292"
"Code_528","f63a69d8-4198-4dec-823d-03989342a530","Code","http://www.cdisc.org","2023-12-15","Milliequivalent per Liter","C67474"
"Code_529","99f30982-1be8-4821-b741-def355c7bdb1","Code","http://www.cdisc.org","2023-12-15","Milliequivalent per Deciliter","C67473"
"Code_530","eafe282b-4636-4342-a6c1-5db776439d96","Code","http://www.cdisc.org","2023-12-15","Millimole per Liter","C64387"
"Code_531","8ecbc5ed-3dab-48d6-a447-4943cd2c3c6b","Code","http://www.cdisc.org","2023-12-15","Molarity Unit","C64567"
"Code_532","b06721a9-fc4d-497d-b39c-1d6bce330dd6","Code","http://www.cdisc.org","2023-12-15","Biospecimen Type","C70713"
"Code_533","b47671b6-99d8-47a6-9844-159b44fa28d2","Code","http://www.cdisc.org","2023-12-15","No","C49487"
"Code_534","e6910538-ffc6-47c3-9ce0-c9ed96ae07e8","Code","http://www.cdisc.org","2023-12-15","Yes","C49488"
"Code_535","3e500bbb-a35e-4233-912c-ca428bf67668","Code","http://www.cdisc.org","2023-12-15","Laboratory Test Fasting Status","C83309"
"Code_536","a051d4ff-421f-494f-be30-3ad728419def","Code","http://www.cdisc.org","2023-12-15","SODIUM","C64809"
"Code_537","1d95f3aa-1fe7-49bf-b16d-da90b2bdc8b2","Code","http://www.cdisc.org","2023-12-15","HBA1C","C64849"
"Code_538","fb596104-2ec1-47f9-b5cb-f1bafc529dd0","Code","http://www.cdisc.org","2023-12-15","Laboratory Test Result","C36292"
"Code_539","da87a775-9306-4e67-987f-a2c53b7e3769","Code","http://www.cdisc.org","2023-12-15","Gram per Deciliter","C64783"
"Code_540","41f0d993-6479-45c9-9fb2-984b72ae54a2","Code","http://www.cdisc.org","2023-12-15","LBORRESU","No Concept Code"
"Code_541","63eb4163-b420-4c69-859a-6d51389b14c6","Code","http://www.cdisc.org","2023-12-15","Biospecimen Type","C70713"
"Code_542","14d9c942-20b5-41c1-b6b4-995337c47c57","Code","http://www.cdisc.org","2023-12-15","No","C49487"
"Code_543","0c142efb-f9dc-451c-99af-d6447ad4d181","Code","http://www.cdisc.org","2023-12-15","Yes","C49488"
"Code_544","7ad35ee1-8576-4915-b0c9-202b58155f0e","Code","http://www.cdisc.org","2023-12-15","Laboratory Test Fasting Status","C83309"
"Code_545","96d4ee9e-d067-46aa-974e-0a63436a6081","Code","http://www.cdisc.org","2023-12-15","HBA1C","C64849"
"Code_145","6d4880bb-5ec4-4076-a1f3-d5cb8f03f140","Code","http://www.cdisc.org","2023-12-15","Adverse Event Verbatim Description","C78541"
"Code_146","170ef4bb-f131-415d-bc0e-f27f54d392bb","Code","http://www.cdisc.org","2023-12-15","Adverse Event Dictionary Derived Term","C83344"
"Code_147","4cc791bb-6415-4515-8c0f-b25b1bfb503a","Code","http://www.cdisc.org","2023-12-15","No","C49487"
"Code_148","1856acc3-10e0-4806-a36b-7d0735c20e38","Code","http://www.cdisc.org","2023-12-15","Yes","C49488"
"Code_149","d668abf3-7022-4989-b564-0405ffca01ba","Code","http://www.cdisc.org","2023-12-15","Adverse Event Pre-specified","C87840"
"Code_150","e868d03b-153c-4804-b583-910805529eaa","Code","http://www.cdisc.org","2023-12-15","Adverse Event Location","C83205"
"Code_151","3606d786-6b40-4ae2-8918-0c0d02fe4b35","Code","http://www.cdisc.org","2023-12-15","Severity of Adverse Event","C53253"
"Code_152","572bb030-5499-4e32-8f45-a95512fab06c","Code","http://www.cdisc.org","2023-12-15","No","C49487"
"Code_153","687930e3-6f34-47a3-a41f-50223fb36823","Code","http://www.cdisc.org","2023-12-15","Yes","C49488"
"Code_154","4e5d10f1-23fb-436b-855c-a5e1e4c6a98a","Code","http://www.cdisc.org","2023-12-15","Seriousness of Adverse Event","C53252"
"Code_155","6937aba0-a213-43ae-a4c4-1a2974d61e04","Code","http://www.cdisc.org","2023-12-15","Adverse Event Action Taken with Study Treatment","C83013"
"Code_156","0c7bd057-fdfa-40b8-93f0-68660bd6fc12","Code","http://www.cdisc.org","2023-12-15","Other Actions taken in Response to Adverse Event","C83109"
"Code_157","bb141e6b-96c5-4928-aabc-c77d2b01bd22","Code","http://www.cdisc.org","2023-12-15","Adverse Event Attribution to Product or Procedure","C41358"
"Code_158","dae7daa9-37bf-4576-9f50-45402360270a","Code","http://www.cdisc.org","2023-12-15","Adverse Event Relationship to Non Study Treatment","C83210"
"Code_159","66f0d49e-3e5f-4afd-87a0-7f70b3b42577","Code","http://www.cdisc.org","2023-12-15","Adverse Event Pattern","C83208"
"Code_160","21ceafb8-8683-452b-a288-4b5d7d31aa38","Code","http://www.cdisc.org","2023-12-15","Adverse Event Outcome","C49489"
"Code_161","9871c101-16ef-46df-9985-9ed7cce8503f","Code","http://www.cdisc.org","2023-12-15","No","C49487"
"Code_162","932e7beb-a6b8-4228-b4e5-5e0c427f6a2f","Code","http://www.cdisc.org","2023-12-15","Yes","C49488"
"Code_163","ccb1ebd8-f6cb-469b-b318-633361232fb2","Code","http://www.cdisc.org","2023-12-15","Adverse Event Involves Cancer","C83211"
"Code_164","62d991c6-22bf-43ba-8abb-d39727ee28f5","Code","http://www.cdisc.org","2023-12-15","No","C49487"
"Code_165","28735ac7-cf39-4d32-855e-4a3d695d00be","Code","http://www.cdisc.org","2023-12-15","Yes","C49488"
"Code_166","34fbcbac-0cfe-466b-a899-c4d8b63fe81a","Code","http://www.cdisc.org","2023-12-15","Adverse Event Seriousness Due to Congenital Anomaly","C83117"
"Code_167","67fab653-1180-4c86-9ff9-008a4c25e663","Code","http://www.cdisc.org","2023-12-15","No","C49487"
"Code_168","20695b61-be4a-42ba-8814-3c9ba7c54519","Code","http://www.cdisc.org","2023-12-15","Yes","C49488"
"Code_169","f843c5a0-4a3f-4305-8989-4a7ae4d00914","Code","http://www.cdisc.org","2023-12-15","Disabling Adverse Event","C113380"
"Code_170","557fa6ed-518e-41b1-a234-e861a14cead6","Code","http://www.cdisc.org","2023-12-15","No","C49487"
"Code_171","9f742d64-cb51-4441-9d30-01958b4543c2","Code","http://www.cdisc.org","2023-12-15","Yes","C49488"
"Code_172","804db38a-d3ec-42d4-a22f-af0f9f4e6578","Code","http://www.cdisc.org","2023-12-15","Death Related to Adverse Event","C48275"
