"isRequired","uuid:ID","isEnabled","id","label","name","instanceType","datatype"
"True","f25d8cd4-efe3-4372-b998-ea26b653d200","True","BiomedicalConceptProperty_3","Category","Category","BiomedicalConceptProperty","string"
"True","924cdb53-2719-4dd0-b4cd-69c25fc8012c","True","BiomedicalConceptProperty_4","Subcategory","Subcategory","BiomedicalConceptProperty","string"
"True","a3d9670f-0334-4656-9f6d-6963c2ba9ac6","True","BiomedicalConceptProperty_5","Observation Start Date Time","Observation Start Date Time","BiomedicalConceptProperty","datetime"
"True","dfce3d9b-810a-4031-bbff-f4daad783dd7","True","BiomedicalConceptProperty_6","Clinical Test Result","Clinical Test Result","BiomedicalConceptProperty","decimal"
"True","add65c37-81c3-41f4-8006-9886dc94a1c6","True","BiomedicalConceptProperty_7","Unit of Pressure","Unit of Pressure","BiomedicalConceptProperty","string"
"True","bd6b996f-3573-4511-9433-10b1afaf17b1","True","BiomedicalConceptProperty_8","Anatomic Site","Anatomic Site","BiomedicalConceptProperty","string"
"True","941ce6bd-16a3-48db-8430-731f8385a1c7","True","BiomedicalConceptProperty_9","Laterality","Laterality","BiomedicalConceptProperty","string"
"True","a6b97738-4f85-4bbd-8ba1-66fe9bc5a06a","True","BiomedicalConceptProperty_10","Test Method","Test Method","BiomedicalConceptProperty","string"
"True","5456f03e-b84b-4686-8334-63e2fc56a6ba","True","BiomedicalConceptProperty_11","Body Position","Body Position","BiomedicalConceptProperty","string"
"True","459f0035-b12e-4015-85b9-30a991ff5aa6","True","BiomedicalConceptProperty_12","Clinical Test Result","Clinical Test Result","BiomedicalConceptProperty","decimal"
"True","cbdcb557-bfdf-47c9-908d-2a7e2513f4d7","True","BiomedicalConceptProperty_13","Unit of Pressure","Unit of Pressure","BiomedicalConceptProperty","string"
"True","399a2bb9-129e-4828-b11d-3a7a1e6abdea","True","BiomedicalConceptProperty_14","Anatomic Site","Anatomic Site","BiomedicalConceptProperty","string"
"True","a981440e-7dea-49fe-be4d-efd04694e538","True","BiomedicalConceptProperty_15","Laterality","Laterality","BiomedicalConceptProperty","string"
"True","b21608ed-190b-419f-b9b0-38dbf5b14922","True","BiomedicalConceptProperty_16","Test Method","Test Method","BiomedicalConceptProperty","string"
"True","15da57db-0ab0-45ad-9593-1546ef10fad1","True","BiomedicalConceptProperty_17","Body Position","Body Position","BiomedicalConceptProperty","string"
"True","d08c930a-a60f-484d-8ba5-1d9367ed559d","True","BiomedicalConceptProperty_18","Clinical Test Result","Clinical Test Result","BiomedicalConceptProperty","decimal"
"True","73884117-b0dd-4121-8f73-2fa8d1e7c025","True","BiomedicalConceptProperty_19","Unit of Temperature","Unit of Temperature","BiomedicalConceptProperty","string"
"True","2626ae89-b18d-4636-951e-d7c12d4f23f4","True","BiomedicalConceptProperty_20","Anatomic Site","Anatomic Site","BiomedicalConceptProperty","string"
"True","592c88b7-3974-44d2-9ed4-53265bbd5579","True","BiomedicalConceptProperty_21","Clinical Test Result","Clinical Test Result","BiomedicalConceptProperty","decimal"
"True","69de4876-2caf-4cdb-944f-5b43bab3910b","True","BiomedicalConceptProperty_22","Unit of Weight","Unit of Weight","BiomedicalConceptProperty","string"
"True","8d4791b9-7450-4268-ad42-c89de1e7118f","True","BiomedicalConceptProperty_23","Clinical Test Result","Clinical Test Result","BiomedicalConceptProperty","decimal"
"True","29e38549-4b3e-4870-8924-b87d27ca72cb","True","BiomedicalConceptProperty_24","Unit of Height","Unit of Height","BiomedicalConceptProperty","string"
"True","cdf4d11d-a727-4a09-8db9-ef6354c3cf23","True","BiomedicalConceptProperty_25","Laboratory Test Result","Laboratory Test Result","BiomedicalConceptProperty","decimal"
"True","b1adb213-c974-4588-bf6d-44e211d8a75b","True","BiomedicalConceptProperty_26","Laboratory Test Fasting Status","Laboratory Test Fasting Status","BiomedicalConceptProperty","boolean"
"True","625f4336-796e-4f8f-b8e7-2f268e4cb125","True","BiomedicalConceptProperty_27","Unit of Catalytic Activity Concentration","Unit of Catalytic Activity Concentration","BiomedicalConceptProperty","string"
"True","e6a1fc1e-2172-4a0f-887b-9ce929533109","True","BiomedicalConceptProperty_28","Biospecimen Type","Biospecimen Type","BiomedicalConceptProperty","string"
"True","37b196b9-9c64-4e10-9c6e-92c26814142e","True","BiomedicalConceptProperty_29","Laboratory Test Result","Laboratory Test Result","BiomedicalConceptProperty","string"
"True","25bac68c-accf-4d17-a4dd-98f77912f814","True","BiomedicalConceptProperty_30","Laboratory Test Fasting Status","Laboratory Test Fasting Status","BiomedicalConceptProperty","boolean"
"True","c1e5436a-70fc-41ff-a0b9-fdca56667965","True","BiomedicalConceptProperty_31","Unit of Concentration","Unit of Concentration","BiomedicalConceptProperty","string"
"True","874e5516-723a-4fa4-8d8f-34bf1dbad47c","True","BiomedicalConceptProperty_32","Biospecimen Type","Biospecimen Type","BiomedicalConceptProperty","string"
"True","0d5fb09b-a806-4cde-8512-e0c00bf2efde","True","BiomedicalConceptProperty_33","Laboratory Test Result","Laboratory Test Result","BiomedicalConceptProperty","decimal"
"True","95b355e6-d334-444e-8737-35be0e23bd24","True","BiomedicalConceptProperty_34","Laboratory Test Fasting Status","Laboratory Test Fasting Status","BiomedicalConceptProperty","boolean"
"True","cf93e51f-cbd1-49d4-8e1d-8de738758d41","True","BiomedicalConceptProperty_35","Unit of Catalytic Activity Concentration","Unit of Catalytic Activity Concentration","BiomedicalConceptProperty","string"
"True","a87e9c47-8c96-4b90-8388-a9b300ac3354","True","BiomedicalConceptProperty_36","Biospecimen Type","Biospecimen Type","BiomedicalConceptProperty","string"
"True","cd73d084-370c-4ba2-9554-1566acc0264f","True","BiomedicalConceptProperty_37","Laboratory Test Result","Laboratory Test Result","BiomedicalConceptProperty","decimal"
"True","acd15c03-8c67-4eec-b31d-257881126e0c","True","BiomedicalConceptProperty_38","Laboratory Test Fasting Status","Laboratory Test Fasting Status","BiomedicalConceptProperty","boolean"
"True","fe5d0343-97e1-4b4b-9f43-b0b5d9259e79","True","BiomedicalConceptProperty_39","Unit of Catalytic Activity Concentration","Unit of Catalytic Activity Concentration","BiomedicalConceptProperty","string"
"True","8430919c-dec2-42ba-a20b-a7855b608980","True","BiomedicalConceptProperty_40","Biospecimen Type","Biospecimen Type","BiomedicalConceptProperty","string"
"True","18bd8699-2e0e-45a0-86ed-27ef37b9e46b","True","BiomedicalConceptProperty_41","Laboratory Test Result","Laboratory Test Result","BiomedicalConceptProperty","string"
"True","32029708-cf6c-4a06-8310-a4d1bb5e4392","True","BiomedicalConceptProperty_42","Laboratory Test Fasting Status","Laboratory Test Fasting Status","BiomedicalConceptProperty","boolean"
"True","ac368e0d-3201-4643-bb40-1eccaad9faed","True","BiomedicalConceptProperty_43","Unit of Concentration","Unit of Concentration","BiomedicalConceptProperty","string"
"True","1d704bd4-e89b-4190-b733-f1edbd96b1d0","True","BiomedicalConceptProperty_44","Biospecimen Type","Biospecimen Type","BiomedicalConceptProperty","string"
"True","66f05d0a-11e6-4f45-82cf-4990df8c6b7e","True","BiomedicalConceptProperty_45","Laboratory Test Result","Laboratory Test Result","BiomedicalConceptProperty","decimal"
"True","8d44cefa-ef7c-43ea-99a1-3b9d60bd7841","True","BiomedicalConceptProperty_46","Laboratory Test Fasting Status","Laboratory Test Fasting Status","BiomedicalConceptProperty","boolean"
"True","f91c8c3d-411d-4c6e-93a6-159706c90b31","True","BiomedicalConceptProperty_47","Molarity Unit","Molarity Unit","BiomedicalConceptProperty","string"
"True","175f434b-54c6-4405-a822-1dea32186d1f","True","BiomedicalConceptProperty_48","Biospecimen Type","Biospecimen Type","BiomedicalConceptProperty","string"
"True","c05b9346-5f8c-4a8f-87f3-b38610b78e9e","True","BiomedicalConceptProperty_49","Laboratory Test Result","Laboratory Test Result","BiomedicalConceptProperty","decimal"
"True","1b188d06-9958-43eb-b191-a9c7311f0296","True","BiomedicalConceptProperty_50","Laboratory Test Fasting Status","Laboratory Test Fasting Status","BiomedicalConceptProperty","boolean"
"True","76e6535c-ba60-40d1-bfc5-942e3e1daf14","True","BiomedicalConceptProperty_51","Molarity Unit","Molarity Unit","BiomedicalConceptProperty","string"
"True","812105ec-61f8-4cb4-8658-57238b9ecad3","True","BiomedicalConceptProperty_52","Biospecimen Type","Biospecimen Type","BiomedicalConceptProperty","string"
"True","49e6aa73-e107-408c-b8ca-a216756d2e76","True","BiomedicalConceptProperty_53","Clinical Test Result","Clinical Test Result","BiomedicalConceptProperty","decimal"
"True","a37b633d-ec60-4700-948b-812734b924f8","True","BiomedicalConceptProperty_54","Unit of Pressure","Unit of Pressure","BiomedicalConceptProperty","string"
"True","f3b5dc1b-a28b-4bde-9449-baaaa486135f","True","BiomedicalConceptProperty_55","Anatomic Site","Anatomic Site","BiomedicalConceptProperty","string"
"True","84cd1e9b-699e-42c8-a20e-707f209b8f88","True","BiomedicalConceptProperty_56","Laterality","Laterality","BiomedicalConceptProperty","string"
"True","7d3da44d-c344-4438-bc88-f20b012f6ce4","True","BiomedicalConceptProperty_57","Test Method","Test Method","BiomedicalConceptProperty","string"
"True","20aabf97-2f8d-4b08-8cf1-2ccd0a86dbdd","True","BiomedicalConceptProperty_58","Body Position","Body Position","BiomedicalConceptProperty","string"
"True","26fe0143-6d0f-46d3-9770-6e231f1c3a5c","True","BiomedicalConceptProperty_59","Clinical Test Result","Clinical Test Result","BiomedicalConceptProperty","decimal"
"True","554c55e3-5f40-4ed4-a5cf-516f3a70bf5b","True","BiomedicalConceptProperty_60","Unit of Pressure","Unit of Pressure","BiomedicalConceptProperty","string"
"True","614e380e-804c-42dc-ab57-06189b700693","True","BiomedicalConceptProperty_61","Anatomic Site","Anatomic Site","BiomedicalConceptProperty","string"
"True","48d0ec73-a70b-410b-bafd-60bf8d4c247b","True","BiomedicalConceptProperty_62","Laterality","Laterality","BiomedicalConceptProperty","string"
"True","c0f7db7f-3a17-4753-add6-7c122659d59c","True","BiomedicalConceptProperty_63","Test Method","Test Method","BiomedicalConceptProperty","string"
"True","816b21c0-2c82-4634-b359-a7cd75f6cf56","True","BiomedicalConceptProperty_64","Body Position","Body Position","BiomedicalConceptProperty","string"
"True","f09d21fb-9506-4f16-adcb-7c190415b0e5","True","BiomedicalConceptProperty_65","Clinical Test Result","Clinical Test Result","BiomedicalConceptProperty","integer"
"True","f64cd8dc-8ef1-4732-93f8-c1ff4e85cc18","True","BiomedicalConceptProperty_66","Count per Minute","Count per Minute","BiomedicalConceptProperty","string"
"True","2d4998b7-de2f-40e4-a544-00a692b35ff4","True","BiomedicalConceptProperty_67","Anatomic Site","Anatomic Site","BiomedicalConceptProperty","string"
"True","674c531c-bdbc-49ef-811a-e33754d89ada","True","BiomedicalConceptProperty_68","Laterality","Laterality","BiomedicalConceptProperty","string"
"True","ceeee87c-099c-4f3d-a378-26af6d7674af","True","BiomedicalConceptProperty_69","Test Method","Test Method","BiomedicalConceptProperty","string"
"True","862ff64b-f2db-4354-99b3-e5ae7a5999e1","True","BiomedicalConceptProperty_70","Body Position","Body Position","BiomedicalConceptProperty","string"
"True","c6fb36ba-b212-4f32-aa7c-abc6f808fca5","True","BiomedicalConceptProperty_71","Clinical Test Result","Clinical Test Result","BiomedicalConceptProperty","decimal"
"True","c847ea74-1014-42ff-a1d6-52f515eb4e6b","True","BiomedicalConceptProperty_72","Unit of Pressure","Unit of Pressure","BiomedicalConceptProperty","string"
"True","558d139e-1a82-4e8e-aeb6-8a544d96c808","True","BiomedicalConceptProperty_73","Anatomic Site","Anatomic Site","BiomedicalConceptProperty","string"
"True","b4b73806-2699-4006-bd31-c029e200f38b","True","BiomedicalConceptProperty_74","Laterality","Laterality","BiomedicalConceptProperty","string"
"True","146cc2bf-6586-439e-9285-e84b25497f0b","True","BiomedicalConceptProperty_75","Test Method","Test Method","BiomedicalConceptProperty","string"
"True","653dc686-5fe9-4aab-9438-81d0ffd1fb41","True","BiomedicalConceptProperty_76","Body Position","Body Position","BiomedicalConceptProperty","string"
"True","2330f5fb-a9e4-4a3a-a443-aefba1d9dfcf","True","BiomedicalConceptProperty_77","Clinical Test Result","Clinical Test Result","BiomedicalConceptProperty","decimal"
"True","4ee2bc87-70de-407a-b55c-0fdd8d9fb4ff","True","BiomedicalConceptProperty_78","Unit of Pressure","Unit of Pressure","BiomedicalConceptProperty","string"
"True","29d12ad9-a0f4-4e90-9753-35bfa6ae5aff","True","BiomedicalConceptProperty_79","Anatomic Site","Anatomic Site","BiomedicalConceptProperty","string"
"True","542d5ece-2d44-4e0a-b89a-7c9c86180241","True","BiomedicalConceptProperty_80","Laterality","Laterality","BiomedicalConceptProperty","string"
"True","46d1ab4e-2b1f-4046-9816-42e43c0e0a67","True","BiomedicalConceptProperty_81","Test Method","Test Method","BiomedicalConceptProperty","string"
"True","5a034dc9-ca9d-4e46-9e3b-8dc3223f2f71","True","BiomedicalConceptProperty_82","Body Position","Body Position","BiomedicalConceptProperty","string"
"True","d8b105b2-6410-41b2-ad2a-6a9e0c78309a","True","BiomedicalConceptProperty_83","Clinical Test Result","Clinical Test Result","BiomedicalConceptProperty","integer"
"True","c5050679-38ec-4f46-9d06-4bbfa3dd26fd","True","BiomedicalConceptProperty_84","Count per Minute","Count per Minute","BiomedicalConceptProperty","string"
"True","c476fcfe-d296-4386-aa59-b6098bb01d63","True","BiomedicalConceptProperty_85","Anatomic Site","Anatomic Site","BiomedicalConceptProperty","string"
"True","b3a1d617-4160-4315-93f6-efd357b808fe","True","BiomedicalConceptProperty_86","Laterality","Laterality","BiomedicalConceptProperty","string"
"True","b208338c-9b38-4eac-9464-6cac3c81c409","True","BiomedicalConceptProperty_87","Test Method","Test Method","BiomedicalConceptProperty","string"
"True","028f5095-dc27-42fa-bf78-97d5fe5e6b70","True","BiomedicalConceptProperty_88","Body Position","Body Position","BiomedicalConceptProperty","string"
