"uuid:ID","id","codeSystemVersion","instanceType","code","decode","codeSystem"
"5904d1b5-dbed-4137-8536-8a78c30293f5","Code_138","2023-09-29","Code","C49666","Efficacy Study","http://www.cdisc.org"
"82179b67-ab2f-4809-95d9-6ca2da0b98d3","Code_139","2023-09-29","Code","C49667","Safety Study","http://www.cdisc.org"
"ac24ebc1-4e2a-4bdd-b85f-a09d6a441331","Code_140","2023-09-29","Code","C49663","Pharmacokinetic Study","http://www.cdisc.org"
"cee747d6-e812-4bb5-9d5e-5419e64ca40b","Code_134","12","Code","MILD_MOD_ALZ","Mild to Moderate Alzheimer's Disease","SPONSOR"
"f5128a38-3b89-45b8-b204-99b66556447d","Code_135","January 31, 2018","Code","26929004","Alzheimer's disease","SNOMED"
"c2853671-4e8a-4c8a-b37e-eedc66780c00","Code_143","2023-09-29","Code","C99907x1","EXTENSION","http://www.cdisc.org"
"9a493f92-6bd0-4f4a-999a-be513b89d6cf","Code_144","2023-09-29","Code","C98704","ADAPTIVE","http://www.cdisc.org"
"e25ae418-0e9e-4980-983b-5eeada6b07dd","Code_141","2023-09-29","Code","C82639","Parallel Study","http://www.cdisc.org"
"41749be5-1afa-4d6a-b2b6-109277ace669","Code_83","2023-09-29","Code","C25716","Visit","http://www.cdisc.org"
"88e4811c-bef2-42de-82f8-743d3ebdd205","Code_84","2023-09-29","Code","C51282","Clinic","http://www.cdisc.org"
"a8a893ee-9bad-4e49-9943-7faa090f749d","Code_85","2023-09-29","Code","C175574","In Person","http://www.cdisc.org"
"1d804e13-f308-48c2-adff-76aad530cca6","Code_86","2023-09-29","Code","C25716","Visit","http://www.cdisc.org"
"07580bd0-9d68-45cb-8ced-4e9d86b39299","Code_87","2023-09-29","Code","C51282","Clinic","http://www.cdisc.org"
"4f91e326-7960-4caf-aa69-81bb4ac8da9b","Code_88","2023-09-29","Code","C175574","In Person","http://www.cdisc.org"
"2d54742f-64e5-480e-949e-fbb42b272c08","Code_89","2023-09-29","Code","C25716","Visit","http://www.cdisc.org"
"ad033ef4-afdc-436d-b5f1-e9cc44d2d562","Code_90","2023-09-29","Code","C51282","Clinic","http://www.cdisc.org"
"79eae62b-81a8-4bdb-a90d-f9ea3e4b40ec","Code_91","2023-09-29","Code","C175574","In Person","http://www.cdisc.org"
"1383d19f-328a-4cd4-a789-96224c981bea","Code_92","2023-09-29","Code","C25716","Visit","http://www.cdisc.org"
"67913839-4f4c-4620-8195-21026c7e67b6","Code_93","2023-09-29","Code","C51282","Clinic","http://www.cdisc.org"
"374dfac5-dfcf-4cf0-ac57-4e8e88cafdf0","Code_94","2023-09-29","Code","C175574","In Person","http://www.cdisc.org"
"5bbd2eaf-8cc4-434c-a997-36e27b8aa6ce","Code_95","2023-09-29","Code","C25716","Visit","http://www.cdisc.org"
"7828de47-9d04-4731-91e0-a757a7c7a9f5","Code_96","2023-09-29","Code","C51282","Clinic","http://www.cdisc.org"
"7a480c52-9542-4a32-bcd5-edf2b1e28e12","Code_97","2023-09-29","Code","C175574","In Person","http://www.cdisc.org"
"2cf9467c-2b13-4e7f-91af-21658d72f64d","Code_98","2023-09-29","Code","C25716","Visit","http://www.cdisc.org"
"42850827-c404-4dea-817c-f0e07f62df7b","Code_99","2023-09-29","Code","C51282","Clinic","http://www.cdisc.org"
"fed7ff02-13fd-4758-b757-9af96769c577","Code_100","2023-09-29","Code","C175574","In Person","http://www.cdisc.org"
"7ea7fc14-a40d-4946-ade2-f67de998465a","Code_101","2023-09-29","Code","C25716","Visit","http://www.cdisc.org"
"38c2f11f-2193-45bf-9c1a-be3d03049c4c","Code_102","2023-09-29","Code","C51282","Clinic","http://www.cdisc.org"
"15e47374-224d-4c67-af5b-c9fbcc7911b2","Code_103","2023-09-29","Code","C175574","In Person","http://www.cdisc.org"
"b6f68e51-a11a-4f57-9a69-6663c4d3b03e","Code_104","2023-09-29","Code","C171537","Telephone Call","http://www.cdisc.org"
"ad92effb-3423-4cf2-b8a2-86409a3d3a81","Code_105","2023-09-29","Code","C25716","Visit","http://www.cdisc.org"
"d03f72b3-e5bd-4f9d-bdee-97f9c5eb0b46","Code_106","2023-09-29","Code","C51282","Clinic","http://www.cdisc.org"
"710b6506-f4d8-4093-b640-be66717404f1","Code_107","2023-09-29","Code","C175574","In Person","http://www.cdisc.org"
"1c5cdfb5-ec07-4521-a891-3cd4baeba57e","Code_108","2023-09-29","Code","C171537","Telephone Call","http://www.cdisc.org"
"72dff27a-ec67-426f-a36f-e9e97dfd63cb","Code_109","2023-09-29","Code","C25716","Visit","http://www.cdisc.org"
"fe075ffa-e3b2-46d9-b31d-d7b5841817d9","Code_110","2023-09-29","Code","C51282","Clinic","http://www.cdisc.org"
"b9c0dd66-8ba0-42fd-83a4-888a49f6d58a","Code_111","2023-09-29","Code","C175574","In Person","http://www.cdisc.org"
"f2a039d5-be04-4cb9-b159-20489c876fea","Code_112","2023-09-29","Code","C171537","Telephone Call","http://www.cdisc.org"
"01e7b757-01d4-44f1-8f7d-4b4001b8a79a","Code_113","2023-09-29","Code","C25716","Visit","http://www.cdisc.org"
"b65e03a2-948d-49bd-bc70-dba243f9fbcd","Code_114","2023-09-29","Code","C51282","Clinic","http://www.cdisc.org"
"03642b06-b4af-4e92-93cc-98fc05afede7","Code_115","2023-09-29","Code","C175574","In Person","http://www.cdisc.org"
"96ed6e77-a1a0-43b0-9529-f50176cc767e","Code_116","2023-09-29","Code","C171537","Telephone Call","http://www.cdisc.org"
"538ac4fc-e505-4ac5-98c6-b223bf3412bf","Code_117","2023-09-29","Code","C25716","Visit","http://www.cdisc.org"
"15cbbb5b-9410-4e7a-a8bf-d8f70001c2ea","Code_118","2023-09-29","Code","C51282","Clinic","http://www.cdisc.org"
"69042c16-010c-458d-812a-71c357b6c79f","Code_119","2023-09-29","Code","C175574","In Person","http://www.cdisc.org"
"4e339203-d2cd-4c68-9f68-538e0d780af7","Code_120","2023-09-29","Code","C25716","Visit","http://www.cdisc.org"
"33fd0cd5-43c8-4e75-8f94-a6b43d79d547","Code_121","2023-09-29","Code","C51282","Clinic","http://www.cdisc.org"
"7e7d564d-185e-4483-a4ec-d6c301476aae","Code_122","2023-09-29","Code","C175574","In Person","http://www.cdisc.org"
"85a68d24-27a7-4ef6-b62f-7ef83ff3f853","Code_80","January 31, 2018","Code","383371000119108","CT of head without contrast","SNOMED"
"24048ed1-806f-4a4a-ab58-a597eff0904a","Code_81","12","Code","123","Subject Supine","SPONSOR"
"da87dd5d-00fb-4418-8add-9fe50e115301","Code_82","12","Code","124","Subject Standing","SPONSOR"
"a4f5c8c8-4ad3-4832-8e1b-3c92d4b074a3","Code_269","2023-09-29","Code","C20197","Male","http://www.cdisc.org"
"81e7f62c-518d-4e87-90dc-dc18d3983ee2","Code_270","2023-09-29","Code","C16576","Female","http://www.cdisc.org"
"4bdf313e-bb3b-4464-bfdf-70702ef863cc","Code_271","","Code","C28421","Sex","NCI Thesaurus"
"2dc6e204-8546-42cb-887e-5548326949f5","Code_268","","Code","C28421","Sex","NCI Thesaurus"
"7eddd81d-eac2-4b8e-a753-f0c5baf8f185","Code_273","","Code","C17049","Race","NCI Thesaurus"
"3487acec-3201-42ca-9bf7-93797546e701","Code_272","","Code","C17049","Race","NCI Thesaurus"
"2b1868a9-aa6f-4ea2-8d49-1f9e6ce5dfae","Code_275","","Code","C77140","Clinical Test Result","NCI Thesaurus"
"105caa4c-3b3f-46c6-9201-ab2cf9f79a3d","Code_276","2023-09-29","Code","C42537","Kelvin","http://www.cdisc.org"
"53acf549-7ef3-4da2-ba5c-c4f71d7c6482","Code_277","","Code","C44276","Unit of Temperature","NCI Thesaurus"
"c2332496-a786-4e76-adc0-cf5f7a7cf1d3","Code_278","","Code","C13717","Anatomic Site","NCI Thesaurus"
"d93ebf9c-1471-4ea1-9adf-58600c804139","Code_274","","Code","C174446","Body Temperature","NCI Thesaurus"
"acc55b8c-b801-40ec-83b2-78a12e4f7662","Code_280","","Code","C77140","Clinical Test Result","NCI Thesaurus"
"3ea4ec61-fe48-4bee-8f61-77753f66dd2b","Code_281","2023-09-29","Code","C28252","Kilogram","http://www.cdisc.org"
"984a2ade-d1db-4c1e-8f96-68a7e5047631","Code_282","2023-09-29","Code","C48155","Gram","http://www.cdisc.org"
"bec1b9b3-3f84-434e-8de8-129383b0be73","Code_283","2023-09-29","Code","C48531","Pound","http://www.cdisc.org"
"a6b5f95a-c9a6-448a-bf2b-26224583cfb3","Code_284","","Code","C48208","Unit of Weight","NCI Thesaurus"
"d210643f-c69e-4aff-979e-00ad69be5801","Code_279","","Code","C81328","Body Weight","NCI Thesaurus"
"c42a7525-ac38-496a-a0a5-8cf64b7ca719","Code_286","","Code","C77140","Clinical Test Result","NCI Thesaurus"
"f102fadd-78f8-465c-b7dd-ae3718b78a35","Code_287","2023-09-29","Code","C49668","Centimeter","http://www.cdisc.org"
"cd8736ae-841c-4a2c-a762-ed117efce826","Code_288","2023-09-29","Code","C48500","Inch","http://www.cdisc.org"
"571c9bd9-ce65-429d-a3d2-d67a56832d00","Code_289","2023-09-29","Code","C28251","Millimeter","http://www.cdisc.org"
"fe393759-37ac-4e11-926c-efec494dd749","Code_290","2023-09-29","Code","C41139","Meter","http://www.cdisc.org"
"6ebe9242-f2c9-4797-b925-18385dd455a4","Code_291","","Code","C168688","Unit of Height","NCI Thesaurus"
"137be72d-6e94-41da-83a8-4a6bdfb15246","Code_285","","Code","C164634","Body Height","NCI Thesaurus"
"18cbee81-1f21-4697-ad7e-0db351dbd373","Code_293","","Code","C36292","Laboratory Test Result","NCI Thesaurus"
"0b787a3f-cbd5-430b-b032-df24644bf411","Code_294","","Code","C83309","Laboratory Test Fasting Status","NCI Thesaurus"
"5bcb040d-4fd3-420c-a8c8-a6702f262afb","Code_295","","Code","C67365","Unit of Catalytic Activity Concentration","NCI Thesaurus"
"e8b3dc5e-d952-4e72-9e04-11c3d54fcd8b","Code_296","","Code","C70713","Biospecimen Type","NCI Thesaurus"
"12e0136c-225c-428d-be30-87d7f5e8d66e","Code_292","","Code","C64433","Alanine Aminotransferase Measurement","NCI Thesaurus"
"71de8193-2d5f-487b-90d4-37e19e99b22a","Code_298","","Code","C36292","Laboratory Test Result","NCI Thesaurus"
"c0519d1f-b8af-4735-9f74-db8cf8288449","Code_299","","Code","C83309","Laboratory Test Fasting Status","NCI Thesaurus"
"daf3851d-c400-48ef-a2c3-39c99711a49c","Code_300","","Code","C48207","Unit of Concentration","NCI Thesaurus"
"3a8125d2-91a4-428c-98fe-8246321d73d6","Code_301","","Code","C70713","Biospecimen Type","NCI Thesaurus"
"44e1b21c-b1b4-4937-bd72-deb6b2d1a08f","Code_297","","Code","C64431","Albumin Measurement","NCI Thesaurus"
"f86e97a8-c6ae-45b5-a790-67a473b15c79","Code_303","","Code","C36292","Laboratory Test Result","NCI Thesaurus"
"e5c9b4a8-41dc-416c-9749-6dfcfeee2493","Code_304","","Code","C83309","Laboratory Test Fasting Status","NCI Thesaurus"
"62e96002-239b-4c56-a714-00850eb3d65d","Code_305","","Code","C67365","Unit of Catalytic Activity Concentration","NCI Thesaurus"
"90a8540d-3f00-47f1-a80b-33f66bf57896","Code_306","","Code","C70713","Biospecimen Type","NCI Thesaurus"
"cb392586-5132-43a4-abe2-adebecb60d6a","Code_302","","Code","C64432","Alkaline Phosphatase Measurement","NCI Thesaurus"
"558364bd-eec1-4c2e-9cac-0f627b61424a","Code_308","","Code","C36292","Laboratory Test Result","NCI Thesaurus"
"8f708b06-305c-482f-85f0-4b92138ca9d7","Code_309","","Code","C83309","Laboratory Test Fasting Status","NCI Thesaurus"
"f98ffa66-b9aa-458c-9642-27a625f7ae21","Code_310","","Code","C67365","Unit of Catalytic Activity Concentration","NCI Thesaurus"
"d5af0e29-bac3-4a8d-86cd-2a542ec5d78a","Code_311","","Code","C70713","Biospecimen Type","NCI Thesaurus"
"9c6d2bc6-05ef-428d-9838-274dc4761e7e","Code_307","","Code","C64467","Aspartate Aminotransferase Measurement","NCI Thesaurus"
"e161f75c-541b-40f2-a31d-71b0f86b9c43","Code_313","","Code","C36292","Laboratory Test Result","NCI Thesaurus"
"c07e66d0-7b7f-497e-aea1-3378376a04b0","Code_314","","Code","C83309","Laboratory Test Fasting Status","NCI Thesaurus"
"02259ae0-37cc-4026-bc4b-f58b618553f0","Code_315","","Code","C48207","Unit of Concentration","NCI Thesaurus"
"aafe3cc0-7610-42c1-acdc-6fb4719e874a","Code_316","","Code","C70713","Biospecimen Type","NCI Thesaurus"
"92e4e5bc-8930-408f-993f-903c229a9673","Code_312","","Code","C64547","Creatinine Measurement","NCI Thesaurus"
"9890bb3c-8202-4c35-9b15-de7dfb7f502f","Code_318","","Code","C36292","Laboratory Test Result","NCI Thesaurus"
"6ad4deb6-7fcb-44cf-b4b0-5886cc6e0ead","Code_319","","Code","C83309","Laboratory Test Fasting Status","NCI Thesaurus"
"734a7244-5ed2-46c9-b7d0-84f8f6828801","Code_320","","Code","C64567","Molarity Unit","NCI Thesaurus"
"05eefbb7-96dd-4774-aefb-ecaec286a14b","Code_321","","Code","C70713","Biospecimen Type","NCI Thesaurus"
"b439400c-8153-4dea-a045-75f5c651a7e4","Code_317","","Code","C64853","Potassium Measurement","NCI Thesaurus"
"3a0aa223-cb8a-42d8-9ccc-51df4d6f5624","Code_323","","Code","C36292","Laboratory Test Result","NCI Thesaurus"
"e7d105a4-da6d-481d-96ed-4ea5d7e95393","Code_324","","Code","C83309","Laboratory Test Fasting Status","NCI Thesaurus"
"4e9e1b19-bc71-4e92-98f7-38ef2e9df099","Code_325","","Code","C64567","Molarity Unit","NCI Thesaurus"
"1b9bc92a-ca7f-4617-bb33-3d2ba5ab0b16","Code_326","","Code","C70713","Biospecimen Type","NCI Thesaurus"
"b7c9994e-1991-4b74-872e-d155bef85b7a","Code_322","","Code","C64809","Sodium Measurement","NCI Thesaurus"
"b98fbcf9-f15b-4cb4-aace-e418cccf26cd","Code_146","","Code","C82571","Reported Event Term","NCI Thesaurus"
"5cac9130-42d8-4112-9518-d4045058abea","Code_147","","Code","C82977","Dictionary-derived Term","NCI Thesaurus"
"6ff2ccf7-de19-4418-92ab-0a497a71fefb","Code_148","","Code","C25372","Category","NCI Thesaurus"
"196f7a50-6054-47a2-a9f3-c6ea093a9128","Code_149","","Code","C25692","Subcategory","NCI Thesaurus"
"47111605-63d8-4b8a-9269-b9ecd569c977","Code_150","","Code","C82517","Observation Start Date Time","NCI Thesaurus"
"682b3c53-7ea2-47cc-88df-2ccad9557491","Code_145","","Code","C41331","Adverse Event","NCI Thesaurus"
"2bc783a4-cab4-42e6-adab-8a4624e23496","Code_152","","Code","C77140","Clinical Test Result","NCI Thesaurus"
"25b1a72e-28de-46a7-a822-49adddbdab25","Code_153","2023-09-29","Code","C42547","Pascal","http://www.cdisc.org"
"65a8a058-c384-4935-88b0-c16ac1fb122d","Code_154","","Code","C49669","Unit of Pressure","NCI Thesaurus"
"e6db6110-2076-4fec-aa49-c05015d9bd2b","Code_155","","Code","C13717","Anatomic Site","NCI Thesaurus"
"8ba3f090-77c9-495b-8cb0-3deabd87bf9d","Code_156","","Code","C25185","Laterality","NCI Thesaurus"
"faa46d91-4e28-42f1-a56f-22fb11b56904","Code_157","","Code","C82535","Test Method","NCI Thesaurus"
"c08d7048-3b77-40c1-a2b6-7cc41a6fc17b","Code_158","","Code","C62164","Body Position","NCI Thesaurus"
"80829b42-7b23-4374-b32f-c5d8d121d4af","Code_151","","Code","C25298","Systolic Blood Pressure","NCI Thesaurus"
"d7e01b6f-d39f-4eff-a68d-b45d706e9e73","Code_160","","Code","C77140","Clinical Test Result","NCI Thesaurus"
"e7c9790c-279c-405b-953c-826ad26fde16","Code_161","2023-09-29","Code","C42547","Pascal","http://www.cdisc.org"
"760fac9b-99ec-488f-81e3-f0915749734a","Code_162","","Code","C49669","Unit of Pressure","NCI Thesaurus"
"7646ef24-8acb-4efa-8aef-84fa3c6edd6e","Code_163","","Code","C13717","Anatomic Site","NCI Thesaurus"
"fe494bd3-1506-46af-b014-367004a240c2","Code_164","","Code","C25185","Laterality","NCI Thesaurus"
"b0c4743c-2f44-4b09-813b-9a87b68433aa","Code_165","","Code","C82535","Test Method","NCI Thesaurus"
"a4eb6507-e6f6-4ad2-b546-41c614c78efa","Code_166","","Code","C62164","Body Position","NCI Thesaurus"
"03c8a605-eb0f-403a-87a5-ae6b0004bf48","Code_159","","Code","C25299","Diastolic Blood Pressure","NCI Thesaurus"
"3fde8075-28e6-450c-9fc5-a8ef3bb5f5fa","Code_168","","Code","C77140","Clinical Test Result","NCI Thesaurus"
"18feb751-3cab-4141-9204-904009ada7bf","Code_169","2023-09-29","Code","C42537","Kelvin","http://www.cdisc.org"
"5a67548c-766d-4343-95bc-9b0e88158c5a","Code_170","","Code","C44276","Unit of Temperature","NCI Thesaurus"
"c7f15fe1-a2be-4d41-938e-c1cfec43b2b8","Code_171","","Code","C13717","Anatomic Site","NCI Thesaurus"
"9c484be1-024a-40b9-945b-c03c362ff89a","Code_167","","Code","C174446","Body Temperature","NCI Thesaurus"
"df131199-8804-42aa-95d7-698277ff99af","Code_173","","Code","C77140","Clinical Test Result","NCI Thesaurus"
"0b26634a-7885-4f3f-88db-ce405cc874fc","Code_174","2023-09-29","Code","C28252","Kilogram","http://www.cdisc.org"
"2a27b007-b907-4486-a4fd-484687d80abf","Code_175","2023-09-29","Code","C48155","Gram","http://www.cdisc.org"
"97142773-3daa-4202-9186-c132c3331af9","Code_176","2023-09-29","Code","C48531","Pound","http://www.cdisc.org"
"aa2d8d8c-d924-4b52-8132-ac4a44caee20","Code_177","","Code","C48208","Unit of Weight","NCI Thesaurus"
"0c987829-1db8-42f2-a3b0-b651ff9b88b5","Code_172","","Code","C81328","Body Weight","NCI Thesaurus"
"45bc75d0-f0a1-40fa-8305-9dfaf4c9b56e","Code_179","","Code","C77140","Clinical Test Result","NCI Thesaurus"
"8f21ba9a-3ad6-4af6-8474-b803629a3a58","Code_180","2023-09-29","Code","C49668","Centimeter","http://www.cdisc.org"
"0c737d72-a3a3-4409-b1aa-5733356bface","Code_181","2023-09-29","Code","C48500","Inch","http://www.cdisc.org"
"fd803fe4-77a7-4930-b1ca-d989e7e7881c","Code_182","2023-09-29","Code","C28251","Millimeter","http://www.cdisc.org"
"cd70a04e-4201-4d8f-8edb-5255a8a1b174","Code_183","2023-09-29","Code","C41139","Meter","http://www.cdisc.org"
"544da546-08fd-4897-ace2-315eb9246e06","Code_184","","Code","C168688","Unit of Height","NCI Thesaurus"
"eec4b9bc-dc59-4e17-be5c-838fd143bb3b","Code_178","","Code","C164634","Body Height","NCI Thesaurus"
"ecb88735-ed67-49e6-8e25-fb93be886b62","Code_186","","Code","C36292","Laboratory Test Result","NCI Thesaurus"
"0f37f8a4-2360-4df0-8278-05429f411110","Code_187","","Code","C83309","Laboratory Test Fasting Status","NCI Thesaurus"
"408da77c-4580-4532-a8ae-00db9ca3fe3d","Code_188","","Code","C67365","Unit of Catalytic Activity Concentration","NCI Thesaurus"
"2506f427-3483-4aa6-86bd-e0ce3c95cf1b","Code_189","","Code","C70713","Biospecimen Type","NCI Thesaurus"
"ef4263ed-9e6b-4f2a-a4a2-0c3fd3fbe8da","Code_185","","Code","C64433","Alanine Aminotransferase Measurement","NCI Thesaurus"
"911524bf-dc44-4958-92df-a8306768cffe","Code_191","","Code","C36292","Laboratory Test Result","NCI Thesaurus"
"dea4e5e3-99bd-4262-990e-cfe8ef7a0534","Code_192","","Code","C83309","Laboratory Test Fasting Status","NCI Thesaurus"
"ca69766d-66ff-4bf9-93ba-3486475bbdb2","Code_193","","Code","C48207","Unit of Concentration","NCI Thesaurus"
"90b2c47b-97c9-4dde-a50e-e0c66a84bfc4","Code_194","","Code","C70713","Biospecimen Type","NCI Thesaurus"
"b279ac42-ad41-4d67-add9-aa4e5fe794c8","Code_190","","Code","C64431","Albumin Measurement","NCI Thesaurus"
"52e403fa-6aa7-444d-b444-292170e15334","Code_196","","Code","C36292","Laboratory Test Result","NCI Thesaurus"
"f64ec178-6543-40cb-aa5a-554c170217cb","Code_197","","Code","C83309","Laboratory Test Fasting Status","NCI Thesaurus"
"623ad160-c3d5-48d1-b99e-2c4bdf267cb6","Code_198","","Code","C67365","Unit of Catalytic Activity Concentration","NCI Thesaurus"
"fc1b4215-31c4-4d9a-a022-cbee52db3cd9","Code_199","","Code","C70713","Biospecimen Type","NCI Thesaurus"
"dc30b01b-f80c-43e4-a2d8-2afe1764e17e","Code_195","","Code","C64432","Alkaline Phosphatase Measurement","NCI Thesaurus"
"415103d6-1be6-43dd-ac18-6b475f27de98","Code_201","","Code","C36292","Laboratory Test Result","NCI Thesaurus"
"f9ec816d-5c8f-4e50-9c3d-4250daa3ba44","Code_202","","Code","C83309","Laboratory Test Fasting Status","NCI Thesaurus"
"3d9696dd-0f04-4094-ac83-07199fa6d6d2","Code_203","","Code","C67365","Unit of Catalytic Activity Concentration","NCI Thesaurus"
"92cdb15e-c3cf-4d66-9405-bb8cbb46bf3b","Code_204","","Code","C70713","Biospecimen Type","NCI Thesaurus"
"0c9043cc-fd17-4232-88d8-a03b92d4e06f","Code_200","","Code","C64467","Aspartate Aminotransferase Measurement","NCI Thesaurus"
"d717f782-724d-421e-bf3b-046b1a80befa","Code_206","","Code","C36292","Laboratory Test Result","NCI Thesaurus"
"eedcdcd1-5ac2-4d9b-89ba-0acb2f31992e","Code_207","","Code","C83309","Laboratory Test Fasting Status","NCI Thesaurus"
"6f6e8b8d-cf8d-4308-ab9c-38179eed056c","Code_208","","Code","C48207","Unit of Concentration","NCI Thesaurus"
"c95f7c10-d3b6-4ca3-8460-69adb61419a0","Code_209","","Code","C70713","Biospecimen Type","NCI Thesaurus"
"a050aea1-f9f5-46b8-8060-cb82153a2e37","Code_205","","Code","C64547","Creatinine Measurement","NCI Thesaurus"
"d4efeedd-9641-4d2f-b8f1-c72278701029","Code_211","","Code","C36292","Laboratory Test Result","NCI Thesaurus"
"d19e1f20-6e28-484e-9cdb-b5453fdf6957","Code_212","","Code","C83309","Laboratory Test Fasting Status","NCI Thesaurus"
"b1c652be-fedc-40ca-b19c-3f42abbd415b","Code_213","","Code","C64567","Molarity Unit","NCI Thesaurus"
"86873ed7-33de-4d63-ba0c-85e6f42244c7","Code_214","","Code","C70713","Biospecimen Type","NCI Thesaurus"
"58096b53-3192-471f-abbe-6fefbbe6689d","Code_210","","Code","C64853","Potassium Measurement","NCI Thesaurus"
"b49d5ce4-dc9f-4c63-89cd-dfa33b04ba3a","Code_216","","Code","C36292","Laboratory Test Result","NCI Thesaurus"
"8719c7fa-5b8a-46a7-895a-958c1be0ef1b","Code_217","","Code","C83309","Laboratory Test Fasting Status","NCI Thesaurus"
"90b57f2e-6622-446a-b97e-9fdb8e81c2eb","Code_218","","Code","C64567","Molarity Unit","NCI Thesaurus"
"91fa49ea-7a07-4e8c-b512-f1fa69dd233c","Code_219","","Code","C70713","Biospecimen Type","NCI Thesaurus"
"ee85deb1-35eb-438c-8afe-0123872fc162","Code_215","","Code","C64809","Sodium Measurement","NCI Thesaurus"
"ff03a28b-be54-4385-8604-31aa36dfc44d","Code_221","","Code","C77140","Clinical Test Result","NCI Thesaurus"
"d742c5c8-0a3a-45c0-95b0-6e672d87385a","Code_222","2023-09-29","Code","C42547","Pascal","http://www.cdisc.org"
"3f201449-c43f-44b1-8e0c-624bbe2c1644","Code_223","","Code","C49669","Unit of Pressure","NCI Thesaurus"
"26d10572-f403-4ac9-bb5c-f20d54a4d5aa","Code_224","","Code","C13717","Anatomic Site","NCI Thesaurus"
"f16b326f-5e30-4c19-9051-a5caf0bd59e1","Code_225","","Code","C25185","Laterality","NCI Thesaurus"
"daa7bba2-0d0e-42b6-816f-5aa1423559d4","Code_226","","Code","C82535","Test Method","NCI Thesaurus"
"521e8c43-7e05-485d-aa40-4676b2108647","Code_227","","Code","C62164","Body Position","NCI Thesaurus"
"899e112a-1cf9-412e-8af5-c6ced86fd534","Code_220","","Code","C25298","Systolic Blood Pressure","NCI Thesaurus"
"4a05b200-58e5-4572-99f7-e862ad2336eb","Code_229","","Code","C77140","Clinical Test Result","NCI Thesaurus"
"1fa5a6fb-af19-4b8a-a3ca-6ca2622a4e42","Code_230","2023-09-29","Code","C42547","Pascal","http://www.cdisc.org"
"db6650a5-2464-4151-b915-efc91750b2f8","Code_231","","Code","C49669","Unit of Pressure","NCI Thesaurus"
"10d8424b-4cd0-4f25-95a9-57e2935e9fb0","Code_232","","Code","C13717","Anatomic Site","NCI Thesaurus"
"4b4bff2e-98df-4f4a-9cdf-28f337224143","Code_233","","Code","C25185","Laterality","NCI Thesaurus"
"b9fe8824-3feb-497e-9b8e-d331f0d2b428","Code_234","","Code","C82535","Test Method","NCI Thesaurus"
"605d5d30-c229-4b04-970a-50d65c408217","Code_235","","Code","C62164","Body Position","NCI Thesaurus"
"2c581864-b822-40d0-8e4e-3ac407950cdf","Code_228","","Code","C25299","Diastolic Blood Pressure","NCI Thesaurus"
"e67eb739-5bc6-4d8b-9a57-13973a193c75","Code_237","","Code","C77140","Clinical Test Result","NCI Thesaurus"
"2c635581-ab1c-428e-8e65-45211d9c8e31","Code_238","2023-09-29","Code","C49673","Beats per Minute","http://www.cdisc.org"
"4b2097be-4ba2-4435-826f-1e69a2438878","Code_239","","Code","C73688","Count per Minute","NCI Thesaurus"
"94995cbe-eb9a-441b-9a2d-5f9809f3a98b","Code_240","","Code","C13717","Anatomic Site","NCI Thesaurus"
"5e272874-da27-499d-b311-ee10911b48eb","Code_241","","Code","C25185","Laterality","NCI Thesaurus"
"a31c5cc9-6d66-4e00-bcdc-4006a8ee59ef","Code_242","","Code","C82535","Test Method","NCI Thesaurus"
"19f75593-2158-4573-922b-2f3595435737","Code_243","","Code","C62164","Body Position","NCI Thesaurus"
