"instanceType","codeSystemVersion","codeSystem","code","decode","uuid:ID","id"
"Code","2023-09-29","http://www.cdisc.org","C51282","Clinic","fb6d5604-336c-418d-af1f-efb0ef792ed4","Code_86"
"Code","2023-09-29","http://www.cdisc.org","C175574","In Person","402e6dbd-5f88-4b48-87b5-ec01d7cbcdf2","Code_87"
"Code","2023-09-29","http://www.cdisc.org","C25716","Visit","e382ca6c-4425-4fcd-953e-66a0ec4869c8","Code_88"
"Code","2023-09-29","http://www.cdisc.org","C51282","Clinic","796b947b-4a38-45f7-9425-d51634dcbe60","Code_89"
"Code","2023-09-29","http://www.cdisc.org","C175574","In Person","53bc7ead-9878-4752-852b-c52d48547932","Code_90"
"Code","2023-09-29","http://www.cdisc.org","C25716","Visit","4a2911d9-8eca-4d90-ac01-82dba4e7ab2f","Code_91"
"Code","2023-09-29","http://www.cdisc.org","C51282","Clinic","937c8eff-6933-4960-a9a3-3ca55a84a2f9","Code_92"
"Code","2023-09-29","http://www.cdisc.org","C175574","In Person","933dabd3-dd59-4a10-94fe-76938f92f257","Code_93"
"Code","2023-09-29","http://www.cdisc.org","C25716","Visit","8c212f72-42f9-4945-b70e-09415c2b298b","Code_94"
"Code","2023-09-29","http://www.cdisc.org","C51282","Clinic","5bfe1daf-973a-4233-b9a1-b27aad422919","Code_95"
"Code","2023-09-29","http://www.cdisc.org","C175574","In Person","c63f9104-87c4-45ca-9bed-ef4360a7dd92","Code_96"
"Code","2023-09-29","http://www.cdisc.org","C25716","Visit","9b83ef01-4963-4519-9c59-53669338e511","Code_97"
"Code","2023-09-29","http://www.cdisc.org","C51282","Clinic","e6cef8b1-03b7-4998-a294-fbe8a382c15a","Code_98"
"Code","2023-09-29","http://www.cdisc.org","C175574","In Person","d00d993c-1f97-4c7f-bf1e-c0610c58a4a2","Code_99"
"Code","2023-09-29","http://www.cdisc.org","C25716","Visit","93c812fe-0dba-4380-ac25-a7963599481a","Code_100"
"Code","2023-09-29","http://www.cdisc.org","C51282","Clinic","20b6ad51-c3d1-4094-b557-c01b208b05ab","Code_101"
"Code","2023-09-29","http://www.cdisc.org","C175574","In Person","406fd685-7ae4-4663-ab16-f9b22d7e0ed6","Code_102"
"Code","2023-09-29","http://www.cdisc.org","C171537","Telephone Call","804c464d-df57-461f-a35b-bf322d36d4e4","Code_103"
"Code","2023-09-29","http://www.cdisc.org","C25716","Visit","21505edc-b905-410f-9dd4-98ff95d2dafa","Code_104"
"Code","2023-09-29","http://www.cdisc.org","C51282","Clinic","c7b986c1-c9fc-4ed4-8a54-1814b36dcc4e","Code_105"
"Code","2023-09-29","http://www.cdisc.org","C175574","In Person","f053a95a-6c41-4f71-bbbf-8a3d2bbbe0fc","Code_106"
"Code","2023-09-29","http://www.cdisc.org","C171537","Telephone Call","49247bf3-87c8-4746-9d0f-331243819742","Code_107"
"Code","2023-09-29","http://www.cdisc.org","C25716","Visit","f3cc839a-4677-47be-8223-3b1a6f22c6b5","Code_108"
"Code","2023-09-29","http://www.cdisc.org","C51282","Clinic","623e8846-edec-4373-97c8-196f22b6e54a","Code_109"
"Code","2023-09-29","http://www.cdisc.org","C175574","In Person","8cd5bbb3-f0d3-4e63-84d2-cd220eeb23a2","Code_110"
"Code","2023-09-29","http://www.cdisc.org","C171537","Telephone Call","c0d00d0f-1a79-432c-a1f5-558a13bbb2e2","Code_111"
"Code","2023-09-29","http://www.cdisc.org","C25716","Visit","4af3f887-f7b8-48a6-bd2a-8de43e4fb75c","Code_112"
"Code","2023-09-29","http://www.cdisc.org","C51282","Clinic","3fa20627-34aa-4806-8759-62cea50879b5","Code_113"
"Code","2023-09-29","http://www.cdisc.org","C175574","In Person","d1ae7a91-7ec2-4cc8-9345-b5813e9c5205","Code_114"
"Code","2023-09-29","http://www.cdisc.org","C171537","Telephone Call","440ea2be-17f2-405c-b36e-a8af7d4e4d19","Code_115"
"Code","2023-09-29","http://www.cdisc.org","C25716","Visit","7202e341-9d51-4bae-acd5-21b021e0c6a3","Code_116"
"Code","2023-09-29","http://www.cdisc.org","C51282","Clinic","10929f79-c1cc-4468-9c7d-8d31daa5c217","Code_117"
"Code","2023-09-29","http://www.cdisc.org","C175574","In Person","19193d55-9fb3-4868-9f34-39f63a28a8be","Code_118"
"Code","2023-09-29","http://www.cdisc.org","C25716","Visit","e5859a6c-6dd9-4f47-84b6-04d21e50acb8","Code_119"
"Code","2023-09-29","http://www.cdisc.org","C51282","Clinic","be880868-6bdd-4840-916c-970c7cbfb8a4","Code_120"
"Code","2023-09-29","http://www.cdisc.org","C175574","In Person","26ed476e-658d-4e61-aa78-77987b07329e","Code_121"
"Code","January 31, 2018","SNOMED","383371000119108","CT of head without contrast","555cf027-1db1-4151-874f-247fb96a7f2d","Code_79"
"Code","12","SPONSOR","123","Subject Supine","dd6ae1a3-3bb6-4890-a4b0-5b8a1dc19fa5","Code_80"
"Code","12","SPONSOR","124","Subject Standing","269675ae-05e4-4ebf-b3f8-ecaab66f1b0f","Code_81"
"Code","","NCI Thesaurus","C173522","Vital Signs Result","7ae2e614-6511-431e-96fe-e57683799522","Code_278"
"Code","2023-09-29","http://www.cdisc.org","C42537","Kelvin","38d32e0d-de20-405a-8c6e-1679dc5dae4a","Code_279"
"Code","","NCI Thesaurus","C44276","Unit of Temperature","3a5d5913-b8f6-4c48-a60f-5859e411bff4","Code_280"
"Code","","NCI Thesaurus","C83088","Vital Signs Location","19574397-849a-4274-aee9-6f407ee049a5","Code_281"
"Code","","NCI Thesaurus","C174446","Body Temperature","933ff147-62f1-4253-a010-5ac21aad4f50","Code_277"
"Code","","NCI Thesaurus","C173522","Vital Signs Result","c05cea88-92ef-4d68-8a94-7a585fa86b1a","Code_283"
"Code","2023-09-29","http://www.cdisc.org","C28252","Kilogram","7fd0cb47-8132-422b-b7a0-9cbeb7759ea9","Code_284"
"Code","2023-09-29","http://www.cdisc.org","C48155","Gram","b4840535-3510-4afb-b87c-f6f0625ad6d7","Code_285"
"Code","2023-09-29","http://www.cdisc.org","C48531","Pound","ee81ba0b-0ee4-462c-8507-a8944340b986","Code_286"
"Code","","NCI Thesaurus","C48208","Unit of Weight","3bb4ad1f-7e98-4a48-a78f-54e97d5ad944","Code_287"
"Code","","NCI Thesaurus","C81328","Body Weight","788278d8-db22-4215-bae1-b62de2251fde","Code_282"
"Code","","NCI Thesaurus","C173522","Vital Signs Result","db087a5a-34c2-4ba9-8c11-f69da3ecf0d6","Code_289"
"Code","2023-09-29","http://www.cdisc.org","C49668","Centimeter","f2661ce6-04da-40c5-9f21-0bf0238af87d","Code_290"
"Code","2023-09-29","http://www.cdisc.org","C48500","Inch","7fd7934a-3e20-4ecb-95d5-bc913815b820","Code_291"
"Code","2023-09-29","http://www.cdisc.org","C28251","Millimeter","d9e25ae7-b98a-4f50-b349-2ffc3e445dad","Code_292"
"Code","2023-09-29","http://www.cdisc.org","C41139","Meter","ae08bdbc-9dd3-4af0-83f2-7e29174a9d7d","Code_293"
"Code","","NCI Thesaurus","C168688","Unit of Height","9d36ed9c-4e52-4baf-b86f-41d191d53e55","Code_294"
"Code","","NCI Thesaurus","C164634","Body Height","8c367e9c-1592-421d-9476-a546a72c6436","Code_288"
"Code","","NCI Thesaurus","C36292","Laboratory Test Result","35359af8-edd3-4924-8f79-28cdcc387620","Code_296"
"Code","","NCI Thesaurus","C83309","Laboratory Test Fasting Status","9c3077f4-2849-449d-8efa-64ed412b2b01","Code_297"
"Code","","NCI Thesaurus","C67365","Unit of Catalytic Activity Concentration","bb72934e-9635-44f8-8244-aa5f8b28b0df","Code_298"
"Code","","NCI Thesaurus","C70713","Biospecimen Type","e002507f-0c47-464f-8607-f4b2461382e5","Code_299"
"Code","","NCI Thesaurus","C64433","Alanine Aminotransferase Measurement","0da628a1-3294-46df-bda1-c2869b8b3789","Code_295"
"Code","","NCI Thesaurus","C36292","Laboratory Test Result","35347300-a51b-4baa-be9d-6fd1b93a1bfb","Code_301"
"Code","","NCI Thesaurus","C83309","Laboratory Test Fasting Status","dbd4a593-ce8b-4d49-9777-25527da62089","Code_302"
"Code","","NCI Thesaurus","C48207","Unit of Concentration","39eb6ac6-b60a-4e8d-a5ca-1b5525fbf002","Code_303"
"Code","","NCI Thesaurus","C70713","Biospecimen Type","62c37bd4-077f-46fc-a620-3c7c58cc23b0","Code_304"
"Code","","NCI Thesaurus","C64431","Albumin Measurement","b619407c-fa59-4280-b3b9-5ff2b882a905","Code_300"
"Code","","NCI Thesaurus","C36292","Laboratory Test Result","748df9a7-02ce-4419-a715-15203921a8bb","Code_306"
"Code","","NCI Thesaurus","C83309","Laboratory Test Fasting Status","01332fa1-e826-42ef-a6e1-b3e037dc7df2","Code_307"
"Code","","NCI Thesaurus","C67365","Unit of Catalytic Activity Concentration","a2d91216-fc2c-4465-b8da-141fdf9fcad0","Code_308"
"Code","","NCI Thesaurus","C70713","Biospecimen Type","51369401-13fc-4ba3-ab2d-94a0691ac148","Code_309"
"Code","","NCI Thesaurus","C64432","Alkaline Phosphatase Measurement","27f50702-3724-4dfc-bd4b-823630e3816e","Code_305"
"Code","","NCI Thesaurus","C36292","Laboratory Test Result","843dc0e8-8c4e-4807-b630-0e89612e0ff2","Code_311"
"Code","","NCI Thesaurus","C83309","Laboratory Test Fasting Status","8e36a682-e83f-4eb8-83dc-97468ebe62f0","Code_312"
"Code","","NCI Thesaurus","C67365","Unit of Catalytic Activity Concentration","1594cd6d-feb1-4937-ade5-9e0df7979d58","Code_313"
"Code","","NCI Thesaurus","C70713","Biospecimen Type","1990dc2c-72a0-4d44-8686-d60a8841c516","Code_314"
"Code","","NCI Thesaurus","C64467","Aspartate Aminotransferase Measurement","0cca4f2c-a370-48d1-bd5d-44a45d16ba0e","Code_310"
"Code","","NCI Thesaurus","C36292","Laboratory Test Result","0b34e8ea-cf36-4a9e-90d1-c0916f9d4480","Code_316"
"Code","","NCI Thesaurus","C83309","Laboratory Test Fasting Status","a436861c-93f6-47d8-888d-4affb31581dc","Code_317"
"Code","","NCI Thesaurus","C48207","Unit of Concentration","e9b3374d-902a-4f76-82ae-b8943470f0e4","Code_318"
"Code","","NCI Thesaurus","C70713","Biospecimen Type","47673372-b3a8-4c06-b41c-a024b569926d","Code_319"
"Code","","NCI Thesaurus","C64547","Creatinine Measurement","6e3b2b3c-ee0d-4090-8130-b967eb01d751","Code_315"
"Code","","NCI Thesaurus","C36292","Laboratory Test Result","f89bb545-2184-4aaa-b8fa-e82384183d39","Code_321"
"Code","","NCI Thesaurus","C83309","Laboratory Test Fasting Status","1bf85516-3e2b-40fa-b31b-b1892f308cb1","Code_322"
"Code","","NCI Thesaurus","C64567","Molarity Unit","2079cce4-d600-4f7d-a0ca-49baf21a8587","Code_323"
"Code","","NCI Thesaurus","C70713","Biospecimen Type","3f437043-a478-45ee-801e-8365c73874f4","Code_324"
"Code","","NCI Thesaurus","C64853","Potassium Measurement","7f9296b4-827a-461c-a652-349494ddc35d","Code_320"
"Code","","NCI Thesaurus","C36292","Laboratory Test Result","efaca333-014c-4bc9-bb6e-6b7d6aa8276a","Code_326"
"Code","","NCI Thesaurus","C83309","Laboratory Test Fasting Status","daaf133f-7786-477d-bf80-42025aaf3dbe","Code_327"
"Code","","NCI Thesaurus","C64567","Molarity Unit","0292ff80-37da-4c4f-b5f9-6fc9f5b7e69a","Code_328"
"Code","","NCI Thesaurus","C70713","Biospecimen Type","5211a924-f79c-45a2-993b-5d1827ed3951","Code_329"
"Code","","NCI Thesaurus","C64809","Sodium Measurement","caa32f44-829e-49fb-ae84-bfc7c73102d7","Code_325"
"Code","","NCI Thesaurus","C78541","Adverse Event Verbatim Description","8a882069-c8e8-43d3-b883-a7743670dd51","Code_145"
"Code","","NCI Thesaurus","C83344","Adverse Event Dictionary Derived Term","a55aa48f-cd25-4fed-a611-0742c1aaeb70","Code_146"
"Code","","NCI Thesaurus","C83198","Adverse Event Category","02ac01d1-aee4-4f4e-a9b3-2c0f8d4384ed","Code_147"
"Code","","NCI Thesaurus","C83212","Adverse Event Subcategory","258e483b-f297-4136-83bc-0f08d26a1b30","Code_148"
"Code","","NCI Thesaurus","C87840","Adverse Event Pre-specified","2fc9471d-6f72-4a5d-bc2e-f2bd332a5976","Code_149"
"Code","","NCI Thesaurus","C53253","Severity of Adverse Event","eec82977-d491-419a-a5e8-6d6c707991a9","Code_150"
"Code","","NCI Thesaurus","C78605","Adverse Event Toxicity Grade","7d66a52a-3ed3-4ed3-805e-ab45bb787cf2","Code_151"
"Code","","NCI Thesaurus","C53252","Seriousness of Adverse Event","26d0cf85-414d-46fe-9761-359281a0de2b","Code_152"
"Code","","NCI Thesaurus","C83013","Adverse Event Action Taken with Study Treatment","4475f34c-beb3-4f64-8260-33a80ddddeb2","Code_153"
"Code","","NCI Thesaurus","C41358","Adverse Event Attribution to Product or Procedure","ded2e5d9-1106-4bd0-b6ad-30b1ae531308","Code_154"
"Code","2023-09-29","http://www.cdisc.org","C71325","Intermittent","4a0d5399-76ae-4641-aa97-8bf04f785bf1","Code_155"
"Code","","NCI Thesaurus","C83208","Adverse Event Pattern","68866c21-b3d2-4e0a-b131-edc2e595b24f","Code_156"
"Code","","NCI Thesaurus","C49489","Adverse Event Outcome","92f7a853-7af5-4881-b8cf-447a0698834f","Code_157"
"Code","","NCI Thesaurus","C83215","Adverse Event Start Date Time","11c4c7f2-f27e-4589-a678-6d345e2fffd4","Code_158"
"Code","","NCI Thesaurus","C83201","Adverse Event End Date Time","9028f6cb-9308-44e9-addc-e4e7d7c82f9a","Code_159"
"Code","","NCI Thesaurus","C41331","Adverse Event","5f31ec68-c479-4992-9864-c06ab7ca352e","Code_144"
"Code","","NCI Thesaurus","C173522","Vital Signs Result","4c94798c-9478-4dd7-a7fd-5d3904d02193","Code_161"
"Code","2023-09-29","http://www.cdisc.org","C42547","Pascal","70f248a5-8ef7-40b8-95a4-a9e61107c53c","Code_162"
"Code","","NCI Thesaurus","C49669","Unit of Pressure","8401a04b-5eff-4820-8aff-2e11e9b35f9a","Code_163"
"Code","","NCI Thesaurus","C83088","Vital Signs Location","004fc8b3-913d-4c87-ba79-4a2a6d99e18e","Code_164"
"Code","","NCI Thesaurus","C123975","Vital Signs Laterality","47f2ac02-5e0b-4b0d-bfce-78f4fb1f6bbc","Code_165"
"Code","","NCI Thesaurus","C82535","Test Method","2a1841b0-0beb-413d-b4bc-1cf7a0533162","Code_166"
"Code","","NCI Thesaurus","C83114","Vital Signs Position","27016f47-3429-4ddc-8b1f-51fe4256d2f4","Code_167"
"Code","","NCI Thesaurus","C25298","Systolic Blood Pressure","fe29a92e-4a48-4959-a3fe-9e35b90165a8","Code_160"
"Code","","NCI Thesaurus","C173522","Vital Signs Result","4061dd8b-c0a9-4f7a-9846-00bc05b3cf34","Code_169"
"Code","2023-09-29","http://www.cdisc.org","C42547","Pascal","bdb1515b-3b12-4fc0-b8e4-165f949fc248","Code_170"
"Code","","NCI Thesaurus","C49669","Unit of Pressure","c513e6ef-1193-4a6b-971f-fd3b4db22e47","Code_171"
"Code","","NCI Thesaurus","C83088","Vital Signs Location","81d68875-bd94-40aa-9ea0-e5bfe96567b7","Code_172"
"Code","","NCI Thesaurus","C123975","Vital Signs Laterality","fe01e483-d63b-4e51-8375-6e75b7ed520c","Code_173"
"Code","","NCI Thesaurus","C82535","Test Method","a827924d-d5db-4b07-936c-2e167eb93312","Code_174"
"Code","","NCI Thesaurus","C83114","Vital Signs Position","1ac6b1fc-7df4-4f4e-9162-79fa2e8ddbc7","Code_175"
"Code","","NCI Thesaurus","C25299","Diastolic Blood Pressure","0ce4a949-9bec-417f-994d-b49655269766","Code_168"
"Code","","NCI Thesaurus","C173522","Vital Signs Result","7337c90a-f335-4700-8572-154936e2d0c6","Code_177"
"Code","2023-09-29","http://www.cdisc.org","C42537","Kelvin","b212954d-607b-4c64-b43f-4ae4cc41de8b","Code_178"
"Code","","NCI Thesaurus","C44276","Unit of Temperature","44e0bd0a-efbe-4120-aaab-18fff4ee42a6","Code_179"
"Code","","NCI Thesaurus","C83088","Vital Signs Location","12326147-e462-4801-a4c8-269dcad9a56a","Code_180"
"Code","","NCI Thesaurus","C174446","Body Temperature","5b35856f-a562-45f1-b10b-d773844d9360","Code_176"
"Code","","NCI Thesaurus","C173522","Vital Signs Result","10986f8a-2152-427a-88c0-29b5250b95e2","Code_182"
"Code","2023-09-29","http://www.cdisc.org","C28252","Kilogram","6a8c4b37-8f63-408d-88a4-1b0c8fec4738","Code_183"
"Code","2023-09-29","http://www.cdisc.org","C48155","Gram","a628eef0-6b76-4fd6-abe8-bb7a84512578","Code_184"
"Code","2023-09-29","http://www.cdisc.org","C48531","Pound","0e5099c4-9c14-4264-bd62-4fe7423195b6","Code_185"
"Code","","NCI Thesaurus","C48208","Unit of Weight","5711f35d-7fee-4aad-829b-47c6d0177f8b","Code_186"
"Code","","NCI Thesaurus","C81328","Body Weight","a7a1df97-6638-4f16-b328-2db3fb7818ca","Code_181"
"Code","","NCI Thesaurus","C173522","Vital Signs Result","80c9fc3c-dfc3-4dde-a82e-6d47086d90ad","Code_188"
"Code","2023-09-29","http://www.cdisc.org","C49668","Centimeter","bb44b007-f06a-4021-aa49-57e0ff2a7299","Code_189"
"Code","2023-09-29","http://www.cdisc.org","C48500","Inch","f95d5411-081c-4ba0-92ad-8c7b8a0cb9ca","Code_190"
"Code","2023-09-29","http://www.cdisc.org","C28251","Millimeter","0386ccd9-4f5e-4846-b631-0d3218f09dd1","Code_191"
"Code","2023-09-29","http://www.cdisc.org","C41139","Meter","adbfd5fb-5b30-4776-bd91-6900326b9021","Code_192"
"Code","","NCI Thesaurus","C168688","Unit of Height","d6d359a1-d884-4f27-8381-54480097ab4d","Code_193"
"Code","","NCI Thesaurus","C164634","Body Height","cb515a6e-012a-4672-bb76-415680375139","Code_187"
"Code","","NCI Thesaurus","C36292","Laboratory Test Result","6c33d120-faf5-4dbe-9d70-fdd5b0e45200","Code_195"
"Code","","NCI Thesaurus","C83309","Laboratory Test Fasting Status","0c1d9781-e6ac-410c-ab3a-dd36345697bd","Code_196"
"Code","","NCI Thesaurus","C67365","Unit of Catalytic Activity Concentration","1c0b4dc6-cb27-42e1-bca9-67cd6280ca4c","Code_197"
"Code","","NCI Thesaurus","C70713","Biospecimen Type","a2b8d208-28a6-434e-8deb-a71e4aca9215","Code_198"
"Code","","NCI Thesaurus","C64433","Alanine Aminotransferase Measurement","de6ab275-41bb-45dd-ba67-fd3821ffbeb7","Code_194"
"Code","","NCI Thesaurus","C36292","Laboratory Test Result","969db3e1-44d7-4887-9c20-368f72de4026","Code_200"
"Code","","NCI Thesaurus","C83309","Laboratory Test Fasting Status","68a13bb8-3913-43b9-a064-8e242837dfda","Code_201"
"Code","","NCI Thesaurus","C48207","Unit of Concentration","dc3d6cb7-846d-4c5a-950f-5c396d2084e5","Code_202"
"Code","","NCI Thesaurus","C70713","Biospecimen Type","a43dc597-f64f-4393-a468-ce5c22234d4d","Code_203"
"Code","","NCI Thesaurus","C64431","Albumin Measurement","cde8b6ca-8989-439e-8f61-aa9502a8ca4f","Code_199"
"Code","","NCI Thesaurus","C36292","Laboratory Test Result","f8085769-b815-4c06-a209-879ddbe56f3e","Code_205"
"Code","","NCI Thesaurus","C83309","Laboratory Test Fasting Status","a13cc627-055c-479f-b653-766bbfce1c88","Code_206"
"Code","","NCI Thesaurus","C67365","Unit of Catalytic Activity Concentration","2c9dc2f1-cc0e-420b-9c74-5e175ef70ff6","Code_207"
"Code","","NCI Thesaurus","C70713","Biospecimen Type","22517834-0811-4cf2-987e-5b2fa004c81c","Code_208"
"Code","","NCI Thesaurus","C64432","Alkaline Phosphatase Measurement","9ba5774e-4c59-4d63-9099-0f3fd9618def","Code_204"
"Code","","NCI Thesaurus","C36292","Laboratory Test Result","aea1e2f9-f224-4636-820b-0699f233b6da","Code_210"
"Code","","NCI Thesaurus","C83309","Laboratory Test Fasting Status","0634463f-a3f8-4a6a-8ca4-393ed938e852","Code_211"
"Code","","NCI Thesaurus","C67365","Unit of Catalytic Activity Concentration","9aa7cd4f-1cef-4581-9802-3b3d0c8f536d","Code_212"
"Code","","NCI Thesaurus","C70713","Biospecimen Type","ed16b15e-e366-4fca-ad8c-bddb78940e8b","Code_213"
"Code","","NCI Thesaurus","C64467","Aspartate Aminotransferase Measurement","2bf05fa6-8afa-4bd8-83aa-606618f7dcff","Code_209"
"Code","","NCI Thesaurus","C36292","Laboratory Test Result","bd4a9fef-1ab3-4d2d-bedd-c391a259636e","Code_215"
"Code","","NCI Thesaurus","C83309","Laboratory Test Fasting Status","916ba035-d390-4e2c-96de-3e65bf2ef905","Code_216"
"Code","","NCI Thesaurus","C48207","Unit of Concentration","0dc30272-128d-4ccb-b626-de80e82c2b2b","Code_217"
"Code","","NCI Thesaurus","C70713","Biospecimen Type","cfd4e51e-aa83-45ea-b3a4-f7c2cae5150c","Code_218"
"Code","","NCI Thesaurus","C64547","Creatinine Measurement","5a2d3365-fcc1-4bbf-8758-a1b697794332","Code_214"
"Code","","NCI Thesaurus","C36292","Laboratory Test Result","8467d3b4-87bc-440c-b318-e38bdef46afd","Code_220"
"Code","","NCI Thesaurus","C83309","Laboratory Test Fasting Status","5be92861-0c25-4367-9be6-a8f5e5a82b6b","Code_221"
"Code","","NCI Thesaurus","C64567","Molarity Unit","0c96eeb9-c504-47f3-9b13-c758ee1b2dbc","Code_222"
"Code","","NCI Thesaurus","C70713","Biospecimen Type","b12ee8a3-9887-4d43-a526-8678854d5053","Code_223"
"Code","","NCI Thesaurus","C64853","Potassium Measurement","9b0ee355-c602-4621-add7-37cbe596e533","Code_219"
"Code","","NCI Thesaurus","C36292","Laboratory Test Result","035f9ab5-08fa-486c-9061-b894ab36dc52","Code_225"
"Code","","NCI Thesaurus","C83309","Laboratory Test Fasting Status","1a36416e-8ee3-4bde-a149-d52be525dfbc","Code_226"
"Code","","NCI Thesaurus","C64567","Molarity Unit","d0ceebd8-4c19-46ca-b3a0-19cd37a79519","Code_227"
"Code","","NCI Thesaurus","C70713","Biospecimen Type","b2c0eba3-3325-4af8-b03c-e8026747987b","Code_228"
"Code","","NCI Thesaurus","C64809","Sodium Measurement","d0bc73e7-2d82-4b23-87dd-f8acf2fb439e","Code_224"
"Code","","NCI Thesaurus","C173522","Vital Signs Result","5ef55ae1-387b-4a2e-8f24-5f138fa0fa50","Code_230"
"Code","2023-09-29","http://www.cdisc.org","C42547","Pascal","6b6f6cf6-3d4d-4012-97f7-b8bb524862ef","Code_231"
"Code","","NCI Thesaurus","C49669","Unit of Pressure","a643a91a-3403-4a7d-93f5-70f52b326a95","Code_232"
"Code","","NCI Thesaurus","C83088","Vital Signs Location","ecb33d84-5ecd-4b5c-b8ec-e6967ceb5fd3","Code_233"
"Code","","NCI Thesaurus","C123975","Vital Signs Laterality","73b284cc-290c-4631-a368-cad01ebf17a6","Code_234"
"Code","","NCI Thesaurus","C82535","Test Method","b43d7061-2b6c-4bde-a287-3a1b2af5cfdf","Code_235"
"Code","","NCI Thesaurus","C83114","Vital Signs Position","c448ef25-0e9f-44db-bf92-90ff40515617","Code_236"
"Code","","NCI Thesaurus","C25298","Systolic Blood Pressure","2ec9a128-28d5-4564-af4f-e82a7fad7146","Code_229"
"Code","","NCI Thesaurus","C173522","Vital Signs Result","1d93fcfd-d28b-4342-bb19-df240a2c82cf","Code_238"
"Code","2023-09-29","http://www.cdisc.org","C42547","Pascal","a9214e4f-415f-4016-87a4-c168fed836ba","Code_239"
"Code","","NCI Thesaurus","C49669","Unit of Pressure","414a7168-c8bf-4cc0-9135-bda49a1780f4","Code_240"
"Code","","NCI Thesaurus","C83088","Vital Signs Location","25e0634d-d61e-4c13-8e4a-3d5a3cc3c457","Code_241"
"Code","","NCI Thesaurus","C123975","Vital Signs Laterality","2ad47bc6-cfc0-4832-a703-aea409207d60","Code_242"
"Code","","NCI Thesaurus","C82535","Test Method","3ba246dc-6eb7-40d2-9708-123734c008e7","Code_243"
"Code","","NCI Thesaurus","C83114","Vital Signs Position","ee2a1299-9e8d-4476-b190-74fb75cfb841","Code_244"
"Code","","NCI Thesaurus","C25299","Diastolic Blood Pressure","9b6f3596-bf7a-4d94-b2f2-4bae2c71f9e4","Code_237"
"Code","","NCI Thesaurus","C173522","Vital Signs Result","80d5835b-5f14-4631-bbbe-542d6fb0ec48","Code_246"
