"instanceType","sectionNumber","uuid:ID","name","text","id","sectionTitle"
"NarrativeContent","4.2.1","8f8f52a9-414d-45e9-80a6-ddac85686d49","SECTION 4.2.1","<div><p>The parallel dosing regimen maximizes the ability to make direct comparisons between the treatment groups. The use of placebo allows for a blinded, thus minimally biased, study. The placebo treatment group is a comparator group for efficacy and safety assessment.</p><p>Two interim analyses are planned for this study. The first interim analysis will occur when 50% of the patients have completed Visit 8 (8 weeks). If required, the second interim analysis will occur when 50% of the patients have completed Visit 12 (24 weeks).</p></div>","NarrativeContent_16","Rationale for Comparator"
"NarrativeContent","4.2.2","7831c706-bd66-414c-b69e-24e49fb8f67e","SECTION 4.2.2","<div></div>","NarrativeContent_17","Rationale for Adaptive or Novel Trial Design"
"NarrativeContent","4.2.3","c4be1e1c-3282-4d6b-afb3-e211697a4d60","SECTION 4.2.3","<div></div>","NarrativeContent_18","Other Trial Design Considerations"
"NarrativeContent","4.3","0e0a7f10-eab8-4154-b340-ea1fb3e9ed26","SECTION 4.3","<div></div>","NarrativeContent_19","Access to Trial Intervention After End of Trial"
"NarrativeContent","4.4","6ebee22e-2473-4eea-b221-deba530005af","SECTION 4.4","<div></div>","NarrativeContent_20","Start of Trial and End of Trial"
"NarrativeContent","5","0c711d55-cdb3-42d9-8a2c-5f4222485183","SECTION 5","<div></div>","NarrativeContent_21","TRIAL POPULATION"
"NarrativeContent","5.1","8f740bd0-e47d-48b1-af99-96cd97d15b62","SECTION 5.1","<div><p>For Lilly studies, the following definitions are used:</p>
<div>
  <div><strong>Screen</strong></div>
  <div>
    <p>Screening is the act of determining if an individual meets minimum requirements to become part of a pool of potential candidates for participation in a clinical study.</p>
    <p>In this study, <strong>screening</strong> will include asking the candidate preliminary questions (such as age and general health status) and conducting invasive or diagnostic procedures and/or tests (for example, diagnostic psychological tests, x-rays, blood draws). Patients will sign the consent at their screening visit, thereby consenting to undergo the screening procedures and to participate in the study if they qualify.</p>
  </div>  
</div>
<div>
  <div>To <strong>enter</strong></div>
  <div>
    <p>Patients <strong>entered</strong> into the study are those from whom informed consent for the study has been obtained. Adverse events will be reported for each patient who has <strong>entered</strong> the study, even if the patient is never assigned to a treatment group (<strong>enrolled</strong>).</p></div>
  </div>  
</div>
<div>
  <div>To <strong>enroll</strong></div>
  <div>
    <p>Patients who are enrolled in the study are those who have been assigned to a treatment group. Patients who are entered into the study but fail to meet criteria specified in the protocol for treatment assignment will not be enrolled in the study.</p></div>
  </div>  
</div>
<p>At Visit 1, patients who meet the enrollment criteria of Mini-Mental State Examination (MMSE) score of 10 to 23 (Attachment LZZT.6), Hachinski Ischemia Score ≤4 (Attachment LZZT.8), a physical exam, safety labs, ECG, and urinalysis, will proceed to Visit 2 and Visit 3. At Visit 3, patients whose CNS imaging and other pending labs from Visit 1 satisfy the inclusion criteria (Section 3.4.2.1) will be enrolled in the study. Approximately 300 patients with a diagnosis of probable mild to moderate AD will be enrolled in the study.</p></div>","NarrativeContent_22","Selection of Trial Population"
"NarrativeContent","5.2","3e8255fd-16e2-443e-91fd-7aaa465b8750","SECTION 5.2","<div></div>","NarrativeContent_23","Rationale for Trial Population"
"NarrativeContent","5.3","4adfea68-a6f0-41b3-9bdb-2efaf127fe95","SECTION 5.3","<div><usdm:section name=""M11-inclusion""></div>","NarrativeContent_24","Inclusion Criteria"
"NarrativeContent","5.4","0ee33acf-b593-4a93-9d34-a38b3ef1905f","SECTION 5.4","<div><usdm:section name=""M11-exclusion""></div>","NarrativeContent_25","Exclusion Criteria"
"NarrativeContent","5.5","918419d0-2c2b-46fb-903c-ab9b51c1b351","SECTION 5.5","<div></div>","NarrativeContent_26","Lifestyle Considerations"
"NarrativeContent","5.5.1","23708869-4e68-4d97-ab0d-d3659a73497a","SECTION 5.5.1","<div></div>","NarrativeContent_27","Meals and Dietary Restrictions"
"NarrativeContent","5.5.2","0f317af6-894d-48c3-8436-aa19088f416b","SECTION 5.5.2","<div><p>Not applicable</p></div>","NarrativeContent_28","Caffeine, Alcohol, Tobacco, and Other Habits"
"NarrativeContent","5.5.3","a48ac73e-f3e7-4eb1-8f00-e03149ff4f06","SECTION 5.5.3","<div></div>","NarrativeContent_29","Physical Activity"
"NarrativeContent","5.5.4","0c775c60-3ad2-47e1-b98d-ddf7d56168e0","SECTION 5.5.4","<div></div>","NarrativeContent_30","Other Activity"
"NarrativeContent","5.6","4a110339-2e8b-4b1a-9a29-f1010efe8ec7","SECTION 5.6","<div></div>","NarrativeContent_31","Screen Failures"
"NarrativeContent","6","3a30ec27-2586-42dc-9488-30b8ced8fb43","SECTION 6","<div></div>","NarrativeContent_32","TRIAL INTERVENTION AND CONCOMITANT THERAPY"
"NarrativeContent","6.1","581f5f7b-d2fd-41c6-bdf6-5f9f8642f974","SECTION 6.1","<div></div>","NarrativeContent_33","Description of Trial Intervention"
"NarrativeContent","6.2","ab5509dd-734e-44d8-b57b-07a4e65c3d66","SECTION 6.2","<div></div>","NarrativeContent_34","Rationale for Trial Intervention"
"NarrativeContent","6.3","a356cb3b-ea73-48c9-85fb-da2b50d7a82a","SECTION 6.3","<div></div>","NarrativeContent_35","Dosing and Administration"
"NarrativeContent","6.3.1","e943afdf-e164-46b8-9cc4-ae9d5319f205","SECTION 6.3.1","<div></div>","NarrativeContent_36","Trial Intervention Dose Modification"
"NarrativeContent","6.4","25f86bb2-5d34-482f-91c2-28e2aa3bd321","SECTION 6.4","<div></div>","NarrativeContent_37","Treatment of Overdose"
"NarrativeContent","6.5","485f83b5-4a2b-40be-8cc4-9f0dd6f2ff84","SECTION 6.5","<div></div>","NarrativeContent_38","Preparation, Handling, Storage and Accountability"
"NarrativeContent","6.5.1","14bec1c4-2888-40bb-b3fd-aec97d5dca5d","SECTION 6.5.1","<div></div>","NarrativeContent_39","Preparation of Trial Intervention"
"NarrativeContent","6.5.2","40252381-a8cf-43bb-8aaf-aa69a61e855d","SECTION 6.5.2","<div></div>","NarrativeContent_40","Handling and Storage of Trial Intervention"
"NarrativeContent","6.5.3","44f20a7c-a7c4-4006-ab6f-4336741ec7d3","SECTION 6.5.3","<div></div>","NarrativeContent_41","Accountability of Trial Intervention"
"NarrativeContent","6.6","3abd3b45-9b2e-4a8a-afd1-cc58859f6e90","SECTION 6.6","<div></div>","NarrativeContent_42","Participant Assignment, Randomisation and Blinding"
"NarrativeContent","6.6.1","d8309d6f-71b7-4bbf-b5f9-a34e4ae31391","SECTION 6.6.1","<div></div>","NarrativeContent_43","Participant Assignment"
"NarrativeContent","6.6.2","40a8464b-2c30-42c9-9cae-cc4aa3de8eb1","SECTION 6.6.2","<div></div>","NarrativeContent_44","Randomisation"
"NarrativeContent","6.6.3","9fa1b99e-2d88-424b-9c90-2ac78e29594c","SECTION 6.6.3","<div><p>The study will be double-blind. To further preserve the blinding of the study, only a minimum number of Lilly and CRO personnel will see the randomization table and codes before the study is complete.</p>
<p>Emergency codes generated by a computer drug-labeling system will be available to the investigator. These codes, which reveal the patients treatment group, may be opened during the study only if the choice of follow-up treatment depends on the patient’s therapy assignment.</p>
<p>The investigator should make every effort to contact the clinical research physician prior to unblinding a patient’s therapy assignment. If a patient’s therapy assignment is unblinded, Lilly must be notified immediately by telephone. After the study, the investigator must return all sealed and any opened codes.</p></div>","NarrativeContent_45","Blinding and Unblinding"
"NarrativeContent","6.7","68a2279d-f147-41cb-b023-41b8b09f932b","SECTION 6.7","<div></div>","NarrativeContent_46","Trial Intervention Compliance"
"NarrativeContent","6.8","b2f5b7d5-4644-4738-a4f9-5cc043ae405e","SECTION 6.8","<div></div>","NarrativeContent_47","Concomitant Therapy"
"NarrativeContent","6.8.1","b84cd523-2091-4f01-ab6b-38e0558becb6","SECTION 6.8.1","<div></div>","NarrativeContent_48","Prohibited Concomitant Therapy"
"NarrativeContent","6.8.2","e10b62e0-4af5-4ea3-9f19-b0ffa288a59d","SECTION 6.8.2","<div></div>","NarrativeContent_49","Permitted Concomitant Therapy"
"NarrativeContent","6.8.3","2790b592-a784-42d5-a060-0ca884ed372d","SECTION 6.8.3","<div></div>","NarrativeContent_50","Rescue Therapy"
"NarrativeContent","6.8.4","2bfcea9c-9617-432c-b0ad-c45f646d45ab","SECTION 6.8.4","<div></div>","NarrativeContent_51","Other Therapy"
"NarrativeContent","7","e649e977-5fba-4727-af51-4246a4b87b39","SECTION 7","<div></div>","NarrativeContent_52","DISCONTINUATION OF TRIAL INTERVENTION AND PARTICIPANT WITHDRAWAL FROM TRIAL"
"NarrativeContent","7.1","341a2f68-adee-4862-8890-fa9ea33fcd3f","SECTION 7.1","<div></div>","NarrativeContent_53","Discontinuation of Trial Intervention"
"NarrativeContent","7.1.1","67eeaed3-3135-413f-add7-2a473288225a","SECTION 7.1.1","<div></div>","NarrativeContent_54","Criteria for Permanent Discontinuation of Trial Intervention"
"NarrativeContent","7.1.2","81fb9c9c-58ba-4a9a-aa01-934a91795398","SECTION 7.1.2","<div></div>","NarrativeContent_55","Temporary Discontinuation or Interruption of Trial Intervention"
"NarrativeContent","7.1.3","01fea2ba-7b9c-445d-a331-0af15c2e2138","SECTION 7.1.3","<div></div>","NarrativeContent_56","Rechallenge"
"NarrativeContent","7.2","11dc733d-1b3f-4d40-a847-30d2768d736d","SECTION 7.2","<div></div>","NarrativeContent_57","Participant Withdrawal from the Trial"
"NarrativeContent","7.3","b279c296-88aa-4290-b2b6-58ed9c8cd05d","SECTION 7.3","<div></div>","NarrativeContent_58","Lost to Follow-Up"
"NarrativeContent","7.4","8b2c8363-a013-4e8b-a15a-fa2c76b1909d","SECTION 7.4","<div></div>","NarrativeContent_59","Trial Stopping Rules"
"NarrativeContent","8","f9ebf35d-aaef-40e8-b236-2f6bdc071079","SECTION 8","<div></div>","NarrativeContent_60","TRIAL ASSESSMENTS AND PROCEDURES"
"NarrativeContent","8.1","fc59395e-4d42-43c4-93dd-580dc157ea19","SECTION 8.1","<div></div>","NarrativeContent_61","Screening/Baseline Assessments and Procedures"
"NarrativeContent","8.2","d36762f0-7e4f-4777-a81f-b00e02f4cf36","SECTION 8.2","<div></div>","NarrativeContent_62","Efficacy Assessments and Procedures"
"NarrativeContent","8.3","79c42564-0ac9-4391-9441-e14ecfbad066","SECTION 8.3","<div></div>","NarrativeContent_63","Safety Assessments and Procedures"
"NarrativeContent","8.3.1","6241d28d-c141-41d2-9ea2-f91e2f1bc5e0","SECTION 8.3.1","<div></div>","NarrativeContent_64","Physical Examination"
"NarrativeContent","8.3.2","66adf225-5521-4884-ae06-0c4a3f882e24","SECTION 8.3.2","<div></div>","NarrativeContent_65","Vital Signs"
"NarrativeContent","8.3.3","45c95d5a-f689-4336-ab37-d50652551a2d","SECTION 8.3.3","<div></div>","NarrativeContent_66","Electrocardiograms"
"NarrativeContent","8.3.4","4a935369-f5cd-432b-94e9-65b142aed254","SECTION 8.3.4","<div></div>","NarrativeContent_67","Clinical Laboratory Assessments"
"NarrativeContent","8.3.5","b71e7349-4335-48dd-8773-20cc1e4890d8","SECTION 8.3.5","<div></div>","NarrativeContent_68","Suicidal Ideation and Behaviour Risk Monitoring"
"NarrativeContent","8.4","1ea6b971-5691-4fe5-a26a-4fdd15e91384","SECTION 8.4","<div></div>","NarrativeContent_69","Adverse Events and Serious Adverse Events"
"NarrativeContent","8.4.1","f55c0f0c-e99c-4b0c-9096-17eec3abbd99","SECTION 8.4.1","<div></div>","NarrativeContent_70","Definitions of AE and SAE"
"NarrativeContent","8.4.2","0485e5f8-9733-4941-b21e-f7131c8c236d","SECTION 8.4.2","<div></div>","NarrativeContent_71","Time Period and Frequency for Collecting AE and SAE Information"
"NarrativeContent","8.4.3","6ddb6a46-4be6-47be-8d6a-d2e63b37b467","SECTION 8.4.3","<div></div>","NarrativeContent_72","Identifying AEs and SAEs"
"NarrativeContent","8.4.4","d6ecb804-842f-41f3-b762-ea1907159050","SECTION 8.4.4","<div></div>","NarrativeContent_73","Recording of AEs and SAEs"
"NarrativeContent","8.4.5","59806674-0adb-4d81-b0dd-29dbfac05f83","SECTION 8.4.5","<div></div>","NarrativeContent_74","Follow-up of AEs and SAEs"
"NarrativeContent","8.4.6","dbb90007-6c4c-4a64-addd-e1ca89cca73c","SECTION 8.4.6","<div></div>","NarrativeContent_75","Reporting of SAEs"
"NarrativeContent","8.4.7","fc76f172-8ba1-4ac2-98da-4571e02c0462","SECTION 8.4.7","<div></div>","NarrativeContent_76","Regulatory Reporting Requirements for SAEs"
"NarrativeContent","8.4.8","dfebc7a0-cbd9-4621-a5a7-aa86f16275a9","SECTION 8.4.8","<div></div>","NarrativeContent_77","Serious and Unexpected Adverse Reaction Reporting"
"NarrativeContent","8.4.9","036ab0d0-7476-41e5-b628-90272793b651","SECTION 8.4.9","<div></div>","NarrativeContent_78","Adverse Events of Special Interest"
"NarrativeContent","8.4.10","11a63a2f-f175-4c5d-90bc-5068bb53d410","SECTION 8.4.10","<div></div>","NarrativeContent_79","Disease-related Events or Outcomes Not Qualifying as AEs or SAEs"
"NarrativeContent","8.5","0b437867-dd3f-4ad7-a36e-29c987d9d26a","SECTION 8.5","<div></div>","NarrativeContent_80","Pregnancy and Postpartum Information"
"NarrativeContent","8.5.1","35985524-4ecc-4796-ae70-4eb4f136eab0","SECTION 8.5.1","<div></div>","NarrativeContent_81","Participants Who Become Pregnant During the Trial"
"NarrativeContent","8.5.2","a5ba20f3-ab40-4ea5-8bdd-928c4f383ee5","SECTION 8.5.2","<div></div>","NarrativeContent_82","Participants Whose Partners Become Pregnant"
"NarrativeContent","8.6","dc018033-541a-4d58-bcbb-8ccd1cb3623f","SECTION 8.6","<div></div>","NarrativeContent_83","Medical Device Product Complaints for Drug/Device Combination Products"
"NarrativeContent","8.6.1","d71e5842-8236-42bf-9d7c-ad981cca986e","SECTION 8.6.1","<div></div>","NarrativeContent_84","Definition of Medical Device Product Complaints"
"NarrativeContent","8.6.2","6b108e9a-7159-4a1c-ad3e-9c0250178c3d","SECTION 8.6.2","<div></div>","NarrativeContent_85","Recording of Medical Device Product Complaints"
"NarrativeContent","8.6.3","207554c8-9af2-4efd-8fc1-ed770fe39936","SECTION 8.6.3","<div></div>","NarrativeContent_86","Time Period and Frequency for Collecting Medical Device Product Complaints ."
"NarrativeContent","8.6.4","a1f80bd3-47fa-4512-a559-96d3b666121e","SECTION 8.6.4","<div></div>","NarrativeContent_87","Follow-Up of Medical Device Product Complaints"
"NarrativeContent","8.6.5","7bbe86dd-7e20-446f-956d-01c30b2344e7","SECTION 8.6.5","<div></div>","NarrativeContent_88","Regulatory Reporting Requirements for Medical Device Product Complaints"
"NarrativeContent","8.7","c58ced04-d1b9-410a-9489-ebee59482e39","SECTION 8.7","<div></div>","NarrativeContent_89","Pharmacokinetics"
"NarrativeContent","8.8","5ff8360e-bbcb-44e5-9a64-7c915fa32cc8","SECTION 8.8","<div></div>","NarrativeContent_90","Genetics"
"NarrativeContent","8.9","3aab27e4-7dab-49ca-8c41-371187ad5483","SECTION 8.9","<div></div>","NarrativeContent_91","Biomarkers"
"NarrativeContent","8.1","4447bca9-0e77-44d9-b42e-5800db9ad528","SECTION 8.1","<div></div>","NarrativeContent_92","Immunogenicity Assessments"
"NarrativeContent","8.1.1","b9a5b85a-c4c2-490d-afeb-83db1b038ce5","SECTION 8.1.1","<div></div>","NarrativeContent_93","Medical Resource Utilisation and Health Economics"
"NarrativeContent","9","ab0457ac-681f-4f0f-be73-19c15dabc96c","SECTION 9","<div></div>","NarrativeContent_94","STATISTICAL CONSIDERATIONS"
"NarrativeContent","9.1","cc142d2c-3c3a-4dbf-8a20-bcd8306cc77c","SECTION 9.1","<div></div>","NarrativeContent_95","Analysis Sets"
"NarrativeContent","9.2","97151da8-ed66-454e-9016-fb652af1ddac","SECTION 9.2","<div></div>","NarrativeContent_96","Analyses Supporting Primary Objective(s)"
"NarrativeContent","9.2.1","4eb37e2f-65ff-4228-98f2-45df66e2abd3","SECTION 9.2.1","<div></div>","NarrativeContent_97","Statistical Model, Hypothesis, and Method of Analysis"
"NarrativeContent","9.2.2","bc94c633-3e77-4ecf-9685-0ecac4f17561","SECTION 9.2.2","<div></div>","NarrativeContent_98","Handling of Intercurrent Events of Primary Estimand(s)"
"NarrativeContent","9.2.3","0bb97d79-fa99-4e84-b4ee-cf0d5d3dc5e0","SECTION 9.2.3","<div></div>","NarrativeContent_99","Handling of Missing Data"
"NarrativeContent","9.2.4","1f6af658-e999-47d8-adfc-49a8a5e5a412","SECTION 9.2.4","<div></div>","NarrativeContent_100","Sensitivity Analysis"
"NarrativeContent","9.2.5","895229ca-5d68-4ecb-baf2-4e67c57a79c5","SECTION 9.2.5","<div></div>","NarrativeContent_101","Supplementary Analysis"
"NarrativeContent","9.3","9e5cf39a-a9f9-425e-9a94-4c78bcd092c5","SECTION 9.3","<div></div>","NarrativeContent_102","Analysis Supporting Secondary Objective(s)"
"NarrativeContent","9.4","08131012-9e45-484a-b8fc-2776c43ad9b9","SECTION 9.4","<div></div>","NarrativeContent_103","Analysis of Exploratory Objective(s)"
"NarrativeContent","9.5","d0633363-eb87-4472-87aa-c637ed84be6b","SECTION 9.5","<div></div>","NarrativeContent_104","Safety Analyses"
"NarrativeContent","9.6","d5aa1068-6999-400c-b2d0-b5d1dc5c255c","SECTION 9.6","<div></div>","NarrativeContent_105","Other Analyses"
"NarrativeContent","9.7","40ff5e16-3568-46b7-82e7-700da579c572","SECTION 9.7","<div></div>","NarrativeContent_106","Interim Analyses"
"NarrativeContent","9.8","e06b0784-72f0-43e3-8118-553632514936","SECTION 9.8","<div></div>","NarrativeContent_107","Sample Size Determination"
"NarrativeContent","9.9","772d8edb-111a-4d08-ac95-b50c92d35886","SECTION 9.9","<div></div>","NarrativeContent_108","Protocol Deviations"
"NarrativeContent","10","256e671e-d88d-4b67-942e-3980eb0273f6","SECTION 10","<div></div>","NarrativeContent_109","GENERAL CONSIDERATIONS: REGULATORY, ETHICAL, AND TRIAL OVERSIGHT"
"NarrativeContent","10.1","27a4f489-4564-44bb-b15c-10b46cfe686e","SECTION 10.1","<div></div>","NarrativeContent_110","Regulatory and Ethical Considerations"
"NarrativeContent","10.2","f447153d-570c-4395-8b26-14db34cd1d53","SECTION 10.2","<div></div>","NarrativeContent_111","Committees"
"NarrativeContent","10.3","a91b92ba-1d63-46bc-853c-94053f8ca04e","SECTION 10.3","<div></div>","NarrativeContent_112","Informed Consent Process"
"NarrativeContent","10.4","27d8c60d-b6df-49f8-910a-6d303602b4e1","SECTION 10.4","<div></div>","NarrativeContent_113","Data Protection"
"NarrativeContent","10.5","968eb934-9e65-4d0e-a647-9c2ef9abc905","SECTION 10.5","<div></div>","NarrativeContent_114","Early Site Closure or Trial Termination"
"NarrativeContent","11","f0e5ff7b-471a-444b-a804-553600978658","SECTION 11","<div></div>","NarrativeContent_115","GENERAL CONSIDERATIONS: RISK MANAGEMENT AND QUALITY ASSURANCE"
"NarrativeContent","11.1","01bd8c0e-3a5a-4364-aabb-3d3fcd0cb5dd","SECTION 11.1","<div></div>","NarrativeContent_116","Quality Tolerance Limits"
"NarrativeContent","11.2","1143adce-e0c9-4501-bb3a-89e038df0312","SECTION 11.2","<div></div>","NarrativeContent_117","Data Quality Assurance"
"NarrativeContent","11.3","0e9c3d42-e9bc-4582-bbfb-ab63b2ff142c","SECTION 11.3","<div></div>","NarrativeContent_118","Source Data"
"NarrativeContent","12","fe34a53f-0a61-4bf5-a528-98d077a6f05a","SECTION 12","<div></div>","NarrativeContent_119","APPENDIX: ADVERSE EVENTS AND SERIOUS ADVERSE EVENTS - DEFINITIONS, SEVERITY, AND CAUSALITY"
"NarrativeContent","12.1","a491f5d8-be86-4b85-9616-668c64d17335","SECTION 12.1","<div></div>","NarrativeContent_120","Further Details and Clarifications on the AE Definition"
"NarrativeContent","12.2","3b46fb82-df52-4f03-9887-2d27ab04775b","SECTION 12.2","<div></div>","NarrativeContent_121","Further Details and Clarifications on the SAE Definition"
"NarrativeContent","12.3","2d46cc43-f8a3-4804-bd3d-c216f9f32465","SECTION 12.3","<div></div>","NarrativeContent_122","Severity"
"NarrativeContent","12.4","318d97bf-a02d-4e02-8e7e-1a6c2561e3c8","SECTION 12.4","<div></div>","NarrativeContent_123","Causality"
"NarrativeContent","13","d72a2871-dac8-43c2-8abc-3943ab9a03e1","SECTION 13","<div></div>","NarrativeContent_124","APPENDIX: DEFINITIONS AND SUPPORTING OPERATIONAL DETAILS"
"NarrativeContent","13.1","1d0a4167-3bf7-48d0-8706-bdef9d4c6ee5","SECTION 13.1","<div></div>","NarrativeContent_125","Contraception and Pregnancy Testing"
"NarrativeContent","13.1.1","7c47a15c-67d8-41e8-8de9-cb0d1c4a6972","SECTION 13.1.1","<div></div>","NarrativeContent_126","Definitions Related to Childbearing Potential"
"NarrativeContent","13.1.2","8944fd2b-6a42-4566-864f-1e377f787a9f","SECTION 13.1.2","<div></div>","NarrativeContent_127","Contraception"
"NarrativeContent","13.1.3","65cde178-4aa6-4611-882b-21f9801a7227","SECTION 13.1.3","<div></div>","NarrativeContent_128","Pregnancy Testing"
"NarrativeContent","13.2","fb856ebe-f1e5-48c4-a2e2-09453a968cf1","SECTION 13.2","<div></div>","NarrativeContent_129","Clinical Laboratory Tests"
"NarrativeContent","13.3","31742da4-1a21-4542-b0e8-2abdbaa847b8","SECTION 13.3","<div></div>","NarrativeContent_130","Country/Region-Specific Differences"
"NarrativeContent","13.4","34161f9e-bbfb-4b6d-9f9f-ddf3e9493093","SECTION 13.4","<div></div>","NarrativeContent_131","Prior Protocol Amendments"
"NarrativeContent","14","5dab7657-aca7-42dc-9808-c12dfd13db37","SECTION 14","<div></div>","NarrativeContent_132","APPENDIX: GLOSSARY OF TERMS"
"NarrativeContent","15","53e2ba82-29c5-4761-b938-065d515275f5","SECTION 15","<div></div>","NarrativeContent_133","APPENDIX: REFERENCES"
