"instanceType","uuid:ID","isRequired","name","id","datatype","isEnabled","label"
"BiomedicalConceptProperty","ea14c7ee-b483-44e1-a478-83b134269acb","True","Severity of Adverse Event","BiomedicalConceptProperty_6","string","True","Severity of Adverse Event"
"BiomedicalConceptProperty","58f30a43-f5b4-4527-bb99-7a8b622cd453","True","Adverse Event Toxicity Grade","BiomedicalConceptProperty_7","string","True","Adverse Event Toxicity Grade"
"BiomedicalConceptProperty","48e6728a-2873-4b9a-8316-f8f0222eab2d","True","Seriousness of Adverse Event","BiomedicalConceptProperty_8","boolean","True","Seriousness of Adverse Event"
"BiomedicalConceptProperty","03129aaf-27dd-47ce-ad82-362121941a7f","True","Adverse Event Action Taken with Study Treatment","BiomedicalConceptProperty_9","string","True","Adverse Event Action Taken with Study Treatment"
"BiomedicalConceptProperty","07628900-2c1a-486a-be89-227e47b075c8","True","Adverse Event Attribution to Product or Procedure","BiomedicalConceptProperty_10","string","True","Adverse Event Attribution to Product or Procedure"
"BiomedicalConceptProperty","9fddb592-e5fb-4f4a-9b72-bc4169fef7ef","True","Adverse Event Pattern","BiomedicalConceptProperty_11","string","True","Adverse Event Pattern"
"BiomedicalConceptProperty","de93d0c6-e2a7-4962-ae62-1b3e3501fbfd","True","Adverse Event Outcome","BiomedicalConceptProperty_12","string","True","Adverse Event Outcome"
"BiomedicalConceptProperty","b6597a78-0736-4281-8be9-38b2596593f1","True","Adverse Event Start Date Time","BiomedicalConceptProperty_13","datetime","True","Adverse Event Start Date Time"
"BiomedicalConceptProperty","c729ea62-dba4-4bcb-a09c-5c3309cd96cc","True","Adverse Event End Date Time","BiomedicalConceptProperty_14","datetime","True","Adverse Event End Date Time"
"BiomedicalConceptProperty","4eb85f4e-e328-4841-b2af-42ac42995689","True","Vital Signs Result","BiomedicalConceptProperty_15","decimal","True","Vital Signs Result"
"BiomedicalConceptProperty","06248151-3e39-4dd5-8fb7-252aa8c6f327","True","Unit of Pressure","BiomedicalConceptProperty_16","string","True","Unit of Pressure"
"BiomedicalConceptProperty","e12e6c27-6fee-450e-8640-f997e5b9ddce","True","Vital Signs Location","BiomedicalConceptProperty_17","string","True","Vital Signs Location"
"BiomedicalConceptProperty","32b15146-d756-41f7-ab13-e902d065bb9f","True","Vital Signs Laterality","BiomedicalConceptProperty_18","string","True","Vital Signs Laterality"
"BiomedicalConceptProperty","01a3b35a-c616-4911-be4f-0a7901a55139","True","Test Method","BiomedicalConceptProperty_19","string","True","Test Method"
"BiomedicalConceptProperty","7f9f7dc2-7c4e-4cc5-8062-d3a871683d92","True","Vital Signs Position","BiomedicalConceptProperty_20","string","True","Vital Signs Position"
"BiomedicalConceptProperty","7dbfc874-ff78-46df-8370-1b0ace09db43","True","Vital Signs Result","BiomedicalConceptProperty_21","decimal","True","Vital Signs Result"
"BiomedicalConceptProperty","b10f086a-a6c7-4b8b-bdd9-bc2bdef09f6b","True","Unit of Pressure","BiomedicalConceptProperty_22","string","True","Unit of Pressure"
"BiomedicalConceptProperty","639e442c-e7be-44d0-95ca-2624c7fdd42a","True","Vital Signs Location","BiomedicalConceptProperty_23","string","True","Vital Signs Location"
"BiomedicalConceptProperty","54ece440-185e-4117-9562-5ca446d70dd0","True","Vital Signs Laterality","BiomedicalConceptProperty_24","string","True","Vital Signs Laterality"
"BiomedicalConceptProperty","2bf986d0-07eb-4cfc-935f-8b61ccc59587","True","Test Method","BiomedicalConceptProperty_25","string","True","Test Method"
"BiomedicalConceptProperty","e6cc56c9-c8e6-4b78-a584-98ee4f2930f2","True","Vital Signs Position","BiomedicalConceptProperty_26","string","True","Vital Signs Position"
"BiomedicalConceptProperty","a732beb1-40ca-4f1b-939c-bcc7a988a611","True","Vital Signs Result","BiomedicalConceptProperty_27","decimal","True","Vital Signs Result"
"BiomedicalConceptProperty","21600cfb-753c-4c65-95fd-cd77218ac6c5","True","Unit of Temperature","BiomedicalConceptProperty_28","string","True","Unit of Temperature"
"BiomedicalConceptProperty","4da314b0-3336-41c2-824b-5292a07bf937","True","Vital Signs Location","BiomedicalConceptProperty_29","string","True","Vital Signs Location"
"BiomedicalConceptProperty","754ba967-b380-42f1-974b-783156eb5916","True","Vital Signs Result","BiomedicalConceptProperty_30","decimal","True","Vital Signs Result"
"BiomedicalConceptProperty","913bdb75-d538-48b3-8764-0161bdcceeb8","True","Unit of Weight","BiomedicalConceptProperty_31","string","True","Unit of Weight"
"BiomedicalConceptProperty","05f646e9-6c0c-4ea2-b378-5532c4483638","True","Vital Signs Result","BiomedicalConceptProperty_32","decimal","True","Vital Signs Result"
"BiomedicalConceptProperty","00a6d4bf-b9a6-4e6c-ab30-53fa16d1310a","True","Unit of Height","BiomedicalConceptProperty_33","string","True","Unit of Height"
"BiomedicalConceptProperty","6ec5214e-832a-4908-a937-e671db8b5a3c","True","Laboratory Test Result","BiomedicalConceptProperty_34","decimal","True","Laboratory Test Result"
"BiomedicalConceptProperty","36b6bc54-6cae-4232-a523-e87073a6451f","True","Laboratory Test Fasting Status","BiomedicalConceptProperty_35","boolean","True","Laboratory Test Fasting Status"
"BiomedicalConceptProperty","a309a14c-3c5b-4bef-b4fc-9e44d488f3fb","True","Unit of Catalytic Activity Concentration","BiomedicalConceptProperty_36","string","True","Unit of Catalytic Activity Concentration"
"BiomedicalConceptProperty","e73c068d-ac57-4695-88a1-874be9bbaf3b","True","Biospecimen Type","BiomedicalConceptProperty_37","string","True","Biospecimen Type"
"BiomedicalConceptProperty","49b433e2-ad96-46e1-ad23-9163a4be36b5","True","Laboratory Test Result","BiomedicalConceptProperty_38","string","True","Laboratory Test Result"
"BiomedicalConceptProperty","b51318d0-47e2-4a54-b414-817ea1bebd21","True","Laboratory Test Fasting Status","BiomedicalConceptProperty_39","boolean","True","Laboratory Test Fasting Status"
"BiomedicalConceptProperty","1d2007f7-a45f-4e0d-9e01-1aafb5bdd3c1","True","Unit of Concentration","BiomedicalConceptProperty_40","string","True","Unit of Concentration"
"BiomedicalConceptProperty","c179bf55-ab05-42cd-8444-eaf155a4866e","True","Biospecimen Type","BiomedicalConceptProperty_41","string","True","Biospecimen Type"
"BiomedicalConceptProperty","b59b0e82-86e4-4542-8219-d12c4a65225c","True","Laboratory Test Result","BiomedicalConceptProperty_42","decimal","True","Laboratory Test Result"
"BiomedicalConceptProperty","72d50d3b-77ce-46e0-9262-0ef142e03c49","True","Laboratory Test Fasting Status","BiomedicalConceptProperty_43","boolean","True","Laboratory Test Fasting Status"
"BiomedicalConceptProperty","8e2e205e-75e9-4567-8c82-10a79ef490c2","True","Unit of Catalytic Activity Concentration","BiomedicalConceptProperty_44","string","True","Unit of Catalytic Activity Concentration"
"BiomedicalConceptProperty","46a6e605-c5c4-4f13-8970-4a6f0704c656","True","Biospecimen Type","BiomedicalConceptProperty_45","string","True","Biospecimen Type"
"BiomedicalConceptProperty","758f72a7-21eb-47f4-85a0-46e0edfdc49a","True","Laboratory Test Result","BiomedicalConceptProperty_46","decimal","True","Laboratory Test Result"
"BiomedicalConceptProperty","ccd22159-0e4f-4144-be73-a5ebb22f1a04","True","Laboratory Test Fasting Status","BiomedicalConceptProperty_47","boolean","True","Laboratory Test Fasting Status"
"BiomedicalConceptProperty","6545bb92-890a-4393-9592-4920f592ea49","True","Unit of Catalytic Activity Concentration","BiomedicalConceptProperty_48","string","True","Unit of Catalytic Activity Concentration"
"BiomedicalConceptProperty","8bdcb1ac-eee8-41a3-95ba-e13a87db1b6a","True","Biospecimen Type","BiomedicalConceptProperty_49","string","True","Biospecimen Type"
"BiomedicalConceptProperty","18b23c59-9e6b-4dee-91f3-375b47ae120a","True","Laboratory Test Result","BiomedicalConceptProperty_50","string","True","Laboratory Test Result"
"BiomedicalConceptProperty","57b7985e-9102-4f3a-a48c-c33138faf1b0","True","Laboratory Test Fasting Status","BiomedicalConceptProperty_51","boolean","True","Laboratory Test Fasting Status"
"BiomedicalConceptProperty","42e97a32-005f-4a49-976a-debd1a87985d","True","Unit of Concentration","BiomedicalConceptProperty_52","string","True","Unit of Concentration"
"BiomedicalConceptProperty","e45af46c-cb71-4231-96e7-44af5b94b3cb","True","Biospecimen Type","BiomedicalConceptProperty_53","string","True","Biospecimen Type"
"BiomedicalConceptProperty","c981ea03-94c9-42da-af97-41cb1f920630","True","Laboratory Test Result","BiomedicalConceptProperty_54","decimal","True","Laboratory Test Result"
"BiomedicalConceptProperty","66d4fff0-40f7-4197-82b0-234538ccd658","True","Laboratory Test Fasting Status","BiomedicalConceptProperty_55","boolean","True","Laboratory Test Fasting Status"
"BiomedicalConceptProperty","192136b9-648c-45df-82ec-f9096c8a6dbb","True","Molarity Unit","BiomedicalConceptProperty_56","string","True","Molarity Unit"
"BiomedicalConceptProperty","38720568-b48e-4e46-ab25-17d40d3a68d2","True","Biospecimen Type","BiomedicalConceptProperty_57","string","True","Biospecimen Type"
"BiomedicalConceptProperty","c4309a11-9da8-4a8b-a89e-3746508d5423","True","Laboratory Test Result","BiomedicalConceptProperty_58","decimal","True","Laboratory Test Result"
"BiomedicalConceptProperty","2644c65a-dc53-4f96-87af-72a5b35e1c75","True","Laboratory Test Fasting Status","BiomedicalConceptProperty_59","boolean","True","Laboratory Test Fasting Status"
"BiomedicalConceptProperty","fbcad6a3-c16f-4fbf-a41f-b92a0b302b8a","True","Molarity Unit","BiomedicalConceptProperty_60","string","True","Molarity Unit"
"BiomedicalConceptProperty","b1e8bd29-9000-4cf7-9384-f7bd6b0c6c8d","True","Biospecimen Type","BiomedicalConceptProperty_61","string","True","Biospecimen Type"
"BiomedicalConceptProperty","a90cd69f-79c2-4cbc-b080-24833d351814","True","Vital Signs Result","BiomedicalConceptProperty_62","decimal","True","Vital Signs Result"
"BiomedicalConceptProperty","9000c299-6fd7-4286-b968-08166e4a980a","True","Unit of Pressure","BiomedicalConceptProperty_63","string","True","Unit of Pressure"
"BiomedicalConceptProperty","5a259a0e-dcb0-456d-8c38-6225f45203f9","True","Vital Signs Location","BiomedicalConceptProperty_64","string","True","Vital Signs Location"
"BiomedicalConceptProperty","1bcd3cec-472b-4f08-aece-94818ed25b10","True","Vital Signs Laterality","BiomedicalConceptProperty_65","string","True","Vital Signs Laterality"
"BiomedicalConceptProperty","5a875490-4899-4424-8635-828f8a114423","True","Test Method","BiomedicalConceptProperty_66","string","True","Test Method"
"BiomedicalConceptProperty","2ba02caa-15bc-4d14-aeb5-7884a08ce172","True","Vital Signs Position","BiomedicalConceptProperty_67","string","True","Vital Signs Position"
"BiomedicalConceptProperty","f63959eb-7a74-4fe5-be62-3cef03f1d3bf","True","Vital Signs Result","BiomedicalConceptProperty_68","decimal","True","Vital Signs Result"
"BiomedicalConceptProperty","dafab287-0d1a-4320-8a37-ba5ca67a6129","True","Unit of Pressure","BiomedicalConceptProperty_69","string","True","Unit of Pressure"
"BiomedicalConceptProperty","f0312dc0-0515-453e-850f-375fd46ff735","True","Vital Signs Location","BiomedicalConceptProperty_70","string","True","Vital Signs Location"
"BiomedicalConceptProperty","8a851459-e367-42d9-86b2-317366ac0ac3","True","Vital Signs Laterality","BiomedicalConceptProperty_71","string","True","Vital Signs Laterality"
"BiomedicalConceptProperty","af5101a2-85d8-420b-a87c-9f8a382e9226","True","Test Method","BiomedicalConceptProperty_72","string","True","Test Method"
"BiomedicalConceptProperty","541aeeb8-db62-4126-9b91-92bd5fbdad3e","True","Vital Signs Position","BiomedicalConceptProperty_73","string","True","Vital Signs Position"
"BiomedicalConceptProperty","4ecfb966-b292-44ff-8472-dec9678e9d04","True","Vital Signs Result","BiomedicalConceptProperty_74","integer","True","Vital Signs Result"
"BiomedicalConceptProperty","c274e678-8d4b-43fa-9755-0cf42116c257","True","Count per Minute","BiomedicalConceptProperty_75","string","True","Count per Minute"
"BiomedicalConceptProperty","e07bdcbc-a586-4c33-96b7-9a70d5a87b18","True","Vital Signs Location","BiomedicalConceptProperty_76","string","True","Vital Signs Location"
"BiomedicalConceptProperty","0b3e3354-9326-4e78-a50c-11f5ed159712","True","Vital Signs Laterality","BiomedicalConceptProperty_77","string","True","Vital Signs Laterality"
"BiomedicalConceptProperty","02e22dfd-f257-4a14-833a-5b632022b9e6","True","Test Method","BiomedicalConceptProperty_78","string","True","Test Method"
"BiomedicalConceptProperty","55b3606d-cd51-4450-94cb-9516291a8c69","True","Vital Signs Position","BiomedicalConceptProperty_79","string","True","Vital Signs Position"
"BiomedicalConceptProperty","ee3458c2-377d-405f-9b33-36d004645c55","True","Vital Signs Result","BiomedicalConceptProperty_80","decimal","True","Vital Signs Result"
"BiomedicalConceptProperty","0534d79a-b417-482a-bfb8-94810edc2060","True","Unit of Pressure","BiomedicalConceptProperty_81","string","True","Unit of Pressure"
"BiomedicalConceptProperty","43eebf04-70e8-40d5-b814-328a9c15a5cd","True","Vital Signs Location","BiomedicalConceptProperty_82","string","True","Vital Signs Location"
"BiomedicalConceptProperty","c94f85a3-ba4c-467b-bcff-1dfc34923480","True","Vital Signs Laterality","BiomedicalConceptProperty_83","string","True","Vital Signs Laterality"
"BiomedicalConceptProperty","50211282-5def-44e0-9536-f8afac67ab8d","True","Test Method","BiomedicalConceptProperty_84","string","True","Test Method"
"BiomedicalConceptProperty","3d2a9520-4a8b-4bdb-a329-362ec1be05cd","True","Vital Signs Position","BiomedicalConceptProperty_85","string","True","Vital Signs Position"
"BiomedicalConceptProperty","a04c33f2-9468-454c-90c1-b9e9b62f4033","True","Vital Signs Result","BiomedicalConceptProperty_86","decimal","True","Vital Signs Result"
"BiomedicalConceptProperty","076113c4-c3da-4af2-91ac-00011da25ce9","True","Unit of Pressure","BiomedicalConceptProperty_87","string","True","Unit of Pressure"
"BiomedicalConceptProperty","fd403ea3-d85b-40ac-b7a1-24abd9ea220e","True","Vital Signs Location","BiomedicalConceptProperty_88","string","True","Vital Signs Location"
"BiomedicalConceptProperty","597896a1-8e19-40c0-b510-20ef6949d5da","True","Vital Signs Laterality","BiomedicalConceptProperty_89","string","True","Vital Signs Laterality"
"BiomedicalConceptProperty","068a15ad-13dc-41f0-8247-752ee01ef18b","True","Test Method","BiomedicalConceptProperty_90","string","True","Test Method"
"BiomedicalConceptProperty","e00cb8a7-a439-48c2-8557-72790496d545","True","Vital Signs Position","BiomedicalConceptProperty_91","string","True","Vital Signs Position"
"BiomedicalConceptProperty","bfe53d22-6662-4a83-af35-36611a66571f","True","Vital Signs Result","BiomedicalConceptProperty_92","integer","True","Vital Signs Result"
"BiomedicalConceptProperty","3f44802a-6ae3-4f9d-81da-ee98a257b465","True","Count per Minute","BiomedicalConceptProperty_93","string","True","Count per Minute"
"BiomedicalConceptProperty","05af06e7-0226-484e-9c2e-92cb3707d6e3","True","Vital Signs Location","BiomedicalConceptProperty_94","string","True","Vital Signs Location"
"BiomedicalConceptProperty","27f8fc9b-bec1-464a-b479-c6c017c11041","True","Vital Signs Laterality","BiomedicalConceptProperty_95","string","True","Vital Signs Laterality"
"BiomedicalConceptProperty","9e1902df-5615-41c1-86a5-d8a659eb2fc8","True","Test Method","BiomedicalConceptProperty_96","string","True","Test Method"
"BiomedicalConceptProperty","dc3f6f78-f08d-428d-a411-70ac57b820eb","True","Vital Signs Position","BiomedicalConceptProperty_97","string","True","Vital Signs Position"
