"id","decode","uuid:ID","instanceType","code","codeSystem","codeSystemVersion"
"Code_432","Sex","29793309-0284-4fef-a0ec-ccdde1631f23","Code","C28421","http://www.cdisc.org","2023-12-15"
"Code_433","Race","c6892f9a-7a7a-4ccb-aa97-3fb52ada6b3e","Code","C17049","http://www.cdisc.org","2023-12-15"
"Code_434","Race","576cbb53-c952-4bdd-ae8c-5c5d9452cfc8","Code","C17049","http://www.cdisc.org","2023-12-15"
"Code_435","TEMP","af1f645a-42bf-4d22-9a95-b5a3a47ffbba","Code","C174446","http://www.cdisc.org","2023-12-15"
"Code_436","Clinical Test Result","0ce57738-3f13-4bdf-a130-603121ee99ff","Code","C77140","http://www.cdisc.org","2023-12-15"
"Code_437","Degree Celsius","e6b95e01-2db8-41ae-a95e-e041c447d5ea","Code","C42559","http://www.cdisc.org","2023-12-15"
"Code_438","Degree Fahrenheit","9b6cda92-e81f-4f89-8743-541ffb18d309","Code","C44277","http://www.cdisc.org","2023-12-15"
"Code_439","Kelvin","b04c0e8d-8c60-42e8-b7e8-4720c81d3faa","Code","C42537","http://www.cdisc.org","2023-12-15"
"Code_440","Unit of Temperature","bbe7daa1-cbc4-46c4-9667-88c22f83ff50","Code","C44276","http://www.cdisc.org","2023-12-15"
"Code_441","Axilla","96ef6056-2022-48ed-b096-cbb0ef9070aa","Code","C12674","http://www.cdisc.org","2023-12-15"
"Code_442","Ear","418913ff-a13a-407a-9f3b-9fae9fce0a99","Code","C12394","http://www.cdisc.org","2023-12-15"
"Code_443","Forehead","b261dcc4-d20a-4aec-a4c8-e5735dcdbab8","Code","C89803","http://www.cdisc.org","2023-12-15"
"Code_444","Oral Cavity","fef896b4-f846-46d8-b9fc-bd8245cb0ec7","Code","C12421","http://www.cdisc.org","2023-12-15"
"Code_445","Rectum","4bd3c1b3-b53a-477e-ab45-e56ff9276ac7","Code","C12390","http://www.cdisc.org","2023-12-15"
"Code_446","Anatomic Site","8e84b4ad-c955-4324-956f-6a9483f14fd9","Code","C13717","http://www.cdisc.org","2023-12-15"
"Code_447","TEMP","d38f56ef-403a-476e-800f-50ab945c796a","Code","C174446","http://www.cdisc.org","2023-12-15"
"Code_448","WEIGHT","6c61948e-aaad-40ec-a391-1c9ba0f07b99","Code","C25208","http://www.cdisc.org","2023-12-15"
"Code_449","Clinical Test Result","c5823326-a8fc-4fcf-952a-825102d8b891","Code","C77140","http://www.cdisc.org","2023-12-15"
"Code_450","Pound","0072da3f-2831-444b-81f2-cc1726bc0d30","Code","C48531","http://www.cdisc.org","2023-12-15"
"Code_451","Gram","0279ad92-6dd5-490f-8af7-700583255d5c","Code","C48155","http://www.cdisc.org","2023-12-15"
"Code_452","Kilogram","eb6420b3-a2d6-4b61-a6ae-6678800ebe68","Code","C28252","http://www.cdisc.org","2023-12-15"
"Code_453","Unit of Weight","1b86f005-bfcf-470f-9075-bc20cfcdc44d","Code","C48208","http://www.cdisc.org","2023-12-15"
"Code_454","WEIGHT","b00377db-e12b-45b4-b848-31e1dea11a16","Code","C25208","http://www.cdisc.org","2023-12-15"
"Code_455","HEIGHT","74e19538-5956-4640-bd7a-9fcd1229c769","Code","C25347","http://www.cdisc.org","2023-12-15"
"Code_456","Clinical Test Result","4bb8afbf-e2aa-4cea-9e6a-cc013787ed04","Code","C77140","http://www.cdisc.org","2023-12-15"
"Code_457","Centimeter","babdc300-dda3-466e-96b3-f6347458f8fc","Code","C49668","http://www.cdisc.org","2023-12-15"
"Code_458","Inch","af332f98-13a4-4ffb-bfde-49a41cc10612","Code","C48500","http://www.cdisc.org","2023-12-15"
"Code_459","Meter","53606d21-c2d5-4833-bc2a-7f94f24889a7","Code","C41139","http://www.cdisc.org","2023-12-15"
"Code_460","Unit of Height","f4a1bfe3-28d1-4729-a7ab-c415d7d117f6","Code","C168688","http://www.cdisc.org","2023-12-15"
"Code_461","HEIGHT","af04112e-8a72-46fa-b328-6257f3e11246","Code","C25347","http://www.cdisc.org","2023-12-15"
"Code_462","ALT","d65af5c7-1a6e-4dae-a6b2-ea634f276e37","Code","C64433","http://www.cdisc.org","2023-12-15"
"Code_463","Laboratory Test Result","fc6efd42-4907-4b4a-9818-c24c49417216","Code","C36292","http://www.cdisc.org","2023-12-15"
"Code_464","Unit per Liter","b8236eb8-0c70-4992-8c4f-d92cf67292c9","Code","C67456","http://www.cdisc.org","2023-12-15"
"Code_465","Microkatal per Liter","295fd9df-e155-4e37-b64f-cf8e745d67fd","Code","C67397","http://www.cdisc.org","2023-12-15"
"Code_466","International Unit per Liter","5813a160-236d-454a-9182-83efc29ffde7","Code","C67376","http://www.cdisc.org","2023-12-15"
"Code_467","Nanokatal per Liter","12b1e130-ce2b-4b9c-8627-a617aa347def","Code","C70510","http://www.cdisc.org","2023-12-15"
"Code_468","Unit of Catalytic Activity Concentration","36eb845e-2e41-447d-abea-a8b529654a64","Code","C67365","http://www.cdisc.org","2023-12-15"
"Code_469","Biospecimen Type","7eba7a5b-d4d5-4f2c-81ce-2237f7a33d85","Code","C70713","http://www.cdisc.org","2023-12-15"
"Code_470","No","e42d7832-3158-4869-801d-520adf2d3728","Code","C49487","http://www.cdisc.org","2023-12-15"
"Code_471","Yes","aa85c2ef-2fd2-47c0-a7db-21efca4f72fc","Code","C49488","http://www.cdisc.org","2023-12-15"
"Code_472","Laboratory Test Fasting Status","c3c4628c-41c7-4055-8662-ba9616d88671","Code","C83309","http://www.cdisc.org","2023-12-15"
"Code_473","ALT","b9bd6eb6-c3ac-4f14-837d-a766aa2ecb4b","Code","C64433","http://www.cdisc.org","2023-12-15"
"Code_474","ALB","c976a2d2-75be-4dbd-a947-c4ec8a7586a2","Code","C64431","http://www.cdisc.org","2023-12-15"
"Code_475","Laboratory Test Result","c4a9eadc-cdac-4af5-8442-e4abb94aa878","Code","C36292","http://www.cdisc.org","2023-12-15"
"Code_476","Biospecimen Type","1de73d51-d3ac-41ce-9f41-6fe3f6747af8","Code","C70713","http://www.cdisc.org","2023-12-15"
"Code_477","No","e41d0f45-7ab6-4b38-a525-4922e5ab1bac","Code","C49487","http://www.cdisc.org","2023-12-15"
"Code_478","Yes","9ac8664e-212b-4bb2-9ff5-6bf1d012a525","Code","C49488","http://www.cdisc.org","2023-12-15"
"Code_479","Laboratory Test Fasting Status","f7b4999d-cdca-454a-8537-f3c3009e5b94","Code","C83309","http://www.cdisc.org","2023-12-15"
"Code_480","ALB","bbd98cc8-df91-4139-a8a1-7d362737bd60","Code","C64431","http://www.cdisc.org","2023-12-15"
"Code_481","ALP","367b5b95-bcdb-4663-860c-cd0de0d9bd80","Code","C64432","http://www.cdisc.org","2023-12-15"
"Code_482","Laboratory Test Result","82ddf4b6-7cee-4d31-b4a6-123293481fca","Code","C36292","http://www.cdisc.org","2023-12-15"
"Code_483","Unit per Liter","a0b77d4b-1dc0-4616-94f3-a82557df0316","Code","C67456","http://www.cdisc.org","2023-12-15"
"Code_484","Microkatal per Liter","b9c76041-b938-4559-96e6-2b16575b610f","Code","C67397","http://www.cdisc.org","2023-12-15"
"Code_485","International Unit per Liter","2fe98ecc-ddd0-4576-8a78-7af3ac186fa1","Code","C67376","http://www.cdisc.org","2023-12-15"
"Code_486","Unit of Catalytic Activity Concentration","f100609d-726d-4e90-9f52-d829aa6268b0","Code","C67365","http://www.cdisc.org","2023-12-15"
"Code_487","Biospecimen Type","9fe3b7eb-edde-464f-880a-8ef981cfdffc","Code","C70713","http://www.cdisc.org","2023-12-15"
"Code_488","No","e0275869-6d75-4dc8-a992-9dafa2f786f3","Code","C49487","http://www.cdisc.org","2023-12-15"
"Code_489","Yes","d8a6fcc8-9f93-49c2-b1d9-a33d64dc245a","Code","C49488","http://www.cdisc.org","2023-12-15"
"Code_490","Laboratory Test Fasting Status","398b16ab-3f34-42f9-b20c-2c67f28e0b08","Code","C83309","http://www.cdisc.org","2023-12-15"
"Code_491","ALP","99af3728-7a91-4856-a8a1-ad4a182fac89","Code","C64432","http://www.cdisc.org","2023-12-15"
"Code_492","AST","191c91a6-6453-4464-b263-a0952d115092","Code","C64467","http://www.cdisc.org","2023-12-15"
"Code_493","Laboratory Test Result","9541f0e6-e955-4dd5-8cd2-3209c8b48d40","Code","C36292","http://www.cdisc.org","2023-12-15"
"Code_494","Unit per Liter","b91d6450-c54e-4a78-b1aa-607cb4b564d3","Code","C67456","http://www.cdisc.org","2023-12-15"
"Code_495","Microkatal per Liter","1feb0953-26d5-4527-b411-b4ab2d838984","Code","C67397","http://www.cdisc.org","2023-12-15"
"Code_496","International Unit per Liter","56c4a7de-890f-473a-99f1-30e8b8c2ca4f","Code","C67376","http://www.cdisc.org","2023-12-15"
"Code_497","Unit of Catalytic Activity Concentration","f62602a9-1735-4d58-abba-f764d120a1d1","Code","C67365","http://www.cdisc.org","2023-12-15"
"Code_498","Biospecimen Type","d274baa2-028d-4977-aa3e-f6a8010622ba","Code","C70713","http://www.cdisc.org","2023-12-15"
"Code_499","No","234b1a8c-00d6-4225-b3a6-594955768eca","Code","C49487","http://www.cdisc.org","2023-12-15"
"Code_500","Yes","4f3ace89-52b9-416b-a5c3-6210cef78ac2","Code","C49488","http://www.cdisc.org","2023-12-15"
"Code_501","Laboratory Test Fasting Status","6d941dde-5a1f-4855-9ee6-1b6e262daa1a","Code","C83309","http://www.cdisc.org","2023-12-15"
"Code_502","AST","cf9d6222-a067-4671-a0be-7abc7145e0ae","Code","C64467","http://www.cdisc.org","2023-12-15"
"Code_503","CREAT","3c010ea1-895d-4d1f-87c2-3380db870c00","Code","C64547","http://www.cdisc.org","2023-12-15"
"Code_504","Laboratory Test Result","d5014f06-46cb-417d-b9e6-5d9167404920","Code","C36292","http://www.cdisc.org","2023-12-15"
"Code_505","Milligram per Deciliter","3bf831d6-4e80-49a6-88f6-115aeb466f94","Code","C67015","http://www.cdisc.org","2023-12-15"
"Code_506","Microgram per Milliliter","b4c4ab31-d099-49e2-a96c-81612fb1e1ab","Code","C64572","http://www.cdisc.org","2023-12-15"
"Code_507","Millimole per Liter","408fd0a4-001f-4531-9025-49376f0c0478","Code","C64387","http://www.cdisc.org","2023-12-15"
"Code_508","Micromole per Liter","bee20eb2-cff6-45cc-bb8f-4019de7e77c2","Code","C48508","http://www.cdisc.org","2023-12-15"
"Code_509","Unit of Concentration","f5a3baba-5d7c-4c18-98a1-852a3590dbdb","Code","C48207","http://www.cdisc.org","2023-12-15"
"Code_510","Biospecimen Type","66a9f6cd-43d1-43ec-9158-61603d8c9ce2","Code","C70713","http://www.cdisc.org","2023-12-15"
"Code_511","No","cd89361f-c0ea-4146-8efe-7fbf0debc3c0","Code","C49487","http://www.cdisc.org","2023-12-15"
"Code_512","Yes","5402e41e-f80a-4bf2-87f0-47e8d5fb943e","Code","C49488","http://www.cdisc.org","2023-12-15"
"Code_513","Laboratory Test Fasting Status","8f77d6d9-8e81-46ad-8b99-a78f8beb05b2","Code","C83309","http://www.cdisc.org","2023-12-15"
"Code_514","CREAT","553c0635-ab82-4973-bf80-36dbb0b04343","Code","C64547","http://www.cdisc.org","2023-12-15"
"Code_515","K","caa0f041-b237-435a-af50-227f67795f90","Code","C64853","http://www.cdisc.org","2023-12-15"
"Code_516","Laboratory Test Result","266a7077-0be5-4cd1-ab0c-c8c5330fc348","Code","C36292","http://www.cdisc.org","2023-12-15"
"Code_517","Milliequivalent per Liter","692faef9-916b-4ebb-a19e-b9d7fa073193","Code","C67474","http://www.cdisc.org","2023-12-15"
"Code_518","Milliequivalent per Deciliter","07490ba8-1f1e-44c2-bad2-3b42bf7aea67","Code","C67473","http://www.cdisc.org","2023-12-15"
"Code_519","Millimole per Liter","abbf55ab-678c-4b8d-898e-7bdc2561955e","Code","C64387","http://www.cdisc.org","2023-12-15"
"Code_520","Molarity Unit","40f5006b-aa0e-4918-9a5a-1d7249109601","Code","C64567","http://www.cdisc.org","2023-12-15"
"Code_521","Biospecimen Type","e58cf38c-159b-4543-aa5f-07d070140551","Code","C70713","http://www.cdisc.org","2023-12-15"
"Code_522","No","c0929a1d-6643-4051-b6f3-79c34a251448","Code","C49487","http://www.cdisc.org","2023-12-15"
"Code_523","Yes","2683b174-b175-4c3a-9e7a-b98506200d64","Code","C49488","http://www.cdisc.org","2023-12-15"
"Code_524","Laboratory Test Fasting Status","b8c3f563-418e-4e02-a733-84cd9762e140","Code","C83309","http://www.cdisc.org","2023-12-15"
"Code_525","K","1f1a417e-2992-4f8b-8631-133795ca272e","Code","C64853","http://www.cdisc.org","2023-12-15"
"Code_526","SODIUM","0f71a870-bafe-4be0-8eef-065f934bfd2f","Code","C64809","http://www.cdisc.org","2023-12-15"
"Code_527","Laboratory Test Result","76a8602a-5858-4895-b0a2-290494d79257","Code","C36292","http://www.cdisc.org","2023-12-15"
"Code_528","Milliequivalent per Liter","9d3f519e-7d83-4ec9-8b15-af54f5c0b355","Code","C67474","http://www.cdisc.org","2023-12-15"
"Code_529","Milliequivalent per Deciliter","dd01b307-7b58-4018-a655-832f6cb17397","Code","C67473","http://www.cdisc.org","2023-12-15"
"Code_530","Millimole per Liter","22e9ffc4-b5d9-4330-883e-37992861a488","Code","C64387","http://www.cdisc.org","2023-12-15"
"Code_531","Molarity Unit","6390beb8-2e61-4421-ab3e-baa801e1da1f","Code","C64567","http://www.cdisc.org","2023-12-15"
"Code_532","Biospecimen Type","c86af699-feba-4a78-8ce8-d764bd19e9a3","Code","C70713","http://www.cdisc.org","2023-12-15"
"Code_533","No","1c060d87-b2ae-418a-b745-1b5c3a818f5d","Code","C49487","http://www.cdisc.org","2023-12-15"
"Code_534","Yes","465f3911-1f27-4725-a01f-7a10d90d85c8","Code","C49488","http://www.cdisc.org","2023-12-15"
"Code_535","Laboratory Test Fasting Status","25d4cca6-54ee-4440-bdf3-08b45f6c5abc","Code","C83309","http://www.cdisc.org","2023-12-15"
"Code_536","SODIUM","4efe64b3-aa13-433d-a24b-bdfffdb0338f","Code","C64809","http://www.cdisc.org","2023-12-15"
"Code_537","HBA1C","595edccd-62da-4a2f-99dd-2bf24fd9cfeb","Code","C64849","http://www.cdisc.org","2023-12-15"
"Code_538","Laboratory Test Result","705fc9ce-12ce-4fe9-82d9-6e8995624f6b","Code","C36292","http://www.cdisc.org","2023-12-15"
"Code_539","Gram per Deciliter","bda6abf5-20c9-4649-9bb3-a6d1102ee6d7","Code","C64783","http://www.cdisc.org","2023-12-15"
"Code_540","LBORRESU","5eb5a2d7-e500-442b-bdac-eb94969f113b","Code","No Concept Code","http://www.cdisc.org","2023-12-15"
"Code_541","Biospecimen Type","42dd66a0-e340-4c5b-be4b-7bd762c65f29","Code","C70713","http://www.cdisc.org","2023-12-15"
"Code_542","No","9cc4e41f-21f7-4ade-b058-47935d143e84","Code","C49487","http://www.cdisc.org","2023-12-15"
"Code_543","Yes","b2363bc2-d209-4e1f-8247-f4c108bbc5d7","Code","C49488","http://www.cdisc.org","2023-12-15"
"Code_544","Laboratory Test Fasting Status","aaa6150e-a828-4da8-b549-b395742ff83f","Code","C83309","http://www.cdisc.org","2023-12-15"
"Code_545","HBA1C","3447bdd2-075f-42b2-9919-60f964f694c7","Code","C64849","http://www.cdisc.org","2023-12-15"
"Code_145","Adverse Event Verbatim Description","d842cda9-904c-44d3-b017-68d7667675e1","Code","C78541","http://www.cdisc.org","2023-12-15"
"Code_146","Adverse Event Dictionary Derived Term","cf2ef3af-2b89-4fd0-9e32-48dd29eea6bf","Code","C83344","http://www.cdisc.org","2023-12-15"
"Code_147","No","e9fb1c8b-1236-497b-9b7a-16ab5604f3b6","Code","C49487","http://www.cdisc.org","2023-12-15"
"Code_148","Yes","3bea5533-766e-4b15-948c-7a32fc64a827","Code","C49488","http://www.cdisc.org","2023-12-15"
"Code_149","Adverse Event Pre-specified","ee0b28b8-c7aa-440c-9f2e-2668405552c1","Code","C87840","http://www.cdisc.org","2023-12-15"
"Code_150","Adverse Event Location","07b106cf-fd39-4547-b606-99a49e7d1687","Code","C83205","http://www.cdisc.org","2023-12-15"
"Code_151","Severity of Adverse Event","f5bce847-d20d-4b16-be28-521b76f96609","Code","C53253","http://www.cdisc.org","2023-12-15"
"Code_152","No","275bf5f3-ea99-4205-a824-b7a213d0a8c9","Code","C49487","http://www.cdisc.org","2023-12-15"
"Code_153","Yes","0ffba331-e549-4ab4-adcc-90fba431a83d","Code","C49488","http://www.cdisc.org","2023-12-15"
"Code_154","Seriousness of Adverse Event","89f89129-4df3-40bb-92c3-a3ad55dba1ab","Code","C53252","http://www.cdisc.org","2023-12-15"
"Code_155","Adverse Event Action Taken with Study Treatment","e13c2024-d50d-4a33-a697-4f896e5d019e","Code","C83013","http://www.cdisc.org","2023-12-15"
"Code_156","Other Actions taken in Response to Adverse Event","4b102bbc-a92e-4df8-bbb7-b7023f37fae6","Code","C83109","http://www.cdisc.org","2023-12-15"
"Code_157","Adverse Event Attribution to Product or Procedure","5fed6841-c983-4e1e-ab2e-d928d97386fb","Code","C41358","http://www.cdisc.org","2023-12-15"
"Code_158","Adverse Event Relationship to Non Study Treatment","00e18a1e-bd08-4d30-9b01-5178bfdaaef9","Code","C83210","http://www.cdisc.org","2023-12-15"
"Code_159","Adverse Event Pattern","4fbdf491-6b46-4000-95c0-097c520a5230","Code","C83208","http://www.cdisc.org","2023-12-15"
"Code_160","Adverse Event Outcome","72ddbf76-8a9c-4276-a1c9-25c10992c630","Code","C49489","http://www.cdisc.org","2023-12-15"
"Code_161","No","172d6879-1036-4a20-b1a1-27b2bb8859cc","Code","C49487","http://www.cdisc.org","2023-12-15"
"Code_162","Yes","d562de2d-3141-4290-bf76-ca4a6f152015","Code","C49488","http://www.cdisc.org","2023-12-15"
"Code_163","Adverse Event Involves Cancer","af1902d4-72f2-4147-86c5-d7a07dc22440","Code","C83211","http://www.cdisc.org","2023-12-15"
"Code_164","No","adb7bacd-e3fc-420a-a39e-f3ad59768947","Code","C49487","http://www.cdisc.org","2023-12-15"
"Code_165","Yes","7631a3f4-2a36-4e4a-9dfc-9a392c3408c0","Code","C49488","http://www.cdisc.org","2023-12-15"
"Code_166","Adverse Event Seriousness Due to Congenital Anomaly","303ca923-872f-4048-a8e0-8bb50046cd84","Code","C83117","http://www.cdisc.org","2023-12-15"
"Code_167","No","f94d4d4d-7c88-45a9-8eaa-082e0da31e35","Code","C49487","http://www.cdisc.org","2023-12-15"
"Code_168","Yes","8f5a7c30-32e8-4375-8bc0-7474eb4ac30b","Code","C49488","http://www.cdisc.org","2023-12-15"
"Code_169","Disabling Adverse Event","06669a52-9e67-42d2-bbf6-be9f6684ac97","Code","C113380","http://www.cdisc.org","2023-12-15"
"Code_170","No","73aea8ba-cd17-4e5b-a066-2a097f9ee9dd","Code","C49487","http://www.cdisc.org","2023-12-15"
"Code_171","Yes","a4441197-0bf7-4194-99c9-623f959dbbc0","Code","C49488","http://www.cdisc.org","2023-12-15"
"Code_172","Death Related to Adverse Event","e595d785-3126-4d42-913d-f9bc8e90f1e6","Code","C48275","http://www.cdisc.org","2023-12-15"
