"code","codeSystemVersion","id","instanceType","codeSystem","decode","uuid:ID"
"C49667","2023-12-15","Code_139","Code","http://www.cdisc.org","Safety Study","4647388d-b9dd-46c1-9dc0-e8ab811f85f1"
"C49663","2023-12-15","Code_140","Code","http://www.cdisc.org","Pharmacokinetic Study","a3945bc6-3c6e-4b2c-be4b-26116c1d7dbd"
"MILD_MOD_ALZ","12","Code_134","Code","SPONSOR","Mild to Moderate Alzheimer's Disease","15cc3ba7-b122-4db8-9fea-9ac267dc32e2"
"26929004","January 31, 2018","Code_135","Code","SNOMED","Alzheimer's disease","5519a925-609c-4c61-be60-a0980daec300"
"C99907x1","2023-12-15","Code_143","Code","http://www.cdisc.org","EXTENSION","79ea9d79-9135-4bfc-b37a-6b51923c602f"
"C98704","2023-12-15","Code_144","Code","http://www.cdisc.org","ADAPTIVE","c414f9df-7276-4693-8eb3-611a38e6ef46"
"C82639","2023-12-15","Code_141","Code","http://www.cdisc.org","Parallel Study","ca1a276a-e430-4f77-bb1c-0e4f8eec8e83"
"C25716","2023-12-15","Code_83","Code","http://www.cdisc.org","Visit","9c836a95-db86-44ae-b970-47860b333f3b"
"C51282","2023-12-15","Code_84","Code","http://www.cdisc.org","Clinic","ef99c69d-c962-47c7-9c21-8367fb2312a1"
"C175574","2023-12-15","Code_85","Code","http://www.cdisc.org","In Person","0f87d7b4-c2da-418b-96d4-47d5f1c0b168"
"C25716","2023-12-15","Code_86","Code","http://www.cdisc.org","Visit","3f3c48b9-8468-44e0-b9dc-2ef6f76daf3e"
"C51282","2023-12-15","Code_87","Code","http://www.cdisc.org","Clinic","76cebd83-2032-488b-8ef8-cd83f5452ef3"
"C175574","2023-12-15","Code_88","Code","http://www.cdisc.org","In Person","870fef17-841c-4bf5-acab-17f6c9b582b1"
"C25716","2023-12-15","Code_89","Code","http://www.cdisc.org","Visit","96e4c120-69cc-40b0-b677-fab1679f0844"
"C51282","2023-12-15","Code_90","Code","http://www.cdisc.org","Clinic","4143174d-f958-4e0c-856e-e540e1eab93b"
"C175574","2023-12-15","Code_91","Code","http://www.cdisc.org","In Person","72c7e661-349d-430a-94aa-ad74670db422"
"C25716","2023-12-15","Code_92","Code","http://www.cdisc.org","Visit","f5083e88-9bb2-4b5e-af23-98be1d0d695e"
"C51282","2023-12-15","Code_93","Code","http://www.cdisc.org","Clinic","8bb1a1db-53b8-4f65-bb7e-6bfe0bdf4e06"
"C175574","2023-12-15","Code_94","Code","http://www.cdisc.org","In Person","037f663d-91a6-46f0-a04b-7ebab435ca96"
"C25716","2023-12-15","Code_95","Code","http://www.cdisc.org","Visit","f1ae5945-cf06-4f58-8bd0-954b277c7fb1"
"C51282","2023-12-15","Code_96","Code","http://www.cdisc.org","Clinic","34675ff2-ea07-4335-8089-bccb4a41ed1d"
"C175574","2023-12-15","Code_97","Code","http://www.cdisc.org","In Person","fa863bc8-8fc3-41cf-9be7-f105a04ddcdf"
"C25716","2023-12-15","Code_98","Code","http://www.cdisc.org","Visit","e587727c-ef71-4e82-845f-4c517a9fe9f0"
"C51282","2023-12-15","Code_99","Code","http://www.cdisc.org","Clinic","bb37c778-25df-4f70-976d-0bbf1f5609a4"
"C175574","2023-12-15","Code_100","Code","http://www.cdisc.org","In Person","dec7d5d3-2974-42ea-9e1d-222069ee6dc2"
"C25716","2023-12-15","Code_101","Code","http://www.cdisc.org","Visit","fa0952b8-44c0-433e-94ad-46f4020f2e7e"
"C51282","2023-12-15","Code_102","Code","http://www.cdisc.org","Clinic","67e8678e-7759-4a2c-91dc-57de571fadea"
"C175574","2023-12-15","Code_103","Code","http://www.cdisc.org","In Person","fc4f7fa7-dd17-42a0-8275-7c24230665ed"
"C171537","2023-12-15","Code_104","Code","http://www.cdisc.org","Telephone Call","5bdf0e93-0053-4709-9c51-e6a7e0dd4565"
"C25716","2023-12-15","Code_105","Code","http://www.cdisc.org","Visit","abff6b25-9867-415d-a719-051a674c83f0"
"C51282","2023-12-15","Code_106","Code","http://www.cdisc.org","Clinic","faf7d3ee-7d7f-4d80-b091-b17d905555b2"
"C175574","2023-12-15","Code_107","Code","http://www.cdisc.org","In Person","0c0accde-863b-4671-bba0-a4097071eec6"
"C171537","2023-12-15","Code_108","Code","http://www.cdisc.org","Telephone Call","30d28de7-98d4-4cec-9c24-465c0d47b620"
"C25716","2023-12-15","Code_109","Code","http://www.cdisc.org","Visit","8d000e85-649f-4b2b-b634-e774d0e416df"
"C51282","2023-12-15","Code_110","Code","http://www.cdisc.org","Clinic","8af8a276-4c2b-48cc-858d-c19bc2b8258b"
"C175574","2023-12-15","Code_111","Code","http://www.cdisc.org","In Person","bd7789bf-7d11-4b25-869d-d110f15ff94b"
"C171537","2023-12-15","Code_112","Code","http://www.cdisc.org","Telephone Call","6d2fff7c-c3b3-40b8-aeb7-acf94f0e7eaa"
"C25716","2023-12-15","Code_113","Code","http://www.cdisc.org","Visit","e0981396-daf0-4056-a8e2-8b6c13b46f4a"
"C51282","2023-12-15","Code_114","Code","http://www.cdisc.org","Clinic","7b2ca1e3-f076-4f83-a7ab-624b374f3289"
"C175574","2023-12-15","Code_115","Code","http://www.cdisc.org","In Person","7621c4ff-d5dc-478d-b2f2-12b3255d4a27"
"C171537","2023-12-15","Code_116","Code","http://www.cdisc.org","Telephone Call","00ee080d-de8c-4f90-8bea-b74efea17c6d"
"C25716","2023-12-15","Code_117","Code","http://www.cdisc.org","Visit","bd8e4e92-37cd-4853-b6e9-78f495238d87"
"C51282","2023-12-15","Code_118","Code","http://www.cdisc.org","Clinic","0de8e610-9a3a-4bf7-b5eb-8c4a55f2655f"
"C175574","2023-12-15","Code_119","Code","http://www.cdisc.org","In Person","3438eb77-6a39-4c74-82a5-dd4ba17381d7"
"C25716","2023-12-15","Code_120","Code","http://www.cdisc.org","Visit","df7cbb46-2e37-4b43-a8e1-b72850626b45"
"C51282","2023-12-15","Code_121","Code","http://www.cdisc.org","Clinic","9620f582-8a5e-4c86-97c1-a1ffe7c69422"
"C175574","2023-12-15","Code_122","Code","http://www.cdisc.org","In Person","2a2d953e-0901-42dc-9bbe-40d074bf0f9a"
"383371000119108","January 31, 2018","Code_80","Code","SNOMED","CT of head without contrast","8dd586e1-4a75-4187-8acb-9d4c56f71ba1"
"123","12","Code_81","Code","SPONSOR","Subject Supine","003eb735-09b9-42cd-a372-d562a8b0d19b"
"124","12","Code_82","Code","SPONSOR","Subject Standing","77e01545-e153-4d4c-ad48-6d13d038e52b"
"C20197","2023-12-15","Code_429","Code","http://www.cdisc.org","Male","074b72c0-7eb3-42b6-9c4e-1bca640596d4"
"C16576","2023-12-15","Code_430","Code","http://www.cdisc.org","Female","60638840-257a-4ea8-b308-08f3e4769ecf"
"C28421","2023-12-15","Code_431","Code","http://www.cdisc.org","Sex","ce9df02a-1930-44bb-8476-7477da535481"
"C28421","2023-12-15","Code_432","Code","http://www.cdisc.org","Sex","2f88533b-45bd-4e81-88cc-50c23ac57109"
"C17049","2023-12-15","Code_433","Code","http://www.cdisc.org","Race","bbd50d0a-7089-41e1-a399-443554e85799"
"C17049","2023-12-15","Code_434","Code","http://www.cdisc.org","Race","05a580c3-086f-4474-84ed-1c2ee33282d4"
"C174446","2023-12-15","Code_435","Code","http://www.cdisc.org","TEMP","6974c477-3619-4562-8501-00816a1844aa"
"C77140","2023-12-15","Code_436","Code","http://www.cdisc.org","Clinical Test Result","77bd70ee-4015-4d2c-a923-744f714c81c2"
"C42559","2023-12-15","Code_437","Code","http://www.cdisc.org","Degree Celsius","9ee1a0ae-5a32-470c-beb0-a2cd1cc15cd4"
"C44277","2023-12-15","Code_438","Code","http://www.cdisc.org","Degree Fahrenheit","e68c1f81-babb-4e06-9b70-721b55da645c"
"C42537","2023-12-15","Code_439","Code","http://www.cdisc.org","Kelvin","5769890b-4407-49ef-af38-7cd3a7a9e705"
"C44276","2023-12-15","Code_440","Code","http://www.cdisc.org","Unit of Temperature","08e6b708-4ac7-4734-8cc8-abc931b72c9b"
"C12674","2023-12-15","Code_441","Code","http://www.cdisc.org","Axilla","624e355e-d30f-4efa-b74c-ddf6d383775c"
"C12394","2023-12-15","Code_442","Code","http://www.cdisc.org","Ear","be418968-a2ab-4c1d-bbc4-8014894a609b"
"C89803","2023-12-15","Code_443","Code","http://www.cdisc.org","Forehead","f4ed4536-e6cb-4032-855b-164597103dd0"
"C12421","2023-12-15","Code_444","Code","http://www.cdisc.org","Oral Cavity","5c572e87-ce7b-4ed6-8338-c3395323083e"
"C12390","2023-12-15","Code_445","Code","http://www.cdisc.org","Rectum","e2876fb9-e2eb-4d2b-b0e9-764f0d9546bd"
"C13717","2023-12-15","Code_446","Code","http://www.cdisc.org","Anatomic Site","f1647093-4919-497b-a205-da265a3c0029"
"C174446","2023-12-15","Code_447","Code","http://www.cdisc.org","TEMP","691ef9b8-f2fb-462b-a6f8-c3fcdfcd6b44"
"C25208","2023-12-15","Code_448","Code","http://www.cdisc.org","WEIGHT","5f1ff8a7-e97a-48fe-9ce9-99584a6fdd6b"
"C77140","2023-12-15","Code_449","Code","http://www.cdisc.org","Clinical Test Result","f91fb61d-3bee-4be0-ada0-1ca322e1c1b6"
"C48531","2023-12-15","Code_450","Code","http://www.cdisc.org","Pound","9666cc75-865b-4380-b2d7-399f7a57ef02"
"C48155","2023-12-15","Code_451","Code","http://www.cdisc.org","Gram","8645dc16-3005-4cb8-9a6d-4bfdd12eac59"
"C28252","2023-12-15","Code_452","Code","http://www.cdisc.org","Kilogram","4d59c079-ac9d-4c2e-8664-7c8c6fe58467"
"C48208","2023-12-15","Code_453","Code","http://www.cdisc.org","Unit of Weight","f1f841d2-d963-4480-b88d-0c717604b6ef"
"C25208","2023-12-15","Code_454","Code","http://www.cdisc.org","WEIGHT","49723e0a-d8cb-40c7-87c7-7c6c1fa97aa1"
"C25347","2023-12-15","Code_455","Code","http://www.cdisc.org","HEIGHT","339be1d3-e35e-426a-88ee-d750c2bc1a8c"
"C77140","2023-12-15","Code_456","Code","http://www.cdisc.org","Clinical Test Result","a8e68715-7204-45cf-a24c-74fc19d6f27a"
"C49668","2023-12-15","Code_457","Code","http://www.cdisc.org","Centimeter","ce479f07-64bc-43b6-8f31-664afc4a6e7c"
"C48500","2023-12-15","Code_458","Code","http://www.cdisc.org","Inch","e5c3e492-a97e-451f-b4ec-1ec6c3e70ba9"
"C41139","2023-12-15","Code_459","Code","http://www.cdisc.org","Meter","890102fe-e560-4465-8339-ae811bd02ff7"
"C168688","2023-12-15","Code_460","Code","http://www.cdisc.org","Unit of Height","d439ba95-2dac-413d-9946-df414e1921f2"
"C25347","2023-12-15","Code_461","Code","http://www.cdisc.org","HEIGHT","2559b155-3004-4bbe-9eef-342bf82e2eb6"
"C64433","2023-12-15","Code_462","Code","http://www.cdisc.org","ALT","fcd62cf8-c750-4e34-a141-c6a8910bb6ab"
"C36292","2023-12-15","Code_463","Code","http://www.cdisc.org","Laboratory Test Result","4e3dea73-106b-40a3-a8ab-9fad1a162b63"
"C67456","2023-12-15","Code_464","Code","http://www.cdisc.org","Unit per Liter","74a94fae-aef6-49e0-8b3c-9c62c264d714"
"C67397","2023-12-15","Code_465","Code","http://www.cdisc.org","Microkatal per Liter","6761b0ef-b3dc-45a6-b11d-83b0c3861ecc"
"C67376","2023-12-15","Code_466","Code","http://www.cdisc.org","International Unit per Liter","d4198d67-831d-4e79-8ffc-01fd73bf081e"
"C70510","2023-12-15","Code_467","Code","http://www.cdisc.org","Nanokatal per Liter","eb4f1177-9afb-4683-bb5c-52cd99fc0e78"
"C67365","2023-12-15","Code_468","Code","http://www.cdisc.org","Unit of Catalytic Activity Concentration","4a1ecbee-29c5-44a6-aee1-b56ae07b8966"
"C70713","2023-12-15","Code_469","Code","http://www.cdisc.org","Biospecimen Type","a46e6630-32c0-4990-84d2-41929de580ab"
"C49487","2023-12-15","Code_470","Code","http://www.cdisc.org","No","bc2342d3-ee22-405a-9185-3af8be47d83c"
"C49488","2023-12-15","Code_471","Code","http://www.cdisc.org","Yes","6d125951-0009-48c8-a799-0dec4c9c7975"
"C83309","2023-12-15","Code_472","Code","http://www.cdisc.org","Laboratory Test Fasting Status","de1b5c46-8140-4e07-8248-5fddde2f2264"
"C64433","2023-12-15","Code_473","Code","http://www.cdisc.org","ALT","a494d191-cad1-4fc4-8774-25560bdb64b6"
"C64431","2023-12-15","Code_474","Code","http://www.cdisc.org","ALB","fcab80f7-f981-443e-a00b-b908c876300c"
"C36292","2023-12-15","Code_475","Code","http://www.cdisc.org","Laboratory Test Result","8bccbdf0-2e92-47e5-9a43-07198ce19814"
"C70713","2023-12-15","Code_476","Code","http://www.cdisc.org","Biospecimen Type","c716ffb7-d100-4c27-ba95-119bd4573e92"
"C49487","2023-12-15","Code_477","Code","http://www.cdisc.org","No","c9532125-2d64-4943-99e3-0975b63b0697"
"C49488","2023-12-15","Code_478","Code","http://www.cdisc.org","Yes","0c1f8f57-4581-458b-b2af-acf32672e74a"
"C83309","2023-12-15","Code_479","Code","http://www.cdisc.org","Laboratory Test Fasting Status","5bacc718-0518-42b8-8e34-ff2f5b740a73"
"C64431","2023-12-15","Code_480","Code","http://www.cdisc.org","ALB","7f14f63b-2fd8-4916-acdf-b871fe63b053"
"C64432","2023-12-15","Code_481","Code","http://www.cdisc.org","ALP","89fc6616-c402-4524-a44e-b9511e47b933"
"C36292","2023-12-15","Code_482","Code","http://www.cdisc.org","Laboratory Test Result","5ab0c89e-ee3b-48d9-a74c-98de9b823bf4"
"C67456","2023-12-15","Code_483","Code","http://www.cdisc.org","Unit per Liter","b9fd1582-e6b0-4afd-aa29-b6d82a02ca37"
"C67397","2023-12-15","Code_484","Code","http://www.cdisc.org","Microkatal per Liter","ba7449b2-36a5-473a-b5d1-09969a9a68d5"
"C67376","2023-12-15","Code_485","Code","http://www.cdisc.org","International Unit per Liter","2f23d03b-a28d-482b-b3cc-d05affa758a3"
"C67365","2023-12-15","Code_486","Code","http://www.cdisc.org","Unit of Catalytic Activity Concentration","a679ad65-4a96-405c-9e51-0d97bc637aab"
"C70713","2023-12-15","Code_487","Code","http://www.cdisc.org","Biospecimen Type","05a255fc-951e-4d92-bdc6-fc5aa1bc7449"
"C49487","2023-12-15","Code_488","Code","http://www.cdisc.org","No","9706df3b-40f9-45aa-b397-f111a10e6cf2"
"C49488","2023-12-15","Code_489","Code","http://www.cdisc.org","Yes","cf634326-697e-46ed-9567-6508378ba375"
"C83309","2023-12-15","Code_490","Code","http://www.cdisc.org","Laboratory Test Fasting Status","a7b2fe22-7d58-493c-873e-b756ef0ae478"
"C64432","2023-12-15","Code_491","Code","http://www.cdisc.org","ALP","3fcd1157-c1a1-4f6f-82bd-43ee403b8a8d"
"C64467","2023-12-15","Code_492","Code","http://www.cdisc.org","AST","c6acc5ef-216c-49ec-80ad-efec08eec9fa"
"C36292","2023-12-15","Code_493","Code","http://www.cdisc.org","Laboratory Test Result","4a63d6a6-06a0-4667-86ab-bce6e1464ea9"
"C67456","2023-12-15","Code_494","Code","http://www.cdisc.org","Unit per Liter","c40c4ffd-e175-4bb4-a220-863c5119d490"
"C67397","2023-12-15","Code_495","Code","http://www.cdisc.org","Microkatal per Liter","f81bb78c-f6bb-489f-8722-519238940dd6"
"C67376","2023-12-15","Code_496","Code","http://www.cdisc.org","International Unit per Liter","ff8e74a4-1186-4c5e-acf7-c4f3ec9e6388"
"C67365","2023-12-15","Code_497","Code","http://www.cdisc.org","Unit of Catalytic Activity Concentration","212fef28-20d5-4511-b11f-1327dbfa6203"
"C70713","2023-12-15","Code_498","Code","http://www.cdisc.org","Biospecimen Type","b7381d66-1020-4a2d-816e-6e6dbf2601ab"
"C49487","2023-12-15","Code_499","Code","http://www.cdisc.org","No","4fc12cc3-527b-43ea-a5f9-8a393d1a14ed"
"C49488","2023-12-15","Code_500","Code","http://www.cdisc.org","Yes","d925e09f-d345-4b5a-881f-765885d7ea09"
"C83309","2023-12-15","Code_501","Code","http://www.cdisc.org","Laboratory Test Fasting Status","8a8c0c3e-3432-4b41-bd3b-03da9b362e56"
"C64467","2023-12-15","Code_502","Code","http://www.cdisc.org","AST","9583bebc-bbd7-4f56-9e41-a432b5f0e450"
"C64547","2023-12-15","Code_503","Code","http://www.cdisc.org","CREAT","a241dc87-6e4c-48cb-9d4f-7e25d3117f17"
"C36292","2023-12-15","Code_504","Code","http://www.cdisc.org","Laboratory Test Result","46be094b-a8d7-4416-8ac2-943b643cbc25"
"C67015","2023-12-15","Code_505","Code","http://www.cdisc.org","Milligram per Deciliter","48925756-1791-4459-9510-9bc5760dee30"
"C64572","2023-12-15","Code_506","Code","http://www.cdisc.org","Microgram per Milliliter","6e44360d-4e60-4598-a610-444b9bd263e7"
"C64387","2023-12-15","Code_507","Code","http://www.cdisc.org","Millimole per Liter","e4890ddf-27c3-47cb-9761-1ba023798b66"
"C48508","2023-12-15","Code_508","Code","http://www.cdisc.org","Micromole per Liter","284ee908-9c90-4c01-a71a-dda23f7374bc"
"C48207","2023-12-15","Code_509","Code","http://www.cdisc.org","Unit of Concentration","c723b4bf-f4fe-46be-a834-a40924bb8f08"
"C70713","2023-12-15","Code_510","Code","http://www.cdisc.org","Biospecimen Type","a9dfbb4c-b1c9-4b89-9f21-d5d78fb75b3f"
"C49487","2023-12-15","Code_511","Code","http://www.cdisc.org","No","1065e509-6b3a-45be-9634-394f4db102c4"
"C49488","2023-12-15","Code_512","Code","http://www.cdisc.org","Yes","69cb51ea-6660-49e9-b3a0-a3459851c101"
"C83309","2023-12-15","Code_513","Code","http://www.cdisc.org","Laboratory Test Fasting Status","953ef710-ecd6-411b-a67e-9741ec5122eb"
"C64547","2023-12-15","Code_514","Code","http://www.cdisc.org","CREAT","f9ebbe93-e153-4cd7-a17d-c95bcb0bafe2"
"C64853","2023-12-15","Code_515","Code","http://www.cdisc.org","K","ea595ba6-8bde-4a2f-8878-3e4288b7c0ae"
"C36292","2023-12-15","Code_516","Code","http://www.cdisc.org","Laboratory Test Result","cb517e55-fbbd-4513-bd0e-533c580395be"
"C67474","2023-12-15","Code_517","Code","http://www.cdisc.org","Milliequivalent per Liter","60a75baa-8678-486d-804e-25df747f1111"
"C67473","2023-12-15","Code_518","Code","http://www.cdisc.org","Milliequivalent per Deciliter","9cf09ef9-c5ed-4fd3-ab49-95418861de70"
"C64387","2023-12-15","Code_519","Code","http://www.cdisc.org","Millimole per Liter","2d2173f6-3f9f-4655-b329-dfb5039106c9"
"C64567","2023-12-15","Code_520","Code","http://www.cdisc.org","Molarity Unit","cd65efa0-7283-41c3-86ae-6412f1689231"
"C70713","2023-12-15","Code_521","Code","http://www.cdisc.org","Biospecimen Type","23ef24a0-8759-4084-a29c-1c26495fef26"
"C49487","2023-12-15","Code_522","Code","http://www.cdisc.org","No","88d8f4df-d85d-4dc7-9194-c0e404e81d11"
"C49488","2023-12-15","Code_523","Code","http://www.cdisc.org","Yes","334e13a6-0e3e-45c7-a154-7ce967f78468"
"C83309","2023-12-15","Code_524","Code","http://www.cdisc.org","Laboratory Test Fasting Status","1b5ca31b-e505-41e2-8dff-a4ff6a9c36b7"
"C64853","2023-12-15","Code_525","Code","http://www.cdisc.org","K","e4eb935d-1515-4c4a-b136-ef8c1db502bc"
"C64809","2023-12-15","Code_526","Code","http://www.cdisc.org","SODIUM","6a17bb0c-da6c-429b-a451-7a7385554d54"
"C36292","2023-12-15","Code_527","Code","http://www.cdisc.org","Laboratory Test Result","c7838127-c635-40cb-9e7b-8dbe9c522934"
"C67474","2023-12-15","Code_528","Code","http://www.cdisc.org","Milliequivalent per Liter","89e84f6b-a0af-451a-b8d9-40ac585532af"
"C67473","2023-12-15","Code_529","Code","http://www.cdisc.org","Milliequivalent per Deciliter","2f511072-24b8-4206-99a6-a45ea3f7d902"
"C64387","2023-12-15","Code_530","Code","http://www.cdisc.org","Millimole per Liter","86ee864e-f393-498c-ad18-3b5da1d78974"
"C64567","2023-12-15","Code_531","Code","http://www.cdisc.org","Molarity Unit","2a26e4a4-f0c5-4293-b524-653b268b429d"
"C70713","2023-12-15","Code_532","Code","http://www.cdisc.org","Biospecimen Type","495d7d72-dfa7-468e-9ecc-5bfc3b3f6b10"
"C49487","2023-12-15","Code_533","Code","http://www.cdisc.org","No","fc4aac4f-89a9-471f-a5c4-5572132fd43b"
"C49488","2023-12-15","Code_534","Code","http://www.cdisc.org","Yes","4aac8b14-a54b-454e-bc21-bad1b333e85a"
"C83309","2023-12-15","Code_535","Code","http://www.cdisc.org","Laboratory Test Fasting Status","f865678f-f233-44d9-b095-6382fcca4691"
"C64809","2023-12-15","Code_536","Code","http://www.cdisc.org","SODIUM","7e025b27-dd14-4610-8f14-07fba13d4504"
"C64849","2023-12-15","Code_537","Code","http://www.cdisc.org","HBA1C","f0766674-95ba-4662-b3f7-829ff5d0015c"
"C36292","2023-12-15","Code_538","Code","http://www.cdisc.org","Laboratory Test Result","6ec9d7cf-499b-45ee-b60a-f49dc4f3388f"
"C64783","2023-12-15","Code_539","Code","http://www.cdisc.org","Gram per Deciliter","c0bf9ac6-f6df-4463-bebe-a254ed20ca4d"
"No Concept Code","2023-12-15","Code_540","Code","http://www.cdisc.org","LBORRESU","f534725e-9041-4df1-ad91-c021573aa8f1"
"C70713","2023-12-15","Code_541","Code","http://www.cdisc.org","Biospecimen Type","ca56cf7a-c436-492e-bd02-9b5aeeec35b1"
"C49487","2023-12-15","Code_542","Code","http://www.cdisc.org","No","dca95768-9ee2-4548-b370-4dd9d9f0ddb3"
"C49488","2023-12-15","Code_543","Code","http://www.cdisc.org","Yes","e09638c6-fb24-4be0-95bc-f9ca279f6dc8"
"C83309","2023-12-15","Code_544","Code","http://www.cdisc.org","Laboratory Test Fasting Status","2a20e4c7-3c41-471a-bce3-9035d3026d44"
"C64849","2023-12-15","Code_545","Code","http://www.cdisc.org","HBA1C","0e4a3cd1-6eba-4c2e-bf75-836a49c7c684"
"C78541","2023-12-15","Code_145","Code","http://www.cdisc.org","Adverse Event Verbatim Description","31ddae06-df25-4af6-9687-34ad671c7bfe"
"C83344","2023-12-15","Code_146","Code","http://www.cdisc.org","Adverse Event Dictionary Derived Term","c6111fc9-bb5c-4e7a-acdb-7db72b9162f5"
"C49487","2023-12-15","Code_147","Code","http://www.cdisc.org","No","49a9eff2-75d5-4cfe-862f-304d11b48718"
"C49488","2023-12-15","Code_148","Code","http://www.cdisc.org","Yes","a764d827-c6ca-42be-be57-6cade34a2bc0"
"C87840","2023-12-15","Code_149","Code","http://www.cdisc.org","Adverse Event Pre-specified","31b0ac4b-7df5-4751-b1f5-d75c12944201"
"C83205","2023-12-15","Code_150","Code","http://www.cdisc.org","Adverse Event Location","a407212e-e53a-4970-b931-b1ed2df77a45"
"C53253","2023-12-15","Code_151","Code","http://www.cdisc.org","Severity of Adverse Event","292009e8-17ac-4f0f-becb-c5b387073873"
"C49487","2023-12-15","Code_152","Code","http://www.cdisc.org","No","f94ac7aa-bd4f-4b65-a487-fcddb35942b3"
"C49488","2023-12-15","Code_153","Code","http://www.cdisc.org","Yes","e87b7fa0-eeb3-4061-a443-c698a68f90bf"
"C53252","2023-12-15","Code_154","Code","http://www.cdisc.org","Seriousness of Adverse Event","d3b80f13-15d4-462d-b483-e29981b27139"
"C83013","2023-12-15","Code_155","Code","http://www.cdisc.org","Adverse Event Action Taken with Study Treatment","5ac2c633-2512-419c-b61d-cccf48a7aa82"
"C83109","2023-12-15","Code_156","Code","http://www.cdisc.org","Other Actions taken in Response to Adverse Event","e8f07d8d-8a16-4f47-89c3-fcd17a59e05e"
"C41358","2023-12-15","Code_157","Code","http://www.cdisc.org","Adverse Event Attribution to Product or Procedure","90b14cef-9462-43e1-9516-96fb2abe6964"
"C83210","2023-12-15","Code_158","Code","http://www.cdisc.org","Adverse Event Relationship to Non Study Treatment","2536e37d-2304-4446-8bde-ae16f0f0ce2a"
"C83208","2023-12-15","Code_159","Code","http://www.cdisc.org","Adverse Event Pattern","59a59c0b-3333-40ac-ac91-5ac42ec32200"
"C49489","2023-12-15","Code_160","Code","http://www.cdisc.org","Adverse Event Outcome","17129dfb-c267-4e84-a623-51c195535cb9"
"C49487","2023-12-15","Code_161","Code","http://www.cdisc.org","No","f5e1950a-dd91-4e5f-9a2f-f27739f7d177"
"C49488","2023-12-15","Code_162","Code","http://www.cdisc.org","Yes","c3993ff2-f292-4d9d-8e49-d1b297e66e2a"
"C83211","2023-12-15","Code_163","Code","http://www.cdisc.org","Adverse Event Involves Cancer","82a9d0c3-ed79-4504-bece-cf48e4265a56"
"C49487","2023-12-15","Code_164","Code","http://www.cdisc.org","No","d70d362a-0a7d-407e-a2b4-d3b9657de17b"
"C49488","2023-12-15","Code_165","Code","http://www.cdisc.org","Yes","5ac8c854-894c-4f09-90b0-af901d903481"
"C83117","2023-12-15","Code_166","Code","http://www.cdisc.org","Adverse Event Seriousness Due to Congenital Anomaly","540d5a74-38ec-45d1-88ee-3f9e537775f6"
"C49487","2023-12-15","Code_167","Code","http://www.cdisc.org","No","ec7e349f-c8f0-41ae-9ab6-60fb3de0f5f9"
"C49488","2023-12-15","Code_168","Code","http://www.cdisc.org","Yes","fde22f79-19f6-43a7-a01e-a7051312b569"
"C113380","2023-12-15","Code_169","Code","http://www.cdisc.org","Disabling Adverse Event","fa258462-e405-4366-8ef7-72cb727c9e09"
"C49487","2023-12-15","Code_170","Code","http://www.cdisc.org","No","77a56122-8216-4e26-81ca-f0c6ecf48f75"
"C49488","2023-12-15","Code_171","Code","http://www.cdisc.org","Yes","4356a1dc-a21c-41a8-ac7a-2a5b3695ed7b"
"C48275","2023-12-15","Code_172","Code","http://www.cdisc.org","Death Related to Adverse Event","903bdbe2-18b5-402e-ac62-cfcb31514785"
