"isRequired","label","id","instanceType","name","uuid:ID","datatype","isEnabled"
"True","LBFAST","BiomedicalConceptProperty_156","BiomedicalConceptProperty","LBFAST","83c8a1ab-147d-4ff2-a8db-37e21fd39a41","","True"
"True","LBTESTCD","BiomedicalConceptProperty_157","BiomedicalConceptProperty","LBTESTCD","2357c796-dff7-493e-9ada-64e7579ee7cc","","True"
"True","LBORRES","BiomedicalConceptProperty_158","BiomedicalConceptProperty","LBORRES","05ed2f12-cfb4-45d1-88c7-29e65c73d679","float","True"
"True","LBORRESU","BiomedicalConceptProperty_159","BiomedicalConceptProperty","LBORRESU","36740638-7a76-4d57-83ea-0e92a9bba010","","True"
"True","LBSPEC","BiomedicalConceptProperty_160","BiomedicalConceptProperty","LBSPEC","01cbf3f3-0ad7-4e0b-b7e8-79fe7e7734f5","","True"
"True","LBFAST","BiomedicalConceptProperty_161","BiomedicalConceptProperty","LBFAST","bb12d6b7-85d0-4cf8-91f5-e216f5fe3ded","","True"
"True","LBTESTCD","BiomedicalConceptProperty_162","BiomedicalConceptProperty","LBTESTCD","c20cf1c8-7106-4715-a9d4-535b901a949e","","True"
"True","LBORRES","BiomedicalConceptProperty_163","BiomedicalConceptProperty","LBORRES","8009d516-c8fd-421a-a623-aa723f41a067","float","True"
"True","LBORRESU","BiomedicalConceptProperty_164","BiomedicalConceptProperty","LBORRESU","351f2ef1-e294-4e45-8c48-f8fbaf2e3427","","True"
"True","LBSPEC","BiomedicalConceptProperty_165","BiomedicalConceptProperty","LBSPEC","0adc4f38-b315-4bdf-bbe0-eb243e2e86c2","","True"
"True","LBFAST","BiomedicalConceptProperty_166","BiomedicalConceptProperty","LBFAST","0db3a0b4-b6d6-4f59-825a-132fd7deffb5","","True"
"True","AETERM","BiomedicalConceptProperty_1","BiomedicalConceptProperty","AETERM","728f7cb7-436d-4796-a0a9-70eb995b3965","text","True"
"True","AEDECOD","BiomedicalConceptProperty_2","BiomedicalConceptProperty","AEDECOD","6296520a-56c1-45cd-b684-643e89a7ae8d","text","True"
"True","AEPRESP","BiomedicalConceptProperty_3","BiomedicalConceptProperty","AEPRESP","d564d008-2a75-45ae-b75e-4a7d0d61748b","text","True"
"True","AELOC","BiomedicalConceptProperty_4","BiomedicalConceptProperty","AELOC","e827b98b-b09e-45b2-98e6-f4edcdb0d1ba","text","True"
"True","AESEV","BiomedicalConceptProperty_5","BiomedicalConceptProperty","AESEV","e64dfe92-fdaf-406c-b4be-3bce8bbc7681","text","True"
"True","AESER","BiomedicalConceptProperty_6","BiomedicalConceptProperty","AESER","77628166-359c-4426-abc6-8176b46bb02c","text","True"
"True","AEACN","BiomedicalConceptProperty_7","BiomedicalConceptProperty","AEACN","3c8dbc9a-c4a8-496b-9066-bd294fdd9d67","text","True"
"True","AEACNOTH","BiomedicalConceptProperty_8","BiomedicalConceptProperty","AEACNOTH","bb1fa232-2676-4602-a696-053b3918ad43","text","True"
"True","AEREL","BiomedicalConceptProperty_9","BiomedicalConceptProperty","AEREL","a4ae4aed-8d2b-4b7f-8f41-01577068e214","text","True"
"True","AERELNST","BiomedicalConceptProperty_10","BiomedicalConceptProperty","AERELNST","e1858283-56e5-4e19-a690-a532e8031e73","text","True"
"True","AEPATT","BiomedicalConceptProperty_11","BiomedicalConceptProperty","AEPATT","837ec028-d582-46e2-987d-70b13c1bd119","text","True"
"True","AEOUT","BiomedicalConceptProperty_12","BiomedicalConceptProperty","AEOUT","dd258c11-0082-4566-8946-18cf9c668232","text","True"
"True","AESCAN","BiomedicalConceptProperty_13","BiomedicalConceptProperty","AESCAN","ad5c6f6f-2d3e-4ebf-8e8b-1f24b1fb2de9","text","True"
"True","AESCONG","BiomedicalConceptProperty_14","BiomedicalConceptProperty","AESCONG","2aa4728d-7508-4ad3-abd8-0908cadfba3b","text","True"
"True","AESDISAB","BiomedicalConceptProperty_15","BiomedicalConceptProperty","AESDISAB","7b4b5767-a398-4ad3-b62a-99ecc7d2323d","text","True"
"True","AESDTH","BiomedicalConceptProperty_16","BiomedicalConceptProperty","AESDTH","38d6e627-1f30-43a5-a19c-fe9f83f014ed","text","True"
"True","AESHOSP","BiomedicalConceptProperty_17","BiomedicalConceptProperty","AESHOSP","5aa66e37-bd70-4c0d-9ca7-266437eb643c","text","True"
"True","AESLIFE","BiomedicalConceptProperty_18","BiomedicalConceptProperty","AESLIFE","489ba4c7-434a-40b0-bd7c-b02c3910c918","text","True"
"True","AESOD","BiomedicalConceptProperty_19","BiomedicalConceptProperty","AESOD","85a6c886-666a-494f-b4a5-5406937bc160","text","True"
"True","AESMIE","BiomedicalConceptProperty_20","BiomedicalConceptProperty","AESMIE","27a883ea-0b50-45cc-a7b0-9491fbc75adb","text","True"
"True","AECONTRT","BiomedicalConceptProperty_21","BiomedicalConceptProperty","AECONTRT","3942a400-e12e-4962-a560-3ca7f837c79c","text","True"
"True","AESTDTC","BiomedicalConceptProperty_22","BiomedicalConceptProperty","AESTDTC","f368171c-3417-466b-b84f-24232552a31c","datetime","True"
"True","AEENDTC","BiomedicalConceptProperty_23","BiomedicalConceptProperty","AEENDTC","c1ef2a97-6920-4681-bca0-56190489113a","datetime","True"
"True","VSTESTCD","BiomedicalConceptProperty_24","BiomedicalConceptProperty","VSTESTCD","986613fa-c312-4d0a-93ea-55ffea0775d6","","True"
"True","VSORRES","BiomedicalConceptProperty_25","BiomedicalConceptProperty","VSORRES","5cde5162-f1c6-4381-81dc-791ba081ae61","integer","True"
"True","VSORRESU","BiomedicalConceptProperty_26","BiomedicalConceptProperty","VSORRESU","8321a8fd-7316-4ab6-b8db-2cb1e2fb32c8","","True"
"True","VSPOS","BiomedicalConceptProperty_27","BiomedicalConceptProperty","VSPOS","52df962e-bf04-4b1c-8c48-1251ac68f383","","True"
"True","VSLOC","BiomedicalConceptProperty_28","BiomedicalConceptProperty","VSLOC","f83dc829-6329-4a6c-969b-be34399d7c46","","True"
"True","VSLAT","BiomedicalConceptProperty_29","BiomedicalConceptProperty","VSLAT","ac601034-af5f-42ad-b18e-c4f81773deae","","True"
"True","VSTESTCD","BiomedicalConceptProperty_30","BiomedicalConceptProperty","VSTESTCD","89982019-7f80-4781-b534-96d50d508879","","True"
"True","VSORRES","BiomedicalConceptProperty_31","BiomedicalConceptProperty","VSORRES","c74e3174-0b83-460e-ae16-a4ecc4d32293","integer","True"
"True","VSORRESU","BiomedicalConceptProperty_32","BiomedicalConceptProperty","VSORRESU","5bc38ecb-2def-4d1b-a0d5-88abc4ed5492","","True"
"True","VSPOS","BiomedicalConceptProperty_33","BiomedicalConceptProperty","VSPOS","1a62c9e4-5a10-4c7f-8006-d650186e4a8a","","True"
"True","VSLOC","BiomedicalConceptProperty_34","BiomedicalConceptProperty","VSLOC","3807ac11-a3b6-47bc-8acc-a6c43b50568e","","True"
"True","VSLAT","BiomedicalConceptProperty_35","BiomedicalConceptProperty","VSLAT","80cc798b-a0a0-4658-9f71-c8162e372dc9","","True"
"True","VSTESTCD","BiomedicalConceptProperty_36","BiomedicalConceptProperty","VSTESTCD","a64af7bc-ca4e-4384-801a-cc9e28c6d602","","True"
"True","VSORRES","BiomedicalConceptProperty_37","BiomedicalConceptProperty","VSORRES","d33896aa-d8ae-4207-9046-a162afb47fc8","float","True"
"True","VSORRESU","BiomedicalConceptProperty_38","BiomedicalConceptProperty","VSORRESU","71563bb6-31b7-4bf6-8637-6e0c45bf2b5c","","True"
"True","VSLOC","BiomedicalConceptProperty_39","BiomedicalConceptProperty","VSLOC","e01a5f63-1099-453f-9fa2-65c16c8a1f1b","","True"
"True","VSTESTCD","BiomedicalConceptProperty_40","BiomedicalConceptProperty","VSTESTCD","23cae1fd-cf67-4109-b7f9-e6cf7b2b67bc","","True"
"True","VSORRES","BiomedicalConceptProperty_41","BiomedicalConceptProperty","VSORRES","1c24a5c4-4584-4802-b6f8-bfd898775cb1","float","True"
"True","VSORRESU","BiomedicalConceptProperty_42","BiomedicalConceptProperty","VSORRESU","6915d391-f2bc-404d-b86c-ea19587a9562","","True"
"True","VSTESTCD","BiomedicalConceptProperty_43","BiomedicalConceptProperty","VSTESTCD","b3f06cc2-aff1-4237-83d4-70ad50e9da13","","True"
"True","VSORRES","BiomedicalConceptProperty_44","BiomedicalConceptProperty","VSORRES","d6c523c9-ef8f-4f43-954e-9eb1a5c88cdc","float","True"
"True","VSORRESU","BiomedicalConceptProperty_45","BiomedicalConceptProperty","VSORRESU","e3afe3ee-f78e-4955-acc0-f9d4f80f8233","","True"
"True","LBTESTCD","BiomedicalConceptProperty_46","BiomedicalConceptProperty","LBTESTCD","ebce7b1f-0e19-4bf9-b8fa-ff7631bef177","","True"
"True","LBORRES","BiomedicalConceptProperty_47","BiomedicalConceptProperty","LBORRES","136d7efb-6abe-4f01-8160-38e7e1ad7ac3","float","True"
"True","LBORRESU","BiomedicalConceptProperty_48","BiomedicalConceptProperty","LBORRESU","5a8136aa-292d-405a-8d38-aa820fc532bb","","True"
"True","LBSPEC","BiomedicalConceptProperty_49","BiomedicalConceptProperty","LBSPEC","a29e7b6b-b4ba-4a93-9b07-4c4eee799709","","True"
"True","LBFAST","BiomedicalConceptProperty_50","BiomedicalConceptProperty","LBFAST","b3baf7b9-dbe3-4ece-ab0d-e0614fc01b8a","","True"
"True","LBTESTCD","BiomedicalConceptProperty_51","BiomedicalConceptProperty","LBTESTCD","9fdc7f25-5123-4934-a857-2334901337d4","","True"
"True","LBORRES","BiomedicalConceptProperty_52","BiomedicalConceptProperty","LBORRES","13e63e12-9dad-40ba-bfd0-47f0187a56f3","text","True"
"True","LBSPEC","BiomedicalConceptProperty_53","BiomedicalConceptProperty","LBSPEC","4a51fba2-e673-4e7f-9316-8c8954ce83d5","","True"
"True","LBFAST","BiomedicalConceptProperty_54","BiomedicalConceptProperty","LBFAST","d46cfb17-cb53-47dd-ae7b-25b5f7bb6975","","True"
"True","LBTESTCD","BiomedicalConceptProperty_55","BiomedicalConceptProperty","LBTESTCD","9ce6abcc-4fc5-41d2-9b47-b38702fa0a19","","True"
"True","LBORRES","BiomedicalConceptProperty_56","BiomedicalConceptProperty","LBORRES","43efd629-7e17-4b7b-9029-32abc05d4b62","float","True"
"True","LBORRESU","BiomedicalConceptProperty_57","BiomedicalConceptProperty","LBORRESU","40ee4c86-2ebd-46fe-88dd-84e9362341d3","","True"
"True","LBSPEC","BiomedicalConceptProperty_58","BiomedicalConceptProperty","LBSPEC","3e602a4e-c9a1-4eb2-a5a5-221187bab1a7","","True"
"True","LBFAST","BiomedicalConceptProperty_59","BiomedicalConceptProperty","LBFAST","2e3b20d5-082f-488d-8a7a-670c6f866edd","","True"
"True","LBTESTCD","BiomedicalConceptProperty_60","BiomedicalConceptProperty","LBTESTCD","6baa5799-e5dc-4863-bed3-7b3c5311a8b6","","True"
"True","LBORRES","BiomedicalConceptProperty_61","BiomedicalConceptProperty","LBORRES","21dbff7c-c4ed-4953-af03-ad1b281c0521","float","True"
"True","LBORRESU","BiomedicalConceptProperty_62","BiomedicalConceptProperty","LBORRESU","5e7ff8fd-e841-4c0d-956b-26b2623e824b","","True"
"True","LBSPEC","BiomedicalConceptProperty_63","BiomedicalConceptProperty","LBSPEC","a93502df-2c7e-47b7-9304-b2bad4b18fd6","","True"
"True","LBFAST","BiomedicalConceptProperty_64","BiomedicalConceptProperty","LBFAST","70178841-2ec6-4f24-a9e3-53445b8ab074","","True"
"True","LBTESTCD","BiomedicalConceptProperty_65","BiomedicalConceptProperty","LBTESTCD","bfe853fb-ec86-4e62-b1d5-204674fcacc6","","True"
"True","LBORRES","BiomedicalConceptProperty_66","BiomedicalConceptProperty","LBORRES","6b1623a9-f5db-47d0-a7f3-2ca1839fa8ce","float","True"
"True","LBORRESU","BiomedicalConceptProperty_67","BiomedicalConceptProperty","LBORRESU","981a556e-8eff-4644-961b-0c90ad94d2f7","","True"
"True","LBSPEC","BiomedicalConceptProperty_68","BiomedicalConceptProperty","LBSPEC","df937cc8-df8f-4e73-bc50-3adccc9f9291","","True"
"True","LBFAST","BiomedicalConceptProperty_69","BiomedicalConceptProperty","LBFAST","5682573f-9619-4fea-a8a2-90dd2f30861a","","True"
"True","LBTESTCD","BiomedicalConceptProperty_70","BiomedicalConceptProperty","LBTESTCD","62c4df9a-fc8a-4d06-9f76-85111367f31a","","True"
"True","LBORRES","BiomedicalConceptProperty_71","BiomedicalConceptProperty","LBORRES","6cdd7d09-b544-4e56-9056-e9ce17d7361a","float","True"
"True","LBORRESU","BiomedicalConceptProperty_72","BiomedicalConceptProperty","LBORRESU","9067554f-112e-4674-8e04-1d10b25c8bc4","","True"
"True","LBSPEC","BiomedicalConceptProperty_73","BiomedicalConceptProperty","LBSPEC","ac91ef07-6276-4a8f-b7b3-2c4afe390f5e","","True"
"True","LBFAST","BiomedicalConceptProperty_74","BiomedicalConceptProperty","LBFAST","ebfeaf7f-b2a2-4da3-b8b7-116e3d7db78b","","True"
"True","LBTESTCD","BiomedicalConceptProperty_75","BiomedicalConceptProperty","LBTESTCD","4d964948-83a4-4eeb-94a9-960062c873bc","","True"
"True","LBORRES","BiomedicalConceptProperty_76","BiomedicalConceptProperty","LBORRES","e12f8290-c7c8-48d3-a984-3ad3221bb8d9","float","True"
"True","LBORRESU","BiomedicalConceptProperty_77","BiomedicalConceptProperty","LBORRESU","47846b3c-26a4-4516-8071-dbbbd4589b92","","True"
"True","LBSPEC","BiomedicalConceptProperty_78","BiomedicalConceptProperty","LBSPEC","13689983-354f-4b63-9d1c-042ee027ec93","","True"
"True","LBFAST","BiomedicalConceptProperty_79","BiomedicalConceptProperty","LBFAST","40aa64b6-e027-4b8c-8f49-c7b723056a30","","True"
"True","VSTESTCD","BiomedicalConceptProperty_80","BiomedicalConceptProperty","VSTESTCD","bf38e6ab-b01a-4c63-a3e8-34a0a3b77812","","True"
"True","VSORRES","BiomedicalConceptProperty_81","BiomedicalConceptProperty","VSORRES","870a65a4-25e9-45ce-b45b-1ea809fb21fe","integer","True"
"True","VSORRESU","BiomedicalConceptProperty_82","BiomedicalConceptProperty","VSORRESU","630cdf1b-8c43-44ea-bfb6-113e0af217c8","","True"
"True","VSPOS","BiomedicalConceptProperty_83","BiomedicalConceptProperty","VSPOS","ed2a8364-2c50-45c8-82e2-2acb8f3c116a","","True"
"True","VSLOC","BiomedicalConceptProperty_84","BiomedicalConceptProperty","VSLOC","dd868ab3-8dec-4d90-8561-cdfd825ff90b","","True"
"True","VSLAT","BiomedicalConceptProperty_85","BiomedicalConceptProperty","VSLAT","a44f8ed9-8fc6-40d7-8d52-9f601d1c2aaa","","True"
"True","VSTESTCD","BiomedicalConceptProperty_86","BiomedicalConceptProperty","VSTESTCD","f91dcc59-065e-4bea-8ded-d1ccce9d75f7","","True"
"True","VSORRES","BiomedicalConceptProperty_87","BiomedicalConceptProperty","VSORRES","c9caa005-4c79-4dcb-bf77-09e672f28e23","integer","True"
"True","VSORRESU","BiomedicalConceptProperty_88","BiomedicalConceptProperty","VSORRESU","4b54041d-126a-48cb-8058-2c50cfef2234","","True"
"True","VSPOS","BiomedicalConceptProperty_89","BiomedicalConceptProperty","VSPOS","f87af44a-7640-492a-9515-49cfc4102c21","","True"
"True","VSLOC","BiomedicalConceptProperty_90","BiomedicalConceptProperty","VSLOC","fe1e043d-d7d1-491b-8a49-052be7fcd29d","","True"
"True","VSLAT","BiomedicalConceptProperty_91","BiomedicalConceptProperty","VSLAT","417cd14e-3334-4949-be2c-2a52dd0f56c2","","True"
"True","VSTESTCD","BiomedicalConceptProperty_92","BiomedicalConceptProperty","VSTESTCD","16342b2b-808f-49eb-95e3-c4d66529ef85","","True"
"True","VSORRES","BiomedicalConceptProperty_93","BiomedicalConceptProperty","VSORRES","a611c71a-27ab-4837-b0e5-a87daf05f755","integer","True"
"True","VSORRESU","BiomedicalConceptProperty_94","BiomedicalConceptProperty","VSORRESU","c9cd13d3-b299-4e15-9ddc-49995acffd17","","True"
"True","VSPOS","BiomedicalConceptProperty_95","BiomedicalConceptProperty","VSPOS","cbfdb4b4-21ce-48e1-ba1c-78170a8442e8","","True"
"True","VSLOC","BiomedicalConceptProperty_96","BiomedicalConceptProperty","VSLOC","5287b9b8-6b8d-423a-b1fd-2aff9a1025e9","","True"
"True","VSLAT","BiomedicalConceptProperty_97","BiomedicalConceptProperty","VSLAT","ba4c98af-a7ec-4cc6-a297-4d226a96dd5d","","True"
"True","VSTESTCD","BiomedicalConceptProperty_98","BiomedicalConceptProperty","VSTESTCD","99e425f1-1448-4c35-b1f4-1b2e2d12830b","","True"
"True","VSORRES","BiomedicalConceptProperty_99","BiomedicalConceptProperty","VSORRES","3a4dc665-1137-4032-988e-c8763bb82581","integer","True"
"True","VSORRESU","BiomedicalConceptProperty_100","BiomedicalConceptProperty","VSORRESU","1ff95e49-ea78-4e9f-bfd7-5c50d918c17c","","True"
"True","VSPOS","BiomedicalConceptProperty_101","BiomedicalConceptProperty","VSPOS","e071e4be-b829-4cfb-8ba2-41cee0267854","","True"
"True","VSLOC","BiomedicalConceptProperty_102","BiomedicalConceptProperty","VSLOC","3e9beb43-742c-4d82-88fa-0e039470b2a8","","True"
"True","VSLAT","BiomedicalConceptProperty_103","BiomedicalConceptProperty","VSLAT","adcfe971-bae5-4660-8ce9-9d54005ded98","","True"
"True","VSTESTCD","BiomedicalConceptProperty_104","BiomedicalConceptProperty","VSTESTCD","7661a512-3931-4b94-9b5d-28b0a80da6c8","","True"
"True","VSORRES","BiomedicalConceptProperty_105","BiomedicalConceptProperty","VSORRES","7a4484f9-074f-483b-8f4f-b6c9a4ca35b7","integer","True"
"True","VSORRESU","BiomedicalConceptProperty_106","BiomedicalConceptProperty","VSORRESU","434c8338-bb23-4bff-8025-70d7a8804ff6","","True"
"True","VSPOS","BiomedicalConceptProperty_107","BiomedicalConceptProperty","VSPOS","4143d0bb-5c7c-413d-9884-5869c1b4cdb4","","True"
"True","VSLOC","BiomedicalConceptProperty_108","BiomedicalConceptProperty","VSLOC","5d96e48c-5b2d-420b-b76a-13be577362ae","","True"
"True","VSLAT","BiomedicalConceptProperty_109","BiomedicalConceptProperty","VSLAT","032dd4a9-7eb9-4442-9bd3-bbbb09a1b1f0","","True"
"True","VSTESTCD","BiomedicalConceptProperty_110","BiomedicalConceptProperty","VSTESTCD","08fbb67f-6e4d-4917-b5cc-1a3904e3b640","","True"
"True","VSORRES","BiomedicalConceptProperty_111","BiomedicalConceptProperty","VSORRES","43c7c8fb-8836-47ce-b81b-5e620acb2356","integer","True"
"True","VSORRESU","BiomedicalConceptProperty_112","BiomedicalConceptProperty","VSORRESU","6b808b10-4632-4dab-b66d-aea0a10416be","","True"
"True","VSPOS","BiomedicalConceptProperty_113","BiomedicalConceptProperty","VSPOS","f134bf8c-6368-47e6-81b4-68f49fa25408","","True"
"True","VSLOC","BiomedicalConceptProperty_114","BiomedicalConceptProperty","VSLOC","a02280f7-f301-4162-ab81-9caf5afb53ce","","True"
"True","VSLAT","BiomedicalConceptProperty_115","BiomedicalConceptProperty","VSLAT","29ee1b36-57c8-4761-8487-228b59183d0b","","True"
