"code","uuid:ID","id","codeSystem","decode","instanceType","codeSystemVersion"
"C25716","20c95d8c-e4d0-4bb4-8ab7-f1e8fec5949c","Code_98","http://www.cdisc.org","Visit","Code","2023-12-15"
"C51282","d350e4e5-9218-4556-b243-542fa34b0ce9","Code_99","http://www.cdisc.org","Clinic","Code","2023-12-15"
"C175574","63cf1806-b78e-417a-9934-be9861328a64","Code_100","http://www.cdisc.org","In Person","Code","2023-12-15"
"C25716","9b3177db-db62-4815-95c1-87823ddd8fbb","Code_101","http://www.cdisc.org","Visit","Code","2023-12-15"
"C51282","ad141577-c9a4-4faa-8b9d-0aad9162e317","Code_102","http://www.cdisc.org","Clinic","Code","2023-12-15"
"C175574","848e07f7-5002-4994-a046-e0ade63bf4b5","Code_103","http://www.cdisc.org","In Person","Code","2023-12-15"
"C171537","fe74e346-9d5f-4908-88da-a729f5123d50","Code_104","http://www.cdisc.org","Telephone Call","Code","2023-12-15"
"C25716","40e7f1d2-fe1b-4be9-bdcf-345c7d5de313","Code_105","http://www.cdisc.org","Visit","Code","2023-12-15"
"C51282","d1ffdb83-c4d5-4399-b7d8-99e555ab3d69","Code_106","http://www.cdisc.org","Clinic","Code","2023-12-15"
"C175574","db70e148-72b0-4548-ad81-1e5ddee681a4","Code_107","http://www.cdisc.org","In Person","Code","2023-12-15"
"C171537","9f7336b6-1d0a-4809-b2b5-022f9dec128d","Code_108","http://www.cdisc.org","Telephone Call","Code","2023-12-15"
"C25716","e8d465f5-9b2e-4108-a1c0-4e3b44135290","Code_109","http://www.cdisc.org","Visit","Code","2023-12-15"
"C51282","d96f83b0-95b0-44ff-8820-a43e1810b4a1","Code_110","http://www.cdisc.org","Clinic","Code","2023-12-15"
"C175574","d4cb340f-2ecc-4e74-886c-9367a299c4cd","Code_111","http://www.cdisc.org","In Person","Code","2023-12-15"
"C171537","906711ad-d091-4711-b37e-2d6915604c21","Code_112","http://www.cdisc.org","Telephone Call","Code","2023-12-15"
"C25716","0b9b14a5-78cd-49cf-9f2c-abe89cb35fdc","Code_113","http://www.cdisc.org","Visit","Code","2023-12-15"
"C51282","428d0299-1fb6-4168-b102-c3f4bf40b490","Code_114","http://www.cdisc.org","Clinic","Code","2023-12-15"
"C175574","c8d541f6-7a3b-41a0-9a7a-450419f7c139","Code_115","http://www.cdisc.org","In Person","Code","2023-12-15"
"C171537","df479dc0-e65d-4564-87b4-76d95348ad32","Code_116","http://www.cdisc.org","Telephone Call","Code","2023-12-15"
"C25716","9dc92431-4b37-48b0-aa7a-2073d87195da","Code_117","http://www.cdisc.org","Visit","Code","2023-12-15"
"C51282","ffc28871-117d-4727-9922-a5b311c926e0","Code_118","http://www.cdisc.org","Clinic","Code","2023-12-15"
"C175574","23148616-4577-4b58-b269-19ad0bf725d6","Code_119","http://www.cdisc.org","In Person","Code","2023-12-15"
"C25716","42e04c7b-6e31-4595-8c3e-ca5fd83b6140","Code_120","http://www.cdisc.org","Visit","Code","2023-12-15"
"C51282","e21406a6-825c-4aaf-b334-a8d07bdb5a74","Code_121","http://www.cdisc.org","Clinic","Code","2023-12-15"
"C175574","bc6d5c41-10b2-4395-87fc-0488a9f513b4","Code_122","http://www.cdisc.org","In Person","Code","2023-12-15"
"383371000119108","0264f6ec-6f65-4491-a278-4b1038255ca4","Code_80","SNOMED","CT of head without contrast","Code","January 31, 2018"
"123","ed71b576-da0a-4a74-9580-87a4cbed249b","Code_81","SPONSOR","Subject Supine","Code","12"
"124","fdabacc7-dd75-4ca5-81cd-b6b03c4e0a56","Code_82","SPONSOR","Subject Standing","Code","12"
"C82977","49b99dd7-8e44-4aad-8ed7-c33b1f289941","Code_429","http://www.cdisc.org","Dictionary-derived Term","Code","2023-12-15"
"C82571","d8cf4c57-4086-497c-82e7-bc5ac3e5cb16","Code_430","http://www.cdisc.org","Reported Event Term","Code","2023-12-15"
"C82517","4dd76e3a-66de-4d57-a671-4a29bb311bb2","Code_431","http://www.cdisc.org","Observation Start Date Time","Code","2023-12-15"
"C16735","b0c1bc2c-702f-4681-8075-334da69bf58b","Code_432","http://www.cdisc.org","Informed Consent","Code","2023-12-15"
"C20197","8c3e58d0-a550-4f4f-b28e-d28087d6ab1d","Code_433","http://www.cdisc.org","Male","Code","2023-12-15"
"C16576","7c344fb4-3be6-4b26-bf87-18328e133f46","Code_434","http://www.cdisc.org","Female","Code","2023-12-15"
"C28421","6890b145-435c-4102-b137-6cf12639dda4","Code_435","http://www.cdisc.org","Sex","Code","2023-12-15"
"C28421","fbea12ed-e859-4b0d-8c14-ca2df36e1d84","Code_436","http://www.cdisc.org","Sex","Code","2023-12-15"
"C17049","ef6f4564-23f4-40f3-893f-62d138660f12","Code_437","http://www.cdisc.org","Race","Code","2023-12-15"
"C17049","4cc20771-ebd6-48d6-963f-cdf37211726f","Code_438","http://www.cdisc.org","Race","Code","2023-12-15"
"C174446","8d90685a-29d8-475e-a5ed-9aec2dadbb92","Code_439","http://www.cdisc.org","TEMP","Code","2023-12-15"
"C77140","feaf08b8-67bb-44b7-8bf2-847899ac49e5","Code_440","http://www.cdisc.org","Clinical Test Result","Code","2023-12-15"
"C42559","6ec08564-144c-4229-bc89-f68d01f21959","Code_441","http://www.cdisc.org","Degree Celsius","Code","2023-12-15"
"C44277","80f9c72a-ba5d-45d6-9e98-743d68df9cc7","Code_442","http://www.cdisc.org","Degree Fahrenheit","Code","2023-12-15"
"C42537","877a9d6e-05f2-4f45-ab90-e17e1f9e6437","Code_443","http://www.cdisc.org","Kelvin","Code","2023-12-15"
"C44276","85d9ba07-7fd7-42bf-b169-dbaba5e18eab","Code_444","http://www.cdisc.org","Unit of Temperature","Code","2023-12-15"
"C12674","0ac13536-59ad-4548-b105-59e73903d7cc","Code_445","http://www.cdisc.org","Axilla","Code","2023-12-15"
"C12394","d9451a12-a2c1-489d-be68-ad0973e7c135","Code_446","http://www.cdisc.org","Ear","Code","2023-12-15"
"C89803","b92adff5-f124-4b8d-ae88-ff4577cc5cab","Code_447","http://www.cdisc.org","Forehead","Code","2023-12-15"
"C12421","ba6ced1d-b330-4274-b7f9-8fa1c3a51f31","Code_448","http://www.cdisc.org","Oral Cavity","Code","2023-12-15"
"C12390","291695ba-bcbd-4867-ad02-6637d93299df","Code_449","http://www.cdisc.org","Rectum","Code","2023-12-15"
"C13717","fd846a29-ad1f-4585-aa95-64eec58638f8","Code_450","http://www.cdisc.org","Anatomic Site","Code","2023-12-15"
"C174446","fe998127-dafe-451d-bc70-a9204002bf4a","Code_451","http://www.cdisc.org","TEMP","Code","2023-12-15"
"C25208","61f8bd7d-884e-4027-a6a7-88e1b7809fa5","Code_452","http://www.cdisc.org","WEIGHT","Code","2023-12-15"
"C77140","831993b8-e1ab-41d4-8ed8-5625360ba12b","Code_453","http://www.cdisc.org","Clinical Test Result","Code","2023-12-15"
"C48531","7aaa7808-d502-45e8-9019-fdec2e3a6f57","Code_454","http://www.cdisc.org","Pound","Code","2023-12-15"
"C48155","c1d93baf-f415-4c8d-81d4-625c300463df","Code_455","http://www.cdisc.org","Gram","Code","2023-12-15"
"C28252","32015c14-c066-466c-8937-833bf962c32a","Code_456","http://www.cdisc.org","Kilogram","Code","2023-12-15"
"C48208","f0349b65-b85f-4216-8878-e55b4cbe2b57","Code_457","http://www.cdisc.org","Unit of Weight","Code","2023-12-15"
"C25208","acdc976c-f7a5-48f2-8054-e29217548843","Code_458","http://www.cdisc.org","WEIGHT","Code","2023-12-15"
"C25347","fa29c258-9fa9-4261-8c35-0b68b3ce5e71","Code_459","http://www.cdisc.org","HEIGHT","Code","2023-12-15"
"C77140","07e221f0-7299-4cb3-b79c-377607f64e22","Code_460","http://www.cdisc.org","Clinical Test Result","Code","2023-12-15"
"C49668","03add95a-2a22-42a5-9da3-b5dbec01956f","Code_461","http://www.cdisc.org","Centimeter","Code","2023-12-15"
"C48500","4aaa6a4c-67a3-493a-8f53-3c013cc7a592","Code_462","http://www.cdisc.org","Inch","Code","2023-12-15"
"C41139","d878c4b4-b486-4e0c-9301-1f427ef6c531","Code_463","http://www.cdisc.org","Meter","Code","2023-12-15"
"C168688","f86359f2-fe0e-4dc0-866e-b8fa57c4ae9c","Code_464","http://www.cdisc.org","Unit of Height","Code","2023-12-15"
"C25347","ddf4d9c1-362a-4603-8d55-999a835b8516","Code_465","http://www.cdisc.org","HEIGHT","Code","2023-12-15"
"C64433","292c0aaa-f298-40ac-9e71-a69110823264","Code_466","http://www.cdisc.org","ALT","Code","2023-12-15"
"C36292","f0d41b26-6cc5-4079-84b1-8ee4c5d75421","Code_467","http://www.cdisc.org","Laboratory Test Result","Code","2023-12-15"
"C67456","f833fc9d-bb72-453e-a841-83dd97d0131e","Code_468","http://www.cdisc.org","Unit per Liter","Code","2023-12-15"
"C67397","3dec0d59-afe6-4a0f-aca5-5a8d0edef46f","Code_469","http://www.cdisc.org","Microkatal per Liter","Code","2023-12-15"
"C67376","886d99b1-7319-4270-a81d-ba5c65c9f2a7","Code_470","http://www.cdisc.org","International Unit per Liter","Code","2023-12-15"
"C70510","daf1d644-4273-4373-87e1-99a497ccb7bb","Code_471","http://www.cdisc.org","Nanokatal per Liter","Code","2023-12-15"
"C67365","f30205ed-08ed-44cb-a917-41b9141bfe60","Code_472","http://www.cdisc.org","Unit of Catalytic Activity Concentration","Code","2023-12-15"
"C70713","9c17438b-4b3f-42eb-9d9a-4da043894121","Code_473","http://www.cdisc.org","Biospecimen Type","Code","2023-12-15"
"C49487","0eda2614-4c26-4b03-91b8-cd26d6682cc7","Code_474","http://www.cdisc.org","No","Code","2023-12-15"
"C49488","fa17c360-57c1-4b17-9cc9-0797ddf0cf2a","Code_475","http://www.cdisc.org","Yes","Code","2023-12-15"
"C83309","c9a24175-4870-4cca-a6b1-901c2ff5b2f0","Code_476","http://www.cdisc.org","Laboratory Test Fasting Status","Code","2023-12-15"
"C64433","2fe468f0-fea7-415a-9489-ee2655873159","Code_477","http://www.cdisc.org","ALT","Code","2023-12-15"
"C64431","0a45156e-1464-4b12-9cb1-a9858636b9a1","Code_478","http://www.cdisc.org","ALB","Code","2023-12-15"
"C36292","7b23816e-d5ab-4c75-85cc-c99e03c9c9cf","Code_479","http://www.cdisc.org","Laboratory Test Result","Code","2023-12-15"
"C70713","6fde7d11-b613-49b1-9bf4-737ee1eb0c51","Code_480","http://www.cdisc.org","Biospecimen Type","Code","2023-12-15"
"C49487","520b55ef-aa66-45b0-be31-bb91b73ddb95","Code_481","http://www.cdisc.org","No","Code","2023-12-15"
"C49488","deeca156-d12f-4ab0-bebd-69a0434c19f8","Code_482","http://www.cdisc.org","Yes","Code","2023-12-15"
"C83309","a43b0b5b-acff-4654-a65d-e779c32e09b7","Code_483","http://www.cdisc.org","Laboratory Test Fasting Status","Code","2023-12-15"
"C64431","4a40c284-ed49-4dfd-b508-9e53e84b7ff2","Code_484","http://www.cdisc.org","ALB","Code","2023-12-15"
"C64432","3f42fd87-ba83-429d-a340-c44f0042cd39","Code_485","http://www.cdisc.org","ALP","Code","2023-12-15"
"C36292","c25e9320-1f7e-415c-91f8-f4b27b1cb25d","Code_486","http://www.cdisc.org","Laboratory Test Result","Code","2023-12-15"
"C67456","b3d587b7-eb95-462e-8fc0-5300b15c0ebc","Code_487","http://www.cdisc.org","Unit per Liter","Code","2023-12-15"
"C67397","a63ce6cf-0ae8-435d-820b-077b7badd8c5","Code_488","http://www.cdisc.org","Microkatal per Liter","Code","2023-12-15"
"C67376","0a7bbf3b-a9b2-4a84-891d-55c2262eed05","Code_489","http://www.cdisc.org","International Unit per Liter","Code","2023-12-15"
"C67365","6fd63b4b-0b73-4d36-803f-11723ae2a4eb","Code_490","http://www.cdisc.org","Unit of Catalytic Activity Concentration","Code","2023-12-15"
"C70713","d2190e92-23d7-48d4-b579-f18ce79549a0","Code_491","http://www.cdisc.org","Biospecimen Type","Code","2023-12-15"
"C49487","6d1b6483-40b5-4cfb-b67c-fc0b49e0777f","Code_492","http://www.cdisc.org","No","Code","2023-12-15"
"C49488","3edb948f-18ee-4856-935f-4070693d7ca2","Code_493","http://www.cdisc.org","Yes","Code","2023-12-15"
"C83309","c2e6ac40-a94e-4240-856d-5db3d259a2c0","Code_494","http://www.cdisc.org","Laboratory Test Fasting Status","Code","2023-12-15"
"C64432","497fe513-9c4e-457c-ae90-d5997e127c16","Code_495","http://www.cdisc.org","ALP","Code","2023-12-15"
"C64467","82000991-ef60-45ff-8e0c-7350760497a5","Code_496","http://www.cdisc.org","AST","Code","2023-12-15"
"C36292","09d13337-4b96-4453-9c6a-64357d1db232","Code_497","http://www.cdisc.org","Laboratory Test Result","Code","2023-12-15"
"C67456","65e4f338-f6c8-4999-a1ff-974b44765c79","Code_498","http://www.cdisc.org","Unit per Liter","Code","2023-12-15"
"C67397","da8c534e-bd69-4d8f-a8c8-c1df80867df0","Code_499","http://www.cdisc.org","Microkatal per Liter","Code","2023-12-15"
"C67376","c7bb7c8a-7f95-4e10-909b-3744f34fe721","Code_500","http://www.cdisc.org","International Unit per Liter","Code","2023-12-15"
"C67365","aa811812-68ae-4a87-8245-9d3da82c61a6","Code_501","http://www.cdisc.org","Unit of Catalytic Activity Concentration","Code","2023-12-15"
"C70713","d2e153a6-6667-4a0e-8dd2-60f008f41500","Code_502","http://www.cdisc.org","Biospecimen Type","Code","2023-12-15"
"C49487","e1b2ab0c-b0b4-4dd4-898d-10911c82740e","Code_503","http://www.cdisc.org","No","Code","2023-12-15"
"C49488","6858301f-47ec-43e5-ab37-7ecf08559fdd","Code_504","http://www.cdisc.org","Yes","Code","2023-12-15"
"C83309","05ad2d8f-917b-4dff-918e-ffeafe22fbd5","Code_505","http://www.cdisc.org","Laboratory Test Fasting Status","Code","2023-12-15"
"C64467","93e44419-aa27-4f83-928d-f9bff2544b31","Code_506","http://www.cdisc.org","AST","Code","2023-12-15"
"C64547","8660d997-1236-4147-aa6d-0635aa73474c","Code_507","http://www.cdisc.org","CREAT","Code","2023-12-15"
"C36292","5d8de372-cbe4-4225-b1fc-01a538c6213b","Code_508","http://www.cdisc.org","Laboratory Test Result","Code","2023-12-15"
"C67015","a44ee2f3-c9fc-4f74-a73b-1ca27b3efcb3","Code_509","http://www.cdisc.org","Milligram per Deciliter","Code","2023-12-15"
"C64572","f3f78b7f-cc34-401d-b6c0-ffb4cb570b64","Code_510","http://www.cdisc.org","Microgram per Milliliter","Code","2023-12-15"
"C64387","419bd47c-774c-4d33-93c7-fbcfeca7011a","Code_511","http://www.cdisc.org","Millimole per Liter","Code","2023-12-15"
"C48508","0425d1e7-d50b-4060-9fa0-6ed8017bc0ed","Code_512","http://www.cdisc.org","Micromole per Liter","Code","2023-12-15"
"C48207","7ba0c98c-49c3-4730-b745-b33275da3afd","Code_513","http://www.cdisc.org","Unit of Concentration","Code","2023-12-15"
"C70713","3998f23a-f432-45fd-a527-aecfac408d15","Code_514","http://www.cdisc.org","Biospecimen Type","Code","2023-12-15"
"C49487","1ee7b183-2c11-44dd-8c25-b2b298caa6c3","Code_515","http://www.cdisc.org","No","Code","2023-12-15"
"C49488","018463b8-03af-40ae-91b9-fcedc4d69ec7","Code_516","http://www.cdisc.org","Yes","Code","2023-12-15"
"C83309","31ee9eb0-485d-466e-afb2-4bb4d35b4757","Code_517","http://www.cdisc.org","Laboratory Test Fasting Status","Code","2023-12-15"
"C64547","54f503a6-2902-4cad-b370-87bb16d820a1","Code_518","http://www.cdisc.org","CREAT","Code","2023-12-15"
"C64853","a99a4114-83a1-4152-9934-7a938333156e","Code_519","http://www.cdisc.org","K","Code","2023-12-15"
"C36292","4b8ae3b5-313f-4de6-8bec-521231de17a5","Code_520","http://www.cdisc.org","Laboratory Test Result","Code","2023-12-15"
"C67474","82a9e514-6bb7-44ae-be64-55f536af09e3","Code_521","http://www.cdisc.org","Milliequivalent per Liter","Code","2023-12-15"
"C67473","e18d3a9e-0c58-4175-beba-004d3cee51b9","Code_522","http://www.cdisc.org","Milliequivalent per Deciliter","Code","2023-12-15"
"C64387","b010f725-732c-4f45-957a-5bc1bf6cd856","Code_523","http://www.cdisc.org","Millimole per Liter","Code","2023-12-15"
"C64567","53478145-276e-45cf-aae4-8ecea83a0a78","Code_524","http://www.cdisc.org","Molarity Unit","Code","2023-12-15"
"C70713","bf76fd9b-e789-41b0-99d1-9a1f8e1a0aa4","Code_525","http://www.cdisc.org","Biospecimen Type","Code","2023-12-15"
"C49487","1940a38d-9aa7-4f77-981b-b6d3b23b0934","Code_526","http://www.cdisc.org","No","Code","2023-12-15"
"C49488","eb0cb572-43e0-48d8-b5cd-ebb162f3488a","Code_527","http://www.cdisc.org","Yes","Code","2023-12-15"
"C83309","2189aa85-a039-422a-8ba6-a8ca55660252","Code_528","http://www.cdisc.org","Laboratory Test Fasting Status","Code","2023-12-15"
"C64853","d58718c0-713a-445b-a02f-483db06e2d07","Code_529","http://www.cdisc.org","K","Code","2023-12-15"
"C64809","ad85f1ba-f2ac-4e25-8cb6-bb6de23108fd","Code_530","http://www.cdisc.org","SODIUM","Code","2023-12-15"
"C36292","cbb996dc-35bc-491f-91c4-8840adf85741","Code_531","http://www.cdisc.org","Laboratory Test Result","Code","2023-12-15"
"C67474","d8ed357c-27af-43bf-8b9c-87008a14d39d","Code_532","http://www.cdisc.org","Milliequivalent per Liter","Code","2023-12-15"
"C67473","d6f22c18-e830-49ea-a8ee-8814ef720d54","Code_533","http://www.cdisc.org","Milliequivalent per Deciliter","Code","2023-12-15"
"C64387","8e5a42dc-867d-4827-b71c-86a21b55b240","Code_534","http://www.cdisc.org","Millimole per Liter","Code","2023-12-15"
"C64567","d09dffc5-dbd5-4562-9662-bfae2e382e2e","Code_535","http://www.cdisc.org","Molarity Unit","Code","2023-12-15"
"C70713","c8d06ca6-599a-4afe-9ea6-e86694273d6f","Code_536","http://www.cdisc.org","Biospecimen Type","Code","2023-12-15"
"C49487","2d0f7cea-1792-495b-aeb9-0c723368225d","Code_537","http://www.cdisc.org","No","Code","2023-12-15"
"C49488","a31b93c2-aea2-4237-b8b5-d477bfd683d3","Code_538","http://www.cdisc.org","Yes","Code","2023-12-15"
"C83309","61089679-6993-4279-aeb4-2499fe055f6f","Code_539","http://www.cdisc.org","Laboratory Test Fasting Status","Code","2023-12-15"
"C64809","60e4c621-ca11-4d49-a182-22e0d3bbcbbe","Code_540","http://www.cdisc.org","SODIUM","Code","2023-12-15"
"C64849","313b1917-79cf-428c-a6c7-336130f8566f","Code_541","http://www.cdisc.org","HBA1C","Code","2023-12-15"
"C36292","c9318ed8-50e3-4134-84b6-80ea6d69684e","Code_542","http://www.cdisc.org","Laboratory Test Result","Code","2023-12-15"
"C64783","93b793d0-2d42-45bd-916c-f87b887848d2","Code_543","http://www.cdisc.org","Gram per Deciliter","Code","2023-12-15"
"No Concept Code","aab34ce0-d12a-427e-9271-6fdc3017c6cf","Code_544","http://www.cdisc.org","LBORRESU","Code","2023-12-15"
"C70713","7d395932-e652-46ab-bf09-3b2851ee7108","Code_545","http://www.cdisc.org","Biospecimen Type","Code","2023-12-15"
"C49487","b468a0ed-e5a7-4931-b90c-ecceb8c76a4a","Code_546","http://www.cdisc.org","No","Code","2023-12-15"
"C49488","4f35c722-226b-4796-8a7d-c42de2028aab","Code_547","http://www.cdisc.org","Yes","Code","2023-12-15"
"C83309","9a2b3565-30db-4648-afe1-a9921e01e3f5","Code_548","http://www.cdisc.org","Laboratory Test Fasting Status","Code","2023-12-15"
"C64849","05fb5759-6221-4dde-ada7-8b211cefd974","Code_549","http://www.cdisc.org","HBA1C","Code","2023-12-15"
"C78541","89b862e0-bc4c-4e41-8418-efb1dd018ad7","Code_145","http://www.cdisc.org","Adverse Event Verbatim Description","Code","2023-12-15"
"C83344","5f95b87d-2428-41cf-b677-df639b90badb","Code_146","http://www.cdisc.org","Adverse Event Dictionary Derived Term","Code","2023-12-15"
"C49487","716dbcc5-0eb1-42ae-aac9-93aca1f5543f","Code_147","http://www.cdisc.org","No","Code","2023-12-15"
"C49488","26671521-e3ee-43ec-887e-2168134067ba","Code_148","http://www.cdisc.org","Yes","Code","2023-12-15"
"C87840","cfea98ef-bc1c-4cbc-a621-d38038fbfa00","Code_149","http://www.cdisc.org","Adverse Event Pre-specified","Code","2023-12-15"
"C83205","82c7e7fc-b728-445d-815b-a5c9b4544378","Code_150","http://www.cdisc.org","Adverse Event Location","Code","2023-12-15"
"C53253","ad3a1319-86fa-4345-83e9-85129bd7702c","Code_151","http://www.cdisc.org","Severity of Adverse Event","Code","2023-12-15"
"C49487","ab763c28-ad7e-4d24-b441-cd3745282e9c","Code_152","http://www.cdisc.org","No","Code","2023-12-15"
"C49488","a00622fd-c6c1-438b-ba5e-4a2034fa4289","Code_153","http://www.cdisc.org","Yes","Code","2023-12-15"
"C53252","cdb900f3-cef7-45e7-881f-422b7cb76c50","Code_154","http://www.cdisc.org","Seriousness of Adverse Event","Code","2023-12-15"
"C83013","990ffcc1-d5d6-4895-a363-e076954f68c7","Code_155","http://www.cdisc.org","Adverse Event Action Taken with Study Treatment","Code","2023-12-15"
"C83109","3bb01d45-073f-4167-b734-4b95ac21cbc8","Code_156","http://www.cdisc.org","Other Actions taken in Response to Adverse Event","Code","2023-12-15"
"C41358","ecb0ea82-d739-4eba-af2e-a7c990d60001","Code_157","http://www.cdisc.org","Adverse Event Attribution to Product or Procedure","Code","2023-12-15"
"C83210","5741f272-4e89-4102-87e9-afa7120a81d4","Code_158","http://www.cdisc.org","Adverse Event Relationship to Non Study Treatment","Code","2023-12-15"
"C83208","56980762-303a-4944-8ca8-064317cb9044","Code_159","http://www.cdisc.org","Adverse Event Pattern","Code","2023-12-15"
"C49489","41285248-6b5a-4205-90ce-d1d8da22b47a","Code_160","http://www.cdisc.org","Adverse Event Outcome","Code","2023-12-15"
"C49487","366b6ce2-92ef-430a-9fb6-8d918a4963e3","Code_161","http://www.cdisc.org","No","Code","2023-12-15"
"C49488","881eaad5-c455-4fa9-8506-1e010488a19c","Code_162","http://www.cdisc.org","Yes","Code","2023-12-15"
"C83211","38b80c3f-fb59-4de5-b4ca-b36500e24747","Code_163","http://www.cdisc.org","Adverse Event Involves Cancer","Code","2023-12-15"
"C49487","2b57140b-c387-4ae3-8e4b-5060787f80f8","Code_164","http://www.cdisc.org","No","Code","2023-12-15"
"C49488","5c25396c-016f-4401-a5a4-9249c3c6c3b7","Code_165","http://www.cdisc.org","Yes","Code","2023-12-15"
"C83117","e3ad9ab6-4587-47ba-ac75-825f8eac0ada","Code_166","http://www.cdisc.org","Adverse Event Seriousness Due to Congenital Anomaly","Code","2023-12-15"
"C49487","1282278d-da36-4144-be66-cd670e5e7c2a","Code_167","http://www.cdisc.org","No","Code","2023-12-15"
"C49488","83a61f16-597f-4c74-bbf4-f3678f1f92cf","Code_168","http://www.cdisc.org","Yes","Code","2023-12-15"
