"id","decode","uuid:ID","instanceType","code","codeSystem","codeSystemVersion"
"Code_105","Visit","5c89ea19-fb92-41da-9079-d845c9678b23","Code","C25716","http://www.cdisc.org","2023-12-15"
"Code_106","Clinic","8602419d-daab-4c80-b2d8-ceb0a2e45d43","Code","C51282","http://www.cdisc.org","2023-12-15"
"Code_107","In Person","febbc538-f286-4bd3-b796-95f3d4980dd1","Code","C175574","http://www.cdisc.org","2023-12-15"
"Code_108","Telephone Call","a88c4503-57f6-4133-a109-fc1884e91556","Code","C171537","http://www.cdisc.org","2023-12-15"
"Code_109","Visit","1dcbffa8-b1e4-44e1-9ae1-6215a638d220","Code","C25716","http://www.cdisc.org","2023-12-15"
"Code_110","Clinic","0eb8ac88-a756-41c1-9f94-a537224eca17","Code","C51282","http://www.cdisc.org","2023-12-15"
"Code_111","In Person","054f1cfb-e923-40b1-86e8-66affe3192d6","Code","C175574","http://www.cdisc.org","2023-12-15"
"Code_112","Telephone Call","5d055c32-8820-480d-866e-991b985f1f96","Code","C171537","http://www.cdisc.org","2023-12-15"
"Code_113","Visit","9af6bf56-8a2d-4b94-86f2-8775d300e0be","Code","C25716","http://www.cdisc.org","2023-12-15"
"Code_114","Clinic","3b016660-9645-451b-b627-b041234ed7ca","Code","C51282","http://www.cdisc.org","2023-12-15"
"Code_115","In Person","95b8c08b-1776-4c4a-8959-08dab6470618","Code","C175574","http://www.cdisc.org","2023-12-15"
"Code_116","Telephone Call","4497648e-e5c3-414d-86fe-f79f7e9a3cee","Code","C171537","http://www.cdisc.org","2023-12-15"
"Code_117","Visit","056b5594-5d8c-40d7-9e7f-8948deb6b8ef","Code","C25716","http://www.cdisc.org","2023-12-15"
"Code_118","Clinic","a12b56e2-eb7a-499d-96ed-2c62bebf0c27","Code","C51282","http://www.cdisc.org","2023-12-15"
"Code_119","In Person","c92f3ca7-3be0-40be-834f-668efe38ffb5","Code","C175574","http://www.cdisc.org","2023-12-15"
"Code_120","Visit","dabf60e6-e27e-4ee4-a73f-35c7a4b010cb","Code","C25716","http://www.cdisc.org","2023-12-15"
"Code_121","Clinic","33c8dc29-890d-49d6-bab2-ef138ffd6e0f","Code","C51282","http://www.cdisc.org","2023-12-15"
"Code_122","In Person","4a42f391-a6df-4e00-9dc2-83a348ab0f7f","Code","C175574","http://www.cdisc.org","2023-12-15"
"Code_80","CT of head without contrast","5e94d061-a1c1-498e-a0c6-d2624d81f9b3","Code","383371000119108","SNOMED","January 31, 2018"
"Code_81","Subject Supine","95fb0408-b2f9-42a9-893e-3a63053ae4e4","Code","123","SPONSOR","12"
"Code_82","Subject Standing","ff8d3e01-3205-4e4f-bd71-61a196fa02ef","Code","124","SPONSOR","12"
"Code_429","Dictionary-derived Term","755d9af7-78aa-40a4-af93-4574d138be8f","Code","C82977","http://www.cdisc.org","2023-12-15"
"Code_430","Reported Event Term","2d92d550-4406-4b01-b8d0-ad49362aef9b","Code","C82571","http://www.cdisc.org","2023-12-15"
"Code_431","Observation Start Date Time","5a5cbac6-4b3b-4fab-b67c-cf3829e0fee3","Code","C82517","http://www.cdisc.org","2023-12-15"
"Code_432","Informed Consent","7230e8e5-89e8-4ccc-9b66-eab93e4d6ebb","Code","C16735","http://www.cdisc.org","2023-12-15"
"Code_433","Male","7589c49b-fa6b-44ad-be8b-b591aa8ce1f4","Code","C20197","http://www.cdisc.org","2023-12-15"
"Code_434","Female","99fcb59f-e2b4-4e02-8a50-5d125ea70624","Code","C16576","http://www.cdisc.org","2023-12-15"
"Code_435","Sex","44eca4e6-e7f3-4eeb-9f19-59b0ba7e4116","Code","C28421","http://www.cdisc.org","2023-12-15"
"Code_436","Sex","fdbd8c9f-bfaf-424a-b980-5d8ec9c2da5b","Code","C28421","http://www.cdisc.org","2023-12-15"
"Code_437","Race","627e7e05-2c95-4d9b-b65c-65e1f046db41","Code","C17049","http://www.cdisc.org","2023-12-15"
"Code_438","Race","422a81f6-09bc-4d73-8f87-78dd2cfc7f67","Code","C17049","http://www.cdisc.org","2023-12-15"
"Code_439","TEMP","b8ddb40c-0859-4632-bb87-63b8c9d73e95","Code","C174446","http://www.cdisc.org","2023-12-15"
"Code_440","Clinical Test Result","4be81cfb-5492-4921-95ed-cb7f6ff1fa3a","Code","C77140","http://www.cdisc.org","2023-12-15"
"Code_441","Degree Celsius","df0e6d54-580e-494c-a041-f34978996015","Code","C42559","http://www.cdisc.org","2023-12-15"
"Code_442","Degree Fahrenheit","cbe7c8bc-ae1c-4f07-b74e-2f5ce090aa40","Code","C44277","http://www.cdisc.org","2023-12-15"
"Code_443","Kelvin","93b76946-9a40-4159-b0ac-f815a3a8211c","Code","C42537","http://www.cdisc.org","2023-12-15"
"Code_444","Unit of Temperature","a632ff4a-7bb6-4b75-94ce-e7b2eab9bbf7","Code","C44276","http://www.cdisc.org","2023-12-15"
"Code_445","Axilla","e27aca10-02dd-482d-a030-3d04dfc3072d","Code","C12674","http://www.cdisc.org","2023-12-15"
"Code_446","Ear","afe92c23-a47c-4523-8569-85b2c0ae558f","Code","C12394","http://www.cdisc.org","2023-12-15"
"Code_447","Forehead","5b381ac1-4096-4ae7-9d7a-ce528e322824","Code","C89803","http://www.cdisc.org","2023-12-15"
"Code_448","Oral Cavity","b2ac2838-c154-429e-83b9-5b9b353afaef","Code","C12421","http://www.cdisc.org","2023-12-15"
"Code_449","Rectum","e441e234-7341-4f6d-8f2a-706cbc734dca","Code","C12390","http://www.cdisc.org","2023-12-15"
"Code_450","Anatomic Site","587ae02e-38bb-4953-ae4e-c4b1b5c0bcc4","Code","C13717","http://www.cdisc.org","2023-12-15"
"Code_451","TEMP","790c712c-bc63-40ab-b624-4e12dca77ea6","Code","C174446","http://www.cdisc.org","2023-12-15"
"Code_452","WEIGHT","ce582925-2cce-4f23-8b2b-53c1d4ce814f","Code","C25208","http://www.cdisc.org","2023-12-15"
"Code_453","Clinical Test Result","08ab1c6c-43a9-46da-bf79-de331b7ad4bf","Code","C77140","http://www.cdisc.org","2023-12-15"
"Code_454","Pound","42b84382-9d8b-4ad4-aef8-7f1fb361a230","Code","C48531","http://www.cdisc.org","2023-12-15"
"Code_455","Gram","975c206a-6e3e-4525-a94f-74e95ebce99e","Code","C48155","http://www.cdisc.org","2023-12-15"
"Code_456","Kilogram","27d105ea-43a0-4c26-9d2b-12b98aeb0af7","Code","C28252","http://www.cdisc.org","2023-12-15"
"Code_457","Unit of Weight","c9e27046-6bc5-471e-be73-5bd261b245fd","Code","C48208","http://www.cdisc.org","2023-12-15"
"Code_458","WEIGHT","25792e3e-e0e8-4730-a9d9-65b109c905d8","Code","C25208","http://www.cdisc.org","2023-12-15"
"Code_459","HEIGHT","0d114b14-c6a7-4bd1-9679-80552898f0cf","Code","C25347","http://www.cdisc.org","2023-12-15"
"Code_460","Clinical Test Result","d3d41c03-518c-418c-bc4b-a286df996279","Code","C77140","http://www.cdisc.org","2023-12-15"
"Code_461","Centimeter","88d8c235-c519-42cd-bb57-c860613e679a","Code","C49668","http://www.cdisc.org","2023-12-15"
"Code_462","Inch","cec024b3-66a3-463c-a528-3f619a1419cb","Code","C48500","http://www.cdisc.org","2023-12-15"
"Code_463","Meter","d312430b-a6cb-4c56-b942-d99f044947eb","Code","C41139","http://www.cdisc.org","2023-12-15"
"Code_464","Unit of Height","9b559bf1-f4b2-4c93-839c-96944e8d638b","Code","C168688","http://www.cdisc.org","2023-12-15"
"Code_465","HEIGHT","67ce2392-2260-4426-ba6d-a77b09c65f79","Code","C25347","http://www.cdisc.org","2023-12-15"
"Code_466","ALT","3fd35d5a-0be0-481e-b646-2acc003a61a3","Code","C64433","http://www.cdisc.org","2023-12-15"
"Code_467","Laboratory Test Result","02b75eb0-0a3c-42e6-9841-0f1cb563af61","Code","C36292","http://www.cdisc.org","2023-12-15"
"Code_468","Unit per Liter","b64affdb-0712-44d4-85a9-d4afa7407bb0","Code","C67456","http://www.cdisc.org","2023-12-15"
"Code_469","Microkatal per Liter","befd0907-713b-49b1-b741-70c2abb8bf85","Code","C67397","http://www.cdisc.org","2023-12-15"
"Code_470","International Unit per Liter","84250ed7-9614-4892-afff-c472f68d313c","Code","C67376","http://www.cdisc.org","2023-12-15"
"Code_471","Nanokatal per Liter","1bc448bf-1c68-4684-9da3-48d08418d544","Code","C70510","http://www.cdisc.org","2023-12-15"
"Code_472","Unit of Catalytic Activity Concentration","8b0ae116-a448-4c88-8275-3ab1eec37730","Code","C67365","http://www.cdisc.org","2023-12-15"
"Code_473","Biospecimen Type","9ae765f5-9853-4f10-b785-754efe6a36bb","Code","C70713","http://www.cdisc.org","2023-12-15"
"Code_474","No","0528dcbe-6a82-4f70-8cd3-274303cfe1f9","Code","C49487","http://www.cdisc.org","2023-12-15"
"Code_475","Yes","ab4ba1fe-3bbb-4244-916c-f0d6d1998926","Code","C49488","http://www.cdisc.org","2023-12-15"
"Code_476","Laboratory Test Fasting Status","a72d9591-0e54-4e4e-96f6-e3b9eac6af75","Code","C83309","http://www.cdisc.org","2023-12-15"
"Code_477","ALT","d3a939ea-7a56-45b8-867b-67362fcfceb1","Code","C64433","http://www.cdisc.org","2023-12-15"
"Code_478","ALB","d5bb0045-479a-40f2-9ea6-302cb72367d2","Code","C64431","http://www.cdisc.org","2023-12-15"
"Code_479","Laboratory Test Result","9b797411-3a7c-4736-8dc5-da068048f27c","Code","C36292","http://www.cdisc.org","2023-12-15"
"Code_480","Biospecimen Type","e4799119-58b1-487b-a21a-8b83b8a55141","Code","C70713","http://www.cdisc.org","2023-12-15"
"Code_481","No","5228a8d2-5d6e-4bdc-acdc-f07c271704a2","Code","C49487","http://www.cdisc.org","2023-12-15"
"Code_482","Yes","60330efe-8247-4eee-a7ff-9cac72752e3f","Code","C49488","http://www.cdisc.org","2023-12-15"
"Code_483","Laboratory Test Fasting Status","9c9ea23e-16c4-4eb8-adb3-4e271a544d7b","Code","C83309","http://www.cdisc.org","2023-12-15"
"Code_484","ALB","bf5d4c07-bac5-42f4-b694-27d47f6c4c3e","Code","C64431","http://www.cdisc.org","2023-12-15"
"Code_485","ALP","54731cae-aee8-409e-a685-8e54703ef566","Code","C64432","http://www.cdisc.org","2023-12-15"
"Code_486","Laboratory Test Result","d806dee0-f8da-4e2d-80b9-eae8da77bd59","Code","C36292","http://www.cdisc.org","2023-12-15"
"Code_487","Unit per Liter","e735f5b9-ed85-4bab-b510-7fb87aea9466","Code","C67456","http://www.cdisc.org","2023-12-15"
"Code_488","Microkatal per Liter","6c903a08-1443-4690-a9a0-3bd6c4be5e24","Code","C67397","http://www.cdisc.org","2023-12-15"
"Code_489","International Unit per Liter","809b79ff-baa1-4024-b6ad-7927698f816c","Code","C67376","http://www.cdisc.org","2023-12-15"
"Code_490","Unit of Catalytic Activity Concentration","53e0c0a8-7866-4976-ba12-6598e8f07e82","Code","C67365","http://www.cdisc.org","2023-12-15"
"Code_491","Biospecimen Type","5ebf1266-079a-447d-ba54-d0789c26eca4","Code","C70713","http://www.cdisc.org","2023-12-15"
"Code_492","No","50c7cb6d-2f38-4abf-9661-624fe530657e","Code","C49487","http://www.cdisc.org","2023-12-15"
"Code_493","Yes","ec4b9c7f-c7a1-40d7-af25-a401f0587cf2","Code","C49488","http://www.cdisc.org","2023-12-15"
"Code_494","Laboratory Test Fasting Status","e05f744b-a1f6-4fd6-8ce3-b0ed13c83638","Code","C83309","http://www.cdisc.org","2023-12-15"
"Code_495","ALP","04b31596-273d-4d77-82de-c9ebec88e0fe","Code","C64432","http://www.cdisc.org","2023-12-15"
"Code_496","AST","e268b6a7-7d66-452d-b18c-f9c21b6cb438","Code","C64467","http://www.cdisc.org","2023-12-15"
"Code_497","Laboratory Test Result","887ef9e1-2878-4513-9477-d81ce042d93c","Code","C36292","http://www.cdisc.org","2023-12-15"
"Code_498","Unit per Liter","57591dd9-17f9-4922-b83e-8d62940d0788","Code","C67456","http://www.cdisc.org","2023-12-15"
"Code_499","Microkatal per Liter","1c22cc9e-7669-4148-be34-2bdc465583f1","Code","C67397","http://www.cdisc.org","2023-12-15"
"Code_500","International Unit per Liter","830eb56b-3858-4de7-a319-cde2ed6c9cb8","Code","C67376","http://www.cdisc.org","2023-12-15"
"Code_501","Unit of Catalytic Activity Concentration","98fc2aab-c385-4c74-8582-d1aefe9f0d00","Code","C67365","http://www.cdisc.org","2023-12-15"
"Code_502","Biospecimen Type","d850c1c5-2868-4ef2-8047-bed5c1fa376d","Code","C70713","http://www.cdisc.org","2023-12-15"
"Code_503","No","b5199d79-1990-4213-bba2-6b06e7099394","Code","C49487","http://www.cdisc.org","2023-12-15"
"Code_504","Yes","4828cc79-940f-4244-b673-9a712259faa3","Code","C49488","http://www.cdisc.org","2023-12-15"
"Code_505","Laboratory Test Fasting Status","69d05143-1b94-4dae-ac7f-27bd47bffdf0","Code","C83309","http://www.cdisc.org","2023-12-15"
"Code_506","AST","4742aded-2fde-4cdd-9874-757668503e34","Code","C64467","http://www.cdisc.org","2023-12-15"
"Code_507","CREAT","2becced3-ce12-42c7-add9-bdca406a6f81","Code","C64547","http://www.cdisc.org","2023-12-15"
"Code_508","Laboratory Test Result","3caf455c-e3e4-4f04-ba78-a04705e1f519","Code","C36292","http://www.cdisc.org","2023-12-15"
"Code_509","Milligram per Deciliter","4a2692cc-f100-4b8d-b937-15bc28d3e50a","Code","C67015","http://www.cdisc.org","2023-12-15"
"Code_510","Microgram per Milliliter","334ceaee-a3ec-433f-b51a-3e7e0161f97b","Code","C64572","http://www.cdisc.org","2023-12-15"
"Code_511","Millimole per Liter","14cd88e0-ebe7-4656-8b8b-e3f6e9ef4a03","Code","C64387","http://www.cdisc.org","2023-12-15"
"Code_512","Micromole per Liter","ff8e6c21-e2ca-427f-9e2f-988ed05e3894","Code","C48508","http://www.cdisc.org","2023-12-15"
"Code_513","Unit of Concentration","b007d8b5-937c-4cd4-8afc-3185a675eec7","Code","C48207","http://www.cdisc.org","2023-12-15"
"Code_514","Biospecimen Type","a9579ba5-e7eb-4fc2-ae46-7a83ae72ab43","Code","C70713","http://www.cdisc.org","2023-12-15"
"Code_515","No","9dbaba44-adea-45e9-841d-167ab2e6ca65","Code","C49487","http://www.cdisc.org","2023-12-15"
"Code_516","Yes","68929edb-80a9-4739-94cd-67d66ff3f211","Code","C49488","http://www.cdisc.org","2023-12-15"
"Code_517","Laboratory Test Fasting Status","be20768a-6d97-4681-99ee-432fcf5bb2d2","Code","C83309","http://www.cdisc.org","2023-12-15"
"Code_518","CREAT","8366cbb6-d0af-47bc-88f3-aa6f757c7734","Code","C64547","http://www.cdisc.org","2023-12-15"
"Code_519","K","2b059311-c46e-4183-af25-426847a1609d","Code","C64853","http://www.cdisc.org","2023-12-15"
"Code_520","Laboratory Test Result","a88efe04-f863-4d33-85e0-a0efb4cfb31c","Code","C36292","http://www.cdisc.org","2023-12-15"
"Code_521","Milliequivalent per Liter","a156f27d-f162-4a61-bc51-a8f21daab29b","Code","C67474","http://www.cdisc.org","2023-12-15"
"Code_522","Milliequivalent per Deciliter","1d9016cf-6c02-42c4-a14d-5cd66218b829","Code","C67473","http://www.cdisc.org","2023-12-15"
"Code_523","Millimole per Liter","6022b916-ab97-4d24-a8a0-daf8c56183bf","Code","C64387","http://www.cdisc.org","2023-12-15"
"Code_524","Molarity Unit","7981bc5a-a318-415e-9e27-aee8832f9f0c","Code","C64567","http://www.cdisc.org","2023-12-15"
"Code_525","Biospecimen Type","9432eecd-f5b6-4aaa-9cef-1c4bfb2e9b4b","Code","C70713","http://www.cdisc.org","2023-12-15"
"Code_526","No","468c014b-a7c2-4aef-b986-251989e2386d","Code","C49487","http://www.cdisc.org","2023-12-15"
"Code_527","Yes","3fddda8e-ad7a-46b4-930c-ef487e62457c","Code","C49488","http://www.cdisc.org","2023-12-15"
"Code_528","Laboratory Test Fasting Status","179738a9-8c9c-49c8-81ca-484f50c3bb44","Code","C83309","http://www.cdisc.org","2023-12-15"
"Code_529","K","4a97f43c-0002-4bc2-9519-be21c23a4b0e","Code","C64853","http://www.cdisc.org","2023-12-15"
"Code_530","SODIUM","19826593-9419-4632-996e-8bf51e02222a","Code","C64809","http://www.cdisc.org","2023-12-15"
"Code_531","Laboratory Test Result","0e94790a-5481-4854-ba99-db98783ed80a","Code","C36292","http://www.cdisc.org","2023-12-15"
"Code_532","Milliequivalent per Liter","5b014455-0998-4d51-8944-8d948f300a3d","Code","C67474","http://www.cdisc.org","2023-12-15"
"Code_533","Milliequivalent per Deciliter","11e39233-9e58-431d-ac52-71590b3bc3c7","Code","C67473","http://www.cdisc.org","2023-12-15"
"Code_534","Millimole per Liter","b940b96f-0e67-48eb-802c-3250a4211a21","Code","C64387","http://www.cdisc.org","2023-12-15"
"Code_535","Molarity Unit","cff55747-9953-4c8a-afc2-57e31cb1751a","Code","C64567","http://www.cdisc.org","2023-12-15"
"Code_536","Biospecimen Type","9a0ecdbe-84c2-4bc1-9f99-5e5da9c605e2","Code","C70713","http://www.cdisc.org","2023-12-15"
"Code_537","No","3c524cf1-7d7a-4b1d-b004-3eab3b5d2bff","Code","C49487","http://www.cdisc.org","2023-12-15"
"Code_538","Yes","1f5d8af5-52f6-4299-a28c-a5d16ec32e5e","Code","C49488","http://www.cdisc.org","2023-12-15"
"Code_539","Laboratory Test Fasting Status","6b209b06-2325-413c-8883-b814463bad38","Code","C83309","http://www.cdisc.org","2023-12-15"
"Code_540","SODIUM","a021df6a-784b-4521-be4b-e80dc0d46ed6","Code","C64809","http://www.cdisc.org","2023-12-15"
"Code_541","HBA1C","c1094d15-880a-4546-a1ae-f2d255c6cb40","Code","C64849","http://www.cdisc.org","2023-12-15"
"Code_542","Laboratory Test Result","1fb7d0a6-781c-4363-8a54-ac356af40090","Code","C36292","http://www.cdisc.org","2023-12-15"
"Code_543","Gram per Deciliter","28f2362a-d4e9-40db-9f4e-6b6904eace49","Code","C64783","http://www.cdisc.org","2023-12-15"
"Code_544","LBORRESU","94ef5183-ff80-4065-a9ff-abbce0aab5b2","Code","No Concept Code","http://www.cdisc.org","2023-12-15"
"Code_545","Biospecimen Type","45ab5c42-c2c5-4fe1-ac3b-5bc75125e886","Code","C70713","http://www.cdisc.org","2023-12-15"
"Code_546","No","6af3c670-0133-4631-8fca-5d32a37d5f04","Code","C49487","http://www.cdisc.org","2023-12-15"
"Code_547","Yes","76cda90e-b203-463b-9242-651b46f7a13f","Code","C49488","http://www.cdisc.org","2023-12-15"
"Code_548","Laboratory Test Fasting Status","35a2abd9-aad8-4993-b9de-e033e8b23ef3","Code","C83309","http://www.cdisc.org","2023-12-15"
"Code_549","HBA1C","9421dc25-afff-4c60-b412-5726349de08e","Code","C64849","http://www.cdisc.org","2023-12-15"
"Code_145","Adverse Event Verbatim Description","3cf71664-2fa4-4744-8830-241ad4006dda","Code","C78541","http://www.cdisc.org","2023-12-15"
"Code_146","Adverse Event Dictionary Derived Term","bee0d483-83f5-4a57-8b37-be5e7a1b066a","Code","C83344","http://www.cdisc.org","2023-12-15"
"Code_147","No","9b707005-631b-45e2-8ac8-f6124f2ad552","Code","C49487","http://www.cdisc.org","2023-12-15"
"Code_148","Yes","6cf1e319-c30d-4074-8991-abb74a43f372","Code","C49488","http://www.cdisc.org","2023-12-15"
"Code_149","Adverse Event Pre-specified","c7cf541f-32f4-44dd-91a0-460e148b4415","Code","C87840","http://www.cdisc.org","2023-12-15"
"Code_150","Adverse Event Location","4d3bd4ba-69b5-4901-a6c3-98b87ded8ecc","Code","C83205","http://www.cdisc.org","2023-12-15"
"Code_151","Severity of Adverse Event","52c6bfb6-7492-4698-ab84-fff84195c584","Code","C53253","http://www.cdisc.org","2023-12-15"
"Code_152","No","af5247b2-e6af-4036-91ad-6375a906633d","Code","C49487","http://www.cdisc.org","2023-12-15"
"Code_153","Yes","463dd0f8-2e4e-4218-94fe-d2aab6d6900c","Code","C49488","http://www.cdisc.org","2023-12-15"
"Code_154","Seriousness of Adverse Event","a2428f52-09bc-4881-9191-82ce2490da09","Code","C53252","http://www.cdisc.org","2023-12-15"
"Code_155","Adverse Event Action Taken with Study Treatment","0e804123-b427-4676-8788-9228d4ec435a","Code","C83013","http://www.cdisc.org","2023-12-15"
"Code_156","Other Actions taken in Response to Adverse Event","9fcdae5a-bf84-4905-a6a0-071fc39e20a2","Code","C83109","http://www.cdisc.org","2023-12-15"
"Code_157","Adverse Event Attribution to Product or Procedure","a5a19830-e3d0-4f8d-993b-80c6896ecc20","Code","C41358","http://www.cdisc.org","2023-12-15"
"Code_158","Adverse Event Relationship to Non Study Treatment","a7d20ce0-e439-483c-9df1-9eb2ee4a5b28","Code","C83210","http://www.cdisc.org","2023-12-15"
"Code_159","Adverse Event Pattern","4542c495-cd30-4e91-87b2-4e4d393e4f26","Code","C83208","http://www.cdisc.org","2023-12-15"
"Code_160","Adverse Event Outcome","f39cf5c0-abf0-4ef6-96a4-41976b542be1","Code","C49489","http://www.cdisc.org","2023-12-15"
"Code_161","No","f7d9530b-aad8-4301-bb66-6afb04717143","Code","C49487","http://www.cdisc.org","2023-12-15"
"Code_162","Yes","7807d05e-0195-44fe-a6c2-231dbc84cda6","Code","C49488","http://www.cdisc.org","2023-12-15"
"Code_163","Adverse Event Involves Cancer","fd80ee7d-9f0c-4fd0-a461-50555e63c566","Code","C83211","http://www.cdisc.org","2023-12-15"
"Code_164","No","0c789d8f-a0f3-48e6-a786-285ca3d79949","Code","C49487","http://www.cdisc.org","2023-12-15"
"Code_165","Yes","add2ed3e-f925-4e3a-92cb-e5b5cb0fa8d2","Code","C49488","http://www.cdisc.org","2023-12-15"
"Code_166","Adverse Event Seriousness Due to Congenital Anomaly","e5b3e51c-46b9-4392-9259-2090a56f75b5","Code","C83117","http://www.cdisc.org","2023-12-15"
"Code_167","No","3430c531-b172-4d38-aa77-aeaa9c7e94a9","Code","C49487","http://www.cdisc.org","2023-12-15"
"Code_168","Yes","56d69ae7-152b-4361-b2b8-c3174a1e3352","Code","C49488","http://www.cdisc.org","2023-12-15"
