"uuid:ID","label","id","reference","synonyms","instanceType","name"
"73b7bd18-d9dd-452d-b535-b1f1203e3f9a","Potassium Concentration in Urine","BiomedicalConcept_31","/mdr/specializations/sdtm/packages/2023-07-06/datasetspecializations/KURIN","['Potassium', 'K', 'Potassium Measurement']","BiomedicalConcept","Potassium Concentration in Urine"
"7a1e8cd3-129e-48c2-b03b-85722212599b","Sodium Concentration in Urine","BiomedicalConcept_32","/mdr/specializations/sdtm/packages/2023-12-12/datasetspecializations/SODIUMURIN","['Sodium', 'NA', 'Sodium Measurement']","BiomedicalConcept","Sodium Concentration in Urine"
"de554b20-6824-4935-a14f-01a1dc5638e5","Hemoglobin A1C Concentration in Blood","BiomedicalConcept_33","/mdr/specializations/sdtm/packages/2023-10-03/datasetspecializations/HBA1CBLD","['Hemoglobin A1C', 'HBA1C', 'Glycosylated Hemoglobin A1C', 'Glycosylated Hemoglobin Measurement']","BiomedicalConcept","Hemoglobin A1C Concentration in Blood"
"fdd96e90-ee7f-4949-9155-e1d36ebdc891","Adverse Event Prespecified","BiomedicalConcept_1","/mdr/specializations/sdtm/packages/2023-10-03/datasetspecializations/AEPRESP","['Adverse Event', 'Solicited Adverse Event']","BiomedicalConcept","Adverse Event Prespecified"
"3d40c07c-7959-4719-8209-b60c536da12c","Systolic Blood Pressure","BiomedicalConcept_2","/mdr/specializations/sdtm/packages/2023-12-12/datasetspecializations/SYSBP","['SYSBP', 'Systolic Blood Pressure']","BiomedicalConcept","Systolic Blood Pressure"
"aa2ef105-70fa-4573-8d6a-f90e02ecfad4","Diastolic Blood Pressure","BiomedicalConcept_3","/mdr/specializations/sdtm/packages/2023-12-12/datasetspecializations/DIABP","['DIABP', 'Diastolic Blood Pressure']","BiomedicalConcept","Diastolic Blood Pressure"
"cb9e3a02-9f64-4302-8ee3-3ce5b3f55a32","Temperature","BiomedicalConcept_4","/mdr/specializations/sdtm/packages/2023-12-12/datasetspecializations/TEMP","['Temperature', 'Body Temperature']","BiomedicalConcept","Temperature"
"0f7dfb41-ac01-45e4-9965-d847a97eab42","Weight","BiomedicalConcept_5","/mdr/specializations/sdtm/packages/2023-12-12/datasetspecializations/WEIGHT","['Weight', 'Body Weight']","BiomedicalConcept","Weight"
"0f7a1f33-ad3a-49a6-8a03-88d533999986","Height","BiomedicalConcept_6","/mdr/specializations/sdtm/packages/2023-12-12/datasetspecializations/HEIGHT","['Height', 'Body Height']","BiomedicalConcept","Height"
"f78071f5-6f3a-4989-891d-f44624a5b669","Alanine Aminotransferase Concentration in Serum/Plasma","BiomedicalConcept_7","/mdr/specializations/sdtm/packages/2023-07-06/datasetspecializations/ALTSERPL","['ALT', 'SGPT', 'Alanine Aminotransferase Measurement']","BiomedicalConcept","Alanine Aminotransferase Concentration in Serum/Plasma"
"28545195-34ec-43f7-a7c8-bcb045822805","Albumin Presence in Urine","BiomedicalConcept_8","/mdr/specializations/sdtm/packages/2023-12-12/datasetspecializations/ALBURINPRES","['Albumin', 'Albumin Measurement']","BiomedicalConcept","Albumin Presence in Urine"
"347a31fe-d089-45f4-bcfb-38a3d4c4a053","Alkaline Phosphatase Concentration in Serum/Plasma","BiomedicalConcept_9","/mdr/specializations/sdtm/packages/2023-07-06/datasetspecializations/ALPSERPL","['Alkaline Phosphatase', 'Alkaline Phosphatase Measurement']","BiomedicalConcept","Alkaline Phosphatase Concentration in Serum/Plasma"
"7af60ff0-d7de-450f-898c-814607b5a17d","Aspartate Aminotransferase in Serum/Plasma","BiomedicalConcept_10","/mdr/specializations/sdtm/packages/2023-07-06/datasetspecializations/ASTSERPL","['AST', 'SGOT', 'Aspartate Aminotransferase Measurement']","BiomedicalConcept","Aspartate Aminotransferase in Serum/Plasma"
"3ed5a30c-4203-4629-93d6-0724b069eedf","Creatinine Concentration in Urine","BiomedicalConcept_11","/mdr/specializations/sdtm/packages/2023-10-03/datasetspecializations/CREATURIN","['Creatinine', 'Creatinine Measurement']","BiomedicalConcept","Creatinine Concentration in Urine"
"8ad48271-d102-42d7-bace-dde83d3a72c0","Potassium Concentration in Urine","BiomedicalConcept_12","/mdr/specializations/sdtm/packages/2023-07-06/datasetspecializations/KURIN","['Potassium', 'K', 'Potassium Measurement']","BiomedicalConcept","Potassium Concentration in Urine"
"9c87e29b-96d8-4502-9c28-ed6d4d2465f9","Sodium Concentration in Urine","BiomedicalConcept_13","/mdr/specializations/sdtm/packages/2023-12-12/datasetspecializations/SODIUMURIN","['Sodium', 'NA', 'Sodium Measurement']","BiomedicalConcept","Sodium Concentration in Urine"
"add7b49f-0483-4a9d-9423-e0e777c943d7","Systolic Blood Pressure","BiomedicalConcept_14","/mdr/specializations/sdtm/packages/2023-12-12/datasetspecializations/SYSBP","['SYSBP', 'Systolic Blood Pressure']","BiomedicalConcept","Systolic Blood Pressure"
"afb477ee-0df4-401c-a2e5-cae184067c3f","Diastolic Blood Pressure","BiomedicalConcept_15","/mdr/specializations/sdtm/packages/2023-12-12/datasetspecializations/DIABP","['DIABP', 'Diastolic Blood Pressure']","BiomedicalConcept","Diastolic Blood Pressure"
"68bf6fea-8c2f-43ac-a493-e7d6876699fa","Heart Rate","BiomedicalConcept_16","/mdr/specializations/sdtm/packages/2023-12-12/datasetspecializations/HR","['Heart Rate']","BiomedicalConcept","Heart Rate"
"a0e1762c-0679-4705-8280-88a3f989a126","Systolic Blood Pressure","BiomedicalConcept_17","/mdr/specializations/sdtm/packages/2023-12-12/datasetspecializations/SYSBP","['SYSBP', 'Systolic Blood Pressure']","BiomedicalConcept","Systolic Blood Pressure"
"530bf137-40be-49ea-9f16-c373a09d13cf","Diastolic Blood Pressure","BiomedicalConcept_18","/mdr/specializations/sdtm/packages/2023-12-12/datasetspecializations/DIABP","['DIABP', 'Diastolic Blood Pressure']","BiomedicalConcept","Diastolic Blood Pressure"
"84e2d0a8-b917-4525-9e27-7e318efdbf31","Heart Rate","BiomedicalConcept_19","/mdr/specializations/sdtm/packages/2023-12-12/datasetspecializations/HR","['Heart Rate']","BiomedicalConcept","Heart Rate"
