"uuid:ID","code","id","codeSystemVersion","codeSystem","decode","instanceType"
"cdf09ea8-92bd-4200-929c-6d215168b14e","C70713","Code_525","2023-12-15","http://www.cdisc.org","Biospecimen Type","Code"
"46cbb291-449b-42ef-8fb0-e0bc081f4cfc","C49487","Code_526","2023-12-15","http://www.cdisc.org","No","Code"
"4aec2abf-fa06-46d9-a636-35b688f4232e","C49488","Code_527","2023-12-15","http://www.cdisc.org","Yes","Code"
"a42f0c3d-e69e-4517-bef5-77b165de0de3","C83309","Code_528","2023-12-15","http://www.cdisc.org","Laboratory Test Fasting Status","Code"
"7e943e2c-c3a4-4c73-9f46-e847b8899db7","C64853","Code_529","2023-12-15","http://www.cdisc.org","K","Code"
"785164c2-926e-4233-b80d-2cfef9e63e61","C64809","Code_530","2023-12-15","http://www.cdisc.org","SODIUM","Code"
"9fdd90c5-6250-4135-8f28-bfb32d61c79d","C36292","Code_531","2023-12-15","http://www.cdisc.org","Laboratory Test Result","Code"
"4777bbc0-0170-494f-ac0a-a0ae0f56fe6d","C67474","Code_532","2023-12-15","http://www.cdisc.org","Milliequivalent per Liter","Code"
"cda0d2fc-f7b8-4095-ac45-4cb3ff65f569","C67473","Code_533","2023-12-15","http://www.cdisc.org","Milliequivalent per Deciliter","Code"
"2e490e5b-9d4c-4c2d-b85f-4f54aa3f9fca","C64387","Code_534","2023-12-15","http://www.cdisc.org","Millimole per Liter","Code"
"692b37d2-cfc1-4944-88fe-8ba488026aee","C64567","Code_535","2023-12-15","http://www.cdisc.org","Molarity Unit","Code"
"aa714604-b6b8-40c5-9c29-84786279761d","C70713","Code_536","2023-12-15","http://www.cdisc.org","Biospecimen Type","Code"
"7677cbe9-7ee9-4775-8e7f-ca17bc3921b0","C49487","Code_537","2023-12-15","http://www.cdisc.org","No","Code"
"96d952a5-3a20-4982-bdff-5340b8c0f461","C49488","Code_538","2023-12-15","http://www.cdisc.org","Yes","Code"
"0b6bbbb2-655a-406a-a6f4-1ce8c52899e3","C83309","Code_539","2023-12-15","http://www.cdisc.org","Laboratory Test Fasting Status","Code"
"753b664f-0cc5-4034-ae3f-5772cab47712","C64809","Code_540","2023-12-15","http://www.cdisc.org","SODIUM","Code"
"5c21555c-fe75-42c3-9214-dacc91c85192","C64849","Code_541","2023-12-15","http://www.cdisc.org","HBA1C","Code"
"118567df-2756-4025-ac5c-02e212c904ec","C36292","Code_542","2023-12-15","http://www.cdisc.org","Laboratory Test Result","Code"
"6f3dca05-5efb-48a1-a4af-830492093245","C64783","Code_543","2023-12-15","http://www.cdisc.org","Gram per Deciliter","Code"
"fd89009e-71a7-4368-9288-4e15f1ac1c36","No Concept Code","Code_544","2023-12-15","http://www.cdisc.org","LBORRESU","Code"
"cb63116f-bcec-483f-af22-7fdafa45aa89","C70713","Code_545","2023-12-15","http://www.cdisc.org","Biospecimen Type","Code"
"3a4aebde-f72d-4fad-8111-bd450f09571b","C49487","Code_546","2023-12-15","http://www.cdisc.org","No","Code"
"c330c900-0a84-450b-8f70-d370546fbd3c","C49488","Code_547","2023-12-15","http://www.cdisc.org","Yes","Code"
"c15ff398-09b6-4781-9b81-7942ab88790f","C83309","Code_548","2023-12-15","http://www.cdisc.org","Laboratory Test Fasting Status","Code"
"2df10180-3d2f-41d5-a8f3-6d44e87c0af1","C64849","Code_549","2023-12-15","http://www.cdisc.org","HBA1C","Code"
"bd14f5ad-8038-41f5-9931-7500748f548b","C78541","Code_145","2023-12-15","http://www.cdisc.org","Adverse Event Verbatim Description","Code"
"1bf17d2f-6dba-4083-ab75-8d7da91291ab","C83344","Code_146","2023-12-15","http://www.cdisc.org","Adverse Event Dictionary Derived Term","Code"
"8a0505ee-6b6c-434f-ad65-b61758a9a013","C49487","Code_147","2023-12-15","http://www.cdisc.org","No","Code"
"5a51a590-119f-40cf-a546-c640302117aa","C49488","Code_148","2023-12-15","http://www.cdisc.org","Yes","Code"
"6457ab5a-8545-43e4-8898-387b0fd09716","C87840","Code_149","2023-12-15","http://www.cdisc.org","Adverse Event Pre-specified","Code"
"1c36688e-cb56-49c7-bfbd-2be13f78efb1","C83205","Code_150","2023-12-15","http://www.cdisc.org","Adverse Event Location","Code"
"f2623dcc-0df0-4bbf-b404-5d6218cfebe9","C53253","Code_151","2023-12-15","http://www.cdisc.org","Severity of Adverse Event","Code"
"3eeed1ec-e350-457d-b270-7750a0319654","C49487","Code_152","2023-12-15","http://www.cdisc.org","No","Code"
"a1bc0a16-6d3a-472b-8176-fe7c7af375a5","C49488","Code_153","2023-12-15","http://www.cdisc.org","Yes","Code"
"5ea4885c-832b-4097-908b-5159d182fb98","C53252","Code_154","2023-12-15","http://www.cdisc.org","Seriousness of Adverse Event","Code"
"46477a82-2a19-4d29-9e0c-c40b282f7a6d","C83013","Code_155","2023-12-15","http://www.cdisc.org","Adverse Event Action Taken with Study Treatment","Code"
"67db6c01-d2cd-4058-a6d0-910d531917e0","C83109","Code_156","2023-12-15","http://www.cdisc.org","Other Actions taken in Response to Adverse Event","Code"
"a2de0303-1b36-4e94-ac05-ac63ac6f2a9e","C41358","Code_157","2023-12-15","http://www.cdisc.org","Adverse Event Attribution to Product or Procedure","Code"
"7b832af1-9470-4241-ae37-28035e4cef1b","C83210","Code_158","2023-12-15","http://www.cdisc.org","Adverse Event Relationship to Non Study Treatment","Code"
"cf780854-4522-4b7c-a7a3-155b69e69628","C83208","Code_159","2023-12-15","http://www.cdisc.org","Adverse Event Pattern","Code"
"f5ae5dad-1021-47a4-b181-531b39e2cfc7","C49489","Code_160","2023-12-15","http://www.cdisc.org","Adverse Event Outcome","Code"
"c272183f-4d20-4498-8406-5d09050f117d","C49487","Code_161","2023-12-15","http://www.cdisc.org","No","Code"
"a31d25b1-c1a2-41fb-b876-03275d5d356b","C49488","Code_162","2023-12-15","http://www.cdisc.org","Yes","Code"
"e0a17cbd-2598-4c58-8504-3f13e5ac26d5","C83211","Code_163","2023-12-15","http://www.cdisc.org","Adverse Event Involves Cancer","Code"
"f4a75a75-c70b-4186-b503-64e04a4943a8","C49487","Code_164","2023-12-15","http://www.cdisc.org","No","Code"
"e2c6dd99-7032-42df-95ec-a99d135f1289","C49488","Code_165","2023-12-15","http://www.cdisc.org","Yes","Code"
"76cb206e-a36f-440c-a02d-30278e03d6cd","C83117","Code_166","2023-12-15","http://www.cdisc.org","Adverse Event Seriousness Due to Congenital Anomaly","Code"
"0731e3a2-3d8d-429e-8560-9a5b70f1db12","C49487","Code_167","2023-12-15","http://www.cdisc.org","No","Code"
"83f758b2-347b-48c3-9218-52622c91fdae","C49488","Code_168","2023-12-15","http://www.cdisc.org","Yes","Code"
