"isRequired","id","uuid:ID","instanceType","isEnabled","name","datatype","label"
"True","BiomedicalConceptProperty_115","ad361fde-85e6-4427-b6d7-d645a0468f9e","BiomedicalConceptProperty","True","Unit of Catalytic Activity Concentration","string","Unit of Catalytic Activity Concentration"
"True","BiomedicalConceptProperty_116","d1ba7f0e-a461-4e16-8562-952c53dc10bc","BiomedicalConceptProperty","True","Biospecimen Type","string","Biospecimen Type"
"True","BiomedicalConceptProperty_117","2d3dd6a7-3361-45c6-bc79-aa74dffd19d9","BiomedicalConceptProperty","True","Laboratory Test Result","decimal","Laboratory Test Result"
"True","BiomedicalConceptProperty_118","4823122f-fbc7-4b5a-8e80-22547c5beaf5","BiomedicalConceptProperty","True","Laboratory Test Fasting Status","boolean","Laboratory Test Fasting Status"
"True","BiomedicalConceptProperty_119","888e89cc-fd49-4fa6-b12b-d6caa17e21c7","BiomedicalConceptProperty","True","Unit of Catalytic Activity Concentration","string","Unit of Catalytic Activity Concentration"
"True","BiomedicalConceptProperty_120","6cb85773-8e94-4e53-92fd-1f908adc4be5","BiomedicalConceptProperty","True","Biospecimen Type","string","Biospecimen Type"
"True","BiomedicalConceptProperty_121","a5d7cf9a-e76b-4df6-a2e9-861e3bc12350","BiomedicalConceptProperty","True","Laboratory Test Result","string","Laboratory Test Result"
"True","BiomedicalConceptProperty_122","4667d255-6c0e-47c1-ac2c-ba9891899efa","BiomedicalConceptProperty","True","Laboratory Test Fasting Status","boolean","Laboratory Test Fasting Status"
"True","BiomedicalConceptProperty_123","1a8b6106-78f5-485d-a4c7-2afa86c5330b","BiomedicalConceptProperty","True","Unit of Concentration","string","Unit of Concentration"
"True","BiomedicalConceptProperty_124","45574f6d-fa9b-4f32-9a3d-57b25175f332","BiomedicalConceptProperty","True","Biospecimen Type","string","Biospecimen Type"
"True","BiomedicalConceptProperty_125","f42d71f6-fd83-4b91-b8e9-11a85a321506","BiomedicalConceptProperty","True","Laboratory Test Result","decimal","Laboratory Test Result"
"True","BiomedicalConceptProperty_126","431f8713-8366-4580-9976-8599e9a9c8f4","BiomedicalConceptProperty","True","Laboratory Test Fasting Status","boolean","Laboratory Test Fasting Status"
"True","BiomedicalConceptProperty_127","e74963f9-b9ff-4b4a-a0a1-d6dcb986b628","BiomedicalConceptProperty","True","Molarity Unit","string","Molarity Unit"
"True","BiomedicalConceptProperty_128","abb019c6-8f86-4b13-8371-a5ebd7885a3e","BiomedicalConceptProperty","True","Biospecimen Type","string","Biospecimen Type"
"True","BiomedicalConceptProperty_129","4451a67c-9a63-4808-b3e9-b022a0644731","BiomedicalConceptProperty","True","Laboratory Test Result","decimal","Laboratory Test Result"
"True","BiomedicalConceptProperty_130","22295eb8-6598-476a-b47e-37c9e0b43fb1","BiomedicalConceptProperty","True","Laboratory Test Fasting Status","boolean","Laboratory Test Fasting Status"
"True","BiomedicalConceptProperty_131","cafcd17a-192a-4b32-99f7-f7eab1370065","BiomedicalConceptProperty","True","Molarity Unit","string","Molarity Unit"
"True","BiomedicalConceptProperty_132","baf7d374-1116-4551-8e68-c699e0863467","BiomedicalConceptProperty","True","Biospecimen Type","string","Biospecimen Type"
"True","BiomedicalConceptProperty_1","82e9c467-a7a0-4e26-807c-2c5d3856a447","BiomedicalConceptProperty","True","Adverse Event Verbatim Description","string","Adverse Event Verbatim Description"
"True","BiomedicalConceptProperty_2","076aedea-8773-465f-891f-450e2d0aea2b","BiomedicalConceptProperty","True","Adverse Event Dictionary Derived Term","string","Adverse Event Dictionary Derived Term"
"True","BiomedicalConceptProperty_3","abd97805-0a47-4936-80d7-e52e60457c14","BiomedicalConceptProperty","True","Adverse Event Category","string","Adverse Event Category"
"True","BiomedicalConceptProperty_4","c01ca692-79aa-4318-b511-e396bddb03d4","BiomedicalConceptProperty","True","Adverse Event Subcategory","string","Adverse Event Subcategory"
"True","BiomedicalConceptProperty_5","abc6991c-e129-4ca4-8985-46eecdfd12b9","BiomedicalConceptProperty","True","Adverse Event Pre-specified","boolean","Adverse Event Pre-specified"
"True","BiomedicalConceptProperty_6","4e5be3d0-66a5-4049-8dcd-df70e4c8fb7e","BiomedicalConceptProperty","True","Severity of Adverse Event","string","Severity of Adverse Event"
"True","BiomedicalConceptProperty_7","804e33ff-9e35-4772-85c1-200ff47955b9","BiomedicalConceptProperty","True","Adverse Event Toxicity Grade","string","Adverse Event Toxicity Grade"
"True","BiomedicalConceptProperty_8","18a656ff-e4e0-4f8f-9f4d-e135bd594945","BiomedicalConceptProperty","True","Seriousness of Adverse Event","boolean","Seriousness of Adverse Event"
"True","BiomedicalConceptProperty_9","9032aed5-a603-4a06-9760-16d7cb2944cd","BiomedicalConceptProperty","True","Adverse Event Action Taken with Study Treatment","string","Adverse Event Action Taken with Study Treatment"
"True","BiomedicalConceptProperty_10","585adaef-f8b9-46b7-9083-b4c28125a6a7","BiomedicalConceptProperty","True","Adverse Event Attribution to Product or Procedure","string","Adverse Event Attribution to Product or Procedure"
"True","BiomedicalConceptProperty_11","02094c20-e15d-4455-8811-f9fbc027da09","BiomedicalConceptProperty","True","Adverse Event Pattern","string","Adverse Event Pattern"
"True","BiomedicalConceptProperty_12","2dca9021-516f-445c-a075-c3227b12075d","BiomedicalConceptProperty","True","Adverse Event Outcome","string","Adverse Event Outcome"
"True","BiomedicalConceptProperty_13","caef1c5d-0508-49ce-84eb-be97b25ddbc0","BiomedicalConceptProperty","True","Adverse Event Start Date Time","datetime","Adverse Event Start Date Time"
"True","BiomedicalConceptProperty_14","1d303a35-355c-4abd-a7cc-701591591735","BiomedicalConceptProperty","True","Adverse Event End Date Time","datetime","Adverse Event End Date Time"
"True","BiomedicalConceptProperty_15","28b38c67-652f-4f22-b7c9-96a3d3df4980","BiomedicalConceptProperty","True","Vital Signs Result","decimal","Vital Signs Result"
"True","BiomedicalConceptProperty_16","8a5cda79-80ef-4796-b61b-019348da60cf","BiomedicalConceptProperty","True","Unit of Pressure","string","Unit of Pressure"
"True","BiomedicalConceptProperty_17","70f79f92-e3a0-4a21-a542-55155ca60c73","BiomedicalConceptProperty","True","Vital Signs Location","string","Vital Signs Location"
"True","BiomedicalConceptProperty_18","3a97de06-2bbc-485e-80de-4c76859c0107","BiomedicalConceptProperty","True","Vital Signs Laterality","string","Vital Signs Laterality"
"True","BiomedicalConceptProperty_19","5ffcbf0d-e40f-458d-975e-6104f9b2695f","BiomedicalConceptProperty","True","Test Method","string","Test Method"
"True","BiomedicalConceptProperty_20","41404415-0aac-4cba-8928-5251e7ae4685","BiomedicalConceptProperty","True","Vital Signs Position","string","Vital Signs Position"
"True","BiomedicalConceptProperty_21","b296220e-e03d-4be6-8b29-c3756bb5c318","BiomedicalConceptProperty","True","Vital Signs Result","decimal","Vital Signs Result"
"True","BiomedicalConceptProperty_22","9c70fa08-a1d6-4fc8-944a-1f9036ec9a37","BiomedicalConceptProperty","True","Unit of Pressure","string","Unit of Pressure"
"True","BiomedicalConceptProperty_23","760d16f5-9c50-4669-b1a2-a71e8688b765","BiomedicalConceptProperty","True","Vital Signs Location","string","Vital Signs Location"
"True","BiomedicalConceptProperty_24","02fc14a1-bd65-4395-9616-0ad203642684","BiomedicalConceptProperty","True","Vital Signs Laterality","string","Vital Signs Laterality"
"True","BiomedicalConceptProperty_25","03f6a834-8b2c-461a-abf1-121389c4df18","BiomedicalConceptProperty","True","Test Method","string","Test Method"
"True","BiomedicalConceptProperty_26","d0dfa0dc-ad6e-40c0-a6c5-647a51dba481","BiomedicalConceptProperty","True","Vital Signs Position","string","Vital Signs Position"
"True","BiomedicalConceptProperty_27","f34786c7-c553-472f-b791-a31c3687acf5","BiomedicalConceptProperty","True","Vital Signs Result","decimal","Vital Signs Result"
"True","BiomedicalConceptProperty_28","3e7b103c-bf66-48b7-9bf7-776e48860fe3","BiomedicalConceptProperty","True","Unit of Temperature","string","Unit of Temperature"
"True","BiomedicalConceptProperty_29","e94d0287-05c6-4530-a2a5-fdf0fb0075bd","BiomedicalConceptProperty","True","Vital Signs Location","string","Vital Signs Location"
"True","BiomedicalConceptProperty_30","e133d0b8-f289-45b7-a65d-b93b7e8e4938","BiomedicalConceptProperty","True","Vital Signs Result","decimal","Vital Signs Result"
"True","BiomedicalConceptProperty_31","08b81817-763b-4130-a54a-0913a2efceab","BiomedicalConceptProperty","True","Unit of Weight","string","Unit of Weight"
"True","BiomedicalConceptProperty_32","a52954e1-becf-4f1c-aa65-e5d0006e97a3","BiomedicalConceptProperty","True","Vital Signs Result","decimal","Vital Signs Result"
"True","BiomedicalConceptProperty_33","811be7fa-6dd4-42fc-beac-2e7c9969e332","BiomedicalConceptProperty","True","Unit of Height","string","Unit of Height"
"True","BiomedicalConceptProperty_34","45655ea3-39ff-4237-a3cb-2768159a524e","BiomedicalConceptProperty","True","Laboratory Test Result","decimal","Laboratory Test Result"
"True","BiomedicalConceptProperty_35","92c4d295-2304-41de-b097-0dd895736733","BiomedicalConceptProperty","True","Laboratory Test Fasting Status","boolean","Laboratory Test Fasting Status"
"True","BiomedicalConceptProperty_36","6bf5f87b-a337-47ec-ab93-a311d6086dd8","BiomedicalConceptProperty","True","Unit of Catalytic Activity Concentration","string","Unit of Catalytic Activity Concentration"
"True","BiomedicalConceptProperty_37","b521f818-d04d-469e-85e4-c46cf18ce2ac","BiomedicalConceptProperty","True","Biospecimen Type","string","Biospecimen Type"
"True","BiomedicalConceptProperty_38","e665a03e-7dab-4b55-b7e4-34addbe56dc7","BiomedicalConceptProperty","True","Laboratory Test Result","string","Laboratory Test Result"
"True","BiomedicalConceptProperty_39","ef3030c3-5963-43aa-b7fc-75b8b08af859","BiomedicalConceptProperty","True","Laboratory Test Fasting Status","boolean","Laboratory Test Fasting Status"
"True","BiomedicalConceptProperty_40","bcc55be7-2a28-4af3-a323-beecae1d03ef","BiomedicalConceptProperty","True","Unit of Concentration","string","Unit of Concentration"
"True","BiomedicalConceptProperty_41","c4784e16-9f6e-43d9-8c44-8668ffd02fcf","BiomedicalConceptProperty","True","Biospecimen Type","string","Biospecimen Type"
"True","BiomedicalConceptProperty_42","9547e0be-350b-4210-ba97-4d7f5ce84bcf","BiomedicalConceptProperty","True","Laboratory Test Result","decimal","Laboratory Test Result"
"True","BiomedicalConceptProperty_43","bc262b52-b0c4-436b-a8a8-9a660ab81fe4","BiomedicalConceptProperty","True","Laboratory Test Fasting Status","boolean","Laboratory Test Fasting Status"
"True","BiomedicalConceptProperty_44","6d0e48b1-d6b0-438d-9723-f5cbf54c82d1","BiomedicalConceptProperty","True","Unit of Catalytic Activity Concentration","string","Unit of Catalytic Activity Concentration"
"True","BiomedicalConceptProperty_45","5b4b3396-0101-4de1-b145-33b3ef545613","BiomedicalConceptProperty","True","Biospecimen Type","string","Biospecimen Type"
"True","BiomedicalConceptProperty_46","d8732eec-0b61-41f6-a1f4-96907999d015","BiomedicalConceptProperty","True","Laboratory Test Result","decimal","Laboratory Test Result"
"True","BiomedicalConceptProperty_47","ad319e8e-9f1e-4534-a9d2-4ced8d650bc9","BiomedicalConceptProperty","True","Laboratory Test Fasting Status","boolean","Laboratory Test Fasting Status"
"True","BiomedicalConceptProperty_48","8c4db645-13ac-43ee-b458-7f269775a2ee","BiomedicalConceptProperty","True","Unit of Catalytic Activity Concentration","string","Unit of Catalytic Activity Concentration"
"True","BiomedicalConceptProperty_49","1842f222-9dfa-4cfe-9a74-860d5e7416ba","BiomedicalConceptProperty","True","Biospecimen Type","string","Biospecimen Type"
"True","BiomedicalConceptProperty_50","001cba0b-bd4a-4fcb-84df-10887a30e884","BiomedicalConceptProperty","True","Laboratory Test Result","string","Laboratory Test Result"
"True","BiomedicalConceptProperty_51","9a870aad-e5dc-4967-9f29-c0868029e999","BiomedicalConceptProperty","True","Laboratory Test Fasting Status","boolean","Laboratory Test Fasting Status"
"True","BiomedicalConceptProperty_52","5ad7a588-d745-4c5d-ba25-fc9a73f3da1d","BiomedicalConceptProperty","True","Unit of Concentration","string","Unit of Concentration"
"True","BiomedicalConceptProperty_53","28556957-a657-49d8-8dda-741ccc038bac","BiomedicalConceptProperty","True","Biospecimen Type","string","Biospecimen Type"
"True","BiomedicalConceptProperty_54","024e108d-fd0f-4fdd-bf05-edcb30452ab0","BiomedicalConceptProperty","True","Laboratory Test Result","decimal","Laboratory Test Result"
"True","BiomedicalConceptProperty_55","20df8ff2-f0ba-44b3-9612-0928ce82a455","BiomedicalConceptProperty","True","Laboratory Test Fasting Status","boolean","Laboratory Test Fasting Status"
"True","BiomedicalConceptProperty_56","be931c15-b416-4307-a58c-c22f0e2c19dd","BiomedicalConceptProperty","True","Molarity Unit","string","Molarity Unit"
"True","BiomedicalConceptProperty_57","b4d87a08-91bc-4603-82af-dcced1865a6e","BiomedicalConceptProperty","True","Biospecimen Type","string","Biospecimen Type"
"True","BiomedicalConceptProperty_58","d2979525-572a-4d4e-a9ef-7e81a75e3e4a","BiomedicalConceptProperty","True","Laboratory Test Result","decimal","Laboratory Test Result"
"True","BiomedicalConceptProperty_59","df7f456a-4743-416d-b1fb-7747ae537eaa","BiomedicalConceptProperty","True","Laboratory Test Fasting Status","boolean","Laboratory Test Fasting Status"
"True","BiomedicalConceptProperty_60","48b2f3d1-0002-4323-8f83-2718575b6aa2","BiomedicalConceptProperty","True","Molarity Unit","string","Molarity Unit"
"True","BiomedicalConceptProperty_61","478ed598-dce5-4751-88bd-32474191c3b5","BiomedicalConceptProperty","True","Biospecimen Type","string","Biospecimen Type"
"True","BiomedicalConceptProperty_62","0343f443-cbc4-45a5-950b-73dda344424e","BiomedicalConceptProperty","True","Vital Signs Result","decimal","Vital Signs Result"
"True","BiomedicalConceptProperty_63","52f650df-9d31-435b-836e-d440040b7684","BiomedicalConceptProperty","True","Unit of Pressure","string","Unit of Pressure"
"True","BiomedicalConceptProperty_64","1e3f7d2c-1da7-41ca-845e-b68b4a8fcd2b","BiomedicalConceptProperty","True","Vital Signs Location","string","Vital Signs Location"
"True","BiomedicalConceptProperty_65","c6d6685f-3729-47dc-8e2d-5b5b5f745a5d","BiomedicalConceptProperty","True","Vital Signs Laterality","string","Vital Signs Laterality"
"True","BiomedicalConceptProperty_66","95931136-54d6-489f-bea7-5f9a02e2e2b2","BiomedicalConceptProperty","True","Test Method","string","Test Method"
"True","BiomedicalConceptProperty_67","f6a2e8f9-5545-45e7-8d92-779c25dd1dad","BiomedicalConceptProperty","True","Vital Signs Position","string","Vital Signs Position"
"True","BiomedicalConceptProperty_68","0c610c6f-6f70-4dd8-9c40-8f32c161f7a3","BiomedicalConceptProperty","True","Vital Signs Result","decimal","Vital Signs Result"
"True","BiomedicalConceptProperty_69","af19c43d-fff6-4ed4-9887-9948f1dc3478","BiomedicalConceptProperty","True","Unit of Pressure","string","Unit of Pressure"
"True","BiomedicalConceptProperty_70","ba4bf664-8de7-4b86-a2d0-a944220ffc4c","BiomedicalConceptProperty","True","Vital Signs Location","string","Vital Signs Location"
"True","BiomedicalConceptProperty_71","0b67741f-de15-4db8-9a7c-33d1d1671467","BiomedicalConceptProperty","True","Vital Signs Laterality","string","Vital Signs Laterality"
"True","BiomedicalConceptProperty_72","9fd033f5-cc4c-41bd-817e-61bccd4d1f44","BiomedicalConceptProperty","True","Test Method","string","Test Method"
"True","BiomedicalConceptProperty_73","d9dbf61c-f19f-4c5d-924b-1bce8b3260cd","BiomedicalConceptProperty","True","Vital Signs Position","string","Vital Signs Position"
"True","BiomedicalConceptProperty_74","8126179e-8b1f-4649-9b9b-01b800c55687","BiomedicalConceptProperty","True","Vital Signs Result","integer","Vital Signs Result"
"True","BiomedicalConceptProperty_75","65fe909c-e8da-441a-b300-7ae510fca5d4","BiomedicalConceptProperty","True","Count per Minute","string","Count per Minute"
"True","BiomedicalConceptProperty_76","b20112bc-51d1-4a1d-933a-b49ffb9e8cf4","BiomedicalConceptProperty","True","Vital Signs Location","string","Vital Signs Location"
"True","BiomedicalConceptProperty_77","02c0ecca-ae91-4e3f-980c-73e7815cf85b","BiomedicalConceptProperty","True","Vital Signs Laterality","string","Vital Signs Laterality"
"True","BiomedicalConceptProperty_78","b762a1bd-290d-41a0-9038-001b72393398","BiomedicalConceptProperty","True","Test Method","string","Test Method"
"True","BiomedicalConceptProperty_79","4e3dd3d1-169d-4e19-abaf-a6391a3afac0","BiomedicalConceptProperty","True","Vital Signs Position","string","Vital Signs Position"
"True","BiomedicalConceptProperty_80","4b80b40e-5723-4e11-bf64-8cd7114826ee","BiomedicalConceptProperty","True","Vital Signs Result","decimal","Vital Signs Result"
"True","BiomedicalConceptProperty_81","aa653fdb-c26d-45b2-8d16-8e44cfa28238","BiomedicalConceptProperty","True","Unit of Pressure","string","Unit of Pressure"
"True","BiomedicalConceptProperty_82","8ffe095e-f6d3-4ad7-8cc7-338cb61a3158","BiomedicalConceptProperty","True","Vital Signs Location","string","Vital Signs Location"
"True","BiomedicalConceptProperty_83","246b905f-0bd3-4fed-9444-67e0d4009682","BiomedicalConceptProperty","True","Vital Signs Laterality","string","Vital Signs Laterality"
"True","BiomedicalConceptProperty_84","8e1665d0-da4a-4894-9836-ee7ba9094fa3","BiomedicalConceptProperty","True","Test Method","string","Test Method"
"True","BiomedicalConceptProperty_85","b7088811-7df1-40e2-a0b1-07a80e446879","BiomedicalConceptProperty","True","Vital Signs Position","string","Vital Signs Position"
"True","BiomedicalConceptProperty_86","cb613d76-a591-4a0c-a8eb-85fefb1d0109","BiomedicalConceptProperty","True","Vital Signs Result","decimal","Vital Signs Result"
"True","BiomedicalConceptProperty_87","4860b0ea-33c5-42ae-b94e-52f687633f7e","BiomedicalConceptProperty","True","Unit of Pressure","string","Unit of Pressure"
"True","BiomedicalConceptProperty_88","e08339bc-b944-4a59-8832-d848ef7d81db","BiomedicalConceptProperty","True","Vital Signs Location","string","Vital Signs Location"
"True","BiomedicalConceptProperty_89","9b8142a6-ab39-422a-89dd-882bfe251e24","BiomedicalConceptProperty","True","Vital Signs Laterality","string","Vital Signs Laterality"
"True","BiomedicalConceptProperty_90","ed7ddbc1-b7c6-4ea8-92f5-2115cb731fce","BiomedicalConceptProperty","True","Test Method","string","Test Method"
"True","BiomedicalConceptProperty_91","8aabfb1f-fb8a-45df-872e-472a13e223fe","BiomedicalConceptProperty","True","Vital Signs Position","string","Vital Signs Position"
"True","BiomedicalConceptProperty_92","ae6fc60c-ed2c-4abe-b621-0e3ce6879431","BiomedicalConceptProperty","True","Vital Signs Result","integer","Vital Signs Result"
"True","BiomedicalConceptProperty_93","f67840d7-66d0-46a2-b57e-adfe4414b9b5","BiomedicalConceptProperty","True","Count per Minute","string","Count per Minute"
"True","BiomedicalConceptProperty_94","3fc97d49-fc0b-4f19-9706-0d560fa55aae","BiomedicalConceptProperty","True","Vital Signs Location","string","Vital Signs Location"
"True","BiomedicalConceptProperty_95","da4e66b9-7eab-4462-a033-bd26d79a132f","BiomedicalConceptProperty","True","Vital Signs Laterality","string","Vital Signs Laterality"
"True","BiomedicalConceptProperty_96","1c55525d-cb1e-4931-a465-fa084aa8b0e5","BiomedicalConceptProperty","True","Test Method","string","Test Method"
"True","BiomedicalConceptProperty_97","13d4b9f1-1f3f-4f39-bb54-7fed409256f8","BiomedicalConceptProperty","True","Vital Signs Position","string","Vital Signs Position"
