"id","uuid:ID","codeSystemVersion","decode","code","instanceType","codeSystem"
"Code_104","bf0a1827-d7d6-4e05-94b1-1c171a75019e","2023-09-29","Visit","C25716","Code","http://www.cdisc.org"
"Code_105","2e40f808-a760-4435-9382-768363e96731","2023-09-29","Clinic","C51282","Code","http://www.cdisc.org"
"Code_106","10ab1610-8994-4afa-83eb-9c7b978a285e","2023-09-29","In Person","C175574","Code","http://www.cdisc.org"
"Code_107","a9fe787d-4f14-4468-a31c-404f0317b2c0","2023-09-29","Telephone Call","C171537","Code","http://www.cdisc.org"
"Code_108","2adccd79-22bf-4a80-89ad-4ee31ead2f08","2023-09-29","Visit","C25716","Code","http://www.cdisc.org"
"Code_109","d432079e-8c7b-46b0-a8b5-619ae57d4f42","2023-09-29","Clinic","C51282","Code","http://www.cdisc.org"
"Code_110","75bdf6ab-38a2-4c55-9d46-8f414eed7bd2","2023-09-29","In Person","C175574","Code","http://www.cdisc.org"
"Code_111","0979569e-69c0-4152-a0c9-e0c22833c420","2023-09-29","Telephone Call","C171537","Code","http://www.cdisc.org"
"Code_112","de1871a4-cc6d-4d96-85e7-1aefb97d38e1","2023-09-29","Visit","C25716","Code","http://www.cdisc.org"
"Code_113","231e0b39-f347-43ed-9997-a0e41fb68529","2023-09-29","Clinic","C51282","Code","http://www.cdisc.org"
"Code_114","9c034bfb-b8de-4dca-880a-b9382074f9e2","2023-09-29","In Person","C175574","Code","http://www.cdisc.org"
"Code_115","6dd35048-f90b-4979-868c-46e6de8b9b64","2023-09-29","Telephone Call","C171537","Code","http://www.cdisc.org"
"Code_116","914ecf8f-5583-4a58-8bcc-2d6a189a37cf","2023-09-29","Visit","C25716","Code","http://www.cdisc.org"
"Code_117","73dab466-b35b-45fe-b07b-05c33dadf1c7","2023-09-29","Clinic","C51282","Code","http://www.cdisc.org"
"Code_118","0a5d13ee-882b-47c7-8f9f-4a78ceb32bbd","2023-09-29","In Person","C175574","Code","http://www.cdisc.org"
"Code_119","1fa9e874-2a62-4af8-9319-860e14929acf","2023-09-29","Visit","C25716","Code","http://www.cdisc.org"
"Code_120","d37f33bc-db20-417c-a255-a49d8d77a915","2023-09-29","Clinic","C51282","Code","http://www.cdisc.org"
"Code_121","b0e4aae9-b727-4bd8-b8a7-25ab75b77776","2023-09-29","In Person","C175574","Code","http://www.cdisc.org"
"Code_79","90337cab-dc34-4613-bb62-f7b217b69d21","January 31, 2018","CT of head without contrast","383371000119108","Code","SNOMED"
"Code_80","d234bde0-0de8-406e-83f5-5752472aa7ed","12","Subject Supine","123","Code","SPONSOR"
"Code_81","42e41274-eb73-4d69-9c05-78b67b0a8f27","12","Subject Standing","124","Code","SPONSOR"
"Code_278","0a262663-842f-4d71-a072-e3fa517886ec","","Vital Signs Result","C173522","Code","NCI Thesaurus"
"Code_279","1e7c4cd0-739f-453d-be0d-babb021d2491","2023-09-29","Kelvin","C42537","Code","http://www.cdisc.org"
"Code_280","d738896a-5d01-4128-b30a-76f2750b07f1","","Unit of Temperature","C44276","Code","NCI Thesaurus"
"Code_281","05cf50a9-7c20-4c05-a9d1-c26245fdc04a","","Vital Signs Location","C83088","Code","NCI Thesaurus"
"Code_277","ef9e49c2-5f07-4385-8da5-e72941057f76","","Body Temperature","C174446","Code","NCI Thesaurus"
"Code_283","75d369ea-ca69-45a4-884c-d56f2fdd6028","","Vital Signs Result","C173522","Code","NCI Thesaurus"
"Code_284","7ea59536-96ff-4901-8104-5fde8073739f","2023-09-29","Kilogram","C28252","Code","http://www.cdisc.org"
"Code_285","20d9d22a-b777-4f87-86b0-b3b342a7ae0b","2023-09-29","Gram","C48155","Code","http://www.cdisc.org"
"Code_286","8e4a658f-30a2-4e70-b707-f6a7b3c3df50","2023-09-29","Pound","C48531","Code","http://www.cdisc.org"
"Code_287","513f2fd1-f151-4c28-8a62-c9a338ff5b95","","Unit of Weight","C48208","Code","NCI Thesaurus"
"Code_282","5e405459-5986-4180-abb7-86e3b01ab9b1","","Body Weight","C81328","Code","NCI Thesaurus"
"Code_289","29a50985-e866-42c0-aa55-6843895bc876","","Vital Signs Result","C173522","Code","NCI Thesaurus"
"Code_290","e832fc45-c406-4050-a624-97c4ecc6e123","2023-09-29","Centimeter","C49668","Code","http://www.cdisc.org"
"Code_291","5156db43-3477-46f0-88ab-caa1d3abb5b3","2023-09-29","Inch","C48500","Code","http://www.cdisc.org"
"Code_292","5b9b6430-c294-45a3-a209-b7a0ec0e5cbf","2023-09-29","Millimeter","C28251","Code","http://www.cdisc.org"
"Code_293","8a9f18a3-7aff-4362-b568-d3b2dde04341","2023-09-29","Meter","C41139","Code","http://www.cdisc.org"
"Code_294","37b69c86-d080-4f31-a11e-2b6f844b9770","","Unit of Height","C168688","Code","NCI Thesaurus"
"Code_288","cf4b0b9e-9e54-46f2-af54-52a46aae64d1","","Body Height","C164634","Code","NCI Thesaurus"
"Code_296","edd2fa20-fbbe-49b5-a067-8f21c972ed7a","","Laboratory Test Result","C36292","Code","NCI Thesaurus"
"Code_297","28140c4b-e12a-4577-87f5-e9bf89437f84","","Laboratory Test Fasting Status","C83309","Code","NCI Thesaurus"
"Code_298","08357201-6c50-405a-8c05-228d7bd573d0","","Unit of Catalytic Activity Concentration","C67365","Code","NCI Thesaurus"
"Code_299","845b69ea-fdde-463e-a751-135f72d6b571","","Biospecimen Type","C70713","Code","NCI Thesaurus"
"Code_295","8dfcf347-4eb5-4d1f-a0a1-15a7025d98ef","","Alanine Aminotransferase Measurement","C64433","Code","NCI Thesaurus"
"Code_301","ce720d52-144c-4474-ab6b-e00972a611b9","","Laboratory Test Result","C36292","Code","NCI Thesaurus"
"Code_302","76ab7030-2218-46e1-ae6c-35e179d9337e","","Laboratory Test Fasting Status","C83309","Code","NCI Thesaurus"
"Code_303","dbe9edea-5f05-4378-bbad-0cceb95f35ae","","Unit of Concentration","C48207","Code","NCI Thesaurus"
"Code_304","31f84227-e25f-4aae-bd31-986656915a50","","Biospecimen Type","C70713","Code","NCI Thesaurus"
"Code_300","6e5a2dd4-bc04-45c5-af1e-f5cb91fa1cf0","","Albumin Measurement","C64431","Code","NCI Thesaurus"
"Code_306","bf70cc34-ded3-4f3a-87f3-d1f1ef961b96","","Laboratory Test Result","C36292","Code","NCI Thesaurus"
"Code_307","9c34f33c-8dcb-4554-a97e-290976dfea90","","Laboratory Test Fasting Status","C83309","Code","NCI Thesaurus"
"Code_308","852fc823-b8df-4bcc-be92-53f7e82cefa0","","Unit of Catalytic Activity Concentration","C67365","Code","NCI Thesaurus"
"Code_309","c1c594b0-3864-4cb4-9ac9-640920ef553a","","Biospecimen Type","C70713","Code","NCI Thesaurus"
"Code_305","72d04b69-8b00-4aa6-bbd1-7d2b0c152254","","Alkaline Phosphatase Measurement","C64432","Code","NCI Thesaurus"
"Code_311","d99670ee-2746-4be1-b877-4f0b6d7ec545","","Laboratory Test Result","C36292","Code","NCI Thesaurus"
"Code_312","f935f051-a986-44ef-91a0-cb229dea6c3f","","Laboratory Test Fasting Status","C83309","Code","NCI Thesaurus"
"Code_313","1332b028-ea75-4178-9de3-a853bd0833e4","","Unit of Catalytic Activity Concentration","C67365","Code","NCI Thesaurus"
"Code_314","b3b7468d-47b9-4cd5-9119-13663450b544","","Biospecimen Type","C70713","Code","NCI Thesaurus"
"Code_310","549a45f5-afe6-4ad6-8677-92621421a5bf","","Aspartate Aminotransferase Measurement","C64467","Code","NCI Thesaurus"
"Code_316","2b5751c9-3460-4bc3-beae-fd99b252b7d4","","Laboratory Test Result","C36292","Code","NCI Thesaurus"
"Code_317","43fe9d1e-b2a0-4c57-85f6-20a241b2a6e6","","Laboratory Test Fasting Status","C83309","Code","NCI Thesaurus"
"Code_318","59034ee2-cfca-4edd-b5fd-ef0819eae03e","","Unit of Concentration","C48207","Code","NCI Thesaurus"
"Code_319","a047eb6a-7bb6-4c04-9958-1086fe0fd832","","Biospecimen Type","C70713","Code","NCI Thesaurus"
"Code_315","009f9179-5533-4489-ab66-98865366131c","","Creatinine Measurement","C64547","Code","NCI Thesaurus"
"Code_321","a7adf53d-65ef-42e1-9435-ee948247d929","","Laboratory Test Result","C36292","Code","NCI Thesaurus"
"Code_322","0ef57eb3-1af9-45ce-afe0-3ce7fc70b955","","Laboratory Test Fasting Status","C83309","Code","NCI Thesaurus"
"Code_323","e8ffcaff-a198-417b-bf15-ab773bc365d0","","Molarity Unit","C64567","Code","NCI Thesaurus"
"Code_324","e3ef6c34-f7b5-442e-a553-f37ec39f13fe","","Biospecimen Type","C70713","Code","NCI Thesaurus"
"Code_320","e3690b95-037f-4be0-8e62-6514e685b9e4","","Potassium Measurement","C64853","Code","NCI Thesaurus"
"Code_326","42d559f6-aa5f-42b9-bd55-14d23836034a","","Laboratory Test Result","C36292","Code","NCI Thesaurus"
"Code_327","dfa8973d-f157-4ed8-a206-fadeb76fae19","","Laboratory Test Fasting Status","C83309","Code","NCI Thesaurus"
"Code_328","80c23c60-b0cf-4601-990f-d0c22d2e577f","","Molarity Unit","C64567","Code","NCI Thesaurus"
"Code_329","8aa32d4b-e7c2-461f-abdf-f4a94c4ca0ec","","Biospecimen Type","C70713","Code","NCI Thesaurus"
"Code_325","e6c5f313-5fbc-43f7-a27b-cbfebccdde43","","Sodium Measurement","C64809","Code","NCI Thesaurus"
"Code_145","d91f5a2c-c1b5-4e8c-b070-7e6e4d95b1cd","","Adverse Event Verbatim Description","C78541","Code","NCI Thesaurus"
"Code_146","af3e13fe-0ceb-484a-9f29-f993a40abd02","","Adverse Event Dictionary Derived Term","C83344","Code","NCI Thesaurus"
"Code_147","7308ea42-f496-4b6d-85bb-4324ed9eca27","","Adverse Event Category","C83198","Code","NCI Thesaurus"
"Code_148","7c17f3f0-8c3d-4be6-b584-cd3c6b8876d9","","Adverse Event Subcategory","C83212","Code","NCI Thesaurus"
"Code_149","290a3ced-ef54-46ed-9b2b-51fbeda7fd6f","","Adverse Event Pre-specified","C87840","Code","NCI Thesaurus"
"Code_150","98fe3251-563d-48aa-b630-29e497e3ebdd","","Severity of Adverse Event","C53253","Code","NCI Thesaurus"
"Code_151","86f3c6a3-356b-49e0-8c7a-630e3cc00954","","Adverse Event Toxicity Grade","C78605","Code","NCI Thesaurus"
"Code_152","3bb1e213-a533-45f7-a33c-b50010bea78b","","Seriousness of Adverse Event","C53252","Code","NCI Thesaurus"
"Code_153","5bee6c9f-fb8d-422f-b8a1-5b5c0b63c685","","Adverse Event Action Taken with Study Treatment","C83013","Code","NCI Thesaurus"
"Code_154","c3fa594c-3e06-4293-838b-18624e875074","","Adverse Event Attribution to Product or Procedure","C41358","Code","NCI Thesaurus"
"Code_155","91839d2b-e3ed-4a98-b1af-65f38edd2700","2023-09-29","Intermittent","C71325","Code","http://www.cdisc.org"
"Code_156","56cb3cbd-4c96-498d-8922-659ee2de4e9d","","Adverse Event Pattern","C83208","Code","NCI Thesaurus"
"Code_157","34421821-35ba-468a-be34-4feb9fda236d","","Adverse Event Outcome","C49489","Code","NCI Thesaurus"
"Code_158","b8b25157-f4ae-4054-a261-4422fd7eb329","","Adverse Event Start Date Time","C83215","Code","NCI Thesaurus"
"Code_159","55c0e065-bdbc-4e95-b1d2-61a5e27da9b7","","Adverse Event End Date Time","C83201","Code","NCI Thesaurus"
"Code_144","2bb13a75-1c67-4f71-b4de-44b2d762c25c","","Adverse Event","C41331","Code","NCI Thesaurus"
"Code_161","bfbfb78a-6aa6-4385-a02b-6dfbefdac04d","","Vital Signs Result","C173522","Code","NCI Thesaurus"
"Code_162","97c1b5ef-ee89-44ab-abf9-9281b3e8003c","2023-09-29","Pascal","C42547","Code","http://www.cdisc.org"
"Code_163","69ea72eb-1a6a-435f-a4ee-e0a9a88d67d1","","Unit of Pressure","C49669","Code","NCI Thesaurus"
"Code_164","1b3740f7-84dd-4a67-8d3d-117049976dc6","","Vital Signs Location","C83088","Code","NCI Thesaurus"
"Code_165","9b4d905f-afff-4484-bc12-63dbd6527e79","","Vital Signs Laterality","C123975","Code","NCI Thesaurus"
"Code_166","1460de7a-134b-438b-85a5-fd7b1f37467d","","Test Method","C82535","Code","NCI Thesaurus"
"Code_167","f28e1e79-89f7-418e-89e0-b21bba4deae8","","Vital Signs Position","C83114","Code","NCI Thesaurus"
"Code_160","680bbeb5-2be3-4976-80cb-44e549e8710d","","Systolic Blood Pressure","C25298","Code","NCI Thesaurus"
"Code_169","88290e62-8b6a-4b5f-b91f-1533d8b72c44","","Vital Signs Result","C173522","Code","NCI Thesaurus"
"Code_170","c5283853-b4f2-4b67-99b5-fc43cc2ffc76","2023-09-29","Pascal","C42547","Code","http://www.cdisc.org"
"Code_171","b8d4f8d7-6eaa-47a8-b343-3c1d2104b2a6","","Unit of Pressure","C49669","Code","NCI Thesaurus"
"Code_172","14e4446a-bc0e-4ed6-8692-055abdd370b8","","Vital Signs Location","C83088","Code","NCI Thesaurus"
"Code_173","453e2ecd-cd65-4d52-b049-bef6f03b3fff","","Vital Signs Laterality","C123975","Code","NCI Thesaurus"
"Code_174","52d2547e-7184-47e2-9519-1b12594febcb","","Test Method","C82535","Code","NCI Thesaurus"
"Code_175","22caf751-fec9-4133-bd7d-9f9f5b678a45","","Vital Signs Position","C83114","Code","NCI Thesaurus"
"Code_168","3e1ebebf-13b7-4f2e-badf-bf64b6e3b9aa","","Diastolic Blood Pressure","C25299","Code","NCI Thesaurus"
"Code_177","280bda01-892a-462e-9478-adf5ee1abf41","","Vital Signs Result","C173522","Code","NCI Thesaurus"
"Code_178","82016886-24c2-410f-97d7-c672c10ecab4","2023-09-29","Kelvin","C42537","Code","http://www.cdisc.org"
"Code_179","f315cece-6fd2-4e84-9913-78b0a7bca31e","","Unit of Temperature","C44276","Code","NCI Thesaurus"
"Code_180","9774ac3c-f517-48e9-acd4-7d8222f67bf7","","Vital Signs Location","C83088","Code","NCI Thesaurus"
"Code_176","f8a829c6-b79f-4ba5-a607-f75b8a7e3057","","Body Temperature","C174446","Code","NCI Thesaurus"
"Code_182","facad42d-1336-47c9-a066-f656c457d064","","Vital Signs Result","C173522","Code","NCI Thesaurus"
"Code_183","cd7f14c3-144e-4d42-a432-bc2f31bdfb03","2023-09-29","Kilogram","C28252","Code","http://www.cdisc.org"
"Code_184","74017486-189f-4b73-b050-aa0b98b6bc75","2023-09-29","Gram","C48155","Code","http://www.cdisc.org"
"Code_185","152ace6b-f557-4281-9927-5418ef2df1bf","2023-09-29","Pound","C48531","Code","http://www.cdisc.org"
"Code_186","bd220255-3140-49dd-99c5-245310ae51b6","","Unit of Weight","C48208","Code","NCI Thesaurus"
"Code_181","5fa3ebaa-6de6-4b49-9202-d31fa3e06b3f","","Body Weight","C81328","Code","NCI Thesaurus"
"Code_188","828a2326-63af-4aca-8c04-e0c1d39eae6f","","Vital Signs Result","C173522","Code","NCI Thesaurus"
"Code_189","8ad47cd3-b16d-44f2-8420-1b3c5ddc2dda","2023-09-29","Centimeter","C49668","Code","http://www.cdisc.org"
"Code_190","c106f87b-3bc7-4fc3-b70c-a8248e225b7d","2023-09-29","Inch","C48500","Code","http://www.cdisc.org"
"Code_191","84451919-1c71-4290-9288-9087d8e01236","2023-09-29","Millimeter","C28251","Code","http://www.cdisc.org"
"Code_192","2e99c7e1-651d-4ada-808d-318a4536f60c","2023-09-29","Meter","C41139","Code","http://www.cdisc.org"
"Code_193","61a7eac2-1d00-4ed6-9551-ca2d03e7a884","","Unit of Height","C168688","Code","NCI Thesaurus"
"Code_187","5bc055a0-0809-46b0-97c1-aac827d45d21","","Body Height","C164634","Code","NCI Thesaurus"
"Code_195","e4cc97b1-e37e-4264-9fa8-f7fb0153cdcb","","Laboratory Test Result","C36292","Code","NCI Thesaurus"
"Code_196","5bcdba60-4a2a-4f0b-a1db-227dd3f0d1cc","","Laboratory Test Fasting Status","C83309","Code","NCI Thesaurus"
"Code_197","7975630f-70db-461e-bfc8-f26e330cb01a","","Unit of Catalytic Activity Concentration","C67365","Code","NCI Thesaurus"
"Code_198","d211a084-e9af-48b9-8ef4-75f4315172d2","","Biospecimen Type","C70713","Code","NCI Thesaurus"
"Code_194","16193c69-b147-4cc5-bdfa-4a935e1282cc","","Alanine Aminotransferase Measurement","C64433","Code","NCI Thesaurus"
"Code_200","c7babe90-159c-4b42-96ce-408dd894694b","","Laboratory Test Result","C36292","Code","NCI Thesaurus"
"Code_201","1580d761-0d23-41dd-b568-15bc1ff76278","","Laboratory Test Fasting Status","C83309","Code","NCI Thesaurus"
"Code_202","c950a61e-3717-49c6-8f45-a70c5915dd6f","","Unit of Concentration","C48207","Code","NCI Thesaurus"
"Code_203","c95fb512-988f-4550-9994-38efbec728f0","","Biospecimen Type","C70713","Code","NCI Thesaurus"
"Code_199","93e2ba32-4aa5-48f4-8211-1f02cad0973e","","Albumin Measurement","C64431","Code","NCI Thesaurus"
"Code_205","f56ae1af-c2fb-4142-bf20-fd61bfd5ae0d","","Laboratory Test Result","C36292","Code","NCI Thesaurus"
"Code_206","5d96c084-9357-4ba6-b3d4-8a385c1d612b","","Laboratory Test Fasting Status","C83309","Code","NCI Thesaurus"
"Code_207","3583211c-82df-4c71-86b3-51f1ac2d7624","","Unit of Catalytic Activity Concentration","C67365","Code","NCI Thesaurus"
"Code_208","908e4222-9547-4faa-b5c1-8886c808d0dc","","Biospecimen Type","C70713","Code","NCI Thesaurus"
"Code_204","dd71721d-70b0-4099-8326-1ce3e8293dc8","","Alkaline Phosphatase Measurement","C64432","Code","NCI Thesaurus"
"Code_210","4a271e88-5a2c-4fa3-9bbb-1821fd0d52ed","","Laboratory Test Result","C36292","Code","NCI Thesaurus"
"Code_211","2b9d0f26-7f70-49f7-b2ee-23fb0f7e2703","","Laboratory Test Fasting Status","C83309","Code","NCI Thesaurus"
"Code_212","fc362e11-94d9-421c-96aa-71c04bfc3d40","","Unit of Catalytic Activity Concentration","C67365","Code","NCI Thesaurus"
"Code_213","25100aaf-1c81-4436-989e-34b9ec48571c","","Biospecimen Type","C70713","Code","NCI Thesaurus"
"Code_209","f479d9c0-5a56-41b7-838e-73e1192e12c9","","Aspartate Aminotransferase Measurement","C64467","Code","NCI Thesaurus"
"Code_215","d3161c00-7ee5-4db7-94b4-7ce771c235a4","","Laboratory Test Result","C36292","Code","NCI Thesaurus"
"Code_216","1cc5d00f-62b3-4caf-942f-28db59d5e469","","Laboratory Test Fasting Status","C83309","Code","NCI Thesaurus"
"Code_217","598156cc-51bc-4b46-be57-9a849b918504","","Unit of Concentration","C48207","Code","NCI Thesaurus"
"Code_218","28089a1b-f46d-49b2-b286-f25b57ada33c","","Biospecimen Type","C70713","Code","NCI Thesaurus"
"Code_214","a4776006-80f5-42b3-924f-667eeaf9c320","","Creatinine Measurement","C64547","Code","NCI Thesaurus"
"Code_220","e3464ab5-a4c8-4fee-9fc5-691ae35ce95a","","Laboratory Test Result","C36292","Code","NCI Thesaurus"
"Code_221","75d329e2-53d4-446f-81f9-8007ccdc8f4c","","Laboratory Test Fasting Status","C83309","Code","NCI Thesaurus"
"Code_222","2dc97a04-59b7-4535-9f9f-524297e112e8","","Molarity Unit","C64567","Code","NCI Thesaurus"
"Code_223","88b5155d-6f4f-4228-a198-271fbaa79a38","","Biospecimen Type","C70713","Code","NCI Thesaurus"
"Code_219","38c30ca3-a0d2-4adc-b6d6-dea8036e42e2","","Potassium Measurement","C64853","Code","NCI Thesaurus"
"Code_225","7abf285c-74c8-4b03-981c-3926959dc8a8","","Laboratory Test Result","C36292","Code","NCI Thesaurus"
"Code_226","15a30d5d-4ecf-4fd4-97dd-a121e16e9d84","","Laboratory Test Fasting Status","C83309","Code","NCI Thesaurus"
"Code_227","e72d4525-d7fa-4292-86bb-6a14ca3e76dc","","Molarity Unit","C64567","Code","NCI Thesaurus"
"Code_228","0675a84f-b76f-40bf-a8c9-a3524e66c26a","","Biospecimen Type","C70713","Code","NCI Thesaurus"
"Code_224","b3745c60-3937-4368-b697-ef172a78f0af","","Sodium Measurement","C64809","Code","NCI Thesaurus"
"Code_230","6de44113-ecb1-4d2c-b9db-3ea6faa2d167","","Vital Signs Result","C173522","Code","NCI Thesaurus"
"Code_231","89548dd5-f031-406c-9b1b-bd3a2c13bba6","2023-09-29","Pascal","C42547","Code","http://www.cdisc.org"
"Code_232","8c590f1d-3137-4d47-aebb-f4f364bb60ba","","Unit of Pressure","C49669","Code","NCI Thesaurus"
"Code_233","eff49d71-f031-481f-a9eb-425276cff2ec","","Vital Signs Location","C83088","Code","NCI Thesaurus"
"Code_234","1f1d27f7-da16-4beb-99d4-e3e139e3c4a8","","Vital Signs Laterality","C123975","Code","NCI Thesaurus"
"Code_235","11fc6045-4894-4593-ade1-e3a32c8c91dc","","Test Method","C82535","Code","NCI Thesaurus"
"Code_236","935fa67c-5773-409e-af83-5805b58b4d4c","","Vital Signs Position","C83114","Code","NCI Thesaurus"
"Code_229","0ae8ab26-a8ea-40fe-b60f-91fd15004bed","","Systolic Blood Pressure","C25298","Code","NCI Thesaurus"
"Code_238","2f6b7ebc-358a-4dca-b2e9-87a9953af039","","Vital Signs Result","C173522","Code","NCI Thesaurus"
"Code_239","c726f863-9a30-4a4f-84f0-7110b300e6a5","2023-09-29","Pascal","C42547","Code","http://www.cdisc.org"
"Code_240","aa5191cc-bc69-41c1-8015-c31cf5a7c3c5","","Unit of Pressure","C49669","Code","NCI Thesaurus"
"Code_241","a035d770-6574-4ab7-bee4-e04a123db0c4","","Vital Signs Location","C83088","Code","NCI Thesaurus"
"Code_242","541fa39e-8d31-47e8-8ef0-7bcb2fecad03","","Vital Signs Laterality","C123975","Code","NCI Thesaurus"
"Code_243","7883bc9a-1d1c-4edd-a459-ee97ac8e2230","","Test Method","C82535","Code","NCI Thesaurus"
"Code_244","fcfecbb7-805c-4500-b164-f7f82f5c699e","","Vital Signs Position","C83114","Code","NCI Thesaurus"
"Code_237","69791682-42e4-416a-9feb-7cd45b855ec1","","Diastolic Blood Pressure","C25299","Code","NCI Thesaurus"
"Code_246","1286af28-42f1-4fbc-8a72-b18f6bb2e680","","Vital Signs Result","C173522","Code","NCI Thesaurus"
