"name","datatype","uuid:ID","isEnabled","isRequired","id","instanceType","label"
"LBFAST","","1303b6da-0ed9-4306-b0ed-e985797501cd","True","True","BiomedicalConceptProperty_164","BiomedicalConceptProperty","LBFAST"
"LBTESTCD","","8382b938-d106-459a-b01a-99c242ca2b37","True","True","BiomedicalConceptProperty_165","BiomedicalConceptProperty","LBTESTCD"
"LBORRES","float","08cd8fe1-ef1b-421f-8c1a-b01d0f4a33dd","True","True","BiomedicalConceptProperty_166","BiomedicalConceptProperty","LBORRES"
"LBORRESU","","258b19be-716d-42b0-a305-32f75e873d49","True","True","BiomedicalConceptProperty_167","BiomedicalConceptProperty","LBORRESU"
"LBSPEC","","8efa40f8-edbf-41fb-9cd4-8f02f9fa0b7d","True","True","BiomedicalConceptProperty_168","BiomedicalConceptProperty","LBSPEC"
"LBFAST","","c8b5ef90-f0ae-49ef-82e8-eaf15189bd62","True","True","BiomedicalConceptProperty_169","BiomedicalConceptProperty","LBFAST"
"AETERM","text","f64c7beb-e64d-4424-a94e-7bbaf5e00da5","True","True","BiomedicalConceptProperty_1","BiomedicalConceptProperty","AETERM"
"AEDECOD","text","1f1db97c-d2d5-40bd-8d3e-2dbd6ad63f0c","True","True","BiomedicalConceptProperty_2","BiomedicalConceptProperty","AEDECOD"
"AEPRESP","text","29abf68e-2472-41f4-ae99-6514a2bcf8f3","True","True","BiomedicalConceptProperty_3","BiomedicalConceptProperty","AEPRESP"
"AELOC","text","9738aeb4-95ef-4621-9827-4a2e4beea4a8","True","True","BiomedicalConceptProperty_4","BiomedicalConceptProperty","AELOC"
"AESEV","text","ba4e2f96-ca73-4868-bca8-dab158ee85de","True","True","BiomedicalConceptProperty_5","BiomedicalConceptProperty","AESEV"
"AESER","text","e949df2c-95ef-462e-a2a9-cdf8ec823017","True","True","BiomedicalConceptProperty_6","BiomedicalConceptProperty","AESER"
"AEACN","text","785557f3-1b03-489b-a0c8-df56d3e469d4","True","True","BiomedicalConceptProperty_7","BiomedicalConceptProperty","AEACN"
"AEACNOTH","text","81490482-f711-498d-b00b-61dc5332eb93","True","True","BiomedicalConceptProperty_8","BiomedicalConceptProperty","AEACNOTH"
"AEREL","text","dadc5e85-1ce8-41e1-84bc-0f8ef060b5fb","True","True","BiomedicalConceptProperty_9","BiomedicalConceptProperty","AEREL"
"AERELNST","text","1c1bda8c-dadf-4306-a77c-41d8f49a09a0","True","True","BiomedicalConceptProperty_10","BiomedicalConceptProperty","AERELNST"
"AEPATT","text","056cd291-218b-4765-afc2-e65c047de809","True","True","BiomedicalConceptProperty_11","BiomedicalConceptProperty","AEPATT"
"AEOUT","text","db709404-de3b-4ee6-bc1e-24e759b0ae06","True","True","BiomedicalConceptProperty_12","BiomedicalConceptProperty","AEOUT"
"AESCAN","text","d2ff4296-4b58-45f2-8397-56790f7a631c","True","True","BiomedicalConceptProperty_13","BiomedicalConceptProperty","AESCAN"
"AESCONG","text","635a4820-9f3d-47b7-b819-8d30de5d2a8d","True","True","BiomedicalConceptProperty_14","BiomedicalConceptProperty","AESCONG"
"AESDISAB","text","1660b9fa-167c-4204-9b14-034c9bfcac3f","True","True","BiomedicalConceptProperty_15","BiomedicalConceptProperty","AESDISAB"
"AESDTH","text","4edcc85c-c163-4c23-affa-908096964420","True","True","BiomedicalConceptProperty_16","BiomedicalConceptProperty","AESDTH"
"AESHOSP","text","b5c7404e-f4a9-4bb8-b438-1c4c65e45d79","True","True","BiomedicalConceptProperty_17","BiomedicalConceptProperty","AESHOSP"
"AESLIFE","text","059eccdb-2942-4096-9de5-48a3b9a2afaf","True","True","BiomedicalConceptProperty_18","BiomedicalConceptProperty","AESLIFE"
"AESOD","text","c6bc9284-39bd-4813-aee6-79ecd4cade05","True","True","BiomedicalConceptProperty_19","BiomedicalConceptProperty","AESOD"
"AESMIE","text","dc47b377-cb6f-4407-93d2-5fcb7f22f93f","True","True","BiomedicalConceptProperty_20","BiomedicalConceptProperty","AESMIE"
"AECONTRT","text","49ba05b2-1235-450a-afe7-a783dd514594","True","True","BiomedicalConceptProperty_21","BiomedicalConceptProperty","AECONTRT"
"AESTDTC","datetime","4aa70132-a07a-446c-bc9b-e2dbf3ef475b","True","True","BiomedicalConceptProperty_22","BiomedicalConceptProperty","AESTDTC"
"AEENDTC","datetime","0ca7699b-5855-481b-993f-aeeda069ad03","True","True","BiomedicalConceptProperty_23","BiomedicalConceptProperty","AEENDTC"
"VSTESTCD","","153adad3-d411-4c03-86e1-435817bac2cf","True","True","BiomedicalConceptProperty_24","BiomedicalConceptProperty","VSTESTCD"
"VSORRES","integer","b2be0620-96af-4756-bcad-8ffb5b43ba61","True","True","BiomedicalConceptProperty_25","BiomedicalConceptProperty","VSORRES"
"VSORRESU","","57875d08-ab13-496d-b5ff-d81f538111de","True","True","BiomedicalConceptProperty_26","BiomedicalConceptProperty","VSORRESU"
"VSPOS","","f7e7f5b8-e4da-4471-832c-bcaded433648","True","True","BiomedicalConceptProperty_27","BiomedicalConceptProperty","VSPOS"
"VSLOC","","b8b4e221-b4a7-4631-a9b6-4d3cd488800c","True","True","BiomedicalConceptProperty_28","BiomedicalConceptProperty","VSLOC"
"VSLAT","","3d78f2b4-11c1-42eb-826c-c46b8b4e27bb","True","True","BiomedicalConceptProperty_29","BiomedicalConceptProperty","VSLAT"
"VSTESTCD","","2a388213-3566-43c5-81a7-0c3f12b6c250","True","True","BiomedicalConceptProperty_30","BiomedicalConceptProperty","VSTESTCD"
"VSORRES","integer","d76a2268-0601-4c7b-acbb-ee86b31f31b6","True","True","BiomedicalConceptProperty_31","BiomedicalConceptProperty","VSORRES"
"VSORRESU","","da1c317b-40e8-45c1-b501-9ae89ab3aeb2","True","True","BiomedicalConceptProperty_32","BiomedicalConceptProperty","VSORRESU"
"VSPOS","","f8e8e6be-bef0-499f-921e-7139c6b4b02c","True","True","BiomedicalConceptProperty_33","BiomedicalConceptProperty","VSPOS"
"VSLOC","","9eefbbf6-0233-497e-b6e9-cd4da230efa2","True","True","BiomedicalConceptProperty_34","BiomedicalConceptProperty","VSLOC"
"VSLAT","","a76d29ce-84ea-4f53-a253-1a37a6370131","True","True","BiomedicalConceptProperty_35","BiomedicalConceptProperty","VSLAT"
"VSTESTCD","","31c73aa4-4af3-4bcf-a916-beb023a93509","True","True","BiomedicalConceptProperty_36","BiomedicalConceptProperty","VSTESTCD"
"VSORRES","float","a97eb5a3-8564-49af-8ae2-68a5e9533d3b","True","True","BiomedicalConceptProperty_37","BiomedicalConceptProperty","VSORRES"
"VSORRESU","","3a8c6759-3485-43f5-aac6-6fc6a55f869a","True","True","BiomedicalConceptProperty_38","BiomedicalConceptProperty","VSORRESU"
"VSLOC","","13f1eef1-23af-426b-871e-eb8de6349ab4","True","True","BiomedicalConceptProperty_39","BiomedicalConceptProperty","VSLOC"
"VSTESTCD","","43dbaa5f-45d4-4b0b-b416-e49e75630fa8","True","True","BiomedicalConceptProperty_40","BiomedicalConceptProperty","VSTESTCD"
"VSORRES","float","81ef754f-e555-49b1-aff5-ebce05235531","True","True","BiomedicalConceptProperty_41","BiomedicalConceptProperty","VSORRES"
"VSORRESU","","1f113d0b-b28d-4c38-8a47-0c82266b0f93","True","True","BiomedicalConceptProperty_42","BiomedicalConceptProperty","VSORRESU"
"VSTESTCD","","757faabd-e63a-4f3e-ad73-568a392cca7a","True","True","BiomedicalConceptProperty_43","BiomedicalConceptProperty","VSTESTCD"
"VSORRES","float","5e3516d9-98ac-43b0-bf3b-14f417e5955c","True","True","BiomedicalConceptProperty_44","BiomedicalConceptProperty","VSORRES"
"VSORRESU","","2a22752e-9445-4d98-8ece-fe2b6689bb52","True","True","BiomedicalConceptProperty_45","BiomedicalConceptProperty","VSORRESU"
"LBTESTCD","","c4b58513-c0f2-415c-a7a9-f615c4064325","True","True","BiomedicalConceptProperty_46","BiomedicalConceptProperty","LBTESTCD"
"LBORRES","float","d38e4ce4-577f-4637-a7bc-6e3f5707f468","True","True","BiomedicalConceptProperty_47","BiomedicalConceptProperty","LBORRES"
"LBORRESU","","6c14904b-ef77-4c3f-8c1b-fcb38b631c09","True","True","BiomedicalConceptProperty_48","BiomedicalConceptProperty","LBORRESU"
"LBSPEC","","0b3aaa2b-d827-468e-b713-8250b0b56ba2","True","True","BiomedicalConceptProperty_49","BiomedicalConceptProperty","LBSPEC"
"LBFAST","","92b4a102-3ab9-4fc1-b4e3-7c128e634a0c","True","True","BiomedicalConceptProperty_50","BiomedicalConceptProperty","LBFAST"
"LBTESTCD","","c777194f-f5fc-431a-96a5-dc7a3ca348f1","True","True","BiomedicalConceptProperty_51","BiomedicalConceptProperty","LBTESTCD"
"LBORRES","text","c8f4ffd2-4dcd-4e66-ad8c-b4f62440b260","True","True","BiomedicalConceptProperty_52","BiomedicalConceptProperty","LBORRES"
"LBSPEC","","2d031aae-9ca3-4297-9bf8-6f77379b1937","True","True","BiomedicalConceptProperty_53","BiomedicalConceptProperty","LBSPEC"
"LBFAST","","9b9f03bc-cfda-4c7e-b49c-1e04cd427979","True","True","BiomedicalConceptProperty_54","BiomedicalConceptProperty","LBFAST"
"LBTESTCD","","3a7cf49c-f4f9-4624-8cb6-13cc648745fc","True","True","BiomedicalConceptProperty_55","BiomedicalConceptProperty","LBTESTCD"
"LBORRES","float","fdfe5011-1430-4ade-9fe2-8426ee224eba","True","True","BiomedicalConceptProperty_56","BiomedicalConceptProperty","LBORRES"
"LBORRESU","","f820e472-277e-4fa5-9267-23fcb88c76b6","True","True","BiomedicalConceptProperty_57","BiomedicalConceptProperty","LBORRESU"
"LBSPEC","","8509e85d-4f0a-4718-89c8-e21a82bdcf5d","True","True","BiomedicalConceptProperty_58","BiomedicalConceptProperty","LBSPEC"
"LBFAST","","832810d7-a16e-457b-ba2c-39673cc6c70e","True","True","BiomedicalConceptProperty_59","BiomedicalConceptProperty","LBFAST"
"LBTESTCD","","c9984e40-ee32-4f67-91d3-42b099d72134","True","True","BiomedicalConceptProperty_60","BiomedicalConceptProperty","LBTESTCD"
"LBORRES","float","6977faec-9502-41b7-ad97-0dd84b471c31","True","True","BiomedicalConceptProperty_61","BiomedicalConceptProperty","LBORRES"
"LBORRESU","","fdf8a152-b3ae-4a89-aaa0-d1fb2e165fb9","True","True","BiomedicalConceptProperty_62","BiomedicalConceptProperty","LBORRESU"
"LBSPEC","","f3a3ace6-128b-4a15-a40a-f66799a551e9","True","True","BiomedicalConceptProperty_63","BiomedicalConceptProperty","LBSPEC"
"LBFAST","","4d698301-300d-4cb2-b8d3-09139d8211a8","True","True","BiomedicalConceptProperty_64","BiomedicalConceptProperty","LBFAST"
"LBTESTCD","","e1e10724-eace-4008-9521-97419209f017","True","True","BiomedicalConceptProperty_65","BiomedicalConceptProperty","LBTESTCD"
"LBORRES","float","7a784dc8-f070-447e-b046-81a89fac709c","True","True","BiomedicalConceptProperty_66","BiomedicalConceptProperty","LBORRES"
"LBORRESU","","1a73cd7c-4632-4897-b3ba-185dc6984c20","True","True","BiomedicalConceptProperty_67","BiomedicalConceptProperty","LBORRESU"
"LBSPEC","","3033c23c-4b19-43ce-8fc1-fd7ce596282d","True","True","BiomedicalConceptProperty_68","BiomedicalConceptProperty","LBSPEC"
"LBFAST","","ba42119c-b1b4-4d43-a0d8-8851cb487e0b","True","True","BiomedicalConceptProperty_69","BiomedicalConceptProperty","LBFAST"
"LBTESTCD","","76615bd0-2019-4dce-a839-d0afd2b4fe97","True","True","BiomedicalConceptProperty_70","BiomedicalConceptProperty","LBTESTCD"
"LBORRES","float","033b1583-8127-4e8c-bfd1-88a5e039a253","True","True","BiomedicalConceptProperty_71","BiomedicalConceptProperty","LBORRES"
"LBORRESU","","417f966f-be7a-4701-9c94-414ad740a09a","True","True","BiomedicalConceptProperty_72","BiomedicalConceptProperty","LBORRESU"
"LBSPEC","","efccec36-db5f-4cf9-9abd-6f07b68e583d","True","True","BiomedicalConceptProperty_73","BiomedicalConceptProperty","LBSPEC"
"LBFAST","","1c95709e-669b-457f-8db5-45e7a706926e","True","True","BiomedicalConceptProperty_74","BiomedicalConceptProperty","LBFAST"
"LBTESTCD","","8d4d02fb-724e-4c50-bd7f-eac967e8203c","True","True","BiomedicalConceptProperty_75","BiomedicalConceptProperty","LBTESTCD"
"LBORRES","float","76e126b6-2c5c-4c89-91f1-cfa11858acde","True","True","BiomedicalConceptProperty_76","BiomedicalConceptProperty","LBORRES"
"LBORRESU","","887850a0-1e69-486d-896b-4546698ac34c","True","True","BiomedicalConceptProperty_77","BiomedicalConceptProperty","LBORRESU"
"LBSPEC","","9b947853-b118-4108-b340-c56de392fc92","True","True","BiomedicalConceptProperty_78","BiomedicalConceptProperty","LBSPEC"
"LBFAST","","084b2664-b3c1-4dd7-bd40-d164ccb00848","True","True","BiomedicalConceptProperty_79","BiomedicalConceptProperty","LBFAST"
"VSTESTCD","","28b28a7c-9759-4f9c-805c-d7363f1b267a","True","True","BiomedicalConceptProperty_80","BiomedicalConceptProperty","VSTESTCD"
"VSORRES","integer","77272f16-3f54-4dc3-ac53-0017bdbd054f","True","True","BiomedicalConceptProperty_81","BiomedicalConceptProperty","VSORRES"
"VSORRESU","","4edf65e9-4e1c-42c2-b720-06b7465c975a","True","True","BiomedicalConceptProperty_82","BiomedicalConceptProperty","VSORRESU"
"VSPOS","","8c5da8ec-fdd5-4886-a1ba-146c3317dc1a","True","True","BiomedicalConceptProperty_83","BiomedicalConceptProperty","VSPOS"
"VSLOC","","0113ec8e-6032-4677-94b4-79fefd258ceb","True","True","BiomedicalConceptProperty_84","BiomedicalConceptProperty","VSLOC"
"VSLAT","","7e7b7766-f2f7-4a23-b839-1073a4ca7fba","True","True","BiomedicalConceptProperty_85","BiomedicalConceptProperty","VSLAT"
"VSTESTCD","","d9d19d18-e4fa-49e1-8b8d-b47d5325457a","True","True","BiomedicalConceptProperty_86","BiomedicalConceptProperty","VSTESTCD"
"VSORRES","integer","b35fa98f-1a01-454e-95f3-0a5acbb0536b","True","True","BiomedicalConceptProperty_87","BiomedicalConceptProperty","VSORRES"
"VSORRESU","","405850a5-7f96-46c1-9e24-f8ca48397ff1","True","True","BiomedicalConceptProperty_88","BiomedicalConceptProperty","VSORRESU"
"VSPOS","","2d2e0960-3941-4995-8f8f-64ac42a5423b","True","True","BiomedicalConceptProperty_89","BiomedicalConceptProperty","VSPOS"
"VSLOC","","e3a73eec-ec66-49a2-a97c-db8ac31223b2","True","True","BiomedicalConceptProperty_90","BiomedicalConceptProperty","VSLOC"
"VSLAT","","f218b502-959f-4be2-a53d-c48ea771bd0d","True","True","BiomedicalConceptProperty_91","BiomedicalConceptProperty","VSLAT"
"VSTESTCD","","b4a59fbd-92fd-401e-aa4b-0e532c1d81f9","True","True","BiomedicalConceptProperty_92","BiomedicalConceptProperty","VSTESTCD"
"VSORRES","integer","f2ba9f9d-e27a-4122-a257-eb8dd95b3879","True","True","BiomedicalConceptProperty_93","BiomedicalConceptProperty","VSORRES"
"VSORRESU","","7c68d067-31a2-47dd-a05e-9c1f13cf81f3","True","True","BiomedicalConceptProperty_94","BiomedicalConceptProperty","VSORRESU"
"VSPOS","","8765ace3-7cfa-4eba-90d4-d28facf4c7f0","True","True","BiomedicalConceptProperty_95","BiomedicalConceptProperty","VSPOS"
"VSLOC","","61356520-b8c4-4078-99f9-bf360cd55c3b","True","True","BiomedicalConceptProperty_96","BiomedicalConceptProperty","VSLOC"
"VSLAT","","5762dcb1-9695-479d-913b-1640a98ec0ac","True","True","BiomedicalConceptProperty_97","BiomedicalConceptProperty","VSLAT"
"VSTESTCD","","48c517f9-97fc-4137-98e5-1e28fed9012b","True","True","BiomedicalConceptProperty_98","BiomedicalConceptProperty","VSTESTCD"
"VSORRES","integer","23f4a10d-39f4-4625-ad98-1a0879142dad","True","True","BiomedicalConceptProperty_99","BiomedicalConceptProperty","VSORRES"
"VSORRESU","","9534fb48-5100-47ad-ab01-9094d871b93f","True","True","BiomedicalConceptProperty_100","BiomedicalConceptProperty","VSORRESU"
"VSPOS","","4d1dfc4c-4465-4053-9c0d-680d6ae56b11","True","True","BiomedicalConceptProperty_101","BiomedicalConceptProperty","VSPOS"
"VSLOC","","3f245b41-08d7-45d9-891c-258c2eeab928","True","True","BiomedicalConceptProperty_102","BiomedicalConceptProperty","VSLOC"
"VSLAT","","c95b0f3b-5072-45d5-819d-1916b90a5ecb","True","True","BiomedicalConceptProperty_103","BiomedicalConceptProperty","VSLAT"
"VSTESTCD","","200848b9-d0c5-4f9e-866b-8929f39bd39a","True","True","BiomedicalConceptProperty_104","BiomedicalConceptProperty","VSTESTCD"
"VSORRES","integer","fd5dc1fc-3c98-4a92-9080-7e3bb3507f7f","True","True","BiomedicalConceptProperty_105","BiomedicalConceptProperty","VSORRES"
"VSORRESU","","55767e6b-1b8c-40c9-8621-f25a335081df","True","True","BiomedicalConceptProperty_106","BiomedicalConceptProperty","VSORRESU"
"VSPOS","","300a2805-322d-4c83-9387-21da742dd90b","True","True","BiomedicalConceptProperty_107","BiomedicalConceptProperty","VSPOS"
"VSLOC","","3127d314-7d08-4509-98ae-49276bee703c","True","True","BiomedicalConceptProperty_108","BiomedicalConceptProperty","VSLOC"
"VSLAT","","3a6dc32d-f71d-4c16-b12a-76367881c958","True","True","BiomedicalConceptProperty_109","BiomedicalConceptProperty","VSLAT"
"VSTESTCD","","b4b20016-0852-4033-b852-c8a31baf0cf3","True","True","BiomedicalConceptProperty_110","BiomedicalConceptProperty","VSTESTCD"
"VSORRES","integer","cc1b8c88-19b9-4165-9f14-dcc31f806e43","True","True","BiomedicalConceptProperty_111","BiomedicalConceptProperty","VSORRES"
"VSORRESU","","d1fa1309-ec76-4110-afe7-a98d3f3bf211","True","True","BiomedicalConceptProperty_112","BiomedicalConceptProperty","VSORRESU"
"VSPOS","","ad8520a2-b815-41f4-a66d-41c58d29668e","True","True","BiomedicalConceptProperty_113","BiomedicalConceptProperty","VSPOS"
"VSLOC","","41a66379-be2f-4dce-bf6b-ec39a18c9a71","True","True","BiomedicalConceptProperty_114","BiomedicalConceptProperty","VSLOC"
"VSLAT","","9a7d389c-01d9-4f60-a2ea-93cdef7ea3eb","True","True","BiomedicalConceptProperty_115","BiomedicalConceptProperty","VSLAT"
