"uuid:ID","codeSystemVersion","code","decode","instanceType","codeSystem","id"
"15f69485-6515-4d5d-93e2-d9c5c4db6c98","2023-12-15","C48155","Gram","Code","http://www.cdisc.org","Code_455"
"5c8e0f96-9cfc-4a94-a263-d27e3a5ea724","2023-12-15","C28252","Kilogram","Code","http://www.cdisc.org","Code_456"
"c419c4b6-ec88-4d05-9a18-e5c412a62fde","2023-12-15","C48208","Unit of Weight","Code","http://www.cdisc.org","Code_457"
"57191202-c309-43a2-8c49-a45a13d8b948","2023-12-15","C25208","WEIGHT","Code","http://www.cdisc.org","Code_458"
"e33c64c6-91bd-4b57-a2bd-6333bace7f9c","2023-12-15","C25347","HEIGHT","Code","http://www.cdisc.org","Code_459"
"dfd9e3e8-1699-4d5f-a975-d7abcb077f2a","2023-12-15","C77140","Clinical Test Result","Code","http://www.cdisc.org","Code_460"
"e87fe9ca-5f77-49d3-9342-cfa3583167df","2023-12-15","C49668","Centimeter","Code","http://www.cdisc.org","Code_461"
"4845a97f-01eb-42ca-85a6-964fe80b58d8","2023-12-15","C48500","Inch","Code","http://www.cdisc.org","Code_462"
"11e21438-a154-48b2-93b0-64db49dd3dfb","2023-12-15","C41139","Meter","Code","http://www.cdisc.org","Code_463"
"324b11df-0f64-436c-b60b-c2d8c676084b","2023-12-15","C168688","Unit of Height","Code","http://www.cdisc.org","Code_464"
"0b981ed8-abbc-48e8-b362-821b8526f54a","2023-12-15","C25347","HEIGHT","Code","http://www.cdisc.org","Code_465"
"5b3ae2b9-379d-4557-973d-667ca9c72976","2023-12-15","C64433","ALT","Code","http://www.cdisc.org","Code_466"
"57c196af-62ec-413a-abfa-645df075721e","2023-12-15","C36292","Laboratory Test Result","Code","http://www.cdisc.org","Code_467"
"a50d564e-be8a-4163-9a3b-20c2392ee8a6","2023-12-15","C67456","Unit per Liter","Code","http://www.cdisc.org","Code_468"
"f623f5da-c78c-4902-8c38-883edbf6dc10","2023-12-15","C67397","Microkatal per Liter","Code","http://www.cdisc.org","Code_469"
"09beef0d-4c0b-4e4f-b7a6-d632f97dc978","2023-12-15","C67376","International Unit per Liter","Code","http://www.cdisc.org","Code_470"
"5e0bf1af-ea24-4380-a754-abd0ac096260","2023-12-15","C70510","Nanokatal per Liter","Code","http://www.cdisc.org","Code_471"
"b56139b2-b1ce-43a7-88ba-697a09158679","2023-12-15","C67365","Unit of Catalytic Activity Concentration","Code","http://www.cdisc.org","Code_472"
"72a79581-8331-4c4a-9fd1-72754eb46962","2023-12-15","C70713","Biospecimen Type","Code","http://www.cdisc.org","Code_473"
"258bf45f-5c88-4de6-959f-d4f5282f6bf6","2023-12-15","C49487","No","Code","http://www.cdisc.org","Code_474"
"f16a6e51-5f56-4f11-aa8a-233e25eb6f74","2023-12-15","C49488","Yes","Code","http://www.cdisc.org","Code_475"
"edb3e025-4e79-4a3a-b717-cc43816e9c8e","2023-12-15","C83309","Laboratory Test Fasting Status","Code","http://www.cdisc.org","Code_476"
"44163ed2-9ba7-4b54-b5a5-e6633f0b2e29","2023-12-15","C64433","ALT","Code","http://www.cdisc.org","Code_477"
"33979115-d24d-4f07-aecc-3ce734470cc7","2023-12-15","C64431","ALB","Code","http://www.cdisc.org","Code_478"
"b241241f-5ad1-4d54-a21b-ea4f432b4b6f","2023-12-15","C36292","Laboratory Test Result","Code","http://www.cdisc.org","Code_479"
"007e05d5-8f8f-424e-9d17-0f1a7a4708e6","2023-12-15","C70713","Biospecimen Type","Code","http://www.cdisc.org","Code_480"
"cd8ca3f0-92c9-4072-b0b7-246e298c7479","2023-12-15","C49487","No","Code","http://www.cdisc.org","Code_481"
"a564fe86-b7da-408f-b0d4-aa1ec2c52bab","2023-12-15","C49488","Yes","Code","http://www.cdisc.org","Code_482"
"98afe20a-33aa-435e-9224-0565e15217b5","2023-12-15","C83309","Laboratory Test Fasting Status","Code","http://www.cdisc.org","Code_483"
"71f6d42d-dcbc-4611-ace3-1e49f3d76fda","2023-12-15","C64431","ALB","Code","http://www.cdisc.org","Code_484"
"94c37ac5-ca5a-4107-bcc1-9af8b1f23abf","2023-12-15","C64432","ALP","Code","http://www.cdisc.org","Code_485"
"89969194-13f2-4acc-8682-6daa12af2ed0","2023-12-15","C36292","Laboratory Test Result","Code","http://www.cdisc.org","Code_486"
"bbc0671c-bbc4-422a-9250-16ba93e3f3b7","2023-12-15","C67456","Unit per Liter","Code","http://www.cdisc.org","Code_487"
"09b1adde-c7da-4c33-ab8d-77bd89a5f93f","2023-12-15","C67397","Microkatal per Liter","Code","http://www.cdisc.org","Code_488"
"d604968b-505f-4367-82fe-308d358f9c7d","2023-12-15","C67376","International Unit per Liter","Code","http://www.cdisc.org","Code_489"
"b5c33803-4b5c-4394-a660-65983fa1a1a1","2023-12-15","C67365","Unit of Catalytic Activity Concentration","Code","http://www.cdisc.org","Code_490"
"5c849817-2ebe-47a6-9a3e-34955695d80e","2023-12-15","C70713","Biospecimen Type","Code","http://www.cdisc.org","Code_491"
"dc9bb1a6-6626-4b8f-905d-8d6a380e163b","2023-12-15","C49487","No","Code","http://www.cdisc.org","Code_492"
"c4c19903-0919-4aa8-baa7-ded7ddb8d0b3","2023-12-15","C49488","Yes","Code","http://www.cdisc.org","Code_493"
"7ca9d9ba-de45-476a-a4b1-16b5fc387d09","2023-12-15","C83309","Laboratory Test Fasting Status","Code","http://www.cdisc.org","Code_494"
"e3fa662c-dea7-4515-93df-1be6de861bf9","2023-12-15","C64432","ALP","Code","http://www.cdisc.org","Code_495"
"eeddf09b-b0cc-4b94-95be-b48947284946","2023-12-15","C64467","AST","Code","http://www.cdisc.org","Code_496"
"2f1cc59b-0ec8-4648-bb16-9169bb5a4616","2023-12-15","C36292","Laboratory Test Result","Code","http://www.cdisc.org","Code_497"
"e2c6d9ad-90dc-455b-84ca-863a3d21dc4a","2023-12-15","C67456","Unit per Liter","Code","http://www.cdisc.org","Code_498"
"5dfcb711-5a16-4309-853a-c129d9cde703","2023-12-15","C67397","Microkatal per Liter","Code","http://www.cdisc.org","Code_499"
"e0ea7367-df1f-411b-87e5-2f999fd2883f","2023-12-15","C67376","International Unit per Liter","Code","http://www.cdisc.org","Code_500"
"6b71c841-05e8-4e82-bbf3-9bcf52dd06ca","2023-12-15","C67365","Unit of Catalytic Activity Concentration","Code","http://www.cdisc.org","Code_501"
"8d8785fd-9541-46bc-bee3-3188c7b18fd1","2023-12-15","C70713","Biospecimen Type","Code","http://www.cdisc.org","Code_502"
"cfdda997-4f4d-4ae4-9048-54fb188d3e93","2023-12-15","C49487","No","Code","http://www.cdisc.org","Code_503"
"173e0541-524a-4afa-9f34-71fabb75d4d3","2023-12-15","C49488","Yes","Code","http://www.cdisc.org","Code_504"
"1b33550f-3f4c-4c2c-926e-d1da4bc4804d","2023-12-15","C83309","Laboratory Test Fasting Status","Code","http://www.cdisc.org","Code_505"
"28e8644b-77bb-4bb7-9961-988115fc535e","2023-12-15","C64467","AST","Code","http://www.cdisc.org","Code_506"
"52642624-b9b4-4c47-b23b-6c2851b5725f","2023-12-15","C64547","CREAT","Code","http://www.cdisc.org","Code_507"
"a95fe9fb-4065-4a52-8a7a-54e15a1924a0","2023-12-15","C36292","Laboratory Test Result","Code","http://www.cdisc.org","Code_508"
"eaaf9706-dfc1-4fbb-b420-617bc3df48e6","2023-12-15","C67015","Milligram per Deciliter","Code","http://www.cdisc.org","Code_509"
"243290f6-aac5-4998-a030-a9dc827f979f","2023-12-15","C64572","Microgram per Milliliter","Code","http://www.cdisc.org","Code_510"
"ea723ed0-8f76-4ea9-a1b1-62adc760af93","2023-12-15","C64387","Millimole per Liter","Code","http://www.cdisc.org","Code_511"
"8fcf4c21-b8b2-4fe2-bcd2-9ca6536c0694","2023-12-15","C48508","Micromole per Liter","Code","http://www.cdisc.org","Code_512"
"508e14c5-ebc0-4f68-b310-6fb7360f2474","2023-12-15","C48207","Unit of Concentration","Code","http://www.cdisc.org","Code_513"
"fc977d4b-06fb-4811-a0a2-a2bd7b2eb89a","2023-12-15","C70713","Biospecimen Type","Code","http://www.cdisc.org","Code_514"
"e2f700db-6af7-4b5b-86d7-02a3608a5e20","2023-12-15","C49487","No","Code","http://www.cdisc.org","Code_515"
"0c4d9ab5-00f4-440e-bf7e-b39bf63ba99a","2023-12-15","C49488","Yes","Code","http://www.cdisc.org","Code_516"
"8a79cb6f-2eda-47dd-a218-9c1197ef4d41","2023-12-15","C83309","Laboratory Test Fasting Status","Code","http://www.cdisc.org","Code_517"
"8cf022b0-9894-44fd-8687-15507e355df9","2023-12-15","C64547","CREAT","Code","http://www.cdisc.org","Code_518"
"c97043a1-e025-4fc0-94b8-6ae9951a90b1","2023-12-15","C64853","K","Code","http://www.cdisc.org","Code_519"
"193027df-c92b-428f-a7d4-a70abfda5d45","2023-12-15","C36292","Laboratory Test Result","Code","http://www.cdisc.org","Code_520"
"7de87499-4d78-4b4e-af6d-466da9677fae","2023-12-15","C67474","Milliequivalent per Liter","Code","http://www.cdisc.org","Code_521"
"4c3e2c0e-2cee-4bd3-9233-80b8ef5acdf0","2023-12-15","C67473","Milliequivalent per Deciliter","Code","http://www.cdisc.org","Code_522"
"23881616-88ef-48bf-90d7-a60dddc040fa","2023-12-15","C64387","Millimole per Liter","Code","http://www.cdisc.org","Code_523"
"db43c9d4-d7ec-416e-9903-f30e6baf30dd","2023-12-15","C64567","Molarity Unit","Code","http://www.cdisc.org","Code_524"
"ace2cb68-4fec-4113-93eb-d1433091196f","2023-12-15","C70713","Biospecimen Type","Code","http://www.cdisc.org","Code_525"
"48ef4103-890c-4111-8aeb-a7ffd80b311d","2023-12-15","C49487","No","Code","http://www.cdisc.org","Code_526"
"a8c814e0-8349-4120-9721-0752580755f9","2023-12-15","C49488","Yes","Code","http://www.cdisc.org","Code_527"
"28d267d3-a376-4eef-bd30-464d2db211a0","2023-12-15","C83309","Laboratory Test Fasting Status","Code","http://www.cdisc.org","Code_528"
"e004c3b0-78c3-4738-9fca-4445ca72a7c8","2023-12-15","C64853","K","Code","http://www.cdisc.org","Code_529"
"b87eb491-9d06-4dbc-97c1-26a267af5297","2023-12-15","C64809","SODIUM","Code","http://www.cdisc.org","Code_530"
"aab74459-a680-41e6-8312-7e6316cf44ce","2023-12-15","C36292","Laboratory Test Result","Code","http://www.cdisc.org","Code_531"
"6c82ea4d-7b72-42f6-b17d-2ef8ffc5a40c","2023-12-15","C67474","Milliequivalent per Liter","Code","http://www.cdisc.org","Code_532"
"af1d2eaf-6785-492f-98c3-b89d6dc772a9","2023-12-15","C67473","Milliequivalent per Deciliter","Code","http://www.cdisc.org","Code_533"
"e1efb610-c8b7-40d4-8d70-0cfc63554af3","2023-12-15","C64387","Millimole per Liter","Code","http://www.cdisc.org","Code_534"
"73c6194b-7c7a-4b37-bac5-e8d5113412db","2023-12-15","C64567","Molarity Unit","Code","http://www.cdisc.org","Code_535"
"56fce09c-a988-451a-a352-52befe6b7894","2023-12-15","C70713","Biospecimen Type","Code","http://www.cdisc.org","Code_536"
"6758e238-8139-4974-aa1b-a89aae8db051","2023-12-15","C49487","No","Code","http://www.cdisc.org","Code_537"
"3a1e8de5-3e65-43cb-9b8e-60eec50d0d69","2023-12-15","C49488","Yes","Code","http://www.cdisc.org","Code_538"
"dee07197-ddca-4d0f-a295-b346cf1702f6","2023-12-15","C83309","Laboratory Test Fasting Status","Code","http://www.cdisc.org","Code_539"
"8fb7c3fe-f5f7-4c99-9597-aafd967faf87","2023-12-15","C64809","SODIUM","Code","http://www.cdisc.org","Code_540"
"a20665d7-abb6-4ff0-ad03-cdacfa397d0b","2023-12-15","C64849","HBA1C","Code","http://www.cdisc.org","Code_541"
"f75a18e7-36c1-462e-8920-dd36e694e1ce","2023-12-15","C36292","Laboratory Test Result","Code","http://www.cdisc.org","Code_542"
"2598a1a7-644b-4f27-977a-d1d17e52bbc1","2023-12-15","C64783","Gram per Deciliter","Code","http://www.cdisc.org","Code_543"
"2b69ca6d-ad38-4720-9599-aef23cb82f92","2023-12-15","No Concept Code","LBORRESU","Code","http://www.cdisc.org","Code_544"
"e4db4a02-7dda-4da7-9562-da1ffad7ef19","2023-12-15","C70713","Biospecimen Type","Code","http://www.cdisc.org","Code_545"
"6bebbd86-4aa0-4da5-b919-e4ad8a01392d","2023-12-15","C49487","No","Code","http://www.cdisc.org","Code_546"
"7f41ca35-3f7d-48cb-ab2e-baf1613f0fee","2023-12-15","C49488","Yes","Code","http://www.cdisc.org","Code_547"
"f23e02ef-50b3-402a-ae9d-f4efe472875a","2023-12-15","C83309","Laboratory Test Fasting Status","Code","http://www.cdisc.org","Code_548"
"f6e3c715-9b6d-4146-b5c9-38c0508da9b5","2023-12-15","C64849","HBA1C","Code","http://www.cdisc.org","Code_549"
"c177394a-bd62-423a-8e0e-240fa156e173","2023-12-15","C78541","Adverse Event Verbatim Description","Code","http://www.cdisc.org","Code_145"
"ccc82a01-c68c-4a15-ab09-e848af6181af","2023-12-15","C83344","Adverse Event Dictionary Derived Term","Code","http://www.cdisc.org","Code_146"
"c2cc5cf2-62eb-4c86-9c0a-2ce47318d7d8","2023-12-15","C49487","No","Code","http://www.cdisc.org","Code_147"
"0f4f4d61-60c5-4756-8b89-ff7a7b9acd66","2023-12-15","C49488","Yes","Code","http://www.cdisc.org","Code_148"
"9eb0064b-ae15-48a5-be43-b99569107861","2023-12-15","C87840","Adverse Event Pre-specified","Code","http://www.cdisc.org","Code_149"
"6716d535-29d4-4e65-81a5-a8c37e3618b0","2023-12-15","C83205","Adverse Event Location","Code","http://www.cdisc.org","Code_150"
"5f22bc91-27f2-4897-a419-0baa9d132671","2023-12-15","C53253","Severity of Adverse Event","Code","http://www.cdisc.org","Code_151"
"942cd688-8174-49f4-8ef3-2575c9d376d0","2023-12-15","C49487","No","Code","http://www.cdisc.org","Code_152"
"ac18f59a-4d28-40cb-90ee-793d5ab40957","2023-12-15","C49488","Yes","Code","http://www.cdisc.org","Code_153"
"9861dc7f-62fe-4629-a373-6ca6516e4572","2023-12-15","C53252","Seriousness of Adverse Event","Code","http://www.cdisc.org","Code_154"
"66334f81-d691-477e-be7c-8cba7fc4b6bc","2023-12-15","C83013","Adverse Event Action Taken with Study Treatment","Code","http://www.cdisc.org","Code_155"
"9bf1701c-6f6e-41f0-ba21-67e4a68ce6f7","2023-12-15","C83109","Other Actions taken in Response to Adverse Event","Code","http://www.cdisc.org","Code_156"
"f27f8e15-c67d-47ab-89d5-148b61c4ce31","2023-12-15","C41358","Adverse Event Attribution to Product or Procedure","Code","http://www.cdisc.org","Code_157"
"a62e3513-5dec-4a2e-8b1d-e750aaec95d1","2023-12-15","C83210","Adverse Event Relationship to Non Study Treatment","Code","http://www.cdisc.org","Code_158"
"db26134c-7dc4-4917-9b9e-6b5066177f82","2023-12-15","C83208","Adverse Event Pattern","Code","http://www.cdisc.org","Code_159"
"3591e5ca-de95-4236-a338-551cda5f6ea6","2023-12-15","C49489","Adverse Event Outcome","Code","http://www.cdisc.org","Code_160"
"bf1be0d2-4506-47a0-bb0b-653414fc4604","2023-12-15","C49487","No","Code","http://www.cdisc.org","Code_161"
"254c7cea-d3d7-45b4-81f7-68495dc49dca","2023-12-15","C49488","Yes","Code","http://www.cdisc.org","Code_162"
"ab05370d-725a-4e98-8e38-fb9facf555a5","2023-12-15","C83211","Adverse Event Involves Cancer","Code","http://www.cdisc.org","Code_163"
"923b0ba0-8b06-4493-b0c3-939b18f246ec","2023-12-15","C49487","No","Code","http://www.cdisc.org","Code_164"
"95b86e6a-34ac-4700-b583-77d50dcc2f33","2023-12-15","C49488","Yes","Code","http://www.cdisc.org","Code_165"
"444f3fba-cd4e-4a6a-ab95-ccfae4f93887","2023-12-15","C83117","Adverse Event Seriousness Due to Congenital Anomaly","Code","http://www.cdisc.org","Code_166"
"260e1c51-f1c1-471e-8ff3-e207c3ea8e86","2023-12-15","C49487","No","Code","http://www.cdisc.org","Code_167"
