"isRequired","isEnabled","id","instanceType","datatype","name","label","uuid:ID"
"True","True","BiomedicalConceptProperty_125","BiomedicalConceptProperty","decimal","Laboratory Test Result","Laboratory Test Result","46cf0120-c9f3-46c1-aa38-8534bde30f50"
"True","True","BiomedicalConceptProperty_126","BiomedicalConceptProperty","boolean","Laboratory Test Fasting Status","Laboratory Test Fasting Status","322f4305-7dc5-42f8-8a31-13cbb969df96"
"True","True","BiomedicalConceptProperty_127","BiomedicalConceptProperty","string","Molarity Unit","Molarity Unit","6d945577-c982-4964-be69-f593c2765b35"
"True","True","BiomedicalConceptProperty_128","BiomedicalConceptProperty","string","Biospecimen Type","Biospecimen Type","6a2cb461-c837-4393-8b11-5498ab272c27"
"True","True","BiomedicalConceptProperty_129","BiomedicalConceptProperty","decimal","Laboratory Test Result","Laboratory Test Result","1f1ce6d0-1e1f-4a1f-ad6f-f7a16354de9f"
"True","True","BiomedicalConceptProperty_130","BiomedicalConceptProperty","boolean","Laboratory Test Fasting Status","Laboratory Test Fasting Status","cf21a85a-4e11-4d9d-b494-2e25a9f8c332"
"True","True","BiomedicalConceptProperty_131","BiomedicalConceptProperty","string","Molarity Unit","Molarity Unit","2dddbba2-06bc-4f75-9b80-9606beedd01f"
"True","True","BiomedicalConceptProperty_132","BiomedicalConceptProperty","string","Biospecimen Type","Biospecimen Type","85c74b39-a1ca-44f4-b356-d0e393266e1c"
"True","True","BiomedicalConceptProperty_1","BiomedicalConceptProperty","string","Adverse Event Verbatim Description","Adverse Event Verbatim Description","7410d92a-4761-4164-aa59-bb841bb18a2b"
"True","True","BiomedicalConceptProperty_2","BiomedicalConceptProperty","string","Adverse Event Dictionary Derived Term","Adverse Event Dictionary Derived Term","60cebc8f-b6ed-4d35-b028-a8793a5415dd"
"True","True","BiomedicalConceptProperty_3","BiomedicalConceptProperty","string","Adverse Event Category","Adverse Event Category","e8dcf3c2-47b9-418b-ad1c-b85415bc7d1a"
"True","True","BiomedicalConceptProperty_4","BiomedicalConceptProperty","string","Adverse Event Subcategory","Adverse Event Subcategory","03f6530f-c960-41ec-a817-02247b3a8ade"
"True","True","BiomedicalConceptProperty_5","BiomedicalConceptProperty","boolean","Adverse Event Pre-specified","Adverse Event Pre-specified","e9bebe02-d825-4593-b820-57cbbc4a26ec"
"True","True","BiomedicalConceptProperty_6","BiomedicalConceptProperty","string","Severity of Adverse Event","Severity of Adverse Event","4fc610bc-091f-41ca-9ac6-58c265055bb3"
"True","True","BiomedicalConceptProperty_7","BiomedicalConceptProperty","string","Adverse Event Toxicity Grade","Adverse Event Toxicity Grade","ab2cd1cf-1a8a-4d63-9b1c-a8e50cd32a37"
"True","True","BiomedicalConceptProperty_8","BiomedicalConceptProperty","boolean","Seriousness of Adverse Event","Seriousness of Adverse Event","74a1f9ae-93a2-4220-81dd-f54ee9b4f1b0"
"True","True","BiomedicalConceptProperty_9","BiomedicalConceptProperty","string","Adverse Event Action Taken with Study Treatment","Adverse Event Action Taken with Study Treatment","920d924c-dda5-46e1-ab59-8b7c63a465d1"
"True","True","BiomedicalConceptProperty_10","BiomedicalConceptProperty","string","Adverse Event Attribution to Product or Procedure","Adverse Event Attribution to Product or Procedure","a9ec216d-a64b-4e25-9f49-7b2e902d07a1"
"True","True","BiomedicalConceptProperty_11","BiomedicalConceptProperty","string","Adverse Event Pattern","Adverse Event Pattern","98c979ae-9701-42fc-addc-f6076b1257a6"
"True","True","BiomedicalConceptProperty_12","BiomedicalConceptProperty","string","Adverse Event Outcome","Adverse Event Outcome","3eaeb3e1-d78a-44af-b6db-4b763e277c5a"
"True","True","BiomedicalConceptProperty_13","BiomedicalConceptProperty","datetime","Adverse Event Start Date Time","Adverse Event Start Date Time","7584b5f4-6be0-4bf1-b2b2-9bf8a2b18a96"
"True","True","BiomedicalConceptProperty_14","BiomedicalConceptProperty","datetime","Adverse Event End Date Time","Adverse Event End Date Time","ff2df516-a9df-4e6f-8769-99ef7cd7f67a"
"True","True","BiomedicalConceptProperty_15","BiomedicalConceptProperty","decimal","Vital Signs Result","Vital Signs Result","b67cd7fd-2752-4a06-a952-0932fcd91478"
"True","True","BiomedicalConceptProperty_16","BiomedicalConceptProperty","string","Unit of Pressure","Unit of Pressure","c6a47173-aeee-49ce-853c-5c0552369a86"
"True","True","BiomedicalConceptProperty_17","BiomedicalConceptProperty","string","Vital Signs Location","Vital Signs Location","b9f7a87d-d769-4829-a6ff-c3ad13911aa7"
"True","True","BiomedicalConceptProperty_18","BiomedicalConceptProperty","string","Vital Signs Laterality","Vital Signs Laterality","0d1e5ec1-292f-4f95-b30d-34d60070e660"
"True","True","BiomedicalConceptProperty_19","BiomedicalConceptProperty","string","Test Method","Test Method","2164ca71-6a6e-4181-a184-49507487dc86"
"True","True","BiomedicalConceptProperty_20","BiomedicalConceptProperty","string","Vital Signs Position","Vital Signs Position","d0262478-b4ef-4c3b-ba6e-548f930537f5"
"True","True","BiomedicalConceptProperty_21","BiomedicalConceptProperty","decimal","Vital Signs Result","Vital Signs Result","021bfd09-9bd8-40c5-9f42-5772f1c26fc3"
"True","True","BiomedicalConceptProperty_22","BiomedicalConceptProperty","string","Unit of Pressure","Unit of Pressure","2f96282b-1e78-4e67-94cc-1aa3c7aabec1"
"True","True","BiomedicalConceptProperty_23","BiomedicalConceptProperty","string","Vital Signs Location","Vital Signs Location","a9b7c3f3-7f91-4a41-913d-28ec23f0c0e2"
"True","True","BiomedicalConceptProperty_24","BiomedicalConceptProperty","string","Vital Signs Laterality","Vital Signs Laterality","cf15754f-f934-440a-a2b9-c799c1491bc8"
"True","True","BiomedicalConceptProperty_25","BiomedicalConceptProperty","string","Test Method","Test Method","d2bbc722-79f5-4725-b779-633d5ef79818"
"True","True","BiomedicalConceptProperty_26","BiomedicalConceptProperty","string","Vital Signs Position","Vital Signs Position","7e4c302f-15bb-40da-ae15-8003025dcf45"
"True","True","BiomedicalConceptProperty_27","BiomedicalConceptProperty","decimal","Vital Signs Result","Vital Signs Result","91d6e18d-10d2-434b-ba9f-16cee176e83a"
"True","True","BiomedicalConceptProperty_28","BiomedicalConceptProperty","string","Unit of Temperature","Unit of Temperature","0e41210b-e673-4496-9df8-700761414e65"
"True","True","BiomedicalConceptProperty_29","BiomedicalConceptProperty","string","Vital Signs Location","Vital Signs Location","de0d50a6-16b6-4b55-a88a-ab764561a075"
"True","True","BiomedicalConceptProperty_30","BiomedicalConceptProperty","decimal","Vital Signs Result","Vital Signs Result","128ac4f3-ea86-4485-83fc-70f66aebf3f1"
"True","True","BiomedicalConceptProperty_31","BiomedicalConceptProperty","string","Unit of Weight","Unit of Weight","02a75ac5-88b9-47d2-a0e7-1f2b58de842e"
"True","True","BiomedicalConceptProperty_32","BiomedicalConceptProperty","decimal","Vital Signs Result","Vital Signs Result","dedc9e13-b8e7-4a25-8dfe-d900b8de6748"
"True","True","BiomedicalConceptProperty_33","BiomedicalConceptProperty","string","Unit of Height","Unit of Height","b2c1bc6b-dafe-4308-b037-e3316ce512aa"
"True","True","BiomedicalConceptProperty_34","BiomedicalConceptProperty","decimal","Laboratory Test Result","Laboratory Test Result","8e7bf72b-24fb-4514-8a64-1332c877d166"
"True","True","BiomedicalConceptProperty_35","BiomedicalConceptProperty","boolean","Laboratory Test Fasting Status","Laboratory Test Fasting Status","877a3753-20f3-43fb-81c9-0ef359f88e1b"
"True","True","BiomedicalConceptProperty_36","BiomedicalConceptProperty","string","Unit of Catalytic Activity Concentration","Unit of Catalytic Activity Concentration","29e6cf94-a3ef-42db-91c0-63bbba9e596a"
"True","True","BiomedicalConceptProperty_37","BiomedicalConceptProperty","string","Biospecimen Type","Biospecimen Type","a6edce25-0e6a-411b-aed7-676c57373850"
"True","True","BiomedicalConceptProperty_38","BiomedicalConceptProperty","string","Laboratory Test Result","Laboratory Test Result","6bd63579-e085-4419-81db-07fee9de6a1b"
"True","True","BiomedicalConceptProperty_39","BiomedicalConceptProperty","boolean","Laboratory Test Fasting Status","Laboratory Test Fasting Status","c48fbe92-3fad-474d-b450-1a5c85f401d3"
"True","True","BiomedicalConceptProperty_40","BiomedicalConceptProperty","string","Unit of Concentration","Unit of Concentration","70b50f19-3cbb-406a-9b87-3010a95cc5db"
"True","True","BiomedicalConceptProperty_41","BiomedicalConceptProperty","string","Biospecimen Type","Biospecimen Type","d858d7ab-3806-4e8f-ada3-563f240826d8"
"True","True","BiomedicalConceptProperty_42","BiomedicalConceptProperty","decimal","Laboratory Test Result","Laboratory Test Result","0bfca41a-095b-4f52-b9ab-54f983c7bcfb"
"True","True","BiomedicalConceptProperty_43","BiomedicalConceptProperty","boolean","Laboratory Test Fasting Status","Laboratory Test Fasting Status","175c2a5f-d0ff-4cb8-aa75-5e322673703c"
"True","True","BiomedicalConceptProperty_44","BiomedicalConceptProperty","string","Unit of Catalytic Activity Concentration","Unit of Catalytic Activity Concentration","2150a44f-2b3b-4db9-9070-031346fbce03"
"True","True","BiomedicalConceptProperty_45","BiomedicalConceptProperty","string","Biospecimen Type","Biospecimen Type","a08088c7-bd35-4fb8-b2f6-3a6ded349659"
"True","True","BiomedicalConceptProperty_46","BiomedicalConceptProperty","decimal","Laboratory Test Result","Laboratory Test Result","42be5831-71d7-46ac-b279-dc7bba3794b3"
"True","True","BiomedicalConceptProperty_47","BiomedicalConceptProperty","boolean","Laboratory Test Fasting Status","Laboratory Test Fasting Status","1d8f8cf8-ee41-4ced-af3b-8460b5c979a8"
"True","True","BiomedicalConceptProperty_48","BiomedicalConceptProperty","string","Unit of Catalytic Activity Concentration","Unit of Catalytic Activity Concentration","63891474-1bd8-4496-a081-de085fefa53c"
"True","True","BiomedicalConceptProperty_49","BiomedicalConceptProperty","string","Biospecimen Type","Biospecimen Type","3b7c4fe5-3e80-4ffe-91e4-c0594b90959a"
"True","True","BiomedicalConceptProperty_50","BiomedicalConceptProperty","string","Laboratory Test Result","Laboratory Test Result","4a2b19ad-f23e-4290-9e90-af4b8b805367"
"True","True","BiomedicalConceptProperty_51","BiomedicalConceptProperty","boolean","Laboratory Test Fasting Status","Laboratory Test Fasting Status","0f0f4332-f0d3-4486-a8c7-4d13dbc2f599"
"True","True","BiomedicalConceptProperty_52","BiomedicalConceptProperty","string","Unit of Concentration","Unit of Concentration","95d86910-9d68-4332-bc02-88a209d160b2"
"True","True","BiomedicalConceptProperty_53","BiomedicalConceptProperty","string","Biospecimen Type","Biospecimen Type","efa505bc-404e-45f8-bd0e-c6316f1a75ee"
"True","True","BiomedicalConceptProperty_54","BiomedicalConceptProperty","decimal","Laboratory Test Result","Laboratory Test Result","b0c9ebd3-4511-45cb-99ab-1c44e28a45d6"
"True","True","BiomedicalConceptProperty_55","BiomedicalConceptProperty","boolean","Laboratory Test Fasting Status","Laboratory Test Fasting Status","8d944066-f501-4a8f-8980-cbb09a2b979b"
"True","True","BiomedicalConceptProperty_56","BiomedicalConceptProperty","string","Molarity Unit","Molarity Unit","4d55b4f3-bf0c-4c6e-b6ec-3c3d73fe84bb"
"True","True","BiomedicalConceptProperty_57","BiomedicalConceptProperty","string","Biospecimen Type","Biospecimen Type","c86b4c1a-62b8-4a6a-9048-e2808de15b03"
"True","True","BiomedicalConceptProperty_58","BiomedicalConceptProperty","decimal","Laboratory Test Result","Laboratory Test Result","dfb355e1-29b1-455a-bcc2-b10945f899f2"
"True","True","BiomedicalConceptProperty_59","BiomedicalConceptProperty","boolean","Laboratory Test Fasting Status","Laboratory Test Fasting Status","3000187e-bc53-413f-9362-edeccce28ef2"
"True","True","BiomedicalConceptProperty_60","BiomedicalConceptProperty","string","Molarity Unit","Molarity Unit","3198fcea-179d-4e9d-a895-692f630e6bc7"
"True","True","BiomedicalConceptProperty_61","BiomedicalConceptProperty","string","Biospecimen Type","Biospecimen Type","bfd63d0c-e322-4e05-8d8a-8da576d403f0"
"True","True","BiomedicalConceptProperty_62","BiomedicalConceptProperty","decimal","Vital Signs Result","Vital Signs Result","485ae5e8-e58c-4172-b6f6-60dabd477476"
"True","True","BiomedicalConceptProperty_63","BiomedicalConceptProperty","string","Unit of Pressure","Unit of Pressure","e92c51a8-e86f-4a94-b95f-28868c76e687"
"True","True","BiomedicalConceptProperty_64","BiomedicalConceptProperty","string","Vital Signs Location","Vital Signs Location","ec598130-596b-4031-b058-b2d9a3ee5ba8"
"True","True","BiomedicalConceptProperty_65","BiomedicalConceptProperty","string","Vital Signs Laterality","Vital Signs Laterality","f845fa68-291b-4fb4-b46d-66afbe3fb47d"
"True","True","BiomedicalConceptProperty_66","BiomedicalConceptProperty","string","Test Method","Test Method","7a5fc1da-03c5-4811-9bae-a5398d0ebc2a"
"True","True","BiomedicalConceptProperty_67","BiomedicalConceptProperty","string","Vital Signs Position","Vital Signs Position","ec635ce4-34ac-4b95-bad9-c00ccfcc93fd"
"True","True","BiomedicalConceptProperty_68","BiomedicalConceptProperty","decimal","Vital Signs Result","Vital Signs Result","c23eb022-1339-4a69-bcbc-0a13ee27ccc5"
"True","True","BiomedicalConceptProperty_69","BiomedicalConceptProperty","string","Unit of Pressure","Unit of Pressure","00f74298-ada1-4ff7-b5f0-8c4b13b1215e"
"True","True","BiomedicalConceptProperty_70","BiomedicalConceptProperty","string","Vital Signs Location","Vital Signs Location","bb71f9f5-8540-48cc-8760-c07f7506b784"
"True","True","BiomedicalConceptProperty_71","BiomedicalConceptProperty","string","Vital Signs Laterality","Vital Signs Laterality","1f6072e7-0980-4914-a9c3-f1c1f70f56a3"
"True","True","BiomedicalConceptProperty_72","BiomedicalConceptProperty","string","Test Method","Test Method","0e5c40ec-e9d5-4d0b-a0c5-b33a5ae8571f"
"True","True","BiomedicalConceptProperty_73","BiomedicalConceptProperty","string","Vital Signs Position","Vital Signs Position","0dfb97d6-19eb-451d-b23d-97f3e405fc29"
"True","True","BiomedicalConceptProperty_74","BiomedicalConceptProperty","integer","Vital Signs Result","Vital Signs Result","fe4676fb-5bad-491d-a01f-8903791491df"
"True","True","BiomedicalConceptProperty_75","BiomedicalConceptProperty","string","Count per Minute","Count per Minute","532c093a-8204-4a67-9795-4bab6d13b2fd"
"True","True","BiomedicalConceptProperty_76","BiomedicalConceptProperty","string","Vital Signs Location","Vital Signs Location","ce2fc860-7ec2-423a-a8c8-30b05b141b13"
"True","True","BiomedicalConceptProperty_77","BiomedicalConceptProperty","string","Vital Signs Laterality","Vital Signs Laterality","cc34cc19-dbe5-41a8-b752-5405a02c03c5"
"True","True","BiomedicalConceptProperty_78","BiomedicalConceptProperty","string","Test Method","Test Method","906823fd-9832-4ef5-b2f9-630c6e8b8717"
"True","True","BiomedicalConceptProperty_79","BiomedicalConceptProperty","string","Vital Signs Position","Vital Signs Position","1e7a096f-20a8-42a6-98fc-81aca7b0e0e9"
"True","True","BiomedicalConceptProperty_80","BiomedicalConceptProperty","decimal","Vital Signs Result","Vital Signs Result","4b6a57e9-f5ea-4189-a628-ad87e803fbbc"
"True","True","BiomedicalConceptProperty_81","BiomedicalConceptProperty","string","Unit of Pressure","Unit of Pressure","de95abea-4c91-4404-ab5a-dd01b72e28dd"
"True","True","BiomedicalConceptProperty_82","BiomedicalConceptProperty","string","Vital Signs Location","Vital Signs Location","3f302b6a-9566-43af-bf4e-3d963322c080"
"True","True","BiomedicalConceptProperty_83","BiomedicalConceptProperty","string","Vital Signs Laterality","Vital Signs Laterality","82e2ad36-b6fe-4d13-9ad6-3517ccc36477"
"True","True","BiomedicalConceptProperty_84","BiomedicalConceptProperty","string","Test Method","Test Method","d24a4769-aff0-4b7d-9692-79097e0c37af"
"True","True","BiomedicalConceptProperty_85","BiomedicalConceptProperty","string","Vital Signs Position","Vital Signs Position","8570e29a-02eb-425b-bb34-78c16cef37f1"
"True","True","BiomedicalConceptProperty_86","BiomedicalConceptProperty","decimal","Vital Signs Result","Vital Signs Result","82fbe940-dc75-4127-9a5b-486e87b4fc5a"
"True","True","BiomedicalConceptProperty_87","BiomedicalConceptProperty","string","Unit of Pressure","Unit of Pressure","aecb17da-52c3-4b5a-840e-5654b7406ac6"
"True","True","BiomedicalConceptProperty_88","BiomedicalConceptProperty","string","Vital Signs Location","Vital Signs Location","88b0a848-a185-40eb-864e-6973b9b0965c"
"True","True","BiomedicalConceptProperty_89","BiomedicalConceptProperty","string","Vital Signs Laterality","Vital Signs Laterality","f2e34233-b458-4209-91d1-1257e6ead2d9"
"True","True","BiomedicalConceptProperty_90","BiomedicalConceptProperty","string","Test Method","Test Method","a5f7a121-8e87-48ab-af2a-ea59a80ecc81"
"True","True","BiomedicalConceptProperty_91","BiomedicalConceptProperty","string","Vital Signs Position","Vital Signs Position","063762d4-dc90-485d-b19b-3c61a03fa02b"
"True","True","BiomedicalConceptProperty_92","BiomedicalConceptProperty","integer","Vital Signs Result","Vital Signs Result","6d42a149-9479-4aa0-9124-f56ea29976be"
"True","True","BiomedicalConceptProperty_93","BiomedicalConceptProperty","string","Count per Minute","Count per Minute","b7125b4a-f3ad-4615-97f3-1be4cd311d87"
"True","True","BiomedicalConceptProperty_94","BiomedicalConceptProperty","string","Vital Signs Location","Vital Signs Location","5804f1b7-cbfc-4037-8ce6-95cd9ec787b3"
"True","True","BiomedicalConceptProperty_95","BiomedicalConceptProperty","string","Vital Signs Laterality","Vital Signs Laterality","69386b3b-18ff-4898-8992-fbceab8e4fad"
"True","True","BiomedicalConceptProperty_96","BiomedicalConceptProperty","string","Test Method","Test Method","cabfb993-8b55-4916-ad2a-2088ceea6b6d"
"True","True","BiomedicalConceptProperty_97","BiomedicalConceptProperty","string","Vital Signs Position","Vital Signs Position","2465dd1b-25d0-4583-abf2-f14362ae2805"
