"decode","id","codeSystem","instanceType","codeSystemVersion","code","uuid:ID"
"In Person","Code_118","http://www.cdisc.org","Code","2023-09-29","C175574","361fcec9-1593-499a-a707-dccb655776fe"
"Visit","Code_119","http://www.cdisc.org","Code","2023-09-29","C25716","7e860911-b3ed-4ffe-9eda-da9742582e87"
"Clinic","Code_120","http://www.cdisc.org","Code","2023-09-29","C51282","768910fb-a524-4f68-a58a-4ef9a7315659"
"In Person","Code_121","http://www.cdisc.org","Code","2023-09-29","C175574","29c68407-f006-4edd-bdb6-0d32c7509b6a"
"CT of head without contrast","Code_79","SNOMED","Code","January 31, 2018","383371000119108","4f04e028-1b0e-4360-8553-7e8ced6b36f0"
"Subject Supine","Code_80","SPONSOR","Code","12","123","c149725a-ae71-4a90-8c69-beedc92056c5"
"Subject Standing","Code_81","SPONSOR","Code","12","124","61328791-6e15-4bf7-9215-4708a91289c2"
"Vital Signs Result","Code_278","NCI Thesaurus","Code","","C173522","ac173bd7-3008-4159-a4f1-894223547875"
"Kelvin","Code_279","http://www.cdisc.org","Code","2023-09-29","C42537","a49ecfdf-14c4-4bee-bd38-cb6700d44ba9"
"Unit of Temperature","Code_280","NCI Thesaurus","Code","","C44276","34fa1bd3-6d9c-4876-b98d-ebf8137ded79"
"Vital Signs Location","Code_281","NCI Thesaurus","Code","","C83088","b1bc68d9-c835-435d-b479-6ceaf301f08b"
"Body Temperature","Code_277","NCI Thesaurus","Code","","C174446","59b1c105-3543-4363-9639-518ec8b62ce3"
"Vital Signs Result","Code_283","NCI Thesaurus","Code","","C173522","49871293-6841-4c0d-bc1a-6ae5cdd3da5b"
"Kilogram","Code_284","http://www.cdisc.org","Code","2023-09-29","C28252","f83ebeb1-f52a-408f-88f1-60912431ff0b"
"Gram","Code_285","http://www.cdisc.org","Code","2023-09-29","C48155","ed149717-1e37-42c3-ac57-e3823f87583b"
"Pound","Code_286","http://www.cdisc.org","Code","2023-09-29","C48531","419623ba-c988-4607-b80e-12ed8dadfd6a"
"Unit of Weight","Code_287","NCI Thesaurus","Code","","C48208","eb188115-5306-4da4-b0ef-4147952cd8c6"
"Body Weight","Code_282","NCI Thesaurus","Code","","C81328","a0e09344-0374-4eaa-8db9-149ca79619bd"
"Vital Signs Result","Code_289","NCI Thesaurus","Code","","C173522","4a0fc86e-d559-4f13-bf2e-49bc9851a167"
"Centimeter","Code_290","http://www.cdisc.org","Code","2023-09-29","C49668","3ebbf004-2378-4815-a3f8-501b13c03af1"
"Inch","Code_291","http://www.cdisc.org","Code","2023-09-29","C48500","2e927fac-44c1-4ca7-a922-ea81e1e7d5d3"
"Millimeter","Code_292","http://www.cdisc.org","Code","2023-09-29","C28251","0f2f1e41-2518-40b5-991e-29df3e1d6567"
"Meter","Code_293","http://www.cdisc.org","Code","2023-09-29","C41139","d6a77a05-19db-44c7-ba8f-5dd06437d609"
"Unit of Height","Code_294","NCI Thesaurus","Code","","C168688","e1a79988-3198-487a-89a4-c2e53e91f2d6"
"Body Height","Code_288","NCI Thesaurus","Code","","C164634","0e43fdf2-8bfe-41d3-a893-07afee97e4ff"
"Laboratory Test Result","Code_296","NCI Thesaurus","Code","","C36292","2a10e9c6-4c88-4117-97d9-d68d6b2e9e6d"
"Laboratory Test Fasting Status","Code_297","NCI Thesaurus","Code","","C83309","671f046b-a014-4635-96ac-7759da52aac7"
"Unit of Catalytic Activity Concentration","Code_298","NCI Thesaurus","Code","","C67365","768a4fea-21f6-44b9-b4ec-65019c08619d"
"Biospecimen Type","Code_299","NCI Thesaurus","Code","","C70713","ca50b3b7-fec8-47c8-aff6-efe377ff4cc7"
"Alanine Aminotransferase Measurement","Code_295","NCI Thesaurus","Code","","C64433","affe9a37-2e3c-4f53-a71a-ed762267ab72"
"Laboratory Test Result","Code_301","NCI Thesaurus","Code","","C36292","b0bc193b-e688-4cf2-863b-9bf7aba57aea"
"Laboratory Test Fasting Status","Code_302","NCI Thesaurus","Code","","C83309","6e412b3c-6f50-49c0-b8ff-c758fe17430a"
"Unit of Concentration","Code_303","NCI Thesaurus","Code","","C48207","b704d96f-f06b-4c9a-ba17-a20dfd815bd1"
"Biospecimen Type","Code_304","NCI Thesaurus","Code","","C70713","ac8582a1-cfd4-4253-a137-5f84c3c9b0a0"
"Albumin Measurement","Code_300","NCI Thesaurus","Code","","C64431","c0e3ac4e-d9ea-4e02-9e32-6cba3972e21e"
"Laboratory Test Result","Code_306","NCI Thesaurus","Code","","C36292","ac47c694-d14b-461d-8589-f16c2ea87d2f"
"Laboratory Test Fasting Status","Code_307","NCI Thesaurus","Code","","C83309","5bb717d2-bae9-403b-b78a-cab47a711c95"
"Unit of Catalytic Activity Concentration","Code_308","NCI Thesaurus","Code","","C67365","83acc6e0-f933-4311-b49a-9829a8e8801c"
"Biospecimen Type","Code_309","NCI Thesaurus","Code","","C70713","f95fabc2-f690-4ea8-895d-b53b03be690a"
"Alkaline Phosphatase Measurement","Code_305","NCI Thesaurus","Code","","C64432","687a6cfb-1079-434b-9d80-956876d5eb44"
"Laboratory Test Result","Code_311","NCI Thesaurus","Code","","C36292","82321514-c4e8-4f4f-b0f3-a16ef4d3c079"
"Laboratory Test Fasting Status","Code_312","NCI Thesaurus","Code","","C83309","ba48041b-4674-4106-9505-3845fa6ff5f3"
"Unit of Catalytic Activity Concentration","Code_313","NCI Thesaurus","Code","","C67365","8a181198-94a4-4522-87f0-1dd25e0ca09a"
"Biospecimen Type","Code_314","NCI Thesaurus","Code","","C70713","596cf468-631c-46d1-9ab8-4a9b425b7585"
"Aspartate Aminotransferase Measurement","Code_310","NCI Thesaurus","Code","","C64467","133ce9e7-ef89-4538-9a39-31586704e2da"
"Laboratory Test Result","Code_316","NCI Thesaurus","Code","","C36292","0ecbb37b-20bf-4930-8b78-49656a5e93ce"
"Laboratory Test Fasting Status","Code_317","NCI Thesaurus","Code","","C83309","ac303c11-a0b5-4e77-addb-33d5c3ab7235"
"Unit of Concentration","Code_318","NCI Thesaurus","Code","","C48207","51dd6a7c-9439-48e0-b8c9-64136e49793e"
"Biospecimen Type","Code_319","NCI Thesaurus","Code","","C70713","d067c54e-cc23-4322-804c-3bff68db76bc"
"Creatinine Measurement","Code_315","NCI Thesaurus","Code","","C64547","7cbb46ce-6130-4a6e-9a0f-1e90996221a5"
"Laboratory Test Result","Code_321","NCI Thesaurus","Code","","C36292","b61e3c87-fa4a-4cf7-8450-1566d131d348"
"Laboratory Test Fasting Status","Code_322","NCI Thesaurus","Code","","C83309","9445771a-d928-4ec3-b463-7194be41356a"
"Molarity Unit","Code_323","NCI Thesaurus","Code","","C64567","dd09e475-d409-498c-979c-4b3003c4a769"
"Biospecimen Type","Code_324","NCI Thesaurus","Code","","C70713","c9b3bcdb-05e8-4834-8eeb-9599252626f9"
"Potassium Measurement","Code_320","NCI Thesaurus","Code","","C64853","9a6cb1c6-d597-4790-9717-6b54937a5837"
"Laboratory Test Result","Code_326","NCI Thesaurus","Code","","C36292","f48df632-4f4c-4d54-b0f2-bc00960ae453"
"Laboratory Test Fasting Status","Code_327","NCI Thesaurus","Code","","C83309","28239331-a061-4fdf-a27f-02e85a5c65c6"
"Molarity Unit","Code_328","NCI Thesaurus","Code","","C64567","689b8f3f-ece5-4d52-98aa-b66308a1a187"
"Biospecimen Type","Code_329","NCI Thesaurus","Code","","C70713","d5235dd4-50ae-4b6f-b394-a5462b705c06"
"Sodium Measurement","Code_325","NCI Thesaurus","Code","","C64809","b949fd8c-a53a-4d24-83f5-9bd7255e403d"
"Adverse Event Verbatim Description","Code_145","NCI Thesaurus","Code","","C78541","37268503-e0c4-4474-8138-272b29c6afff"
"Adverse Event Dictionary Derived Term","Code_146","NCI Thesaurus","Code","","C83344","afaa7a1b-4aa6-42cd-a6f3-ed56f5361aa3"
"Adverse Event Category","Code_147","NCI Thesaurus","Code","","C83198","1373be13-2735-4089-9f87-3c6bb241d789"
"Adverse Event Subcategory","Code_148","NCI Thesaurus","Code","","C83212","110ce59b-7659-4974-9e6b-5eac10b7f685"
"Adverse Event Pre-specified","Code_149","NCI Thesaurus","Code","","C87840","7407e667-6a87-4739-a4c7-b0735ca194d3"
"Severity of Adverse Event","Code_150","NCI Thesaurus","Code","","C53253","ea2589ad-65b0-4778-9d9b-48909101b216"
"Adverse Event Toxicity Grade","Code_151","NCI Thesaurus","Code","","C78605","6012b8c3-c460-4973-9c73-14a0a54f6910"
"Seriousness of Adverse Event","Code_152","NCI Thesaurus","Code","","C53252","37e5c3ad-d463-4682-bf5f-21bfd066d6c8"
"Adverse Event Action Taken with Study Treatment","Code_153","NCI Thesaurus","Code","","C83013","5421bdf1-3337-41ec-8fc5-e7be48526568"
"Adverse Event Attribution to Product or Procedure","Code_154","NCI Thesaurus","Code","","C41358","f68b33be-6e18-4b6a-b5b1-bc42ea6eef27"
"Intermittent","Code_155","http://www.cdisc.org","Code","2023-09-29","C71325","a6df8723-b0c1-4b0d-a8d0-07909c712d9c"
"Adverse Event Pattern","Code_156","NCI Thesaurus","Code","","C83208","fbe424d3-2c47-44b8-9040-cf2357b4ef63"
"Adverse Event Outcome","Code_157","NCI Thesaurus","Code","","C49489","20e24f9d-9e73-4e9d-b3a9-588716080480"
"Adverse Event Start Date Time","Code_158","NCI Thesaurus","Code","","C83215","f5f4bae8-894b-4521-a784-5fb26a41e442"
"Adverse Event End Date Time","Code_159","NCI Thesaurus","Code","","C83201","cb57f69b-9cf9-439e-ba3c-f365e10a1982"
"Adverse Event","Code_144","NCI Thesaurus","Code","","C41331","d055443b-cdef-4bda-ab18-caaa63c3bdaf"
"Vital Signs Result","Code_161","NCI Thesaurus","Code","","C173522","d7016075-0adb-404b-b74d-b2e5af128253"
"Pascal","Code_162","http://www.cdisc.org","Code","2023-09-29","C42547","373d3b26-4b8c-4bb1-90b6-88a629e8e425"
"Unit of Pressure","Code_163","NCI Thesaurus","Code","","C49669","f9a52331-17b7-400a-8a73-c0d5a2f16173"
"Vital Signs Location","Code_164","NCI Thesaurus","Code","","C83088","c132f5a5-8688-47c9-841f-d20827d6ec09"
"Vital Signs Laterality","Code_165","NCI Thesaurus","Code","","C123975","1975e5c7-b879-4904-a3d1-cf7f32042e19"
"Test Method","Code_166","NCI Thesaurus","Code","","C82535","fd17cab8-df9b-4ab7-ac52-066f35fb72c6"
"Vital Signs Position","Code_167","NCI Thesaurus","Code","","C83114","a470f8d7-db12-4152-b703-661fb908563e"
"Systolic Blood Pressure","Code_160","NCI Thesaurus","Code","","C25298","8dbfcb37-f809-41a4-85ad-25235ec5f64b"
"Vital Signs Result","Code_169","NCI Thesaurus","Code","","C173522","aa6f3fee-2765-4771-9639-cf119a1e5cfe"
"Pascal","Code_170","http://www.cdisc.org","Code","2023-09-29","C42547","ef0b8cac-7a87-44ae-8bdc-98bf1d400db7"
"Unit of Pressure","Code_171","NCI Thesaurus","Code","","C49669","530362b6-c1da-4429-b5e1-a77e354fcc64"
"Vital Signs Location","Code_172","NCI Thesaurus","Code","","C83088","a353c2e2-001f-421e-8fdc-9482d9dfc958"
"Vital Signs Laterality","Code_173","NCI Thesaurus","Code","","C123975","ba4da924-9d21-491e-a5fe-dffcd298430b"
"Test Method","Code_174","NCI Thesaurus","Code","","C82535","c4df6d79-5ba9-405a-b2b4-6c4369c4fbe8"
"Vital Signs Position","Code_175","NCI Thesaurus","Code","","C83114","156fa426-5378-4e20-9a5f-2775b653a74f"
"Diastolic Blood Pressure","Code_168","NCI Thesaurus","Code","","C25299","d6f117b0-a297-4929-99b3-5d88e5a45f12"
"Vital Signs Result","Code_177","NCI Thesaurus","Code","","C173522","8d473a08-9003-4732-a398-bb3979b98b7c"
"Kelvin","Code_178","http://www.cdisc.org","Code","2023-09-29","C42537","835b0771-e128-4354-aebc-6d6799652850"
"Unit of Temperature","Code_179","NCI Thesaurus","Code","","C44276","0b8f1171-2d9a-4b4b-8d87-9d141675dc6b"
"Vital Signs Location","Code_180","NCI Thesaurus","Code","","C83088","00ba3383-f836-4331-8f65-517e15048caf"
"Body Temperature","Code_176","NCI Thesaurus","Code","","C174446","a47cc28b-e78c-4147-83ec-ecd27452b87e"
"Vital Signs Result","Code_182","NCI Thesaurus","Code","","C173522","012fbe3b-7fce-49cf-b7f8-0deeb65007b8"
"Kilogram","Code_183","http://www.cdisc.org","Code","2023-09-29","C28252","1a804e58-c68c-41b8-8f8a-a4089f6d8f57"
"Gram","Code_184","http://www.cdisc.org","Code","2023-09-29","C48155","9add8c03-5b1f-436d-994a-eb78750aeead"
"Pound","Code_185","http://www.cdisc.org","Code","2023-09-29","C48531","fd780d0e-858c-4b78-8b0b-9c5eec60aef5"
"Unit of Weight","Code_186","NCI Thesaurus","Code","","C48208","2cd576fc-abeb-4705-b542-379ba48f249a"
"Body Weight","Code_181","NCI Thesaurus","Code","","C81328","6cbdad96-ee3f-4d86-a823-ac06ad37ef40"
"Vital Signs Result","Code_188","NCI Thesaurus","Code","","C173522","42663875-c9f7-4282-a773-b07bfa78290e"
"Centimeter","Code_189","http://www.cdisc.org","Code","2023-09-29","C49668","092827b9-3fed-41ae-afa0-fbb2aa130252"
"Inch","Code_190","http://www.cdisc.org","Code","2023-09-29","C48500","35a93d96-ceb1-40aa-9298-8eeef87eeb48"
"Millimeter","Code_191","http://www.cdisc.org","Code","2023-09-29","C28251","37ed402d-09d7-4046-bfe6-a5991b9dbabf"
"Meter","Code_192","http://www.cdisc.org","Code","2023-09-29","C41139","af6000ef-f47b-4b46-a6e8-78d08059eb3b"
"Unit of Height","Code_193","NCI Thesaurus","Code","","C168688","266adce4-a322-4d2e-bace-61cc80d5b9c7"
"Body Height","Code_187","NCI Thesaurus","Code","","C164634","def3dd46-8067-4ae2-9239-bbfb8d35eb6b"
"Laboratory Test Result","Code_195","NCI Thesaurus","Code","","C36292","51c7cf03-f9b9-4666-8441-f01be9a5eae7"
"Laboratory Test Fasting Status","Code_196","NCI Thesaurus","Code","","C83309","8e027e67-a0c7-46d5-a5d1-d4b69ba15477"
"Unit of Catalytic Activity Concentration","Code_197","NCI Thesaurus","Code","","C67365","2cee260a-7142-40cb-a760-19e520ae4cc1"
"Biospecimen Type","Code_198","NCI Thesaurus","Code","","C70713","fb2052e1-8d74-404a-a137-38bbda9716ba"
"Alanine Aminotransferase Measurement","Code_194","NCI Thesaurus","Code","","C64433","0e00e2b6-ca2b-4e54-a8a0-d24a7b58fa13"
"Laboratory Test Result","Code_200","NCI Thesaurus","Code","","C36292","02d99724-4e9f-41bb-9f01-fcb3f45f258b"
"Laboratory Test Fasting Status","Code_201","NCI Thesaurus","Code","","C83309","bd6c5f96-1450-474f-b5d9-f8a30477b331"
"Unit of Concentration","Code_202","NCI Thesaurus","Code","","C48207","cd5a43fa-4b37-44a2-b4c4-041b52f30efb"
"Biospecimen Type","Code_203","NCI Thesaurus","Code","","C70713","4c09c81f-0ed4-4e77-87b8-ac9b0f0d3557"
"Albumin Measurement","Code_199","NCI Thesaurus","Code","","C64431","8a6e6e59-8706-4387-ad88-4a831d8c1f25"
"Laboratory Test Result","Code_205","NCI Thesaurus","Code","","C36292","718722ed-d779-4b74-bc89-c22f3a489093"
"Laboratory Test Fasting Status","Code_206","NCI Thesaurus","Code","","C83309","39a32816-2f78-484c-af11-e27fe0024d77"
"Unit of Catalytic Activity Concentration","Code_207","NCI Thesaurus","Code","","C67365","4342c79e-fb14-48e8-bba4-bb18656fc40f"
"Biospecimen Type","Code_208","NCI Thesaurus","Code","","C70713","336d9f81-fe88-42c1-a3b6-deef5fc63bfe"
"Alkaline Phosphatase Measurement","Code_204","NCI Thesaurus","Code","","C64432","5f32bbbe-14ed-4265-8bf4-0049ed1b537d"
"Laboratory Test Result","Code_210","NCI Thesaurus","Code","","C36292","63610cb8-c5ab-4c10-baeb-7b8561d88ea9"
"Laboratory Test Fasting Status","Code_211","NCI Thesaurus","Code","","C83309","96367e3d-a122-4813-bd6a-d16aca63465d"
"Unit of Catalytic Activity Concentration","Code_212","NCI Thesaurus","Code","","C67365","03a190ea-a79f-4b38-bd63-fc8fba4e5df4"
"Biospecimen Type","Code_213","NCI Thesaurus","Code","","C70713","e2ffe0ef-4261-422d-9731-01d668d79b0b"
"Aspartate Aminotransferase Measurement","Code_209","NCI Thesaurus","Code","","C64467","6570e76c-ed52-47c9-90e3-077325a45606"
"Laboratory Test Result","Code_215","NCI Thesaurus","Code","","C36292","c9c7f88b-f9b1-4b26-af94-a8f5bb8030bf"
"Laboratory Test Fasting Status","Code_216","NCI Thesaurus","Code","","C83309","5a3df430-efbd-4380-899e-dbc244feac9a"
"Unit of Concentration","Code_217","NCI Thesaurus","Code","","C48207","e5c041cc-4089-4eb4-b39a-fb8b01a2c75f"
"Biospecimen Type","Code_218","NCI Thesaurus","Code","","C70713","21b7b74d-9954-43e4-96a3-9dfa13bff6e3"
"Creatinine Measurement","Code_214","NCI Thesaurus","Code","","C64547","37f528d6-79de-4b7e-a9b6-661f13bd35b4"
"Laboratory Test Result","Code_220","NCI Thesaurus","Code","","C36292","4a7d102f-0053-4a6c-b7d2-a1533e1438f7"
"Laboratory Test Fasting Status","Code_221","NCI Thesaurus","Code","","C83309","85ac2ff8-07b9-4d28-b96f-1853f65eccff"
"Molarity Unit","Code_222","NCI Thesaurus","Code","","C64567","f977102b-259b-4eff-92db-61800f72ec6f"
"Biospecimen Type","Code_223","NCI Thesaurus","Code","","C70713","8b714ed5-4090-4e0c-8a9f-46a549c0b4a2"
"Potassium Measurement","Code_219","NCI Thesaurus","Code","","C64853","c2e8e995-93dd-4916-9982-90435a72df4f"
"Laboratory Test Result","Code_225","NCI Thesaurus","Code","","C36292","c64f8b19-034a-4938-b09e-6e7075c67694"
"Laboratory Test Fasting Status","Code_226","NCI Thesaurus","Code","","C83309","244f48c8-0fbf-4ea5-ad6f-b6fda0b7d075"
"Molarity Unit","Code_227","NCI Thesaurus","Code","","C64567","5fa2f088-2ba5-40d3-8694-c0ee24fd48a6"
"Biospecimen Type","Code_228","NCI Thesaurus","Code","","C70713","96d8637b-b0b9-44c0-b100-e06b7646f17d"
"Sodium Measurement","Code_224","NCI Thesaurus","Code","","C64809","2de06abb-781c-4d03-a906-a78536a1c507"
"Vital Signs Result","Code_230","NCI Thesaurus","Code","","C173522","ef1d1b0a-490a-4ffc-bb12-35941514b490"
"Pascal","Code_231","http://www.cdisc.org","Code","2023-09-29","C42547","a015d27d-0eb8-442c-b4f0-c46e0ca7f73c"
"Unit of Pressure","Code_232","NCI Thesaurus","Code","","C49669","565ac82b-22c2-4829-980c-5598e0ec399f"
"Vital Signs Location","Code_233","NCI Thesaurus","Code","","C83088","dcb5a3a1-6465-4b5d-83d2-b1bb59ab011b"
"Vital Signs Laterality","Code_234","NCI Thesaurus","Code","","C123975","e4ed4f62-83b4-47bc-ab8f-1e1a13249a39"
"Test Method","Code_235","NCI Thesaurus","Code","","C82535","5475f875-7c65-478b-b858-d981e749863a"
"Vital Signs Position","Code_236","NCI Thesaurus","Code","","C83114","36bb8748-d843-4ff4-8693-75ea77a86feb"
"Systolic Blood Pressure","Code_229","NCI Thesaurus","Code","","C25298","82180a2b-95a3-4fd4-9d8a-0803f4e1e7ce"
"Vital Signs Result","Code_238","NCI Thesaurus","Code","","C173522","271f224f-aad6-4aa6-bfbe-6dc69d58dcc8"
"Pascal","Code_239","http://www.cdisc.org","Code","2023-09-29","C42547","f5863f55-2e1f-4822-b969-675a479b9fa2"
"Unit of Pressure","Code_240","NCI Thesaurus","Code","","C49669","3fc7e538-be51-4ded-acd9-ca2c72b2e27c"
"Vital Signs Location","Code_241","NCI Thesaurus","Code","","C83088","3d7f5178-1bbb-4bb3-9f78-9b6254201dd2"
"Vital Signs Laterality","Code_242","NCI Thesaurus","Code","","C123975","c85f8e24-daec-4188-b02f-d0c3e06cbd35"
"Test Method","Code_243","NCI Thesaurus","Code","","C82535","45228328-d3bf-428f-8c7b-fc1d8a42d5db"
"Vital Signs Position","Code_244","NCI Thesaurus","Code","","C83114","a1012122-cd3c-421f-bcc5-ac0c00785f0d"
"Diastolic Blood Pressure","Code_237","NCI Thesaurus","Code","","C25299","58b8bf1d-9398-40ca-abb1-ec7fc2ae7ce7"
"Vital Signs Result","Code_246","NCI Thesaurus","Code","","C173522","9ce3a3a3-bcc0-4b9a-8093-e9a7d8c87052"
